[2026-06-12 12:20:41] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-11
正在获取论文...
[arXiv] 2026-06-11 | Multi-Field Hybrid Retrieval-Augmented Generation for Maritime Accident Root Cause Analysis
[NO] 1017/1922 | MET: Electric Toothbrushing Activity Recognition Based on Magneto-Inductive Sensing
[NO] 1018/1922 | DiffusionDxNet: Improving Monkeypox Classification Using Diffusion-Based Data Augmentation and DenseNet121
[NO] 1019/1922 | Towards Accurate Autism Detection: a Multimodal Machine Learning Approach
[NO] 1020/1922 | Explainable Comprehensive Analysis of Cross-Dataset Phishing Detection Models
[NO] 1021/1922 | Edge Analytics for Real-Time Process Optimization in Smart Manufacturing: A Hybrid Machine Learning Approach
[NO] 1022/1922 | Cost Effective Sizing of Off Grid PV Systems and Batteries for Residential Energy Systems
[NO] 1023/1922 | Data-Driven Psychological Stress Classification Among Higher Education Students: A Machine Learning Approach
[NO] 1024/1922 | Power MOSFETs With Super Safe-Operating-Area
[NO] 1025/1922 | A Comprehensive Hybrid Deep Learning Approach for Bone Fracture Detection in X-Ray Images Using Optimized CNNs and Transfer Learning
[NO] 1026/1922 | An Ensemble Learning-Based Artificial Intelligence Framework for Postpartum Depression and Suicidal Risk Prediction
[NO] 1027/1922 | Dynamic Reinforcement Learning-Driven Event-Aware Adaptive for Education Management System
[NO] 1028/1922 | A New 1200V SiC Trench MOSFET with Shallow Trench and High-Energy Deep P
                    <sup>+</sup>
                    Implantation for Enhanced Gate Oxide Electric Field Shielding
[NO] 1029/1922 | Breaking the E
                    <sub>on</sub>
                    and Radiated Noise Trade-off via Deep Split-Gate CSTBT™ with dI/dt Shaping
[NO] 1030/1922 | An Emotion Recognition Framework from EEG Signals Using Dynamic Graph Convolutional Neural Networks (DGCNN)
[NO] 1031/1922 | Deep Learning for High-Fidelity Mpox Classification: From Data to Diagnosis
[NO] 1032/1922 | Comparison between the Secrecy Capacity of Reconfigurable Intelligent Surface Aided and Relay-Assisted Wireless Communication Systems
[NO] 1033/1922 | Smart 1.7 kV SiC Power ICs: Monolithic Integration of TCOX UMOSFETs and Tri-Gate CMOS
[NO] 1034/1922 | Multi-Class Eye Disease Classification using Transfer Learning
[NO] 1035/1922 | LEAF-CT: Lightweight Energy-Aware Forwarding with Controlled Transmission for Underwater Acoustic Sensor Networks
[NO] 1036/1922 | A Comparative Analysis of YOLO Variants with Improved YOLOv12m Model for Students' Classroom Behavior Detection
[NO] 1037/1922 | A High-temperature Three-phase Silicon Carbide MOSFET Power Module with Integrated Low Propagation and High Noise Immunity Gate Driver
[NO] 1038/1922 | Efficient UAV Selection in K-Means Online Routing Protocol (K-Morp) using Heuristics and Weighted Values
[NO] 1039/1922 | A Collaborative Hybrid CNN–LSTM Framework for Real-Time Multichannel Retail Demand Forecasting Using Edge–Cloud Computing
[NO] 1040/1922 | Compact Triple-Band Elliptical Monopole Antenna with Modified U-Slot Ground for Sub-6 Ghz 5G Applications
[NO] 1041/1922 | An Imperical Study on Predicting Golden Beauty of Human Face Appearance
[NO] 1042/1922 | The BOOL.I Corpus: The Impact of Context on Child and Adolescent Bengali ASR
[NO] 1043/1922 | Advanced Deep Learning Framework for Ultrasound Breast Cancer Classification Using CNNs and Vision Transformers with Explainable AI
[NO] 1044/1922 | KNN-Based Real-Time Sign Language Recognition Using Flex Sensor Smart Glove with Real-Time Response
[NO] 1045/1922 | Structural and Dielectric Features of Na, W dualdoped Bi
                    <sub>2</sub>
                    Sr
                    <sub>2</sub>
                    Co
                    <sub>2</sub>
                    O
                    <sub>x</sub>
                    Ceramics for Energy Storage Applications
[NO] 1046/1922 | Asymmetrically Perturbed Dual-Band Patch Antenna for X-Band Applications
[NO] 1047/1922 | Edge-Based Respiratory Profiling: An Explainable Hierarchical Framework for Automated COPD Screening
[NO] 1048/1922 | Integrating Pap Smear Imaging for Enhanced Deep Learning-Based Cervical Cancer Screening
[NO] 1049/1922 | A Transformer-Based Perspective to Bangla-English Code-Mixed Sentiment Analysis
[NO] 1050/1922 | Investigation of SVD-Based Speech Emotion Recognition
[NO] 1051/1922 | Enhancing Security in Multicasting Using Reconfigurable Intelligent Surface and Selection Combining Diversity Technique
[NO] 1052/1922 | An Intelligent Student Management System Using Temporal Stability-Aware Adaptive Learning
[NO] 1053/1922 | AI-Powered Hybrid Management Framework for Autonomous Vendor Evaluation and Procurement Optimization
[NO] 1054/1922 | Predicting Genre Crossovers in Book Recommendations Using Hybrid Machine Learning Models
[NO] 1055/1922 | Research on Power Domain Anti-Jamming Methods Based on Reinforcement Learning
[NO] 1056/1922 | Energy-Efficient Green Computing Techniques for Edge Devices Using Attention-Guided Federated Learning
[NO] 1057/1922 | Quantum Computing for Insurance Fraud Detection
[NO] 1058/1922 | Deep Feature Correlation Analysis for KPI-related Fault Detection with Missing Data
[NO] 1059/1922 | Memristor-Based Sensitization Nonassociative Learning Circuit and Its Application in Overheat Protection of Industrial Robots
[NO] 1060/1922 | Quadrature-Spoof Surface Plasmon Polariton Unit Cell With Circuit Characterization for Circular-Polarization Generation
[NO] 1061/1922 | Bridge-Selective Saturation-Guided Topology Optimization within a Hierarchical Framework for IPMSM Rotors
[NO] 1062/1922 | Connect. Support. Inspire.
[NO] 1063/1922 | A Lossy Decoupling Network for Anti-Resonance Suppression and Capacitor Reduction in CoWoP
[NO] 1064/1922 | Adaptive Approaches to Mitigating Extreme Verification Latency in Dynamic Environments - A Research Meta-Analysis
[NO] 1065/1922 | Three-Way Conflict Resolution in Fuzzy Situation Tables With Nonlinear Conflict Functions_supp1-3685391.pdf
[NO] 1066/1922 | Hybrid Compression of LiDAR Point Clouds Using Density-Based Partitioning
[NO] 1067/1922 | Bridging the Short-Term and Long-Term Gap: A Cross-Task Continuous Learning Person Re-Identification Problem
[NO] 1068/1922 | RVV-Morpher: A Semantic-Aware Static Binary Rewriter for Cross-Version Portability in RVV
[NO] 1069/1922 | Reconsidering “Reconsidering Custom Memory Allocation”
[NO] 1070/1922 | Recent Advances in Bangla NLP: A Survey of Few-Shot, Zero-Shot, and Transfer Learning Techniques
[NO] 1071/1922 | AI-Driven Therapeutic Robot Incorporating Amber-Based Contact Interfaces for Personalized Health Intervention
[NO] 1072/1922 | Enhancing Code Generation Using Instruction-Tuned Transformer Models for Multi-Language Software Development
[NO] 1073/1922 | Real-Time Vehicle License Plate Recognition Using YOLOv9 and OCR Framework
[NO] 1074/1922 | Intelligent Road Surface Crack Detection Using a Lightweight CNN on an Autonomous Inspection Robot
[NO] 1075/1922 | Indistinguishability in Generative AI: Detection Challenges, Techniques, and Ethical Considerations
[NO] 1076/1922 | Privacy-Preserving, Scalable EV Charging Optimization
[NO] 1077/1922 | Cognitive Computing-Based Large-Scale Traffic Data Stream Mining for Intelligent Traffic Control
[NO] 1078/1922 | Demonstration of E-Mode GaN Monolithic Bidirectional Switch Based on Gate Oxygen Plasma Treatment with Blocking Voltage over 2.9 kV
[NO] 1079/1922 | Some Properties of 2-valued Majority Functions and Minimal Clones
[NO] 1080/1922 | Parameter-Efficient Adaptation of Vision Transformers for Retinal OCT Classification
[NO] 1081/1922 | Contextual Dependency Learning Transformer Based Natural Language Understanding for Conversational Agents
[NO] 1082/1922 | Impact of Physical Layer Configuration on the Performance of IEEE 802.11a Infrastructure-Based Wireless Sensor Network in NS-3
[NO] 1083/1922 | Federated Artificial Neural Network for Privacy-Preserving Financial Fraud Detection
[NO] 1084/1922 | Attention-Enhanced Hybrid CNN-ViT Framework for Traffic Sign and Light Detection in Autonomous Driving
[NO] 1085/1922 | A Zero-Trust Security Architecture for 6G-Enabled Mobile Banking and Peer-to-Peer Payment Networks
[NO] 1086/1922 | Deep Hybrid Neuro-Ensemble Network for Intelligent Supply Chain Resilience and Disruption Forecasting
[NO] 1087/1922 | Simulation Study of a "Human-Machine" Dual Picking System Based on AnyLogic
[NO] 1088/1922 | Factoring Multi-Channel LFPs into Interpretable Components Using Locally-Competitive Sparse Coding
[NO] 1089/1922 | Scientific Paper's Domain Prediction using Classical Machine Learning Models
[NO] 1090/1922 | Behavioral Generative Augmentation for Network Intrusion Detection Under Extreme Data Scarcity
[NO] 1091/1922 | Goal-Oriented DRL for Digital Spectrum Twin Network Enhanced UAV Spectrum Sharing
[NO] 1092/1922 | Robust Radar Target Detection under Deceptive Jamming via Spatiotemporal Multi-Frame Fusion
[NO] 1093/1922 | Development and Performance Study of an Ultra-Wideband Microstrip Patch Antenna
[NO] 1094/1922 | Output Characteristics of Photovoltaic Arrays Driven by Big Data and Multi-Factor Coupled Prediction Algorithm
[NO] 1095/1922 | Secure and Privacy-Preserving Federated Deep Learning Approach for Android Malware Detection
[NO] 1096/1922 | PM2.5 Timeseries Forecasting with Weather-Aware Attention Mechanism: A Multivariate Deep Learning Approach Based on Long-Term Data from Dhaka
[NO] 1097/1922 | Performance Comparison of Best Reconfigurable Intelligent Surface and Asymmetric Relaying Strategy in Enhancing Security of Wireless Networks
[NO] 1098/1922 | 3D Metric Tracking of Laryngeal Movement for Automatic Evaluation of Swallowing Function
[NO] 1099/1922 | Performance Trade-Offs in HEMTs Due to Differences in Gate Length and Gate-to-Drain Spacing
[NO] 1100/1922 | MRI-Based Stroke Detection Using Fine-Tuned ResNet50, Custom CNN, and Stacking Ensemble Learning
[NO] 1101/1922 | Adaptive Intelligent Deep Learning Based Online English Teaching System for College
[NO] 1102/1922 | Hierarchical Global Average and Max Pooling 3D CNN-MLP Network for MRI Brain Tumor Segmentation and Classification
[NO] 1103/1922 | A Modified Non-Isolated Buck Converter Using Zsource Topology
[NO] 1104/1922 | Research on Optimization of Manufacturing Process Inspection Scheme Based on Bayesian Optimization Algorithm
[NO] 1105/1922 | Performance Evaluation of Advanced Ensemble Methods for Flood Risk Prediction Using Multi-Feature Analysis
[NO] 1106/1922 | Highly Sensitive Diamond Shaped Dual Core PCF SPR Biosensor for Multi-Cancer Cells Detection
[NO] 1107/1922 | Simulation-Based Performance Optimization of Tapered Slot Antennas for Early Cancer Detection
[NO] 1108/1922 | Optimizing XGBoost for Predicting Student Academic Success: A Unified Approach to Feature Engineering and Model Evaluation
[NO] 1109/1922 | Adaptive Cross-Layer Routing and QoS-Aware MAC for Reliable Team Communication in Complex Terrain
[NO] 1110/1922 | MangoNet-SA: a Lightweight MobileNetV2-Based Spatial Attention CNN for Robust Mango Leaf Disease Classification
[NO] 1111/1922 | A Transformer-Based Sequential Modeling Network for Multimodal Stroke Diagnosis with Enhanced Explainable AI
[NO] 1112/1922 | CAFC: A Convolutional Neural Approach for Sentiment Recognition in Speech Signals
[NO] 1113/1922 | A Lightweight Mutual Authentication and Secure Communication Protocol for Medical Body Area Networks
[NO] 1114/1922 | Research on Customer Service Abnormal Behaviour Identification and Early Warning Mechanism Based on Power Big Data
[NO] 1115/1922 | AI-Enabled Document Verification Automation System: Transforming Academic Claim Processing Using Azure Document Intelligence
[NO] 1116/1922 | CerebralChat: A Hybrid 3D-CNN and BiLSTM Model for Imagined Speech Recognition from EEG Signals
[NO] 1117/1922 | Robust Dorsal Hand Vein Recognition with Reduced Computational Overhead via Multibranch Learning
[NO] 1118/1922 | Wristnet: A Novel Deep Learning Approach for Detecting Fractures in Wrist X-Ray Images
[NO] 1119/1922 | Generative Adversarial Networks (GANs) for Crop Simulation and Enhancement: Exploring Synthetic Data for Agricultural Research
[NO] 1120/1922 | A Multi-Scale Approach to ECG Arrhythmia Classification Using Transformer Encoders
[NO] 1121/1922 | Automated Synthetic Dataset Generation for Object Detection and Segmentation Using 3D Rendering and Contour Extraction
[NO] 1122/1922 | Multi-Class Road Traffic Accident Severity Prediction Using Machine Learning and Neural Networks: A Comprehensive Study with Imbalance-Aware Techniques
[NO] 1123/1922 | A Hybrid Deep Learning Framework for Real-Time Traffic Risk Prediction and Safety Enforcement
[NO] 1124/1922 | Explainable Federated Learning Approach for Early Detection and Diagnosis of Brain Stroke in Clinical Healthcare Systems
[NO] 1125/1922 | GNN-Enhanced Transfer Learning for Joint Power and Spectrum Allocation in Underlay D2D Communications
[NO] 1126/1922 | Proceedings of the 27th ACM SIGPLAN/SIGBED International Conference on Languages, Compilers, and Tools for Embedded Systems
[NO] 1127/1922 | Decoupling Control of a Multi-segment Hybrid-Actuated Soft Origami Continuum Robot Through Variable Stiffness_supp4-3700107.mp4
[NO] 1128/1922 | Table of Contents
[NO] 1129/1922 | AirDC: Adaptive Iterative Depth Refinement Framework for Full-Range Metric Depth Completion
[NO] 1130/1922 | On the Sum of Inverse Gamma RVs and its Application to Wireless Communications Networks
[NO] 1131/1922 | Robust PI Control with Improved Performance for Nonlinear Systems under Saturated Actuation
[NO] 1132/1922 | A Multitask Crisscross Network for One-Shot Bearing Multiattribute Fault Diagnosis
[NO] 1133/1922 | STAIR-Tr: Transformer-based Gap Filling for Multi-source Satellite Data Fusion
[NO] 1134/1922 | ETTJO: An Event-Triggered Two-Timescale Framework for Joint Caching, Trajectory, and Offloading in Maritime MEC
[NO] 1135/1922 | Accelerating Top-K Subgraph Matching With Topology-Aware Pruning and Parallel Processing
[NO] 1136/1922 | MELT-FSIL: Adaptive Hybrid-Loss Few-Shot Learning for Inclusive Sign Language Control in Autonomous Vehicles
[NO] 1137/1922 | Spatial-Frequency Structure-Aware Deep Hashing with Adaptive Gated Fusion (SF-AGDH) for Remote Sensing Image Retrieval
[NO] 1138/1922 | Automatic Reconstruction Algorithms for
                    <i>in vivo</i>
                    Skeletal Muscle 3D-SWEI Data
[NO] 1139/1922 | ISPSD 2026 Committees
[NO] 1140/1922 | Real-Time Output Linearization in Adaptive Predictive Control for Variable Rate Control of Agricultural Sprayers
[NO] 1141/1922 | Robustness in TinyML: A Systematic Literature Review
[NO] 1142/1922 | Unleash Your Potential
[NO] 1143/1922 | CaRLi-V: Camera-RADAR-LiDAR Point-Wise 3D Velocity Estimation
[NO] 1144/1922 | Federated and Privacy-Preserving Cross-Project Defect Prediction with Heterogeneous Features_supp1-3692541.pdf
[NO] 1145/1922 | Prescribed Performance-Based Sampled-Data Adaptive Fuzzy Control for Incommensurate Uncertain Air Handling Units in HVAC
[NO] 1146/1922 | SYN Cookie Mechanism for Transmission Control Protocol SYN Flood Mitigation in LEO Satellite Networks Using Hypatia Simulator
[NO] 1147/1922 | Screen-Printed Electrodes for Advanced Sensing: Multiphysics Approach and Experimental Validation
[NO] 1148/1922 | Automated Multi-Class Nail Disease Detection using Deep Learning Architectures
[NO] 1149/1922 | Adaptive Hybrid Swarm-Reinforcement Learning Model for Public Basketball Courses Teaching Based on TPACK Framework
[NO] 1150/1922 | Resource-Efficient Network Intrusion Detection for IoT Edge Devices: Balancing Precision and Latency
[NO] 1151/1922 | Motorcycle-Specific Real-Time Multi-Task ADAS Using Single-Camera Vision and Risk Fusion
[NO] 1152/1922 | Design Constraints for a Si/SiC Fusion Switch With Realistic Boundary Conditions
[NO] 1153/1922 | An Integrated Deep Learning Architecture for Illumination-Aware Object Detection
[NO] 1154/1922 | Design of a High Performance Nano Band Microstrip Antenna with Three Rectangular Side Slots for THz Applications
[NO] 1155/1922 | Intelligence Resource Management in 5G/6G D2D-SIoET Network Through Centralized Training with Decentralized Execution Multi-Agent Reinforcement Learning
[NO] 1156/1922 | Green-NAS: A Global-Scale Multi-Objective Neural Architecture Search for Robust and Efficient Edge-Native Weather Forecasting
[NO] 1157/1922 | EffiNet-Insect: A System for Agricultural Insect Identification Using EfficientNet
[NO] 1158/1922 | An Intelligent and Optimized Reconciliation Technique for Enhanced Secret Key Rates in Quantum Key Distribution
[NO] 1159/1922 | Machine Learning-Assisted Sampling Frequency Optimization for Traveling-Wave Fault Analysis in Two-Ended Power Transmission Networks
[NO] 1160/1922 | Conjunctiva Image Analysis for Anemia Detection: Evaluation on Eyes-Defy &amp; CP-AnemiC
[NO] 1161/1922 | Design &amp; Development of an AI-ML Driven Image Processing Framework for Accurate Brain Tumor Detection Using UFBI, IoT &amp; SFA
[NO] 1162/1922 | Trust in AI Recommendations on Social Media and Green Purchase Intention: Evidence from Social Commerce Users in Vietnam
[NO] 1163/1922 | Impact of Cell Orientation on 1.2 kV 4H-SiC MOSFETs with Channeling Implanted Deep P-well
[NO] 1164/1922 | Analysis of Body Diode in Trench Field Plate MOSFETs and Reverse Recovery Charge Reduction by Shrinking the Cell Pitch
[NO] 1165/1922 | Efficient Text-to-Image Retrieval Using CLIP Embeddings: A Comparative Study of Faiss Indexes
[NO] 1166/1922 | Attention-Enhanced Hybrid Collaborative Filtering for Personalized Recommendation of Chinese Traditional Culture
[NO] 1167/1922 | Gesture Controlled Robotic Hand Designed for Enhancing Industrial Automation and Innovation
[NO] 1168/1922 | Distributed Collaborative Search for Heterogeneous UAVs in Dynamic Disaster Environments
[NO] 1169/1922 | An Interpretable Ensemble Learning Framework for Predicting Academic Performance: Quantifying Social Media's Influence Through Explainable AI
[NO] 1170/1922 | WaveCaps-RF: A Wavelet Capsule-Enhanced Random Forest Framework for Multi-Class Android Malware Detection
[NO] 1171/1922 | Measuring Generalization in Cow Behavior Recognition with LOCO and Day-Blocked Splits Using Cow Nose Ring Dataset
[NO] 1172/1922 | Machine Learning-Based Comparative Study for Predicting Earthquake Probability
[NO] 1173/1922 | Tasmanian Devil Integrated Greylag Goose Optimization for Secure and Energy Efficient Clustering and Routing in Wireless Sensor Network
[NO] 1174/1922 | Agentic AI Frameworks: Orchestration Architectures and Autonomous LLM-Based Reasoning Systems
[NO] 1175/1922 | RepAir: A Framework for Airway Segmentation and Discontinuity Correction in CT
[NO] 1176/1922 | Dual-Core Hexagonal PCF-SPR Biosensor with Concave Bilayer Coating for Hemoglobin Detection
[NO] 1177/1922 | Machine Learning Based Prediction of Flight Cancellations Under Adverse Weather Conditions
[NO] 1178/1922 | CardioTML: ESP32-Based TinyML Wearable System for Early Identification of Cardiac Risk to Enhance Well-Being and Support Healthcare
[NO] 1179/1922 | Surrogate Validation of a Graph Attention Network (GATv2) for Detecting Psychotic Biomarkers: Implications for Early Diagnosis in Maternal Mental Health
[NO] 1180/1922 | Hybrid-TPR-ABE: a Blockchain-Enabled Verifiable Framework with Differential Privacy for Secure Healthcare IoT Analytics
[NO] 1181/1922 | LTRA: A Lightweight Reputation-Enhanced Transmission Random Access Protocol for Low-Altitude Aviation Networks
[NO] 1182/1922 | Hybrid Convolutional Model for Vegetation Height Estimation Using InSAR Data
[NO] 1183/1922 | Multimodal Fusion of Structural and Diffusion MRI for Intelligence Prediction
[NO] 1184/1922 | An Explainable Hybrid CNN–Vision Transformer Framework for Lung Cancer Classification on LungHist700
[NO] 1185/1922 | Neural Implicit Surface Reconstruction for Satellite Imagery with Adaptive Normal Priors
[NO] 1186/1922 | 450 V/18 mΩ Radiation Hardened P-GaN Gate HEMT With Single-Event Hardness at 82 MeV•cm
                    <sup>2</sup>
                    /mg
[NO] 1187/1922 | Blockchain-Based E-Voting System Using Hyperledger Fabric
[NO] 1188/1922 | Non-Small Cell Lung Cancer Recurrence Prediction from CT Scans Using a Hybrid CNN-Vision Transformer Model
[NO] 1189/1922 | Smart Industrial Liquid Level Solution for Textile and Process Industry
[NO] 1190/1922 | An Enhanced U-Net Architecture for Semantic Segmentation of Aerial Images from Egypt
[NO] 1191/1922 | Intelligent Document Querying with LLMs and Speech Input: A Scalable Semantic Framework
[NO] 1192/1922 | Towards a Unified AI Framework for Autism Support: System Design and Pilot Evaluation
[NO] 1193/1922 | Research on Automatic Fault Diagnosis System for Marine Electrical Equipment Based on Computer Vision
[NO] 1194/1922 | Explainable and Trustworthy AI for Data-Driven Infrastructure Decision-Making
[NO] 1195/1922 | 1.2 kV 3D Quasi-Planar Trench SiC MOSFET with P-Body Layer as Trench Protection
[NO] 1196/1922 | Meta-Ensemble Transformer Framework for Multi-Class Mental Health Disorder Classification on Social Media
[NO] 1197/1922 | Comparative Load Flow Analysis of a 6-Bus Power System Using MATLAB and ETAP
[NO] 1198/1922 | Explainable Deep Learning Based Tomato Leaf Disease Detection Using Transfer Learning
[NO] 1199/1922 | CompenKNet: An Intelligent State Estimation Method with Model Errors Compensation
[NO] 1200/1922 | An Intelligent Machine Learning Approach to Guide Patients Toward the Appropriate Level of Healthcare in Bangladesh
[NO] 1201/1922 | Lecturify AI: Smart Lectures to Multiple Choice Questions Generator
[NO] 1202/1922 | Hierarchical Risk-Aware Transformer Actor Critic Framework for Intelligent Financial Management and Decision Making
[NO] 1203/1922 | The Next Frontier for AI-Generated Kernels: Correctness
[NO] 1204/1922 | Secondary Throughput Maximization for an UAV Based Cooperative Jammer in RIS aided Energy Harvesting in Secured Cognitive Radio Networks
[NO] 1205/1922 | Trihedral Corner Reflector Capped by Photonic Crystal Resonator for Mm-Wave Angular Sensing
[NO] 1206/1922 | Diameter–Modulus–Coupled Sensitivity Enhancement of Thin-Diameter Fibers in Low-Modulus Hydrophones
[NO] 1207/1922 | ETRLO-3D: Efficient Transparent 3D Reconstruction with Limited Observations
[NO] 1208/1922 | Electromagnetic Properties Inspection during Heat Treatment Cooling Process Using Pulsed Eddy Current Testing
[NO] 1209/1922 | TransPortal: A Portable Portal-Based Locomotion Technique
[NO] 1210/1922 | Confidence-Driven Sensorless Adaptive Optics for Target Recognition Using SPGD Optimization
[NO] 1211/1922 | Model-Free End-to-End Learning for Probabilistic Shaping in IM/DD Systems
[NO] 1212/1922 | Domain Adversarial Neural Networks for Gender-Fair Speech Emotion Recognition
[NO] 1213/1922 | Agent-Based Model for Real-Time Forest Fire, Early Warning and Alerting System
[NO] 1214/1922 | AI-Powered Secure e-Voting System with Facial Recognition for Real-Time Voting Authentication
[NO] 1215/1922 | Secure Ultrasound Video Steganography Using Fractal Star Sweep and Deep Learning
[NO] 1216/1922 | An IoT-Based System for Parkinson's Disease Detection Employing Hybrid Machine Learning Models
[NO] 1217/1922 | Intelligent Algorithm-Driven XR Film Content Production and User Precision Reach Mechanism
[NO] 1218/1922 | Federated Graph-Transformer Synergy for Early Alzheimer's Detection: A Dual-Modal Approach
[NO] 1219/1922 | Analysis of College Students' Physical Exercise Behavior Characteristics based on Convergence-Feedback Ant Colony Optimization
[NO] 1220/1922 | Predictive Analysis of Nifty Stock Trends Using Ensemble Methods
[NO] 1221/1922 | Trap-Based Modeling and Mechanisms of Non-Monotonic Hot-Carrier Degradation in Cryogenic CMOS Devices_supp1-3701063.docx
[NO] 1222/1922 | COSMO: Contrastive Satellite Image Embedding Techniques Reflecting Expert Weather Bulletins
[NO] 1223/1922 | FedDPI-SH: A Quality and Similarity Aware Federated Learning Framework for Medical Image Analysis
[NO] 1224/1922 | HBA: Hijacking-based Backdoor Attack for Vertical Federated Learning
[NO] 1225/1922 | Reliability Assessment of Multi-state Performance Sharing Systems with Lag Dependence under Epistemic Uncertainty
[NO] 1226/1922 | TNOD: A High-Precision Tri-Modal Dataset for Non-Cooperative Object
[NO] 1227/1922 | Synergistic Prompting for Complementarity and Consistency in Incomplete Multi-View Clustering
[NO] 1228/1922 | Reconfigurable Wideband-to-Narrowband Filter Low-Noise Amplifier With Intrinsic Switch-Off Operation
[NO] 1229/1922 | Distributed Scenario Q-Learning Control for Multiagent Systems with Uncertain Cost Functions
[NO] 1230/1922 | Design of Adaptive Steady-State Fading Memory Filter for Servo Drive Systems Under Maneuvering Conditions
[NO] 1231/1922 | On usage of artificial intelligence on pulmonary diseases in neonates: a systematic literature review
[NO] 1232/1922 | Administrative Committee Information
[NO] 1233/1922 | Enabling Large Step Strain Demodulation with High Bandwidth Utilization Ratio for Single-shot DAS
[NO] 1234/1922 | Voltage-Based Synchronous Rectification for a Resonant FB DC Transformer with Output-Parallel Resonant Capacitor
[NO] 1235/1922 | State Space Models over Directed Graphs_supp1-3702346.pdf
[NO] 1236/1922 | Editorial: TPEL Special Section on Visionary Papers: Setting the Course for the Next Generation of Power Electronics Innovation
[NO] 1237/1922 | Interpreting what Attention Mechanisms “Know” in Language Models: A Systematic Review
[NO] 1238/1922 | 2026 IEEE 56th International Symposium on Multiple-Valued Logic (ISMVL)
[NO] 1239/1922 | Physics-Informed Model Reduction With Coriolis/Centripetal Force Terms Cancellation in 4PPa-2PaR Parallel Manipulator
[NO] 1240/1922 | Strengthening Treatment Adherence in Clubfoot Management Through AI-Supported Co-Production: A Conceptual Perspective
[NO] 1241/1922 | Enhancing Security in Multicasting Over Nakagami-0.5 Fading Channel with Opportunistic Relaying and SC Diversity Scheme
[NO] 1242/1922 | Brain Tumor Detection Using Vision Transformer and CNN with Explainability
[NO] 1243/1922 | A DFT Clock Control Block Design and Implementation for Scan-Based Testing
[NO] 1244/1922 | Benchmarking Local Vision-Language Models on an Edge Device for the Visually Impaired
[NO] 1245/1922 | A Hierarchical Transformer–CNN Fusion Model for Classification of Mustard Leaves: Distinguishing Healthy, Abiotic Disorder, and Alternaria Leaf Blight Disease
[NO] 1246/1922 | Anomaly-Based Network Intrusion Detection Using Random Forests
[NO] 1247/1922 | Optimization of Artificial Intelligence Algorithms Based Federated Graph Learning
[NO] 1248/1922 | LatentGW-RiskNet: A Latent Fingerprint–Based Autoencoder Framework for Three-Class Groundwater Risk Assessment
[NO] 1249/1922 | Minimization of Reversible Logic Circuits Using A* with Lookahead
[NO] 1250/1922 | Intelligent Macrocell-Femtocell Handover Management Using Deep Reinforcement Learning
[NO] 1251/1922 | Role of Best Reconfigurable Intelligent Surface in Enhancing Secure Outage Performance of Rayleigh Fading Channels
[NO] 1252/1922 | Zero-Shot Personalized Speech Synthesis via High-Fidelity Speech Guidance
[NO] 1253/1922 | Space-Filling Experimental Design and Optimization Strategy for Complex Constrained Environments
[NO] 1254/1922 | Deep Hybrid Forecasting Engine for Real-Time Enterprise Revenue Prediction and Business Trend Analysis
[NO] 1255/1922 | A Hybrid Stacking-Based Framework for Multiclass Road Accident Severity Prediction with Interpretable SHAP Analysis
[NO] 1256/1922 | CT-CoherXAI: A Coherence-Driven, Explainable Ensemble Framework for Lung Cancer Classification from Chest CT Images
[NO] 1257/1922 | A Comparative Study of Deep Learning Models for Automated Identification of Indigenous Flowers of Bangladesh
[NO] 1258/1922 | Vision Transformer-Based Detection of Lung Diseases from Chest X-Ray Images
[NO] 1259/1922 | Fish Farm Pro: Sustainable Vertical Aquaculture Practices for Improving Fish Farming Productivity in Bangladesh
[NO] 1260/1922 | A Coupled-Charge Driven Reverse-Recovery SPICE Model for SiC MOSFETs Considering Quasi-Floating Channel Effects
[NO] 1261/1922 | Mapping the Landscape of Machine Learning Research Through Clustering
[NO] 1262/1922 | Lower-Voltage-Stress Reduced-Switch 31-Level Cascaded Inverter for EV and Aircraft Systems
[NO] 1263/1922 | A Machine Learning Stacking Ensemble for Cerebral Stroke Prediction and Early Risk Assessment
[NO] 1264/1922 | IoT-Based Smart Aquaculture Monitoring and Automation System
[NO] 1265/1922 | Spectral-Thermal Dynamics and Urban Heat Island Evolution in New Damietta, Egypt
[NO] 1266/1922 | High-Speed Multi-Level Signaling Using a Two-Dimensional Symbol Map and Intermediate-Level Inserted Symbol Representation
[NO] 1267/1922 | NeuroFusionNet and CNN-Based Models for Detecting Cassava Leaves Disease: Insights using Grad-CAM Explainability
[NO] 1268/1922 | Development of an IoT Based Transformer-Centric General-Purpose Thermal and Electrical Safety System
[NO] 1269/1922 | Design of an External Sensing Configuration for a Broad Range of Circular PCF SPR Biosensors
[NO] 1270/1922 | Bank Customer Churn Prediction Using a Reproducible and Explainable Machine Learning Framework
[NO] 1271/1922 | Inter-Arrival Time Driven Intrusion Detection for DoS Traffic in Cloud Networks Using Smote-Enhanced Deep Learning Optimization
[NO] 1272/1922 | DAPT-XLMR: A Domain-Adaptive Transformer Framework for Binary Depression Detection in Bangla–English-Banglish Code-Mixed Social Media Texts
