[2026-08-19 09:35:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-18
正在获取论文...
[arXiv] 2026-08-18 | Quantum simulation of slow analytic time-dependent Hamiltonians
[NO] 989/1861 | SGNet-DCL: A Neural-Network-Aided Consistent and High-Accuracy Fully Distributed Cooperative Localization Method
[NO] 990/1861 | Parameter OptimizationMethod for Shunt Reactors ConsideringMultiple Operating Scenarios of Double-Circuit Lines on the Same Tower
[NO] 991/1861 | Journal of Lightwave Technology Information for Authors
[NO] 992/1861 | A Multi Symptom Embedding Approach for Interpretable Zero-Shot Fault Diagnosis in Complex Mechanical Systems
[NO] 993/1861 | Effect of Strain on the DC and AC Behavior of an n-Type FinFET Using a Quantum-Corrected Full-Band Monte Carlo Simulation
[NO] 994/1861 | Evaluating Software Architecture Diagram Connectivity with Vision Large Language Models
[NO] 995/1861 | Agents as Documents: Swarm Orchestration for Secure Automation within a Hypermedia Workspace
[NO] 996/1861 | Modeling Underwater Sound Propagation: a Review
[NO] 997/1861 | Attention-Based Multimodal Deepfake Detection Using Spatial, Frequency and Audio Features
[NO] 998/1861 | Applying AI and Advanced Data Analytics for Innovations in Food Engineering:mproving Food Quality and Nutritional Value
[NO] 999/1861 | Design and Control of EV Charging Station Using Integration of Renewable Energy Source &amp; Diesel Power
[NO] 1000/1861 | Numerical Modeling of the Deorbiting Stages of the KazEOSat-2 Satellite
[NO] 1001/1861 | Smart Digital Platforms for Art Education: Integrating AI, Virtual Museums, and Traditional Pedagogy of Art in India
[NO] 1002/1861 | Preliminary Feasibility Study of an Instrument for Dust Particle Detection Based on Laser Barrier and SiPM Sensing Unit
[NO] 1003/1861 | Advancement in AI and Automation Skills
[NO] 1004/1861 | Prediction of Degradation Trend of Pumped Storage Units Based on MIC-OVMD-BiLSTM
[NO] 1005/1861 | GenAI-Powered Vulnerability Prediction in Virtualized Cloud Infrastructure
[NO] 1006/1861 | Attosecond Electron Dynamics via Structure-Preserving Heterogeneous Computing on Domestic DCU Platforms
[NO] 1007/1861 | Quantifying User-Level Coordination in the Spread of Misinformation on X (Twitter)
[NO] 1008/1861 | Adaptive Source-Channel Coding for Semantic Communications
[NO] 1009/1861 | Securing Cloud-based Networks: A Comparative Study of Encryption Techniques and Access Control Mechanisms
[NO] 1010/1861 | Design of Learning Analytics Data Lakehouse System for Learning Activity Data Based on Virtual Learning Contents
[NO] 1011/1861 | Two-Layer MILP–MPC Optimization for Grid-Connected PV–BESS Fast EV Charging Stations
[NO] 1012/1861 | Research on Cybersecurity Risk Assessment of Vehicular Heterogeneous Networks Based on FAHP
[NO] 1013/1861 | A Graphene-Based Frequency Selective Surface for Transmission and Reflection Control in the sub-THz Frequency Band
[NO] 1014/1861 | Study on UGV to improve Blind-Corner Safety System for palleting Warehouse Autonomous Robots
[NO] 1015/1861 | Research on Ground Cloud Image Recognition Based on Weak Supervision and Knowledge Distillation
[NO] 1016/1861 | A Methodology for Robust Testing of Through Glass Vias (TGV) on Glass Substrate-Based 3D Chiplets
[NO] 1017/1861 | Architecture of Hierarchical Digital Twins Based on PBA-PINN Models
[NO] 1018/1861 | AI-Driven Chatbots in Education: Enhancing Student Engagement and Support
[NO] 1019/1861 | Resource Assessment and Levelized Cost Analysis of Floating Solar Photovoltaics in Vietnam
[NO] 1020/1861 | Research on Electronic Sensing Protection Device for Barbell Bench Press Based on Sensors
[NO] 1021/1861 | AhBot - A GenAI Solution to support Flipped Learning
[NO] 1022/1861 | AI and Machine Learning in Legal Practice: Transforming Case Analysis and Predictive Analytics
[NO] 1023/1861 | A Novel Plug-in Module Architecture for Extending Automatic Test Equipment Capability to Wireless Testing of Pin-Less Semiconductor Devices
[NO] 1024/1861 | Anti-Collision Early Warning Method for Port Cranes Based on Monocular Vision and RANSAC-PnP Algorithm
[NO] 1025/1861 | Triangular Cross-Section Serpentine Flow Fields: A Geometric Paradigm for Enhanced Water Management in PEMFCs
[NO] 1026/1861 | A Water Knowledge Retrieval Method and System Based on Large Language Model
[NO] 1027/1861 | Multimodal Deep Learning for Osteoporosis Detection: A Comparative Analysis of CNN and ResNet50-based Hybrid Architectures
[NO] 1028/1861 | AI-Based Predictive Maintenance Model for Industrial Systems
[NO] 1029/1861 | A Data-Driven Approach to Customer Segmentation using RFM and K-Means++ Clustering
[NO] 1030/1861 | Research on Prediction Method of Internet of Things Time Series Data Based on Neural Network
[NO] 1031/1861 | Acoustic Signal Characterization for Tool Wear Monitoring in Manual CFRP Drilling
[YES] 1032/1861 | Constraint-Based Functional Testing of Encrypted Memory Systems Using Magic Square Patterns
[NO] 1033/1861 | Online Detection Method for Thermal Spot Faults in Photovoltaic Modules Based on Improved PSO-SVM
[NO] 1034/1861 | An AI-Driven Framework for Dance Movement Generation Based on Motion Capture and Affective Computing
[NO] 1035/1861 | A Multimodal Recommendation System Based on Transformer And Dimensionality Reduction Clustering Algorithm for Clothing Similarity Retrieval
[NO] 1036/1861 | Research of Smart Helmets for Delivery Personnel
[NO] 1037/1861 | Safe Invoice Data Extraction: FPR-Constrained Validation with VLM Denoising
[NO] 1038/1861 | Distributional Fairness in Recommender Systems using Energy Distance
[NO] 1039/1861 | Recipe Recommendation in Menu Sequences Using Box Embeddings and Fine-Tuned BERT on Knowledge Graphs
[NO] 1040/1861 | CrisisWatch: An app for Safer and Smarter Cities
[NO] 1041/1861 | Efficient and Green Service Function Chain Deployment and Scheduling for Mobile Edge Computing
[NO] 1042/1861 | <i>ApproxLeak:</i>
                    Stealing or Shielding? Power Side-Channel Analysis of Approximate Neural Hardware
[NO] 1043/1861 | Journal of Lightwave Technology Publication Information
[NO] 1044/1861 | Skeletonized Nested Iterative Solver for Characteristic Modes of Multi-scale Metallic-Dielectric Objects
[NO] 1045/1861 | Title Page
[NO] 1046/1861 | Estimating Parameters of Ground Moving Targets by Exploiting Shadow Features in Terahertz Video SAR
[NO] 1047/1861 | On the Capacity of Erasure-prone Quantum Storage with Erasure-prone Entanglement Assistance
[NO] 1048/1861 | 2026 International Conference on Emerging Trends in Information, Communication &amp; Systems (ICETICS)
[NO] 1049/1861 | Design, Simulation, and Experimental Characterization of a Three-Electrode Planar Spark-Gap Microswitch
[NO] 1050/1861 | Measurement-Based Analysis and Design Guidelines for Guard-Ring-Assisted SPAD Pixels in 180-nm CMOS Technology
[NO] 1051/1861 | Modeling and Design of a Novel High-Current-Density Twisted-Core Inductor for Voltage Regulator Module
[NO] 1052/1861 | HEAL: A Hierarchical Approach to Shortening Block Open Time on Multi-Tenant SSDs
[NO] 1053/1861 | Table of Content
[NO] 1054/1861 | On-Orbit Computing and Caching: A Distributed Regret Learning Approach
[NO] 1055/1861 | Collision-Isolated Asynchronous Access for High-Density IoT Networks
[NO] 1056/1861 | On-Chip Microcomb-Powered Reconfigurable Ultra-Wideband Radar Waveform Synthesis
[NO] 1057/1861 | LSTM-Based Junction Temperature Monitoring and Thermal Damage Estimation for SiC MOSFETs
[NO] 1058/1861 | PointLIBERO: Unlocking Spatial Awareness in VLAs with a Novel 3D Dataset and a Lightweight Framework_supp1-3724338.pdf
[NO] 1059/1861 | Towards Heterogeneous-Degradation-Robust Image Fusion with Controllable Generative Modulation
[NO] 1060/1861 | Integrating Swin Transformers and Wavelet CNNs for Hierarchical Global–Local Mammographic Image Analysis
[NO] 1061/1861 | Spatiotemporal variation of near-surface NO
                    <sub>2</sub>
                    in Northeast Asia under extreme scenarios: A comparative analysis of China and South Korea for the pre-, co-, and post- COVID-19 pandemic
[NO] 1062/1861 | Cross-Attentive Auto Encoder-based Data Fusion for IoMT System
[NO] 1063/1861 | Advanced Predictive Analytics of Antibacterial Activity in Todarodes pacificus Chitosan Nanoparticles via Spectroscopy and ML
[NO] 1064/1861 | Advancements in AI for 6G Networks
[NO] 1065/1861 | Empirical Study of Pipeline Component Trade-offs in Small Language Model Code Generation
[NO] 1066/1861 | Predictive Financial Health Evaluation of Companies Using Random Forest and Logistic Regression Techniques
[NO] 1067/1861 | Lunar Transfer Orbit Navigation Augmentation Via Surface Beacon: Reimagining LuGRE
[YES] 1068/1861 | Cognitive Deep Learning Engine for Autonomous Software Vulnerability Detection
[NO] 1069/1861 | Physio-JEPA for ICU Signals: Temporal Multimodal Explainability and the Temporal Range Coherence Metric for Ventricular Tachycardia Alarm Validation
[NO] 1070/1861 | A Comparative Analysis of Machine Learning Models for Credit Default Prediction
[NO] 1071/1861 | A Technical Implementation of MR Allotment using ML
[NO] 1072/1861 | Affective Computing and Quantification Based on Multi-Dimensional Light-Shadow Features
[NO] 1073/1861 | A Generative AI Application for Automated Academic Advising: Transcript Analysis and Course Recommendation
[NO] 1074/1861 | A Novel Hardware Design for Effective Supply Voltage Glitch Injection
[NO] 1075/1861 | Optimized Convolutional Neural Networks for Alzheimer's Disease Classification: Integrating Attention Mechanisms and Transfer Learning
[NO] 1076/1861 | Adapting Stem Education with AI-Driven Tutoring Systems in Secondary Schools
[NO] 1077/1861 | Blockchain in Educational Record Management: Secure and Decentralized Solutions
[NO] 1078/1861 | Topology optimization of 3D printing structure
[NO] 1079/1861 | Machine Learning Approaches to Interpreting Familial Bonds and Emotional Signatures in Anita Desai’s Rosarita
[NO] 1080/1861 | Corrections to “Analysis of Mobile Phone Geolocation Methods Used in US Courts”
[NO] 1081/1861 | An AI-Enabled Patient-Centric Treatment Planning Model for Personalized and Adaptive Healthcare Management
[NO] 1082/1861 | A Statistical Approach to Flexible Management in the AI Era
[NO] 1083/1861 | Simulation and Application of ROS Communication Based on Medical Scenarios
[NO] 1084/1861 | A Method for Confirming the Completeness of Software Reliability Requirements Based on Mission Profile and Failure Mode
[NO] 1085/1861 | Design and Metrological Characterisation of an Ultra-Stable Power Conditioning and Distribution Unit for Smallsat Platforms
[NO] 1086/1861 | YİB-High Altitude Balloon-Radiation Monitoring and Test Platform: Developments in Design and Flight Results
[NO] 1087/1861 | Data-Driven Deorbiting Compliance Classification of LEO Satellites: Framework and Sensitivity to Tracking Data Uncertainty
[NO] 1088/1861 | Research on Lightweight Algorithm for Multi-Source Data Consistency Verification of Power Work Orders Using AI Large Language Model
[NO] 1089/1861 | Artificial Intelligence and Emotional Intelligence in Employee Engagement: using Machine Learning to Improve Workplace Satisfaction
[NO] 1090/1861 | Fine-Tuned MobileNetV2 with Enhanced Feature Learning for Multi-Class Dental Disease Classification
[NO] 1091/1861 | MEKA: Energy-Efficient Multi-Engine CRYSTALS-Kyber Accelerator for Smart-Energy IoT Edge Gateways
[NO] 1092/1861 | Research on Target Tracking and Strike System for Mobile Robots
[NO] 1093/1861 | Machine Learning Techniques for Diabetes Prediction: Algorithms, Feature Engineering, and Predictive Healthcare Analytics
[NO] 1094/1861 | Graph Neural Networks for Detecting Financial Fraud in Transaction Networks
[NO] 1095/1861 | Research on Carbon Footprint Accounting of Multi-Voltage Class Electrical Transformers and Data Quality Evaluation Method Based on Isomorphic Mapping
[NO] 1096/1861 | Guarding the Gateway: Securing MCP-Mediated RAG Pipelines Against Injection with the Guru Framework
[NO] 1097/1861 | Bridge Sim to Real Robot Manipulation: A Tri Level Hybrid Framework Combining Vision Language Models &amp; RL with Deterministic Control
[NO] 1098/1861 | A Lightweight YOLOv8-Based Camera Backbone for Efficient BEVFusion
[NO] 1099/1861 | Software Engineering for Self-Adaptive Robotics: A Research Agenda
[NO] 1100/1861 | Adaptive Computational-Intelligence Framework for Rhythmic Motor-Cognitive Assessment Using Generative AI
[NO] 1101/1861 | Resilience Evaluation of Eco-Cultural Space in Guangxi Ethnic Villages Based on Deep Learning
[NO] 1102/1861 | IIMedGPT-M: A Mental Health Oriented LLM via a Staged Training Pipeline
[NO] 1103/1861 | Transparent and Adaptive Gaming: The Role of Explainable AI and Dynamic Difficulty
[NO] 1104/1861 | FineSurE-VN: Semantic-Based Evaluation of Vietnamese Text Summarization
[NO] 1105/1861 | Computing Canonical Calabi—Yau 3-folds
[NO] 1106/1861 | Explainable Document Analysis for Domain Experts: Combining Deep Learning with Rule-Based Methods
[NO] 1107/1861 | Personal Single-Source Publishing for Scholarly Documents
[NO] 1108/1861 | Advancing 3D Cultural Heritage Digitization between the 5D Culture Project, the 4CH Project, and the Twin it! Campaign
[NO] 1109/1861 | A Novel Submodule Voltage Balancing Method for Flexible Chopper-Based DC Energy Dissipation Device
[NO] 1110/1861 | Lifecycle-Oriented Taxonomy and Evidence Synthesis of Physics-Integrated Reinforcement Learning and Hybrid Monitoring Approaches for Fluid Machinery
[NO] 1111/1861 | A Broadband Class-E Power Amplifier with Compact Harmonic Suppression Susceptance Compensation Load Network in 110-nm CMOS
[NO] 1112/1861 | Decoupling Mask Quality from Completion Design: A Diagnostic Framework for Occlusion-Aware LiDAR 3D Object Detection
[NO] 1113/1861 | Scoring Rounded Data: An Score Smoothing Method for Improving Outlier Detectors
[NO] 1114/1861 | Improved Position Error Suppression Method for SPMSM Sensorless Control Based on HCFAO and 2-DOF Disturbance Controller
[NO] 1115/1861 | CoIN: Interactive Navigation with Counterfactual Reasoning via Vision-Language Models_supp1-3724341.pdf
[NO] 1116/1861 | Robust High-Temperature Demodulation of Sapphire-Fiber MEMS Fabry-Pérot Pressure Sensors via Physics-Informed Multi-Domain Fusion
[NO] 1117/1861 | Clouds Determine Diffusion: A Cloud-deterministic Diffusion Model for Progressive Cloud Removal in Optical Remote Sensing Images
[NO] 1118/1861 | An Optically Controlled Beamforming Architecture Without Clock Loss for High-Capacity Millimeter-wave Communication
[NO] 1119/1861 | ADCDS: An Agent-Driven Cognitive Diagnosis System for Agricultural Pests with Decoupled Visual Perception and Knowledge-Linked Reasoning
[NO] 1120/1861 | An Efficient and Lightweight Offline Reinforcement Learning-based Beam-Hopping Algorithm for Satellite Networks
[NO] 1121/1861 | Blank Page
[NO] 1122/1861 | Camera-Seismocardiography Based Cardiac Triggering for Magnetic Resonance Imaging: A Prospective Study
[NO] 1123/1861 | Table of Contents
[NO] 1124/1861 | A Self-Adaptive Quantum-Capsule Cognitive Security Architecture for Zero-Trust 6G Wireless Networks
[NO] 1125/1861 | Design and Development of Sensor based Head Movement Controlled Electric Wheelchair for Enhance Mobility Assistance
[NO] 1126/1861 | Improved YOLOv11n Traffic Information Detection System Based on MobileViT
[NO] 1127/1861 | A Study on V2G Optimization Scheduling Strategies
[NO] 1128/1861 | nnU-Net v2 for Pancreas Segmentation on Combined TCIA and MSD Datasets
[NO] 1129/1861 | Domain-Tuned LLMs for Detecting Misconfigurations in Multi-Cloud Architectures
[NO] 1130/1861 | Study on Task-Independent Surgical Skill Assessment Based on Time-Domain Attention-Enhanced Convolutional Networks and Label Recalibration Strategies
[NO] 1131/1861 | Generative Adversarial Networks for Hardening Cloud Intrusion Detection Systems
[NO] 1132/1861 | NEXUS-MARL: Domain-Agnostic Heterogeneous Graph MARL for Distributed Resource Coordination
[NO] 1133/1861 | All-Optical Synaptic Devices Based on Multicolor Long-Afterglow Material
[NO] 1134/1861 | Quaternion Bare Bones Particle Swarm Optimizer
[NO] 1135/1861 | Injury Severity in Fatal Single-Vehicle Crashes: The Role of Restraint Use and Vehicle Size
[NO] 1136/1861 | Economic Emission Dispatch of Interconnected Power System with Solar and Wind Integration Using Particle Swarm Optimization
[NO] 1137/1861 | Automated Progress Monitoring of Power Infrastructure Construction via YOLOv8 Detection, Iterative Closest Point Alignment, and BIM Integration
[NO] 1138/1861 | A Hybrid Conformer-based Full-Reference Image Quality Assessment for Perceptual Image Quality Analysis
[NO] 1139/1861 | Heater Valve Temperature Characteristics in Aircraft Hydraulic Power System Based on AMESim
[NO] 1140/1861 | Multi-Sensor Fusion Approach for Intelligent Wireless Data Processing in Edge-Enabled Campus Networks
[NO] 1141/1861 | Design and Implementation of a Real-Time FPGA Based Image Up-Scaling System
[YES] 1142/1861 | A Hybrid Data-Driven Framework for Post-Silicon Validation of Neuromorphic Integrated Circuits
[NO] 1143/1861 | Compensation of Transport Lag in the Drying Section of Paper Machine using Induction Heating and Neural Network Algorithms
[NO] 1144/1861 | Multi-head Modulated Personalized Neural Machine Translation Framework with Context-Aware Low-Rank Modulation Mechanism
[NO] 1145/1861 | Accurate EKF-Based Underwater Navigation System with RSSI Validation and Delay-Compensated USBL Measurements
[NO] 1146/1861 | Research on the Distribution Strategy of Electro-Hydraulic Composite Braking Force for Electric Vehicles Based on Improved Particle Swarm Optimization Algorithm
[NO] 1147/1861 | LLM-based Method and System for Text Data Annotation in Power Grid Dispatch and Control
[NO] 1148/1861 | Deep Learning for Automated Architectural Design and Smart Building Systems
[NO] 1149/1861 | Prospects of Full Adder with Dynamic Logic Gates for Low Power VLSI Applications
[NO] 1150/1861 | A Review on Deployment of AI Technologies in 5G and Wireless-based Applications
[NO] 1151/1861 | Classroom Student Behavior Recognition and Window-Level Group Engagement Assessment via Human Pose Estimation and Temporal Behavior Modeling
[NO] 1152/1861 | Development of Adaptive Sliding Mode Control Based on an RBF Neural Network for the Speed Loop of a PMSM Motor in an Aviation Electric Fuel Pump
[NO] 1153/1861 | Large-scale distributed energy storage state of charge prediction system integrating deep neural networks
[NO] 1154/1861 | IFC-Based BIM Model Format Conversion and Integration with WebGL-Based GIS Platform
[NO] 1155/1861 | The Application of the Improved YOLOV11 in Insulator Detection
[NO] 1156/1861 | Integration of School-Based Red Resources into Ideological and Political Education Practice of Engineering Cost Course Based on BERT Model
[NO] 1157/1861 | Sharp Object Detection in X-Ray Security Imaging Using Deep Learning Techniques
[NO] 1158/1861 | Galileo Services for Timing and Synchronisation Applications
[NO] 1159/1861 | Visual Feedback-Driven Iterative Refinement for Text-to-3D CAD Generation
[NO] 1160/1861 | A Dynamic Trust-Elimination Security Architecture for Sustainable Cyber-Threat Detection in Edge-Based IoT Systems
[NO] 1161/1861 | Recovery, Generation, and Enhancement: An Empirical Comparative Study of Multivariate Time Series Forecasting Methods under Complete Variable Missing
[NO] 1162/1861 | Dominant-Mode Grid-Strength Assessment for Hybrid Multi-Infeed HVDC Systems with Heterogeneous Controls
[NO] 1163/1861 | Analysis of Outage Probability and Average Peak Age of Information for LEOSAT-Enabled NTFPs
[NO] 1164/1861 | Optimization of Rural Distribution Networks in Smart Grids
[NO] 1165/1861 | Design and Implementation of a Smart Marine Environment Multi-Parameter Online Monitoring System
[NO] 1166/1861 | Enhancing Substantial Potentiality of Restaurant Service Robot for Placing Orders: A comparative review for implementation of Industry 4.0
[NO] 1167/1861 | Algorithmic Approaches to Optimization Problems in Engineering Applications
[NO] 1168/1861 | Event-Camera-to-Body Extrinsic Calibration Using Accumulated Event Frames
[NO] 1169/1861 | Frequency Stability Enhancement Using Grid-Forming BESS Considering Inverter Current Limitations
[NO] 1170/1861 | Combined Active-Passive Strategy for Deorbiting Earth Remote Sensing Satellites in Low Earth
[NO] 1171/1861 | Teaching Graduate Level Ethical Hacking in the Era of Large Language Models - A Case Study
[NO] 1172/1861 | Deep Learning-Based Detection of Real and AI-Generated Images With Multiple Generators and Multi-Scaling Features
[NO] 1173/1861 | Intelligent Retrieval and Risk Assessment Technology for Multimodal Data of Abnormal Tripping in Renewable Energy-Powered Grids
[NO] 1174/1861 | Robust GNSS–ISL Synchronization in LEO Constellations for Space-Based Aircraft Multilateration: Assessment Using Real Data
[NO] 1175/1861 | Outgassing Measurements with Quartz Crystal Microbalances: Preliminary Investigation of Sample Geometry
[NO] 1176/1861 | Microarchitecture-Dependent Optimization of Computations in Intelligent Systems
[NO] 1177/1861 | Framework for Safe Communication in the Non-Indexed Web
[NO] 1178/1861 | Risk-Constrained Multi-Period Capacity Expansion Planning for Isolated Hybrid Renewable Energy Systems with Dynamic Technology Costs
[NO] 1179/1861 | Research on a Generative Adversarial Algorithm for Atmospheric Turbulence Image Restoration Incorporating Non-Local Attention
[NO] 1180/1861 | Experimental Measurement and Characteristic Analysis of Boundary and Equipment Noise in UHV Converter Stations
[NO] 1181/1861 | Teaching the Fish, Not the Rod: A Logic First Framework for the AI Era
[NO] 1182/1861 | Multidimensional Channel Estimation for Drone-Assisted Massive MIMO 6G Infrastructure in Remote Areas
[NO] 1183/1861 | Predictive Analytics for Meter Data Management and Billing Automation in Oracle Utility Platforms
[NO] 1184/1861 | Short-Term Wind Power Forecasting with a Two-Phase Weather-to-Power Transformer
[NO] 1185/1861 | Dynamic Simulation and Business Strategy Optimization of Transmission and Distribution Prices Based on Multi-Agent Reinforcement Learning
[NO] 1186/1861 | Credit Risk Evaluation System for Strengthening Lending Decisions
[NO] 1187/1861 | Federated Reinforcement Learning Model for Smart Grid Voltage Stabilization
[NO] 1188/1861 | Enterprise Digital Transformation Stage Identification for Industrial Internet: Network Topology Computation and Multi-Source Attribute Fusion Method
[NO] 1189/1861 | Research on Electrical Signal Monitoring Model for Active Distribution Network Optimization Scheduling Based on Reinforcement Learning
[NO] 1190/1861 | Anomaly Detection in Cyber-Physical Systems Using Recurrent Graphs
[NO] 1191/1861 | Applied Mathematical Methods for Engineering and Scientific Applications
[NO] 1192/1861 | Research on Variable Crop Fertilization Method Based on UAV Air-Ground Collaboration Using AI-Driven Data Fusion and Optimization Algorithms
[NO] 1193/1861 | RA-QGQA: A Question-Driven Pipeline for Corpus-Grounded Knowledge Graph Verification
[NO] 1194/1861 | Complexity Bounds for the Generalization of Fulton's Intersection Multiplicity Algorithm
[NO] 1195/1861 | Accessible Presentations with LATEX
[NO] 1196/1861 | 2026 2nd International Conference on Sustainable Computing and Integrated Communication in Changing Landscape of AI (ICSCAI)
[NO] 1197/1861 | Dynhor+: Progressive Pose–Shape Optimization for Dynamic Hand-Held Object Reconstruction
[NO] 1198/1861 | Table of Contents
[NO] 1199/1861 | Optimizing Fidelity-Perception Trade-Off via Large Vision-Language Model Prior for Image Compression
[NO] 1200/1861 | A Comprehensive Design Framework for Vertical Power Delivery in High-Performance Computing
[NO] 1201/1861 | IoT-Based Intelligent Energy Management System with Appliance-Level Load Monitoring and Slab-Based Dynamic Billing
[NO] 1202/1861 | Author Index
[NO] 1203/1861 | Compact All-Metasurface Interferometer for High-Precision Displacement Sensing
[NO] 1204/1861 | System Integration and Verification for the International Space Station Electrical Power System: A System-Level Analysis
[NO] 1205/1861 | Transformer-Enhanced Reinforcement Learning: Fundamentals and Applications in Communication Networks
[NO] 1206/1861 | NSSGRN: Network Structure Selection Method for Gene Regulatory Network Construction
[NO] 1207/1861 | ICSCAI 2026 Copyright Page
[NO] 1208/1861 | Multiscale Study on Gas-Phase Fluorination Effects on the Electrical Performance of ENB-EPDM Cable Insulation
[NO] 1209/1861 | 2026 IEEE 13th International Workshop on Metrology for AeroSpace (MetroAeroSpace)
[NO] 1210/1861 | Continual Low-Rank Adaptation Via Cumulative Unified Optimization
[NO] 1211/1861 | Noise-Induced Cross-modal Information Interaction and Dual-Prompt Learning for Medical Image Segmentation
[NO] 1212/1861 | Understanding Hybrid Model and Learning Detection
[NO] 1213/1861 | End-to-End Robotic Action Training Framework via Monocular Human Video and Data-Driven Reinforcement Learning
[NO] 1214/1861 | Data-Driven Study on the Correlation between Meteorological Factors and the Distribution of Traditional Chinese Medicine Syndromes in Infectious Diseases
[NO] 1215/1861 | Classifynew: Evaluating News Classification via Simulated Editorial Collaboration
[NO] 1216/1861 | Three-Layer Pipeline Architecture for Precise Gong-Che Notation Recognition Based on YOLOv8 and Lightweight CNN
[NO] 1217/1861 | Vietnamese Traffic Law Documents Query Application Based on Large Language Models and Retrieval-Augmented Generation
[NO] 1218/1861 | A Multi-Agent System for Equity Analysis
[NO] 1219/1861 | DualPop: User Popularity Preference Aware Debiasing Recommendation
[NO] 1220/1861 | Towards Automated P&amp;ID Digitization: Graph-Based OCR Consolidation and Global Symbol-Tag Association
[NO] 1221/1861 | Digital Courtesy as a Higher-Order Communication Capability: Developing the Courtesy–Presence–Relationship–Trust (CPRT) Framework for Live Commerce
[NO] 1222/1861 | CPSSyn: An Efficient Privacy-Preserving Data Publish Mechanism for CPSS
[NO] 1223/1861 | Physics-guided Neural Network for Frequency-coupled Admittance Estimation of DFIG: A Unified Framework
[NO] 1224/1861 | Conference Committee
[NO] 1225/1861 | Fuzzy Inference and Explainable Artificial Intelligence for Mapping Multi-dimensional Academic Performance to Technical Demand
[NO] 1226/1861 | Enhanced Denoising of Electrocardiograms via a Denoising Diffusion Probabilistic Model Approach_supp1-3723549.docx
[NO] 1227/1861 | EESPE 2026 TOC
[NO] 1228/1861 | Semantic-Aware Quantum Frequency-Domain Image Transmission with Channel-Aware Denoising
[NO] 1229/1861 | Mamba-FSCIL: Dynamic Adaptation with Selective State Space Model for Few-Shot Class Incremental Learning_supp1-3719435.pdf
[NO] 1230/1861 | Adaptive Readout Interface for Multi-Material Piezoresistive E-Textile Pressure Sensors
[NO] 1231/1861 | A Quad Polarization Multifunctional Stacked Array Antenna with Independent 2-D Beam Switching
[NO] 1232/1861 | FOM-5G: A Learning-Based Framework for Overload Mitigation in V2X-Enabled 5G Networks
[NO] 1233/1861 | Selective Structural Completion Diffusion Model for HRRP Open-Set Recognition
[NO] 1234/1861 | System-Level Isolation for Mixed-Criticality RISC-V SoCs: A ”World” Reality Check
[NO] 1235/1861 | Analog Computing With Hybrid Couplers and Phase Shifters
[NO] 1236/1861 | Low-Loss High-Isolation Broadband Power Divider Based on Capacitor- and Resistor-Loaded T-Coils
[NO] 1237/1861 | An Efficient Spike-Inspired Differential Attention Model for Traffic Flow Forecasting
[NO] 1238/1861 | Selective Disambiguation and Ranking-Aware Distillation for Partial Multi-Label Learning_supp1-3717476.pdf
[NO] 1239/1861 | Reduced-Order Model Based on Equivalent State Variable in Grid- Forming Virtual Synchronous Generator with Improved Transient Damping Control
[NO] 1240/1861 | Insights into Stochastic Flashover Induced by Random Surface Charges
[NO] 1241/1861 | SmartStream: Leveraging Compressed-Domain Metadata for Optimized Video Decoding and Inference
[NO] 1242/1861 | N-trie: A High-Throughput IPv6 Lookup Architecture Based on Nested Trie
[NO] 1243/1861 | Low-Complexity Symbol Detection via Beamforming for OTFS Underwater Acoustic Communications
[NO] 1244/1861 | Polar Codes and Shortened Polar Codes: Exact Minimum-Weight Codewords under Arbitrary Information Sets and Improved Constructions
[NO] 1245/1861 | Intelligent Traffic Routing in Hybrid Cloud Architectures: A Two-Phased Approach to Optimizing Latency and Resource Utilization
[NO] 1246/1861 | Fault Prediction and Analysis of Rolling Bearing Inner Rings Based on Ensemble Empirical Mode Decomposition and the Hilbert Transform
[NO] 1247/1861 | Machine Learning-Based Framework for Efficient Power Management in Smart Grid and Hybrid Energy Systems
[NO] 1248/1861 | PhysInvertNet: A Physics-Informed Computational Framework for Parameter Inversion from Noisy Spectral Data
[NO] 1249/1861 | Research on an Unmanned Vending Robotics System Using Multi-Sensor Fusion for Autonomous Driving with HarmonyOS
[NO] 1250/1861 | A Cross-Attention-Based Framework for Multimodal Sentiment Analysis
[NO] 1251/1861 | Research Progress and Engineering Bottlenecks of Channel Topology Optimization for Liquid Cooling Plates in Power Batteries
[NO] 1252/1861 | Improving Intrusion Detection Using DeepCyber-IDS with Lionfish Optimization Based Features Selection
[NO] 1253/1861 | Microfluidic Droplet Platforms for Cell and Drug Encapsulation as Enabling Technologies for Space Medicine
[NO] 1254/1861 | The effect of Pair Programming Supported by GAI on Higher-order Thinking of Learners
[NO] 1255/1861 | Blockchain and AI Integration for Transparent Supply Chain Management in Global Commerce Ecosystems
[NO] 1256/1861 | High Efficiency Compact Circular Patch Antenna Operating at Multiple mmWave Bands for 5G and Telemedicine Systems
[NO] 1257/1861 | Inverse Kinematics of a UAM Based on a Combined Extended Jacobian Matrix and QP
[NO] 1258/1861 | Industry Talent Bidirectional Selection Optimization Model Based on Explicit Feedback and Implicit Feature Fusion Algorithm
[NO] 1259/1861 | Adaptive Cloud Defense Using Graph Neural Networks and LLM-Based Policy Engines
