[2026-07-31 11:29:59] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-30
正在获取论文...
[arXiv] 2026-07-30 | Diversifying Personalized Research Ideation against AI-Induced Homogenization
[NO] 876/2000 | Perturbed Beta Corners Process
[NO] 877/2000 | Distinct Jet Properties in the X-Ray-Obscured State of GRS 1915+105
[NO] 878/2000 | An LP Algorithm for Counting Eulerian Orientations Through the Lens of Quasi-polymorphism
[NO] 879/2000 | Don't Trust the AI Ecosystem: Analyzing Privacy Leakage in Compromised Open-Source Components
[NO] 880/2000 | Trainability and Mode Separation of Mixed IQP-QCBMs
[NO] 881/2000 | $\mathsf{SKB}$ is not algebraically coherent
[NO] 882/2000 | Non-relativistic Floquet Conformal Field Theory
[NO] 883/2000 | MORFES: A Benchmark for Productive Inflectional Competence in Modern Greek
[NO] 884/2000 | Iterative quantum algorithms for the minimum vertex cover problem based on continuous-time quantum walks
[NO] 885/2000 | "Anomalous Solid Solution" in Ultra-High Melting Point Oxides: A New Strategy for Developing Ultra-High Temperature Thermal Protection Coatings
[NO] 886/2000 | A Cloud Continuum Research Infrastructure for Distributed CPS Experimentation
[NO] 887/2000 | Projective norm-attainments and their implications
[NO] 888/2000 | Hallucinations Leave a Grounding Signature:Verifier-Guided Decoding for Selective Object Correction
[NO] 889/2000 | Breathing chimera states from purely triadic interactions
[NO] 890/2000 | On regression with estimated covariates and conditional effects given the propensity score
[NO] 891/2000 | Is Solving Better Than Evaluating GenAI Solutions?
[NO] 892/2000 | ZMIS-SAM: Segment Anything Model Enhanced with Wavelet Transform for Zooplankton Microscopy Image Instance Segmentation
[NO] 893/2000 | Who heeds the call to conserve in an energy emergency? Evidence from smart thermostat data
[NO] 894/2000 | What makes prompts a graph: necessary and sufficient conditions for prompt graph engineering
[NO] 895/2000 | Policy Gradient Steering: Interventions from Behavioral Objectives
[NO] 896/2000 | Modified Dynamic Mixed Subgrid-scale Models for Geophysical Flows: Forced Two-Dimensional and $β$-plane Turbulence
[NO] 897/2000 | A Montage-Agnostic Encoder for Calibration-Light Cross-User Gesture Recognition from Surface Electromyography
[NO] 898/2000 | Puncture-Forgetting Maps for Measured Foliations and Applications in Teichmüller Space and Complex Dynamics
[NO] 899/2000 | Memory Efficient Tabular Foundation Models
[NO] 900/2000 | Efficient learning of bosonic unitaries beyond the Gaussian class
[NO] 901/2000 | On the distinct maximal-clique sizes in $3$-uniform hypergraphs
[NO] 902/2000 | Thinking Once Is Enough: Intermediate-Layer Evidence Routing for High-Resolution VQA
[NO] 903/2000 | CrowdioSet and PaRIRset: Two Datasets Towards Live Music Source Separation
[NO] 904/2000 | Robust Estimation of Sparse Numerical Vectors under Local Differential Privacy
[NO] 905/2000 | Localization and Pursuit of a Mobile Target using Distance-only Measurements
[NO] 906/2000 | FDDWAN: A Frequency-Decoupled Diffusion Network for Watermarking Attack
[NO] 907/2000 | Wave patterns in two-dimensional networks of non-locally coupled oscillators with phase delay
[NO] 908/2000 | RedFlow: Redirect Failure into Action-Level Corrections for Flow-matching VLA Policy
[NO] 909/2000 | Cavity Tuning of the CDW--Superconductivity Interplay in a Kagome Metal
[NO] 910/2000 | Gradient-free Task-Conditioned Retrieval for On-Device In-Context Learning
[NO] 911/2000 | A Combined Microbeam and Phase-Field Approach to Identify the Toughness and Ultimate Strength of Amorphous Silica
[NO] 912/2000 | PhySR: Physics-Informed Neural Network for Super-Resolution Reconstruction in Radio Synthesis Imaging
[NO] 913/2000 | A Structured Knowledge Infrastructure for Domain-Specific Data Asset Discovery
[NO] 914/2000 | Can LVLMs Uncover the Truth Behind Visual Illusions? An Analysis of Perceptual and Reasoning Capabilities
[NO] 915/2000 | An Asymptotic-Preserving Dynamical Low-Rank Semi-Lagrangian Method for Multiscale Linear Kinetic Transport Equations
[NO] 916/2000 | Towards joint scaling laws with optimal batch size schedules
[NO] 917/2000 | eRASSU J043115.8-711730: The first pulsating symbiotic super-soft X-ray source in the Magellanic Bridge
[NO] 918/2000 | V-RIS: Virtual-Aperture DoA Estimation with Sparse RIS
[NO] 919/2000 | Mostow-Type Decompositions and Geometric Means for Symmetric Cones
[NO] 920/2000 | Contraction Maps Generated by Inverse Mean Curvature Flow
[NO] 921/2000 | Search for $\textit{tH}$ production in the $ H \to ττ$ decay mode, and a combination with other searches, using $\textit{pp}$ collisions at 13 TeV and 13.6 TeV with the ATLAS detector
[NO] 922/2000 | Guiding Large Language Models with Genetic Programming-Evolved Heuristic Knowledge for Dynamic Multi-Mode Project Scheduling
[NO] 923/2000 | Eigenvalues of the tetradiagonal Toeplitz matrices with diagonals 1, 0, 0, 1
[NO] 924/2000 | Iterative minimization in reduced density matrix functional theory for periodic systems
[NO] 925/2000 | Learning Color Grading, No Photo Sharing: Federated Aesthetic Preference Learning for Personalized Image Enhancement
[NO] 926/2000 | On the Blueprint of Active Galaxies Producing Neutrinos
[NO] 927/2000 | From Single- to Cross-Document: Benchmarking Multi-Granularity Event Analysis of Large Language Models
[NO] 928/2000 | Certifying when decision-time information justifies adaptive experimentation
[NO] 929/2000 | Robust Wavelength Selection for Partial Least Squares Sugar Content Estimation Using Combinatorial Bayesian Optimization
[NO] 930/2000 | Quantum LDPC codes with design rate 1/5 and good performance below 1000 physical qubits
[NO] 931/2000 | Third-order nonlinear transport in a percolative two-dimensional superconductor
[NO] 932/2000 | Dynamic Exploration Graph: A Novel Approach for Efficient Nearest Neighbor Search in Evolving Multimedia Datasets
[NO] 933/2000 | First-order Constrained Trilevel Optimization Over Distributed Networks for Robust Coreset Selection
[NO] 934/2000 | Targeted Quarantine Strategies Mitigate SIS-model Cyber Epidemics on Complex Networks
[NO] 935/2000 | A novel sampling method for reconstruction of a moving point acoustic source in $\mathbb{R}^3$
[NO] 936/2000 | On The Minkowski Problem With Respect To A Mixed Euclidean-Gaussian Density
[NO] 937/2000 | Hidden APIs in Language Models: Discovering Reusable Causal Interfaces from Forked Futures
[NO] 938/2000 | DualAnchor: Preserving Language Priors and Improving Lexical Fidelity in Gloss-Free Sign Language Translation
[NO] 939/2000 | Radial Hyperbolic Measures: Shell Geometry, Pyramid Limits, and Gaussian Phase Transitions
[NO] 940/2000 | On weight modules over truncated shifted iYangians
[NO] 941/2000 | Beyond Similarity: Grounded Agentic Extraction and Expert-Adjudicated Evaluation of Intertextuality in Classical Chinese Histories
[NO] 942/2000 | Asymptotic emergence of statistically supported false causal interpretation under unmeasured confounding
[NO] 943/2000 | MeshFM: 2D Features Are All You Need for 3D Shape Understanding
[NO] 944/2000 | Types and collapse for cuspidal representations of groups acting on trees
[NO] 945/2000 | Distilling Answer Set Programming Theories from Large Language Models
[NO] 946/2000 | GGC: Selective Query Correction for Reliable Text-to-SPARQL Generation
[NO] 947/2000 | On a joint simultaneous learning of relevant feature subsets and subspaces in regression-like problems
[NO] 948/2000 | Group-Reflective Self-Distillation for Agentic Reinforcement Learning
[NO] 949/2000 | SemPIC: Learning Semantic Position-Independent KV Caches
[NO] 950/2000 | Spectral problems on open-book structures with singularly perturbed density: the limit operator
[NO] 951/2000 | Embedding $C(K)$ for countable $K$ into $C([0,1])$ as Besicovitch functions
[NO] 952/2000 | DataClawEval: A Benchmark for Data Engineering Agents in Real Industrial Harness
[NO] 953/2000 | The Euler Characteristic Transform from a Convex Geometric Perspective
[NO] 954/2000 | ENCORE: Event-Assisted Complementary Motion Refinement for Learned Video Compression
[NO] 955/2000 | OT-FairBoost: Optimal Transport-Guided Gradient Boosting for Fairness Regularization on Tabular Data
[NO] 956/2000 | On a proof of the Gorenstein Symmetry Conjecture
[NO] 957/2000 | Power-Efficient XL-MIMO Design for Mixed Near- and Far-Field SWIPT Systems
[NO] 958/2000 | Towards long and accurate numerical relativity waveforms of binary black holes beyond general relativity
[NO] 959/2000 | Partizan Subtraction with Full and Truncated Support
[NO] 960/2000 | ViP-Rig: Visual-Prompted Controllable Rigging
[NO] 961/2000 | Tunable Conformal Graphene Growth on Oxide Nanotube scaffolds: Towards Superwettable Hierarchical 2D-3D Architectures
[NO] 962/2000 | Comparative Periodogram Analysis of 22 Years of Super-Kamiokande Solar $^{8}\mathrm{B}$ Neutrino Data: Classical, Phase-Based, and Information Theoretic Methods
[NO] 963/2000 | FootprintNet: State-Transition-Guided Dynamic Footprint Learning for Multi-temporal Remote Sensing Change Detection
[NO] 964/2000 | Probing the Potential Profile of Twisted Bilayer Graphene via Fabry-Pérot Interference
[NO] 965/2000 | TriShield: Zero-Utility-Loss Defense Against Privacy Backdoors in Federated Language Model Fine-Tuning via Orthogonal Gradient Projection and Optimizer State Entanglement
[NO] 966/2000 | Nonlinear stability and instability of rotating Riesz star solutions of the compressible Euler-Riesz equations
[NO] 967/2000 | Memory Decoder at Scale: A Pretrained, Parametric Long-Term Memory
[NO] 968/2000 | Finite-size effects and interaction-driven crossovers in quarter-filled attractive Hubbard model: Exact diagonalization, DMRG and machine-learning analysis
[NO] 969/2000 | A Cross-Architecture Audit of Direction-Based Inference-Time Defences in Vision-Language Models
[NO] 970/2000 | Branching out: Prognostics-Based Replacement Policies for Series Systems
[NO] 971/2000 | An Empirical Study of Coordination Mode as the First-Class Citizen in From-Scratch Multi-Agent Coding
[NO] 972/2000 | Search as Computation Allocation
[NO] 973/2000 | Revealing the Physical Driver of the Baldwin Effect: Gas Density in the Broad-Line Region
[NO] 974/2000 | Adaptive Security at the Edge for 6G-Enabled Healthcare IoT
[NO] 975/2000 | Giant nonlinear Hall effect in a Pt/ferrimagnetic insulator bilayer under Zeeman-exchange frustration
[NO] 976/2000 | Even-harmonic generation through nonequilibrium steady-state symmetry breaking
[NO] 977/2000 | Negative Thermal Expansion in Cubic Ice: A Collective Quantum Effect of the hydrogen-bond network
[NO] 978/2000 | EgoGenesis: Egocentric World-Action Modeling with Online Anchored Projective Memory and Action-3D RoPE
[NO] 979/2000 | AI and Authenticity in Islamic Research: A Critical Evaluation of Generative AI Reliability, Hallucination, and Source Fidelity in Quranic, Hadith, and Fiqh Knowledge
[NO] 980/2000 | CRLB-Driven Beamforming and Power Allocation for Multi-BS Cooperative ISAC Networks
[NO] 981/2000 | Domain walls through different cosmologies
[NO] 982/2000 | Electromagnetically Driven Thermal Dissipation Scaling in Plasma Centrifuges for Mass Separation
[NO] 983/2000 | Rheology of dense suspensions of granular spherocylinders by particle-based simulation
[NO] 984/2000 | Student Perceptions and Preferences Regarding AI-Generated Instructional Videos in Computing Education
[NO] 985/2000 | Nondegenerate bright solitons and their interactions in the generalized coupled nonlinear Schroedinger system
[NO] 986/2000 | Secure Aggregation for Privacy-Preserving Federated Learning on Clinical EEG Data
[NO] 987/2000 | Multiwavelength study of supernova remnants in the Circinus constellation with SRG/eROSITA
[NO] 988/2000 | Multi-channel Uplift Policy Learning
[NO] 989/2000 | Bias Correction of Long-memory Estimator of Functional Time Series via the Prefiltered Sieve Bootstrap
[NO] 990/2000 | Integrating AI into Requirements Quality Learning in Software Engineering Education: A TPACK-Guided Empirical Study
[NO] 991/2000 | On Leader Selection for Strong Structural Controllability in Matrix-Weighted Networks
[NO] 992/2000 | Temporal properties of the stochastic fractional heat equation with rough dependence in space
[NO] 993/2000 | S-Avatar: Diffusion-Guided Gaussian Head Avatars from a Single Image
[NO] 994/2000 | A Mathematical Framework for Topological Causal Data Analysis
[NO] 995/2000 | Nonlocal four-fermion theory
[NO] 996/2000 | Derangement permutation matrices and orbit harmonics
[NO] 997/2000 | RRM: Experience-Driven Reflective Retrieval Memory for Long-Horizon Multimodal Reasoning
[NO] 998/2000 | Agent Harness Distillation: Inference-Time Harness Extraction and Exploitation in Autonomous Multi-Agent Systems
[NO] 999/2000 | Advancing Awkward Arrays for High-Performance CPU and GPU Processing
[NO] 1000/2000 | Optimal Play in Hex on Finite and Infinite Boards
[NO] 1001/2000 | AURA: Automated Analysis and Reporting of Therapeutically Applied Table-top Role-Playing Games
[NO] 1002/2000 | Beyond Narrative Reflection: Transience as a Material Pathway to Eudaimonic Player Experience
[NO] 1003/2000 | Multi-Dimensional Quality Assessment for AI-Generated Human-Centric Videos: Dataset and Model_supp1-3716410.pdf
[NO] 1004/2000 | An Energy-Efficient Method for Multi-AUV Task Assignment and Path Planning Using Ocean Current
[NO] 1005/2000 | Sub-Reviewers
[NO] 1006/2000 | Secure Semantic Consensus as the Control Plane of Federated Agentic Networks
[NO] 1007/2000 | Bird-Inspired Spatial Flapping Wing Mechanism via Coupled Linkages with Single Actuator
[NO] 1008/2000 | Effects of eBPF-based sched_ext Dynamic Scheduling on ROS2 Robot Workloads
[NO] 1009/2000 | Integrated Opposite-Phase Kinematics, Hybrid-A* Planning, and MPPI Control for Autonomous Navigation in Agricultural Environment
[NO] 1010/2000 | Autonomous Soil Collection in Environments With Heterogeneous Terrain
[NO] 1011/2000 | Physical Reasoning VLA Models for Enhancing Robotic Manipulation
[NO] 1012/2000 | Ranking-Based Learning for Robust Tactile Roughness Perception under Domain Shift
[NO] 1013/2000 | Physics-Driven Heating Frequency Optimization for Suppressing Magnetic Interference in Atomic Sensors
[NO] 1014/2000 | Reducing Annotation Costs for Autonomous Driving: Scalable Perception via Multi-Level Active Domain Adaptation
[NO] 1015/2000 | Reading Risk: Zero-Shot Traffic Accident Estimation via Vision-Language Models
[NO] 1016/2000 | Bayesian Risk-Aware Routing with Exposure Prediction and Uncertainty Propagation
[NO] 1017/2000 | String Stability Analysis of Followerstopper for Mixed-Autonomy Vehicle Platoons
[NO] 1018/2000 | XGBoost with Temporal Features for Intra-Cluster Uplink Throughput Prediction in 3D Mobile Hierarchical FANET Scenarios
[NO] 1019/2000 | Joint LoRa and LR-FHSS Resource Allocation Optimization in Direct-to-Satellite IoT Networks
[NO] 1020/2000 | Distilling LLM Reasoning into Lightweight Neural Policies for Multi-Agent UAV Coordination
[NO] 1021/2000 | Natural Language Instructions for Scene-Responsive Human-in-the-Loop Motion Planning in Autonomous Driving using Vision-Language-Action Models
[NO] 1022/2000 | A Tree-Based Sample-efficient Surrogate Model Framework for Operational Design Domain Boundary Identification
[NO] 1023/2000 | The Coding Limits of Robust Watermarking for Generative Models
[NO] 1024/2000 | Localized SHAP Explainability for Object Detection Based on Parallel Attribution Analysis
[NO] 1025/2000 | BiSON: Billion-Scale Oblivious Nearest-Neighbor Search in Milliseconds
[NO] 1026/2000 | Methods of EEG Signal Decomposition
[NO] 1027/2000 | IntelliSA: An Intelligent Static Analyzer for IaC Security Smell Detection Using Symbolic Rules and Neural Inference
[NO] 1028/2000 | SMELLDroid: A Dataset for Code Smells in Android Apps
[NO] 1029/2000 | Studying the Footprints of AI Coding Agents in Blockchain Repositories
[NO] 1030/2000 | When AI Teammates Meet Code Review: Collaboration Signals Shaping the Integration of Agent-Authored Pull Requests
[NO] 1031/2000 | Analyzing GitHub Issues and Pull Requests in nf-core Pipelines: Insights into nf-core Pipeline Repositories
[NO] 1032/2000 | Beyond Single Code Changes: An Empirical Study of Topic-Based Code Review Practices in Gerrit for OpenStack
[NO] 1033/2000 | More Code, Less Reuse: Investigation on Code Quality and Reviewer Sentiment towards AI-generated Pull Requests
[NO] 1034/2000 | Toward Instructions-as-Code: Understanding the Impact of Instruction Files on Agentic Pull Requests
[NO] 1035/2000 | DBSecQA: A Curated Dataset of Developer Discussions on Database Security from Stack Exchange
[NO] 1036/2000 | Toxic Behavior in League of Legends Through the Lens of Psychological Reactance Theory: The Role of Communication Styles
[NO] 1037/2000 | Difficulty-Based Generation of Paperfolding Puzzles
[NO] 1038/2000 | With the Stroke of a Brush: A Generative-AI Smart Brush for Instant Game Map Editing
[NO] 1039/2000 | Rhythm Walker: The Effect of Music Choice and Rhythm in Game-music Integration for Exergames
[NO] 1040/2000 | Optimal Computation in Anonymous Dynamic Networks
[NO] 1041/2000 | 6G-Enabled Real-Time Multimodal Learning Analysis for Remote Education Optimization
[NO] 1042/2000 | Unsupervised Spatiotemporal Representation Learning for Sensor Networks with Multiple Information Incompleteness in Open Environments
[NO] 1043/2000 | HAT-Route: A Physics-Aware Hierarchical Transformer Framework for Scalable Cloud-Edge Collaborative Routing
[NO] 1044/2000 | Unveiling Mechanistic Differences in the Curing of Copper and Silver Pastes for Heterojunction Solar Cells_supp1-3714125.pdf
[NO] 1045/2000 | Multi-FPGA Acceleration of Simulated Quantum Annealing for Route Optimization in Commercial AGV Operating Systems
[NO] 1046/2000 | Balancing Centralized and Distributed Intelligence: The Role of Agentic AI-RAN in Smart City
[NO] 1047/2000 | Vision-Based Mouse-Pointer Control: A Real-Time Object Detection Framework for Game Automation
[NO] 1048/2000 | Message from the Program Co-Chairs
[NO] 1049/2000 | Compensating Quantization Errors via Singular-Value Diagonal Expansion and Cross-Layer Learning
[NO] 1050/2000 | Quantum Generative Diffusion Model: A Fully Quantum-Mechanical Model for Generating Quantum State Ensemble
[NO] 1051/2000 | Recent Developments and Achievements of the Project Medfasee - Independent LV WAMS for Academic and Research Studies
[NO] 1052/2000 | High Impedance Fault Detection in Three-Phase Distribution Networks Based on Synchronized Harmonic Measurements
[NO] 1053/2000 | A Circuit-Theory-Based Approach for Fault Location in Distribution Power Networks Using Sparse PMUs
[NO] 1054/2000 | Data Readiness Levels for Automated Driving
[NO] 1055/2000 | Mitigating Cybersecurity Attacks on Automotive Radar Systems
[YES] 1056/2000 | Foundation CAN LM: A Pretrained Language Model For Automotive CAN Data
[NO] 1057/2000 | Optimizing Takeover Request Strategies in Automated Driving: A Behavioral Stage-Based Cognitive Process Modeling Approach
[NO] 1058/2000 | VissimRL: A Multi-Agent Reinforcement Learning Framework for Traffic Signal Control Based on Vissim
[NO] 1059/2000 | Quantifying Fidelity: A Decisive Feature Approach to Comparing Synthetic and Real Imagery
[NO] 1060/2000 | A Multi-Modal Driving Dataset with Event-Level Ground Truth for Behavior Evaluation
[NO] 1061/2000 | Performance Profiling and Online Monitoring on Autonomous Vehicle Systems with Time-Sensitive Networking
[NO] 1062/2000 | Toward Inherently Robust VLMs Against Visual Perception Attacks
[YES] 1063/2000 | ARVO: Atlas of Reproducible Vulnerabilities for Open-Source Software
[NO] 1064/2000 | Expertise: Groundwork and Preparation
[NO] 1065/2000 | A Comparative Study of Graph Neural Network Layer Selection for Interaction Modelling in Driving Trajectory Prediction
[NO] 1066/2000 | Application of Fuzzy Logic for Prioritizing Human-Related Risks in Information Security
[NO] 1067/2000 | Portable Laser Guiding Device with Self-Calibration for Path Projection on Planar Walls
                    <sup>*</sup>
[NO] 1068/2000 | Neural Network Adaptive Robust Control of a Multi-DOF Elastic Electromechanical Plant under Conditions of Parametric Uncertainty
[NO] 1069/2000 | Vision-Based Tree Localization and Closed-Loop Circular Motion Control for Agricultural Mobile Robots
[NO] 1070/2000 | A Unified Framework for Normative-Imitative Trajectory Learning from Demonstration
[NO] 1071/2000 | Aliased Time-Modulated Array OFDM Transmit System
[NO] 1072/2000 | Secrets Best Not Shared: DNS Privacy Enhancements for the Constrained IoT
[NO] 1073/2000 | Island Model Genetic Algorithm with Population-Level Genetic Exchange for Optimal Placement of FACTS in Large-Scale Electric Power Systems
[NO] 1074/2000 | Parametric Study of an Underwater Robot with Bio-inspired Continuous Elastic Undulatory Fins
[NO] 1075/2000 | LNG cargo hold welding inspection robot design
[NO] 1076/2000 | Beyond the Prompt: An Empirical Study of Cursor Rules
[NO] 1077/2000 | What is there in an Indian Thali?
[NO] 1078/2000 | Classification of Brain Tumours Using Multimodal Driven Deep Learning Techniques
[NO] 1079/2000 | Leveraging Task-Specific Knowledge from LLM for Semi-Supervised 3D Medical Image Segmentation
[NO] 1080/2000 | Hyperbolic Fuzzy C-Means with Adaptive Weight-based Filtering for Efficient Clustering
[NO] 1081/2000 | How do Agents Refactor: An Empirical Study
[NO] 1082/2000 | Analyzing Dependency Distribution Changes Arising from Code Smell Interactions
[NO] 1083/2000 | High Dimensional Procedural Content Generation
[NO] 1084/2000 | An Exploration of Collision-based Enemy Morphology Generation
[NO] 1085/2000 | Performance Of Large Language Models As Hearthstone Agents
[NO] 1086/2000 | A GNN Surrogate for Fast S-NFC-Based RCS Estimation of Large-Scale Chaff Clouds
[NO] 1087/2000 | A Dual-Mode Cooperative Bio-Inspired Capacitive Sensor for Leak Detection in Sealed Cabin
[NO] 1088/2000 | Hyperbolic Concept Bottleneck Model for Interpretable Fine-grained Image Classification_supp1-3718260.pdf
[NO] 1089/2000 | Wideband and Wide-Angle Linear Polarization Conversion Metasurface with High Frequency Selectivity
[NO] 1090/2000 | GraphSpecRC: A Graph-based Recurrent Learning Approach for Real-Time Spectrum Prediction
[NO] 1091/2000 | A Decision-Oriented Evaluation of Energy Storage Options for Thomson-Coil Actuated Ultrafast Disconnectors in Transportation DC Power Systems
[NO] 1092/2000 | Through-skin pilot-hole detection and localisation with atomic magnetometers: enhanced penetration via improved magnetic background stabilisation
[NO] 1093/2000 | Face De-Identification: A Domain-Centric Survey from Capture to Processing
[NO] 1094/2000 | Detection of Tobacco Mosaic and Leaf Curl Diseases Using UAV-Based Hyperspectral Imaging and Multi-Feature Fusion
[NO] 1095/2000 | Context-Aware and Privacy-Preserving Trust Management Framework for Internet of Vehicles: Formal Models, Adaptive Consensus, and Real-World Validation_supp1-3715096.pdf
[NO] 1096/2000 | SCM 2026 Blank Page
[NO] 1097/2000 | ADPS: Adaptive Precoding Selection Scheme for Time-Critical Multi-Radio Access Technology 5G NR Heterogeneous IoT Networks
[NO] 1098/2000 | A Novel Synchrophasor Measurement Method for Distribution Networks and its FPGA-Based Hardware Implementation
[NO] 1099/2000 | MaPLocator: Map-Prior Enhanced End-to-End Vehicle Localization with Coarse-to-Fine Pose Refinement
[NO] 1100/2000 | Dynamic Lookahead Distance via Reinforcement Learning-Based Pure Pursuit for Autonomous Racing
[NO] 1101/2000 | A System for Train Condition Monitoring and Structural Health Assessment of Rail Vehicles
[NO] 1102/2000 | Contingency Planning for Autonomous Vehicles Using Mixed-Integer Programming
[NO] 1103/2000 | DMV-AVP: Distributed Multi-Vehicle Autonomous Valet Parking Using Autoware
[NO] 1104/2000 | HyPlan: Hybrid Learning-Assisted Planning Under Uncertainty for Safe Autonomous Driving
[NO] 1105/2000 | STOcc: Spatial-Aware Weighting and Multi-Scale Voxel-Level Temporal Fusion for 3D Occupancy Prediction
[NO] 1106/2000 | Generalization of Supervised Federated Intrusion Detection in VANETs
[NO] 1107/2000 | From Big Data to Small Data: Optimizing Practical Feasibility of Crash Pulse Prediction by Reducing the Data Burden
[NO] 1108/2000 | Camera-Only Multi-Camera Vehicle Tracking and Parking-Lot Occupancy on Commercial CCTV
[NO] 1109/2000 | LUMI: Lightweight UAVCAN Message Window-Based Intrusion Detection System
[NO] 1110/2000 | AutoVDC: Automated Vision Data Cleaning Using Vision-Language Models
[NO] 1111/2000 | AutoSDV: A Software-Defined, 5G-Enabled Platform for Autoware Education and Development
[YES] 1112/2000 | ScenicRules: An Autonomous Driving Benchmark with Multi-Objective Specifications and Abstract Scenarios
[NO] 1113/2000 | Friction-Adaptive Nonlinear MPC for Autonomous Tractor-Semitrailers in Low-Friction Conditions
[NO] 1114/2000 | Anomaly Detection in Neuro-Oncological Benchmarks: A Data-Centric Prerequisite for Reliable Machine Learning
[NO] 1115/2000 | TRAP: A Joint Tracking and Prediction Algorithm Towards Unified Perception
[NO] 1116/2000 | AI-Powered Self-Healing Microservice Chatbot for Robust Conversational Services
[NO] 1117/2000 | SCOUT-CT: Sound Constant-Time Outcome with Uncertainty Tracking using multi-taint analysis
[NO] 1118/2000 | Revisiting Privacy Leakage in Machine Unlearning: Membership Inference Beyond the Forgotten Set
[NO] 1119/2000 | $70 to Work, Teach, and Play with Sub-mm Robots
[NO] 1120/2000 | Voice-Controlled Robotic Arm System for Tabletop Manipulation via Large Language Model and 3D Vision
[NO] 1121/2000 | Sharing the Learned Knowledge-base to Estimate Convolutional Filter Parameters for Continual Image Restoration
[NO] 1122/2000 | Chaff-Free Fuzzy Vault using Multimodal Biometrics for Secure Key Access
[NO] 1123/2000 | Low SNR Speech Perception with HuBERT: A Discussion on Visual-Audio Fusion and Domain-Specific Modeling
[NO] 1124/2000 | KubeObjects: A Dataset of Real-World Kubernetes Objects
[NO] 1125/2000 | Finding Important Stack Frames in Large Systems
[NO] 1126/2000 | Mining Quantum Software Patterns in Open-Source Projects
[NO] 1127/2000 | Evolving Kubernetes: A Technical Debt Perspective
[NO] 1128/2000 | Adventures in Morphing a Cross-Platform Educational Game
[NO] 1129/2000 | Christianity in Horror Videogames: A Qualitative Content Analysis
[NO] 1130/2000 | Adaptive Time Delay for Improving Player Experience and Fairness in First-Person Shooter Games with Network Latency
[NO] 1131/2000 | "Several Hundred Freaks and No One Else": Practitioner Perspectives on Alternative Controller Design and Development in the MAGFest Indie Arcade Community
[NO] 1132/2000 | Privacy-Preserving Data Governance and AI Empowerment Platform for Universities Based on 6G Federated Learning
[NO] 1133/2000 | SAC-RAG: Semantic Adaptive Context Compression for Retrieval-Augmented Generation
[NO] 1134/2000 | Dual-Threshold Multi-Frame Gradient-Weighted and Deep Spatio-Temporal Attention Network for Cloud-Rain-Sea Clutter Region Extraction
[NO] 1135/2000 | Domain-Map Selection and Decision-Level Fusion for Lightweight FMCW Multi-Radar Human Activity Recognition
[NO] 1136/2000 | Mechanical Power Sharing and Torsional Vibration Suppression Control for Dual Motor Drive System
[NO] 1137/2000 | Consistent 4D Appearance Editing with Gaussian Splatting_supp2-3717152.mp4
[NO] 1138/2000 | Simultaneous Simulation Model of Hysteresis Loss and Eddy Current Loss of No-Insulation Coils Based on the $\bfseries \itshape {J}-\phi$ Volume Integral Equation and the Discontinuous Galerkin Method
[NO] 1139/2000 | Highly Sensitive MAPbBr
                    <sub>3</sub>
                    Single-Crystal Photodetector by Surface Reconstruction
[NO] 1140/2000 | Semantic First, Bits Later: Predictive Latent Transport for Smart-City Edge Media
[NO] 1141/2000 | ForeSight: Context-Aware Load Balancing for Distributed Edge Video Analytics
[NO] 1142/2000 | EMT Versus Reduced-Order Models for Multi-Area Synthetic Inertia Analysis
[NO] 1143/2000 | A Three-Dimensional Evaluation Framework for Triboelectric Sensors in Alpine Insulator Monitoring
[NO] 1144/2000 | RADBench: Evaluating Foundation VLMs for Corner Case Description on A Comprehensive Dataset
[NO] 1145/2000 | DMAVA: Distributed Multi-Autonomous Vehicle Architecture Using Autoware
[NO] 1146/2000 | Learning human driver dynamics from experiments
[NO] 1147/2000 | Occlusion-Aware Driver Monitoring using VLM-Enhanced Situational Understanding
[NO] 1148/2000 | Towards Structured Multimodal Understanding: Scientific Diagram Captioning with Modern VLMs
[NO] 1149/2000 | From Words to Paragraphs: Hierarchical Dense Text Detection with SAM-Adaptive Backbone
[NO] 1150/2000 | Optimized Small Object Detection Model for Autonomous Driving
[NO] 1151/2000 | Unsupervised Detection of Sun Glare Camera Frames for Safer Autonomous Driving
[NO] 1152/2000 | Combined steer and rider lean control for a low-cost, small-scale self-balancing motorcycle
[NO] 1153/2000 | A Simulation-based Benchmark for LiDAR SLAM in featureless Tunnels with a novel Robustness Evaluation
[NO] 1154/2000 | Efficient Cross-Country Data Acquisition Strategy for ADAS via Street-View Imagery
[NO] 1155/2000 | Radar-based Pose Optimization for HD Map Generation from Noisy Multi-Drive Vehicle Fleet Data
[NO] 1156/2000 | Learning the Pareto Space of Multi-Objective Autonomous Driving: A Modular, Data-Driven Approach
[NO] 1157/2000 | Improving 3D Labeling in Self-Driving by Inferring Vehicle Information using Vision Language Models
[NO] 1158/2000 | DRCP: Diffusion on Reinforced Cooperative Perception for Perceiving Beyond Limits
[NO] 1159/2000 | RADE-Net: Robust Attention Network for Radar-Only Object Detection in Adverse Weather
[NO] 1160/2000 | Formal Foundations of Trigger-Based Watermarking
[NO] 1161/2000 | Breaking ECDSA with Electromagnetic Side-Channel Attacks: Challenges and Practicality on Modern Smartphones
