[2026-08-25 21:16:01] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-24
正在获取论文...
[arXiv] 2026-08-24 | A Cap-Move Reformulation of Ling's Proof of Samuels' Conjecture
[NO] 1173/1901 | Quantifying Semantic Stability in AI-Mediated Emotional Support Environments
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1174/1901 | MobileNetV2-Enhanced Piecewise Planar Representation for RGB Guide Depth Super-Resolution
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1175/1901 | Effect of Residual Gas Pressure on the Characteristics of a Nanoscale Field-Emission Diode
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1176/1901 | A Mixture of Experts Vision Transformer for High-Fidelity Surface Code Decoding
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1177/1901 | Phys-TriBEV: A Physics-Informed Tri-Modal BEV Fusion for Robust 3-D Object Detection in Degraded Underground Coal Mine
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1178/1901 | Dynamic cumulative residual Fisher information measures, connections to aging measures, and use in model selection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1179/1901 | Detection and Prevention of Internet Control Message Protocol Flood Attack in Software-Defined Network using Dynamic Threshold and Machine Learning
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1180/1901 | Text-Embedded Domain-Generalized State Space Model for the Visual Question Answering of SAR Images
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1181/1901 | Flight-Timing Hierarchical Surrogate-Based Optimization for Sparse-Window UAV-IoT Packet Collection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1182/1901 | Multiscale Fusion of Heterogeneous SAR and Radiometer Data for Robust Maritime Target Enhancement
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1183/1901 | Elliptic Range-Doppler Mapping for OFDM-ISAC under IQ Imbalance
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1184/1901 | IntrinsicReal: Adapting IntrinsicAnything From Synthetic to Real Objects
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1185/1901 | Intention-Aware Cooperation for Efficient Resource Allocation in C-V2X Networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1186/1901 | Inequalities in Additive Combinatorics and Information Theory: A Short Survey of the Translation Programme
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1187/1901 | A Unified Graph Domain Adaptation Framework for Cross-Site Brain Network Analysis
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1188/1901 | Timing Behavior Analysis for Time-Sensitive Distributed Human- and Agent-in-the-Loop Cyber-Physical Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1189/1901 | Local Updates in Distributed Optimization: Provable Acceleration and Topology Effects
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1190/1901 | SKCNN-Based Wideband Beamforming for Sidelobe Control
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1191/1901 | Women in Engineering
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1192/1901 | PD-SRL: Parallel and Differentiable Surgical Simulation For Accelerated Reinforcement Learning
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1193/1901 | Assessment of Bilateral Control Architectures for a Robotic Avatar: Impacts on Operational Performance and the Sense of Agency_supp1-3726380.mp4
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1194/1901 | Segment-Wise Early Failure Detection in Single Point Micro Incremental Forming Using Random Forest Model on Multi-Axis Force Signals
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1195/1901 | Toward AI-assisted digital force metrology: A vision for the digital metrology avatar
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1196/1901 | Message From General Chairs of CISOSE 2026
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1197/1901 | Risk Assessment Method for Transient Voltage Rise Due to Incoordination of Fault Ride-Through Control in Multiple Power Electronic Devices in New Energy Stations
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1198/1901 | HyperBench-7: A Multimodal Metadata for Hyperparameter Selection, Model Benchmarking, and AutoML Agent Evaluation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1199/1901 | Prototype Implementation of a Communication Library for a Distributed Processing Platform
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1200/1901 | Design and Analysis of Sixteen Co-Axial Probe Ports Circular Patch Mimo Antenna
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1201/1901 | Automatic Cyberattack Detection and Eradication System using Intelligent Network Traffic Analysis
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1202/1901 | Prediction of Type 1 Diabetes Risk in Children from 0 to 12 Years Old Using a Calibrated Probabilistic Model with Family-Aware Validation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1203/1901 | Privacy-Preserving Video Analytics System with Trajectory Prediction: Foresee and Protect You
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1204/1901 | Non-Metallic Grounding Fault Identification for DC Transmission Lines Based on the YOLO Algorithm
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1205/1901 | RSSI Forecasting With Off-the-Shelf Smartphones For Proactive Mobile Wi-Fi Link Adaptation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1206/1901 | Coaching Feedback Generation for Cartwheel Movements via DTW-Based Motion Analysis and LLM Prompting
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1207/1901 | SG-KAN-LSTM: A Dual-Scale Gated Temporal Method for Broadcast Message Attack Detection in Edge-Cloud VANETs
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1208/1901 | Exploring Research Productivity on AI in Entrepreneurship Education: A Bibliometric Performance Analysis
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1209/1901 | Geometry-Preserving Coupled Augmentation for Data-Efficient Robot Imitation Learning
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1210/1901 | Real-Time Elderly Fall Detection Using Cascaded YOLOv11n-Pose and LSTM
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1211/1901 | IMAP: Integrating Technical, Behavioral, and Affective Interview Assessment within a Unified Multimodal 3D Avatar Platform
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1212/1901 | Design and Realization of a Regenerative Aerodynamic System for Electric Vehicles
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1213/1901 | An Implementation of Answer Interface for Machine Learning Programming Exercises in Python Programming Learning System
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1214/1901 | Anomaly Detection and Cybersecurity Monitoring in Industrial Control Networks using SCADA Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1215/1901 | A Lightweight Deep Learning Framework for Solo Badminton Training
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1216/1901 | Power Quality Disturbance Identification Model Based on Lightweight ResNet34 with Group Convolution and ECA Attention
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1217/1901 | Fairness-Aware Feedback Score (FAFS): A Composite Metric for Auditing LLM-Generated Employee Performance Reviews
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1218/1901 | HIMLT: A Hybrid Interactive Machine Learning Tool for Whole Slide Image Analysis
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1219/1901 | Interfacing E22-900T22D LoRa Module with PLC using Modbus Communication
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1220/1901 | Frontend Intelligence: Enhancing User Experience in ReactJS/AngularJS Applications using AI Models
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1221/1901 | FIR-RLS with Spectral Residual Correction: A Two-Stage Adaptive Framework for Ocular Artifact Removal in Multi-Channel EEG
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1222/1901 | Beacon Identification Using Noise Spectra in Optical Camera Communication
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1223/1901 | A Hybrid Deep Learning Approach for Plant leaf Disease Detection and Classification using YOLO and Transformer-based CNN
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1224/1901 | Synthetic Dataset Generation for Fisheye Lens Vibration Compensation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1225/1901 | Deep Learning Framework for Leaf Classification and Medicinal Insights
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1226/1901 | Cybersecurity Framework for Protecting Artificial Intelligence Models in Computer Applications
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1227/1901 | Task-Aware Semantic Selection for Scene Graph-Based Semantic Communication
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1228/1901 | Evidence Fusion for Auditable Search and Rescue Missions in Drone-based Search and Rescue
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1229/1901 | Multihead Attention based Convolution Neural Network Towards Location Aware Worker Assignment to Service Seekers Task in Spatial Crowdsourcing
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1230/1901 | XAI-HDRL: An Intelligent Framework for Cyber Threat Prediction and Automated Security Response
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1231/1901 | Reducing PAPR in OFDM Systems Using AI
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1232/1901 | Comments on an ID-3PAKA Protocol for Resource-Constrained IoT Devices
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1233/1901 | Design and Development of Drone Detection System using YOLOv11
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1234/1901 | AI-Driven Cardiac Dynamics Modeling for Heart Disease Detection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1235/1901 | Adaptive Part Feature-Aware Learning for Person Search
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1236/1901 | A Telugu-Adapted Low-Resource Speech-to-Speech Translation System using IndicWhisper, IndicTrans2, and Language-Aware Processing
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1237/1901 | Artificial Intelligence in Education and Territorial Governance a Bibliometric Analysis of Educational Inequalities
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1238/1901 | Control of Two-Dimensional Leaky-Wave Amplitude Tapering in PRS Antennas for Sidelobe Suppression
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1239/1901 | Assessing Transmission Grid Resilience Through Graph-Theoretic Contingency Bounds
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1240/1901 | IEEE Transactions on Terahertz Science and Technology Information for Authors
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1241/1901 | Frequency-Domain Blind Spectrum Sensing With Multiple Antennas
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1242/1901 | A Variational Bayesian Maximum Correntropy Extended Kalman Filter for Robust GPS/INS Vehicle Localization
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1243/1901 | DITING: A Static Analyzer for Identifying Bad Partitioning Issues in TEE Applications
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1244/1901 | Sensor fault detection and Diagnostics in Small Modular Reactor and Advanced Analytical Perspectives: A Review
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1245/1901 | The RP-PhenoUAS: Autonomous Unmanned Aerial System for In-field Rice Panicle Segmentation Based on RP-DeepLabV3+
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1246/1901 | Semi-Supervised Intelligent Diagnosis Based on Dual Momentum Contrast
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1247/1901 | Robust Predictive Control of AUV Formation with an Adaptive Measurement-Communication Union Framework
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1248/1901 | Designing Adaptive AI Learning System for Programming Education in Schools of Kazakhstan
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1249/1901 | Enabling ‘CS For All’ globally: Evaluating K-12 CS learning outcomes in low resource school settings
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1250/1901 | Fine-Grained Information Guided Super-Resolution for Mural Hyperspectral Image
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1251/1901 | The opportunities and costs of graduate school: Exploring perspectives of low-income students participating in a cohort-based program to support graduate studies in computing
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1252/1901 | Security of Cross-Platform and Cross-Language Software Technologies: A Systematic Review
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1253/1901 | Enhanced Transformer Powered Time-Series Anomaly Detection via Contrastive Embedding and Unified Discrimination
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1254/1901 | Artificial Neural Network Approximation of Transient State Probabilities in a Finite-Capacity Multi-Server Queue with Customer abandonment
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1255/1901 | An Explainable Hybrid Transformer-XGBoost Framework for Cyber Threat Detection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1256/1901 | Enhancing Tesla Stock Prediction via Genetic Algorithm Optimization of ARIMAX, XGBoost, and GRU Models
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1257/1901 | The Data Brain Architecture: How Artificial Intelligence, Master Data Management, and Enterprise Governance Are Transforming Modern Distributed Data Ecosystems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1258/1901 | Portable Hardware-Backed WebAuthn Credentials: A TPM-Based Approach to Cross-Device Passwordless Authentication
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1259/1901 | A Multi-Stage Framework for Pathology Microscopy Tile Reconstruction with Stain-Aware Features and Cross-Grid Evaluation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1260/1901 | Gradient-Informed Rank Redistribution for Low-Rank Adaptation: An Empirical Assessment on GLUE Benchmarks in Low-Resource Settings
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1261/1901 | Vocal Biomarkers for Parkinson’s Disease Detection: A Critical Review of Acoustic Features, Learning Architectures, and the Cross-Dataset Generalisation Problem
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1262/1901 | An Explainable Region-Aware AI Framework for Early Anemia Risk Prediction and Localized Nutrition Recommendation for Rural Women
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1263/1901 | Big Data Sovereignty: Transfer Towards Cross-Border Governance
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1264/1901 | Analysis of Current Carrying Capacity and Thermal Stability of High-Voltage Cables Based on Finite Element Simulation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1265/1901 | Two-Dimensional Localization and Tracking of Target Using Nonrandom Radar Network
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1266/1901 | OmniDroneX: An LLM-Assisted Holistic Drone-as-a-Service Ecosystem
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1267/1901 | Priority-Aware CAC Method with PI Adjustment for Low-Priority VoIP Sessions in Emergencies
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1268/1901 | Data-Driven WSN Model for Smart Waste Collection Using Hybrid Route Optimization
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1269/1901 | Experimental Evaluation of Multi-User Multi-Point Transmission Schemes in Multi-Cell VLC Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1270/1901 | A Bias-Aware Zero-Shot Framework for ESG Recommendation in Cold-Start Environments
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1271/1901 | What Drives Market Performance? A Case Study from the Moroccan Market Using Machine Learning and Explainable AI
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1272/1901 | A Condition-Aware Data-Driven Framework for Tire–Road Noise Estimation Under Limited Data Conditions
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1273/1901 | Vanishing Magic: An Interactive Reversible Object Removal and Region Hiding Scheme via Multi-level Siamese Filtering and Chaotic Random Embedding
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1274/1901 | Enhancing Scene Generalization for Open-Vocabulary Remote Sensing Segmentation via Semantic–Structural Collaboration
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1275/1901 | New Covering Bounds and Constructions for Hamming and Grassmann Spaces
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1276/1901 | Resilience-Aware Completion Time Minimization in Cooperative Multi-UAV Data Processing System
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1277/1901 | A Review on Electric Field-Assisted Enhancement of Electrical and Thermal Performance of Advanced Insulation Materials: Mechanisms, Properties, and Applications
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1278/1901 | Investigation of Prolonged Negative Threshold Voltage Shift Induced by Low Drain Bias in Schottky p-GaN Gate HEMTs
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1279/1901 | VFM-ISRefiner: Towards Better Adapting Vision Foundation Models for Interactive Segmentation of Remote Sensing Images
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1280/1901 | LDI-3DGS: Structurally Robust 3D Gaussian Splatting Driven by UAV-borne LiDAR Depth and Intensity Priors
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1281/1901 | Autoregressive Image to 3D Generation via Next Symmetric View Prediction
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1282/1901 | MRNVS: Minimum Restoration for Faithful NVS from Extremely Sparse Views_supp1-3725702.pdf
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1283/1901 | Harmonic Coupled Admittance Model and Robust Mitigation Method for a Hybrid Grid-Connected System with GFL and GFM Converters
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1284/1901 | Phase-Resolved Diagnostics of Oscillatory Plasma Using a Dual-Tip Langmuir Probe
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1285/1901 | Runtime Monitoring of Observation-Delay Tolerant Reinforcement Learning Policies in Lingua Franca
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1286/1901 | Handover-Aware Resource Allocation for Seamless Mobility in 6G Open RAN
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1287/1901 | Design and Optimization of a Tensile-Compressive Adjustable Compliant Constant-Force Mechanism
                    <sup>*</sup>
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1288/1901 | FCNN-Based Surrogate Modeling of Water Flow around a Hydroelectric Dam
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1289/1901 | Range DBSCAN: 3D On-Ground Object Segmentation via Density-Adaptive and Scan-Order-Aware Clustering of Point Clouds
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1290/1901 | Adaptive Streaming Codes for Three-Node Relay Networks under Burst Erasure Channels
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1291/1901 | Embedded Implementation of a Fuzzy Logic Controller for Room Temperature Regulation in Variable Refrigerant Flow Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1292/1901 | Human-Robot Collaborative Manipulation of Deformable Linear Objects based on the Catenary Model
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1293/1901 | A Cloud-Based Platform for Side-by-Side Machine Translation Comparison and BLEU-Based Evaluation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1294/1901 | Set-Valued Fuzzy Normed Linear Spaces: A Mathematical Framework for Multi-Alternative Decision-Making Under Uncertainty
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1295/1901 | Millimeter-Wave 60 GHz On-Chip Dipole Antenna with Silicon Lens Integration in SiGe Technology
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1296/1901 | Characterization of Blind Code Rate Recovery in Linear Block Codes
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1297/1901 | AutoBib: Automated Citation and BibTeX Generation from Raw URLs in LateX Source Files
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1298/1901 | Improved Construction of q-ary Codes Correcting a Burst of at Most Two Deletions
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1299/1901 | Most compact, reliable EUV light source using cold electron beam for advanced EUV inspection technique
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1300/1901 | Toward the Deployment of Mid-IR Gb/s FSO Links: Laboratory Validation of a Packaged DFG-SFG Transceiver
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1301/1901 | ACT-SLAM: Active-Collaborative Task allocation for Multi-Robot Exploration and Mapping
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1302/1901 | Backscatter-Enabled Tag Hologram Localization for Ambient IoT System
