[2026-07-09 12:12:28] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-08
正在获取论文...
[arXiv] 2026-07-08 | Innovating Risk Modelling for Global Funds
[NO] 1234/1840 | Measuring Seasonal Regime Shifts of Lower Gangetic Plain Region in India Using Unsupervised Machine Learning Methods
[NO] 1235/1840 | Workforce Skills Gaps and Human-AI Collaboration in Adaptive Factories
[NO] 1236/1840 | Whiplash on the Grid: Emulation of a Cyber-Physical Attack Misusing Inverter-Based Resources in a Distribution Grid (Practical Experience Report)
[NO] 1237/1840 | Ground-Truthing Extreme Rainfall in India Through a Comparative Analysis of In-Situ Precursors
[NO] 1238/1840 | Detecting Student Stress through Keystroke Patterns in Programming Assignments
[NO] 1239/1840 | Vision Transformer Network with Visual Awareness Positional Encoding
[NO] 1240/1840 | Efficient Channel Attention Residual Dense Approach for Super-Resolution of NDVI Reconstruction for Landsat-Sentinel Dataset
[NO] 1241/1840 | TFT–Autoscale–GA: An Integrated Predictive Autoscaling and Genetic Load Balancing Framework for SLA-Aware Cloud Computing
[NO] 1242/1840 | Flexible Antenna Operating at 2.4 GHz ISM Band for Wireless Applications
[NO] 1243/1840 | On the Lateral Distribution of Photoresponse in High-Voltage CMOS SPADs Below and Above the Breakdown Voltage
[NO] 1244/1840 | Development of Standalone Automatic Pill Dispenser Using Arduino Uno
[NO] 1245/1840 | Fighting Misinformation on Social Media: Why People Share Fake News and Whether Credibility Indicators Help
[NO] 1246/1840 | Analysis of Factors Affecting Rice Cultivation Dynamics in Udupi District Using Multi-Year Rice Maps
[NO] 1247/1840 | Public Art Interactive Design Model Integrating Multimedia Data and Intelligent Algorithms
[NO] 1248/1840 | Uncertainty Quantification in QGIS-Based Satellite Image Analysis
[NO] 1249/1840 | Simulation of Clear Sky Radiance for INSAT 3DR Using XGBoost-Machine Learning Model: A Case Study Over Indian Sub-Regions with SHAP-Based Feature Analysis
[NO] 1250/1840 | A Method for Converting Complex Natural Language Queries into SQL Statements
[NO] 1251/1840 | Offset Tracking in NISAR: An Algorithms &amp; Data Products Perspective
[NO] 1252/1840 | Blueprinting Smart Manufacturing: The IEEE Computer Society Smart Manufacturing Standards Committee Portfolio—From Architecture to Industrial AI
[NO] 1253/1840 | A LiDAR Odometry with Visual Semantic Segmentation-Assisted Dynamic Object Removal
[NO] 1254/1840 | 3D Reconstruction Using Artificial Intelligence: Photographic Data Requirements, Sensitivity and Model Robustness
[NO] 1255/1840 | Robust Detection of Miniature and Dense Probe Marks via Multi-Strategy Preprocessing and Cross-Scale Feature Aggregation
[NO] 1256/1840 | A Bayesian Correction-Based Method for Estimating the Distribution of Propeller Shaft-Rate Electric Field
[NO] 1257/1840 | Automatic Delineation and Monitoring of Ground Deformation Zones in the Himalaya: A Time Series InSAR Approach
[NO] 1258/1840 | A Decentralized Online Voting System Leveraging Blockchain Technology for Secure, Anonymous, and Verifiable Electoral Processes
[NO] 1259/1840 | Automated Assessment of University Programming Exams Using Gemini API
[NO] 1260/1840 | Machine Learning Enabled Cognitive Automation Framework for Adaptive Knowledge Management and Context Aware Intelligent Decision Optimization in Dynamic Organizational Ecosystems
[NO] 1261/1840 | Water Hyacinth to Agricultural Manure: Biomass Estimation with Pléiades Neo Optical Imagery and Aerobic Composting in Puri, India
[NO] 1262/1840 | Proposal for an AI-Driven Learning Platform with Gamification for K-12 Students
[NO] 1263/1840 | Versatile High-Gain Low-Noise Readout ASIC for Silicon Microstrip Tracking Detectors
[NO] 1264/1840 | Cover Page
[NO] 1265/1840 | Compact Planar Balun for 915-MHz Push-Pull Power Amplifier
[NO] 1266/1840 | IRANet: illumination-aware Dual-Branch Reversible Aggregation Network for Low-Light Image Enhancement_supp1-3709887.pdf
[NO] 1267/1840 | Table of Contents
[NO] 1268/1840 | Computing in Science &amp; Engineering Publication Information
[NO] 1269/1840 | From Calibration to Refinement: Seeking Certainty via Probabilistic Evidence Propagation for Noisy-Label Person Re-Identification_supp1-3705580.pdf
[NO] 1270/1840 | Threshold-Agnostic Bypass Attacks on Event Filtering Defenses for Spiking Neural Networks
[NO] 1271/1840 | Title Page
[NO] 1272/1840 | Large Language Model-Enabled Optimization for Assembly Job Shop Scheduling Problem With Bin-Packing Constraint
[NO] 1273/1840 | Evaluating the AdaptiveCpp Single-Pass (SSCP) SYCL compiler for GROMACS on Modern AMD Accelerators
[NO] 1274/1840 | Trends and Multidimensional Analysis of Performance-Influencing Components in Electronic Noses: A Survey
[NO] 1275/1840 | Fully Distributed 3-D Target-Surrounding Control for Six-DoF Under-Actuated QUAV Swarms
[NO] 1276/1840 | Software Architecture Sherlock: An Educational Game for Software Architecture Exploration and Problem-solving
[NO] 1277/1840 | Large Language Models in Database Management System Optimization: A Survey
[NO] 1278/1840 | Scheduler Augmentation: A Lightweight, Customizable, Low-Cost Profiling Technique for Fork-Join Parallel Programs
[NO] 1279/1840 | Deterministic Distance Approximation in MPC via Improved Hitting Sets
[NO] 1280/1840 | Energy-Efficient Aggregation and Minimum-Degree Spanning Trees in Radio Networks
[NO] 1281/1840 | Comparing the Performance of Heterogeneous Conjugate Gradient and Cholesky Solvers on Various Hardware Using SYCL
[NO] 1282/1840 | Performance portability of the AKAZE algorithm using SYCL across heterogeneous architectures
[NO] 1283/1840 | Online Reconstruction of IGBT Junction Temperature and its Oscillation Envelope via Temperature Response Spatiotemporal Correlation
[NO] 1284/1840 | Scalable-Predictive Beamforming for RIS-Assisted Communications in Low-Altitude Wireless Networks: A Graph Neural Network Approach
[NO] 1285/1840 | Table of Content
[NO] 1286/1840 | Table of Contents
[NO] 1287/1840 | IEEE Access
[NO] 1288/1840 | IEEE Transactions on Neural Networks and Learning Systems Publication Information
[NO] 1289/1840 | IMGL-AWNN: Incomplete Multiview Graph Learning With Adaptive Weighted Nuclear Norm for Drug Repurposing in Biomedical Systems
[NO] 1290/1840 | Slidable Lateral Flow 2D Chromatography Cassette with Through-Hole Electrospray Ionization and Desorption for High Performance MS Analysis
[NO] 1291/1840 | Learning Fine-Grained Correspondence With Cross-Perspective Perception for Open-Vocabulary 6D Object Pose Estimation
[NO] 1292/1840 | OBB Object Detection from LiDAR Bird’s-Eye-View (BEV): A YOLOv8 Approach on KITTI Data
[NO] 1293/1840 | Unleash Your Potential
[NO] 1294/1840 | M-Mask: A Unified Parameter-Free Multi-Dimensional Masking Strategy for Universal Video Segmentation
[NO] 1295/1840 | Spatio Temporal Analysis and Prediction of Desertification Trends and Vegetation Dynamics in Rajasthan Using Google Earth Engine (GEE)
[NO] 1296/1840 | Moral Dilemmas of Using AI in Academia: What Do Students Think?
[NO] 1297/1840 | Sentiment Patterns in Applied versus Theoretical Master’s Theses in Computer Science
[NO] 1298/1840 | IoT-Enabled Healthcare Management Systems: An Empirical Study Using Structural Equation Modeling
[NO] 1299/1840 | Mapping a Century of Land Use Transitions in the Cauvery River Delta: Patterns, Predictions, and Climate Implications in South India's Agricultural Heartland
[NO] 1300/1840 | AI-Driven Spatio-Temporal Forecasting of Urban Food Demand Using Weather Data and Temporal Context
[NO] 1301/1840 | Super-Resolution Sea Surface Height Fusion by Integrating Satellite Altimeter and Sea Surface Temperature Data Based on ConvLSTM-FPN Deep Learning Model
[NO] 1302/1840 | Leveraging Artificial Intelligence and Machine Learning Techniques for Proactive Threat Detection, Anomaly Prediction, and Adaptive Defense Mechanisms in Cybersecurity Frameworks
[NO] 1303/1840 | Effects of Informing Finnish Website Owners about Third-Party Data Leaks
[NO] 1304/1840 | Knowledge-assisted Prompting for Sentiment Transfer
[NO] 1305/1840 | How to Chat with a Supercomputer
[NO] 1306/1840 | Real-Time Accurate Topology Reconstruction for Dynamic Multi-Agent Networks Via Spectral Subspace Tracking
[NO] 1307/1840 | AI-Driven Global Food Calorie Estimation Using Depth Cues and Multi-Modal Learning
[NO] 1308/1840 | Advancing Cyber Defense Evaluation with a Threat-Based Adversary Emulation Framework
[NO] 1309/1840 | Breast Cancer Detection Using a CNN Enhanced with Grey Wolf Optimization
[NO] 1310/1840 | Hierarchical Edge-Based Online Optimization for Ultra-Low-Latency Routing in Smart City IoT Networks
[NO] 1311/1840 | Fairness Aware Deep Learning for Gender Inclusive Tech Innovation Policy Design
[NO] 1312/1840 | Evaluating the Impacts of Digital Transformation on Sustainable Development: Synergies and Contradictions
[NO] 1313/1840 | Federated Learning and Blockchain Hybrid for Privacy Preserving Interagency Data Governance
[NO] 1314/1840 | Teaching Smart Devices in Primary School through Simulation and Large Language Models
[NO] 1315/1840 | Building Data Analysis Competencies in Economics Education: A Structured Learning Path with Industry Collaboration
[NO] 1316/1840 | Measurement and Evaluation of Magnetic Flux Density in Various Types of Vehicles
[NO] 1317/1840 | Multi-Scale Contextual Learning for Mangrove Detection: A TransUNet Model with ViT Encoder and Pyramid Pooling
[NO] 1318/1840 | A Structured Pose-Based Framework for Human Motion Classification in Cultural Motion Analysis
[NO] 1319/1840 | Disturbance-Observer-Based Improved Predictive Control for a Four-Wheel Omnidirectional Robot
[NO] 1320/1840 | Proposed Plan for Monitoring Radiometric Stability and Characterization of NISAR Data
[NO] 1321/1840 | A Multilingual AI-Powered Symptom Checker with Explainable Triage for Early Healthcare Guidance
[NO] 1322/1840 | Hybrid Digital Twin and Deep Learning Framework for Monitoring Maritime Refrigerated Containers
[NO] 1323/1840 | An Intelligent Question Answering System for Hybrid Queries Over Structured and Textual Data
[NO] 1324/1840 | Rural Urban Fringe Transition Using Nightlight Data and Machine Learning Techniques- A Case Study
[NO] 1325/1840 | Digital Taxes
[NO] 1326/1840 | A Tripleband Antenna for GPS/WiFi Systems
[NO] 1327/1840 | Multi-Agent-based Failure Recovery Planning for a Connected Vehicle Platform
[NO] 1328/1840 | An AI-Enabled Student Attendance Tracking System Leveraging Real-Time Monitoring and Notification Mechanisms for Improved Academic Management
[NO] 1329/1840 | MRI-Based Brain Tumor Classification Using a Novel Hybrid Intelligence Model
[NO] 1330/1840 | Colorization of ALS Lidar Point Cloud and Feature Augmentation for Classification Enhancement
[NO] 1331/1840 | AUTOCRAFTER: AI Powered Car Designer
[NO] 1332/1840 | Estimation of Reduction in Methane Emission from Paddy Cultivation Using Multi-Sensor Temporal Satellite Data in Sirsa District, Haryana
[NO] 1333/1840 | Air Quality Prediction Through Advance Machine Learning &amp; Deep Learning Techniques: A Systematic Review
[NO] 1334/1840 | Magnetic Field Sensor Belt for Real-Time Thoracic Deformation Monitoring and Dynamic Forward Model Selection in Pulmonary Ventilation EIT
[NO] 1335/1840 | Variational Bayesian Minimum Error Entropy with Fiducial Points for Robust INS/GNSS Integrated Navigation
[NO] 1336/1840 | Task-Adaptive Multi-Scale Ensemble Framework for Multi-Cancer Diseases Classification
[NO] 1337/1840 | Development and Security Testing of a Children Smart Toy Model
[NO] 1338/1840 | Optimized Bulk-Linearized Pseudo-Resistor for Subthreshold Circuits
[NO] 1339/1840 | From Customer Proximity to Enterprise Goals: How Agile Teams Perceive and Articulate Value
[NO] 1340/1840 | Minimizing Total Flow Time in the Online Active-Time Scheduling Model
[NO] 1341/1840 | Lossless Robustification of Packet Scheduling Algorithms
[NO] 1342/1840 | Learning Behavior Consistency-Based Backdoor Defense for Federated Learning
[NO] 1343/1840 | GameSR: Real-Time Super-Resolution for Interactive Gaming_supp1-3710843.pdf
[NO] 1344/1840 | Dual-Mode Step-Up Switched-Capacitor Seven-Level Inverter
[NO] 1345/1840 | Self-Refining Dynamic Linearization Based Model-Free Predictive Control for PMSM
[NO] 1346/1840 | Finite-Blocklength Covert Communications for IRS-Assisted NOMA Networks with Discrete Phase Shifts and Imperfect SIC
[NO] 1347/1840 | The Impact of Multisensory Feedback on Supporting Physicians in Robotic Ultrasound Interaction
[NO] 1348/1840 | Study on the Symmetric Dual-Arm Model of MEMS Microwave Power Detection Chip Based on Wing-Shaped Fixed Beam
[NO] 1349/1840 | Elevate Your Career
[NO] 1350/1840 | Integrated Planning: Aligning the Energy System for a New Era [Guest Editorial]
[NO] 1351/1840 | Bidirectional Hierarchical Lasso with Accelerated Nesterov Proximal Algorithm for Causal Quality Prediction of Industrial Processes
[NO] 1352/1840 | ALLSTaR — Automated LLM-Driven Scheduler Generation and Testing for Intent-Based RAN
[NO] 1353/1840 | An Analog Matrix Computing Scheme for QC-MDPC McEliece Cryptosystem based on Memristive Array
[NO] 1354/1840 | HGTN: Hybrid GAT-Transformer Network with Spatial-Semantic Features for Landslide Susceptibility Assessment
[NO] 1355/1840 | PGME: A LUT-Indexed Visual-Refinement Module for Embedded Maritime Perception_supp1-3710867.pdf
[NO] 1356/1840 | PromptFishing: Active Hallucination Inducement to Distinguish LLMs from Humans_supp1-3709099.pdf
[NO] 1357/1840 | IEEE Annals on the History of Computing
[NO] 1358/1840 | Optimal compressed sensing for mixing stochastic processes
[NO] 1359/1840 | FedPromo: Federated Lightweight Proxy Models At The Edge for Fine-Grained Image Classification with Foundation Models_supp1-3710527.pdf
[NO] 1360/1840 | Investigation of High-throughput Non-destructive Methods to Measure Radioactivity in Microliter Droplets
[NO] 1361/1840 | DSAS/DT4DRS Organization
[NO] 1362/1840 | Interconnect Layout Automation with Modular Metal-Stacks for Foundry Manufacturing Process Optimization
[NO] 1363/1840 | EU Urban Transformation &amp; Project Management: Policy Architecture, Digital Enablers and Portfolio Governance for Mission-Oriented Cities
[NO] 1364/1840 | Ecosystems for Scientific Computing in the Age of Artificial Intelligence
[NO] 1365/1840 | Why Neural Coding Is a Cognitive Trap as an Evolutionary Step From Vibe Coding
[NO] 1366/1840 | Clustering Based Erosion Analysis of Kaziranga National Park Boundary for Flood Mitigation Planning
[NO] 1367/1840 | Reclaiming the Digital Agora: A Design Science Approach to Identity-Based Civic Infrastructure Beyond the Attention Economy
[NO] 1368/1840 | LLM and Reinforcement Learning Hybrid for Automated Regulatory Compliance Monitoring and Adaptive Rulemaking
[NO] 1369/1840 | Artificial Intelligence in Maritime Logistics
[NO] 1370/1840 | $\mathrm{R}^{2} \mathrm{M}^{2}$-GridFM: A Reliability-Constrained Multimodal Foundation Network for Unified Renewable Generation, Demand Forecasting, and Disturbance Risk Prediction in Smart Power Systems
[NO] 1371/1840 | Disentangled Feature Representation Learning for SAR to Optical Image Translation
[NO] 1372/1840 | CAC- CNN, Attention Mechanism and Cosine Similarity Based Deep Learning Recommendation Model
[NO] 1373/1840 | Design of Experimental Procedures for Characterization of Battery Cells Aging
[NO] 1374/1840 | Establishing Zero-Shot LLM Performance at Network Tomography
[NO] 1375/1840 | Digital Tools in the Training of Future Doctors of Philosophy in Mathematics
[NO] 1376/1840 | Research on Optimization Method for Restoring Power Supply to Key Loads in Active Distribution Networks Based on User Power Outage Losses
[NO] 1377/1840 | A Multi-Stakeholder Collaborative Approach for Smart Agriculture Leveraging IoT, Data Analytics, and Precision Farming Techniques
[NO] 1378/1840 | SHAP-Driven Explainability for Road Scene Anomaly Detection Using VGG16 with a Comparative Analysis of Deep Learning Models
[NO] 1379/1840 | An Efficient Machine-Learned Functional for Electronic Structure Calculations of AlN
[NO] 1380/1840 | Evaluating the Unified Physical and Deepfake Attack Detection in Face Biometric Systems
[NO] 1381/1840 | An Applicability Study on Traditional Machine Learning and Large Language Models for Time-series Data Trend
[NO] 1382/1840 | Federated Stacking and Random Forest Based Communication Network Intrusion Detection in Integrated Energy Systems
[NO] 1383/1840 | Yolov8-Powered Informal Settlement Mapping in Urban Coastal Zones: a Geospatial Deep Learning Approach for Resilience Planning
[NO] 1384/1840 | A Study on a Transformer-Based Method for Schumann Resonance Denoising in Marine Electromagnetic Survey
[NO] 1385/1840 | Human-Centered Adoption of LLMs in Industry and Society: Challenges, Opportunities, and Systemic Implications
[NO] 1386/1840 | Meta-Architecture Binary Code Analysis
[NO] 1387/1840 | Rethinking AI Inference: The Role of CPUs in Latency-Sensitive and Control-Plane Workloads
[NO] 1388/1840 | AI Literacy in Higher Education: Students’ Perceptions at the Faculty of Humanities and Social Sciences, University of Zagreb on the Role of Artificial Intelligence in the Learning Process
[NO] 1389/1840 | Comparative Analysis of Business Process Digital Twins and Simulation Models: A Case Study in Drone Production
[NO] 1390/1840 | Forecasting Water Quality Using a Levenberg - Marquardt Based Feedforward Neural Network in Mahanadi River, India
[NO] 1391/1840 | BERT Enhanced Deep Learning Models for SMS Spam Classification: A Comparative Analysis
[NO] 1392/1840 | Hybrid Attention-Enhanced 3D Convolutional Neural Network for Early Diagnosis of Alzheimer's Disease from MRI
[NO] 1393/1840 | Explainable and Fair Personalized Learning Recommendations Using SHAP-Enhanced Hybrid AI Models
[NO] 1394/1840 | Gender Differences in Solving Analytical and Practical Tasks in an Introductory Computer Science Course
[NO] 1395/1840 | Bandwidth Optimization through On-Board Cloud Masking: A Compression Efficiency Analysis
[NO] 1396/1840 | A Dynamic QoS Management Method Based on Lightweight GBM Mechanism
[NO] 1397/1840 | Research on Low-Complexity Demodulation Technology for Wireless Communications in Nuclear Power Plants
[NO] 1398/1840 | Emissivity-Free Thermal Imaging of GaN/SiC Radiofrequency Circuits
[NO] 1399/1840 | SafeStock AI: Predicting Stock Prices Through Machine Learning and Market Sentiment
[NO] 1400/1840 | Characterizing Prefill and Decode Regimes for Edge LLM Inference
[NO] 1401/1840 | Exploring the Reconstruction Loss of the Autoencoder for Ship Detection in SAR Imagery
[NO] 1402/1840 | A Virtual Agent for Talent-Job Alignment Using Generative AI and Hybrid Retrieval Mechanisms
[NO] 1403/1840 | Using Hypothesis Engineering to Manage Architectural Uncertainties in Unity DOTS Game Development: A Case Study
[NO] 1404/1840 | Proceedings of the 19th International Conference on Cooperative and Human Aspects of Software Engineering
[NO] 1405/1840 | COLTRANE: A Data Optimized and Ultra-Fast Acquisition Method for Electrical Impedance Tomography_supp1-3705620.pdf
[NO] 1406/1840 | False Data Injection and Replay Attack Detection with Dynamic Watermarking and Robust State Estimation in DC Microgrids
[NO] 1407/1840 | Synergistic Paradigm for Second Harmonic Current Redistribution and Energy Optimization in Power Supply System via Time-Frequency Modeling
[NO] 1408/1840 | Fast Prospective Motion Correction for MRI Based on Electromagnetic Induction Coils with Low Footprint and In-place Calibration_supp1-3710934.pdf
[NO] 1409/1840 | Table of Contents
[NO] 1410/1840 | 2026 9th International Conference on Circuits, Systems and Simulation (ICCSS)
[NO] 1411/1840 | How Transaction Costs and Relational Governance Shape Public-Private Partnership Contract Termination in China_supp1-3710735.docx
[NO] 1412/1840 | A Theoretical Framework for Predicting the Data Yield of Yoyo
[NO] 1413/1840 | A Model Predictive Control Strategy Based on Three-Phase PID-Form Cost Function With Visual Parameter Evaluation for PMSM
[NO] 1414/1840 | Reliability Assessment of Systems with Mixed Degradation Components: An Adaptive Hybrid Bayesian Network Framework
[NO] 1415/1840 | IEEE Computer Science and Engineering Awards
[NO] 1416/1840 | Front Cover
[NO] 1417/1840 | A DCT-LMS Algorithm With Per-Coefficient Variable Step-Sizes
[NO] 1418/1840 | Table of Contents
[NO] 1419/1840 | Zero-Rate-Output Instability Phenomena in MEMS Gyroscopes With and Without Quadrature Nulling
[NO] 1420/1840 | IEEE Aerospace and Electronic Systems Magazine Back Cover Art
[NO] 1421/1840 | <i>MentalCare</i>
                    : Contrastive Disentanglement and Positive Transfer for Generalizable Psychiatric Disorders Detection with A Wrist-worn Device
[NO] 1422/1840 | A rechargeable AA battery supporting Qi wireless charging_supp1-3709077.pdf
[NO] 1423/1840 | Key Node Identification in Continuous-Time Dynamic Graphs Via Temporal PageRank Approximation
[NO] 1424/1840 | SinColor: Uncertainty-Guided Single-Step Diffusion for Image Colorization_supp1-3702372.pdf
[NO] 1425/1840 | An Artificial Optoelectronic Neuron for In-Sensor Visual Denoising
[NO] 1426/1840 | Dynamic Modeling and Practical Application of Boiling Water Small Modular Reactor Power Plants
[NO] 1427/1840 | Institutional Listings
[NO] 1428/1840 | Copyright Page
[NO] 1429/1840 | Tactile Multidimensional Historical Feature Learning and Forecasting Enhanced by Operational Semantics
[NO] 1430/1840 | Demystifying Progressive Web Application Permission Systems
[NO] 1431/1840 | Spatiotemporal Analysis of LULC Changes and It's Impact on Land Surface Temperature using Machine Learning
[NO] 1432/1840 | GRACE-Aided Hybrid LSTM Model for Groundwater Prediction Using FEFLOW Simulations
[NO] 1433/1840 | Fake Attention Detector for Online Classes Using Computer Vision
[NO] 1434/1840 | Toward Assisted Engineering of Urban Water Infrastructure: A Systematic Review of Large Language Models in Urban Drainage
[NO] 1435/1840 | A Reconfigurable Octagonal Prism Antenna for UHF RFID Applications
[NO] 1436/1840 | Bridging Healthcare Silos Through an AI-Enabled Health Connect Platform for Seamless Integration and Intelligent Decision-Making
[NO] 1437/1840 | Bayesian Elicitation with LLMs: Model Size Helps, Extra "Reasoning" Doesn’t Always
[NO] 1438/1840 | Attestable Build Chain: Enabling Trust in Reproducible Builds
[NO] 1439/1840 | Deep Learning-Based Framework for Mangrove Species Classification using UAV Multispectral Imagery
[NO] 1440/1840 | Design and Implementation of Digital Automatic Gain Control for Digital Receiver
[NO] 1441/1840 | Classification of Precipitation Types Using INSAT-3DR Satellite Imagery
[NO] 1442/1840 | Hyperspectral Imaging-Based Marine Debris Detection Using SVM
[NO] 1443/1840 | Student Insights on the Use of GenAI for the Development of Interpersonal Communication Skills in English as a Foreign Language: A Preliminary Study
[NO] 1444/1840 | A Unified Benchmark of Audio Backbones and Synthetic Audio for Intelligent Fire Sound Detection
[NO] 1445/1840 | Research on Functional and Logical Interface Definition Methods for Intelligent Control Systems Based on MBSE
[NO] 1446/1840 | Optimized Chiller Loading in Centralized Water-Cooled Chiller: A Case Study
[NO] 1447/1840 | AI Inside the Classroom: A Modern Approach to Teaching AI Skills with Azure and Multi-Agent Concepts
[NO] 1448/1840 | Automated Water Body Detection From Panchromatic Satellite Images Using Deep Learning Technique
[NO] 1449/1840 | AI Framework for Enhanced Detection of Colonic Abnormalities
[NO] 1450/1840 | Climatic and Geospatial Assessment of Solar PV Systems for Remote Mobile Base Stations Using PVsyst and QGIS
[NO] 1451/1840 | Flood Detection Under Extreme Events Using Opera DSWX and Dual-Modal Gated Attention: A Case Study of the Southern Brazil Flood
[NO] 1452/1840 | Network Protection with Next Generation Firewalls
[NO] 1453/1840 | Machine Learning and Deep Learning for Antenna Design Optimization: A Structured Survey and Comparative Study
[NO] 1454/1840 | A Mobile-Centric Decentralized Authentication Framework with On-Chain Revocation and Real-Time Verification
[NO] 1455/1840 | A Comprehensive Survey on Food Image Recognition and Calorie Estimation Systems: Techniques, Datasets, Challenges, and Future Directions
[NO] 1456/1840 | A Field Experiment in USB Baiting at a Private University
[NO] 1457/1840 | Human-Centered Quantum Software Engineering: A Research Agenda
[NO] 1458/1840 | Keynote Talk: Lessons Learned from Four Decades of Parallel Computing
[NO] 1459/1840 | Author Index
[NO] 1460/1840 | MIPRO 2026 Cover Page
[NO] 1461/1840 | Physics-Informed Modeling of Temperature Effects in Rogowski Coils for Harmonic and Complex Signal Accuracy
[NO] 1462/1840 | TD3PG Reinforcement Learning Based Adaptive Speed Regulation of Higher Order Electric Vehicle Using Reciprocal Rank Method
[NO] 1463/1840 | Forecasting Excessive Anesthesia Depth Using EEG α-Spindle Dynamics and Machine Learning
[NO] 1464/1840 | ASTRA: Joint Latent Representation and Knowledge Transfer for Multimodal Anomaly Detection_supp1-3710522.pdf
[NO] 1465/1840 | A Model-Based Multi-Objective Optimized Active Gate Driving Method
[NO] 1466/1840 | Acoustic-URL: Multi-Signal-Domain and Multi-Channel Fusion for Unsupervised Representation Learning in Acoustic Sensing
[NO] 1467/1840 | Execution-Level Internal-Load-Regularized Wrench Control for Position-Servo Space Robot in Closed-Chain Truss Climbing
[NO] 1468/1840 | Front Cover Page
[NO] 1469/1840 | Message from the Program Chairs
[NO] 1470/1840 | Multi-Agent Software Development for Automotive Model-Based Graphical Programming
[NO] 1471/1840 | Cover Page
[NO] 1472/1840 | Analytical Models of Common-Mode Voltage Under Discontinuous Pulse Width Modulation for Three-Phase Inverters
[NO] 1473/1840 | IEEE Transactions on Big Data
[NO] 1474/1840 | Refocusing of Moving Target in Extended-Swath SAR Imaging Based on NUP-FISTA
[NO] 1475/1840 | A 65-nm Compute-in-PUF Engine for On-Chip Learnable Anomaly Detection Using 2T–2T PUF Arrays
[NO] 1476/1840 | A Robust Design Method for Quintuple-Mode Bandpass Filters With Perturbed Resonators
[NO] 1477/1840 | Convergence of Over-the-Air Federated Learning with Imperfect Channel Estimates: A Unified View
[NO] 1478/1840 | When to Answer and When to Defer: A Decision Framework for Reliable Code Predictions
[NO] 1479/1840 | Cyber or Cybernetic Security as a Naming Problem and the Referential Gap in the Ontology of Security
[NO] 1480/1840 | Enhancing Power System Reliability Through N-1 Contingency Analysis, EMS, and Load Forecasting
[NO] 1481/1840 | Exploiting Jump Point Search for Dealing with Sokoban Problems
[NO] 1482/1840 | Meta-Heuristic Algorithms Integrated with Machine Learning for Sentiment Analysis: A Review
[NO] 1483/1840 | Spatio-Temporal Analysis of LST and Rainfall in Jharkhand: A Case Study
[NO] 1484/1840 | MMTrajFormer: A Multi-Modal Transformer with Attention Residuals for Variable-Length Trajectory Prediction and Confidence Estimation
[NO] 1485/1840 | Radiometric Processing and Performance of High-Resolution EOS-08 EOIR Thermal Data
[NO] 1486/1840 | Multimodal Deep Learning for National SDG Dashboards and Cross Sector Policy Insights
[NO] 1487/1840 | Leadership and Organizational Culture as Enablers of Digital Transformation in SMEs
[NO] 1488/1840 | Benchmarking SITS-BERT++, PSE-LTAE, and AR-STAR Models for Crop Classification: A Case Study on Grapes and Strawberries in California
[NO] 1489/1840 | Deep Learning-Based Real-Time Localization of Deep-Sea Passive Sound Sources and Array Attitude Optimization Method
[NO] 1490/1840 | Large Language Models as Optimizers: A Survey of Direct vs. Tool-Augmented Approaches and Their Performance Frontiers
[NO] 1491/1840 | Regulatory Requirements of Legal AI Agents
[NO] 1492/1840 | A Review of Constant Modulus Algorithm Based Equalization Techniques for Mode Division Multiplexing Optical Communication Systems
[NO] 1493/1840 | DisTrust: Adaptive Trust-Based Verification for Resilient Distributed Computation
[NO] 1494/1840 | Vicarious Calibration Monitoring of Resourcesat-2A AWiFS Using the Lanela Site
[NO] 1495/1840 | Budget Tracker Using Voice Assistant
[NO] 1496/1840 | Research on Multi-Party Secure Computation Networks for Small Disparity Optimization
[NO] 1497/1840 | Evaluation of Emotion Recognition in ECG using Morphological Features
[NO] 1498/1840 | A High-Reliability, Low-Overhead Latch Tolerant Double-Node Upsets for Harsh Environments
[NO] 1499/1840 | A Survey of Airliner Instrument Landing Systems and UAV Vision/AI-Based Autonomous Landing
[NO] 1500/1840 | Multi-Stage DNS Tunnelling Detection Using Behavioural Analytics and AI-Based Anomaly Scoring
[NO] 1501/1840 | Adaptive Task Difficulty Adjustment in Primary Mathematics Education Using Interpretable Machine Learning
[NO] 1502/1840 | BRUCE: An Intelligent Desktop Voice Assistant Using Multimodal AI
[NO] 1503/1840 | Electrical Modeling of Randomly Oriented Copper Nanowire Networks
[NO] 1504/1840 | Design and Implementation of an AI-Based Personalized Recipe Recommendation System Using User Profiles and Multimodal Inputs
[NO] 1505/1840 | Empirical Study on Blockchain Scalability Models for High-Throughput Enterprise Applications
[NO] 1506/1840 | Satellite-Based Detection of Ships in Complex Maritime Environments
[NO] 1507/1840 | Multimodal Phishing Detection with Dual-Layer Robustness: Integrity Weighting and Norm-Gated Fusion
[NO] 1508/1840 | Model Chunking in Decentralized Learning: From Privacy Defense to Privacy Leakage
[NO] 1509/1840 | Effect of Strain Hardening in the Earthquake Cycle Progression: A Case Study from Taiwan
[NO] 1510/1840 | Application of Osprey Optimization Algorithm Improved by Fusing Multiple Strategies
[NO] 1511/1840 | An IoT-Driven Intelligent Urban Parking Management System Integrating Vision Transformerbased Real-Time Vehicle Detection and Dynamic Slot Optimization Algorithm
