[2026-05-30 10:47:45] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-29
正在获取论文...
[ACM] 2026-5-29 | BeamFormer: Transformer-based Beam Management for 6G Networks
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 598/829 | Finite-Time Stability of Switched Nonlinear Systems With Partially Unstable Modes via Hybrid Switching
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 599/829 | Investigating the Properties of Kilohertz Coaxial Self-Resonant Structures for Inductive Power Transfer
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 600/829 | IEEE Computer Society Membership
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 601/829 | High-Quality Entity Segmentation and Grounding
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 602/829 | UWarp: A Whole Slide Image Registration Pipeline to Characterize Scanner-Induced Local Domain Shift
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 603/829 | EvTurb: Event Camera Guided Turbulence Removal_supp1-3697623.pdf
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 604/829 | Optimal Temperature-Constrained Charging of IMC Trolleybuses at Low Speeds and Standstill
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 605/829 | DS-LABRNav: Land-Air Bimodal Robot Navigation With Traversable Obstacles Base on Vision-Language Model
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 606/829 | Nezha-FX: A Morphing HAUV Designed Based on Balanced Cross-Domain Performance Optimization_supp5-3691061.mp4
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 607/829 | A Stiffness-Adaptive Visuo-Tactile Robotic Palpation System for Surface Texture Profiling and Deep Lesion Localization_supp2-3691370.pdf
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 608/829 | An Efficient Optimal Trajectory Planning and Control Framework for Quadruped Robot Jumping Through Constrained Obstacles
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 609/829 | RMAS: Risk Mitigation Agent System, An Autonomous Framework for Real-Time Supply Chain Risk Management
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 610/829 | Ultra-Compact Widely Tunable Dual-Passband Microwave Photonic Bandpass Filter
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 611/829 | Without Paired Labeled Data: End-to-End Self-Supervised Learning for Drone-View Geo-Localization
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 612/829 | A Novel Online Insulation Diagnosis Scheme for HVDC Cables Based on Resonant Point Trajectory
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 613/829 | Quantification-Enabled Failure Mode Separation for IGBT Module Package Degradation Assessment
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 614/829 | Photovoltaic Scenario Generation via Multimodal Fusion and Local Window Attention
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 615/829 | Cooperative Target Fencing Safety Control for Multiple Autonomous Aerial Vehicles via Nonlinear Model Predictive Control
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 616/829 | LentiMorpho: A Lens Array Based Display with Switchable View-Dependent and View-Independent Modes by Varying Liquid Volume
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 617/829 | ACALSim: A Scalable Parallel Simulation Framework for High-Performance System Design Space Exploration
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 618/829 | Magic Gaze: Enabling Seamless Control of IoT Devices Through Eye Tracking
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 619/829 | The Need for Real-Time Metrics and Related Research Protocols
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 620/829 | Needle in a Haystack: Tracking UAVs from Massive Noise in Real-World 5G-A Base Station Data
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 621/829 | Research on a Machine Learning-Based Method for Identifying the Distribution of Radioactive Source Terms on the Inner and Outer Walls of Metallic Pipelines
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 622/829 | ICCQ
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 623/829 | A Novel Consequent-Pole Variable Flux Machine with Flux Barrier Design
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 624/829 | A Spectral-spatial Adaptive Weighted Method for Shadow Removal in Vegetation Canopy Using Multi-scale UAV-based Hyperspectral Imagery
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 625/829 | Large-Signal Stabilization of On-Board Hybrid Power Supply Systems Supplying Constant Power Load Based on Composite Control
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 626/829 | Novel Left-and-Right Two-Step Discrete ZNN Model for Time-Dependent Nonlinear Optimization With Equality and Inequality Constraints Applied to Robot Manipulator
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 627/829 | Towards SDG 7: A Quantitative Sustainability Framework for Evaluating PV+BES Systems in the Low-Carbon Transition_supp1-3696115.docx
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 628/829 | SURE: A High-Performance, Efficient, and Secure Serverless Framework Based on Unikernels_supp1-3697819.pdf
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 629/829 | Thermo-switchable Broadband Multifunctional Polarized Metamaterial
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 630/829 | Multilevel Control Strategy of Human-Exoskeleton Cooperative Motion via Gait Optimization and Fixed-time Adaptive Techniques
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 631/829 | DNN Obfuscation with Contrastive Learning for Efficient Defense against Side-Channel Attacks_supp1-3697449.pdf
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 632/829 | Particle Trapping and Optical Conveyor Belt Based on a Triple-Core Fiber
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 633/829 | The Effect of Idea Elaboration on the Automatic Assessment of Idea Originality
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 634/829 | LLM-empowered Shared Cross-Reality to Enhance Communication Skills in Individuals with Neurodevelopmental Disorders
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 635/829 | ACM SIGMM Multimodal Reasoning Workshop
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 636/829 | A Comparative Audit of Demographic Reporting Practices in Eye Tracking Datasets: Gaps and Biases
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 637/829 | From Pixels to Representations: Linking Face Preview Effects to Variational Autoencoder Codes
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 638/829 | Preprocessing Eye-Tracking Data for Reading: A Community Survey on Practices, Challenges, and Needs
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 639/829 | Multi-Modal Position Estimation of Autonomous Vehicles using Anomaly Detection and Kalman Filter
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 640/829 | Anonymous and Privacy-Preserving Post-Quantum Key Encapsulation-Based Authentication Scheme for UAV-Assisted Internet of Autonomous Vehicles
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 641/829 | TechRxiv: Share Your Preprint Research with the World!
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 642/829 | Reactive Power Compensation in Medium-Voltage High-Power Current Source Rectifier-Fed Topologies
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 643/829 | Nonsmooth Loop Filter for Phase-Locked Loops: Design, Analysis, and Validation
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 644/829 | Toward FPGA Cloud Security: A Ring Oscillator-free and Low-power Attack Circuit
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 645/829 | Performance Enhancement of an Interleaved Parallel Three-Coupled Inductor Boost Converter
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 646/829 | COSMOS-RV: A Lightweight Single-Issue Speculative Out-of-Order 32-Bit RISC-V Processor with Virtually Indexed Physically Tagged Cache Architecture and FPGA Validation
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 647/829 | EFS-YOLO: A steel surface defect detection model fusing multi-scale edge features and frequency-domain information
判定相关性时出错： Error code: 401 - {'error': {'message': "team not allowed to access model. This team can only access models=['PaddleOCR-VL-0.9B', 'GLM-4-Flash', 'GLM-CogView3-Flash', 'GLM-Z1-Flash', 'PaddleOCR-VL-1.5', 'GLM-4.5-Flash', 'GLM-4V-Flash', 'Intern-S2-Preview']. Tried to access Qwen3-235B-A22B-Instruct-2507", 'type': 'team_model_access_denied', 'param': 'model', 'code': '401'}}
[NO] 648/829 | Supervision-Guided Contrastive Learning for Rolling Bearing Fault Diagnosis under Label Scarcity
