[2025-11-21 09:10:51] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-20
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202511200000+TO+202511202359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[IEEE] 2025-11-20 | Section 3: Medical Decision Support Systems. Intelligent Systems in Healthcare
[NO] 487/1000 | A Physical Phantom of a Premature Baby for Simulation Studies of Thermophysical Processes in Neonatal Incubators
[YES] 488/1000 | Invited Paper: Towards Generative AI for Analog and RF IC Design: From Spec to Layout
[NO] 489/1000 | How Do Errors Impact NN Accuracy on Non-Ideal Analog PIM? Fast Evaluation via an Error-Injected Robustness Metric
[YES] 490/1000 | (Invited) Generalized GPU-Accelerated Dynamic Programming with Application to Mixed-Cell-Height Detailed Placement
[NO] 491/1000 | Non-Negative AdderNet: Algorithm-Hardware Co-design for Lightweight Defense of Adversarial Bit-Flip Attacks
[YES] 492/1000 | Synthesis of Standard Cells of Minimum Delay
[NO] 493/1000 | MASIM: An Energy-Efficient Multi-Array Scheduler for SIMD Logic-in-Memory Architectures
[YES] 494/1000 | MAHL: Multi-Agent LLM-Guided Hierarchical Chiplet Design with Adaptive Debugging
[NO] 495/1000 | Enhancing Image Captioning through Bridging Image-Text Gap and Reducing Hallucinations
[NO] 496/1000 | AI-Based Surrogate Modeling for Closed-Loop Control of Effluent Ammonium Concentration in Wastewater Treatment
[NO] 497/1000 | MoldSafe: An IoT Solution For Detecting Mold Growth
[NO] 498/1000 | QQ: Is 2-bit Enough? Exploiting Quantization to Enhance Computation and Memory Efficiency in Quantum Simulation
[NO] 499/1000 | Mitigating Resource Contention for Responsive On-device Machine Learning Inferences
[NO] 500/1000 | HybNet: A Deep Learning-Based Backbone Feature Extractor for Breast Cancer Classification From Ultrasound Images
[NO] 501/1000 | Personalized Control using Fractional Calculus for Patients Experiencing Surgical Stimuli
[NO] 502/1000 | Author response for "Improving New Zealand’s Vegetation Mapping Using Weakly Supervised Learning"
[NO] 503/1000 | CLiSent: A Novel Framework for Cross-Lingual Sentiment Analysis and Outlier Opinion Detection Using Transfer Learning
[NO] 504/1000 | Strategies for Enhancing the Resilience of Distribution Networks through Multi-resource Coordination under Extreme Weather Conditions
[NO] 505/1000 | IEEE CASS and SSCS Joint Student Branch Chapter at IST [Chapters]
[NO] 506/1000 | A Single-Frequency Amplitude-Modulated RFID Portable Backscatter Surface Scanner for Near-Field Permittivity Imaging
[NO] 507/1000 | A Novel Transposition Framework for Consumers to Enhance Energy Harvesting in PV System Under Heterogeneous Irradiation Conditions
[NO] 508/1000 | Defocus-Resistant Computational Imaging With Wavefront-Coding Metalens
[NO] 509/1000 | MiKA-HAD: Minority-Augmented KAN-Based Hybrid Self-Supervised Framework for Hyperspectral Anomaly Detection
[NO] 510/1000 | Bispectral Analysis for Subsurface Defect Detection Using a Differential-Excitation PECT Probe
[NO] 511/1000 | From Single Faults to System Level Compound Faults: Train Bogie System Fault Diagnosis with Multi Mode l Fusion
[NO] 512/1000 | A Method to Detect Buffer Traps by the Hysteresis Window of p-GaN HEMTs
[NO] 513/1000 | ICCAD 2025 TOC
[NO] 514/1000 | Impact-Aware Dual-Arm Manipulation: A Framework for Fast Package Handling
[NO] 515/1000 | ICCAD 2025 Cover Page
[NO] 516/1000 | OrthoHueHashChain: Distortion-Aware Hybrid Video Similarity with On-Chain Provenance
[NO] 517/1000 | CCTS: A Cross-Chain Collaborative Data Transfer Channel based on Asynchronous Confirmation Transaction Stacks
[NO] 518/1000 | Transformer-Based Phase Space Graph Convolutional Network for Modulation Recognition
[NO] 519/1000 | TripleMixer: A Triple-Domain Mixing Model for Point Cloud Denoising under Adverse Weather
[NO] 520/1000 | Section 5: Innovation Management and Quality Assurance in Healthcare
[NO] 521/1000 | Synthetic Dataset and Enhanced YOLOv11 for Robust Financial Document Layout Analysis
[NO] 522/1000 | Voronoi Rooms: Dynamic Visibility Modulation of Overlapping Spaces for Telepresence
[NO] 523/1000 | An Offset-free Data-enabled Predictive Control Approach to Closed-loop Glucose Management for Subjects with Type 1 Diabetes
[NO] 524/1000 | Proceedings
[NO] 525/1000 | Program Committee
[NO] 526/1000 | Train Positioning Method Based on Calibrated UWB Ranging Model in Tunnel Environment
[NO] 527/1000 | Fully-Covered Adversarial Camouflage against Remote Sensing Detection via Physics-Driven Rendering and Pyramid Training
[NO] 528/1000 | Probing the Visualization Literacy of Vision Language Models: the Good, the Bad, and the Ugly_supp2-3634791.pdf
[NO] 529/1000 | Circuits Without Borders: How IEEE SSCS Germany Is Powering Innovation [Chapters]
[NO] 530/1000 | A Neurostimulator for Deep Brain Stimulation with Wide Load Current and Impedance Adaptation Capability
[NO] 531/1000 | Basketball Video Analysis Based on YOLO and Transformer Framework
[NO] 532/1000 | Formal Verification of a Pacemaker
[NO] 533/1000 | Contribution-Aware Incentive Mechanism for Clustered Federated Learning: A Stackelberg Game Approach
[NO] 534/1000 | A High-Precision Joint Amplitude-Phase Extraction Method for GAFDEM Signals Based on Frequency-Domain Masking and Hilbert Transform
[NO] 535/1000 | bittide: Control Time, Not Flows
[NO] 536/1000 | Time-Domain Versus Voltage-Domain Data Conversion: Principles, opportunities, and challenges
[NO] 537/1000 | Silicon Photonic Accelerated Memory Pooling for Efficient Compute Resource Allocation
[NO] 538/1000 | 3D-MoE: Accelerating Multi-Expert Activated LLMs on 3D In/Near-Memory Computing Architecture via Hybrid Parallelism
[YES] 539/1000 | MiCo: End-to-End Mixed Precision Neural Network Co-Exploration Framework for Edge AI
[YES] 540/1000 | Hummingbird: A Smaller and Faster Large Language Model Accelerator on Embedded FPGA
[YES] 541/1000 | DIVE: Dynamic Information-Guided Variable Expansion for Deeper Analog Circuit Optimization
[YES] 542/1000 | DeepCell: Self-Supervised Multiview Fusion for Circuit Representation Learning
[NO] 543/1000 | LaZagna: An Open-Source Framework for Flexible 3D FPGA Architectural Exploration
[YES] 544/1000 | Augmented Co-Simulation for Fast Functional and System-Level Verification of HLS Accelerators
[NO] 545/1000 | Transferable Parasitic Estimation via Graph Contrastive Learning and Label Rebalancing in AMS Circuits
[NO] 546/1000 | Ultrafast Density Gradient Accumulation in 3D Analytical Placement with Divergence Theorem
[NO] 547/1000 | Correlation and Accuracy Study on a Large Defect Detection Dataset
[NO] 548/1000 | Voltage-Mode Control of Boost Converter With Zero Steady-State Error: A Predictive Solution
[NO] 549/1000 | Utilizing Barrier Phases in Set-Based Transient Power Grid Stability Analysis
[NO] 550/1000 | Evaluation of Non-Alcoholic Fatty Liver Disease from Ultrasound Images Based on Deep Learning
[NO] 551/1000 | Algorithmic Methods for Realistic Synthetic Neuronal Dendrite Surface Generation
[NO] 552/1000 | Numerical Simulation of High-frequency Current Flow Processes in Dental Tissues Affected by Caries
[NO] 553/1000 | Development of Electrical Impedance Caliperometry Methods for Assessing Skin-Fat Layer Properties
[NO] 554/1000 | FlexTEE: Dynamically Enhancing Metadata Locality Through Affine Address Transformation for Heterogeneous &amp; Secure AI Platforms
[NO] 555/1000 | Tasa: Thermal-aware 3D-Stacked Architecture Design with Bandwidth Sharing for LLM Inference
[NO] 556/1000 | Database Structure for Studying Foci of Contamination by Protective Devices
[NO] 557/1000 | ICSTCC 2025 Committees
[NO] 558/1000 | Sponsors: HotI 2025
[NO] 559/1000 | A Comprehensive Review of Wireless Power Transfer Techniques for Electric Vehicle Charging
[NO] 560/1000 | Multivariate Multifractal Spectrum Based on Detrended Fluctuation Analysis for Multivariate Short Non-stationary Time Series
[NO] 561/1000 | Privacy-Preserving Residential Short-Term Load Forecasting with Missing Data Tolerance
[NO] 562/1000 | Collaborating across Domains and Roles: an Interview Study of Visualization Design Practices
[NO] 563/1000 | Age-Critical Joint Communication and Computation Offloading for Satellite-Integrated Internet
[NO] 564/1000 | Advancing Data Governance: A Comprehensive Process Capability Model and Case Validation_supp1-3634688.docx
[NO] 565/1000 | A Comprehensive Review on Recent Advances in Insulation Materials and Pressboard Technologies for Power Transformers
[NO] 566/1000 | RAIN4C: A Multi-Layer Framework Integrating Satellite and Aerial Networks for Reliable Communications in Emergency Scenarios
[NO] 567/1000 | Vehicle state-based control for modern automotive platforms: bridging research and industrial applications
[YES] 568/1000 | From Concept to Practice: an Automated LLM-aided UVM Machine for RTL Verification
[NO] 569/1000 | Research on the application of asset pricing models in the cryptocurrency market
[NO] 570/1000 | Deep Learning-Based Financial Risk Prediction: A Hybrid Approach
[NO] 571/1000 | A Machine Learning Solution for Humanoid Robot Control Leveraging Multi-Objective Optimization
[NO] 572/1000 | Novel Convolutional Neural Network Architecture for Mental Disorder Classification
[NO] 573/1000 | Reinforcement Learning Control for a Two Rotor Aerodynamic System
[NO] 574/1000 | Digital Product Passport Data Transfer via Dataspace Connector: Technical Implementation and Analysis
[YES] 575/1000 | LambdaGo: A Functional Extension of the Go Programming Language
[NO] 576/1000 | ScanNow: A Scan Window-Based Sparse Matrix Multiplication Accelerator Design
[NO] 577/1000 | SAGE: Saliency-Aware Grouping for Efficient Mapping of LLMs on Analog Compute-in-Memory
[YES] 578/1000 | (Invited Paper) AnaFlow: Agentic LLM-based Workflow for Reasoning-Driven Explainable and Sample-Efficient Analog Circuit Sizing
[YES] 579/1000 | Design of Machine Learning Accelerators as RISC-V Extensions using an Open Source Tool Flow
[NO] 580/1000 | RTPU: Unifying Non-Private and Private Inference with Reconfigurable Architecture
[NO] 581/1000 | MIRAGE: Microarchitectural Footprints for Detecting Adversarial Attacks in One-Shot Inference
[YES] 582/1000 | Invited Paper: CMOS 2.0 - Redefining the Future of Scaling
[YES] 583/1000 | NUA-Timer: Pre-Synthesis Timing Prediction Under Non-Uniform Input Arrival Times
[NO] 584/1000 | Invited Paper: Mindful AI for Pervasive Health and Wellbeing (PHW)
[NO] 585/1000 | Micro-LED Data Interconnect for Scale-Up Networks with Record Energy Efficiency
[NO] 586/1000 | Hybrid Physics-Guided Data-Driven Estimation of Wave-Induced Doppler Shifts for SAR Ocean Surface Current Retrieval
[NO] 587/1000 | Maintaining Predictable QoS for Online Service Provisioning in Non-Terrestrial Networks via Safe Transfer Learning
[NO] 588/1000 | Gathering Requirements for Stress Management in Autistic Adults for the Development of Augmented Reality Self-Interventions
[NO] 589/1000 | Integrating ChatGPT in an Educational Platform to Provide Learning Support and Promote Critical Thinking
[NO] 590/1000 | Development of a Software Algorithm for Processing and Analysis of Video Photoplethysmogram Signals
[NO] 591/1000 | Module for Automated Assessment of Visual Function Safety in the Diagnosis of Multiple Sclerosis
[NO] 592/1000 | Possibilities of Recording Peripheral Blood Flow and Oxidative Metabolism of Biological Tissues under the Orthostatic Effects during Cosmonaut Training
[YES] 593/1000 | Blockchains: An overview of the technology, circuit primitives, and future opportunities
[NO] 594/1000 | Toward Spectrally Efficient and Physically Reconfigurable Architectures for Multibeam-Waveform Co-Design in Joint Communication and Sensing: Circuit and system tradeoffs for time-, frequency-, code-, and direct-RF array processing in JCAS/ISAC
[NO] 595/1000 | GS2Poly: Textured Polygonal Building Reconstruction Guided by Gaussian Opacity Fields
[NO] 596/1000 | ConvGA: Convolution Network Guided Genetic Algorithm for Optimal PDN Decoupling Design
[NO] 597/1000 | Sensorless Control for Dual Three-Phase PMSM Based on Anti-Windup Controller and Gain-Adaptive Super-Twisting Sliding Mode Observer
[NO] 598/1000 | Graph Neural Network Compression via Cross-Modal Distillation for On-Device mmWave Human Activity Recognition
[NO] 599/1000 | A Stable Model Reference Adaptive Controller Developed for a Prosthetic Hand Wrist
[NO] 600/1000 | CEDA Currents [IEEE News]
[NO] 601/1000 | Self-Calibrating Recombination-Type Fiber-Optic Vibration Sensor Based on FBG and F–P Cavity Integrated Structure for Extreme Environments
[NO] 602/1000 | Amplitude–Phase Spectral Attention with Self-Calibrating Spatial–Frequency Fusion for Robust Remote Sensing Change Detection
[NO] 603/1000 | iDRKAN: Interpretable miRNA-Disease Association Prediction Based on Dual-Graph Representation Learning and Kolmogorov–Arnold Network_supp1-3634550.docx
[NO] 604/1000 | Development of a Positioning System for a Portable CNC Milling Robot in Woodworking Applications
[NO] 605/1000 | RC Delay-Based Gate Voltage Modulation in Hybrid 1T-1R Memory Device for Precise Multi-Level Control
[NO] 606/1000 | Decision letter for "Improving New Zealand’s Vegetation Mapping Using Weakly Supervised Learning"
[NO] 607/1000 | Decision letter for "Improving New Zealand’s Vegetation Mapping Using Weakly Supervised Learning"
[NO] 608/1000 | ICSTCC 2025 Welcome
[YES] 609/1000 | ExactMap: Enhancing Delay Optimization in Parallel ASIC Technology Mapping
[YES] 610/1000 | ApproxGNN: A Pretrained GNN for Parameter Prediction in Design Space Exploration for Approximate Computing
[NO] 611/1000 | Efficient Beamforming Refinement for Limited Feedback FDD Massive MIMO: An Online Alternating Exploration-Estimation Approach
[NO] 612/1000 | LP-Spec: Leveraging LPDDR PIM for Efficient LLM Mobile Speculative Inference with Architecture-Dataflow Co-Optimization
[NO] 613/1000 | BARQ: Boundary-Aware Regularized Training for Accurate Inference on Computing-in-Memory Accelerators with Low-Precision A/D Conversion
[NO] 614/1000 | Educational Tool for Simplifying Block Diagrams in MATLAB Simulink
[NO] 615/1000 | Sampling Representation of CT Images by the Receptive Field Occupation Number Model
[NO] 616/1000 | A Geometry-Material Aware Point Cloud Transformer for Large-scale Unstructured Thermal Analysis in 2.5D ICs
[NO] 617/1000 | Designing with Deception: ML- and Covert Gate-Enhanced Camouflaging to Thwart IC Reverse Engineering
[NO] 618/1000 | Active Feedback Amps [Shop Talk: What You Didn’t Learn in School]
[YES] 619/1000 | Differentiable Physical Optimization
[NO] 620/1000 | Real-Time Fatigue and Attention Assessment Via Eye Tracking
[NO] 621/1000 | Ball-Plate Control System Design and Implementation for Educational Purposes
[NO] 622/1000 | CNN-Based Early Fusion with Intensity Features for Road Surface Classification
[NO] 623/1000 | Novel Phase Error Estimation Methods for Azimuth Multichannel SAR Based on Weighted Subspace Fitting
[NO] 624/1000 | How Much Can Backhaul Empty Electric Trucks Reduce Charging Wait Times for Private Electric Cars During Intercity Travels?
[NO] 625/1000 | Compression and Computing Strategy Optimization in Remote Sensing Satellite Systems
[NO] 626/1000 | A LCC-Series Compensation Network Optimization for Dipole Couplers in Autonomous Underwater Vehicles
[NO] 627/1000 | From Shrinking to Reinventing: How the IEEE Nanotechnology Council Is Shaping the Future [IEEE News]
[NO] 628/1000 | Integrating Recurrent-KAN with SAM Adapter for Blind Hyperspectral Unmixing
[NO] 629/1000 | Thermal Fault Diagnosis for Lithium-ion Batteries Based on Spatiotemporal Temperature Gradient
[YES] 630/1000 | IssueCourier: Multi-Relational Heterogeneous Temporal Graph Neural Network for Open-Source Issue Assignment
[NO] 631/1000 | DHIG: A Dynamic Hypergraph and Informer-GRU Framework for Flotation Grade Prediction in Industrial Processes
[YES] 632/1000 | Write, Rank, or Rate: Comparing Methods for Studying Visualization Affordances
[NO] 633/1000 | Adaptive Suppression of Subsynchronous Oscillations in VSG-DFIG Systems Using Hamiltonian Model-Based Approach
[NO] 634/1000 | TrialCompass: Visual Analytics for Enhancing the Eligibility Criteria Design of Clinical Trials
[NO] 635/1000 | Particle-in-Cell Simulation of an S-Band Dual-Magnetron Cooperative Phase-Locking System With Discrete Phase Transition Characteristics
[NO] 636/1000 | Message from General Chairs
[NO] 637/1000 | Continuous On-Chip Learning in Neural Networks using SOT-MRAM based CIM Architectures
[YES] 638/1000 | A Complete Modeling Methodology for Full-chip Parasitic Extraction
[YES] 639/1000 | G-Contour: GPU Accelerated Contour Tracing For Large-Scale Layouts
[NO] 640/1000 | Unveiling the Mask: Trusted Semiconductor Manufacturing through Wafer-Level Mask-Set Attestation
[NO] 641/1000 | TETRIS: On-Device Trainable Energy-Efficient FPGA Accelerator for Trustworthy and Real-Time Instance Segmentation
[NO] 642/1000 | Quantitative Cost Model and Cost Optimization Methods for Multi-Technology-Node Architecture
[YES] 643/1000 | HLSTester: Efficient Testing of Behavioral Discrepancies with LLMs for High-Level Synthesis
[YES] 644/1000 | Clay: High-level ASIP Framework for Flexible Microarchitecture-Aware Instruction Customization
[NO] 645/1000 | Underbrake Fault Detection in Automotive Systems using Advanced Neural Network Architectures
[YES] 646/1000 | Prompt, Fab, Flex: Agentic LLMs for Flexible Electronics Design
[NO] 647/1000 | Comparative study of classical coverage methods applied to trapezoidal environments
[NO] 648/1000 | Experimental Evaluation of an Overactuated Quadrotor TiltRotor Using a Didactic Gyroscopic Testbench
[NO] 649/1000 | Fuzzy Models for Assessing the Protective Functions of the Body Based on Its Antioxidant Status for Medical Expert Systems
[NO] 650/1000 | Processing of Images of Radiocontrast Coronary Angiography Using the Dual Spectral Scanning Method
[NO] 651/1000 | A hardware and Software Complex for Automated Analysis of the Functional State of Feet Based on Computer Plantograms
[NO] 652/1000 | Comparison of Neural Network and Hybrid Approaches in Analyzing Spine Radiographs of Osteoporosis Diagnosis
[NO] 653/1000 | Method for Real Time and Continuous Assessment of Arterial Stiffness
[NO] 654/1000 | Preface
[NO] 655/1000 | Lab—Application Programming with the Altera HAL
[NO] 656/1000 | Robust Image-Based Visual Servoing for Redundant Robots With Unknown Structure
[NO] 657/1000 | Improvement of Spiking Neural Network With Bit Planes And Color Models
[NO] 658/1000 | Self-Wearing Adaptive Garments via Soft Robotic Unfurling_supp1-3634909.mp4
[NO] 659/1000 | SIT-LMPC: Safe Information-Theoretic Learning Model Predictive Control for Iterative Tasks_supp1-3634881.mp4
[NO] 660/1000 | Lyapunov-based Control Barrier Functions for Real-Time Safe Navigation in Three-dimension Complex Environments_supp1-3634911.mp4
[NO] 661/1000 | JTBot: A Flexible-Rigid Junction Tensegrity Robot for Unstructured Pipeline Inspection
[NO] 662/1000 | SceneCluster: Interactive Scene Synthesis by Clustering Groups of Furniture Objects_supp1-3634829.mp4
[NO] 663/1000 | VolMoVis: Real-Time Volume Generation and Motion Visualization with Dynamic Tomographic Reconstruction
[NO] 664/1000 | Low Excess Noise Al
                    <sub>0.8</sub>
                    In
                    <sub>0.2</sub>
                    As
                    <sub>0.31</sub>
                    Sb
                    <sub>0.69</sub>
                    Avalanche Photodiodes Lattice Matched to InAs
[NO] 665/1000 | Experimental Studies of an Axially Symmetric Magnetized Cylindrical Capacitively Coupled Plasma Discharge
[NO] 666/1000 | Beyond Log Scales: toward Cognitively Informed Bar Charts for Orders of Magnitude Values
[NO] 667/1000 | Hybrid Deep Learning–SDR Sensing Framework for Noninvasive Human Emotion Recognition in Harsh Outdoor Working Environment
[NO] 668/1000 | Refined Dual-Step Calibration of MEMS Mirrors for Precision High-Resolution Beam Steering
[NO] 669/1000 | Mediating Role of Organizational Resilience: Investigating the Impact of Enterprise Risk Management Practices on Small and Medium Enterprises Performance in Guangdong's Manufacturing Sector
[NO] 670/1000 | Research on Probability Distribution Prediction Model of Commodity Sales based on MCMC and DBN
[YES] 671/1000 | Invited Paper: Resource Management on Heterogeneous Chiplets Systems
[NO] 672/1000 | EntoBench: A Benchmark Suite and Evaluation Framework for Insect-Scale Robotics
[YES] 673/1000 | Invited Paper: Multi-Agent Generative Synthesis for Analog/RF Circuit: from Scalable Topology Generation to Efficient Inverse Design
[NO] 674/1000 | Snake-3D: Differentiable Learning for Cross-Tier Logic Path Snaking Optimization in 3D ICs
[NO] 675/1000 | Application of Neural Networks for Differential Diagnosis of Inflammatory Bowel Diseases by Analyzing Endoscopic and Histological Images
[NO] 676/1000 | Stochastic Model Predictive Control with Direct Feedforward Compensation: Harvesting Idle Resources in High-Performance Computing
[NO] 677/1000 | Using ATP Bioluminescence and Fast Protein and Metabolites Liquid Chromatography for Determination of Free (Extracellular) Dietary Nucleotides in Ready-to-eat Fish and Meat Food as a Potential Factor Influencing Malignant Tumor Growth
[NO] 678/1000 | Exploring Gradient Boosting Machine for Parkinson’s Disease Classification Using Accelerometer Data
[NO] 679/1000 | Ultrasound Interaction with Cortical Bone: A Fully Theoretical Framework
[NO] 680/1000 | MPC for Pursuit Problem with Unknown Target Dynamics Partially-Identified by Ego-Centric Polar Measurements
[YES] 681/1000 | e-boost: Boosted E-Graph Extraction with Adaptive Heuristics and Exact Solving
[NO] 682/1000 | Routing-Aware Placement for Zoned Neutral Atom-based Quantum Computing
[NO] 683/1000 | Multidisciplinary Bear Deterrent System
[NO] 684/1000 | Double-Integral Synergetic Control with Integral Backstepping for Robust PMSM Performance
[YES] 685/1000 | Invited Paper: Hardware-Software Co-Design for Highly Optimized, Customized, and Reliable AI Systems
[NO] 686/1000 | Hyper-Redundant Arm Control for Load Grasping
[NO] 687/1000 | SSCS Partners With EPICS in IEEE to Support Service Learning Projects Impacting Both Students and Communities [Society News]
[NO] 688/1000 | Physics-Enhanced Neural Network Compact Model for Fast and Flexible Transistor Modeling
[NO] 689/1000 | Two-Stage Temporal and Correlation Analysis: Enhancing Battery Health and Life Prediction with MINE-Graph-Mamba
[NO] 690/1000 | AdaptGeo: Parameter-Efficient Cross-View Geo-Localization via Frozen Foundation Model and Transformer Adapter
[NO] 691/1000 | Visual Reinforcement Learning with Multi-Objective Representation Alignment
[NO] 692/1000 | A Short-Circuit-Avoiding SVPWM Algorithm for Transformerless Back-to-Back Cascaded H-bridge Converter to Reduce Current THD
[NO] 693/1000 | Research on Personalized Recommendation System for B2C E-commerce Based on Online Consumer Behavior
[NO] 694/1000 | Residual Temporal Coupled Matrix Factorization for Financial Asset Recommendation
[NO] 695/1000 | Comparative Study of Closed-Loop System Identification Methods for Real-Time Embedded Mechatronic Applications
[NO] 696/1000 | Gamified AR System for Treating Pediatric Dentophobia
[NO] 697/1000 | A TSCH-Based Wireless Control Network for Fast Industrial Processes Using IEEE 802.15.4 Extensions
[YES] 698/1000 | XSSnake: A Practical Study in Synthetic XSS Payload Generation
[NO] 699/1000 | Soft Sensing of Dissolved Oxygen in WWTPs: A Practical Comparative Study of Data Preprocessing Techniques for GRU Networks
[NO] 700/1000 | Prototypical Networks for Neurovascular Inclusions Identification by Frequency Domain Near Infrared Spectroscopy in Neurosurgery
[NO] 701/1000 | The Method and Telemedicine System for the Dynamic Correction of the Stereotype of the Interaction of the Feet with the Support
[NO] 702/1000 | Design of Brain Vessel Phantom Model with Aneurysm for Bench Tests Using Optical Flow Visualization Methods
[YES] 703/1000 | Optimization of Smart Contract Reentrancy Vulnerabilities Based on Static Analysis
[NO] 704/1000 | Lyapunov Control of a Load Torque Emulator with Bidirectional DC-DC Converter
[NO] 705/1000 | Nondimensional Analysis of Particle Behavior in a T-Type Optofluidic Chip_supp1-3628023.pdf
[YES] 706/1000 | Kokkidio: Fast, expressive, portable code, based on Kokkos and Eigen
[YES] 707/1000 | Software-Style Hardware Debugging: A Hardware Generation, Simulation and Debugging Framework
[NO] 708/1000 | Leaks beyond Bits: Deep Learning-Assisted Side-Channel Attacks on Hyperdimensional Computing Accelerators
[NO] 709/1000 | FACAM: Design and Optimization of A Compact Energy Efficient FeFET-Based Analog Content Addressable Memory
[YES] 710/1000 | Achieving Simultaneous Buffering and Steiner Tree Synthesis via Harmonic Based Reinforcement Learning
[NO] 711/1000 | Ovarian Tumor Segmentation in Ultrasound Images Using U-Net Architectures
[NO] 712/1000 | Cybersecurity Challenges and Strategies in Critical Infrastructure Systems: A Comprehensive Survey
[NO] 713/1000 | Improving citizens’ wellbeing using digital technologies for cardiovascular monitoring
[YES] 714/1000 | Automatic Microarchitecture-Aware Custom Instruction Design for RISC-V Processors
[NO] 715/1000 | LLM-Barber: Block-Aware Rebuilder for Sparsity Mask in One-Shot for Large Language Models
[YES] 716/1000 | PCBFormer: Understanding 3D Structure of RealWorld PCB Traces for S-Parameter Prediction
[NO] 717/1000 | Quantization Distortion Suppression for Signum Coded SAR Based on Hamming Frequency Modulation Transmitted Signal
[NO] 718/1000 | Performance Analysis of Broadcast Cellular Networks with Stochastic Geometry and Fountain Codes
[NO] 719/1000 | Formation Scaling Maneuver Control of Multiagent Systems: An Approach Based on Distributed Optimization
[NO] 720/1000 | Enhancing Data Visualization Literacy: a Comparative Study of Learning Materials in Schools
[NO] 721/1000 | IEEE Access
[NO] 722/1000 | Spatiotemporal-Conditional Information Fusion Classifier-Free Guidance Rectified Flow Model for Bearing Fault Diagnosis
[NO] 723/1000 | Table of Contents
[NO] 724/1000 | Copyright Page
[NO] 725/1000 | Section 6: Educational Technologies in Biomedical Engineering
[NO] 726/1000 | A Surface Integral Equation Solver for Simulation of Metasurfaces Described by Monoanisotropic Generalized Sheet Transition Conditions
[NO] 727/1000 | A 109-dB SFDR Continuous-Time Delta-Sigma Modulator for Audio Using Bi-Directional Advancing Data Weighted Averaging
[NO] 728/1000 | Integrated Temperature and Humidity Sensing Using a Condensation-Resistant FBG Sensor for Saturated Humidity Environments
[NO] 729/1000 | Nondimensional Analysis of Particle Behavior in a T-Type Optofluidic Chip_supp5-3628023.avi
[NO] 730/1000 | Interpretable Robot Control via Structured Behavior Trees and Large Language Models
[NO] 731/1000 | Adaptive and Redundancy-Aware Multimodal Fusion for Sensing–Assisted Beam Prediction
[NO] 732/1000 | Vehicle Routing Problem With Pick-up and Delivery Tasks in Obstacle-Cluttered Environment
[NO] 733/1000 | Analysis of Leading FPGA-based Hardware Technologies Efficiency in DNA Reassembly
[NO] 734/1000 | Machine Learning-Based Detection of Pain from EEG Signals
[NO] 735/1000 | Structural Analysis of Spatial Dendritic Spines Distribution Patterns in Norm and Alzheimer’s Disease Pathology
[NO] 736/1000 | Study of Optical System Elements’ Characteristics for Non-Invasive Glucose Measurement in Biological Medium
[NO] 737/1000 | Construction of Enterprise Credit Risk Assessment Model Driven by Graph Neural Network
[YES] 738/1000 | ASTRA: Automatic Sizing of Transistors with Reasoning Agents
[NO] 739/1000 | SecureVault: Bridging the Security-Usability Gap Through Gamified Password Management
[NO] 740/1000 | Reliability Analysis of a Smart Indoor Garden Developed Using IoT Technologies
[NO] 741/1000 | From Overfitting to Generalization: A Methodological Framework for Heart Failure Detection Using Optimized Ensemble Machine Learning Models
[NO] 742/1000 | Development of a Comprehensive Process Management and Optimization System Using the Windows API
[NO] 743/1000 | Frequency Modulation for Task-Oriented Communications and Multiple Access
[NO] 744/1000 | TickTockStack: In-Datapath Current Imbalance Elimination Using Clocked Differential Logic in a Voltage Stacked Vector Processor
[NO] 745/1000 | Adder-DCIM: A Parallel Bit-Flexible Digital CIM Accelerator Joint Model Compression Framework for AdderNet Inference
[NO] 746/1000 | HyperEF 2.0: Spectral Hypergraph Coarsening via Krylov Subspace Expansion and Resistance-Based Local Clustering
[NO] 747/1000 | BAGNet: A Boundary-Aware Graph Neural Network for SRAM Yield Analysis in Post-LayoutSimulation
[NO] 748/1000 | TOGGLE: Temporal Logic-Guided Large Language Model Compression for Edge
[NO] 749/1000 | High-Resolution Full-Chip Thermal Resistance Extraction of BEOL Interconnects in 3-D ICs Considering Detailed Via Connectivity
[NO] 750/1000 | Self-Error Detection and Correction Techniques for Reliable and Efficient Selector-Only Memory
[NO] 751/1000 | Uncovering the Limitations of Query Performance Prediction: Failures, Insights, and Implications for Selective Query Processing
[NO] 752/1000 | DataWink: Reusing and Adapting SVG-based Visualization Examples with Large Multimodal Models
[NO] 753/1000 | CSFD-AFM: Multimodal Remote Sensing Image Registration via Cyclic Shift Feature Descriptor and Adaptive Feature Matching Strategy
[YES] 754/1000 | Contents
[NO] 755/1000 | Saturation-Tolerant Adaptive Prescribed Performance Control of Multitasking Steer-by-Wire System with Hardware Experiments
[NO] 756/1000 | Multispectral Time Delay and Integration Imaging with One Coded Measurement
[NO] 757/1000 | Structural Analysis of a Serpentine Superconducting Magnet for the Interaction Region of the Electron Ion Collider
[NO] 758/1000 | Industry-Service Matrix for Autonomous Vehicle: Framework Development and Empirical Validation
