[2026-09-16 23:19:54] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-15
正在获取论文...
[arXiv] 2026-09-15 | NeuroTS-Net: Multi-Class Semantic Segmentation of Pediatric Brain Tumors in Multi-Modal MRI
[NO] 1054/2000 | When Not to Answer: Confidence-Aware Response Control for Hallucination Reduction in Consumer Rights Question Answering
[NO] 1055/2000 | FastLightCNN: An Ultra-Lightweight Attention-Based Convolutional Network for Edge-Oriented Digit Recognition
[NO] 1056/2000 | Asset Pricing and Volatility Forecasting in Financial Markets Integrating Deep Learning with Traditional Econometric Models
[NO] 1057/2000 | Model-Driven Engineering of Synthetic Data Pipelines for AI-Enabled Healthcare Systems
[NO] 1058/2000 | 10 Systemic Changes to Broaden Participation in Computing
[NO] 1059/2000 | Comparative Evaluation of Commercial Piezoelectric Film and Piezoelectret Insoles for Gait Sensing
[NO] 1060/2000 | Effect of JAYA-Based Noise Covariance Optimization on UKF Performance for SOC Estimation in Battery Electric Vehicle Cells
[NO] 1061/2000 | Wigner Formalism for Coherent Quantum Structures in Photonic Devices
[NO] 1062/2000 | LPA-MoE: A Lightweight Period-Aware MoE Model for Time Series Forecasting in Data Centers
[NO] 1063/2000 | Metasurface Antenna Applied in Millimeter-Wave Imaging Systems
[NO] 1064/2000 | Printed VO₂ Tiles for Tunable Holographic Metasurface
[NO] 1065/2000 | Deep Learning Based Water Detection Using Satellite Imagery Using Mask R-CNN
[NO] 1066/2000 | Performance Analysis of NOMA-Assisted Indoor Multi-Waveguide Pinching-Antenna Systems
[NO] 1067/2000 | Enhancing 3D LiDAR Object Detection in Real-World Infrastructure With Trained Models Using Simulation Data
[NO] 1068/2000 | DVFusion: Dual-View Attention and Geometry-Guided Fusion for 4D Radar-Camera 3D Detection
[NO] 1069/2000 | Multi-Metric Prototypical Networks for Few-Shot Class-Incremental Learning
[NO] 1070/2000 | Microfabrication of Cr/Al-Si MSM chip by direct laser writing with photoelectric response for sensing
[NO] 1071/2000 | Blind IRS Beamforming Using Only Received Signal Power Measurements
[NO] 1072/2000 | Sensor-Placement-Agnostic Sonomyography: Toward Continuous High-Dimensional Control by Users with Tetraplegia
[NO] 1073/2000 | Variable Admittance Force Control with Dead Zone Compensation for Tendon-Sheath Mechanisms in Exoskeleton Applications
[NO] 1074/2000 | Wavelet-Conditioned Diffusion-Based Adversarial Defense for Automatic Modulation Classification
[NO] 1075/2000 | Biases in Human and AI-Assisted Requirements Elicitation for Mental Health Wearables
[NO] 1076/2000 | Uncovering the Low-Dimensional Task-Cost Manifold of Human Gait through Inverse Optimal Control
[NO] 1077/2000 | NUSOD 2026 Organizing and Program Committees
[NO] 1078/2000 | An Attention-Enhanced U-Net-Based Network for Automatic OTFS Waveform Generation
[NO] 1079/2000 | Overview of Voltage Sag Evaluation and Mitigation Techniques for Electrical Power Systems
[NO] 1080/2000 | Boundary-Aware Semi-Supervised Segmentation for Rail Surface Defects
[NO] 1081/2000 | Dispersion Engineered Passive Phase Shifter Design for Enhanced Bandwidth in C-Band
[NO] 1082/2000 | How Nanotextures Influence Electric and Electronic Properties in Perovskite Solar Cells
[NO] 1083/2000 | Design of an Integrated Model for Hybrid AI–Physics Co-Optimization and Validation in Transmission–Distribution Power Networks
[NO] 1084/2000 | Low-Error SoC and SoH Estimation on Batteries Using an Advanced Coulomb Counting Approach with Machine Learning Integration
[NO] 1085/2000 | An Integrated Cyber–Physical–Financial Risk Assessment in Power Distribution Networks
[NO] 1086/2000 | RDAF-YOLOv11: A Rearrangement-Driven Adaptive Fusion Network for UAV Small-Object Detection
[NO] 1087/2000 | A Modified Terminal Sliding Mode Controller for Fault Characteristic Compensations in Bushfire-Prone Electrical Distribution Networks
[NO] 1088/2000 | High-Fidelity Text-Controllable 3D Digital Human Generation via 3D Gaussian Splatting
[NO] 1089/2000 | A 130nm Field-Programmable Analog Array Fabric Enabled by an Analog Standard Cell Library
[NO] 1090/2000 | Table of Contents
[NO] 1091/2000 | Integrated Planar Magnetics based LLC Resonant Converter using Asymmetrical Imbalanced Winding Technique
[NO] 1092/2000 | An In-Vehicle Child Cry Recognition System Using Deep Learning Techniques
[NO] 1093/2000 | A Hierarchical Hardware-in-the-Loop Agentic Framework for Smart Home Automation
[NO] 1094/2000 | Assessing Accuracy of Different Textile-Based Sensors in Respiration Monitoring
[NO] 1095/2000 | SVSS-LMS Adaptive Control for PV-EV Charging Station with Residential Load Integration and Grid Support
[NO] 1096/2000 | A Novel Thirteen-Level Switched Capacitor-based Inverter
[NO] 1097/2000 | ESP32-Based Multi-Sensor Rover for Landmine and IED Detection
[NO] 1098/2000 | A Greedy Skeleton Retrieval Framework for Vietnamese Text-to-Sign Generation
[NO] 1099/2000 | Practical Deployment of Multi-Modal Sensor Fusion on Autonomous Delivery Robot: Real-World Implementation and Performance Analysis
[NO] 1100/2000 | Performance analysis of Grid-to-Vehicle operation for an Electric Vehicle
[NO] 1101/2000 | Grid-Integrated Solar EV Charging: A Sustainable Approach to Urban Mobility
[NO] 1102/2000 | Textile-based metamaterials for electromagnetic wave filtering and guiding
[NO] 1103/2000 | HAPI: A Hybrid Knowledge Graph and Vector Search Framework for Efficient Vietnamese Traffic Law Retrieval
[NO] 1104/2000 | Operationalization Matters: When Graph-Aware Learning Adds Value for IC-Based Influence Approximation
[NO] 1105/2000 | Intelligent Mineral Prospecting Prediction Based on Geoscience Big Data: Data Construction, Algorithm Integration, and System Application
[NO] 1106/2000 | Automatic Optimization Method of Synonym Dictionary Based on Large Language Models
[NO] 1107/2000 | AI-Based Real Estate Price Prediction
[NO] 1108/2000 | A Domain Specific Language for Pattern Specification and Automated Validation for Metamodel-Based Languages
[NO] 1109/2000 | EduRecap: A Multimodal AI Framework for Lecture Transcription, Summarization, Visualization, and Interactive Learning
[NO] 1110/2000 | Quantum Federated Learning for IoT: Empirical Evaluation of Security, Privacy, and Efficiency Trade-Offs
[NO] 1111/2000 | Cascaded Sliding Window Decoding for PS-LDPC Codes in High Speed Communications
[NO] 1112/2000 | Behavior-Driven Electricity Theft Detection Using Machine Learning Under Imbalanced Smart Meter Data
[NO] 1113/2000 | Design and Mechanism Analysis of Drag Reduction for UAV Rotor Blades Based on Bionic Structures
[NO] 1114/2000 | From Prediction to Decision-Making: A Systematic Review of Artificial Intelligence in Predictive Cardiology
[NO] 1115/2000 | A Conceptual Framework for Adaptive Coordination of Hybrid Teams in Emergency Scenarios
[NO] 1116/2000 | Optimization of Charging-Station-Assisted Multi-UAV Data Collection Task Allocation
[NO] 1117/2000 | Exploring Millennials' Purchase Intention Toward Organic Personal Care Products Using Behavioral Modelling Techniques
[NO] 1118/2000 | A 300-GHz Broadband Power-Reconfigurable Load-Modulated Balanced Amplifier
[NO] 1119/2000 | Semantic-Augmented Item Graph Denoising with Collaborative Signals for Multimodal Recommendation
[NO] 1120/2000 | A Secure Deep Joint Source-Channel Coding Method for UAV-Assisted Image Transmission
[NO] 1121/2000 | Adaptive Prosthetic Wrist Reduces Compensatory Movements During Grasping
[NO] 1122/2000 | A Continuously Tunable Silicon-Based 3D Matching Network for Heterogeneous RF Transceiver
[NO] 1123/2000 | A Novel 3D MIMO GBSM for UAV Air-To-Air Communications
[NO] 1124/2000 | Ethical AI Framework for Protecting Human Rights in Digital Surveillance Systems
[NO] 1125/2000 | MCG-PPO for Fully Decentralized Multi-UAV Collaborative Coverage in Post-Disaster Environments
[NO] 1126/2000 | VTP: A Task-Aware Transmission Protocol for Edge Vision-Language-Action Robotic Systems
[NO] 1127/2000 | Real-Time Gesture Recognition on Mobile Devices Using Deep Learning with Fully On-Device Inference
[NO] 1128/2000 | Generation of Deterministic and Heralded Single Photons for Quantum Technologies
[NO] 1129/2000 | A Dual-Level Ensemble Heuristic with Differential Evolution for Large-Scale Multi-Satellite Space Target Tracking
[NO] 1130/2000 | Reconfigurable Battery Module Integration and Performance Evaluation for Electric Vehicle
[NO] 1131/2000 | Virtual Synchronous Generator-based Grid-Forming Control of a DFIG-based Wind Energy Conversion System
[NO] 1132/2000 | Data-Driven SOH Estimation for Embedded Battery Management Systems
[NO] 1133/2000 | Many-Body Electronic Structure of InAsP/InP Nanowire Quantum Dots and Quantum-Dot Molecules
[NO] 1134/2000 | Hybrid LSTM–GRU Architecture for Current Prediction in Polycrystalline Solar Cells
[NO] 1135/2000 | Using Game Theory to Model Human-Exoskeleton Co-Adaptation
[NO] 1136/2000 | Metasurface-Enabled Superheterodyne Transmitter: Architecture, Prototype, and Experiments
[NO] 1137/2000 | Design and Fabrication of a Passivated, Semitransparent, and Anatomy-Conformable Wearable Sensor Using a Cost-Effective Encapsulation Process
[NO] 1138/2000 | Towards Trustworthy Generative AI: A Hybrid RAG-GAN Model for Controlled and Knowledge-Grounded Generation
[NO] 1139/2000 | Energy-Efficient User Scheduling and Resource Allocation for NOMA-Enabled URLLC in Industrial IoT Systems
[NO] 1140/2000 | From Passive Querying to Proactive Data Services: A Demand-Aware Data Fabric Framework for Multi-Platform Data Environments
[NO] 1141/2000 | Analytical BER Modeling of Asynchronous Vehicular OCC Systems Using Rolling Shutter and UPSOOK
[NO] 1142/2000 | GAPPO: An Adaptive Reward-Driven Optimization for High-Accuracy, Low-Latency 6G Positioning
[NO] 1143/2000 | Chaotic-Outline X-Band Patch Antenna Bandwidth Optimization via Metaheuristic Algorithms
[NO] 1144/2000 | KubeShield: Multi-Modal Anomaly Detection for Kubernetes Using Ensemble Learning
[NO] 1145/2000 | Structural and optical properties of sputtered carbon films on Cu buffer-layer for sensing applications
[NO] 1146/2000 | A Privacy-Aware Machine Learning Model for IoT EcoSystems
[NO] 1147/2000 | Hierarchical Modeling and Thermal Analysis of a 355.2 V EV Battery Pack using MATLAB Simscape
[NO] 1148/2000 | Capability-Speed-Coupled Mission Planning for Heterogeneous UAV Swarms
[NO] 1149/2000 | Complex-Metric Higher-Order Dependency Network with Adaptive Backoff for Global Shipping Trajectory Modeling
[NO] 1150/2000 | A Preliminary Demonstration-to-Waypoint Reinforcement Learning Framework for Constrained Robot Skill Acquisition
[NO] 1151/2000 | RBF-Based Adaptive Line-of-Sight Guidance Law for Unmanned Surface Vehicle Path Following
[NO] 1152/2000 | Mediating Role of Employer Branding in Enhancing Employee Retention in Tech Companies: An Empirical Investigation
[NO] 1153/2000 | Efficient Multiscale Point Cloud Transformer for Time-Modulated Array Synthesis
[NO] 1154/2000 | Comparing Uncertainty Measurement and Mitigation Methods for Large Language Models: A Systematic Review
[NO] 1155/2000 | From Point Clouds to Digital Heritage Models: Integrated TLS, UAV Photogrammetry and Scan-to-BIM for the Reconstruction of Ulpia Traiana Sarmizegetusa
[NO] 1156/2000 | Towards Fully Integrated Terahertz Frontends: Silicon Photonics Meets Resonant Tunneling Diodes
[NO] 1157/2000 | A teaching model of soil geography integrating digital soil mapping and machine learning Inquiry-based learning design and effect evaluation based on high-precision spatial prediction
[NO] 1158/2000 | Research on Constructing a Quality Evaluation Model for College Physical Education Teaching Based on the PSO-BPNN Algorithm
[NO] 1159/2000 | From MOOC Clickstreams to Teaching Actions: A Learning-Analytics Decision-Support Pipeline for Risk Ranking in Skill-Oriented Blended Instruction
[NO] 1160/2000 | Road Pothole and Crack Detection Based on Improved YOLOv13 and OpenCV Refinement
[NO] 1161/2000 | IFC4.3 Semantic Recovery for Semantically Constrained Bridge BIM Models: A Prototype-Driven, Knowledge-Enhanced LLM Framework
[NO] 1162/2000 | Incomplete Multimodal Emotion Recognition Based on a Graph-Aware Neighborhood Aggregation Network
[NO] 1163/2000 | SafetyMind: A Multi-Agent Framework for Data-Driven Traffic Safety Education
[NO] 1164/2000 | Robotic System for Intelligent Seismic Node Deployment
[NO] 1165/2000 | NovaWM: An Action-Conditioned World Model for State Simulation in StarCraft II
[NO] 1166/2000 | Research on Structural Innovation Design and Application Prospect of External Container Vehicle Transport Rack
[NO] 1167/2000 | Cross-modal Raman Image Generation Based on FTIR Data for Glioma Diagnosis
[NO] 1168/2000 | Design and simulation of turbocharger in intake system of naturally aspirated engine
[NO] 1169/2000 | A Large Model-Based Question-Answering System for Urban Water-logging Risk Prevention Design and Application
[NO] 1170/2000 | A Mechanism Analysis of Contrastive Self-Supervised Learning for Dependency Parsing in a Morphologically Rich Language: Word-Order Invariance Does Not Imply Parsing Gains on Tamil
[NO] 1171/2000 | DASCENet- Domain-Adaptive Stochastic Capsule Ensemble Network for Early Diagnosis of Parkinson 'S Disease Using Deep Learning
[NO] 1172/2000 | Performance Comparison of Battery SoC Estimation Methods
[NO] 1173/2000 | A Hybrid Framework for Automated News Classification for the Low-Resource Assamese Language
[NO] 1174/2000 | A Transformer-Based Educational Resource Integration and Personalized Recommendation Model for Higher Education
[NO] 1175/2000 | Fusing Binary SNN and Lightweight CNN: An Ensemble Learning Method
[NO] 1176/2000 | Nonlinear Mechanical Behavior Analysis of Arch Bridges Using Physics-Informed Neural Networks
[NO] 1177/2000 | Survey on Verifiable Machine Learning
[NO] 1178/2000 | Research on Construction of Automatic Machining Process Control Algorithm for Mechanical Manufacturing Equipment Fused with Deep Learning
[NO] 1179/2000 | A Situation Prediction Method for Low-Altitude Agents
[NO] 1180/2000 | Empathetic Gamified Feedback for English Learners: A Lightweight Reward Calculator with Dynamic Sentiment Adaptation
[NO] 1181/2000 | Innovative Applications of Artificial Intelligence Technologies in Content Production for the New Media Operations of Traditional Media
[NO] 1182/2000 | Research and Design of a Big Data-Driven Hybrid Weighting Algorithm for the Comprehensive Evaluation of Distance Teaching Platforms
[NO] 1183/2000 | AI-Empowered Teaching Reform Exploration and Practice of the “Python Business Data Analysis” Course
[NO] 1184/2000 | Traffic Data Imputation Model Combining the MSF Mechanism with the Weighted Truncated Schatten-p Norm
[NO] 1185/2000 | Research on the Application of Humanoid Robots in Logistics Sorting
[NO] 1186/2000 | Dual-Agent Synergy: Enhancing Emotion Inference from Pandemic Behaviors via Adaptive RAG and Chain-of-Thought Reasoning
[NO] 1187/2000 | Generative AI-Assisted Creative Modeling for Art Education
[NO] 1188/2000 | The Non-linear Relationship between AI Adoption and Corporate Performance: A Machine Learning Approach with Evidence from Chinese A-share Listed Companies
[NO] 1189/2000 | A Framework for Controllable Multi-objective Learning with Annealed Stein Variational Hypernetworks
[NO] 1190/2000 | The Role of State-Owned Enterprises (SOEs) as Institutional Enablers: Evidence from Access to Finance, Regulation, and Energy Sector Growth in Ghana
[NO] 1191/2000 | Multivariable Environmental Control for Large-Scale Edible Mushroom Cultivation Workshops Based on a Fuzzy Adaptive Decoupling Algorithm
[NO] 1192/2000 | Party Building Guidance+Digital Empowerment: Analysis of the Integrated “Service-Governance” Path for New Employment Groups in the Guangdong-Hong Kong-Macao Greater Bay Area—Based on Machine Learning Methods
[NO] 1193/2000 | Classification of Compliance Risk Levels for Listed Companies' Market Value Management Based on Machine Learning Algorithms
[NO] 1194/2000 | The Development and Application of Laser-Induced Acoustics in Cross-Air-Sea Interface Communication: A Review
[NO] 1195/2000 | STAR-RIS-Assisted 6G Service Multiplexing
[NO] 1196/2000 | Collaborative Industrial Internet of Things: Transitioning Toward Industry 5.0
[NO] 1197/2000 | Author response for "SCEA: Clustering Method for Detecting Hotspots in Irregularly Gridded Spatial Data"
[NO] 1198/2000 | Semantic Disambiguation Transformer for Multimodal Emotion Understanding
[NO] 1199/2000 | Speech Emotion Recognition Using Transformer-Based Architectures with Self-Attention Mechanisms
[NO] 1200/2000 | Zero-Shot and Few-Shot Ultra-Deep Learning for Muliclass IoT Routing Attack Detection Using ROUT-4-2023 Dataset
[NO] 1201/2000 | Integrative Learning Framework for Floods and Landslides Prediction
[NO] 1202/2000 | Machine Learning Based Soc and Soh Prediction for Renewable Battery Systems
[NO] 1203/2000 | Monocular 3D Lightweight Lane Detection Method Based on Top-K Candidate Anchor Pruning
[NO] 1204/2000 | Machine Learning-Based Prediction and Interpretation of the Creep Index of Clays
[NO] 1205/2000 | An End-to-End Framework for Generating Circuit Schematics for Physics Education from Natural Language
[NO] 1206/2000 | Needle insertion trajectory planning and tracking via fusion of RRT* and TD3 algorithms
[NO] 1207/2000 | Evaluating the Effectiveness of Intelligent Traffic Warning Facilities in Localized Fog Highway Sections: Evidence from a Driving-Simulation Experiment
[NO] 1208/2000 | A Random Forest-Based Study on Predicting Anxiety Symptoms Under Psychosocial Stress
[NO] 1209/2000 | How AI Assistance Affects Human Skill Development: A Study of Learning with Logic Puzzles
[NO] 1210/2000 | Proceedings of the 2026 ACM Conference on Human-AI Complementarity and Alignment
[NO] 1211/2000 | Assisting Developers in the Selection of Generative AI Models
[NO] 1212/2000 | AI-Powered Risk Prediction Systems for Irregular Migration Monitoring
[NO] 1213/2000 | BiomechAgent: AI-Assisted Biomechanical Analysis Through Code-Generating Agents
[NO] 1214/2000 | ALIGN: A Real-Time Biomechanical Feedback System Using Computer Vision and Ergonomic Risk Assessment
[NO] 1215/2000 | Automated Software Testing in the Era of Digital Transformation: A Systematic Literature Review of Data-Driven Approaches
[NO] 1216/2000 | Design of Pneumatic Conveying Feed Pipe Based on CFD
[NO] 1217/2000 | Automatic Speech Recognition for Minority Languages: the Case of Amazigh - a Comparative Study
[NO] 1218/2000 | Euler-Spiral Kinematic Modeling of a Cable-Driven Continuum Robot with Passive Variable Stiffness for Neurosurgical Applications
[NO] 1219/2000 | Robust Mmwave Beam Prediction Under Localization Uncertainty Via Cross-Modal Consistency Assessment
[NO] 1220/2000 | Stay or Switch: Online Conformal Bayesian Optimization Guided Fluid Antenna Configuration
[NO] 1221/2000 | Time Warping Hybrid Modeling for Case Arrivals in Business Process Simulation
[NO] 1222/2000 | A Novel Farm-Level Dataset and Real-Time Detection Framework for Shrimp Black Spot Disease
[NO] 1223/2000 | Analyzing Consumer Perception of Eco-Friendly and Sustainable Products
[NO] 1224/2000 | Altitude-Stratified UAV Imaging and YOLOv8 Machine Learning for Scalable Seagrass Detection and Coastal Habitat Mapping in the Philippine Intertidal Zone
[NO] 1225/2000 | Thermal-Induced Deflection-Drift Modeling in Acousto-Optic Deflectors for High-Precision Laser Beam Steering
[NO] 1226/2000 | Trajectory Modeling and Field Validation of a Badminton Shuttlecock Launcher with High-Speed Measurements
[NO] 1227/2000 | Personalized Federated Learning via Double Knowledge Distillation for Heterogeneous Model Deployments
[NO] 1228/2000 | Organizing Committee
[NO] 1229/2000 | Balanced Multi-View Feature Selection Via Differential Information Loss and $\ell _{\ln, 2}^{2}$-Norm Regularization
[NO] 1230/2000 | Gain Characteristics of Erbium-Doped Thin-Film Lithium Niobate Waveguide at Cryogenic Temperatures
[NO] 1231/2000 | Rapid Inverse Design of MIM-Enhanced EBG for Broadband Suppression of Coupling Resonance in Ceramic SiP
[NO] 1232/2000 | Hydrogen Reservoir-Mediated Reliability Recovery From Light-Induced Degradation in CMOS Image Sensors
[NO] 1233/2000 | Beyond the Bit Pipe: CUbiC’s Ubiquitous Edge-to-Cloud Connectivity for AI Infrastructure
[NO] 1234/2000 | A Framework for Pattern-Based Pedagogical Control of Large Language Models in Higher Education
[NO] 1235/2000 | Diabetic Retinopathy Classification from OCT Images using CNNs and Hybrid Multifractal Architectures
[NO] 1236/2000 | A Rigorous Method Evaluating Effective Bit Precision of an Analog Photonic Computing System
[NO] 1237/2000 | Rapid Synthesis of Fragmented $\mathbf{E u}_{\mathbf{2}} \mathbf{T i}_{\mathbf{2}} \mathbf{O}_{7}$ Enabling Fast Lithium Storage
[NO] 1238/2000 | SCAmodal: Reasoning Aware Amodal Completion via Semantic Geometric Dual Guidance
[NO] 1239/2000 | Multimodal Robotic Assessment of Wrist Muscle Fatigue in Two Dimensional Tasks
[NO] 1240/2000 | Empowering Women in South India's Textile Sector: Socioeconomic Impacts, Challenges, and Technological Interventions
[NO] 1241/2000 | Enhancing Cloud Insider Threat Detection Using Ilstm with Comparable User Behavior and Blockchain
[NO] 1242/2000 | A Node-Aware Comparative Analysis of 6T and 8T Sram Cells Across 180 Nm, 90 Nm, and 45Nm CMOS Technologies
[NO] 1243/2000 | Marketing Strategies in the Automobile Sector: A Consumer Behaviour Analysis in the Digital Era
[NO] 1244/2000 | Minimizing AoI for UAV-Based Status Gathering in Remote Areas
[NO] 1245/2000 | Green Blockchain for Sustainable Supply Chains: A Comparative Review of PoW, PoS, and PoA Consensus Mechanisms
[NO] 1246/2000 | Systematic Visualization of Articulatory Motion and Formant-Tocoordinate Mapping Across Classes and Groups
[NO] 1247/2000 | BEV-Space Temporal Fusion for Multi-Modal Beam Prediction in Vehicular mmWave Systems
[NO] 1248/2000 | Integrating Temporal Embeddings and Semantic Context for Robust Adverse Drug Event Detection
[NO] 1249/2000 | Robust Composite Current Regulation for Electrolytic-Capacitor-Free PMSM Drives via Fractional-Order Quasi-Resonant
[NO] 1250/2000 | Predictive Inter-Carrier Interference Pre-Compensation for Target-Mounted Metasurface-Assisted OFDM Radar
[NO] 1251/2000 | Joint Transmission-Rendering Scheduling for Chunked 3D Mesh Delivery in Mobile Augmented Reality Services
[NO] 1252/2000 | Multi-Agent AI Framework for Automated Provider Directory Validation in Healthcare Payer Systems: A Confidence-Scored Approach
[NO] 1253/2000 | Finetuning Lightweight VLM Models for Power &amp; Analog Electronics VQA System
[NO] 1254/2000 | Robust Industrial Fault Diagnosis under Observation-Pattern Shift
[NO] 1255/2000 | A Deep Learning Framework for Image Similarity Analysis with Real-Time Deployment
[NO] 1256/2000 | Spatial-Temporal Clustering of Seismic Events Using Dobrovolsky Radius and Zubkov-Alden Time Window in an Automated Computational Pipeline
[NO] 1257/2000 | An Ethics-Aware Requirements Template for Embedding Ethics in Requirements Engineering
[NO] 1258/2000 | Distributed RIS-Aided Joint Spatial Division and Multiplexing for Communication
[NO] 1259/2000 | Positioning Error Bound Analysis for RIS-Aided Sensing Systems With Hardware Impairments
[NO] 1260/2000 | Dynamic Learning Path Modeling Empowers Knowledge Graph-Based Course Recommendation
[NO] 1261/2000 | Consumer Behaviour in Electric Vehicle Adoption Using an Integrated Approach Using Expectation Confirmation and Flow Theories
[NO] 1262/2000 | Physics-Informed Prediction of Maritime Fuel Use and CO
                    <sub>2</sub>
                    Emissions in the Indian Subcontinent
[NO] 1263/2000 | Satellite Navigation: A Transmitting Intelligent Surface (TIS)-Aided Indoor System
[NO] 1264/2000 | Internal Collision Resolution for Prioritized EDCA in IEEE 802.11bn: Toward Low-Latency Wireless Transport for XR and Multimedia Streaming
[NO] 1265/2000 | A Numerical Study on Mini-Channel Heat-Sink for Battery Cooling System
[NO] 1266/2000 | Community Retail Tariff Design through Non-Symmetric Buying and Selling Prices
[NO] 1267/2000 | Profit Maximization Framework of Demand Response Aggregator
[NO] 1268/2000 | Battery Energy Storage for Renewable Energy Penetration in India
[NO] 1269/2000 | Fault Detection of Incipient Conditions in Microgrids Using Machine Learning
[NO] 1270/2000 | Lightweight Multi-Scale Attention Network Based on MobileNetV3 for Tomato Leaf Disease Classification
[NO] 1271/2000 | Data-Driven Multi-Objective Optimization Based Parameter Estimation of Lithium-Ion Battery Pack
[NO] 1272/2000 | Consensus-Based Voltage Control Method for Cyber Attack Resilient DC Microgrids
[NO] 1273/2000 | A Deep Learning Approach to State of Charge Estimation of Li-ion battery using ARN
[NO] 1274/2000 | Comparative Evaluation of Software Reliability Growth Models Using Real-Time Failure Data
[NO] 1275/2000 | Synergy Between DFT Calculations and Device Modeling: Bridging Atomic-Scale Interface Physics to Device Performance in Emerging Photovoltaics
[NO] 1276/2000 | An Adaptive Objective Function Based Fast Charging for EV Batteries
[NO] 1277/2000 | A Surface Streamline Generation Method for 3D Unstructured Grids
[NO] 1278/2000 | DDA-YOLO11: A Boundary-Refined and Shape-Adaptive Network for Real-Time Steel Surface Defect Detection
[NO] 1279/2000 | Metasurface-Enabled ELAA: Electromagnetic Modeling and Beamspace Angle Acquisition
[NO] 1280/2000 | Monolithic Dual-Band Tunable Single-Mode Slotted Fabry-Perot Lasers via Quantum Well Intermixing
[NO] 1281/2000 | Solution of Optimal VAr Planning Problem Using Efficient Meta-Heuristic Technique
[NO] 1282/2000 | Benchmarking Multimodal Medical Data Analysis for Cancer-Related Disease Diagnosis
[NO] 1283/2000 | Evaluation of Phase Angle-based Single Phase Shift Control Strategy for Dual Active Bridge Converter in EV Charging Applications
[NO] 1284/2000 | A Novel Sorption-Based Passive Cooling Strategy for High-Power Electric Aviation Battery Packs
[NO] 1285/2000 | Wireless Forensics: Turning Millimeter-Wave OFDM Signals into Breathing Evidence
[NO] 1286/2000 | Impact of Mergers and Acquisitions on Corporate Employees in the Indian IT Industry
[NO] 1287/2000 | Federated Multi-Agent Deep Diagnostic Network (FMA-DDN): A Hybrid Edge-Fog-Cloud Framework with Consensus-Driven Learning for Real-Time IoT Predictive Maintenance
[NO] 1288/2000 | Generation of Scanning Self-Accelerating Beam by Manipulating Phase Distribution
[NO] 1289/2000 | Deep Learning-Based Models for Recognizing Handwritten Bilingual Devanagari-Roman Scripts - A State-of-Art Exploration and Future Trends
[NO] 1290/2000 | Feature Norm Normalization: A Plug-and-Play Module for Boosting Model Accuracy in Machine Unlearning
[NO] 1291/2000 | Agentic AI-Based Legal Advisor System
[NO] 1292/2000 | An Empirical Analysis of Perception Behavior in Autonomous Driving
[NO] 1293/2000 | Nonbinary Comb-Shaping Polar Codes
[NO] 1294/2000 | A Magnetoencephalography (MEG)-Compatible Soft Robotic Glove for Vibration-Based Neurorehabilitation and Real-Time Brain Monitoring
[NO] 1295/2000 | Joint-Iterative Offset Estimation and Trajectory Association for Dual-Radar Systems via CPD-EM
[NO] 1296/2000 | Gait Adaptation Strategies of K2 and K3 Transfemoral Amputees Across Walking Speeds
[NO] 1297/2000 | Layered Large Language Model Architectures for Robot Task Planning and Execution
[NO] 1298/2000 | Personalized Fitness with FitVision AI Gym Mirror
[NO] 1299/2000 | Nonsalient PMSM Position Sensor Offset Calibration Approach in the Presence of Uncalibrated Current Sensors
[NO] 1300/2000 | Construction and Practice of Academic Risk Warning Model for “Financial Analysis” Course Based on 4D Data Fusion and Ensemble Learning
[NO] 1301/2000 | A Study on an AI-Based Personalized Learning Path Recommendation System for Physical Education
[NO] 1302/2000 | Designing an AI-Enhanced Teacher Literacy Diagnostic and Development Framework: A Study of Private University English Educators
[NO] 1303/2000 | A Knowledge Domain Mapping Analysis of Digital Literacy Research on Chinese University Teachers
[NO] 1304/2000 | Virtual Simulation of Quadrotor UAV Empowering the Teaching Reform of Automatic Control Principles: Practical Path and Effectiveness Verification
[NO] 1305/2000 | Context-aware YOLOv8-based method for recognizing classroom concentration behavior
[NO] 1306/2000 | Construction and Application of a Deep Learning-Based Predictive Model for Predicting Learning Behaviour in Employment Courses
[NO] 1307/2000 | Data-Driven Evaluation of Student Engagement in an IoT-Enabled Open Hardware Laboratory
[NO] 1308/2000 | Development and Application of Teaching Agent for New Energy Vehicle Inspection and Maintenance Technology Major
[NO] 1309/2000 | A Dynamic Evaluation of the Quality of Ideological and Political Education in Higher Education Institutions from the Perspective of Artificial Intelligence
[NO] 1310/2000 | A New Pathway for Cultivating Intercultural Competence through Human-AI Collaboration: An Experimental Study of AI Virtual Instructors in VR Based on an Affective MDP Model
[NO] 1311/2000 | A Study on a Digital Narrative Model for Ideological and Political Education Courses in Higher Education Institutions Based on BERT Sentiment Analysis and Knowledge Graphs
[NO] 1312/2000 | Design and Evaluation of an AI-Driven Personalized English Writing Feedback Model Integrating Multiple Intelligences
[NO] 1313/2000 | Analysis of Multi-Interest Modeling on Prototype Dataset and DSSM Adaptation to Industrial-Scale Recall
[NO] 1314/2000 | Research on Traffic Flow Prediction with Multi-Frequency Perception and Bidirectional Adaptive Graph Networks
[NO] 1315/2000 | Light-AT-TS++: A unified recommendation framework for long-tail and cold-start dynamic adaptive multi-objective Thompson Sampling.
