[2026-04-04 09:40:29] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-04-03
正在获取论文...
[IEEE] 2026-4-3 | Re-Creating Arago’s Disc
[NO] 351/429 | IEEE Microwave Theory and Techniques Society Information
[NO] 352/429 | Leader-Follower Cooperative Transportation of a Circular Object by Swarm Robots Based on Local Information
[NO] 353/429 | An Overview of Polarization, Frequency and Beam Reconfigurable Antennas
[NO] 354/429 | PERCEL: A Re-Writable NVM CIM Incorporating a CTT-Based Per-Cell DAC
[NO] 355/429 | RMMNet: Deep Memory Aided Extended Object Tracking via High-Order Markovian Modeling and State Decoupling
[NO] 356/429 | Learning Robot Visual Navigation in Crowds via Intention-Aware Scene Representations_supp1-3677748.pdf
[NO] 357/429 | Multi-Similarity Preserving Semantic-Aware Hashing for Cross-Modal Retrieval_supp1-3680156.pdf
[NO] 358/429 | SCOTT-Gait: A Spiking Cross-attention Temporal Triple-loss Network for Occlusion-compensated Gait Recognition
[NO] 359/429 | One-bit Single-Measurement Spectral Compressed Sensing via Hankel Matrix Factorization_supp1-3680334.pdf
[NO] 360/429 | A Machine Learning Approach for Drug Discovery from Plant-derived Natural Products: Prediction of Biological Activities of Secondary Metabolites and Enzyme Commission Numbers of Enzymes
[NO] 361/429 | The Rise of DAOs in Gaming: Governance, Economy, and Career Shifts
[NO] 362/429 | A Multi-Level Group Characterization and Sparse Interaction Network for Pedestrian Trajectory Prediction
[NO] 363/429 | A New Method for Hydrophobicity Evaluation Based on Tangential Transfer: Beyond Yes-or-No, Towards Discrimination
[NO] 364/429 | A Comparative Analysis of Deep Learning Architectures for Satellite Image Classification: Integrating Performance, Uncertainty, and Optimization Geometry
[NO] 365/429 | MSSW-Based Simultaneous Characterization of Low-Damping Ferrite Thin Films: Thickness,
                    <i>M</i>
                    <sub>s</sub>
                    , and Δ
                    <i>H</i>
[NO] 366/429 | Tailoring the Matteucci Effect in amorphous glass-coated microwires by thermal annealing
[NO] 367/429 | PoD-BNG for Mega-Metropolitan Networks: Reliable and Scalable Broadband Network Gateway Evolution
[NO] 368/429 | LLM-hRIC: LLM-Empowered Hierarchical RAN Intelligent Control for O-RAN
[NO] 369/429 | Modeling and Control for UAV With Off-Center Slung Load
[NO] 370/429 | Predictable Latency-Aware Traffic Allocation for Seamless Wi-Fi Roaming in TSN Industrial IoT
[NO] 371/429 | DDQN-Based Uplink Resource Allocation in LEO Satellite-Enabled IoT Networks
[NO] 372/429 | The Gap Between Computational Thinking and Coding, and How to Bridge it
[NO] 373/429 | An IoT-Based Warning System for Children inside Hot or Stolen Cars
[NO] 374/429 | A Vision System to Detect 3D Wound Surfaces for Plasma Medical Applications
[NO] 375/429 | Combating Free-Riding in AIGC Service System: a Decentralized Reputation-based Model Management Approach
[NO] 376/429 | Simultaneous Feature and Instance Selection via Evolutionary Auxiliary Optimization_supp1-3677086.pdf
[NO] 377/429 | Editorial
[NO] 378/429 | Path Tracking Method for Intelligent Vehicles Based on Adaptive Model Predictive Control with Tire Stiffness Estimation
[NO] 379/429 | A Two-Stage Spatiotemporal Trajectory Optimization Framework for Autonomous Lane Changing With Dynamic Risk Fields
[NO] 380/429 | SCHMITT: A Novel Data Acquisition System for Nuclear Reactor Physics Experiments
[NO] 381/429 | Integrated Distribution-Free Detection and Adaptive Robust Scheduling for V2G Smart Home Microgrids
[NO] 382/429 | Is Seeing Believing and Hearing Trusting? Exploring the Role of Visual and Vocal Cues in Shaping User Trust in VR News Anchors
[NO] 383/429 | MuscleGolfAR: Embodied versus Detached Visualization for Motions and Inferred Muscle Activations in Augmented Reality
[NO] 384/429 | An Integrated Electrochemical Biosensor Array Enabling Extracellular Vesicles Disruption and Multiplexed Lung Cancer Biomarker Detection_supp1-3680013.pdf
[NO] 385/429 | BlockPred-DRL: A DRL Reward Design Method Based on CNN Blocking Prediction for RMSA in EON
[NO] 386/429 | The Duality of “Carry” and “Find” in Mobile and Pervasive Systems
[NO] 387/429 | The O-RAN Evolution Path Toward 6G AI-Native RAN
[NO] 388/429 | Non-linear Chirp Interference Mitigation in Snapshot GNSS Receivers Using Piecewise Least Squares Estimation with Fractional Fourier Transform
[NO] 389/429 | Spatiotemporal Graph Latent Diffusion Models for Human Action Synthesis
[NO] 390/429 | Chain-of-Thought Prompting with Large Language Models for Inclusive Learning: Advancing Problem-Solving in Engineering Education and Research
[NO] 391/429 | Hybrid Reconfigurable Intelligent Surface-Based Reflection Modulation for MISO Communications
[NO] 392/429 | Experimental Study of Underwater Acoustical Reconfigurable Intelligent Surfaces With Synthetic Reflection
[NO] 393/429 | Faint Bottom Echo Detection for Airborne LiDAR Bathymetry Based on a Constrained Waveform Stacking Model
[NO] 394/429 | Unveiling the Multifaceted Landscape of Biohacking: Insights from a Machine Learning-Driven Systematic Review_supp1-3679976.docx
[NO] 395/429 | Dynamical System Approach for Optimal Control Problems with Equilibrium Constraints Using Gap-Constraint-Based Reformulation
[NO] 396/429 | LAGTrust: Language-Augmented Graph Representation Learning for Trust Evaluation in Cloud-Network Convergence
[NO] 397/429 | Adversarial Bandit Learning Assisted Online Optimization for Digital Twin Placement and Update in End-Edge-Cloud Collaboration_supp1-3677210.pdf
[NO] 398/429 | 25-MW Compact All-Solid-State Nanosecond Square Pulse Generator With Fast Leading Edge
[NO] 399/429 | Efficient Distributed Decomposition and Routing Algorithms in Minor-Free Networks and Their Applications
[NO] 400/429 | 3D ultrafast imaging using a 3072-element matrix array
[NO] 401/429 | Stability Augmentation Landing Control of Land-Air Amphibious Vehicle on a Flying Platform with Variable Reference Model Adaptive Controller
[NO] 402/429 | Invisible Bullet-Magnetism Aim Assistance in VR Dart Throwing: Effects on User Experience and Performance
[NO] 403/429 | The Role of Cognitive Load and Engagement in Students' Adoption of an AI-supported VR Training System
[NO] 404/429 | The Motion is the Message: Evaluating Motion Tracking Quality for VR Avatars
[NO] 405/429 | PacketScope: Bridging eBPF and LLMs for In-Stack Defense Against Subtle TCP/IP Exploits
[NO] 406/429 | When Semantic Communication and Sensing Meet Covert Communication: Analysis, Case Study, and Future Directions
[NO] 407/429 | Design for Biplane Self-compensating Leakage Magnetic Coils based on MOPSO-TFM
[NO] 408/429 | SFSCANet: A Cropland Change Detection Method Based On Spatial-Frequency Domain Synergy And Scale Change Awareness
[NO] 409/429 | Processing Task Offloading to Mitigate Spatial–Temporal Imbalance in Renewable-Energy-Powered vRAN
[NO] 410/429 | Asymmetric Retrodirective UHF RFID Tags: Design and Measurement Results
[NO] 411/429 | PSO-based Black-box Adversarial Patch Attack against Face Recognition
[NO] 412/429 | ATFM Delay Prediction with an Enhanced Index System: A Bayesian-Optimized XGBoost Model Incorporating Airway Network Characteristics
[NO] 413/429 | Secure Multi-Tenant Distributed Sensing for ISAC-over-Fiber (IOSAC) Networks
[NO] 414/429 | An Interpretable Transformer-Based Foundation Model for Cross-Procedural Skill Assessment Using Raw fNIRS Signals
[NO] 415/429 | Multimodal Intelligence via APO-MA-GNN-ENHANCED AGENTIC Twin Communication in 6G EDGE-CLOUD Ecosystems
[NO] 416/429 | From Sensor to Server: Deployable Lightweight ML for IoT Intrusion Detection Across Network Layers
[NO] 417/429 | Novel Explicit Iterative Approximation Schemes for Extended Hierarchical Variational Inequalities Involving Multiple Nonlinear Operators
[NO] 418/429 | Robust Semantic Optical Fiber Communication for Data Center Interconnects via Latent Perturbation
[NO] 419/429 | Token-Level Constraint Boundary Search for Jailbreaking Text-to-Image Models
[NO] 420/429 | IEEE Transactions on Terahertz Science and Technology Information for Authors
[NO] 421/429 | Expand Your Network
[NO] 422/429 | RW-Net: Enhancing Few-Shot Point Cloud Classification With a Wavelet Transform Projection-Based Network_supp1-3676836.pdf
[NO] 423/429 | Detecting Weak Underwater Targets in Hyperspectral Imagery via Physics-aware Residual Reasoning
[NO] 424/429 | Environmental Sensor and ADAS Verification in Periodic Technical Inspection
[NO] 425/429 | From the Inside Out: Virtue Shifting Across Coding as Another Language (CAL) Educators’ Personal and Professional Identities
[NO] 426/429 | Reduced Cyclostationarity MIMO Radar Waveform Synthesis using Generative Deep Learning
[NO] 427/429 | Adaptive Dynamic Programming With Unscented Kalman Filtering for Nonlinear Hysteresis Compensation in Magnetic Shielding Systems
[NO] 428/429 | Harnessing AI Capacities for Sustainable Business Models: Empowering Firms across Economic, Social, and Environmental Dimensions_supp1-3677052.pdf
[NO] 429/429 | Smart Ultrasound-Responsive Nanoparticles for Drug Delivery
筛选完成：共 429 篇；Yes = 2 篇；已保存到 papers/select_paper2026-04-03.json。
邮件发送成功！
[2026-04-04 10:11:21] 任务执行成功！
