[2026-08-06 11:23:32] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-05
正在获取论文...
[arXiv] 2026-08-05 | Coupled quintessence from an axion dark sector
[NO] 864/1459 | Lossy Compression, Realism, and Coordination
[NO] 865/1459 | General Analytical Model for Electromagnetic Performance Prediction of IPM Motors Considering Non-Uniform Saturation and Saturation Overflow
[NO] 866/1459 | Design and Fabrication of a WLP-Packaged Ultrawideband BAW Filter Based on Al
                    <sub>0.7</sub>
                    Sc
                    <sub>0.3</sub>
                    N Film With Cap-Wafer IPD Matching Inductors
[NO] 867/1459 | Manifold-Aligned In-Context Learning: Hybrid Retrieval-Augmented Tabular Foundation Models for Ambient Intelligence
[NO] 868/1459 | PRISMA: Data-Distribution-Aware Approach to Machine Unlearning
[NO] 869/1459 | The Potential of Spatially Detecting SPIONs Using Multiple Sensor Coils
[NO] 870/1459 | Poster: Experimental Setup for Comfort Evaluation in Automated Vehicles: Design and Implementation Framework
[NO] 871/1459 | Integrated Measurement of Sound Insulation and Absorption in Sustainable Materials
[NO] 872/1459 | Decentralized Hybrid Logit–Evolutionary Game for Handover in Multi-RAT Vehicular Network
[NO] 873/1459 | AdaptCMVC++: Robust and Flexible Adaptation to Incremental Views in Continual Multi-view Clustering_supp1-3713048.pdf
[NO] 874/1459 | PipelineEDU: Creating Synthetic Data for Educational Research and Applications
[NO] 875/1459 | A Self-Powered Embedded Condition Monitoring System for Smart Bearings
[NO] 876/1459 | Intelligent Circuit Identification Framework for Automated Simulation of Power Equipment with Winding Structure: From Circuit Diagram to FRA
[NO] 877/1459 | Low-complexity Design for Beam Coverage in Near-field and Far-field: A Fourier Transform Approach
[NO] 878/1459 | Neuromorphic Photonic Processors Using Microring Resonators: Elements, Performance, Limits, and Applications_supp1-3720248.pdf
[NO] 879/1459 | Centrally Aligned Pulse Based One Cycle Control for Fast Response of PWM Voltage Source Inverters
[NO] 880/1459 | Inverse Modeling and Design Optimization of a Broadband THz Metamaterial Absorber
[NO] 881/1459 | Toward Intelligent Automated Driving Functionalities for Multipurpose Vehicles in UNICAR
                    <i>agil</i>
[NO] 882/1459 | Density Matters: The Effect of SPION Sedimentation on Molecular Communication
[NO] 883/1459 | Equivalent Circuit Analysis of Double Mode Surface Acoustic Wave Filters with Series- or Parallel-Connected One-Port Resonator
[NO] 884/1459 | Statistical Analysis of Equipment Failures in Railway Signalling Systems Using the Wilcoxon Signed-Rank Test
[NO] 885/1459 | Robust Discrete-Time LQG Control of a MIMO System
[NO] 886/1459 | Copyright Page
[NO] 887/1459 | Committees
[NO] 888/1459 | Table of Contents
[NO] 889/1459 | Tool wear characterization using a custom multi-frequency eddy current probe_supp1-3718589.pdf
[NO] 890/1459 | Lightweight Proprioceptive Contact Detection for Wheeled-Quadruped Robots Under Non-Periodic Gaits
[NO] 891/1459 | VarTip: Skin-Inspired Multimodal Variable Friction Sensor for Robotics
[NO] 892/1459 | HardFlow: Hard-Constrained Sampling for Flow-Matching Models Via Trajectory Optimization_supp1-3708824.pdf
[NO] 893/1459 | An 88–125-GHz Mixer-First Receiver With 8.2–10.2-dB NF, −12-dBm Peak-Gain IP1dB, and Gain-Compensated Linearity in 22-nm FD-SOI
[NO] 894/1459 | Compressed-Space Instanced Sampling for High-Resolution and Real-Time Light Field Display_supp2-3719147.mp4
[NO] 895/1459 | Safety-Critical Herding Guidance of Autonomous Surface Vehicles Against Swarm Attackers for Domain Protection via Consolidated Control Barrier Functions_supp1-3714929.mp4
[NO] 896/1459 | Machine Learning-Augmented 3D-Variational Data Assimilation for Wintertime Diurnal Variability of Surface Ozone over China_supp1-3720234.docx
[NO] 897/1459 | A Non-invasive Bond Wire Aging Monitoring Method Based on Combined Magnetic Flux Density
[NO] 898/1459 | In-Browser Split Inference for Autoregressive Large Language Models with Activation Quantization
[NO] 899/1459 | Cross-Spatial Perception for Deformation-Resistant UAV Tracking
[NO] 900/1459 | A Penalty Function Based Track-Before-Detect Method for Formation Targets
[NO] 901/1459 | Experimental Analysis of Performance and Consumption of NB-IoT Device Under Different Radio Conditions
[NO] 902/1459 | Experimental and Numerical Analysis of Transient Phenomena in a Hybrid Lead-Acid Battery-Supercapacitor System
[NO] 903/1459 | Agentic Llm-Driven Human-Robot Interaction
[NO] 904/1459 | Region Coherence-Aware Edge-Prioritized Attention based Dual-Branch Graph Convolutional Fusion Network for Hyperspectral Image Classification
[NO] 905/1459 | LFC-SATP-SGG: Latent Feature Completion and State-Aware Text Prompting with Semantic-Guided Gating for Incomplete Multi-Modality Brain Tumor Segmentation
[NO] 906/1459 | Mangrove Canopy Decline in the Reentrâncias Maranhenses: Spatial Pattern Detection Under Infrastructure and Fishing Pressures Using Sentinel-2: a Data Science application.
[NO] 907/1459 | Adaptive Stego Content Sterilization in Social Media Through Explainable Multiagent Learning
[NO] 908/1459 | Mobility-Assisted Decentralized Federated Learning: Convergence Analysis and A Data-Driven Approach
[NO] 909/1459 | Two-Stage Evolution for Large-Scale Binary Optimization: Feature-to-Score Transformation and Guided Refinement
[NO] 910/1459 | Encoding-Decoding-Based Model-Free Adaptive Control of Nonlinear Multi-Agent Systems Under False Data Injection Attacks
[NO] 911/1459 | Fabric-Aware and Physics-Informed Generative AI for Simulation-Ready Garments in Digital Fashion_supp1-3720444.docx
[NO] 912/1459 | Coalition-based Knowledge Graph Learning for Actual Controller Disclosure
[NO] 913/1459 | Crystalline InGaO TFT Rectifier With Conversion Efficiency Higher Than 90% for RFID Application
[NO] 914/1459 | 2026 IEEE Vehicular Networking Conference (VNC)
[NO] 915/1459 | Design of Class-A RF Amplifier with Free CAD/EDA Tools
[NO] 916/1459 | Outage Evaluation of DPSK MIMO Free Space Optical System Over Gamma-Gamma Turbulence Channels
[NO] 917/1459 | Methods for Increasing Distance Between Transmitter and Receiver in Inductive Wireless Power Transfer Systems
[NO] 918/1459 | Comparison of Data Augmentation Methods for Honeycomb Cell Classification using AlexNet
[NO] 919/1459 | IEEE Antennas and Wireless Propagation Letters Publication Information
[NO] 920/1459 | Engineering Education
[NO] 921/1459 | Low-Fidelity-Guided High-Fidelity Bayesian Optimization for High-Speed Link Signal Integrity
[NO] 922/1459 | A High-Performance Neural Rendering Accelerator With Dual-Lane Micro-MLPs and Hierarchical Latency-Hiding Scheduling_supp2-3708722.mp4
[NO] 923/1459 | Backstepping Control for Constrained CAVs With Adaptive Event-Triggered Communication
[NO] 924/1459 | IEEE Journal of Biomedical and Health Informatics Publication Information
[NO] 925/1459 | Immittance-Based Stability Criterion for Two-Voltage-Level DC Systems Without RHP Pole Constraints
[NO] 926/1459 | Global Spatial-Spectral and Frequency-Domain Mamba for Hyperspectral Change Detection
[NO] 927/1459 | A Material–Field Series Expansion Method for Optimization of WPT Systems
[NO] 928/1459 | Multi-Target Fault Ride-Through Strategy of Virtual Synchronous Generator Based on Power Angle Control
[NO] 929/1459 | Error-Correcting Codes for Two Bursts of
                    <i>t</i>
                    <sub>1</sub>
                    -Deletion-
                    <i>t</i>
                    <sub>2</sub>
                    -Insertion with Reduced Complexity
[NO] 930/1459 | Emerging Materials and Enabling Technologies for Advancing Antenna Systems: From Design to Manufacturing
[NO] 931/1459 | Intelligent Simulation-Based Learning Environments in Contemporary Engineering Education
[NO] 932/1459 | Test Audio and Video Data Definition for Quality Assessment in Open RAN Simulation Model
[NO] 933/1459 | A Model-Based Framework for Assessing Didactic Readiness in Engineering Pedagogy
[NO] 934/1459 | Modelling of Stress-Strain Behaviour During Turning Operations
[NO] 935/1459 | From the Sky to the Canyons: Estimating the Visibility of LEO Satellites in Urban Environments
[NO] 936/1459 | VeReMi NextGen: A Dataset for Evaluating Misbehavior Detection Systems in VANETs
[NO] 937/1459 | Fuzzy Alignment Resolves Visual Representations From 1024-Channel Brain Recordings
[NO] 938/1459 | Sustainable 3D Printing with Recycled PETG: Mechanical Characterization and Process Optimization in FDM Technology
[NO] 939/1459 | Pedagogical Transformation Through Artificial Intelligence: Teacher Professional Development and STEM Practices
[NO] 940/1459 | How to Determine Cooperation Costs for V2X Maneuver Coordination in Lane-Change Scenarios
[NO] 941/1459 | IEEE Industrial Electronics Society Information
[NO] 942/1459 | DiConSite: A Unified Topology-Adaptive Architecture for Protein Binding Site Prediction Across Ligand Modalities
[NO] 943/1459 | An X-configured Piezoelectric Amphibious Miniature Robot Capa-ble of High-Speed, Agile, and Controllable Locomotion
[NO] 944/1459 | Efficient Aerial Image Dehazing via Haze Region Aware Feature Learning and Hadamard Gating_supp1-3719865.pdf
[NO] 945/1459 | Integration of Microjet-Tesla Microchannels for Thermal Management of GaN-on-SiC HEMTs
[NO] 946/1459 | Gaussian-Elimination-Free BP-OSD Algorithm for Short 5G LDPC Codes
[NO] 947/1459 | User Experience and Accessibility in Virtual Learning Environments: A Systematic Mapping_supp1-3717309.pdf
[NO] 948/1459 | Cover Page
[NO] 949/1459 | 6DoF IMU/GNSS Measurement System for Road and Driving Style Analysis
[NO] 950/1459 | Adaptive General Linear Chirplet Transform with Grey Wolf Optimization
[NO] 951/1459 | Usage of Virtual Reality in Power Engineering Curriculum
[NO] 952/1459 | ACE-GoT: Affective and Contextual Expansion via Graph-of-Thought for Emotional Support Conversations
[NO] 953/1459 | Table of Contents
[NO] 954/1459 | SwinMSNet: A Swin Transformer-Based Multiscale Network for Spatio-Environment Changes
[NO] 955/1459 | Adaptive Liquid Time-Constant Equivalent Dynamic Model with Transfer Learning for Active Distribution Networks with Grid-Forming IBRs
[NO] 956/1459 | Fleet-Size-Agnostic Transformer Model for Electric Vehicle Routing and Scheduling
[NO] 957/1459 | Signal Image-Based Efficient Joint Trajectory and Channel Tracking in Near-Field XL-MIMO Systems
[NO] 958/1459 | Primary-Side Electrical Signature Analysis for Self-Aware Electric Vehicle Wireless Charging
[NO] 959/1459 | OFDM-Assisted Over-the-Air Computation with Privacy Protection in Federated Learning_supp1-3715532.pdf
[NO] 960/1459 | Experimental Study of the Timing Characteristics of Local and Remote Access to Virtual Machines
[NO] 961/1459 | Probabilistic Techno-Economic Assessment of a Residential PV-Coupled Heat Pump System Under Meteorological Uncertainty
[NO] 962/1459 | Demo: Following the Crowd, Generating VRU Traces for High-Density Mobility
[NO] 963/1459 | A Hybrid Security Architecture for IEC 60870-5-104 SCADA Networks: Integrating Machine Learning-Based Detection with Traditional Protection Measures
[NO] 964/1459 | Machine Learning based Hybrid Trust Framework for Misbehaviour Detection in Vehicular Communication Networks
[NO] 965/1459 | Poster: Cloud-Based Passenger Safety Monitoring for Agentic Autonomous Public Transport
[NO] 966/1459 | FedAdOb: Privacy-Preserving
                    <u>Fed</u>
                    erated Deep Learning with
                    <u>Ad</u>
                    aptive
                    <u>Ob</u>
                    fuscation
[NO] 967/1459 | Traffic Prediction-Assisted Resource Allocation for RAN Slicing Enabling URLLC and eMBB Coexistence
[NO] 968/1459 | Comparative Evaluation of Multi-Layer EIT Sensors for 4D Respiratory Monitoring_supp1-3718597.pdf
[NO] 969/1459 | Online Condition Monitoring of Line-End Coil Ground-Wall Insulation in Inverter-Fed Motors Based on Transient Voltage Response
[NO] 970/1459 | Adaptive Online-Learning Digital Twin for Edge-Based Prediction of Process Stability in Thin-Wall Machining
[NO] 971/1459 | From Cloud to Crowd: Democratizing LLM Service With Decentralized Edge Collaboration for RAG
[NO] 972/1459 | Multiagent–Multilevel Coordination Based Transactive EV Charging Framework
[NO] 973/1459 | On-orbit Geometric Calibration of Star Camera Based on Block Pointing Model and Angular Distance Consistency
[NO] 974/1459 | Electronics and Mechanical Engineering 2026
[NO] 975/1459 | Session
[NO] 976/1459 | A Modular ETSI-Compliant Awareness Service for Unified CAM and VAM Generation
[NO] 977/1459 | Approximating the State of Charge of Li-Ion Battery
[NO] 978/1459 | Dual-Tone Testing of Harmonic Tag with RF Energy Harvester Operating at Second Harmonics
[NO] 979/1459 | 5G NR-V2X Scheduling Approaches for CPM Variable Size Traffic
[NO] 980/1459 | Design of an Even-Degree Microstrip Low-Pass Optimum Modified Chebyshev Filter with Open-Circuited Stubs
[NO] 981/1459 | Evaluation of the Informativeness of the Parameters in Sensory Monitoring of Physiological Response to Cognitive Stress Obtained from a Non-Invasive Brain-Computer Interface System
[NO] 982/1459 | Gamification of Spelling Instruction through Digital Escape Rooms
[NO] 983/1459 | Data-Driven Shape Trajectory Control of Deformable Linear Objects
[NO] 984/1459 | Adaptive Hiking-Time Prediction Through State-Dependent Energy Regulation
[NO] 985/1459 | Early Pneumoconiosis Recognition from CT Images via Distance-Similarity Graph Encoding and Dynamic-Scored Adaptive Pooling
[NO] 986/1459 | Market Mechanisms for TSO-DSO-Consumers Flexibility Coordination
[NO] 987/1459 | XMatchAD: A Cross-Modal Matching Perspective on Reconstruction-based Anomaly Detection
[NO] 988/1459 | Movable Antenna-enabled Phase Shifting: Performance Analysis and Position Optimization
[NO] 989/1459 | GNSS-IR Snow Depth Monitoring Based on a PCA Optimization Framework: Considering Independent and Common-Mode Features
[NO] 990/1459 | Angle Estimation for Bistatic MIMO Radar With Arbitrary Linear Arrays Via Reweighted Atomic Norm Minimization
[NO] 991/1459 | ATR-UAP: Enhancing the Transferability of Data-Free Universal Adversarial Perturbation via Adaptive Truncated Ratio Maximization_supp1-3720232.pdf
[NO] 992/1459 | Session
[NO] 993/1459 | Energy Systems and Efficiency II 2026
[NO] 994/1459 | Front Matter
[NO] 995/1459 | Modeling Subjective User Experience in Haptics Through Individualized Bayesian Models_supp1-3719775.pdf
[NO] 996/1459 | Evolution of Curing Induced Stress in Cycloaliphatic Epoxy Composite Insulators: Comparative Insights from Linear Elastic and Viscoelastic Models
[NO] 997/1459 | Beyond the Inhaler: How Biologics, Phenotyping, and the Pursuit of Remission Are Redefining Airway Disease
[NO] 998/1459 | Comprehensive Analysis of Digital Predistortion Techniques for Nonlinear Power Amplifiers for Low Earth Orbit Satellite Operation on X-Band Frequencies
[NO] 999/1459 | Adaptive Emotional Digital Avatar for Speech and Facial Animation in the Macedonian Language
[NO] 1000/1459 | DIHARNet: A Temporal-Doppler-Spatial domain Fusion Method for Direction Insensitive Human Activity Recognition based on MMWave Radar
[NO] 1001/1459 | IEEE Transactions on Antennas and Propagation Information for Authors
[NO] 1002/1459 | Neural Correlates of Mid-Air Haptic Stimulation Intensity
[NO] 1003/1459 | Multiview Clustering via Enhanced Multiorder Bipartite Graph Learning
[NO] 1004/1459 | A Multi-Layer Deep Graph Attention Model for Decoding lncRNA-miRNA-mRNA Communication Networks
[NO] 1005/1459 | Optical Integrated Sensing and Communication for Multi-UAV Swarm 3D Video Reconstruction
[NO] 1006/1459 | Resilience Assessment and Optimization Approach of Supply Chain System Based on Complex Network
[NO] 1007/1459 | Spatiotemporal Modeling and Prediction for Battery Temperature Field Under Sparse Sensing Guided by Physical Priors
[NO] 1008/1459 | Davis-Kahan Theorem in the two-to-infinity norm and its application to perfect clustering
[NO] 1009/1459 | Embodied Intelligence-Enhanced UAV Trajectory Design Via Deep Reinforcement Learning
[NO] 1010/1459 | A new approach to estimate ocean surface velocity from high-resolution Surface Water and Ocean Topography (SWOT) data
[NO] 1011/1459 | Anomaly Detection in Satellite Networks based on Histogram-based Local Descriptors
[NO] 1012/1459 | To Charge or Not to Charge: Autonomous Battery Digital Twin for Electric Vehicles
[NO] 1013/1459 | Impact Assessment of V2X Speed Advisory System in Mixed Autonomy Environment: A Human-Centric Approach
[NO] 1014/1459 | The Impact of 3D Visualisation on Consumer Perception and Purchase Intention
[NO] 1015/1459 | A Unified Linux Driver Suite for IEEE 802.11bd and 802.11p for Atheros Chipsets
[NO] 1016/1459 | Institutional Listings
[NO] 1017/1459 | Asymmetric Auxiliary Resonant Commutated Pole Converter with Low Device Stress
[NO] 1018/1459 | FedTuneFM: Federated Fine-Tuning of Foundation Models for Mobile Edge Computing Via Adaptive Compression and Attention Alignment
[NO] 1019/1459 | Prediction of Tissue Ablation Zones in Asymmetric High-Frequency Irreversible Electroporation Incorporating Dynamic Conductivity and Dielectric Dispersion_supp1-3720201.pdf
[NO] 1020/1459 | Privacy-Preserving Agentic AI in Edge Networks With Content and Trace Protection
[NO] 1021/1459 | The Road to Sustainable Smart Cities: Modeling Residents’ Acceptance and Expectations of Smart, Connected, and Fully Autonomous Vehicles Employing SEM, NCA, and Machine Learning
[NO] 1022/1459 | A grating- coupled localized surface plasmon resonance (LSPR) sensor based on a first-order centroid peak-finding algorithm and its applications_supp1-3717921.docx
[NO] 1023/1459 | STMAE-Few: A Spatial-Temporal Masked Autoencoder for Few-channel EEG-based Emotion Recognition_supp1-3719828.pdf
[NO] 1024/1459 | Event-Guided Online Video Super-Resolution
[NO] 1025/1459 | Dis4DR: Disentangled Affective and Biometric Features for Multimodal Depression Recognition
[NO] 1026/1459 | Additional Reviewers
[NO] 1027/1459 | Online EV Fast Charging Scheduling With Energy Storage System Using a Profit-Predictable MILP_supp1-3714449.pdf
[NO] 1028/1459 | PCCRender: Joint Learning of Point Cloud Compression and Gaussian Splatting Rendering
[NO] 1029/1459 | Dramatic Design Mechanisms in Video Games: A Systematic Review and Taxonomy of Player Roles, Interaction Structures, and Experience Outcomes
[NO] 1030/1459 | Wi-Fi Security Research Using the Wardriving Technique
[NO] 1031/1459 | Quality Over Quantity: Value-Driven Distributed Congestion Control for the Collective Perception Service
[NO] 1032/1459 | The U.K.’s Radical Shift in Allergy Treatment Could Save Lives
[NO] 1033/1459 | Toward Self-Evolving Agentic AI for ISACEnabled Low-Altitude Wireless Networks
[NO] 1034/1459 | Real- Time Electrochemical Monitoring of Nitrate Using a CuNPs@rGO@AgNWs Nanocomposite Sensor_supp1-3718042.pdf
[NO] 1035/1459 | Volcanic SO monitoring from space using SAM2 Foundation model_supp1-3718024.pdf
[NO] 1036/1459 | A Haptic Robot Finger Designed for Guqin Instrument Playing
[NO] 1037/1459 | Motion Capture from Inertial and Vision Sensors_supp1-3710078.pdf
[NO] 1038/1459 | Digital-Only Phase Compensation for Secure Phase-Based Ranging in Vehicular RKE Systems
[NO] 1039/1459 | A Bayesian Design-Use-Stage Data Fusion Framework for Reliability Assessment Under Uncertainty: A Case Study From Machine Tool Rotary Table Manufacturing Enterprise
[NO] 1040/1459 | ROARS: A Cloud-Based Resolution-Native Framework for Large-Scale Remote Sensing Multimodal Analysis
[NO] 1041/1459 | Scene-based spectral characterization of spaceborne imaging spectrometers in different spectral windows
[NO] 1042/1459 | AI- and Digital-Twin-Enabled Reconfigurable Metasurfaces for Sensing, Communications nd Radar Imaging
[NO] 1043/1459 | Mechanically Reconfigurable Magnetoelectric Dipole Antenna with Tunable Bandwidth via Folding of the Electric Dipole
[NO] 1044/1459 | Fast and Accurate Parameter Optimization of Transcranial Temporal Interference Stimulation by Selectively Employing Target-Specific Candidate Electrodes_supp1-3717819.pdf
[NO] 1045/1459 | HG-LMM: Unleashing High-Quality Pixel Grounding Capabilities in Frozen Large Multimodal Models
[NO] 1046/1459 | Wrist Temperature-based Sleep Detection for Maritime Environments
[NO] 1047/1459 | Spatiotemporal Dynamics and Driving Factors Analysis of Vegetation Net Primary Productivity in China Using Remote Sensing and Machine Learning
[YES] 1048/1459 | Automating Situational Judgment Tests from Likert Scales: A Multi-Agent LLM Framework for Literacy Assessment_supp1-3720406.docx
[NO] 1049/1459 | Fast-Adapting V2X Networks: A Dynamic Context Clustering Multi-Armed Bandits
[NO] 1050/1459 | Koch Snowflake Fractal Helical Antenna
[NO] 1051/1459 | Comparative Analysis of Fixed-Point and Integer 2-Bit Quantizers in Convolutional Neural Networks: A Study of Post-Training on MNIST
[NO] 1052/1459 | Simulation Study of a Rainfall Monitoring Approach Using UAVs
[NO] 1053/1459 | Carbon Price Sensitivity of Security Constrained Economic Dispatch
[NO] 1054/1459 | Small vs. Large Language Models in Retrieval-Augmented Generation for Serbian
[NO] 1055/1459 | Investigation of Ratio Parameter for Optimized Low Energy Nuclear Reactions
[NO] 1056/1459 | $\mathrm{S}_{11}$ Characterization of a Wideband Blade Dipole Antenna Using MLP-Based Surrogate Modeling
[NO] 1057/1459 | Empowering Society Through Mentorship
[NO] 1058/1459 | Efficiency and Comfort Optimization for VLA-Based Autonomous Driving
[NO] 1059/1459 | Minimally Invasive Ablation “Zapping” Therapies for COPD: Cells, Nerves, and New Possibilities
[NO] 1060/1459 | Real-Time Multimodal Student Stress Detection System using IoT Wearables and Machine Learning: Model in Problem Space
[NO] 1061/1459 | Toward Intelligent Routing in Sdn: a Comparative Review of Bio-Inspired Optimization Techniques
[NO] 1062/1459 | Mixed Reality Application for Adaptive Exposure Therapy in Dog Phobia
[NO] 1063/1459 | Early Postpartum Changes in Physiological, Metabolic, and Productive Parameters in Dairy Cows: A Paired Analysis
[NO] 1064/1459 | Unlinkable Soulbound Trust Management Continuity in V2X Networks via Zero-Knowledge Reblinding
[NO] 1065/1459 | Relaxed Policy Iteration for Optimal Control of Unknown Linear Discrete-Time Systems
[NO] 1066/1459 | Traversal-Aware Structural Fusion of AST and CFG for Code Representation Learning in Software Fault and Code Smell Detection_supp1-3720242.pdf
[NO] 1067/1459 | Table of Contents
[NO] 1068/1459 | A Voltage Boosted Seven-Level Inverter with Common Mode Current Elimination and Dual Mode Voltage Control for OEWIM Drive
[NO] 1069/1459 | Front Cover Page
[NO] 1070/1459 | Program
[NO] 1071/1459 | Hierarchical Reinforcement Learning Control of a Quadruple Tank Plant under Partial Observability
[NO] 1072/1459 | Fault Decoupling Through State Estimation Using Observer-Based Physics-Informed Neural Network
[NO] 1073/1459 | IEEE Journal of Biomedical and Health Informatics Information for Authors
[NO] 1074/1459 | Metasurface-Based Conformal Human Phantom for 6G Testing
[NO] 1075/1459 | Block-Level Interference Exploitation Precoding for BD-RIS-Aided Communication Systems
[NO] 1076/1459 | Mid-to-High Frequency Analytical Modeling and Experimental Verification of 10-kV AC Cable Joints Focusing on the Stress Cone
[NO] 1077/1459 | Design and Analyses of Dual-Band Wearable Antenna in PIFA Configuration
[NO] 1078/1459 | A Novel Approach to Discover Fuzzy Frequent Georeferenced Patterns in Massive Georeferenced Temporal Quantitative Databases
[NO] 1079/1459 | Integration of Artificial Intelligence in Protective Relaying for Enhanced Sensitivity
[NO] 1080/1459 | Indirect vs. Direct Neural Network Models for Photovoltaic Power Forecasting: A Unified Comparative Study
[NO] 1081/1459 | AI-Enabled Headband Uses Personalized Vibration to Ease Sinus Congestion
[NO] 1082/1459 | Federated Generation and Fusion for Privacy-Preserving Cross-Domain Optic Disc and Cup Segmentation in IoT-Enabled Healthcare
[NO] 1083/1459 | The Crypt of Notation: A Longitudinal Study of Game-Based Music Notation Learning in Real-World Practice Environments
[NO] 1084/1459 | Robust Joint Message and State Communication Under Arbitrarily Varying Jamming
[NO] 1085/1459 | Design, Modeling, and Control of a Bio-Inspired Passive-Extensible McKibben Muscle System With Self-Sensing and Self-Locking_supp1-3714270.pdf
[NO] 1086/1459 | Bayesian Signal Component Decomposition via Diffusion-within-Gibbs Sampling
[NO] 1087/1459 | 3D Gaussian SLAM Based on Joint Source-Channel Coding and Multi-scale Constraints
[NO] 1088/1459 | Back Cover Page
[NO] 1089/1459 | Table of Contents
[NO] 1090/1459 | Neurodynamic Approaches with Fixed-Step Optimality for Rank Minimization: A Data-Driven Framework_supp1-3717777.pdf
[NO] 1091/1459 | Class-Specific Feature Learning and View Fusion for Multi-View Partial Multi-Label Learning
[NO] 1092/1459 | Fluidic-Controlled Slot-Loaded Microwave Reflective Surface for Multistate Phase Control
[NO] 1093/1459 | A 93.5-dB SNDR 181.9-dB FoM MASH SAR ADC With Loop-Filter Noise Suppression and Mismatch Error Shaping
[NO] 1094/1459 | Comparative Timing, Power, and PDP Analysis of a 65-nm Master-Slave CMOS D Flip-Flop Using PTM and Foundry Models
[NO] 1095/1459 | Communication Channel Coding for Small Hydroelectric Power Plants
[NO] 1096/1459 | A Solar-Powered LoRa Water-Level Monitoring Node Using a ToF
[NO] 1097/1459 | Harmonic Current Analysis of Laptop and Desktop Computers
[NO] 1098/1459 | MIMO-OCDM-NOMA: Enhancing Spectral Efficiency with Improved Tolerance to Doppler and Interference in High-Mobility Environments
[NO] 1099/1459 | IEEE Industrial Electronics Society Publication Information
[NO] 1100/1459 | Toward Understanding Threshold Voltage Shift Induced by Gate-to-Sinker Spacing Scaling in 12 V n-LDMOSFET
[NO] 1101/1459 | Deep Learning-based Automated Segmentation of Ultra-Widefield Retinal Vasculature for Cardiometabolic Disease Association Analysis
[NO] 1102/1459 | End-to-End Differentiable Photon Counting CT
[NO] 1103/1459 | Toward Mobile and Converged Backhaul: The Promise of Wireless Access and Backhaul
[NO] 1104/1459 | Modeling Transient Electromagnetic Wave Propagation in Nonlinear Medium Using the Precise Integration Time Domain Method
[NO] 1105/1459 | Device-Driver Co-Design and Integration Methodology for a 650V/600A Parallel D-Mode GaN Power Module
[NO] 1106/1459 | Study on How Competitive Pricing Strategies Shape Cloud Service Markets: A Game-Theoretic Perspective with Semi-Greedy Consumer Agents
[NO] 1107/1459 | Direct Position Determination of Multiple Sources Using Nonuniform Linear Arrays With Gain-Phase Errors in a Moving Platform
[NO] 1108/1459 | Why and How: Knowledge-Guided Learning for Cross-Spectral Image Patch Matching
[NO] 1109/1459 | Session
[NO] 1110/1459 | Index Subject
[NO] 1111/1459 | Speech and Facial Expressions in Digital Avatars for Macedonian Using Multimodal Emotion Detection
[NO] 1112/1459 | Researching the Reliability of a Biomass Power Plant
[NO] 1113/1459 | Towards Generalizable RL-Based Task Offloading for Vehicular Edge Computing
[NO] 1114/1459 | Distributed Routing for LEO Satellite Networks: A Multi-Agent Deep Reinforcement Learning Approach with State Information Lag
[NO] 1115/1459 | MAGNETIC: Multilayer Attention and Graph Neural Network Diffusion for Effective Drug-Target Interaction Prediction
[NO] 1116/1459 | Value of Communication in Goal-Oriented Semantic Communications: A Pareto Analysis
[NO] 1117/1459 | A Robust Multi-Objective Evolutionary Algorithm Based on Wasserstein Distance and R2 Indicator
[NO] 1118/1459 | Microscopic Electro-thermal-mechanical Coupling Mechanism of ZnO Varistors under Synergistic Effect of Alternating Moisture and Impulse Aging
[NO] 1119/1459 | GLaMP: A Grounded Language Model-Based Multiagent System for Long-Horizon Robotic Task Planning in Industrial Settings_supp1-3713552.pdf
[NO] 1120/1459 | A Hybrid Hierarchical Model for Power Transformer Fault Diagnosis Based on Dissolved Gas Analysis
[NO] 1121/1459 | Design of a Multiparameter Sensor Based on an Integrated Two-Cavity F-P Interferometer with G-PCF
[NO] 1122/1459 | GenAI-Driven Occupational Safety Analysis in IoT-Enabled Environments
[NO] 1123/1459 | Evolution of Semantic Mechanisms from Web 2.0 to Web 3.0 and Web 4.0
[NO] 1124/1459 | Demo: Collaborative Data Upload by Vehicular Micro Cloud for Scalable Vehicle Data Collection
[NO] 1125/1459 | From Pixels to 3D Meshes: Assessing AI-Based Single-Image Reconstruction for 3D Printing
[NO] 1126/1459 | Towards ICS Defense-In-Depth: Evaluating Real-Time Deep Learning-Based Anomaly Detection within Programmable Logic Controllers
[NO] 1127/1459 | The Critical Role of Co-Channel Interference in V2V Performance Under Dynamic Vehicular Blockage
[NO] 1128/1459 | Intelligent Frequency-Support Control of PMSG in Grid-Connected Energy Systems
[NO] 1129/1459 | Generative LSTM- and Transformer-Based Models Development for Guitar Melodies Creation
[NO] 1130/1459 | mm-Wave Scalable Inductor Models
[NO] 1131/1459 | Combinatorial Optimization and Hybrid Deep Learning Frameworks for Large-Scale Monthly Temperature Forecasting across Türkiye
[NO] 1132/1459 | Uncertainty-Aware Model Predictive Control for Cooperative Driving
[NO] 1133/1459 | Low-Overhead Power Side-Channel Resistant AES Accelerator for RISC-V via Stall-Induced Trace Desynchronization and Activity Equalization
[NO] 1134/1459 | Rate-Adaptive Vector Quantization for Deep Joint Source-Channel Coding
