[2025-11-25 09:12:46] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-24
正在获取论文...
[arXiv] 2025-11-24 | Defending Large Language Models Against Jailbreak Exploits with Responsible AI Considerations
[NO] 1080/1777 | Calli-VA: A Visual Analytics System for Analyzing and Comparing Chinese Calligraphic Styles_supp2-3634633.pdf
[NO] 1081/1777 | Copyright Page
[NO] 1082/1777 | Steering Committee
[NO] 1083/1777 | SeqProFT: Sequence-only Protein Property Prediction with LoRA Finetuning
[NO] 1084/1777 | Multi-Prior Fusion Transfer Plugin for Adapting In-Air Model to Underwater Image Enhancement and Detection
[NO] 1085/1777 | Integrated Walk and Kick for a Humanoid Robot Using Model Predictive Control
[NO] 1086/1777 | AI-Assisted Motion Planning for Autonomous Robots Using Reinforcement Learning
[NO] 1087/1777 | Development and Control of a Quadruped Robot via SolidWorks and MATLAB/Simulink Modeling
[NO] 1088/1777 | Optimizing Hyperparameter Tuning in Deep Learning Models for NLP
[NO] 1089/1777 | VEDA CARE: A Digital Solution for Personalized Herbal Medicine
[NO] 1090/1777 | Enhancing CCTV Surveillance with Hybrid Deep Learning for Face-Based Criminal Identification
[NO] 1091/1777 | Promoting Low-Cost Educational Robotics: A Project-Based Learning Approach for Public High Schools Preparing for the Brazilian Robotics Olympiad
[NO] 1092/1777 | Gesture Controlled Vehicle
[NO] 1093/1777 | Adaptive Health Alert and Doctor Consultation System Based on Explainable Boosting Machine and IoT Signals
[NO] 1094/1777 | Multi-Objective Quantum Power System Redispatch
[NO] 1095/1777 | Multi-Criteria Decision-Making for Selecting Key Performance Indicators in Bus Rapid Transit Fleet Maintenance
[NO] 1096/1777 | Auto-CEn: AutoML for Classifier Ensembles - Diversity-Based Classifier Selection and Decision Fusion Optimization
[NO] 1097/1777 | Modified Field-Oriented Control Scheme for a 5-Level Knight Inverter in PMSM-Based Electric Vehicle Applications
[NO] 1098/1777 | Whole-Body Impedance Coordinative Control for a Wheel-Legged Robot on Uncertain Terrain
[NO] 1099/1777 | A-SPAM: A Novel Asynchronous Semantic Padding-and-Matching Integrated Framework for Dynamic Loop Closure Detection_supp1-3635446.mp4
[NO] 1100/1777 | Risk Map as Middleware: Towards Interpretable Cooperative End-to-End Autonomous Driving for Risk-Aware Planning
[NO] 1101/1777 | DQO-MAP: Real-Time Object-Level SLAM with Dual Quadrics and Gaussians
[NO] 1102/1777 | Infant Cry Analysis: A Survey of Datasets, Features, and Machine Learning Techniques
[NO] 1103/1777 | Generative Adversarial Pre-Training Enabled Spatial–Temporal Graph Modeling of Traffic Data
[NO] 1104/1777 | EACE-DM: Environment-Aware Channel Estimation Via Transformer-Empowered Conditional Diffusion Model
[NO] 1105/1777 | Table of Contents
[NO] 1106/1777 | COMICS: Coconut Microphone Sensor and Stem Image based IOT Automation in Red Palm Weevil Infestation Detection
[NO] 1107/1777 | Performance Analysis of Cooperative Integrated Sensing and Communications for 6G Networks
[NO] 1108/1777 | Unveiling Non-Reproducibility in LiDAR-Inertial Odometry
[NO] 1109/1777 | Dynamic Analysis and Slider Vibration Control of a Moving-Mass High-Speed Cruise Vehicle
[NO] 1110/1777 | Radio Stripe Selection for Improved UE Position Estimation in CF-mMIMO Systems
[NO] 1111/1777 | Call for Papers
[NO] 1112/1777 | Networked Distributed Control for Interconnected Systems With Round-Robin Interacted Scheme: Application to Interconnected Vehicle Systems
[NO] 1113/1777 | Acknowledgements
[NO] 1114/1777 | Flexible Reality: Can Pseudo-Haptics Enhance Vibration Intensity Perception in Co-Located AR Interaction?
[NO] 1115/1777 | How Do People Position Assistive Information During Physical Tasks? Insights for Designing Cross-Domain AR Systems
[NO] 1116/1777 | Observational Insights into Hybrid Transitions: Identification of Non-Verbal Signals for Maintaining Continuity in Distributed Collaborative Interactions
[NO] 1117/1777 | Amcf-ResNet: High-Precision 3-D Defect Reconstruction in Magnetic Flux Leakage Inspection via Multimodal Adaptive Learning and Cross-Feedback
[NO] 1118/1777 | Strategic Technology Surveillance for the Development of Quantum Technologies in Ict
[NO] 1119/1777 | Robotics Education in Schools: Ac n Inclusive and Scalable Pedagogical Approach
[NO] 1120/1777 | Adaptive Author Profiling-Based Model for Personalized Tourism Recommendations Using NLP
[NO] 1121/1777 | Automated Timeline-Based Forensic Report Generation with Anomaly Detection and LLM-Based CTI Mapping
[NO] 1122/1777 | Multi-Objective Optimization and Simulation for Enhancing Aerospace Supply Chain Efficiency.
[NO] 1123/1777 | Utilizing Query Performance in NoSQL Databases for Applications Based on Big Data
[NO] 1124/1777 | Employing Real-time Stream Process Utilising IoT Data Analytics
[NO] 1125/1777 | Hybrid Controller with Voltage Hysteresis Control for Photovoltaic Systems with IoT Based Monitoring
[NO] 1126/1777 | Deep Learning Techniques for Automated Speaker Recognition System
[NO] 1127/1777 | Machine Learning-Based Weather Prediction for Agricultural Planning
[NO] 1128/1777 | Analysis of Crop Health for Agricultural Optimization Using Multispectral Images and Machine Learning
[NO] 1129/1777 | Adaptive Autonomous Landing System for Quadcopter Drones Through Descent Assisted by Visual Recognition
[NO] 1130/1777 | Generalization in Audio Deepfake Detection: Evaluating ASR Encoder-Based Feature Extraction
[NO] 1131/1777 | AI-Powered Cross-Platform Compliance Management System for CIS Benchmark Auditing
[NO] 1132/1777 | Integrating On-Device AI for Intelligent Shopping: The Design and Deployment of Trendify
[NO] 1133/1777 | SSMSS: A Model of Semantic Segmentation for Matching of Satellite and Sonar Images
[NO] 1134/1777 | 3D Point Cloud Classification Using Graph Convolutional Network with Multi-Scale Pooling
[NO] 1135/1777 | Design and Construction of a Wind Turbine for Households in Barranquilla
[NO] 1136/1777 | Control and Communication of Electro-Optical Systems (EOS) for Naval Defense Systems
[NO] 1137/1777 | PolicyLens: Leveraging Technology to Improve Customer Experience While Signing For Insurance
[NO] 1138/1777 | Integration of Smart Maintenance and SMED to Improve Cutting Area Efficiency in Plastic Bag Production
[NO] 1139/1777 | Establishing an Online Community of Practice for Robotics Educators
[NO] 1140/1777 | Using LLM for Learning Objects Metadata Extraction on Educational Robotics Content
[NO] 1141/1777 | DeepAquaMed: Spatial-Temporal Enhanced Underwater Imaging System with σ-Adaptive Vision for Remote Medical Diagnostics
[NO] 1142/1777 | Electric Load Forecasting Using Deep Learning: A Model-Level Performance Benchmark
[NO] 1143/1777 | Application of the Two-Color Spectrometric Method for Biomass and Fossil Fuel Combustion Diagnostics
[YES] 1144/1777 | Vision: An Extensible Methodology for Formal Software Verification in Microservice Systems
[NO] 1145/1777 | DyCAF-Net: Dynamic Class-Aware Fusion Network
[NO] 1146/1777 | Plant Region Detection from Infield Images with Unconstrained Backgrounds using U-Net
[NO] 1147/1777 | Occlusion Reduction Techniques for the Selection of Physical Referents in Augmented Reality: Adaptation and Evaluation of Virtual Reality Techniques
[NO] 1148/1777 | Studying digitally supported collaboration through Artifact Ecologies: a State of art
[NO] 1149/1777 | The Postdiction as an approch to recommand commands based on interface state evolution
[NO] 1150/1777 | Low HP: Evaluating the Accuracy of Medicine in Video Games
[NO] 1151/1777 | IEEE Power &amp; Energy Society Information
[NO] 1152/1777 | OMP-LSTM: An Automated Method for Separation of Electrooculogram Artifacts From EEG Signal
[NO] 1153/1777 | Foundation Model With Uncertainty Estimation-Based Active Learning for Retinal Image Classification
[NO] 1154/1777 | FreeEdit: Mask-free Reference-based Image Editing with Multi-modal Instruction
[NO] 1155/1777 | SceneLoom: Communicating Data with Scene Context
[NO] 1156/1777 | MADGuard: A High-Performance Microservice Anomaly Detection System With Multidimensional Data Fusion and Temporal Causal Analysis
[NO] 1157/1777 | A General and Lightweight Steganalysis Mechanism via Attention Misalignment Correction
[NO] 1158/1777 | UTIDH: Unstable Transformer With Imbalanced Data Handling for UAV Multivariate Time Series Fault Diagnosis
[NO] 1159/1777 | IEEE Transactions on Components, Packaging and Manufacturing Technology Publication Information
[NO] 1160/1777 | A Systematic Review of State-of-the-Art TinyML Applications in Healthcare, Education, and Transportation
[NO] 1161/1777 | An Information-Theoretic Analysis for Federated Learning under Concept Drift
[NO] 1162/1777 | Multi-UAV and Hybrid NOMA-Enabled Edge Learning System: Joint Resource Allocation and 3D-UAV Placement Design
[NO] 1163/1777 | The Software-Defined Vehicle: A Comprehensive Study on Current Trends and Challenges
[NO] 1164/1777 | A Multi-Sensor Fusion Localization Method to Enhance Autonomous Navigation in Off-Road Environments_supp1-3634116.mp4
[NO] 1165/1777 | Experimental Evaluation of DE-SPECT: A Hyperspectral SPECT System for Region-Selective 3-D Gamma-Ray Spectroscopy
[NO] 1166/1777 | RDS-NeRF: Residual and Depth Supervision Neural Radiance Field for Multi-Scene 3D Reconstruction of Satellite Images
[NO] 1167/1777 | Automated Detection and Classification of Complex Non –Compliance practices in digital Terms of Service using Multi Attention Convolution Neural Network
[NO] 1168/1777 | YoloV10 based Graph Convolution Network towards Disease Stage Classification of Alzheimer Disease using Structural Magnetic Resonance Imaging
[YES] 1169/1777 | Efficient Scheduling of Smart Contract Transactions via Conflict Graph Coloring
[NO] 1170/1777 | Detection of Potato Crops in Advanced Vegetative Stage Using Sentinel 2 with Remote Sensing in the Peruvian Andes
[NO] 1171/1777 | Eco-Friendly Thermal Panel for Low-Cost Housing in Cold Climates
[NO] 1172/1777 | Analysis of the Automation of the Commercial and Distribution Process in the Footwear Sector of Ambato
[NO] 1173/1777 | Novel Algorithm For Diverse Artist Recommendation Using Artificial Intelligence Techniques
[NO] 1174/1777 | Business Project for the Creation of a Multivitamin Product for Children with Attention Deficit Hyperactivity Disorder Using Design Thinking, Lean Startup, and Scrum in Metropolitan Lima
[NO] 1175/1777 | Transforming Engineering Education with Hands-On Robotics: The IEEE RAS-UNB Experience
[NO] 1176/1777 | Agile Business Intelligence for Dynamic Market Conditions
[NO] 1177/1777 | Support System for Creating Medical Incident and Accident Reports Utilizing Two Types of Medical Accident Databases
[NO] 1178/1777 | Mini Autonomous Car Driving Based on 3D Convolutional Neural Networks
[NO] 1179/1777 | A Theoretical Exploration of Explainable Artificial Intelligence (XAI) in E-Commerce Fraud Detection: Paradigms, Challenges, and Future Directions
[NO] 1180/1777 | Solar PV: A Promising Solution to Meet Energy Demand in Isolated Communities
[NO] 1181/1777 | Design of a Robotic Arm System for Pipetting and Sample Handling in Drug Susceptibility Experiments with Mycobacterium Tuberculosis Bacteria
[NO] 1182/1777 | Data Science Framework for Evaluation of Entrance Exams and Identification of Academic Patterns
[NO] 1183/1777 | A New Technology for Termite-Proof Underground Cables: Proposing Novel Solutions
[NO] 1184/1777 | A high quality factor QCM humidity sensor based on liquid damping isolation strategy of silica supported GO film
[NO] 1185/1777 | Table of Contents
[NO] 1186/1777 | Evaluation of Self-Supervised Representation Learning for Mitosis Detection in Histopathological Images
[NO] 1187/1777 | Experimental Evaluation of Trajectory Tracking With Nonlinear Model Predictive Control Enhanced by Physics-Informed Neural Network
[NO] 1188/1777 | Convex Solutions to ST and NRSM under Algebraic Deformation Models_supp1-3635039.pdf
[NO] 1189/1777 | Reflective Grating Linear Encoder Based on Moiré Signals Reconstruction and Arctangent Subdivision Method
[NO] 1190/1777 | User driven land cover change prediction map tool for land conservation planning
[NO] 1191/1777 | Numerical simulations of three-dimensional nonlinear elasticity using an ultraweak formulation and polyhedral finite elements
[NO] 1192/1777 | Dependency-Aware CAV Task Scheduling Via Diffusion-Based Reinforcement Learning
[NO] 1193/1777 | Location-Aware Deep Learning Models for Smartphone-Based Activity Recognition in Elderly Populations
[NO] 1194/1777 | PPG-based biofeedback system on a smartphone for slow breathing training
[NO] 1195/1777 | Cascaded Lyapunov-Based Hybrid Control of Multi-Phase Interleaving Converters for Power-to-Hydrogen in DC Microgrid
[NO] 1196/1777 | Duty-Ratio Controlled Front-End for Thermistors with Broad Span
[NO] 1197/1777 | Federated Aerial Video Captioning with Effective Temporal Adaptation
[NO] 1198/1777 | Stability Analysis of Grid-Strengthening Geared Direct Grid-Connected Dual-Speed Slip-Synchronous Wind Turbines
[NO] 1199/1777 | Exploiting Target Location Distribution in MIMO Radar: PCRB Vs. PSBP for Transmit Beampattern Design
[NO] 1200/1777 | TiVy: Time Series Visual Summary for Scalable Visualization_supp1-3633882.mp4
[NO] 1201/1777 | GNN101: Visual Learning of Graph Neural Networks in Your Web Browser_supp1-3634087.mp4
[NO] 1202/1777 | Expanding Perspectives to Improve Access to Visual Archives through Multimodal Image Enrichment
[NO] 1203/1777 | Bridging Open Innovation and Sustainability: a Scoping Review
[NO] 1204/1777 | Advanced Liver Tumor Detection Using 3D Scan Segmentation With Dense Convolutional Networks
[NO] 1205/1777 | Research on Transformer-Based Prediction Model for Unsupported Melt-Pool State in WAAM
[YES] 1206/1777 | Towards Secure Containerized Applications with Seccomp Profile Refinement
[NO] 1207/1777 | Optimal Utility Bounds for Differentially Private Gradient Descent in Three-Layer Neural Networks
[NO] 1208/1777 | Investigation of the Biocompatibility of Parylene-based Encpasulations for Medical Implants
[NO] 1209/1777 | Freshness Analysis of Medicinal Plants through Image Processing Using Machine Learning Algorithms
[NO] 1210/1777 | RD-GMM: A GMM-Based Framework for Robotic Dressing with a Single Fixed Robotic Arm Applied to T-Shirt Wearing
[NO] 1211/1777 | Implementation of EspoCRM as a Digital Transformation Strategy for the Optimization of Business Processes in Technology Companies
[NO] 1212/1777 | Classification of Hypertension Risk Using Machine Learning Based on Clinical Data
[NO] 1213/1777 | Multiscale Convolution Neural Network Integrated Long Short Term Memory Model towards Early detection and classification of Human Monkey Pox Disease
[NO] 1214/1777 | Intelligent Predictive Maintenance using IoT for Sustainable Transportation Fleets
[NO] 1215/1777 | Predicting Crime Types and Occurrences Using Machine Learning Algorithms
[YES] 1216/1777 | Integrating Threat Analysis and Formal Verification for Secure OTA Updates
[NO] 1217/1777 | Precision Prognosis: Harnessing Artificial Intelligence for Early Detection and Prediction of Diseases in Healthcare
[NO] 1218/1777 | Tensor Compression-Driven Higher-Order Propagator Method for Parameter Estimation in mmWave Polarized Massive MIMO Systems
[NO] 1219/1777 | D-Band Silicon Micromachined Multibeam Antenna Based on Waveguide Butler Matrix
[NO] 1220/1777 | Ultrathin Flexible Power Divider Based on Asymmetric Dual-Slot Design for Wideband and Stable Response Under Mechanical Deformation
[NO] 1221/1777 | Multi-Parameter Estimation of DC-DC Boost Converter via TA-PINN without High-Frequency Measurements
[NO] 1222/1777 | 2025 IEEE 30th Pacific Rim International Symposium on Dependable Computing (PRDC)
[NO] 1223/1777 | Self-Correction Commutation Method of Position Sensorless BLDCM Using Back-EMF Adaptive Threshold Voltage Comparison Circuit
[NO] 1224/1777 | A 56–66-GHz FMCW Radar Transceiver With Wide Chirp Bandwidth for Indoor Sensing Applications
[NO] 1225/1777 | MLCvis: A Design Study of a Visual Analysis Tool for Multi-Label Classifier Evaluation and Comparison_supp1-3635918.pdf
[NO] 1226/1777 | Distributed Control for PV-Fed CHB Converter Under Extreme Mismatch Condition
[NO] 1227/1777 | SFTNet: Strip Fourier Transform Network for Motion Deblurring
[NO] 1228/1777 | Task-Agnostic Semantic Communications Relying on Information Bottleneck and Federated Meta-Learning
[NO] 1229/1777 | CPA-Net: Blind Joint Signal Parameter Estimation via Channel-wise Parameterized Attention and Heteroscedastic Loss
[NO] 1230/1777 | Algorithmically-Assisted Schematic Transit Map Design: a System and Algorithmic Core for Fast Layout Iteration_supp2-3633910.pdf
[NO] 1231/1777 | Prescribed-Time Control of a DC Microgrid With a Hybrid Energy Storage System
[NO] 1232/1777 | A Hybrid Optimal Acceleration Evaluation Model for Automated Driving Based on Importance Sampling Method
[NO] 1233/1777 | Forecasting
[NO] 1234/1777 | Proposed Model to Improve Efficiency in a Textile SME Through the Application of TPM Tools with an IoT-Based Approach
[NO] 1235/1777 | Data Sharing Scheme in 6G VANET Along with Private Set Intersection for Privacy Protection
[NO] 1236/1777 | Technological Surveillance for Sustainable Innovation in the Dairy Industry: Trends, Challenges, and Strategic Pathways Toward 2030
[NO] 1237/1777 | Decarbonization of the Fertilizer Industry Through Process Innovation
[YES] 1238/1777 | Modal Abstractions for Smart Contract Validation
[NO] 1239/1777 | Operational Evaluation of Algorithms for Online Streaming Continual Multi-Label Classification
[NO] 1240/1777 | Cyber Threat Intelligence Analytics: Leveraging Machine Learning
[YES] 1241/1777 | Scaling CodeSourcerer: Cloud-Native Test Generation with Kubernetes and Helm
[NO] 1242/1777 | Development of a Magnetic Climbing System in Ventilation Ducts for Internal Cleaning Purposes
[NO] 1243/1777 | Robotics and AI as Resources for Teaching Geometry in Argentine Secondary Schools
[NO] 1244/1777 | The Disruptive Impact of Artificial Intelligence in the Mexican Labor Market: Barriers and Opportunities
[NO] 1245/1777 | Literature Review on Use of Chatbots as an Internal Work Tool in Organizations
[NO] 1246/1777 | A Comparison of Different Architectures for AI-Powered Virtual Assistants
[NO] 1247/1777 | UniNorte STEM Campus Experience: Practical Strategies to Foster Engineering Vocations
[NO] 1248/1777 | An Integrated Anime Streaming and Merchandise Platform: Enhancing User Experience Through AI and Community Engagement
[NO] 1249/1777 | Satellite-Connected Buoy for Environmental Monitoring in Remote Andean Reservoirs
[NO] 1250/1777 | Travel Itinerary Generator: A Web Application for generating itinerary using ML
[NO] 1251/1777 | Stock Movement Prediction with Artificial Intelligence-Based Cognitive Analysis
[NO] 1252/1777 | Scalable Deep Subspace Clustering Network
[NO] 1253/1777 | Data Extraction Techniques in Social Media to Detect Public Opinion on Forced Migration: A Systematic Literature Review
[NO] 1254/1777 | Impact of Primary Tasks on Soft Shape-Change Perception on a Smartwatch
[NO] 1255/1777 | From Supervision to Manual Operation: Towards Flexible Control of Drone Fleets for Search and Rescue
[NO] 1256/1777 | Passive Intermodulation Prediction and Cancellation Based on Nonlinear Compensated LSTM
[NO] 1257/1777 | CAFNet: Complementary Attention Fusion with Class-Level Alignment for Land Cover Classification
[NO] 1258/1777 | Mutual Masking and Perceptual Simultaneity in Electrical Muscle Stimulation and Vibration Haptics_supp1-3635040.pdf
[NO] 1259/1777 | Cover Page
[NO] 1260/1777 | WgANet: A Wavelet-Guided Attention Network for Remote Sensing Image Semantic Segmentation
[NO] 1261/1777 | Channel-Gated Transformers With Affinity CAM for Weakly Supervised Multi-Class Brain Tumor Segmentation
[NO] 1262/1777 | Visibility Region-Aware NOMA in XL-MIMO Systems
[NO] 1263/1777 | Cost-Efficient ADC Linearity Testing Based on Maximum Likelihood Partial Polynomial Segmentation Method
[NO] 1264/1777 | PixelatedScatter: Arbitrary-level Visual Abstraction for Large-scale Multiclass Scatterplots
[NO] 1265/1777 | BiKT: Unleashing the potential of GNNs via Bi-directional Knowledge Transfer
[NO] 1266/1777 | Gear Tooth Crack Detection Method Using Bayesian Neural Network
[NO] 1267/1777 | DeepBHMR: Learning Bidirectional Hybrid Mixture Models for Generalized Global Rigid Point Set Registration in Computer-assisted Orthopedic Surgery
[NO] 1268/1777 | Interact, Instruct to Improve: A LLM-Driven Parallel Actor-Reasoner Framework for Enhancing Autonomous Vehicle Interactions
[NO] 1269/1777 | Table of Contents
[NO] 1270/1777 | High-Resolution Underwater Creature Segmentation
[NO] 1271/1777 | Joint Trajectory Design and Power Optimization in Adversarial UAV Communications: A Game Theory Framework
[NO] 1272/1777 | Deep Feature Prior-Guided Conditional Diffusion Model for Underwater Image Enhancement
[NO] 1273/1777 | Research on Feeding Rate Measurement Method for Combine Harvester Based on Multimodal Information Fusion
[NO] 1274/1777 | Trajectory Planning for Autonomous Driving in Transportation Systems Based on Deep Reinforcement Learning and Spatio-Temporal Voxels
[NO] 1275/1777 | Small and Fast LLMs on Commodity Hardware: Post-Training Quantization in llama. cpp
[NO] 1276/1777 | Traffic Volume Analysis and Reduction Strategies in Urban Environments
[NO] 1277/1777 | Deriving Trajectory Tracking Requirements for a Small Size League Robot
[NO] 1278/1777 | Hydrogen as an Alternative to Storage Energy in a Microgrid
[NO] 1279/1777 | Physics-Guided and Explainable Anomaly Detection for IEC 61850 Sampled Values
[NO] 1280/1777 | Data-Driven Agriculture: A Unified ML and DL Framework for Smart Crop Yield Forecasting
[YES] 1281/1777 | Optimizing VLSI-Based Quantum Computing Performance in Digital Image Processing Using Modular Energy-Efficient Posit Multipliers for Enhanced Computational Precision and Reduced Power Consumption
[NO] 1282/1777 | NeuroFusion: Embedded Model for Stress Detection Using EEG Signals
[NO] 1283/1777 | Energy, Exergy, Economic, and Environmental Analysis of a Photovoltaic-Powered Forced Convection Greenhouse Solar Dryer for Coffee Processing
[NO] 1284/1777 | Application of Artificial Neural Networks in Mid-Term Power Demand Forecasting: A Case Study in CNEL El ORO-Ecuador
[NO] 1285/1777 | Evaluating Software Quality: Application of ISO/IEC 25000 in Public and Private Sectors
[NO] 1286/1777 | Innovating Fiscal Oversight Designing and Developing a Service Integration Model
[YES] 1287/1777 | A Study on User Approval Criteria and User Interfaces for Dependability of AI-based Code Generation Tools
[NO] 1288/1777 | Smart IoT Enabled RealTime Traffic Monitoring and Management System
[NO] 1289/1777 | Industry 4.0 Empowered by Interoperability: Vertical Integration of Electrical and Fire Safety Systems Using IEC Standards in a SCADA Environment
[NO] 1290/1777 | Speech Emotion Recognition: A Hybrid CNN-BiLSTM Approach with Wav2Vec2
[NO] 1291/1777 | Ai Based Bitcoin Price Prediction Using Machine Learning
[NO] 1292/1777 | MBIE: Motion-Blurred Image Enhancement for Mobile Robots
[NO] 1293/1777 | Reduction of Lean Waste in a Retail Pharmaceutical Warehouse Using ABC and 5S Tools
[NO] 1294/1777 | Corrections to “Stable HIPPO-Based Circuit Macro-Modeling”
[NO] 1295/1777 | A Machine Learning Method for Marketing Prediction of Consumer Behaviour
[YES] 1296/1777 | Optimization of Code Efficiency with the Utilization of Artificial Intelligence
[NO] 1297/1777 | It’s Hip To Be Square: A Tangible User Interface for Quadrilateral Learning
[NO] 1298/1777 | Constraint Satisfaction Problems: better apprehending them through Tangible Interaction, a Systematic Literature Review
[NO] 1299/1777 | Nonmonotonic Instability of
                    <i>V</i>
                    <sub>TH</sub>
                    and
                    <i>R</i>
                    <sub>ds,on</sub>
                    in 650V Schottky-Type p-GaN Gate HEMTs Under Short-Circuit: The Effect of Electric Field and Thermal Dynamics
[NO] 1300/1777 | A Robust DRAM/MRAM In-Memory Computing Architecture with Analog MVM and Intrinsic Authentication for Edge AI
[NO] 1301/1777 | Single Pixel Imaging Based on Enhanced Dual Generative Networks
[NO] 1302/1777 | Threshold Voltage Degradation and Recovery Characteristics of SiC MOSFETs Under Repetitive Short-Circuit Stress
[NO] 1303/1777 | ViResGF-Net: Gated Multi-Scale Hybrid Vision Transformer for Robust Fundus Image Multi-Label Classification
[NO] 1304/1777 | Edge-Guided Multi-Scale Frequency Attention Network for Gastrointestinal Cancer Image Segmentation
[NO] 1305/1777 | MTFuseSyn: A Multi-Task Fusion Framework for Drug Synergy Prediction Integrating Cell Line Multi-Omics Data
[NO] 1306/1777 | DHSNet: Dual Classification Head Self-training Network for Cross-scene Hyperspectral Image Classification
[NO] 1307/1777 | MLCvis: A Design Study of a Visual Analysis Tool for Multi-Label Classifier Evaluation and Comparison_supp2-3635918.mp4
[NO] 1308/1777 | Fault-Tolerant Aware Task Offloading Based on Reinforcement Learning in Mobile Edge Computing
[NO] 1309/1777 | A 56-Gbaud 7.3-
                    <i>V</i>
                    <sub>ppd</sub>
                    Linear Modulator Transmitter With AMUX-Based Inherent FFE and Breakdown Voltage Tripler in 130-nm SiGe BiCMOS
[NO] 1310/1777 | Ultra-Compact Dual-Polarized Millimeter-Wave Active Phased Array with Enhanced Isolation and Wide-Angle Scanning Based on 3D-Folded Radiator
[NO] 1311/1777 | MTIF-GNN: A Multi-Modal Topology and Integrated Focused Network for ASD Diagnosis
[NO] 1312/1777 | Optimization of Time Windowing Technique for Closed Loop Circuit Co-Simulation Using WR Method
[NO] 1313/1777 | Bibliometric Analysis of Intelligent Monitoring of Bovine Welfare: Leveraging IoT for Sustainable Livestock Farming in Cauca, Colombia
[NO] 1314/1777 | Effects of γ-Ray Irradiation on Bulk Defects and Interface States in β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Schottky Barrier Diodes
[NO] 1315/1777 | Motif Simplification for BioFabric Network Visualizations: Improving Pattern Recognition and Interpretation_supp2-3634266.pdf
[NO] 1316/1777 | 2025 Index IEEE Solid-State Circuits Magazine
[NO] 1317/1777 | Title Page
[NO] 1318/1777 | Financial Technologies (FinTech) Disrupting Traditional Banking
[NO] 1319/1777 | Revolutionizing Schizophrenia Care for the Elderly: Blockchain-driven Predictive Models for Personalized Support
[NO] 1320/1777 | Retrieval Augmented Generation Optimized Large Language Model based Legal Virtual Assistant for Legal Self-help
[NO] 1321/1777 | Impact of Government Expenditure on Economic Growth in India: An Econometric Analysis
[NO] 1322/1777 | Development Respiratory Auscultation Device Supported by Augmented Reality and Artificial Intelligence Aimed for Clinical Training
[NO] 1323/1777 | Comparative Analysis of Mechanical Properties of Banana Peel-Based Biocomposites Through ASTM Standardized Mechanical Testing
[NO] 1324/1777 | Enhancing Expressive Communication in Children with ASD Through a NAO Robot-Mediated PECS-Adapted System
[NO] 1325/1777 | Blockchain Technology: Transforming Supply Chain Management
[NO] 1326/1777 | XGBoost Based Day Ahead Solar Energy Generation Forecasting Using Trends and Periodicity Features in Historical and Weather Data
[NO] 1327/1777 | Process Flow for Material Recovery and Sustainability Assessment About Recycling Ultra Thin Photovoltaic Panels
[NO] 1328/1777 | Deep Dive into Marine Pollution Segmentation: Unveiling the Power of Deep Learning for Effective Trash Detection
[NO] 1329/1777 | A Comparative Study of Non-Linear Modelling Capabilities of T-S Fuzzy Models and Back-Propagation Neural Networks
[NO] 1330/1777 | QTree-RRT: Improving RRT Through Quadtree-Guided Sampling for Path Planning
[NO] 1331/1777 | Beyond Gross Domestic Product: through Artificial Intelligence-A Holistic Economic Measurement Model with reference to the United Arab Emirates
[NO] 1332/1777 | Ambient Advisory Models: Augmenting Runtime Models Into Distributed Reasoning Agents
[NO] 1333/1777 | Enhancing Industrial Equipment Reliability through Predictive Maintenance: A Big Data and Machine Learning Approach
[NO] 1334/1777 | A Comprehensive Simulation Platform for Image-Based Visual Servoing: Unity 3D and ROS 2 Integration with Performance Analysis
[NO] 1335/1777 | Effective Malware Classification with Minimum False Negatives Using Optimized Sequenced CNN and FNN Models
[NO] 1336/1777 | Automatic Egg Chicken Classifier Applying Artificial Vision and Mechatronic Design
[NO] 1337/1777 | Synergies Between Nuclear Energy and Green Hydrogen: Potential for a Sustainable Energy Transition
[NO] 1338/1777 | Fast Training on Dynamic Heterogeneous Information Network for Fake News Detection
[NO] 1339/1777 | Cross Polarization in Asymmetric Sixteenth-Mode SIW Antennas: Source Identification and Reduction
[NO] 1340/1777 | Design of 3D Steerable Frequency-Invariant Beamformers With Concentric Circular Superarrays
[NO] 1341/1777 | A remote optical fiber dosimeter for environmental radiation based on GAGG:Ce radioluminescence
[NO] 1342/1777 | Toward Pareto Optimal Voltage Distribution in Power Efficient Low-Noise Amplifiers
[NO] 1343/1777 | Program Committe
[NO] 1344/1777 | Title Page
[NO] 1345/1777 | IEEE Transactions on Power Delivery Information for Authors
[NO] 1346/1777 | Modulation Strategy for Dual-Active-Bridge Converter with Mitigated Voltage Oscillation
[NO] 1347/1777 | Shared-Exclusive Disentangled Representation Learning With Channel Attention for Incipient Fault Detection in Multimode Power Inverter Systems
[NO] 1348/1777 | XAPT: eXplainable Anomaly-driven Prediction of Threat Stages in APT Campaigns
[NO] 1349/1777 | VCHAR: A Variance-Driven Framework for Complex Human Activity Recognition with Vague Label
[NO] 1350/1777 | ITER Central Solenoid Manufacturing and Assembly Progress
[NO] 1351/1777 | Large-Scale IoT Sensor Network Planning Based on Empirical NB-IoT and LTE CAT-M Measurements for Underground Water System
