[2025-12-04 09:14:15] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-03
正在获取论文...
[arXiv] 2025-12-03 | SkillFactory: Self-Distillation For Learning Cognitive Behaviors
[NO] 939/1768 | Attitude Correction of UAV Agents under Anomalous States based on Deep Reinforcement Learning
[NO] 940/1768 | Prototype for Measuring Compression Location During Cardiopulmonary Resuscitation and how it Affects Blood Flow
[NO] 941/1768 | Application of Gramian Angular Field Images and Support Vector Machine for Computational Partial Discharge Event Detection in Transmission Lines
[NO] 942/1768 | Predicting Acute Ischemic Stroke Core in Multiphase CT Angiography Using a CT Perfusion-Trained Neural Network
[NO] 943/1768 | Improving Signal Quality for Remote Photoplethysmography by Suppression of Motion and Lighting Effects
[YES] 944/1768 | A Modeling and Static Analysis Approach for the Verification of Privacy and Safety Properties in Kotlin Android Apps
[NO] 945/1768 | Lung Nodule Malignancy Classification On 3D CT Images Using a Cosine Similarity-Enhanced Graph Attention Network
[NO] 946/1768 | Experimental and simulative characterization of the neuromuscular response to passive cycling with dynamically changing crank arm lenghts *
[NO] 947/1768 | Developing Lightweight Models with Data Optimization for Attending Speaker Identity from EEG without Spatial Information
[NO] 948/1768 | A MATLAB toolbox for computation of Speech Transmission Index (STI)
[NO] 949/1768 | Positional Embedding Comparison for Improved 1-D Convolutional Transformer Hybrid Neural Network Fault Diagnosis on Power Converters
[NO] 950/1768 | Leveraging Self-Supervised Learning Methods for Remote Screening of Subjects with Paroxysmal Atrial Fibrillation
[NO] 951/1768 | Gradient-Aware Data Augmentation for Federated Stress Detection under Data Incompleteness
[NO] 952/1768 | A Sparse Partial Correlation and DualAEMMD Fusion Framework for Identifying Major Depressive Disorder Using Resting-State fMRI
[NO] 953/1768 | Assessing the Utility of Audio Foundation Models for Heart and Respiratory Sound Analysis
[NO] 954/1768 | Symptom Monitoring in Oncological Patients Using Wrist-Worn Wearables: A Machine Learning Approach
[NO] 955/1768 | A Machine Learning Approach to Predictive Modeling of Cardiovascular Events
[NO] 956/1768 | Image reconstruction utilizing gradient magnetic fields with perturbed angular correlation of gamma-rays via radioactive tracer*
[NO] 957/1768 | Comparison of Three Novel Machine Learning Models for Photoplethysmography-based Cuffless Blood Pressure Prediction
[NO] 958/1768 | Optimization of Electric Field Distribution in Wide-Bandgap Semiconductor Power Modules via cBN-PI Composite Coating
[NO] 959/1768 | Synergy of Eye and Hand: Multimodal Biomarkers for Cognitive Assessment
[NO] 960/1768 | Impedance Spectroscopy-Based Detection of Internal Short Circuits in Sodium-Ion Batteries for Safer Transportation Systems
[NO] 961/1768 | Reward-based Evaluation of Odor Stimuli Impacts Functional Connectivity in Frontal and Temporal Areas: A Longitudinal EEG Study
[NO] 962/1768 | DC-Link Harmonic Suppression for Five-Phase Inverters Under Unbalanced Conditions Based on Carrier Phase Shift
[NO] 963/1768 | Enhancing Efficiency in CNN-Based Respiratory Sound Analysis through Temporal Self-Attention and Frequency Band Selection
[NO] 964/1768 | Full-Speed-Range Position Sensorless Control for Dual Three-Phase Motors with an Extended Electromotive Force Observer Configured on the VSD Coordinate
[NO] 965/1768 | Adaptive Online Variational Bayesian Method based on Normal-Generalized Inverse Gaussian Prior for Bioluminescence Tomography
[NO] 966/1768 | BEAM: Brainwave Empathy Assessment Model for Early Childhood
[NO] 967/1768 | Learning-based Pulmonary Disease Detection Using Weak Labels for Volume Sweep Lung Ultrasound Imaging
[NO] 968/1768 | An AI-Enabled Low-Cost Wearable to Support Musculoskeletal Rehabilitation: A Proof of Concept
[NO] 969/1768 | Stability Analysis of Multiphase $V^{2}$ COT Control with Phase Overlapping
[NO] 970/1768 | Multimodal analysis of postural control in adults at risk of falls
                    <sup>*</sup>
[NO] 971/1768 | ReLAC: A Transformation Methodology for Automated Optic Disc Tilt and Torsion Correction and Circularity Improvement in Fundus Images
[NO] 972/1768 | Real-Time Simulation Model of a Vanadium Redox Flow Battery Energy Storage System with Power Electronics Integration
[NO] 973/1768 | Pre-Synchronization Control Strategy for Parallel VSG-Controlled Converters in Island Operation Mode Based on DQ-Axis Voltage
[NO] 974/1768 | Multi-state reliability prediction for casing hangers at ultra-high pressure wellheads
[NO] 975/1768 | Simulating Public Transport Instability: A Novel VR and Stewart Platform-Based Balance Training Approach
[YES] 976/1768 | Gate Sizing for Leakage Power and Timing Optimization Using Deep Reinforcement Learning
[NO] 977/1768 | A Bayesian network approach for understanding causal dependencies in chronic patients’ medication non-adherence
[NO] 978/1768 | Forensic Investigation of DJI Mavic Air 2 Drone
[NO] 979/1768 | Speech Envelope Reconstruction From Stereo EEG in a Speech Production Task
[NO] 980/1768 | Predictive Control with Reduced Computational Burden in Cascaded H-Bridge Motor Drives
[NO] 981/1768 | Multiphysical Tumor Tissue Modeling for Improved Multimodal Sensor-Based Diagnostics
[NO] 982/1768 | Implementation of Distance Approximation Technique for Objects Using Yolo V5 Bounding Boxes and Trigonometry
[NO] 983/1768 | Discrete-Time Current Regulator with Virtual Impedance-Based Disturbance Rejection, Enhanced Noise Immunity, and Low Pulse Ratio Control
[NO] 984/1768 | Automated File Storage and Retrieval System with Robotic Arm for Cloud-Based Printing
[NO] 985/1768 | Context Informed Incremental Learning Improves Myoelectric Control Performance in Virtual Reality Object Manipulation Tasks
[NO] 986/1768 | Ultrafast Noise-Immune Short-Circuit Detection in Gallium Nitride Power Semiconductors via Drain-Source Voltage Pattern Recognition
[NO] 987/1768 | Cross-Domain Adaptation of AI Models for Customer Query Classification
[NO] 988/1768 | Balancing Cohort Size and Variability in Iterative Deep Brain Template Creation
[NO] 989/1768 | Development and Evaluation of an Automated Medicine Dispensing Machine with Integrated Monitoring System for Enhanced Medication Management
[NO] 990/1768 | Characterization and Analysis of Chip Parameter Dispersion for 3.3 kV SiC MOSFETs
[NO] 991/1768 | A Novel Integrated Charger Inverter Topology for EVs
[NO] 992/1768 | Induction of Gamma Oscillations via Transcranial Temporal Interference Stimulation: A Human Head Phantom Study
[NO] 993/1768 | Convolutional Feature Engineering for Cross-day Personal Identification using Wrist Electromyography
[NO] 994/1768 | Deep learning-Based Fit Level Detection for Industrial Respirators with Embedded Breath Sensors
[NO] 995/1768 | Robust Stability Analysis and Optimal Control Design Method of Grid-Forming Converter Considering Source-Grid Parameters Uncertainty
[NO] 996/1768 | Development of Adjusted Net Saving Index as the Special Indicator of Energy Security
[NO] 997/1768 | Self-Organizing Multi-Agent Collaborative Decision-Making System
[NO] 998/1768 | Analysis and Optimization of Technical Support Process for Complex Equipment
[NO] 999/1768 | 3D Gaussian Splatting in Face Reconstruction
[NO] 1000/1768 | Design, Simulation and Analysis of a 1200 V 4H-SiC Lateral MOSFET
[NO] 1001/1768 | Enhancing Stability of DC Cascaded System by Using Nonlinear Inductor and Virtual Inductor Resistance Control in Source-Interface Converter
[NO] 1002/1768 | Edge-Enabled Predictive Maintenance of Wind Turbine Blades: Intelligent Embedded Approach
[NO] 1003/1768 | Machine Learning for IoT Device Security in Smart Homes
[NO] 1004/1768 | Utilizing Machine Learning Techniques for Water Quality Evaluation: A Comparative Analysis of Classifiers Efficiency
[YES] 1005/1768 | GEN AI in Identity and Access Management: Transforming Security Solutions
[NO] 1006/1768 | Features And Value Analysis of the Industrial Internet Edge Computing
[NO] 1007/1768 | Cultural Tourism Scene Construction and Satisfaction Modeling in Traditional Villages: Integrating Multi-Stakeholder Theory and Machine Learning
[NO] 1008/1768 | Consistency Model-Assisted Optimal Configuration of Integrated Energy Systems
[YES] 1009/1768 | Using the SSEMGP – SEMI - STATE Equation Matrix Generation Program for Transfer Function Generation in Analog Circuits with Single Input – Single Output and Multiple Inputs - Multiple Outputs
[NO] 1010/1768 | Hybrid CNN-Transformer Model for Accurate Classification of Human Attention Levels Using Workplace EEG Data
[NO] 1011/1768 | Fairness-Aware Joint Optimization of Dynamic Service Caching and Base Station Clustering in User-Centric MEC Networks
[NO] 1012/1768 | Enhanced SpO
                    <sub>2</sub>
                    and Heart Rate Estimation from Smartphone Facial Videos with Dynamic Selection of Optimal Region of Interest
[NO] 1013/1768 | Improving Worker Fall Detection with Two Cameras: A Hybrid Model Integrating Pose Estimation and Fall Classification
[NO] 1014/1768 | Calibration of Friction and Roughness in an Urban Water Distribution Network Using an LSTM Neural Network-Based Framework
[NO] 1015/1768 | Ultra-Low Power EEG Headband Based on Gold Nanowire Foam Electrode
[NO] 1016/1768 | Modeling of Kilohertz Wireless Power Transfer Systems with Transmitter-Side Low-Frequency Metamaterials
[NO] 1017/1768 | In vitro rifampicin release and antimicrobial activity of biodegradable polymer coatings
                    <sup>*</sup>
[NO] 1018/1768 | Reconfigurable Heterogeneous Multi-agent Network Modeling and Resilience analysis
[NO] 1019/1768 | Detection of Bond Wire Lift-Off Using a Parallel Resonant Tank Circuit During Gate Turn-Off
[NO] 1020/1768 | Burnout Risk Prediction through Wearable Devices: An Initial Assessment
[NO] 1021/1768 | Quasi-Halbach Array Axial Flux Rotor for High Torque Applications
[NO] 1022/1768 | ZVS Region Expansion for Three-Phase Dual Active Bridge Based on Design of Wye-Asymmetric Extended Delta Transformer
[NO] 1023/1768 | TRAI: An AI-Driven Mobile Application to Reduce the Gap Between Triage and Care
[NO] 1024/1768 | A Single-Channel EEG Approach for Sleep Stage-Independent Automatic Detection of REM Sleep Behavior Disorder
[NO] 1025/1768 | Design and Implementation of a KNX Energy Management System for Optimizing Self-Consumption in Off-Grid Photovoltaic Systems
[NO] 1026/1768 | Using Infinite Split Cores and Sub-Micrometer Coating to Push Resonant Frequency (f
                    <sub>R</sub>
                    ) to Beyond 50 MHz
[NO] 1027/1768 | Using Reinforcement Learning to Investigate Neural Dynamics During Motor Learning
[NO] 1028/1768 | eVTOL Propulsion Comparison Between Axial Flux and Radial Flux Motors
[NO] 1029/1768 | Unsupervised Online Detection of Pipe Blockages and Leakages in Water Distribution Networks
[NO] 1030/1768 | DCA-Former: Dual Channel Attention-Driven Multiscale Convolutional Transformer for P300 Speller
[NO] 1031/1768 | Optimizing Machine Learning Performance with Word Frequency-Based Document Representation: A Comparative Analysis of Clustering Algorithms
[NO] 1032/1768 | A Unified Approach to Dual-Mode Synchronous Overmodulation Regulation of PWM Inverters with Constant and Variable Fundamental Frequencies
[NO] 1033/1768 | Evaluation of gait training based on the combination of TWIN exoskeleton and Functional Electrical Stimulation of tibialis anterior
[NO] 1034/1768 | Training-Free Optical Identifier Recognition for Injection-Molded Components
[NO] 1035/1768 | In silico Deployment Modeling of an Everolimus Coated Balloon
[NO] 1036/1768 | A Deep Learning approach for Depressive Symptoms assessment in Parkinson’s disease patients using facial videos
[NO] 1037/1768 | FairCauseSyn: Towards Causally Fair LLM-augmented Synthetic Data Generation
[NO] 1038/1768 | Thermal Aware Design Methodologies for System On Chip Application Processor
[NO] 1039/1768 | Herbal Finder: A Deep Learning-Based Mobile Application for Providing Identification and Usage of Herbal Leaves
[NO] 1040/1768 | Enhancing Cryptocurrency Market Forecasting Through Advanced AI-Driven Predictive Analytics
[NO] 1041/1768 | Towards Optimal Oyster Mushroom Growth under Multiparametric Internet-of-Things Automation
[NO] 1042/1768 | Analyzing Trends in Civil Rights Cases Using NLP Techniques
[NO] 1043/1768 | Multi-dimensional Path Design and Simulation of Digital Economy Enterprise Innovation Based on Deep Learning Algorithm
[NO] 1044/1768 | Functional and Structural Neural Plasticity Following sEMG Control of a Virtual Prosthetic Hand in an Individual with Bilateral Upper-Limb Congenital Amputation
[NO] 1045/1768 | Battery-Friendly Model Predictive Control for Direct-Drive Wave Energy Converters with Hybrid Energy Storage System
[NO] 1046/1768 | Comparison of Optimal Control Mitigation Techniques for $E_{3}$ HEMP Insults Utilizing the Transformer Neutral Path
[NO] 1047/1768 | Designing a Self-Powered Hydrogel-Based Wearable EMG Device
[NO] 1048/1768 | Identification of Spatio-Temporal Features in Volumetric Task-Based fMRI Data Using 3D Variational Autoencoder
[NO] 1049/1768 | FLASH-D: FlashAttention with Hidden Softmax Division
[NO] 1050/1768 | Research on Intermodal Route Selection for Finished Vehicle Logistics in C Logistics Enterprises under Low-Carbon Transportation
[NO] 1051/1768 | Thermal System Identification of Electric Machine Stators using ARX Methods
[NO] 1052/1768 | Accounting-Instruction Tuning: Explainable and Regulation-Compliant Risk Detection in Financial Reports
[NO] 1053/1768 | Design and Application of Intermediate Observer Based on Systematic Mathematical Model
[NO] 1054/1768 | CogniFuse and Multimodal Deformers: A Unified Approach for Benchmarking and Modeling Biosignal Fusion
[NO] 1055/1768 | On-orbit Maintenance Mode for Manned Spacecraft
[NO] 1056/1768 | Feasibility of Speckle Contrast Optical Spectroscopy for Quantifying Active Muscle Blood Flow *
[NO] 1057/1768 | Performance Analysis of HAN, HLSTM, and BERT in Classifying Accreditation Documents
[NO] 1058/1768 | Review and Comparison of Common Mode Voltage Mitigation in Four-Leg Inverters
[NO] 1059/1768 | Physiologically interpretable DNN using blink-related brain activity solely from an EEG device in mental fatigue recognition
[YES] 1060/1768 | Performance, Portability, and Productivity of HIP on GPUs with NAS Parallel Benchmarks
[NO] 1061/1768 | Data-Driven Voltage Regulation of Distribution Grid Using Nonlinear Autoregressive Model with Exogenous Inputs (NARX)
[NO] 1062/1768 | Breaking the Game: A Low-Cost System for 3D Human and Ball Pose Estimation in Basketball
[NO] 1063/1768 | Respiratory Inhaler Sound Event Classification Using Self-Supervised Learning
[NO] 1064/1768 | Fault-Tolerant Control Based on Model Reference Adaptive Control for Automotive Electric Machines
[NO] 1065/1768 | Blockchain for Enhanced Data Privacy in Healthcare
[NO] 1066/1768 | Guest Editorial: Special Cluster on Electromagnetic Scattering Technologies for Smart Environments and Internet of Things (IoT)
[NO] 1067/1768 | Cost-Effective Power Conversion for Wave Energy Harvesting Using Doubly-Fed Induction Generator
[NO] 1068/1768 | Erratum to “A 7-bit 1.15-GS/s 2.6-bit/Cycle Asynchronous SAR ADC Using Comparator Decision Skip Technique With Background Offset Calibration”
[NO] 1069/1768 | MARCO: A Cooperative Knowledge Transfer Framework for Personalized Cross-domain Recommendations
[NO] 1070/1768 | Letter from Chairs
[NO] 1071/1768 | Poster: Beacon: Interpretable Land-Use Classification for Edge AIoT via Information Lattice Learning
[NO] 1072/1768 | Copyright Page
[NO] 1073/1768 | Region-of-Interest-Guided Deep Joint Source-Channel Coding for Image Transmission
[NO] 1074/1768 | Joint Domain Adaptation via Cluster Centers and Thermal Imaging for Detecting Leakages in Different Pneumatic Components_supp3-3635345.docx
[NO] 1075/1768 | Mega Satellite Constellation Design under the Impact of Single Event Upsets
[NO] 1076/1768 | AC2Next: A novel model that can predict the next animation API by fusing the animation API context and the UI animation task
[NO] 1077/1768 | IEEE Journal of Solid-State Circuits Publication Information
[NO] 1078/1768 | Towards Faithful Scene-Adaptive Knowledge for Semantic Segmentation of Remote Sensing Images_supp1-3637855.pdf
[NO] 1079/1768 | Critical resource factors for cyber threat intelligence implementation in enterprises
[NO] 1080/1768 | A Cost-Effective Data Sampling Strategy by Unifying Online Data with Offline Data_supp1-3639114.pdf
[NO] 1081/1768 | Operational and Biomechanical Evaluation of a Wrist Exoskeleton Prototype for Assisting Meat-Cutting Tasks
[NO] 1082/1768 | Exploring Cross-Modal Mutual Prompt Learning for Video Quality Assessment
[NO] 1083/1768 | Towards Structure-aware Model for Multi-modal Knowledge Graph Completion
[NO] 1084/1768 | Integrated Design of Mobile Battery-Swapping and Charging Services for Electric Vehicles
[NO] 1085/1768 | Design and Analysis of In-Slot Sleeve Direct Oil Cooling Method for Reluctance Machines
[NO] 1086/1768 | Blood Pressure Prediction During Blood Transfusion: A Population-Informed Multi-Modal Sequential Inference Approach
                    <sup>*</sup>
[NO] 1087/1768 | Mixed time-/event-Triggered Quantization Strategy Design for Linear Systems
[NO] 1088/1768 | DPCA-Based Doppler Radar Measurements from Space: Additional Error Sources and Single-Antenna Transmission
[NO] 1089/1768 | Copyright
[NO] 1090/1768 | 2025 16th Student Research Conference on Applied Computing (SRC)
[NO] 1091/1768 | FNatPred: A Data-Driven Approach for Distinguishing Between NAT and Tumor on the Fungal Microbiome
[NO] 1092/1768 | Keyword Index
[NO] 1093/1768 | Hardware Design Optimization and Testing of an Interleaved DC-DC Converter with Asymmetric Phase-Leg Structure for Reversable Solid Oxide Fuel Cell Applications
[NO] 1094/1768 | Analysis and Implementation of Transformer-Less High Voltage Gain Buck Converter
[NO] 1095/1768 | Robust $H_{\infty}$ AC-Grid-Forming Electrolytic Capacitor-Free Fully Soft-Switched AC/DC On-Board Charger for Vehicle-to-Home Application
[NO] 1096/1768 | Design and Development of a Transillumination-based Intraoral Imaging Probe for Dental Implant Localization
[NO] 1097/1768 | Model-Free Physiological Denoising Using State-Space Reconstruction and Time Reversal
[NO] 1098/1768 | Robotic Gripper Sensing with Optimized Grouped Electrode Angles for ECT Imaging
[NO] 1099/1768 | A Breakerless Solid-State Protection Scheme for VSC-based DC Microgrids
[NO] 1100/1768 | Preliminary Investigation of Clustering Analysis for Understanding Individual Sensory Contributions in Human Postural Control
[NO] 1101/1768 | Systemic Analysis of Blood Pressure Waveform Features Using a Cardiovascular Simulator: Implications for Non-invasive Vascular Health Monitoring
[NO] 1102/1768 | Fraud Detection by Machine Learning and Fuzzy Using Imbalance Credit Card Turkish Dataset
[NO] 1103/1768 | Exploring the Effect of Gate Loop on Switching Behaviors of Paralleled Discrete SiC MOSFETs
[NO] 1104/1768 | Imaging-Process-Informed Generative Strategy for Microwave Medical Image Processing
[NO] 1105/1768 | Pulsating Power Processing and Voltage Balancing of Multi-Active Bridge (MAB) Converter for Single-Phase Grid-Connected EV Charging
[NO] 1106/1768 | A Dwell-Time Approach for Global Optimal Fault-Tolerant Control Performance: an Aeronautic Case
[NO] 1107/1768 | EDGeNet: Electroencephalography Denoising Efficient Network for Fast Artifact Removal
[NO] 1108/1768 | Adaptive and Switching Internal Model Design: ROBUST ADAPTIVE FEEDFORWARD TECHNIQUES FOR STABLE SYSTEMS
[NO] 1109/1768 | Pitfalls in Using Pallor of the Eye to Detect Anaemia with Digital Cameras
[NO] 1110/1768 | Magnetic Concrete for Road-Embedded Wireless Power Transfer: A Review
[NO] 1111/1768 | A Synchronous Gate Driver System for Series-Connected SiC MOSFETs for High-Voltage Pulsed Power Supplies Based on Magnetic Pulse Compression
[NO] 1112/1768 | Mutation-Driven Ensemble Learning Framework for Glioma Subtype Classification
[NO] 1113/1768 | Mixed Potential Theory-Based Large-Signal Stability Analysis Method for Multi-Port Dual DC Buses Power Router
[NO] 1114/1768 | Discrete Control Barrier Function Design for Constrained Heat Pump Control Using Local Linear Models
[NO] 1115/1768 | Nonlinear dynamics in pulse-modulated feedback drug dosing
                    <sup>*</sup>
[NO] 1116/1768 | Fuzzy Modeling and Tracking Control of Fuel Consumption in Cargo Ships
[NO] 1117/1768 | Design and Implementation of an Intelligent Negotiation System: Using Dispute Settlement as an Application Scenario
[NO] 1118/1768 | Short Training Techniques to Enhance Usability of System-Assigned PINs
[NO] 1119/1768 | Multi-Scale Convolutional Attention Enhanced Residual Network for Cuff-less Blood Pressure Prediction
[NO] 1120/1768 | Optimization of a Permanent Magnet Shaft Generator System for Large Vessels
[NO] 1121/1768 | Additive Manufactured Vapor-Chamber-Based Two Phase Modular Cold Plate for TO-247- Packaged Power Semiconductor
[NO] 1122/1768 | Joint Brain Structure-Function Analysis with Correlation-Consistent Learning for Alzheimer's Disease Diagnosis
[NO] 1123/1768 | NeuroMoE: A Transformer-Based Mixture-of-Experts Framework for Multi-Modal Neurological Disorder Classification
[NO] 1124/1768 | Novel Rotor Surface Profile Control Method for Minimizing Position Error in VR Resolvers by Harmonic Injection
[NO] 1125/1768 | Development of a Free-Viewpoint Bladder Observation System for Cystoscopy
[NO] 1126/1768 | FS-UNet3+: A Coronary Vessel Segmentation Network Combining High and Low-Frequency Features
[NO] 1127/1768 | Safety-Guaranteed Lung-Protective Mechanical Ventilation using Digital Twins and Reinforcement Learning
                    <sup>*</sup>
[NO] 1128/1768 | Improving Omics-Based Classification: The Role of Feature Selection and Synthetic Data Generation
[NO] 1129/1768 | Comparative Analysis of High-Power Transient Voltage Suppression Diodes
[NO] 1130/1768 | A Neuromorphic-Inspired Pipeline for Real-Time Anomaly Detection in IoT Sensor Networks
[NO] 1131/1768 | Towards the Correction of Covariate Shift in EEG-Based Passive Brain-Computer Interfaces for Out-of-Lab Applications
[YES] 1132/1768 | A Timing-Driven Layout Method Based on Distributed Reinforcement Learning
[NO] 1133/1768 | High-Density MEA Reveals Distinct Sharp-Wave Ripple Network Dynamics Across Induction Methods in the Hippocampus
[NO] 1134/1768 | The Role of Information Technology in Enhancing Sales Revenues of Smartphone Companies
[NO] 1135/1768 | The Fifth Main Dynamic Factor: Skin Temperature and Its Effects on EMG-Based Gesture Recognition
[NO] 1136/1768 | Novel Dynamic Inverter Control Mechanism for Reliable Solar-PV Energy Access in Weak Rural Grids
[NO] 1137/1768 | Development of a Bioimpedance Probe for Enhanced Tissue Identification in the Upper Aerodigestive Tract
[NO] 1138/1768 | Performance Evaluation of Heat-Pipe-Based Thermal Management System for a 250 kW GaN-Based Integrated Modular Motor Drive
[NO] 1139/1768 | Novel Compensation Topology for IPT System in V2G Applications Using Switched Controlled Capacitors
[NO] 1140/1768 | Thermal and Structural Analysis of a Press-Pack Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Schottky Diode
[NO] 1141/1768 | Joint Optimization of Truck-Drone Logistics Network and Distribution Plan in Alpine Region
[NO] 1142/1768 | Dynamic Modeling of a Magnetic Video Capsule for Enhanced Navigation in the Gastrointestinal Tract
[NO] 1143/1768 | GlauCUTU-WebXR: Virtual Reality Visual Field Perimetry System Embedded with Enhanced Humphrey Field Analyzer Prediction Models for Glaucoma Screening in Resource-limited Settings
[NO] 1144/1768 | Channel Variability of Body-Resonance Human Body Communication
[NO] 1145/1768 | Reduced-Order Modeling of PM Motors for PWM Loss Estimation in VSI, T-Type MVSI and CSI Drives
[NO] 1146/1768 | SPINN: a Tool for Distributed Patch Inference on Massive Data Samples
[NO] 1147/1768 | AI-Powered Food Marketing Techniques: from Personalized Suggestions to Predictive Analysis: Decision Making and Knowledge Sharing as Moderator Variables
[NO] 1148/1768 | A Multi-Factor-Based Feature Ranking Model for Financial Data Fluctuations
[NO] 1149/1768 | Robust Actuator Fault Estimation of Quadrotor UAV Based on qLPV Observer
[NO] 1150/1768 | Sex and Age-Related Changes in Lean Mass of C57BL/6 Mice: A New Method for Assessing Body Composition
[NO] 1151/1768 | Evaluating Deep Human-in-the-Loop Optimization for Retinal Implants Using Sighted Participants
[NO] 1152/1768 | An Automatic Neutral Section Power Supplier Based on Partial Capacity Converter with Continuous Railway Power Conditioner Function
[NO] 1153/1768 | Unified Circulating Current Mitigation Strategy in Paralleled High-Power Adjustable Speed Drives
[NO] 1154/1768 | Exploring the Effect of LED-to-Photodetector Spacing on Subcutaneous Photoplethysmography for Continuous Blood Pressure Measurement
[NO] 1155/1768 | Fast Training of Physics-Informed Neural Networks Using Analytical Motor Models
[NO] 1156/1768 | naviDCN: Navigator-Guided Multi-Modal Deep Clustering for Sepsis Phenotyping in Early ICU Admission
[NO] 1157/1768 | Automated Detection of Shoulder Arthroplasty in X-rays Using Machine Learning
[NO] 1158/1768 | Facial Verification For Senior Profiling using Haar Cascade Algorithm
[NO] 1159/1768 | Study about deep Bifurcation learning model for separation of ultrasound echo signals and tissue acoustic properties
[NO] 1160/1768 | Functional Connectivity in Human-Derived Neurospheroids
[NO] 1161/1768 | Vulnerability Analysis of Intelligent Connected Vehicle Platoons Based on Topological Structure and Node Trust Values
[NO] 1162/1768 | Investigating The Effect Of Systolic And Diastolic Arterial Pressures On Mean Pressure Through Partial Information Decomposition
[NO] 1163/1768 | Enhancing the Objective Assessment of Friedreich Ataxia Severity: A Multiview IMU-Based Approach
[NO] 1164/1768 | Transfer Learning in EEG-based Reinforcement Learning Brain Machine Interfaces via Q-learning Kernel Temporal Differences
[NO] 1165/1768 | Optimizing Household Energy Management Using Fuzzy Logic for Enhanced Electricity Cost Reduction
[NO] 1166/1768 | Medical Image Registration with Multi-Dilated Convolution and Quintuple Attention
[NO] 1167/1768 | Performance Comparison of K-Nearest Neighbor and Naives Bayes Algorithm for Crop Yield Classification
[NO] 1168/1768 | BreastHistoNet: A Efficient Breast Cancer Histopathological Image Classification Using Multiscale Features and Channel Recalibration
[NO] 1169/1768 | Enhanced Fault Current Supply Capability of Grid-Forming Converters Using Variable DC-Link Six-Step Operation
[NO] 1170/1768 | Machine Learning Diagnostic Model for Ischemic Heart Disease Based on Multi-Domain Magnetocardiography
[NO] 1171/1768 | Design of a Two-Channel, Integrated, Planar Inductor with PCB Windings for Bidirectional Converters with Low Parasitic Winding Capacitance
[NO] 1172/1768 | Mathematical Design and Monochrome Encoding of an Optimal Controlled Growth Chamber System for Pleurotus Ostreatus
[NO] 1173/1768 | Shielded Relay Coil design to Optimize WPT and SAR for Distributed Wireless Brain Implants
                    <sup>*</sup>
[NO] 1174/1768 | Traction Cybernetic Avatar System for Colon ESD
[NO] 1175/1768 | Performance Assessment of Multi-Frequency State Feedback and PR Controllers in APF Current Control
[NO] 1176/1768 | Adjustment of Return Policies in Dual Sourcing Strategies Considering Supplier Quality Differences
[NO] 1177/1768 | Supply-Demand Compatibility of Elderly Care Facilities and Its Driving Factors: A Random Forest-Based Study
[NO] 1178/1768 | GUNA: Gradient-Aware Upsampled Neuron Attribution Attack
[NO] 1179/1768 | Developing Adaptive AI-Driven Cybersecurity Frameworks for Real-Time Detection of Polymorphic Malware in IoT Networks
[NO] 1180/1768 | Algorithmic Transparency-Driven Trust Reconstruction for Intelligent Recommendations: Brand-Platform Game Evolution and Collaborative Governance
[NO] 1181/1768 | Leveraging Sentiment Analysis Using Vader for Understanding Learner Experiences in Elearning During Digital Transformation
[NO] 1182/1768 | Knowledge Graph-Based Intelligent Recommendation and Dynamic Matching System for Tobacco Industry Human Resources
[NO] 1183/1768 | Possibilities of Power Injection from a Single-Phase Renewable Energy Source to Low-Voltage Side of Distribution Transformers with Various Windings Connections
[NO] 1184/1768 | Immunohistochemical information integrated pre-training improves HER2 status prediction from whole slide images of breast cancer
[NO] 1185/1768 | Integrated Management of PTO/PTI and Storage Systems for the Reduction of Fuel Consumptions and Polluting Emissions in a Cargo Ship
[NO] 1186/1768 | Smart Home Monitoring Based on the Lora Protocol as a Solution for Connectivity in Difficult Environments
[NO] 1187/1768 | Reliability Assessment of Multi-state System Based on Competing Failures
[NO] 1188/1768 | Freezing of Gait Detection and Prediction Based on a Dilated Temporal Encoder Approach
[NO] 1189/1768 | The National Temperature Standard ETN 02-12 in the Context of the SI Redefinition
[NO] 1190/1768 | Federated Learning for Financial Forecasting: A Privacy-Preserving Approach to Decentralized Data Sharin
[NO] 1191/1768 | Loss-of-Efficiency Fault Detection and Diagnosis for Launch Vehicle Thrust Vector Control Systems
[NO] 1192/1768 | Few-Shot Image Classification for Low-Quality Data Cleaning and Filtering Problem
[NO] 1193/1768 | Urine Volume Estimation Using Eight-electrode Electrical Impedance Measurements: A Healthy Volunteer Study
[NO] 1194/1768 | Cerebral Artery Classification: Integrating Synthetic Models with MRA Data
[NO] 1195/1768 | Gaussian Splatting with a Shading Model for Endoscope Image Visualization
                    <sup>*</sup>
[NO] 1196/1768 | Assessing short- and medium-term fluctuations of EEG spectral content in Minimally Conscious State patients
[NO] 1197/1768 | Detection of Noise Associated with a Series Electric Arc Fault
[NO] 1198/1768 | A Frequency-Domain Stability Margin Indicator for Grid-Connected Converter Systems
[NO] 1199/1768 | Real-Time Fall Detection Based on Deep Learning
[NO] 1200/1768 | Machine Learning-Assisted Portable Electrical Impedance Tomography Enables Accurate Lung Function Assessment
[NO] 1201/1768 | Dimensioning of Battery Storage for Household Prosumers
