[2026-09-23 23:16:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-22
正在获取论文...
[arXiv] 2026-09-22 | SurgGraph: Quantitative Laparoscopic Video Understanding via Geometry-Grounded Scene Graphs
[NO] 1420/2000 | CSIYOLO: An Intelligent CSI-Based Scatter Sensing Framework for Integrated Sensing and Communication Systems
[NO] 1421/2000 | MPLNet: Multimorphology Power Line Instance Detection Network
[NO] 1422/2000 | Development of A Dual-Mode Electromagnet-Based EMAT with Halbach Array Configuration
[NO] 1423/2000 | TESSA: An Efficient Streaming Accelerator for Time-Synchronized Event Stereo
[NO] 1424/2000 | Polarization-Transforming RIS-Aided Multi-User MISO Communications
[NO] 1425/2000 | BiV-ICL: Bilateral Visual In-Context Learning for Enhancing Semi-Supervised Medical Image Segmentation
[NO] 1426/2000 | Joint Optimization of AGV Scheduling and Imperfect Preventive Maintenance in Matrix Manufacturing Systems
[NO] 1427/2000 | Quantitative Photo-elastic Characterization of Interfacial Residual Stress of Epoxy Insulators_supp1-3736026.docx
[NO] 1428/2000 | ESC Enables Protection of an Accelerator Superconducting Magnet With $&gt;$5 kA/mm$^{2}$ Copper Current Density
[NO] 1429/2000 | Dual-Flexible Prescribed Performance Boundary-Guided Reinforcement Learning Control for Nonlinear Coupled Constrained Systems
[NO] 1430/2000 | An Efficient Processing Framework for Spaceborne GNSS-R Raw Intermediate-Frequency Data Based on NVSLSM and GPU Parallel Computing and Its Application to Sea Surface Altimetry
[NO] 1431/2000 | Side-Polished Seven-Core Fiber MZI for High-Sensitivity Intensity- and Wavelength-Based Directional Curvature Sensing
[NO] 1432/2000 | IEEE Robotics and Automation Letters Information for Authors
[NO] 1433/2000 | Review for "Geometry-Driven Analysis of Sea-Surface Signatures in Monostatic and Long-Baseline Along-Track Bistatic SAR Configurations: Insights from the PLT-1 Mission"
[NO] 1434/2000 | Low-altitude Hunter: A System for Vision-Language Anti-UAV Task with MLLM
[NO] 1435/2000 | Teacher-free Latent Self-distillation and Class-separable Representations for Lightweight IoT Attack Detection
[NO] 1436/2000 | RIS-aided Radar Detection Architectures with Application to Low-RCS Targets
[NO] 1437/2000 | Track-to-Track Association under Sensor Asynchrony and Sensor Bias via Stochastic Trajectory Registration
[NO] 1438/2000 | Socially-Aware Intention Prediction for Vulnerable Road Users via Future Posture Generation in Urban Traffic Systems
[NO] 1439/2000 | A Review of Feature-Level Fusion Methods for Indoor Environment Recognition
[NO] 1440/2000 | On the Estimation of Object Inertial Parameters Through Optimal Motion Patterns
[NO] 1441/2000 | Are We Really Making Much Progress in Text Classification? a Comparative Review
[NO] 1442/2000 | A Growth-Prior-Informed Forest Age Estimation Method Using Overlapping ICESat/GLAS and GEDI Footprints with Reduced Dependence on Field Calibration Data_supp1-3735540.docx
[NO] 1443/2000 | Learning-based Proactive Handover Optimization in Satellite-Terrestrial Integrated Networks for Seamless Mobility
[NO] 1444/2000 | Microscopic Mechanism Linking Molecular Structure and Intermolecular Interactions to the Insulation Performance of Bio-Based Oils under Lightning Impulse
[NO] 1445/2000 | An Improved A* Algorithm Combining Two-Layer Neighborhood and Hierarchical Heuristic Strategy
[NO] 1446/2000 | Retraction Notice: An analysis of head pose variation detection and recognition in human faces
[NO] 1447/2000 | I'm In If You're In: Action Escrows as a Design Pattern to Achieve Social Change in Online Communities
[NO] 1448/2000 | VLMSNet: View Large to Measure Shape
[NO] 1449/2000 | A Method of Timeliness Evaluation and Optimization Design for Emergency Operations
[NO] 1450/2000 | Matched Comparison of DQN, VDN, and QMIX for Joint Power and Codebook-Beam Control in Multi-UAV mmWave Downlinks
[NO] 1451/2000 | Exploring Typical Issues in Application of Fault Tree Analysis to Airborne Systems Safety Assessment
[NO] 1452/2000 | [1988] Proceedings. Computer Networking Symposium
[NO] 1453/2000 | A Temporal Graph Neural Network for Lithium-Ion Battery State-of-Health Estimation
[NO] 1454/2000 | Communication-Lightweight Cooperative Energy Management of Networked Multienergy Microgrids
[NO] 1455/2000 | MRCSPA: A Modular Reconfiguration Soft Pneumatic Actuator
[NO] 1456/2000 | PLUNet: A Vision Sensor-Driven Plant Lesion Segmentation Network Integrating Global Context and Boundary-Ambiguity Refinement
[NO] 1457/2000 | Model and Practical Application for Evaluating the Quality of Artificial Intelligence Datasets
[NO] 1458/2000 | Cavity-Enhanced Multilevel Nonvolatile Photonic Memory with Phase-change Nanobeam Cavities for In-memory Computing
[NO] 1459/2000 | Occupational Diversity and Stratification in Platform Work: A Longitudinal Study of Online Freelancers
[NO] 1460/2000 | Online Response-Time Analysis for Early Detection of Deadline Violations in 5G NR Applications
[NO] 1461/2000 | Beyond Algorithms: Conceptual Innovation in Medical Imaging AI
[NO] 1462/2000 | PhysDiff: Physics-Guided Bidirectional State Space Diffusion Model for Efficient Trajectory Anomaly Detection
[NO] 1463/2000 | CAFIM-BR MAMBABCD: Enhancing Binary Remote Sensing Change Detection with Cross-Temporal Interaction and Boundary Refinement
[NO] 1464/2000 | A VHF Resonant Buck Converter With Improved Output Power Range Considering Switching-Node Parasitic Inductance
[NO] 1465/2000 | Multimodal Enhancement and Transformation Alignment of Spatial, Visual, and Semantic Cues for 3D Pose Estimation
[NO] 1466/2000 | Structured Channel Estimation and Localization for Wideband Near-Field MIMO Systems
[NO] 1467/2000 | Periodic Event-Triggered Stabilization of Uncertain NCSs Under Quantization and Mixed Cyber-Attacks
[NO] 1468/2000 | What If We Work Together? Fostering Reflections on Designer Inclusion in Open Source Software Through Speculative Design
[NO] 1469/2000 | Artful Reconfiguration: Decoupling Novelty and Design in a Computer-Saturated World
[NO] 1470/2000 | Centering Knowledge Along the Responsible LLM Supply Chain: An Empirical Study &amp; Multi-Stakeholder Taxonomy
[NO] 1471/2000 | InfiniLoRA: Disaggregated Multi-LoRA Serving for Large Language Models
[NO] 1472/2000 | Steering Committee
[NO] 1473/2000 | Detection and Characterization of Hydrogen-Induced Stepwise Cracks Using Multi-Plane Wave Imaging, Coherence Factor Fusion and Physics-Constrained Temporal Pair Tracking
[NO] 1474/2000 | Copyright Page
[NO] 1475/2000 | ICSSIP 2025 Author Index
[NO] 1476/2000 | Bridging CPU and GPU I/O with a Device-Resident File System
[NO] 1477/2000 | A Hybrid Classical/Quantum Algorithm to Estimate Network Violation Probabilities
[NO] 1478/2000 | The Power of Clouds: The Power Metric for Cloud Auto-Scaling Under Attack
[NO] 1479/2000 | FedCardioNet: A Federated Deep Neural Network for Privacy-Preserving Heart Failure Risk Prediction
[NO] 1480/2000 | Analysis and Design of Intermediate Coil Detuning for Enhanced Output Power in WPT Systems
[NO] 1481/2000 | Computational Social Network Analysis of Political Participation and Educational Brokerage: An Empirical Study Based on CBDB
[NO] 1482/2000 | Trinket Exercises for In-Class Active Learning in Intro Programming Classes
[NO] 1483/2000 | Agentic Cybersecurity: Autonomous Threat Detection Defense Against Adversarial Metamorphic Malware Attacks
[NO] 1484/2000 | DC-to-DC Efficiency Maximization in Wireless Power Transfer with PA and Rectifier Nonlinearities via Semidefinite Relaxation
[NO] 1485/2000 | FedSpy-LLM: Towards Scalable and Generalizable Data Reconstruction Attacks from Gradients on LLMs
[NO] 1486/2000 | A Method for Retrieving Surface Displacement by Integrating Simulated Ascending and Descending InSAR Observations
[NO] 1487/2000 | Research on a Fast Retrieval Method Based on Multimodal Representation Learning with Improved Tree Structure
[NO] 1488/2000 | Protecting Facial Biometrics from Malicious Generative Editing via Latent Optimization
[NO] 1489/2000 | NLP-enhanced Hybrid Construction of CIM Ontology: A Path to Semantic Interoperability
[NO] 1490/2000 | SoK: Data Minimization in Machine Learning
[NO] 1491/2000 | Region-Aware Convolutional Vision Transformer for Tuberculosis Detection from Chest X-Rays
[NO] 1492/2000 | Grasp Pose Estimation for Transparent Test Tubes Using Rep-YOLOv8 and GRCNN
[NO] 1493/2000 | Cost-Risk Coordinated Optimization for the Electricity Spot Market Based on Hourly Risk Exposure
[NO] 1494/2000 | Genetic Algorithm-Based Optimization for Litz-Wire Aspect Ratio in Wireless Power Transfer Coils of Electric Vehicle
[NO] 1495/2000 | Design and Operational Study of an Integrated Coal-Power-Chemical-Computing Recycling System Based on the Reuse of Abandoned Mines
[NO] 1496/2000 | Off-The-Shelf Image-to-Image Models Are All You Need To Defeat Image Protection Schemes
[NO] 1497/2000 | Steady-State Operating and Loss Characteristics of Hydraulic Short-Circuit Operation in a Two-Unit Pumped-Storage System with a Common Penstock
[NO] 1498/2000 | HQFL-DR: Hybrid Quantum-Federated Learning for Multi-Objective Demand Response in Decentralized Green Energy Communities
[NO] 1499/2000 | Enhanced Transformer-Driven Probabilistic Inertia Forecasting for Renewable Power Systems
[NO] 1500/2000 | Analysis of Methods for Underwater Electromagnetic Field Sensing Against Low-frequency Marine Environmental Interference
[NO] 1501/2000 | Research on Integrated Oil Cooling Structure of Flat Wire Motor for High-Speed Vehicles
[NO] 1502/2000 | Incentive-Based Pricing of Multi-Energy Retailer's Integrated Demand Response with Individual Techno-Economic Contribution
[NO] 1503/2000 | A Security-Constrained Optimization Model with Coordinated Frequency Support from Renewable Energy and Energy Storage
[NO] 1504/2000 | Application Research on Intelligent Safety Supervision System for Power System Dispatching Based on Text Corpus
[NO] 1505/2000 | Research and Application of Industrial Equipment Full Life Cycle Management Platform Based on AI and Big Data Technology
[NO] 1506/2000 | AI-Enabled Intelligent Channel Modeling for UWB RFID in IoT
[NO] 1507/2000 | An Enhanced Sustainable Human Activity Recognition Using Convolutional Neural Networks
[NO] 1508/2000 | Natural Language-Driven Low-Voltage Distribution Network Topology Generation Using an Improved Artificial Bee Colony Algorithm
[NO] 1509/2000 | Dynamic Energy Management in 5G and Beyond Wireless Networks Using Reinforcement Learning
[NO] 1510/2000 | Probability Assessment of Voltage Violations and Bidirectional Overloads in Distribution Networks with Large-Scale DGs Integration
[NO] 1511/2000 | Three-Phase Isolated Matrix Rectifier Based on Asymmetric Fault-Tolerant Structure for Highreliability Energy Storage Systems
[NO] 1512/2000 | Assessment of Dynamic Carbon Emission Factors in Power Grids Based on Source-Load Forecasting and Carbon Flow Calculation
[NO] 1513/2000 | Computation Caching and Reuse for Mobile CNN Optimization
[NO] 1514/2000 | A Multi-Scenario Collaborative Scheduling Method for EV Charging Infrastructure Operation and Maintenance
[NO] 1515/2000 | Performance Optimization of Mllm-Based 3D Spatial Perception Tasks Via Sam
[NO] 1516/2000 | Multi-Timescale Optimal Scheduling Strategy for Energy Storage Based on Dual-Signal of Carbon Intensity and Electricity Price
[NO] 1517/2000 | A Copula-Based Approach for Power Consumption Uncertainty Modeling of Data Centers with Distributed PV
[NO] 1518/2000 | Ultra-Short-Term Wind Power Prediction via Adaptive Feature Enhancement and Attention-Assisted Hybrid Residual Network
[NO] 1519/2000 | A Dual-Bundle PCB Litz Coil Achieving 1 kW, 6.78 MHz WPT with 97.8 % AC-AC Efficiency
[NO] 1520/2000 | Adoption of GAI Tools by Academic Researchers: A UTAUT–SET Model
[NO] 1521/2000 | A Domain-Invariant and Edge-Efficient Framework for Leaf Disease Classification
[NO] 1522/2000 | Exploring the Muscle-Tendon Biomechanics and Load Mitigation of a Passive Shoulder Exoskeleton During Overhead Work_supp1-3735723.docx
[NO] 1523/2000 | Soil Knowledge-Guided Depth-Autoregressive Transformer for Predicting Soil Organic Carbon at Multiple Depths_supp1-3736571.docx
[NO] 1524/2000 | Analysis of Wheat Seeds Exposed With Cold Atmospheric Plasma for Agricultural Applications
[NO] 1525/2000 | A Growth-Prior-Informed Forest Age Estimation Method Using Overlapping ICESat/GLAS and GEDI Footprints with Reduced Dependence on Field Calibration Data
[NO] 1526/2000 | Design in Tiles: Automating GEMM Deployment on Tile-Based Many-PE Accelerators
[NO] 1527/2000 | Clean Graph Reconstruction on Grassmann Manifold for Multi-View Clustering
[NO] 1528/2000 | SAFe-Mix: Active
                    <u>S</u>
                    trategies for Energy-
                    <u>A</u>
                    ware
                    <u>F</u>
                    ault Tol
                    <u>e</u>
                    rance in
                    <u>Mix</u>
                    ed-Criticality Systems
[NO] 1529/2000 | Retraction Notice: An Automatic Localization of Microaneurysms in Retinal Fundus Images
[NO] 1530/2000 | Adafd-Gnn: an Adaptive Filtering Graph Neural Network for Fault Diagnosis in Power Distribution Systems
[NO] 1531/2000 | Socio-Technological Considerations in Biomedical Engineering Research
[NO] 1532/2000 | FIXEIN: A Wearable and Modular Eye Tracking System Based-on ROM and PETA for Real-time and Accurate Gaze Data
[NO] 1533/2000 | S
                    <sup>3</sup>
                    DG-Net: A Spectral-Spatial Dynamic Superpixel Graph Network for Hyperspectral Image Classification
[NO] 1534/2000 | Measurement-Aware Ellipse Detection for Real-Time Wear Assessment of Roller Tank Lugs
[NO] 1535/2000 | DiffRefiner: Uncertainty-Aware Diffusion-Driven Latent Correction for Robust Spectrogram Analysis
[NO] 1536/2000 | A Risk-Aware Adaptive Visual Sensing Approach for Energy-Efficient Sentry System in Electric Vehicles
[NO] 1537/2000 | RA-Loc: A Real-Time and Accurate Localization Algorithm for Geometrically Constrained Indoor Environments
[NO] 1538/2000 | Aperture Synthesis Ambiguity-Free Passive Detection Method Based on Moving Platform
[NO] 1539/2000 | YOLO-Based Quality Inspection for Bottled Transparent Liquids
[NO] 1540/2000 | An Explainable Boosting Guided Method for Gene Expression Programming in Satellite Cooperative Tracking Scheduling
[NO] 1541/2000 | The Work of Infrastructure: A Systematic Literature Review of CSCW Scholarship on Infrastructure, 2010-2025
[NO] 1542/2000 | A Study on a Method for Detecting Surface Defects in Hot-Rolled Steel Based on MDPC-YOLO11
[NO] 1543/2000 | Mechanism-Aware Low-Rank Sparse Neural Unrolling for Incipient Bearing Anomaly Detection
[NO] 1544/2000 | Cover Page
[NO] 1545/2000 | Transformer-Based Visual Representation Refinement with Global–Spatial Feature Enhancement for Clip-Level Valence–Arousal Prediction
[NO] 1546/2000 | CMC-HRL: A Counterfactual Multicritic Hierarchical Reinforcement Learning Approach for Computation Offloading in Industrial IoT
[NO] 1547/2000 | MeshSeqGen: Zero-shot Mesh Animation based on a Large Video Generation Model_supp1-3735839.mp4
[YES] 1548/2000 | A Synthetic Benchmark Generator for Evaluating FPGA Incremental Tools
[NO] 1549/2000 | eSPADE-XR: Static–Runtime Cross-Verification of XR Permission Evidence in Android XR
[NO] 1550/2000 | Situated Practice Systems: A Computational System for Supporting the Coaching and Practice of Regulation Skills for Innovation Work
[NO] 1551/2000 | Self-Organizing Physics-Informed Model Predictive Control for Wastewater Treatment Systems With Carbon Emission Constraints
[NO] 1552/2000 | MeshSeqGen: Zero-shot Mesh Animation based on a Large Video Generation Model
[NO] 1553/2000 | A Fault-Tolerant Batch Signcryption Scheme for Internet of Vehicles with Low-Altitude Applications
[NO] 1554/2000 | Risk Prioritization Model for FMEA Based on Grey Relational Projection Using Pignistic Probability Transformation Divergence and W Entropy
[NO] 1555/2000 | Retraction Notice: An Adaptive Deep Learning Technique for Breast Cancer Diagnosis Based on Dataset
[NO] 1556/2000 | λ-psSAR to Estimate Cellular Phone Radiation Exposures
[NO] 1557/2000 | Optical Interferometric MEMS Accelerometer with ng/√Hz Resolution
[NO] 1558/2000 | M2GSA: Multi-modal Multi-level Graph-based Structure Alignment for Remote Sensing Image Feature Fusion
[NO] 1559/2000 | Cost-Sensitive Top-
                    <i>K</i>
                    Review for Capacity-Constrained Fraud Screening
[NO] 1560/2000 | GRAD: Gated Recurrent Anomaly Detection for GPS Sensor Data in Autonomous Vehicles
[NO] 1561/2000 | Nash-VAE: Scale-Invariant VAE Training via Gradient-Space Nash Bargaining
[NO] 1562/2000 | GTDI-YOLO: An Advanced Single Stage Detector Utilizing Global Topology Decoupling for Dense Object Detection
[NO] 1563/2000 | Cost-Sensitive Top- Review for Capacity-Constrained Fraud Screening_supp1-3735481.pdf
[NO] 1564/2000 | MCTC: Multicast Cross-Technology Communication for Wi-Fi to IoT Devices
[NO] 1565/2000 | Acceptability of using assistant robots at emergency departments: results of a cross-sectional population-based survey
[NO] 1566/2000 | Multi-Scenario Generalization via DVPCA and Reliability Analysis of Object Detection in Intelligent Systems
[NO] 1567/2000 | A Targeted LLM-Driven Framework for Literature Review: Method Development and Application to Seismic Ambient Noise Studies
[NO] 1568/2000 | Hierarchical Packaged Task Migration for Autonomous Unmanned Swarms in Multiplex Networked Adversarial Scenarios_supp1-3736705.pdf
[NO] 1569/2000 | Dictionary-based Pathology Mining with Hard-instance-assisted Classifier Debiasing for Genetic Biomarker Prediction from WSIs
[NO] 1570/2000 | Privacy-Preserving Bearing-Based Distributed Localization for Multiagent Networks
[NO] 1571/2000 | LSOAF-YOLO: A Lightweight Small Object Detector with Attention Fusion for Aerial Remote Sensing Imagery
[NO] 1572/2000 | Co-Simulation Errors Due to Step Size Changes
[NO] 1573/2000 | Joint Optimization of Offloading, Phase-Shift, Trajectory and Resource Allocation in Priority-Aware IRS-Assisted UAV-MEC Systems
[NO] 1574/2000 | A Novel Attention-Based Hybrid Deep Learning Framework for Interpretable Subclass Identification in Paint Manufacturing
[NO] 1575/2000 | Author Index
[NO] 1576/2000 | Lifecycle Aware Metadata Framework for Accelerating AI Data Center Rack Commissioning
[NO] 1577/2000 | Component Failure Prediction for the SCANIA Component X Dataset
[NO] 1578/2000 | Physics-Aware Latent Modeling for Unsupervised Anomaly Detection in VANETs
[NO] 1579/2000 | WEIDJ: A Deep Visual Segmentation and DOM-JSON Framework for High-Recall Academic Web Content Extraction
[NO] 1580/2000 | Uniaxial 3D Shape Measurement with Optotune Electronically Focus-tunable Lens
[NO] 1581/2000 | Performance Assessment of Indoor LEO-PNT Using Next-Generation VHF/UHF Services
[NO] 1582/2000 | A Short-Term Power Prediction Method for Distributed Photovoltaic Based on Grid Feature Extraction
[NO] 1583/2000 | A Typical Boundary Scenario Generation Method for Renewable Energy Based on Forecast-Condition Partitioning and Boundary-Anchored K-Medoids
[NO] 1584/2000 | Bi-Level Optimal Control Strategy for V2G Electric Vehicle Aggregations Considering Nodal Voltage Regulation and Battery Degradation
[NO] 1585/2000 | An Explainable and Efficient Ensemble Framework for Phishing Email Detection
[NO] 1586/2000 | A Machine Learning Framework for Nutritional Health Risk Assessment of University Campus RTC Foods Incorporating Genetic Priors
[NO] 1587/2000 | Transmission of the Galileo E6-C Encrypted Signal: Analysis of the Data Processing
[NO] 1588/2000 | Physical Traceability of Multi-Source Green Electricity in Industrial Parks Based on Power Metering Automation System 3.0
[NO] 1589/2000 | Risk Identification Method for Multiple Coupled Failures of New Energy Power Grid Based on Deep Time Series Neural Network
[NO] 1590/2000 | TD3-Based Logistics Distribution and Charge-Discharge Strategies for eVTOL Aircraft Under Time-Varying Electricity Prices
[NO] 1591/2000 | DRL-Powered OpenCAPWAP for Self-Healing SDWN Coverage
[NO] 1592/2000 | Road to Quantifying the Impact of Asphalt on Resonant Capacitive Power Transfer Systems
[NO] 1593/2000 | NW-EHA: A Misalignment-Tolerant Neck-Worn Electromagnetic Halbach Array Structure for Charging Implantable Devices
[NO] 1594/2000 | IoT Intrusion Detection on Large Scale Network Data: From Classical ML and DL to Robust, Explainable and Deployable Benchmarking
[NO] 1595/2000 | Hierarchical Hybrid PSO-GA NAS: Automated U-Net Design for Retinal Vessel Segmentation
[NO] 1596/2000 | Inference Tasks in Intelligent Computing Centers Modeling and Migration Method for Flexible Regulation
[NO] 1597/2000 | Structure-Preserving Grayscale Preprocessing for Generalizable Deepfake Detection
[NO] 1598/2000 | A Matrix-Based Method for Counting Modern Tibetan Syllabic Characters
[NO] 1599/2000 | Rapid Flood Risk Prediction for Power Transmission and Distribution Facilities Based on a Multi-GPU Parallel 2D Hydrodynamic Model
[NO] 1600/2000 | A Grid-Port Bilevel Game for Shore-Power Pricing with Port Alliances
[NO] 1601/2000 | Comparative Evaluation of Data-Driven Models for Electricity-Gas Coupled Energy Flow Calculation
[NO] 1602/2000 | SoK: Enhancing Cryptographic Collaborative Learning with Differential Privacy
[NO] 1603/2000 | Performance Analysis of UL Tx Switching, Carrier Aggregation and UL-MIMO in 5G NR Systems
[NO] 1604/2000 | A Hybrid Modeling Learning Method for Lithium-Ion Battery Based on Fractional-Order and Gaussian Process Regression
[NO] 1605/2000 | Research on Calculation Method of Flow Balance and Distribution in Canal System
[NO] 1606/2000 | Multi-Objective Optimization of Regional Reactive Power Re-serve for AC/DC Hybrid Power System Considering Wind Power Scenarios
[NO] 1607/2000 | Intelligent Near-RT RIC xAPP for 5G O-RAN Small Cells: Energy-Efficient PRB Optimization with E2 Control
[NO] 1608/2000 | Exact Unlearning of Finetuning Data via Model Merging at Scale
[NO] 1609/2000 | Analyzing the Impact of Magnetic Energy Harvesters on Power Quality in Underground Cable System
[NO] 1610/2000 | A Wireless Passive LC Flexible Strain Sensor Utilizing a Curved-Beam Interdigital Capacitor
[NO] 1611/2000 | SPAM-Net: Spectral Prior-Guided Attentive Mamba Network for Sparse-view Multi-energy CT Reconstruction
[NO] 1612/2000 | Cross-Domain Generalization from Synthesized to Human-Imitated Speech Detection
[NO] 1613/2000 | NeuroPDE
                    <sup>+</sup>
                    : A Scalable Neuromorphic PDE Accelerator Based on Spintronic and Ferroelectric Devices
[NO] 1614/2000 | Mutual-Information-Guided Temporal Convolutional Network for Tool Condition Monitoring
[NO] 1615/2000 | Physics-Based Reinforcement Learning Framework for Energy Management of Airport Thermo-Electrical Microgrids
[NO] 1616/2000 | Trustworthy Intelligent Diagnosis Method for Flight Propulsion Systems
[NO] 1617/2000 | A New Zero Input Current Ripple Trans-Inverse Step-Up DC/DC Converter Using Minimal Components
[NO] 1618/2000 | A Stereo Vision-Based Datum Detection Method for Mobile Machining Robots
[NO] 1619/2000 | TUBOHA: A Spatial Hamiltonian Approach for Traveling Wave Tube Amplifiers
[NO] 1620/2000 | Large-Scale AUV Formation Construction Based on GRSG-DMPC Method
[NO] 1621/2000 | Decision letter for "Multi-Modal Self-Supervised Learning for Aligned Satellite Image Time Series Encoder"
[NO] 1622/2000 | A Hybrid CNN–Transformer Model Integrating Raw ECG Signals and Handcrafted Features for Automated Sleep Apnea Detection
[NO] 1623/2000 | Innovative Design and Performance Analysis of a Double-Roll Web Guiding Device Based on a Virtual Pivot
[NO] 1624/2000 | FORTRESS: Real-Time Infrastructure Defect Detection via Adaptive Kolmogorov–Arnold Networks With Spatial Attention_supp1-3732985.pdf
[NO] 1625/2000 | Score-Based Variational Bayesian Inference on a Riemannian Manifold for Quantized MIMO Channel Estimation
[NO] 1626/2000 | A Quality-Aware and Multi-Scale Representation Network for Low-Quality Face Alignment
[NO] 1627/2000 | Dynamic Modeling and Response Analysis of a Concentric Face Gear Split Torque Transmission System
[NO] 1628/2000 | Vision-Based Automated Operational Inspection for Wind Energy Systems
[NO] 1629/2000 | SlotATR: Towards Object-Centric Learning for SAR Target Recognition
[NO] 1630/2000 | Orienting Participatory AI for Frontline Care Work: A Conceptual Framework for Technologists
[NO] 1631/2000 | Dual-Objective Graph Contrastive Learning for Accurate and Diversified Service Recommendation
[NO] 1632/2000 | A Parametric Differentiation of Deformable and Soft Objects in Computational Biomechanics Modeling
[NO] 1633/2000 | Critical Success Factors for Digital Transformation in Cold Supply Chains: A Systematic Review and Implementation Framework
[NO] 1634/2000 | Retraction Notice: Comparative Analysis on Automated Detection of Credit Card Fraud
[NO] 1635/2000 | “Law at Your Fingertips”: Understanding Legal Information Seeking on Video-Sharing Platforms in China
[NO] 1636/2000 | Heterogeneity-Aware Limited-Record Time-Series Forecasting for Regional Natural Gas Transmission Networks Using Residual-Gated Multiscale Learning
[NO] 1637/2000 | AGRA: Anchor-Guided Reputation-Aware Coordination for Trustworthy Medical Federated Learning Services
[NO] 1638/2000 | Microwave Subsurface Imaging of Arbitrary-Shaped Objects Using Polarization Converter-Based Metasurface Radiating Structure
[NO] 1639/2000 | POC-Syn: Perspective- and Occlusion-Aware Synthetic Data Generation for Structured Oblique-View Object Detection_supp1-3735643.pdf
[NO] 1640/2000 | Semi-Blind Channel Estimation for RIS-Assisted mmWave Systems Based on Diffusion Models
[NO] 1641/2000 | Hierarchical Cross-State Mamba With Hyperbolic Fusion for Mach Number Forecasting of Intermittent Wind Tunnels
[NO] 1642/2000 | A Knowledge Transfer-Driven Adaptive 3D Fuzzy Framework for Spatiotemporal Modeling of Distributed Parameter Systems
[NO] 1643/2000 | Temperature Effects on Electrical Parameters and Robust Design of Aerospace Relays Over a Wide Temperature Range
[NO] 1644/2000 | Laser-Induced Acoustic Communications Across the Fluctuating Air-Water Interface
[NO] 1645/2000 | Adaptive-Dictionary-Regularized 3-D Direct Inversion of Surface-Wave Dispersion Data_supp1-3736453.pdf
[NO] 1646/2000 | An Efficient and Robust Active Kriging-Based Probabilistic Subset Simulation Method for Reliability Analysis
[NO] 1647/2000 | Classification of Artificial Turf Stiffness using Heel-mounted Inertial Sensors and Pressure Sensing Insoles
[NO] 1648/2000 | A Robust High-Efficiency Class-E Power Oscillator for Inductive Power Transmission
[NO] 1649/2000 | Multiple Mobile Coordination Nodes Driven Collaborative Scheduling of Heterogeneous Agents for Crowdsensing in Disaster Response
[NO] 1650/2000 | Memory-Aware Architectural Exploration Method to Design Programmable Multi-Core Accelerators
[NO] 1651/2000 | Review for "Geometry-Driven Analysis of Sea-Surface Signatures in Monostatic and Long-Baseline Along-Track Bistatic SAR Configurations: Insights from the PLT-1 Mission"
[NO] 1652/2000 | Study on the Effect of Hydrogen on Degradation Behavior of GaN-Based Blue Laser Diodes
[NO] 1653/2000 | Morphology-Guided Dual-Hypermutation Immune Algorithm for Multichip PDN Decoupling in Space-Constrained High-Density SiP
[NO] 1654/2000 | Active Eavesdropping in Cell-Free mMIMO ISAC Systems
[NO] 1655/2000 | Cross-Speed Vibration Diagnosis of Demagnetization Conditions in Magnetic Couplings Using Physics-Guided Order Features
[NO] 1656/2000 | Motion-Aided Pose Estimation for Visible Light Positioning With Sparse LEDs
[NO] 1657/2000 | Copyright Page
[NO] 1658/2000 | Making Large Vision Language Models Better Few-Shot Learners
[NO] 1659/2000 | Special Issue on The Workshop on MAthematical performance Modeling and Analysis (MAMA 2026)
[NO] 1660/2000 | UI2Case: A Multi-Agent Framework for Test Case Generation from UI Designs via Multimodal Large Language Models
[NO] 1661/2000 | FAESRec: Frequency Adaptive Encoder for Sequential Recommendation
[NO] 1662/2000 | DeepLeak: Privacy Enhancing Hardening of Model Explanations Against Membership Leakage
[NO] 1663/2000 | Estimation of Mutual Inductance and Transmitter-Side Voltage Based on Receiver-Side Non-Resonant Frequency for PWM-Controlled Wireless Power Transfer
[NO] 1664/2000 | Effect of Cyclic Annealing on Electrical Tree Inception Voltage of XLPE at Different Temperatures
[NO] 1665/2000 | A Semantic-Aware Single-Ended Protection Strategy Based on SNN
[NO] 1666/2000 | Novel MTPA and Field-Weakening Control Algorithm Based on Active Flux for Permanent Magnet Synchronous Motor Drives
[NO] 1667/2000 | Deep Reinforcement Learning Based Low-Carbon Optimal Scheduling for Integrated Energy Systems
[NO] 1668/2000 | Benchmarking GNSS-SDR on RISC-V: Hardware Acceleration, Channel Processing, and OSNMA/HAS Workloads
[NO] 1669/2000 | EyeNet: Automated Eye Disease Detection Using Deep Learning
[NO] 1670/2000 | A Terrain- and SNR-Aware Framework for UAV-FSO Backbone Deployment in Post-Disaster Networks: AeroFSO-Deploy
[NO] 1671/2000 | Beyond Tilt: Albedo as the Critical Design Lever for Tropical Bifacial Photovoltaic Systems
[NO] 1672/2000 | Targeted Current Conditioning for Transmission-Level Vacuum Interrupters
[NO] 1673/2000 | An Adaptive Hybrid Low-Power BIST Architecture Using LFSR and Gray Code for Efficient Switching Reduction
[NO] 1674/2000 | Dual-Luneburg Lens for Quasi-Bessel Beam Generation for MmWave Wireless Power Transfer
[NO] 1675/2000 | Re-detection UAV target tracking algorithm based on twin network
