[2026-09-22 23:20:24] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-21
正在获取论文...
[arXiv] 2026-09-21 | Jevons' Paradox and Fast Generative Simulation for HEP: Why Realistic Benchmarking is Essential
[NO] 1146/2000 | A Portable LAMP Microdevice for SARS-CoV-2 Detection: Sensitivity, Specificity, and Point-of-Care Applications
[NO] 1147/2000 | Smudged Fingerprints: A Systematic Evaluation of the Robustness of AI Image Fingerprints
[NO] 1148/2000 | Experimental Evaluation of Geometry and Reciprocity-Based Beamforming with Large Arrays for RF Wireless Power Transfer
[NO] 1149/2000 | Context-Aware Unified Transformer for Joint Speech Recognition and Semantic Dialogue Modeling
[NO] 1150/2000 | A Secure Sdn-Blockchain Architecture for Controlled Medical Data Access in IoT Networks
[NO] 1151/2000 | ANSI/IEEE Standard - Switchgear Assemblies - Including Metal Enclosed Bus
[NO] 1152/2000 | Fuzzy Logic–Integrated Hybrid Machine Learning Model for Predicting Psychological Consumer Purchase Behavior in E-Commerce
[NO] 1153/2000 | Real-time tightly coupled GNSS and IMU integration via Factor Graph Optimization
                    <sup>∗</sup>
[NO] 1154/2000 | Edge Perception Interface via Promptable IR– VIS Fusion: Stable Features for Industrial IoT Safety Inspection
[NO] 1155/2000 | Bridging the Synthetic-to-Real Gap in Impulsive Sound Detection Using Audio Transfer Learning
[NO] 1156/2000 | Adaptive Energy Compensation Control for High-Frequency Oscillation Suppression of Grid-Forming Converter Under Varying Operating Conditions
[NO] 1157/2000 | Short-Circuit Current Calculation for Photovoltaic Power Plants Considering the Entire Fault Ride-Through Process
[NO] 1158/2000 | A Novel Frequency Regulation Strategy for Aggregated Electric Vehicles Considering AGC Signal Uncertainty
[NO] 1159/2000 | Scalable Predictive Analytics for Project Risk Management Using Data-Driven Machine Learning Approach
[NO] 1160/2000 | Conducted Emission Behaviour of a High-Power WPT System Fed by Balanced and Unbalanced Modular Converters Under Phase-Shift Modulation
[NO] 1161/2000 | Deep Learning-Based Intelligent Recognition Method for Power Grid Station Wiring Diagram via Multi-Module Collaboration
[NO] 1162/2000 | Multi-Spatiotemporal Collaborative Control and Hybrid Mechanism-Data Driven State Reconstruction for Active Distribution Networks
[NO] 1163/2000 | Robust Computing-Power Coordinated Scheduling for a Multi-Data-Center Aggregator via Hierarchical DRL with State-Adversarial Training
[NO] 1164/2000 | Development of a Multi-Sensor Fusion Hardware Platform and Motion Accuracy Verification for Power Inspection Robots
[NO] 1165/2000 | Spherical Three-Phase WPT System Using Multi-Coil Transmitter Optimal Control
[NO] 1166/2000 | FiLMamba: A FiLM-Conditioned Mamba Architecture with an Energy-Efficient FPGA Accelerator for Generalizable Cuffless Blood Pressure Estimation
[NO] 1167/2000 | Parametric Knowledge Cannot Overcome Instance Bias in LLM-Based Automated Algorithm Design
[NO] 1168/2000 | A Design of SDR-based QRNG-Radar for Interference-Resilient Sensing Applications
[NO] 1169/2000 | Carbon-Accountable Peer-to-Peer Energy Trading for Interconnected Multi-Microgrids Under Incomplete Information and Privacy Constraints
[NO] 1170/2000 | Psychometric Validation of LLM-Generated Items: Equivalent Quality to Human-Authored Assessments via IRT and Learning Analytics
[NO] 1171/2000 | Decoupling of Communication and Sensing: Blind Parameter Estimation Robust to Array Deformations under IoT ISAC Systems
[NO] 1172/2000 | MORAN-Enabled O-RAN Split 7.2 Based 5G Indoor Small Cell Using srsRAN and a Custom RF Front End
[NO] 1173/2000 | Quantifying the Secure Regulation Region of a Thermal Power Unit Coupled with Battery and Thermal Energy Storage for Deep Peak Shaving
[NO] 1174/2000 | Hybrid GRNN–NLIWPA Approach for Data-Driven Crop Yield Prediction and Decision Ranking
[NO] 1175/2000 | BacSense: A Cascaded Hybrid Deep Learning Framework for Waterborne Bacterial Identification
[NO] 1176/2000 | Beyond the HBM Wall: Coherent-Memory Oversubscription for AI Workloads on NVIDIA Grace Hopper
[NO] 1177/2000 | Adaptive GPU Sharing for Real-time LLM Serving with Best-effort Workloads
[NO] 1178/2000 | ZWAN: Leveraging Zone Random Write Area (ZRWA) for Avoiding WAL Tax in LSM-tree
[NO] 1179/2000 | GraceSSD: Per-File Reliability Hints for Error-Tolerant Machine Learning Storage
[NO] 1180/2000 | Lightweight Apple Defect Instance Segmentation Based on Dynamic Prototype Mask Attention and Multi-Scale Feature Fusion
[NO] 1181/2000 | Resource-Aware Evidence Selection with Dynamic Context Budgeting for Retrieval-Augmented Systems
[NO] 1182/2000 | Robustness of Vector Retrieval Under OCR Noise Interference and the Semantic Correction Boundaries of LLMs: A Case Study of Disney Customer Service Assistant
[NO] 1183/2000 | Intelligent Traffic Monitoring, Congestion Prediction, and Accident Detection Using YOLOv8-Based Video Surveillance
[NO] 1184/2000 | From Reactive to Proactive: GRU-Based Dynamic Link Cost Prediction for QoS-Aware SDN Routing
[NO] 1185/2000 | Physical Rule-Guided Chain-of-Thought Reasoning for Low-Overkill Industrial Anomaly Detection
[NO] 1186/2000 | Design of an Additively Manufactured Hollow Conductor Permanent Magnet Synchronous Motor for Hydrogen Aviation Thermal Management Interfaces
[NO] 1187/2000 | Machine Learning-Based Real-time Intrusion Detection System for IoMT Networks
[NO] 1188/2000 | A Study on the Phenomenon of Abnormal Load Concentration and its Cross-System Transmission Characteristics in High-Density Building Operations
[NO] 1189/2000 | A Privacy Protection Method for Vehicle Networking Based on Heterogeneous Aggregation Signcryption
[NO] 1190/2000 | Emotion Recognition Using Facial Thermal Imaging: A Comparative Study
[NO] 1191/2000 | Cable Fault Detection and Localization Based on Broadband Impedance Spectrum
[NO] 1192/2000 | Short-Term Prediction of Rotor Vibration Signals Based on Local State-Aware Envelope Reconstruction
[NO] 1193/2000 | Smart Fertilizer Monitoring and Prediction for Groundnut Crops Using IoT and Machine Learning
[NO] 1194/2000 | Remaining Useful Life Prediction of Lithium-ion Battery Based on a Two-Step Similarity Criterion and Transformer-SVR Hybrid Model
[NO] 1195/2000 | Ultrasensitive In
                    <sub>1-x</sub>
                    Ga
                    <sub>x</sub>
                    As/Si Heterojunction TFET with extended source for detecting breast cancer cell lines
[NO] 1196/2000 | Caching with Calibrated Predictions
[NO] 1197/2000 | Numerical Simulation and Analysis of Forced-air Cooling Process of Iceberg Lettuce under Different Air Supply Velocity
[NO] 1198/2000 | Design and Implementation of a Precision Nutritional Regulation Platform for Sheep Based on Microservice Architecture
[NO] 1199/2000 | Copyright Page
[NO] 1200/2000 | Filing-Order-Constrained Semantic Exposure in Japanese Annual Securities Reports
[NO] 1201/2000 | Multi-Strategy Optimization Research for Instance Segmentation Based on YOLO11
[NO] 1202/2000 | Regime-Conditioned Directional Prediction of the S&amp;P 500 Index Using Dealer Greek Exposure
[NO] 1203/2000 | STER-A+: Trust and Energy-Aware Routing for LEO CubeSat Delay-Tolerant Networks
[NO] 1204/2000 | A Swarm-Intelligence Framework for Constrained Multi-Objective Engineering Trajectory Design
[NO] 1205/2000 | To Migrate or Not to Migrate: KOxI, an Evidence-Gated Pipeline for Rust-for-Linux Storage Drivers
[NO] 1206/2000 | Research on Prediction of Pipeline Residual Strength Based on GWO-BPNN
[NO] 1207/2000 | QRBL-FS: Quality-Controlled Rank-Aggregated Budgeted-L1 Feature Selection for Multimodal Virtual-Reality Autism Screening
[NO] 1208/2000 | Edge-to-Cloud Infrastructure Continuum: A Unified Framework for Optimizing Industrial IoT Systems
[NO] 1209/2000 | Development of Low-Duty-Cycle Pulsed Load Power Supply
[NO] 1210/2000 | AUC-WMNet: An Uncertainty-Aware Agentic World-Model Framework for Mobile Edge AIGC Service Orchestration
[NO] 1211/2000 | Knowledge Graph-Enhanced Causal Reasoning and RAG for PLC Control System Fault Diagnosis
[NO] 1212/2000 | Coordinated AC Fault Ride-Through Strategy for Hybrid MMC-HVDC System
[NO] 1213/2000 | Appearance Defect Detection of Building Electrical Components Based on Improved YOLO
[NO] 1214/2000 | Effect of core diameter on the magnetic attraction characteristics of a disk-type electromagnet
[NO] 1215/2000 | Comparative analysis of Machine Learning Models for Phase Imbalance Prediction in Rooftop Solar PV Systems
[NO] 1216/2000 | Algorithms for Space GNSS Guaranteed Positioning: Integrity for the Space Corridor (ISCO) - Experimentation Results
[NO] 1217/2000 | Similarity-Aware ML Model Selection for Network-Device Collaboration
[NO] 1218/2000 | Multimodal Urban Mobility Recommendation Using Graph-Based Routing and Dynamic Time Filtering
[NO] 1219/2000 | Smartphone-Based Road Roughness Index Estimation Using MLP With Hard-Example Mining: A Vehicle-Specific Multi-Platform Study
[NO] 1220/2000 | Monostatic Radar Cross Section Study of a Low-Cost Composite Wing for Quasi-Stealth UAV
[NO] 1221/2000 | Influence of Processing Defects on Low-Resistance Stress Grading Tape Before and After Epoxy Resin Application
[NO] 1222/2000 | Design and Implementation of a Testbed Network for IPswen Development
[NO] 1223/2000 | Secure Signal Design for Co-located Legitimate and Eavesdropping Nodes
[NO] 1224/2000 | An Object Detection Algorithm for River Pollutants Based on Indigenously Developed AI Modules and Slow-Speed, Miniature Aerial Platforms
[NO] 1225/2000 | CIML 2026 Cover Page
[NO] 1226/2000 | Artificial Intelligence-Enabled Feature Recognition and Prediction Model for the Development of Intangible Cultural Heritage Industries
[NO] 1227/2000 | Reasoning Introduces New Poisoning Attacks Yet Makes Them More Complicated
[NO] 1228/2000 | A 180nm CMOS Rectifier with Adaptive Self- Biasing for High-Efficiency RF Energy Harvesting
[NO] 1229/2000 | Ultra-Short-Term Wind Speed Forecasting Integrating Multi-Scale Temporal Modeling and Wake-Effect Physical Constraints
[NO] 1230/2000 | ICSSIP 2025 Content Announcement Page
[NO] 1231/2000 | Multi-Objective Optimal Dispatch of Microgrids Considering Demand Response: An Economic-Flexibility Tradeoff Approach
[NO] 1232/2000 | Can Open-Weight LLMs Detect Flawed Exam Questions? A Lecturer-in-the-Loop Benchmark for Technical Higher Education
[NO] 1233/2000 | Zombie APIs: Detecting Runtime-Reachable but Deprecated Endpoints
[NO] 1234/2000 | A Dataset Preparation and Augmentation Method for Improving Infrared Small-Object Detection Algorithms Based on Neural Networks
[NO] 1235/2000 | Capacity Optimization of Shared Energy Storage in Industrial Parks Considering Extreme Weather Conditions: A Bi-Level Approach
[NO] 1236/2000 | Decoupling Physical and Statistical Shifts in Cross-domain Fault Diagnosis using a Wavelet Scale-Equivariant Network with Test-Time Adaptation
[NO] 1237/2000 | A Secure and Parallel IoT Automation Architecture for Centralized Control of Multiple Computers
[NO] 1238/2000 | Equilibrium-Oriented Strategic Bidding for Generation Companies in Coupled Electricity and Carbon Markets
[NO] 1239/2000 | A Study of Power Electronic Topologies for High-Power Inductive Power Transfer System with Passive Rectification
[NO] 1240/2000 | Random Forest-Based Prediction of Brain Tumor Risk and Treatment Effectiveness
[NO] 1241/2000 | Design and Implementation of an Intelligent Compliance Risk Identification System for Emerging Power Industries
[NO] 1242/2000 | Multistage Distributed Generation Capacity Planning with an Explicit Reliability Formulation Considering Regional Islanded Restoration
[NO] 1243/2000 | Vascular Morphology Motivated Progressive Structure-Enhanced Restoration for Sparse-view 3D-DSA
[NO] 1244/2000 | Lightweight Deep Learning Model Architecture for Affective State Recognition from Wearable Physiological Sensors
[NO] 1245/2000 | Analysis of Total Ionizing Dose Effect on a Linear RF Power Amplifier
[NO] 1246/2000 | A Compact UWB GaAs Power Amplifier MMIC for V- and W-Band Applications
[NO] 1247/2000 | A Spatio-Temporal Contribution Analysis-Based Identification of Key Meteorological Factors in Multi-Variable and Location for PV Power Generation
[NO] 1248/2000 | Worst-User End-to-End Delay Minimization for OFDMA-Based Mobile Edge Computing Systems
[NO] 1249/2000 | Evaluating and Enhancing Ionospheric Models for LEO-PNT Simulation Applications: Towards a Machine Learning–Enhanced NeQuick2 Framework
[NO] 1250/2000 | IEEE Antennas and Wireless Propagation Letters
[NO] 1251/2000 | Applicability Analysis of Model Scaling and CBAM for Insulator Detection in Power Inspection Scenarios
[NO] 1252/2000 | Preface
[NO] 1253/2000 | Photovoltaic Power Forecasting Based on Temporally Improved Deep Embedded Clustering and Dual State Control Soft Mixture of Experts
[NO] 1254/2000 | Robust Misalignment Tolerance Assessment of a Regulated EV WPT System Under Voltage and Current Constraints
[NO] 1255/2000 | FlexSnow: A flexible snow optics model framework integrating diverse snow microstructures and light-absorbing constituent mixtures in multiple layers
[NO] 1256/2000 | Dynamic Flood Limited Water Level Control for Hydropower-New Energy Complementarity
[NO] 1257/2000 | Enhanced Wireless Sensor Network Security Through Machine Learning-Based Data-Driven Intrusion Detection
[NO] 1258/2000 | Dynamic-Consistency-Residual-Based Fault Detection Method for DC Ring-Bus Microgrids
[NO] 1259/2000 | Detecting Non-Optimal Decisions of Embodied Agents via Diversity-Guided Metamorphic Testing
[NO] 1260/2000 | An Interactive AI-Copilot Platform for Power System Resilience Enhancement
[NO] 1261/2000 | Rectifier model for optimal Matching Network design in Wireless Power Transfer Systems
[NO] 1262/2000 | Gaussian Partially Observable Inventory Control
[NO] 1263/2000 | Optimization and Analysis of Resource Allocation in Quantum-Centric Supercomputing Environments
[NO] 1264/2000 | Copyright
[NO] 1265/2000 | A CNN-LSTM Approach to Credit Scoring: Performance Evaluation with Implications for Explainability and Fairness
[NO] 1266/2000 | Performance Evaluation of PCM/FM, QPSK and OQPSK under High Dynamic Doppler Conditions for Telemetry Systems
[NO] 1267/2000 | A Comparative Study of the Sine Cosine Algorithm and an Enhanced Sine Cosine Algorithm for Test Redundancy Reduction
[NO] 1268/2000 | Temporal Context-Aware Top-k Frame Recalibration for Diabetic Retinopathy Grading Based on Fundus Fluorescein Angiography Images
[NO] 1269/2000 | Industrial Equipment Monitoring System
[NO] 1270/2000 | Sensorless Control of PMSM Based on Improved SNTSM Observer
[NO] 1271/2000 | Linking Feature Attribution and Counterfactual Explanations for Crop Recommendation
[NO] 1272/2000 | Cross-Market Tail Risk Estimation using Adaptive Quantile Ensembles, FinLLM Sentiment Fusion, and Conformal Calibration
[NO] 1273/2000 | Edge-Based Multi-Environment LoRa Communication for Sustainable IoT Deployments
[NO] 1274/2000 | An Empirical Study on Graph Neural Networks for Sentiment Analysis of Code-Mixed Data
[NO] 1275/2000 | Network-State-Aware Adaptive Block Interval Strategy for Blockchain Systems
[NO] 1276/2000 | A Lightweight ECA-CNN-Based Method for Defect Recognition in Magnetic Flux Leakage Images
[NO] 1277/2000 | Machine Learning Models for Yield Enhancement and Defect Detection in Semiconductor Manufacturing
[NO] 1278/2000 | Topology-Aware Self-Supervised Pose Estimation for Sparse mmWave Point Clouds
[NO] 1279/2000 | Research on Artificial Intelligence-Assisted Dispatch Optimization Method for New-Type Power Systems
[NO] 1280/2000 | Token Write Amplification in LLM-Mediated State Stores
[NO] 1281/2000 | MQSim 2.0: A Framework for Realistic Studies of AI-Era SSDs and Disaggregated Storage
[NO] 1282/2000 | Condition-Normalized Feature Alignment for Cross-Load Motor Bearing Fault Diagnosis
[NO] 1283/2000 | A Hybrid Five-Level Anpc Inverter for 2000 V Battery Energy Storage System
[NO] 1284/2000 | Vibration and Noise Optimization Method for Electric Drive Systems Based on Multidimensional Dynamics Model
[NO] 1285/2000 | A Method for Intelligent Structural Design of Frames
[NO] 1286/2000 | TESSA: An Efficient Streaming Accelerator for Time-Synchronized Event Stereo
[NO] 1287/2000 | Study on the Low-Temperature Characteristics of Key Materials for Interturn Insulation of Dry-Type Air-Core Reactors Under Extreme Cold Conditions
[NO] 1288/2000 | Transformer Aging-Aware Predictive Coordinated Control for Active Distribution Networks with High Renewable Penetration
[NO] 1289/2000 | Fronthaul Resiliency in Latency Constrained C-RAN
[NO] 1290/2000 | Multi-Equipment Collaborative Operation and Energy-Saving Control of Air Conditioning Systems in Industrial Plants Under Dynamic Production Loads
[NO] 1291/2000 | A Compact Mixed-Integer Linear Programming Formulation for Non-Intrusive Load Monitoring with Startup Linking and Normalized Power Variables
[NO] 1292/2000 | A Coordinated Operation Strategy for Wind Power Producer and Demand Response Customer
[NO] 1293/2000 | Distance Adaptive Cascaded XGBoost Method for Series Arc Fault Detection in Photovoltaic Systems
[NO] 1294/2000 | Modeling Through the Soil Wireless Transfer System with Empirical Validation
[NO] 1295/2000 | Development and Field Implementation of Transient Torsional Torque Protection for Turbine Generators
[NO] 1296/2000 | WPTCE 2026 Copyright Page
[NO] 1297/2000 | A Prediction Model to Forecast Ragi Price in Southern Parts of India Using Time Series and Machine Learning Algorithm
[NO] 1298/2000 | Compact Dual-Port Nested Co-Aperture Implantable Antenna for Multi-Band Biomedical IoMT Nodes
[NO] 1299/2000 | Characteristics of Single-Shunt Rectifiers Under Negative-Voltage Conditions
[NO] 1300/2000 | A Novel Privacy-Preserving Wind Power Forecasting Method Considering Regional Spatio-Temporal Correlations
[NO] 1301/2000 | Safe but not Robust: Security Evaluation of VLM by Jailbreaking MSTS
[NO] 1302/2000 | Synergizing 5G-uRLLC Connectivity and Low-Loss Magneto-Dielectric Antenna Systems for Resilient Autonomous Vehicles and UAVs
[NO] 1303/2000 | Replication of a Three-Phase 200-kW Dynamic Wireless Power Transfer Pilot System for Standards-Oriented Testing
[NO] 1304/2000 | Poisoning-Resilient Federated Load Forecasting for Smart Grids
[NO] 1305/2000 | MPLNet: Multimorphology Power Line Instance Detection Network
[NO] 1306/2000 | Data-Driven Embedded Learning Observer for Model-Free Control of a Multi-Phase Interleaved Step-Down Fuel Cell Converter
[NO] 1307/2000 | Real-Time Deepfake Detection on IoT Edge Devices via Lightweight CNN and WebRTC Integration
[NO] 1308/2000 | ESC Enables Protection of an Accelerator Superconducting Magnet With $&gt;$5 kA/mm$^{2}$ Copper Current Density
[NO] 1309/2000 | Scaling SDN Control Planes with Multi-Agent Reinforcement Learning
[NO] 1310/2000 | Constructing a Physics-Driven Dataset for Underwater Acoustic Signal Generation using Diffusion Models
[NO] 1311/2000 | A Growth-Prior-Informed Forest Age Estimation Method Using Overlapping ICESat/GLAS and GEDI Footprints with Reduced Dependence on Field Calibration Data_supp1-3735540.docx
[NO] 1312/2000 | Bi-Level Low-Carbon Optimal Scheduling for Distribution Networks Integrated with Distributed Generators
[NO] 1313/2000 | Cavity-Enhanced Multilevel Nonvolatile Photonic Memory with Phase-change Nanobeam Cavities for In-memory Computing
[NO] 1314/2000 | Model Predictive Control-Based Coordinated Control of Circulating Cooling Water Flow and Temperature in a Circulation Station
[NO] 1315/2000 | Sideband Reduction in Pulse-Width Time-Modulated Arrays for WPT scenarios
[NO] 1316/2000 | Nanocrystalline Core Structure Design for Non-Polarised IPT Pads
[NO] 1317/2000 | Mambafolio: a Negative-Result Study of Modular Predict-Then-Optimize Portfolios Under Realistic Frictions
[NO] 1318/2000 | Semi-Supervised Fast Food Classification Using Vision Transformers and FixMatch
[NO] 1319/2000 | A SHA-256 Driven Tent Map and Dynamic S-Box Based Secure MRI Image Encryption Framework for Healthcare IoT Systems
[NO] 1320/2000 | A Siamese DenseNet121 Framework with Contrastive Learning for Offline Signature Forgery Detection
[NO] 1321/2000 | Facial Expression Recognition Using Capped Adaptive Ensemble of Deep Learning Models
[NO] 1322/2000 | Key Information Extraction and Automated Compliance Comparison of Financial Contracts via Neuro-Symbolic Agentic Frameworks
[NO] 1323/2000 | A Wide-Area Rural Renewable Energy Accommodation Strategy Accounting for Spatiotemporal Flexibility of Urban-Rural Transportation
[NO] 1324/2000 | TPS Modulated DAB-CLLC Converter for Wireless Charging of Light Electric Vehicles
[NO] 1325/2000 | Teacher-free Latent Self-distillation and Class-separable Representations for Lightweight IoT Attack Detection
[NO] 1326/2000 | Development of A Dual-Mode Electromagnet-Based EMAT with Halbach Array Configuration
[NO] 1327/2000 | On the Influence of Objectives, Constraints, and Material Interpolation Schemes in the Topology Optimization of Ferrite Plates for WPT Systems
[NO] 1328/2000 | On the Stability of Large MJQM With Correlated Arrivals
[NO] 1329/2000 | Single-Server Size-Aware Scheduling with Abandonment
[NO] 1330/2000 | Multi-Source Heterogeneous Fusion for Intrusion Detection in Smart Home Cyber-Physical Environments
[NO] 1331/2000 | Quality-Diversity for Automated Market-Making Under Regime Uncertainty
[NO] 1332/2000 | Development of GUI &amp; Signal Processing of Piezoelectric Pressure Sensor for Performance Evaluation of Armaments
[NO] 1333/2000 | Voltage Optimization Control Strategy for Distribution Networks Integrating Transfer Learning with the Phototropic Growth Algorithm
[NO] 1334/2000 | Explanation-Stable Anomaly Detection for Imbalanced Heterogeneous Tabular Data Under Distribution Shift
[NO] 1335/2000 | Comparative Analysis of Deep Learning Models for Bus Travel Time Prediction using Automatic Vehicle Location Data
[NO] 1336/2000 | Comprehensive Weight-Based Tuning of Under-Frequency Load Shedding (UFLS) Strategy for Power Systems
[NO] 1337/2000 | ASPP: Attention-Enhanced Spatial Pyramid Pooling for Object Detection
[NO] 1338/2000 | Real-Time Automatic Detection of Colorectal Lesion Images Based on SK-YOLO11
[NO] 1339/2000 | CAWR-YOLO: Content-Anchored Wavelet Recalibration for Uav-Based Insulator Detection
[NO] 1340/2000 | Tracecritic-Diffuser: Execution-Trace Safety Critic for Safe Diffusion Planning
[NO] 1341/2000 | Snippet-Driven Supply Chain Discovery with LLMs: Scaling Visibility in China
[NO] 1342/2000 | An Efficient Algorithm for Three-Stage Decoupled Collaborative Inference of DNNs on Resource-Constrained Edge Devices
[NO] 1343/2000 | Bridging CPU and GPU I/O with a Device-Resident File System
[NO] 1344/2000 | Trading Volume and Exogenous Intensity Around Stock-Price Trend Reversals in the Tokyo Stock Exchange
[NO] 1345/2000 | A Dual-Controller Auxiliary-Thruster Architecture for Wind-Resilient Multirotor Position Stabilization
[NO] 1346/2000 | Design and analysis of 2D LiNbO
                    <sub>3</sub>
                    /Pt/SiO
                    <sub>2</sub>
                    /PIB SAW Gas Sensor
[NO] 1347/2000 | Digital Intelligence Supply Chain Integration Model and Value-Added Mechanism of County-Level Specialty Agricultural Products
[NO] 1348/2000 | Automated Wood-Fruit-Leaf Separation for NeRF-Based 3D Reconstruction of Fruit Trees
[NO] 1349/2000 | Identification of Barriers to Students' Bank Account Activation in Indonesia Smart Program (PIP) Implementation: An Empirical Study Based on Nationwide Survey
[NO] 1350/2000 | A Systematic Review of Barriers to Technology Adoption in Thai Small and Medium-Sized Enterprises
[NO] 1351/2000 | Identifying Important Elements Influence on Online Purchase Intention of Bioplastic Products in Vietnam
[NO] 1352/2000 | InfiniLoRA: Disaggregated Multi-LoRA Serving for Large Language Models
[NO] 1353/2000 | Generating Synthetic Stock Return Distributions with Diffusion Models
[NO] 1354/2000 | Design and Operational Study of an Integrated Coal-Power-Chemical-Computing Recycling System Based on the Reuse of Abandoned Mines
[NO] 1355/2000 | LSOAF-YOLO: A Lightweight Small Object Detector with Attention Fusion for Aerial Remote Sensing Imagery
[NO] 1356/2000 | LLM-Driven Hybrid Intrusion Detection Framework for False Positive Reduction in Cyber-Physical Systems
[NO] 1357/2000 | SAFe-Mix: Active
                    <u>S</u>
                    trategies for Energy-
                    <u>A</u>
                    ware
                    <u>F</u>
                    ault Tol
                    <u>e</u>
                    rance in
                    <u>Mix</u>
                    ed-Criticality Systems
[NO] 1358/2000 | Analysis of Methods for Underwater Electromagnetic Field Sensing Against Low-frequency Marine Environmental Interference
[NO] 1359/2000 | A Method for Retrieving Surface Displacement by Integrating Simulated Ascending and Descending InSAR Observations
[NO] 1360/2000 | Steering Committee
[NO] 1361/2000 | A Dual-Bundle PCB Litz Coil Achieving 1 kW, 6.78 MHz WPT with 97.8 % AC-AC Efficiency
[NO] 1362/2000 | Genetic Algorithm-Based Optimization for Litz-Wire Aspect Ratio in Wireless Power Transfer Coils of Electric Vehicle
[NO] 1363/2000 | Research on Integrated Oil Cooling Structure of Flat Wire Motor for High-Speed Vehicles
[NO] 1364/2000 | Probability Assessment of Voltage Violations and Bidirectional Overloads in Distribution Networks with Large-Scale DGs Integration
[NO] 1365/2000 | NLP-enhanced Hybrid Construction of CIM Ontology: A Path to Semantic Interoperability
[NO] 1366/2000 | Off-The-Shelf Image-to-Image Models Are All You Need To Defeat Image Protection Schemes
[NO] 1367/2000 | A Security-Constrained Optimization Model with Coordinated Frequency Support from Renewable Energy and Energy Storage
[NO] 1368/2000 | Three-Phase Isolated Matrix Rectifier Based on Asymmetric Fault-Tolerant Structure for Highreliability Energy Storage Systems
[NO] 1369/2000 | Multi-Timescale Optimal Scheduling Strategy for Energy Storage Based on Dual-Signal of Carbon Intensity and Electricity Price
[NO] 1370/2000 | Assessment of Dynamic Carbon Emission Factors in Power Grids Based on Source-Load Forecasting and Carbon Flow Calculation
[NO] 1371/2000 | Incentive-Based Pricing of Multi-Energy Retailer's Integrated Demand Response with Individual Techno-Economic Contribution
[NO] 1372/2000 | Detection and Characterization of Hydrogen-Induced Stepwise Cracks Using Multi-Plane Wave Imaging, Coherence Factor Fusion and Physics-Constrained Temporal Pair Tracking
[NO] 1373/2000 | Acceptability of using assistant robots at emergency departments: results of a cross-sectional population-based survey
[NO] 1374/2000 | Steady-State Operating and Loss Characteristics of Hydraulic Short-Circuit Operation in a Two-Unit Pumped-Storage System with a Common Penstock
[NO] 1375/2000 | Copyright Page
[NO] 1376/2000 | Privacy-Preserving Bearing-Based Distributed Localization for Multiagent Networks
[NO] 1377/2000 | Region-Aware Convolutional Vision Transformer for Tuberculosis Detection from Chest X-Rays
[NO] 1378/2000 | Ultra-Short-Term Wind Power Prediction via Adaptive Feature Enhancement and Attention-Assisted Hybrid Residual Network
[NO] 1379/2000 | HQFL-DR: Hybrid Quantum-Federated Learning for Multi-Objective Demand Response in Decentralized Green Energy Communities
[NO] 1380/2000 | Protecting Facial Biometrics from Malicious Generative Editing via Latent Optimization
[NO] 1381/2000 | A Growth-Prior-Informed Forest Age Estimation Method Using Overlapping ICESat/GLAS and GEDI Footprints with Reduced Dependence on Field Calibration Data
[NO] 1382/2000 | FedCardioNet: A Federated Deep Neural Network for Privacy-Preserving Heart Failure Risk Prediction
[NO] 1383/2000 | ICSSIP 2025 Author Index
[NO] 1384/2000 | Exploring the Muscle-Tendon Biomechanics and Load Mitigation of a Passive Shoulder Exoskeleton During Overhead Work_supp1-3735723.docx
[NO] 1385/2000 | DC-to-DC Efficiency Maximization in Wireless Power Transfer with PA and Rectifier Nonlinearities via Semidefinite Relaxation
[NO] 1386/2000 | AI-Enabled Intelligent Channel Modeling for UWB RFID in IoT
[NO] 1387/2000 | Computation Caching and Reuse for Mobile CNN Optimization
[NO] 1388/2000 | Performance Optimization of Mllm-Based 3D Spatial Perception Tasks Via Sam
[NO] 1389/2000 | Computational Social Network Analysis of Political Participation and Educational Brokerage: An Empirical Study Based on CBDB
[NO] 1390/2000 | Application Research on Intelligent Safety Supervision System for Power System Dispatching Based on Text Corpus
[NO] 1391/2000 | MeshSeqGen: Zero-shot Mesh Animation based on a Large Video Generation Model_supp1-3735839.mp4
[NO] 1392/2000 | A Copula-Based Approach for Power Consumption Uncertainty Modeling of Data Centers with Distributed PV
[NO] 1393/2000 | Research on a Fast Retrieval Method Based on Multimodal Representation Learning with Improved Tree Structure
[NO] 1394/2000 | Enhanced Transformer-Driven Probabilistic Inertia Forecasting for Renewable Power Systems
[NO] 1395/2000 | Analysis and Design of Intermediate Coil Detuning for Enhanced Output Power in WPT Systems
[NO] 1396/2000 | Natural Language-Driven Low-Voltage Distribution Network Topology Generation Using an Improved Artificial Bee Colony Algorithm
[NO] 1397/2000 | Dynamic Energy Management in 5G and Beyond Wireless Networks Using Reinforcement Learning
[NO] 1398/2000 | MeshSeqGen: Zero-shot Mesh Animation based on a Large Video Generation Model
[NO] 1399/2000 | GRAD: Gated Recurrent Anomaly Detection for GPS Sensor Data in Autonomous Vehicles
[NO] 1400/2000 | Research and Application of Industrial Equipment Full Life Cycle Management Platform Based on AI and Big Data Technology
[NO] 1401/2000 | An Enhanced Sustainable Human Activity Recognition Using Convolutional Neural Networks
