[2026-08-12 10:06:30] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-11
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202608110000+TO+202608112359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-8-11 | VL-DNA: Enhance DNA Storage Capacity with Variable Payload/Strand Lengths
[NO] 534/1000 | AoA-Based Localization Method for Underwater Wireless Optical Communication Systems
[NO] 535/1000 | Horizon Profile Based Autonomous Positioning for Low-Altitude Unmanned Aerial Vehicles
[NO] 536/1000 | Retraction Notice: Analysis of IoT-Driven Machine Learning Algorithms for Predicting Respiratory Diseases
[NO] 537/1000 | Retraction Notice: Optimizing Power Distribution Grids Using Particle Swarm Optimization Algorithm
[NO] 538/1000 | Performance Analysis of Distributed Hybrid RIS-Assisted SSK Systems over THz Channels with Pointing Errors
[NO] 539/1000 | Machine Learning Analysis of Japanese Candlestick Patterns in Financial Data: An Empirical Application Based on 10 Years of Daily Data
[NO] 540/1000 | Brainwave Entrainment Rhythms Detection with Frequency Bands Classification in Hybrid Deep Networks
[NO] 541/1000 | A Mathematical Method for Detecting LPI Signals
[NO] 542/1000 | Risk Sensitive Semantic Flow Management in Capacity Constrained Wireless Systems
[NO] 543/1000 | S-Interleaving: A Deterministic Matrix-Based Separation-Optimized Interleaving Method
[NO] 544/1000 | EEG Signal Classification with a Novel Adaptive Quadratic Activation Function
[NO] 545/1000 | A New Energy and Spectrum Efficient Optical MIMO-OFDM System
[NO] 546/1000 | KA-MDN: Kolmogorov-Arnold Mixture Density Network for Uncertainty-Aware Molecular Property Prediction
[NO] 547/1000 | A Multimodal Biosignal-Based Early Prediction Framework for Trunk Muscle Motion Intentions
[NO] 548/1000 | Multi-frequency Impedance Mismatch UHF Antenna for Power Transformer Insulation Monitoring
[NO] 549/1000 | Low-Excitation-Aware Robust Online Parameter Identification for Lithium-Ion Battery Models
[NO] 550/1000 | A Multi-Microgrid Collaborative Scheduling Method Based on a Comfort Matrix
[NO] 551/1000 | Performance Improvement of CNN Models in Structural Vibration Response Prediction Using Variational Mode Decomposition
[NO] 552/1000 | A Faster-than-Real-Time Simulation Approach for Cluster Computing with Model as a Service
[NO] 553/1000 | TADA: Temporal Asynchrony-Aware Deformable Alignment for Hidden Emotion Recognition through Micro-Expression and EEG Fusion
[NO] 554/1000 | An Introspective Decentralized AI Schema for Privacy-Conscious and Accountability-Driven Cyber-Threat Analytics in IoT Systems
[NO] 555/1000 | Performance-Driven Adaptive Epsilon Scheduling Using Success Rate and Reward Feedback for Tabular Q-Learning
[NO] 556/1000 | A Convnext-Unet Architecture with Multi-Head Self-Attention for Automated Wound Segmentation
[NO] 557/1000 | Comparison of Model-Based Speed Estimation Methods for PMSM Drives
[NO] 558/1000 | An Anomaly Detection Method for Multi-index Data of Power Grid Based on the Improved TimesNet Architecture
[NO] 559/1000 | Fraudulant Transaction Detection Using Conditional Generative Adversarial Network
[NO] 560/1000 | Multi-Market Bidding Optimization for Co-located RES-BESS Systems Based on SAC-TCN and Flexible Arbitrage
[NO] 561/1000 | A Systematic Review of Historical Cartography of Da Nang (1764-1995): Establishing a Baseline Database for Sustainable Urban Morphology
[NO] 562/1000 | AI-Assisted Decision Support System for Strategic Human Resource Management
[NO] 563/1000 | Dynamic Bayesian Network Trajectory Prediction for Multi-Ship Encounters Based on Large Language Model Explanation
[NO] 564/1000 | Zero-Shot Skill Gap Forecasting: Generalizing LSTM Models Trained on Synthetic IT Sector Data to Unseen Healthcare and Manufacturing Domains
[NO] 565/1000 | Dynamic Analysis and Simulation of Curved-Track Operating Characteristics of a Rail-Suspended Phenotyping Robot
[NO] 566/1000 | Layout Optimization Using Discrete-Event Simulation and Genetic Algorithm for Sustainable Business
[NO] 567/1000 | Impact of Celebrity Endorsement on Purchase Intention in the Digital Era with the Role of Trust and Perceived Risk
[NO] 568/1000 | Analysing V2V &amp; V2I Collision Warning Systems at Intersections Under LOS/NLOS Conditions
[NO] 569/1000 | Semi-Supervised Classification of Building Facade Materials Using Satellite Imagery
[NO] 570/1000 | Trustworthy AI-Powered Security Operations: Mitigating Information Leakage and Privacy Risks in Machine Learning-Based Threat Detection
[NO] 571/1000 | Optical Flow-Based Flowability Quantification and Mix Proportion Optimization for Intelligent Concrete Production
[NO] 572/1000 | The Effect of RDF Moisture Content on ECC and ECG of the Gasifier
[NO] 573/1000 | Design of an electrostatic deflector of an ultra-compact superconducting cyclotron
[NO] 574/1000 | Ethics-Driven AI Innovation in Healthcare Supply Chains: Ethical Risks and Governance Frameworks
[NO] 575/1000 | High-Impedance Ground Fault Diagnosis in 10kV Cable Distribution Networks Using Multi-Dimensional Time-Domain Features and a Lightweight BP Neural Network
[NO] 576/1000 | Selection and Analysis of TPY-class Current Transformers under Breaker-Failure Conditions in Nuclear Power Plants
[NO] 577/1000 | Modelling and Scheduling of Distribution Networks with Water Electrolysis and Dynamic Line Rating for Improved Wind Penetration
[NO] 578/1000 | Parallel Algorithm for Large-Scale Space Target Collision Detection Simulation Based on GPU-Tensor Architecture
[NO] 579/1000 | Enhancing Pending-Interest-Based Cache Eviction in NDN, Using the Butterfly Optimization Algorithm (BOA)
[NO] 580/1000 | Fine-Tuning Large Language Model for Gene Prioritization in m9.2 Erythroid Module
[NO] 581/1000 | Efficient Gender Classification Using CNN and Pretrained VGG16 Deep Models
[NO] 582/1000 | Cyber Intelligence Driven Threat Detection for Military Networks Using Deep Learning
[NO] 583/1000 | Coordinated Control Strategy of Multi-time-scale Virtual Impedance for Grid-Forming Converters Under Weak Grid Conditions
[NO] 584/1000 | Research and Judgment Method of Power Outage in Distribution Network Based on Multi-source Data Fusion
[NO] 585/1000 | COMPLX-YOLO: A Novel YOLOv11-Based Framework for Mosquito Object Detection in Complex Backgrounds
[NO] 586/1000 | Distributed and Edge AI for Continuous and Context-Aware Healthcare Intelligence
[NO] 587/1000 | Stability Analysis of Receiving End Power System Considering VSC-HVDC Connection
[NO] 588/1000 | nnFormer-TCN based Multi-Scale Convolutional Network for Motor Imagery EEG Classification
[NO] 589/1000 | IoT Enabled Digital Twins for Smart Walkability Planning: A Policy-Oriented Framework
[NO] 590/1000 | Rethinking Inclusion in Computer Science Education
[NO] 591/1000 | Mapping Undergraduates’ Explanations of Data-Model Relationships in Open-Ended Projects
[NO] 592/1000 | Evaluating Compositional Generalization in Turkish Morphological Tagging via Controlled Data Splits
[NO] 593/1000 | Functional Sentence Classification in Legal Decision Summaries: Inter-Task Dependency and Label Derivation
[NO] 594/1000 | A Multifunctional LP/CP Dual-Polarized Wideband Dielectric Transmit-Reflect-Array Antenna
[YES] 595/1000 | Energy Storage System Installation Game Between Conventional and Renewable Generators_supp1-3721861.docx
[NO] 596/1000 | Speeding Up SPA-GPT: Efficient Automated Trace Segmentation for Simple Power Analysis with FFT-Based Downsampling
[NO] 597/1000 | Differential Fault Attack against the YuS Cipher for Secure Embedded Systems
[NO] 598/1000 | Efficient Multi-Query Optimization for Continuous Subgraph Matching over Streaming Graphs
[NO] 599/1000 | Retraction Notice: Intelligence Non-Invasive Blood Group Prediction using Thermography
[NO] 600/1000 | PRIMEdit: Probability Redistribution for Instance-Aware Multi-Object Video Editing With a New Benchmark Dataset
[NO] 601/1000 | RoLe-LIO: A Robust and Lightweight LiDAR-Inertial Odometry for Complex Environments_supp1-3716722.pdf
[NO] 602/1000 | Low-crosstalk and high-RCMF heterogeneous 7-core 5-LP mode fibers with low-index ring and differentiated air-hole array
[NO] 603/1000 | Disentangled Control of Multi-Agent Systems
[NO] 604/1000 | SFENet: A Shapelet-Based Facial Expression Interpretability Model for Depression Recognition
[NO] 605/1000 | Robust Direct Control of Voltage Amplitude and Phase Angle for Grid-Forming Inverters
[NO] 606/1000 | RoResp: Robust Acoustic Respiration Monitoring Under Body Motion via Path Coupling
[NO] 607/1000 | Ultralow ARW in Broadband Source-Driven Resonant Micro-Optic Gyroscope
[NO] 608/1000 | HERL: Hybrid Evolutionary and Reinforcement Learning Method for Macro Placement
[NO] 609/1000 | Historical-Data-Free and System-Independent Training: A Neural Network-assisted Improved Lagrangian Relaxation Method for Large-Scale Security-Constrained Unit Commitment
[NO] 610/1000 | New Approaches for TDOA Source Localization: Selection Based LS and Deep Learning
[NO] 611/1000 | Plan With the Sky: Co-Planning Robotic Autonomy and Low Earth Orbit Edge
[NO] 612/1000 | POSTER: CLEX: Contract-Bounded Local Execution for Device-Level Network Control
[NO] 613/1000 | Efficient Remote KV Cache Reuse with GPU-native Video Codec
[NO] 614/1000 | Tuning into the Web: A Low-Cost Access Solution for Developing Countries
[NO] 615/1000 | Internet routing: characterization via an algebraic property of cycles and a polynomial-time algorithm
[NO] 616/1000 | Retraction Notice: A Review of Bigdata and Machine Learning Techniques in Healthcare
[NO] 617/1000 | Tracking Control of Electro-Conjugate Fluid Actuator Based on Hysteresis Compensation Controller and Self-Tuning PID Controller
[NO] 618/1000 | Retraction Notice: An Intrusion Detection in Internet of Things: A Systematic Study
[NO] 619/1000 | Deep Learning-Based Target Localization and Deghosting in Multistatic Radar
[NO] 620/1000 | Counterfactual Fairness Prediction on Missing Data_supp1-3717344.pdf
[NO] 621/1000 | Decoupling Constraints From Two Directions for Evolutionary Constrained Multiobjective Optimization
[NO] 622/1000 | Active Transmitter Sensing and Receiver Design in Multiple LED Environments
[NO] 623/1000 | Data Saturation in Low-Resource TTS Fine-Tuning
[NO] 624/1000 | Performance Analysis of Chebyshev Filters
[NO] 625/1000 | Extended State Observer Based Estimation of 2-DOF Gimbal Systems Under Disturbances
[NO] 626/1000 | Investigating the Relationship Between Workload and Performance Using Time-Frequency Analysis: An HRV-Based Approach
[NO] 627/1000 | AI-Based Detection, Analysis, and Classification of Aircraft Surface Defects Using Deep Learning
[NO] 628/1000 | Fragmentation Aware Training for Turkish Named Entity Recognition
[NO] 629/1000 | Physics-Guided Gradient Bias in Deep Attention Networks with Bayesian Optimization for Lithium-Ion Battery SOH Prediction
[NO] 630/1000 | iTransAPT: An iTransformer-Based Wind Power Forecasting Model with the Affine PrototypeTimestamp Mechanism
[NO] 631/1000 | Intelligent Reflecting Surface Enhanced ICAJ Systems via Passive Beamforming
[NO] 632/1000 | Türevlenebilir Radon Köprüleme ve Çapraz Dikkat Füzyonu ile Çift Alanlı Düşük Doz BT İyileştirme
[NO] 633/1000 | Analysis of PWM Frequency Effects on Efficiency and Current Quality in Small-Power PMSM Drives
[NO] 634/1000 | Dynamic Spectrum Access with Spectrally Efficient Modulation in Cognitive Radio: A Cooperative Relaying Perspective
[NO] 635/1000 | Boundary-Aware Dynamic Prototype Learning for Few-Shot Named Entity Recognition
[NO] 636/1000 | Environmental Effects on Defect Detection in the Bottom Plate by Higher Order Mode Clusters – Guided Wave
[NO] 637/1000 | Energy Management for Smart Green Buildings: A Data-Driven Approach for Integrated PV-Storage-EV Systems
[NO] 638/1000 | A Strategic Process Perspective on AI-Driven Digital Transformation: Evidence from a Social Media Startup
[NO] 639/1000 | Pinvestigation of the Effect of the Number of Sampling Points on CMM Measurement Errors in Evaluating Form and Positional Deviations of Prismatic Parts
[NO] 640/1000 | Research on Active Disturbance Rejection Control Technology for Inland River Ships Based on New Guidance Law and Parameter Adaptation
[NO] 641/1000 | Automated Detection and Classification of Keratoconus Using Deep Learning with ResNet-50
[NO] 642/1000 | A DCGAN-Augmented Framework for Robust PCOS Ultrasound Images
[NO] 643/1000 | Adaptive ADRC for a Hybrid Three-Port Energy Router in Flexible Distribution Networks
[NO] 644/1000 | Sustainable Conservation: Artificial Intelligence (AI) Driven Visualization of Heritage Wall Paintings in Tiruppudaimarudur Temple, Tamil Nadu
[NO] 645/1000 | Role of Digital Transformation in Strengthening the Sustainable Finance Practices
[NO] 646/1000 | Forensic Analysis Through Demographic Prediction Using CNNs and Sketch Synthesis Using Diffusion Models
[NO] 647/1000 | TagSphereXR: A Multimodal Interaction Framework for LLM-Augmented Annotation in XR
[NO] 648/1000 | An Equipment Tactical Scenario Agent Based on Multimodal Data Governance
[NO] 649/1000 | FHA-Based Power Mapping with Damped TDA Correction for Single-Stage Bidirectional AC/DC Converters
[NO] 650/1000 | Intelligent Ward Monitoring System Based on STM32 and Multimodal Fusion
[NO] 651/1000 | SKINTHESIS - A Hybrid ML Based Personalized Skincare Analysis and Product Recommendation Using Facial Images
[NO] 652/1000 | Deep Learning-Based Multiclass Segmentation of Breast Cancer Histopathology Images Using Advanced Neural Networks
[NO] 653/1000 | Data-Driven Comparison of Battery Electric and Plug-in Hybrid Vehicles in India: A KPI-Based Performance Analysis
[NO] 654/1000 | Machine Learning-Assisted Optimization of Partially Nested Tubes Under Impact
[NO] 655/1000 | A Secondary Decomposition and Denoising Method for Photovoltaic Power Signals Based on Adaptive Frequency Threshold Segmentation and Empirical Wavelet Transform
[NO] 656/1000 | Carbon Footprint of Relational and Hybrid Objectrelational Storage for Image-Based Time-Series Workloads
[NO] 657/1000 | DILI Prediction Using Molecular Fingerprints and ChemBERTa
[NO] 658/1000 | Advancing Cobalt-Based Supercapacitor Electrodes via Machine Learning: A Review of Predictive and Optimization Strategies
[NO] 659/1000 | Enhancing Water Potability Prediction Using Deep Learning Techniques
[NO] 660/1000 | A Mission-Oriented System Modeling Method Based on RMFLP and SysML
[NO] 661/1000 | Beyond Application Identification: Fine-Grained Activity Classification in Encrypted Mobile Traffic
[NO] 662/1000 | Grinding Simulation Study of Industrial Robots Based on Abb Robotstudio Software
[NO] 663/1000 | Obstacle Avoidance for Collaborative Robots Using Modulation Dynamical Systems Technique
[NO] 664/1000 | Masked Reconstruction-Based Self-Supervised Pretraining for GNSS Jamming Classification Using Digital Baseband Signals
[NO] 665/1000 | Enhanced Feature Fusion YOLOv8 for Accurate Tomato Leaf Disease Detection
[NO] 666/1000 | Large Language Model-Driven Automated Malware Detection and Reverse Engineering for Secure Software Systems
[NO] 667/1000 | Two-Legged Robot Design and System Identification with Deep Learning
[NO] 668/1000 | SHPNet: Semantic-Consistent Holistic Perception Network for Efficient Multi-Scale Feature Compression
[NO] 669/1000 | A Cross-US View of Starlink's PoP and Satellite Assignment Strategy to Mobile Users
[NO] 670/1000 | DeepSFU: Scalable Deepfake Detection for Video Conferencing
[NO] 671/1000 | Don't Stall Me Now: Hiding Memory Latency in eBPF
[NO] 672/1000 | Wasserstein Graph Topological Learning for Brain Network Classification
[NO] 673/1000 | Computationally Efficient Analytical Models of Frequency and Voltage in Low-Inertia Systems
[NO] 674/1000 | When AI Breaks Reproducibility: A Deterministic Architecture for Scientific Integrity
[NO] 675/1000 | Hybrid Beamforming Based Multi-user mmWave Communications via Opportunistic Scheduling
[NO] 676/1000 | GLENFINNAN: SmartNIC-Accelerated Data Processing for Efficient Vision AI Pipelines
[NO] 677/1000 | FedCRA: Federated Representation Alignment for Label-Skewed Video HAR
[NO] 678/1000 | A Comparative Analysis of Machine Learning and Deep Learning Methods for Malware Detection in Portable Executable Files
[NO] 679/1000 | A Novel Approach Mitigating the Doppler Effect in UAV-LoRa Networks: DQN-Based Dynamic Resource Management
[NO] 680/1000 | Structure-Aware Filtering for Real-Time Separation of Active-Sensing and Tracking Motions
[NO] 681/1000 | Enabling Scalable Real-time 3D Underwater Localization With Linear Computational Complexity
[NO] 682/1000 | RadarDiff: A Conditional Diffusion Model with Time-Aware Context and Mixed Attention for Radar Echo Extrapolation
[NO] 683/1000 | Retraction Notice: Detection of COVID-19 on Lung CT Images Using Semi Supervised Learning
[NO] 684/1000 | Real-Time Android Telemetry and Crowdsourcing-Based Multi-Criteria Electric Vehicle Charging Station Recommendation System
[NO] 685/1000 | Multimodal Machine Learning for Data-Driven Materials Selection: A Review of Foundations, Advances, and Future Directions
[NO] 686/1000 | Analysis of SAR Exposure for Different Age Groups and 6G Perspective
[NO] 687/1000 | Performance Evaluation of Deep Learning-Based Feature Detection and Matching Algorithms in GNSS/Visual-Inertial Navigation Systems
[NO] 688/1000 | FACTurk: Insights into the Turkish Fact-Checking Ecosystem via a New Dataset
[NO] 689/1000 | Dynamic Workflow Optimization and Resource Management with Machine Learning
[NO] 690/1000 | Automated Myocardial Infarction Detection from 3-Lead ECG via Temporal Convolutional Networks
[NO] 691/1000 | Variable Speed Drives on Mill Motors
[NO] 692/1000 | Retraction Notice: RGB Image Edge Detection Using Fuzzy Logic to Infer The Function Of Triangle And Trapezoidal Key Members
[NO] 693/1000 | UniWave: A Multiscale Wavelet Model for Long-Term Time Series Forecasting
[NO] 694/1000 | LoRA-MoE Fine-Tuning for Improved Speech Recognition in People with Parkinson’s Disease
[NO] 695/1000 | White smoke removal performance using electrostatic precipitator with hydrophilic membrane collection plates
[NO] 696/1000 | Joint Beamforming and Segmentation Optimization for Segmented RIS-Assisted Cell-Free mMIMO Systems Under Perfect and Imperfect CSI
[NO] 697/1000 | Retraction Notice: Automatic Stock Market Prediction using Novel Long Short Term Memory Algorithm compared with Logistic Regression for improved F1 score
[NO] 698/1000 | Retraction Notice: Fuzzy Logic-Based Control Algorithm for Smart Microgrid Energy Management
[NO] 699/1000 | Real-Time Video Transmission over an SDR Platform with Rotator-Based Doppler Compensation
[NO] 700/1000 | A Novel Portable Wireless Fiber-optic Dissolved Oxygen Sensor for Acute Kidney Injury (AKI) Assessment
[NO] 701/1000 | Structure Prior Anchoring and Symmetry Awareness for Oriented Object Detection in X-Ray Inspection of Compression Fittings
[NO] 702/1000 | Towards Zero-Shot Point Cloud Registration Across Diverse Scales, Scenes, and Sensor Setups
[NO] 703/1000 | DRONet: Fine Detection From Raw Radar Data in Sparse Domain Representations
[NO] 704/1000 | On Copernicus DEM - DTM and ICESat for height and biomass retrieval of tropical forests
[NO] 705/1000 | ADS-B Signal Separation with a Dual-Path Convolutional-Recurrent Neural Network
[NO] 706/1000 | Modeling Surface-Complexity-Based Readability Levels in Turkish via Part-of-Speech Profiles
[NO] 707/1000 | Time Series Classification via Enriched Visibility Graph Feature Extraction
[NO] 708/1000 | Falcon Active Learning Open Network (FALCON) for Peer Instruction
[NO] 709/1000 | Dual-Branch Deep Feature Extraction with CosFace-Based Discriminative Learning for Skin Lesion Classification*
[NO] 710/1000 | Perpendicular Distance Based Linear Regression for Best Fit Line Estimation
[NO] 711/1000 | Assessment of Vehicle Dynamics of an ICE to EV Converted Vehicle Using Numerical Simulation Methods
[NO] 712/1000 | Toward Resilient and Sustainable Critical Infrastructure: An Interpretable Transformer for Multivariate Time-Series Anomaly Detection in Industrial Cyber-Physical Systems
[NO] 713/1000 | A BP Weight-Scheduled NDO-NMPC Method for Complex Trajectory Tracking of Unmanned Surface Vehicles
[NO] 714/1000 | A Mobile Centric Multi Modal Framework for Adaptive Alerting in Human Automation Takeovers
[NO] 715/1000 | Reliability Analysis of Gas-Insulated Switchgear Using Hybrid Fault Tree
[NO] 716/1000 | DySTAL-AD: A Dynamic Self-Attention and LSTM Framework for IoT Anomaly Detection
[NO] 717/1000 | A Practical Framework for Solving Production Optimization Problems Using MILP and ESOA
[NO] 718/1000 | Bi-directional RRT* with Weighted Sampling and Fan-Shaped Escape for AGV Navigation
[NO] 719/1000 | Construction and Performance Evaluation of Organic Molecule Property Prediction Model Based on Graph Neural Network
[NO] 720/1000 | GrainSense: Non-Destructive In-Package Grain Classification Using UHF RFID
[NO] 721/1000 | A GIS-Based Comparative Study of Modified Analytic Hierarchy Process and Modified Frequency Ratio for Landslide Susceptibility Mapping Along Hoang Sa Road, Da Nang, Vietnam
[NO] 722/1000 | Group Containment and Formation Control for Heterogeneous Multi-agent Systems with Input Saturation via Multi-task
[NO] 723/1000 | Deep Learning Based Channel Estimation for THz Band Ultra Massive MIMO Systems
[NO] 724/1000 | A Study on Reducing Aerodynamic Drag for Electric Vehicle Using Trapezoidal Vortex Generators
[NO] 725/1000 | Unified Barrier Function–Based Tracking Control of Strict-Feedback Nonlinear Systems with Asymmetric Time-Varying State Constraints
[NO] 726/1000 | Learning-Assisted Target Localization in Distributed UAV Networks
[NO] 727/1000 | A Machine Learning-Integrated Multi-Objective Optimization Approach for Assisting the Design of Self-Sensing Concrete
[NO] 728/1000 | A Covariance Matrix Reset-Based Orbit Determination Method for Continuously Maneuvering Satellites
[NO] 729/1000 | Research on the Topology and Control Strategy of a Flexible Distributed Online De-icing Device for UHV Transmission Lines
[NO] 730/1000 | From Reactive Monitoring to Predictive Control in Mainframe Batch Processing Systems
[NO] 731/1000 | Adaptive Anchor-Weighing Control of Marine Windlasses Based on Fuzzy Load Identification
[NO] 732/1000 | Runtime Profiling in Augmented Reality
[NO] 733/1000 | Energy-Efficient Drone Design with Solar-Powered Hybrid Propulsion System for Extended Flight Duration
[NO] 734/1000 | Innovative MEMS Electrostatic Zipper Pump to Improve Drug Delivery Accuracy
[NO] 735/1000 | Numerical Analysis of Combustion and Emissions in a 110cc SI Engine with Gasoline/Ammonia Blends
[NO] 736/1000 | Biofabrication of Chitosan-Hydroxyapatite hydrogel via 3D Printing for Tissue Engineering Applications
[NO] 737/1000 | SCD-YOLO: An Improved Visible-Infrared Object Detection Algorithm for YOLOv11
[NO] 738/1000 | Modifications in Power Spectral Density Parameters Used to Detect Damage in a Steel Beam
[NO] 739/1000 | A Hybrid Approach to Municipal Waste Collection Route Optimization: A Case Study Using Real-World Data
[NO] 740/1000 | AI-Driven Demand Forecasting and Inventory Resource Optimization for Pharmaceutical Supply Chains Using Graph Attention Networks and Genetic Algorithms
[NO] 741/1000 | GenAI-Driven Knowledge Graph Expansion Using LLM Reasoning
[NO] 742/1000 | IoT-Based Vehicle Emission Monitoring and Alert System
[NO] 743/1000 | Transformation Taxonomy in a Framework for Software Product Line Creation
[NO] 744/1000 | Application of a Dual Active Bridge Converter in Charging and Discharging Supercapacitors Using the Close-Loop Triple Phase Shift Algorithm
[NO] 745/1000 | An Efficient Command Processing Method for Multi-Agent Simulation Based on Lightweight Binary Messages and Dynamic Priority Scheduling
[NO] 746/1000 | PAS-GS: A Progressive and Adaptive Streaming System for Dynamic Scenes via 4-D Gaussian Splatting
[NO] 747/1000 | Edge-Ready Multimodal and Geometry-Aware Perception for UAV-Based High-Voltage Power Line Inspection: A Systematic Review
[NO] 748/1000 | Beyond Reweighting: A Discriminative Contrastive Learning Framework for Long-Tailed Multi-Domain Generalization in Intelligent Fault Diagnosis
[NO] 749/1000 | Weighted Semantic Consistency Framework for Robust Zero-Shot Fault Diagnosis in Industrial Processes
[NO] 750/1000 | Retraction Notice: Comparative Analysis of e-Health Care Telemedicine System Based on Internet of Medical Things and Artificial Intelligence
[NO] 751/1000 | A 65-nm Compute-in-Read-Only-Memory Macro With Bidirectional Ternary Weight Storage and Sparsity-Aware Local Accumulation for 1.58-bit LLM Inference
[NO] 752/1000 | Explaining Network Configurations Under Failures via Localized Subspecifications
[NO] 753/1000 | BLS-TAPS-PR: A Scalable Threshold Accountable Private Signature with Proactive Refresh for Secure Internet of Vehicles_supp1-3716705.pdf
[NO] 754/1000 | Analysis of Deployment Patterns for Edge Hosted Multimodal AI in Cloud-Edge Robotic Systems Utilizing ROS 2
[NO] 755/1000 | Supplementary Material for E
                    <sup>3</sup>
                    NeRF: Efficient Event-Enhanced Neural Radiance Fields from Blurry Images
[NO] 756/1000 | DA-Iscc: Dynamic Adaptation for Integrated Sensing, Communication, and Computation in SAGINs
[NO] 757/1000 | Comparative Analysis of Recent TS Fuzzy Model Transformation Theories For Modeling and Control-Design: A Comprehensive TORA Benchmark Study
[NO] 758/1000 | Predicting Air Quality Index: Deep Learning Perspective
[NO] 759/1000 | Multi-Objective Optimization for Credit Card Fraud Classification: Achieving a Balance between Accuracy and Carbon Footprint within a Green AI Framework
[NO] 760/1000 | Prediction of Cylinder Displacement Response of a Four-Door and Two-Cover Durability Test Bench Based on a PSO-BP Neural Network
[NO] 761/1000 | Crash Simulation Study of a Vehicle with an Airbag and Evaluation of Driver Head Injury
[NO] 762/1000 | Research on Multi-Agent Cooperative Control Based on Data Distribution Service (DDS)
[NO] 763/1000 | A Study on Access Control Entity Classification Based on Graph Neural Networks
[NO] 764/1000 | Multidimensional State Monitoring and Adaptive MPPT Cooperative Control for Offshore Floating Photovoltaic Systems
[NO] 765/1000 | A 0.1-20 GHz Flat-Gain Distributed LNA in a 0.25-µm GaAs pHEMT Process
[NO] 766/1000 | Robust Optimization for Stackelberg Game of Multiple Virtual Power Plants Aggregated with Electric Vehicles
[NO] 767/1000 | Electrical Power System Studies: Why Required and Realized Benefits
[NO] 768/1000 | Point Cloud Registration Method based on Iterative Reasoning of Overlap Confidence
[NO] 769/1000 | Improved Salient Object Detection Via CBAM-Integrated Pyramidal Feature Attention Network
[NO] 770/1000 | A Conformal Flexible Antenna-Based Microwave Imaging Framework for Breast Tumor Localization
[NO] 771/1000 | Duty-Cycle Optimization of a Multi-Parallel Wireless Charging System for Robots Under Frequency Variation
[NO] 772/1000 | Design and Simulation Verification of Trajectory Tracking System for Quadrotor UAV Based on Backstepping Sliding Mode Control
[NO] 773/1000 | An Offline Reinforcement Learning Method for Motion Control of a Dual-Screw Propulsion Robot
[NO] 774/1000 | Three-Dimensional Radar Algorithms for the Detection and Tracking of Drones
[NO] 775/1000 | Scalable Orchestration of Multi-Model Pipelines Focusing on Model Bias Reduction in Tumor Analysis
[NO] 776/1000 | Quantitative Analysis of the Regrowth Degree of
                    <i>Spartina Alterniflora</i>
                    by Integrating Radar and Optical Remote Sensing Indices
[NO] 777/1000 | AI-Based Analysis of Waste Paper Streams and YOLOv8-Based Object Detection for Sustainable Recycling
[NO] 778/1000 | 2026 5th OPJU International Technology Conference (OTCON) on Smart Computing for Innovation and Advancement in Industry 5.0
[NO] 779/1000 | Retraction Notice: An Efficient Parallel Algorithm for Graph Processing in Cyber-Physical Systems
[NO] 780/1000 | HybridOR: A Hybrid Routing Approach for Optimizing Energy Efficiency in Mixed LOS/NLOS IoV Networks
[NO] 781/1000 | Pipelined Microarchitecture for VTA With Circuit and Instruction Co-Optimization
[NO] 782/1000 | Cyber-Attack Resilient Load Frequency Control of Multi-Area Power Systems Using Nonlinear Active Disturbance Rejection Control
[NO] 783/1000 | High-Performance System-on-Chip Architectures for Multipoint Quasi-distributed Fiber Optic Sensors for Monitoring in Critical Systems
[NO] 784/1000 | iTourniquet: A Smart Elastic Venous Tourniquet Usage-Monitoring System Using Stretchable Conductive Fiber Sensing and IoT Technology
[NO] 785/1000 | Multinomial Logistic Regression for Interpretable Multiclass Decision Systems: A Systematic Review and Integrated Research Framework_supp4-3721823.pdf
[NO] 786/1000 | Compact Wideband Circularly Polarized Implantable Antenna for Head Implant Applications
[NO] 787/1000 | Hybrid Channel Access Protocol for Ultra-Wideband Swarm Networks
[NO] 788/1000 | Drug–Drug Interaction Classification using Graph-Based and Text-Based Drug Representations
[NO] 789/1000 | Temperature-Aware Logit-Based Uncertainty Quantification Analysis for Trustworthy Vision-Language Models in Histopathology
[NO] 790/1000 | Multi-view Graph Neural Network Guided Transformer for Cell-Type Annotation
[NO] 791/1000 | Spatial Knowledge Distillation in Video Models via Vision-Language Guided Zero-Shot Pretraining
[NO] 792/1000 | Adaptive Fusion of Spatial and Frequency Features For Robust Deepfake Detection Under Compression
[NO] 793/1000 | Review for "Region-Specific Nested-Domain U-Nets for Global Particulate Matter Forecasting"
[NO] 794/1000 | Dynamic Event-triggered Distributed Optimal Output Consensus of Heterogeneous Linear Multi-Agent Systems
[NO] 795/1000 | Research on DA Optimization Control Strategy for CSTR
[NO] 796/1000 | Diagnostic-Feature-Guided Deep Fusion for Imbalanced Fault Diagnosis of Electric Submersible Pumps
[NO] 797/1000 | Community-Driven Behavior and Data-Informed Urban Governance: Evidence from Padel Reparticipation in Greater Jakarta
