[2026-08-24 21:17:51] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-23
正在获取论文...
[ACM] 2026-8-24 | Real-World Clutter Improves Egocentric Distance Judgments in Optical See-Through Augmented Reality
[NO] 599/1000 | Performance of Transmit SNR Weighted K-Means Clustering in NOMA-Based FANETS
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 600/1000 | AI-Powered Adaptive Learning Engine using Contextual Bandit Optimization Reduces Personalization Gaps and Improve Retention
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 601/1000 | Unified Hybrid Deep Learning Framework for Multi-Modal Data Fusion in Plant Phenotyping and Soil Nutrient–Moisture Prediction using BiLSTM–Transformer Networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 602/1000 | Integration of NIST PQC Round 2 Additional Digital Signatures into PKI and X. 509
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 603/1000 | A Comprehensive Review of Radio Signal Classification Techniques
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 604/1000 | Robustness-Preserving Network Topology Optimization Under Malicious Jamming
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 605/1000 | AI-Enabled Autonomous Networking for Base Station Energy Saving: A Survey of Applications, Methods, and Research Trends
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 606/1000 | Enhancing Digital Twin Model Fidelity Using Error Analysis and Parameter Fitting
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 607/1000 | Modified Three-Component pBRDF Model Preserving Partially Polarized Multiple Reflections for Coated Fabric Surfaces
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 608/1000 | LOSC: Optical-SAR Image Registration Based on Local Oriented Scale Contour Feature Descriptor
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 609/1000 | Design and experiment of epoxy-impregnated no-insulation YBCO Insert coils
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 610/1000 | Real-Time Rendering Method for Massive Substation Point Clouds
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 611/1000 | Comparison of Maximum Loadability Method and Direct Approach Based Power Flow Analysis
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 612/1000 | Introducing and Modeling a Soft Steerable Catheter Tip using Multiobjective Design Optimization_supp1-3726165.mp4
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 613/1000 | IEEE Foundation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 614/1000 | ThemisRB: Revocation-Aware Redactable Blockchain with Asynchronous Resilience_supp1-3723814.pdf
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 615/1000 | Authenticity, creativity, and art in the age of artificial intelligence [Student Editorial]
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 616/1000 | Dynamic Metric Analytic Framework for Exemplar-Free Continuous Diagnosis Under Unsupervised Cross-Domain Class Incremental Learning Scenarios
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 617/1000 | Federated Multi-Center Deep Support Vector Data Description with Lyapunov Convergence Guarantees for Anomaly Detection in IIoT Networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 618/1000 | EMODet-YOLO: A Proactive Passenger Emotion Monitoring Algorithm on Railway Platforms Fusing GAM and Real-ESRGAN
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 619/1000 | Spatio-Temporal Cab Demand Forecasting using Hybrid LSTM-CNN Models
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 620/1000 | HiCB-Fusion: Hinglish CyberBullying Detection using MuRIL and Multi-Level Fallback Mechanism
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 621/1000 | AMSche: Affinity-Aware Microservice Scheduling for Communication-Intensive Tasks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 622/1000 | An LSTM-Driven Model for Accurate Agricultural Pest Risk Prediction
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 623/1000 | IoT-Embedded Smart Textiles with Real-Time Hazardous Gas Detection for Sewage Worker Safety: A Wearable Sensor Network Approach
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 624/1000 | Multi Modal Data Fusion of Digital Twin Precision for Fatty Liver Disease based on Genomics and Microbiome Analysis
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 625/1000 | A Layered SFU Architecture for Reproducible Multi-Party WebRTC Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 626/1000 | Fabric as Optical Diffuser for Wearable LEDs in Optical Camera Communications Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 627/1000 | Forest-Fire Response System using Deep-Learning-based Approaches with CCTV Images and Weather Data
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 628/1000 | Machine Learning-based Predictive Analytics for Early Detection of Chronic Diseases
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 629/1000 | $\mathrm{M}^{2}$ BD-FL: Multi-Metric and Multi-Dimensional Backdoor Detection in Federated Learning
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 630/1000 | EmoStack-Net: A Hybrid Feature Learning Framework for EEG-based Emotion Recognition
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 631/1000 | Joint Tx/Rx Antenna Selection and Beamforming Optimization for Multi-User Full-Duplex mMIMO
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 632/1000 | Art as a Big-Data Climate Sensor: A 1,744-Scene Multi-Feature Analysis of Robert Smithson's Spiral Jetty with an Emergent CNN Climate Axis (1984-2025)
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 633/1000 | Comparing Ground-Anchored Augmented Reality Visualizations of Waste Heat Redistribution
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 634/1000 | Actively tracking ship heave for helicopter deck-landing
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 635/1000 | On the equivalence between additive and linear codes
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 636/1000 | Study on Evolution Law of Acoustic Signals of Surface Discharge in Oil-Paper Insulation Under Different Operating Conditions
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 637/1000 | Integrated Control Method for Source-Grid-Load-Storage of New Energy Power Systems Based on GWO Algorithm
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 638/1000 | The Enhanced Detection Technology of Underwater Weak Signal Based on Composite Sensor of Metamaterial and Fiber Laser Hydrophone
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 639/1000 | Multimodal Perception for Underwater Hitchhiking of Robotic Remora: Integrating Semantic Vision and ToF Sensing
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 640/1000 | An Explainable Pit Bull-Type Dog Breed Identification System Using Vision-Language Models and Official Breed Standards
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 641/1000 | Action Recognition for Badminton Players Based on Spatial-Temporal Graph Convolutional Networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 642/1000 | Deep Q-Network-Based White-Hat Bot Launcher with Action Masking via Ray Casting for Botnet Defense Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 643/1000 | EfficientNetV2-Based Skin Lesion Classification with Online Data Augmentation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 644/1000 | Uncertainty-Aware 3D Seismic Facies Segmentation Using Deep Learning
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 645/1000 | Online Reinforcement Learning from Existing Heuristics for TCP Congestion Control
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 646/1000 | 2026 3rd International Symposium on New Energy Technologies and Power Systems (NETPS)
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 647/1000 | Maximizing the Downlink Sum Rate in Rotatable-Surface 6DMA-Assisted Multi-User Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 648/1000 | A Wideband 1-Bit Guided Wave Reconfigurable Intelligent Surface for Future 6G Wireless Network
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 649/1000 | Elastic TDMA Overlay for Dense Wi-Fi Networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 650/1000 | Quantum-Inspired Machine Learning for Secure and High-Dimensional IoT Data Processing
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 651/1000 | Real-Time Visual Fatigue Monitoring System via Facial Landmark Analysis and Blink Rate Tracking
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 652/1000 | Review of Cyber Threat Detection Techniques in Cloud Computing Environment
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 653/1000 | Comparative Evaluation of Llama Guard 3 and GPT OSS Safeguard as LLM Guardrails for a University Administrative Chatbot
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 654/1000 | TrustIoT-Chain: A Privacy-Preserving Sharded Blockchain Framework with Zero-Knowledge Auditing for Smart City IoT Monitoring
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 655/1000 | Adaptive Carrier Phase Angle Correction Strategy in Decentralized Control of Cascaded Converters Under Voltage Sag Conditions
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 656/1000 | Genetic Algorithm–Artificial Neural Network Hybrid Model for Optimal Energy Management in Hybrid Renewable Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 657/1000 | IEEE Recommended Practice for General Principles for Temperature Limits in the Rating of Electrical Equipment and for the Evaluation of Electrical Insulation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 658/1000 | Radiation Dose Variability in Temporal Bone CT: A Prospective Multicenter Comparison Across Moroccan Centers
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 659/1000 | Magnitude-Phase Interaction Network for Wireless Interference Identification in Low-Altitude Networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 660/1000 | Automatic 3D Ultrasound Parametric Modeling of Lumbar Spine - A Feasibility Study
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 661/1000 | Improved Virtual Zero CMV SVPWM Method to Reduce Harmonic Distortion for Four-Level NNPC Inverters
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 662/1000 | An Autonomous Rule-based Mini-SOAR Platform for Log-Driven Incident Detection and Response Orchestration
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 663/1000 | A Machine Learning Approach for Grid Load Forecasting Based on Feature Optimization
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 664/1000 | Federated Learning Security in E-Learning: A Clustering-Based Approach to Student Behavior Anomaly Detection and Data Poisoning Mitigation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 665/1000 | Crack Modeling and Vibration-Based Detection in Beams: A Review from Classical Mechanics to AI
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 666/1000 | UAV Safe Flight Verification System Utilizing Zero-Knowledge Proofs
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 667/1000 | Reachability-Envelope-Constrained Operational-Space Control for Soft Continuum Arms
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 668/1000 | Ethical Challenges of AI in Recruitment: How HR Can Tackle Bias and Promote Fairness: Systematic Literature Review
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 669/1000 | CoRe: A Collaborative and Reflective Language Model Framework for Flexible Job Shop Scheduling
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 670/1000 | A Comparative Benchmark of Specialized Deep Learning Architectures and Fine-Tuned LLMs for Arabic Text Readability
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 671/1000 | Research on Quantitative Detection Method of Non-Soluble Deposit Density and Equivalent Salt Deposit Density Based on LIBS
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 672/1000 | Intelligent Clause-Level Information Extraction: Benchmarking Large Language Models for SFL-Informed Sentiment Analysis on Social Media
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 673/1000 | Adversarial Malware Detection via LIME Explanation Stability
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 674/1000 | Frequency-Domain Riesz–Gauss Operator for Geohazard-Boundary Delineation from Low-Coherence InSAR Phase
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 675/1000 | A Hybrid Analytical-Genetic Approach for Accurate Parameter Extraction of Photovoltaic Modules Based on the Two-Diode Model
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 676/1000 | Development of a Virtual Process PDK for KLayout with ChatGPT as an Auxiliary Tool
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 677/1000 | An Investigation into the Application of Smart Grid Technology in the Stable Operation of Power Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 678/1000 | A Strategic Framework for AI Integration in Cybersecurity Governance: The Moroccan Case
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 679/1000 | Multi-Delibration Enables Collaboration and Reasoning Improvement in Agentic AI Systems for Multimodal Medical Diagnosis
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 680/1000 | Open-Circuit Fault Diagnosis Method for Three-Phase Inverters Based on Four-Channel Image Encoding and MISSA-XGBoost Fusion
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 681/1000 | Learning-Based Techniques for Traffic Congestion Modeling and Optimization: A Survey
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 682/1000 | Grounding the Phantom: Improving Physical Plausibility in Dance Generation via Biomechanical Constraints
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 683/1000 | Adaptive Parameter Tuning for One-Handed Assistive Input Redirection on Android
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 684/1000 | On the Insecurity of Graph-Isomorphism Tokens for IoT Authentication
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 685/1000 | Toward the Development of Energy-Efficient Machine Learning Models for the Sustainable Verification of Embedded System Components
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 686/1000 | PA-HydroPreNet: Multi-Task Spectral Enhancement and Bioacoustic Detection for Hydrophone-Array Monitoring
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 687/1000 | A Multilevel Amplitude Reconfigurable Metasurface Via Laser-Induced Phase Change of GeTe
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 688/1000 | Table of Contents
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 689/1000 | Multimodal Context-Enriched Visual Representation Learning for Enhanced Vision–Language Image Captioning
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 690/1000 | Employing LLMs for Improved Bots Detection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 691/1000 | 2026 International Conference on Circuit, Systems and Communication (ICCSC)
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 692/1000 | Smart Fuel Station with Automatic Vehicle Identification
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 693/1000 | Hardware Implementation of 8-Bit Gray to Binary Code Conversion
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 694/1000 | Solar PV-Supported Unified Power Quality Conditioner with Mamdani Fuzzy Logic Control
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 695/1000 | Explainable AI for Chronic Kidney Disease Prediction in Medical IoT: A Systematic Review
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 696/1000 | Exploring Intelligent EEG Analytics for Early Alzheimer’s Disease Detection: A Review Study
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 697/1000 | Robust Wavelet-First Preprocessing for IM/DD–OOK Under Drift and Impulsive Transients
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 698/1000 | Multi-Criteria AI System for Crop and Fertilizer Prediction
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 699/1000 | Early-Stage Lung Cancer Detection using Convolutional Autoencoder and Long Short-Term Memory Model
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 700/1000 | Highly Insulating Optocoupler for 5 Gbps Full-Duplex Data Transmission
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 701/1000 | EntityNav: an Entity-Centric Stepwise Planning Framework for Vision-Language Navigation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 702/1000 | A Comprehensive Review on Kidney Stone Detection using Machine Learning and Deep Learning Techniques
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 703/1000 | Effects of Audiovisual Environmental Stimuli on Humidity Perception Without Changing Actual Humidity
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 704/1000 | Multi-Channel Perception Control for Electrotactile Stimulation Using Waveform-Based Threshold Estimation and Adaptive Feedback
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 705/1000 | Complexity-Guided Adaptive Encryption for Secure Image Transmission
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 706/1000 | Label-Efficient Hyperspectral Image Change Detection via Multi-Scale Self-Distillation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 707/1000 | A Lightweight Deep Learning Model for Industrial Surface Defect Detection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 708/1000 | SAR Anti-Interrupted-Sampling-Repeater-Jamming Method Based on Subpulse Permutation Linear Frequency Modulation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 709/1000 | Circular Shifting-Based Secure Key Generation for FDD Wireless Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 710/1000 | MVKDM: A Multi-View K
                    <sub>i</sub>
                    Diffusion Model for Ultra-Short Total-Body Parametric PET Imaging Using Relative Patlak K
                    <sub>i</sub>
                    <sup>'</sup>
                    Inputs
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 711/1000 | From Digital Twins to Generative Digital Twins in Healthcare: Architectures, Application Boundaries, and Hybrid Clinical Deployment
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 712/1000 | Auditable LLM Safety-Judge Selection via Confidence-Interval Filtering on Unsafe Recall
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 713/1000 | DPFNAS: Differential Privacy-Enhanced Federated Neural Architecture Search for 6G Edge Intelligence
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 714/1000 | Improving the Generalization of Gait Recognition with Limited Datasets
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 715/1000 | A Task-Aware Feature Decoupling Framework for End-to-End Person Search
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 716/1000 | Consistency-Aware Policy Optimization for Zero-Variance Gradient Anomaly Understanding and Robust Reasoning
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 717/1000 | Graph Design for Weather-Constrained Multi-Airport Delay Forecasting: Comparing Spatial, Functional, and Adaptive Connectivity
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 718/1000 | What Drives MaaS Adoption? Comparing Perceived Usefulness, Trust, and Hedonic Motivation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 719/1000 | A Self-Supervised Framework for Unsupervised Clustering of High-Resolution UAV Soybean Imagery
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 720/1000 | Open-circuit Fault Diagnosis of Five-Phase Permanent Magnet Fault-tolerant Motor System based on Model-Data Hybrid Drive
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 721/1000 | Predicting Interview Performance with Structured Data: An Empirical Analysis of Limitations and Explainability
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 722/1000 | Structured Cross-Modal Representation Alignment via Dual Mixing Blocks in Vision–Language Architectures
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 723/1000 | Robust Quantum Control via a Model Predictive Control Strategy
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 724/1000 | Node Optimization for Multi-Node Robust Integrated Sensing and Communications Networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 725/1000 | A Landslide Detection Network Integrating Mamba and Deformable Sliding Window Attention
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 726/1000 | Stabilizing High-Occupancy Parking Systems via Legally Constrained Dynamic Assignment
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 727/1000 | Behaviourally Informed Adversarial Prompting for Evaluating Emergent Risk Behaviours in Foundation Models
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 728/1000 | Ethnicity Identification from 3D Facial Point Clouds: A CNN-Pointnet Fusion Approach
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 729/1000 | Data Quality Evaluation and Pricing of Edge Computing Device in Active Distribution Networks with Privacy Preserving
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
