[2026-07-01 12:09:45] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-30
正在获取论文...
[arXiv] 2026-06-30 | Contrastive Regularization of Machine Learning Potentials
[NO] 1085/1941 | Optimizing Photovoltaic Power Generation: Fuzzy Logic-Based MPPT and Nanofluid Cooling Techniques
[NO] 1086/1941 | Comparative Evaluation of Phase-Disposition PWM Technique based Three Phase Modular Multilevel Converter Topology using 5,7 and 9-Level
[NO] 1087/1941 | An IoT- and AI-Enabled Architecture for Intelligent Transportation Systems
[NO] 1088/1941 | Investigation of Blockchain in Management: Jordan Project Management Practice as a Case study
[NO] 1089/1941 | Deep Learning-Based Satellite Fault Diagnosis Equipment Algorithm and System Implementation
[NO] 1090/1941 | Personalized Design of Cultural and Creative Products using Explainable Transformer - Driven Generative Recommendation
[NO] 1091/1941 | Meteorology- and Topography-Constrained Downscaling of Snow Cover Fraction Over the Tibetan Plateau_supp1-3699813.pptx
[NO] 1092/1941 | Table of Contents
[NO] 1093/1941 | Multirate Hearing Aid Signal Processing with Integrated Auditory Compensation Using Subband SNR Gated WDRC and Phase Coherent IIR Filterbanks
[NO] 1094/1941 | Assessing Skip-Tracing Information in Repossession Prediction Using Ensemble Learning and SHAP Analysis
[NO] 1095/1941 | AffectOmni: RL-Verifiable People-Centric Grounded Affective Reasoning for Social and Art-Related Scenes_supp1-3707634.pdf
[NO] 1096/1941 | Improved Strategy Gradient Algorithm for Optimizing Engineering Financial Portfolio Risk: Design based on Risk-Sensitive Reward Function
[NO] 1097/1941 | Performance Optimization and Stability Analysis of a DC-DC Boost Converter Using Classical PID Control Schemes
[NO] 1098/1941 | UVVs: Identifying Unchanged Vertex Values in Evolving Graphs via Intersection-Union Analysis
[NO] 1099/1941 | Synchronous Wind and Wave Retrieval from SWOT Based on Deep Learning
[NO] 1100/1941 | ART-VOD: Adaptive Relational Distillation and Temporal Modeling for Open-Vocabulary Video Object Detection
[NO] 1101/1941 | Low-Discrepancy Perturbation Design for Numerically Stable Gradient Estimation in Feedback Optimization
[NO] 1102/1941 | Three-Dimensional Biomimetic Interface Engineering for Synergistic Enhancement of Interfacial and Insulation Properties in AFEP
[NO] 1103/1941 | 2026 International Conference on IT and Industrial Technologies (ICIT)
[NO] 1104/1941 | DCEA-SVR: A Dynamic Causal Entropy Fusion and Adaptive Learning Framework for Ideological and Political Teaching Effectiveness Evaluation
[NO] 1105/1941 | A Timed Petri Net Model and Renderer for Typesetting Pre-Mensural Polyphony
[NO] 1106/1941 | Bridging Piano Pedagogy and Digital Music Libraries
[NO] 1107/1941 | LSTM-TD3 Augmented with Markov-Switching Load Prediction Intervals for Fuel Cell Ship Energy Management
[NO] 1108/1941 | Interturn Short-Circuit Fault Diagnosis Method for Dual-PMSM Traction System Based on Negative Sequence Current Difference
[NO] 1109/1941 | Privacy-Preserving Traffic Analysis in High-Speed Encrypted Networks
[NO] 1110/1941 | Intent-Networking: A BDIx-DAI Cognitive Control Framework Implemented on the O-RAN Architecture
[NO] 1111/1941 | Towards 6G AI-RAN: Vision and Foundational Attributes
[NO] 1112/1941 | Review of Research on Main Equipment Protection in New Power Systems
[NO] 1113/1941 | End-to-End UAV Wind Disturbance Control via Strong Rank-Revealing QR Decomposition
[NO] 1114/1941 | Multi-Dimensional Context-Oriented Programming with a Lightweight Domain Specific Language
[NO] 1115/1941 | CertiCoder: Towards MISRA-Compliant C Code Generation with LLMs
[NO] 1116/1941 | Debugging Engine Enhanced by Prior Knowledge: Can We Teach LLM How to Debug?
[NO] 1117/1941 | SmartIFSyn: Automated Information Flow Security Policy Synthesis for Smart Contracts
[NO] 1118/1941 | SWE Data Construction, Automatically!
[YES] 1119/1941 | Odyssey: Hunting Smart Contract Vulnerabilities with Fine-Grained State Modeling and Exploration
[YES] 1120/1941 | Active Learning of Symbolic Automata for Reactive Programs via Dynamic Symbolic Mapper
[NO] 1121/1941 | CodeCureAgent: Automatic Classification and Repair of Static Analysis Warnings
[NO] 1122/1941 | Can Old Tests Do New Tricks for Resolving SWE Issues?
[NO] 1123/1941 | Lineage: A UMA2.0 Protocol Extension for Multi-Hop LLM Agent Delegation
[NO] 1124/1941 | Fault Diagnosis Under Unknown Operating Conditions Based on Adaptive Graph Learning and Dual-Weighted Contrastive Mechanism
[NO] 1125/1941 | Physics-Informed RF Features for Bone Fracture Detection and Healing Classification: A Grouped Cross-Validation Study Using 2D-FDTD Simulation Across Five Anatomical Sites_supp1-3706360.csv
[NO] 1126/1941 | Au Nanoparticles Decorated SnS/MoSe
                    <sub>2</sub>
                    -based vdW Heterojunction as Wideband Photodetector
[NO] 1127/1941 | InSAR Observability Guided Multi-modal Fusion Framework for Landslide Hazard Detection in Open-pit Mines_supp1-3707569.pdf
[NO] 1128/1941 | Empathetic Response in Audio-Visual Conversations Using Emotion Preference Optimization and MambaCompressor_supp1-3707832.pdf
[NO] 1129/1941 | Analyzing the Spatio-temporal Pattern of Disturbances in Yuzhong Mining Areas Using Continuous Variation Detection and Intensive Time-Series Landsat Observation
[NO] 1130/1941 | Diversity-Regularized Policy Space Optimization based Tactical Strategy Learning for Multi-UAV Air Combat Games
[NO] 1131/1941 | Fractional Inductor Based Human Eardrum Design Employing MO-DVCCBTA
[NO] 1132/1941 | Adaptive Weighted Fuzzy Clustering Framework for Evaluation of Student’s Practical Ability in Higher Education
[NO] 1133/1941 | Spatio-Temporal Graph Neural Network for Prediction of Foreign Media Coverage and Dissemination of Xinjiang Free Trade Zone Cities
[NO] 1134/1941 | Evaluating the Impact of Photovoltaic Power Plants on Land Surface Temperature Using Remote Sensing Techniques in Asian Regions
[NO] 1135/1941 | Leveraging Text Sentiment Analysis for Cyberbullying Prevention
[NO] 1136/1941 | Dynamic Noise Injection for Gradient Leakage Resistance in Federated Learning
[NO] 1137/1941 | Stochastic Model of Collaborative Robot Interaction in a Manufacturing Environment
[NO] 1138/1941 | Historical Region of Interest based ResNet18 with Multiscale Pyramid Attention Blocks for Colon Cancer Classification
[NO] 1139/1941 | Region-Aware Attention-Based Framework for Management of Students from Hong Kong, Macao, Taiwan, and Overseas Chinese
[NO] 1140/1941 | An Attention-based Fusion Multimodal Predictive Model for Heart Rate Deviation: A Simulative Design Study
[NO] 1141/1941 | Intelligent Disease Prediction using Hybrid Deep Learning Models
[NO] 1142/1941 | Green Information Networks: Energy-Aware Architectures and Protocols
[NO] 1143/1941 | Physics-Data-Driven Fault Diagnosis of Cascaded H-Bridge Rectifier under Pantograph-Catenary Separation Impacts
[NO] 1144/1941 | Geometric Approach for Dispatch Instruction Decomposition of Virtual Power Plants Considering Network Security Constraints
[NO] 1145/1941 | Rotor Position Estimation Correction in SMO-PLL Sensorless Control for PMSM with Non-Uniform Demagnetization Fault Based on Resonant Method
[NO] 1146/1941 | Efficiency and Power Density Optimization of Super-SEPIC Topology for Bipolar DC Microgrids
[NO] 1147/1941 | GPU-Native Compressed Neighbor Lists with a Space-Filling-Curve Data Layout
[NO] 1148/1941 | Message from the 2026 Program Co-chairs
[NO] 1149/1941 | AC Winding Loss Analysis in Permanent Magnet Vernier Machine for In-Wheel Direct Drive Applications
[NO] 1150/1941 | Agentic Self-RAG: Multi-Agent Reasoning for Self-Correcting Retrieval-Augmented Generation
[NO] 1151/1941 | Multi-Motor Cross-Coupling Control for a 3-RRS Platform
[NO] 1152/1941 | A Two-Stage LSTM-Based Day-Ahead Photovoltaic Power Forecasting Model with Weather-Semantics-Guided Correction
[NO] 1153/1941 | Robust State-of-Charge and Capacity Estimation of Lithium-Ion Batteries Based on Decoupled Iterative Modeling
[NO] 1154/1941 | Calculation of Power Generation Characteristics of Linear Harmonic Generator for EDS Maglev Considering Collector Coil Winding Width
[NO] 1155/1941 | DHF: A Generative AI Approach to Data-Efficient Signal Separation for Wearable Embedded Systems
[NO] 1156/1941 | Construct a Hydrogen Bond Cross-linked Network to Synergistically Enhance Dielectric and Insulation Properties
[NO] 1157/1941 | Analysis of Temperature and Strain Variation in 550 kV Tri-post Insulator Curing Process
[NO] 1158/1941 | Curing Kinetics and Process Optimization of Epoxy Vitrimer Insulation Composites Enabled by a Novel Latent Catalyst
[NO] 1159/1941 | A Phase-Shift Modulated Interleaved LLC Resonant Converter with Wide Voltage Range and Fully ZVS Operation
[NO] 1160/1941 | Precision Modeling and Optimization of BESS Reserve Capacity for Provision of Cross-Timescale Frequency Regulation Services
[NO] 1161/1941 | Optimization Design of Stator Slot for Permanent Magnet Servo Motors
[NO] 1162/1941 | Improved Control Strategy for MMC based De-icing Device Under Asymmetric Grid-Condition
[NO] 1163/1941 | An Integrated Topology and Control Strategy for Matching Control and Voltage Quality Management Based on Energy Storage-Integrated UPQC
[NO] 1164/1941 | The Influence of Silane Coupling Agent Modified Carbon Black on the Performance of Semiconductive Shielding Materials
[NO] 1165/1941 | Enabling Battery Downsizing for Electric Trucks in Ports via Joint Wired-Wireless Charging Scheduling
[NO] 1166/1941 | Multi-Objective Optimization of Dynamic Performance for Moving Magnet Type PMSLM Based on Physics-Informed Neural Network with Embedded Analytical Model
[NO] 1167/1941 | Design of an AI-Driven Power Transformer Fault Diagnosis and Life Assessment System
[NO] 1168/1941 | Enhancing Thermal and Mechanical Properties of High-Performance Epoxy Composites via Synergistic Design of Multi-Functional Fillers
[NO] 1169/1941 | Extended Abstract: Re-Evaluating the Real-System Modeling Accuracy of Ramulator 2.0
[NO] 1170/1941 | Impedance Decoupled Secondary Control Based on a Consensus Prototype for All-Electric Ships
[NO] 1171/1941 | Investigation of a Multi-Mode Switching Control Strategy for a Composite Electromagnetic Suspension System
[NO] 1172/1941 | Microbenchmarking NVIDIA’s Blackwell Architecture: An in-depth Architectural Analysis
[NO] 1173/1941 | Vibration Reduction for Switched Reluctance Motor with Amorphous Alloy Core Based on Multi-Material Topology Optimization
[NO] 1174/1941 | Research on SiC-MOSFET Fault Diagnosis for IPT Systems
[YES] 1175/1941 | Boosting LLMs for Mutation Generation
[NO] 1176/1941 | Neuron-Guided Interpretation of Code LLMs: Where, Why, and How?
[NO] 1177/1941 | Torsional Vibration Characteristics of Grid-connected DFIG Wind Turbines During LVRT Recovery
[NO] 1178/1941 | A Coordinated Control Strategy to Suppress the Backflow Power and Second Harmonic Ripple for the DAB Inverter
[NO] 1179/1941 | Thermal Performance Analysis of End Structures in Large Nuclear Generators Using an LSTM-Based Prediction Model
[NO] 1180/1941 | Capacitor Voltage Balancing Scheme for Modular Multilevel Matrix Converter Based on Dynamic Compensation of Active Current Reference
[NO] 1181/1941 | Open-Circuit Fault Diagnosis Method for Single-Phase Cascaded H-Bridge Rectifier Considering Phase-to-Phase Surge Impacts
[NO] 1182/1941 | Optimal Scheduling of Individual EV in Charging Station for Peak-Valley Arbitrage
[NO] 1183/1941 | Electricity Price Forecasting via Explicit Price Control State Identification in Chinese Spot Market
[NO] 1184/1941 | An Improved Estimation of Rotor Position and Speed for SPMSM with Hall-Effect Sensors
[NO] 1185/1941 | Model Predictive Control for Magnetic Bearing Power Amplifiers Based on Inductance Identification
[NO] 1186/1941 | A Sequence Impedance Modeling of VSG With Consideration of Inner Loop Decoupling Term and Feedforward Term
[NO] 1187/1941 | Design of Temperature Rise Test Device for Low- frequency High-voltage Switchgear in Offshore Wind Power
[NO] 1188/1941 | Voltage Regulation Strategy for Distributed PV Systems Considering Comprehensive Inverter and Feeder Losses
[NO] 1189/1941 | Bacterial Cellulose-Based Triboelectric Nanogenerator for Monitoring Transformer Leakage Magnetic
[NO] 1190/1941 | Microgrid Fault Location Based on Spatio-Temporal Feature Construction and SE-Attention CNN-LSTM Network
[NO] 1191/1941 | Real-Time Temperature Field Computation of Oil-Immersed Transformers Oriented to Digital Twin Applications
[NO] 1192/1941 | A Novel Inductor Current Area Based Optimization Scheme for Dual Active Bridge Converters
[NO] 1193/1941 | Stability Analysis of Offshore Wind Power Integration through MMC-HVDC Systems under Frequency Coupling Effects
[NO] 1194/1941 | Turn-to-turn Short-circuit Fault Detection Method for Dry-type Air-core Reactors Based on Axial Temperature Rise Information
[NO] 1195/1941 | Table of Contents
[NO] 1196/1941 | AgonicDreamer: Enhancing Multi-View Consistency in Text-to-3D Generation via Rectified Score Distillation_supp1-3706293.mp4
[NO] 1197/1941 | MDLM: Mining Deep Subspace Prior with Low-Rank Difference Minimization for Multispectral Pansharpening
[NO] 1198/1941 | An Artificial Intelligence System Utilizing Aerial Autonomous Vehicles and Deep Learning Model for Pesticide Management
[NO] 1199/1941 | Aligning with Human Coding Preferences for Improving Code Generation
[NO] 1200/1941 | A Modular Multiphase Wireless Power Transfer System with Enhanced Misalignment Performance for EV Charging
[NO] 1201/1941 | Application of AI in Enterprise Resource Planning (ERP) Systems for Supply Chain Optimization
[NO] 1202/1941 | Bidirectional Search-Based Optimization of AGV Transportation Paths in Automated Container Terminals
[NO] 1203/1941 | Enhancing Agro- Ecosystem Resilience Via Multi-Species Leaf Disease Detection For Sustainable Agriculture
[NO] 1204/1941 | Hybrid Remote Voting System using Multi-Factor Authentication
[NO] 1205/1941 | Intelligent Enterprise Financial Management using Cognitive Digital Twin-Driven Financial Optimization Framework
[NO] 1206/1941 | Design and Implementation of a Web-Based Library Information System for Higher Education Institutions
[NO] 1207/1941 | Sentiment-Enhanced Adaptive Variational Autoencoder Recommendation System for Smart Tourism Platforms
[NO] 1208/1941 | Cotton Plant Disease Prediction using CNN based Deep Learning Framework
[NO] 1209/1941 | Explainable AI-Based Cyber Threat Intelligence for Real-Time Security Analysis
[NO] 1210/1941 | LEAP: A Lightweight, Explainable, and Programmable Framework for Traffic-Aware Routing in Encrypted SDN Environments
[NO] 1211/1941 | An Intelligent IoT Architecture with Embedded AI for Smart Automation
[NO] 1212/1941 | The Power of Two in Large Service-Marketplaces_supp1-3699184.pdf
[NO] 1213/1941 | Hybrid LSTM-Based Forecasting for Efficient Workload Distribution in Multi-Tenant Clouds
[NO] 1214/1941 | AI-Driven Therapeutic Recommendations: Integrating Psychological and Behavioral Insights into Breast Cancer Care
[NO] 1215/1941 | Smart Mobile Application For Automated Detection of Skin Diseases and Disorders Using An Ensemble of YOLOV8, YOLO-NAS, and EFFICIENTDET Models
[NO] 1216/1941 | Just-in-Time Convolution and GEMM Code Generation for SIMD Architectures
[NO] 1217/1941 | QoSFlow: Ensuring Service Quality of Distributed Workflows Using Interpretable Sensitivity Models
[NO] 1218/1941 | Predicting the Effort Required to Develop Microsoft D365 Finance and Operations Reports
[NO] 1219/1941 | A Comparative Study of Transformer and Conditional VAE for Pakistan Sign Language Hand Pose Generation
[NO] 1220/1941 | In Situ Measurement Technology for the Rotational Angular Velocity of Extraterrestrial Planets
[NO] 1221/1941 | PEPA: A Persistently Autonomous Embodied Agent With Personalities_supp3-3706956.mp4
[NO] 1222/1941 | Spectrum-Based Failure Attribution for Multi-agent Systems
[NO] 1223/1941 | Invited Paper: A Verifiable and Adaptive Federated Learning Framework via Zero-Knowledge Proofs and Reputation-Weighted Blockchain
[NO] 1224/1941 | Overview of Optimal Resource Allocation in Computing Networks-Optimal Resource Allocation in Computing Networks
[NO] 1225/1941 | Enhance Performance Tuning via LLM-guided Search Templates
[NO] 1226/1941 | A Hybrid High-Frequency Signal Injection Method for Low-Speed Sensorless Control in Synchronous Reluctance Motor with Low Electromagnetic Vibration
[NO] 1227/1941 | Virtual Power Plants Integrating Policy Frameworks Business Models and Value Systems for Real World Deployment
[NO] 1228/1941 | Multimodal Sports Group Activity Recognition Using Dynamic Graph Neural Networks
[YES] 1229/1941 | SBFT Tool Competition 2026: REST League
[NO] 1230/1941 | Accelerating Sparse-Sparse-Dense Graph Matrix Operator using Asynchronous Execution in GPUs
[NO] 1231/1941 | Denoising Fault Localization with Test Line Proximity
[NO] 1232/1941 | Property Refinement in Linear Temporal Logic: Formal Semantics and Algorithms for Software Verification
[NO] 1233/1941 | Comment Traps: How Defective Commented-Out Code Augment Defects in AI-Assisted Code Generation
[NO] 1234/1941 | JavaScript Pointer Analysis with Adaptive Heap Abstraction
[NO] 1235/1941 | Semantics-Guided Control-Flow Reconstruction for Firmware Binaries via Static Analysis
[NO] 1236/1941 | Design of an MPC Core Inductor Using Radial Gradient Permeability for Magnetic Flux Density Uniformity and Loss Suppression
[NO] 1237/1941 | Transient Synchronization Stability Mechanism of Grid-Forming Converters for Maintaining Voltage Source Characteristics in Fault Recovery Stage
[YES] 1238/1941 | A Tuple-Oriented Sampling Method for Generating Small Pairwise Covering Arrays in Configurable Software Systems
[NO] 1239/1941 | Mining Long Tail Bugs: Identifying Rare and Overlooked Issues in Code
[YES] 1240/1941 | Structure-Aware Delta Debugging with Geometric-Information Weights
[NO] 1241/1941 | Towards Automated Smart Contract Generation: Evaluation, Benchmarking, and Retrieval-Augmented Repair
[NO] 1242/1941 | RepoReasoner: Evaluating Repository-Level Code Reasoning Ability of Long-Context Language Models
[NO] 1243/1941 | VulInstruct: Teaching LLMs Root-Cause Reasoning for Vulnerability Detection via Security Specifications
[NO] 1244/1941 | AdaDec: A Uncertainty-Guided Lookahead Decoding Framework for LLM-Based Code Generation
[NO] 1245/1941 | Adjustable Capability Assessment of Electrolytic Aluminum Loads Based on RTN and Lifted Sparse Mapping *
[NO] 1246/1941 | Pixel-Resolved Long-Context Learning for Turbulence at Exascale: Resolving Small-scale Eddies Toward the Viscous Limit
[NO] 1247/1941 | APEX: Asynchronous Parallel CPU-GPU Execution for Online LLM Inference on Constrained GPUs
[NO] 1248/1941 | Photonic Crystal Biosensor for Classifying Non-Small Cell Lung Cancer Subtypes using Refractive Index Variation and Glorot-Initialized Artificial Neural Network
[NO] 1249/1941 | Lightweight and Efficient Hand Gesture Recognition using the MobileNetV2 and Dynamic Hand Aware Attention Mechanism
[NO] 1250/1941 | Geometry-Engineered Hydrogel Electrodes for Stable, Low-Impedance, and Force-Invariant sEMG Sensing_supp1-3706075.docx
[NO] 1251/1941 | Analysis of Bifurcation-Induced Indecisive Limit Cycles in Hybrid Opinion Dynamics with Social Attention-Controlled Consensus
[NO] 1252/1941 | Sparse Traffic Accident Risk Forecasting with Spatial-Temporal Knowledge Graphs
[NO] 1253/1941 | A Dynamic Wireless Power Transfer System Based on V-Type Segmented Coupling
[NO] 1254/1941 | Evaluation of Performance Limitation and Current Control Redundancy of Multi-phase Induction Motor under Open-Phase Fault Conditions
[NO] 1255/1941 | Analysis of Equipotential Discharge and Electromagnetic Protection for 220kV Transmission Line Live-line Operation Robots Entering and Leaving
[NO] 1256/1941 | Transformer Winding Fault Diagnosis Method Based on IGAF Images and StarNet Models
[NO] 1257/1941 | A Phase-Based Small-Signal Stability Analysis Method for Multi-Node DC Systems
[NO] 1258/1941 | A Node-Level Pulse Density Modulation-Based Control for Wireless Power Transfer in Networked AUV Energy Supply Systems
[NO] 1259/1941 | Optimizing Solar Power Integration: Hybrid Machine Learning Models for Accurate Generation Forecasting
[NO] 1260/1941 | Design of Superconducting Shim Coils for Extremely-High-Field NMR Magnets Using Bi-2212 Wires
[NO] 1261/1941 | Comparative Investigation of Mineral and Synthetic Ester Oil on AC and DC Performances of Oil-paper Insulation
[NO] 1262/1941 | Robust Open-Circuit Fault Diagnosis Strategy for PWM Rectifiers Based on Hybrid CNN-BiLSTM and Multi-Stage Confirmation Mechanism
[NO] 1263/1941 | Achieving Low Latency Inference on High Resolution Images by Exploiting Sparsity in Vision Transformers
[NO] 1264/1941 | Characterizing Dataflow for I/O-Aware Scheduling in HPC Workflows
[NO] 1265/1941 | Mathematical Models of Dimensional Error and Fit Behavior in FDM 3D-Printed Shaft–Hole Assemblies
[NO] 1266/1941 | Optimized Photovoltaic Energy Generation with LST-Based Sun Tracking
[NO] 1267/1941 | Low-Complexity Multidimensional Parameter Estimation for Multipath Channel in Wideband EVS-OFDM Systems via Asymmetric Tensor Folding
[NO] 1268/1941 | CUDA C–Based Parallel Rao–Blackwellized Particle Filtering Framework for Loosely and Tightly Coupled INS/GNSS Integration
[NO] 1269/1941 | Ensemble Machine Learning Model for Inner Speech Recognition: A Subject-Specific Investigation_supp1-3644494.docx
[NO] 1270/1941 | Extrapolated Asynchronous Sound Propagation for Real-Time Sound Rendering
[NO] 1271/1941 | A Dynamic Wireless Power Transfer Transmitter Power Distribution Network and Its Switch Method Based on Impedance Switch and Detuning Parameters
[NO] 1272/1941 | IEEE Transactions on Industry Applications Information for Authors
[NO] 1273/1941 | RMCCA-SleepNet: Sleep Stage Classification via Fusion of Riemannian Manifold based Multiscale, Convolutional Neural Networks, and Context Awareness_supp1-3706525.pdf
[NO] 1274/1941 | Printed Liquid-Metal Sensor for Robust Wearable Pulse Wave Monitoring_supp2-3705060.mp4
[NO] 1275/1941 | Evaluation of Vocational Undergraduate Education Development using Fuzzy Analytic Hierarchy Process – Attention Mechanism – Particle Swarm Optimization – Backpropagation Neural Network
[NO] 1276/1941 | Multidimensional Evaluation Model of Emotion and Skill in Music Performance based on Artificial Intelligence Audio Analysis
[NO] 1277/1941 | An Overview of Virtual Assistants and Business Intelligence Chatbots
[NO] 1278/1941 | Integrative Clinical–Longitudinal AI Framework for Early Risk Stratification in Dementia and Related Disorders
[NO] 1279/1941 | An Adaptive Attention-Based DF-ELM Framework for Corporate Financial Anomaly Data Mining
[NO] 1280/1941 | TCAD Simulation based Performance Evaluation of Gate-Engineered Tunnel FET Architectures with Various Dielectrics
[NO] 1281/1941 | Smart Power Distribution for PHEVs: A Data-Driven Fuzzy Logic Framework for Real-World Driving Scenarios
[NO] 1282/1941 | Bio-Adaptive Nutritional Intelligence Framework for Multi-Objective Feed Optimization in Chinese Giant Toad Aquaculture
[NO] 1283/1941 | Quantization-Aware Uplink Resource Allocation Rules for Low-Resolution Orthogonal Multiple Access
[NO] 1284/1941 | BoMa-MAC: A Boolean-Masked Multiply-Accumulate Unit for Secure DNN Accelerators
[NO] 1285/1941 | SURA-SORT: Saving Unmatched Tracks with Re-ID and BUSCA-integrated OC-SORT for Object Tracking
[NO] 1286/1941 | A Parallel Virtual Admittance Control Strategy for DC Distribution System
[NO] 1287/1941 | Research on Black Start Strategies for Power Systems Based on Grid-Forming Energy Storage
[NO] 1288/1941 | Research on Lithium-Ion Battery Formation and Grading Process and Tolerance Optimization Technology
[NO] 1289/1941 | Analysis and Optimization of Misoperation in 10kV Station Power Switch Zero-Voltage Tripping Devices
[NO] 1290/1941 | Deadbeat Predictive Current Control with Active Damping for PMSM Drive Fed by Current Source Inverter
[NO] 1291/1941 | Online High-Precision Method for Locating Aged Segment of Medium and Short Distance Cables Based on Chirp-PWM Injected Harmonics
[NO] 1292/1941 | A Hybrid Method for Solar Energy Forecasting Using Weather Data and Machine Learning
[NO] 1293/1941 | Data-Driven Online Learning for Time-Delay Industrial Processes via Adaptive FFRLS Predictive Modeling-Adaptive FFRLS for Time-Delay Processes
[NO] 1294/1941 | Knowledge-Graph-Enhanced Multi-Intent Recognition Model for Plateau Aircraft Selection Question Answering
[NO] 1295/1941 | Incremental, bidirectional text-to-text synchronizations with AnyText
[YES] 1296/1941 | An Empirical Study of Fuzz Harness Degradation
[NO] 1297/1941 | The Effect of Complexity and Provenance on Code Review Decisions: Evidence from a Controlled Experiment
[NO] 1298/1941 | A Wily Hare Has Three Havens: Combating Programmable Logic Controller Attacks via Virtualization Redundancy
[NO] 1299/1941 | EfficientUICoder: A Bidirectional Token Compression Framework for Efficient MLLM-Based UI Code Generation
[NO] 1300/1941 | Detecting Code-Comment Inconsistencies in Smart Contracts by Combining LLM and Program Analysis
[NO] 1301/1941 | AccessDroid: Detecting Screen Reader Accessibility Issues in Android Applications via Semantics Trees
[NO] 1302/1941 | Thought Is All You Need: Smart Contract Vulnerability Detection with Thought-Augmented Large Language Model
[NO] 1303/1941 | Task-Relevant Representation Decoupling for Visual Reinforcement Learning Generalization
[YES] 1304/1941 | QUANTAS 2 An Abstract, Concrete and Byzantine Fault Simulator
[NO] 1305/1941 | An Open-circuit Fault Diagnosis Method for Bridge Converter in DSEG Based on Current Detection
[NO] 1306/1941 | Battery Swapping-Charging System Involved in Distribution System Restoration Under Urban Waterlogging
[NO] 1307/1941 | The Making of a Community Dark Matter Dataset with the National Science Data Fabric
[NO] 1308/1941 | Design and Investigation of Symmetric Terahertz Metamaterial Biosensors
[NO] 1309/1941 | Analytical Fault Current Calculation Method for Grid-Forming Converters Considering the Effects of Reactive Power Control Loop
[NO] 1310/1941 | Multi-Objective Constraint-Based Discrete Switching Coupling Mechanism and Its Control Strategy for MCR-WPT System
[NO] 1311/1941 | Lifetime Enhancement Control for Multi-Module Parallel Converters
[NO] 1312/1941 | A Permanent Magnet Synchronous Motor Load Disturbance Rejection Control Method Based on Extended State Observer
[NO] 1313/1941 | Impedance-Sensitivity-Based Analysis and Optimization of Control Parameters for DC Transformers
[NO] 1314/1941 | Torque Ripple Suppression Control of Permanent Magnet Arc Motor Based on Frequency Partitioned Extended State Observer
[NO] 1315/1941 | Fault Diagnosis Method for Transformer On-Load Tap Changer Based on Improved SVMD-ELM
[NO] 1316/1941 | A Magnetic Coupled Gate Driver with Full Duty Cycle Drive Signal Output Capability
[NO] 1317/1941 | Carbon Emission Accounting Method Based on Power Flow Tracing Considering Green Electricity Trading
[NO] 1318/1941 | Loosely Coupled Inductor Based LLC Converter With Wide Voltage Gain in Narrow Switching Frequency Range for Bipolar DC Microgrids
[NO] 1319/1941 | The Stability Improvement Method of Grid-forming Converter System Based on Virtual Impedance Optimization Design
[NO] 1320/1941 | Probabilistic Power Flow Risk Assessment Considering Extreme Photovoltaic Output Scenarios
[NO] 1321/1941 | Unleashing HPC Application Performance through Software Deployment: A Joint Model of Software Parallelism and Co-location
[NO] 1322/1941 | 2025 Asian Conference on Communication and Networks (ASIANComNet)
[NO] 1323/1941 | Dynamic Recommendation and Adaptive Feedback System for Personalized Foreign Language Learning Paths based on Large Language Models
[NO] 1324/1941 | Research on Enterprise Supply Chain Data in a Green Financial System Based on Intelligent Optimization Algorithms
[NO] 1325/1941 | Adaptive Maximum Power Point Tracking Using Machine Learning for Photovoltaic Systems
[NO] 1326/1941 | High-Precision Grasping Model of Industrial Manipulator based on D-H Parameter Method and Improved GA
[NO] 1327/1941 | Adaptive Secure Federated Learning Privacy-Preserving Framework for Healthcare Ecosystem
[NO] 1328/1941 | PDS-FL: Privacy-Preserving Data Sharing in Blockchain Networks through Adaptive Differential Privacy and Trust-Aware Edge Filtering
[NO] 1329/1941 | Implementation of Remote Monitoring and Control Functions on Conventional 3D Printer
[NO] 1330/1941 | Transformer-Based Detection of Online Fake Job Advertisements Using DistilBERT with LLM-Powered Explainability
[NO] 1331/1941 | Blockchain Data Traceability and Anomaly Detection Algorithm for Financial Regulation: A Risk Warning Model based on Graph Neural Networks
[NO] 1332/1941 | From Automation to Autonomy: The Role of Agentic AI in Industry 5.0
[NO] 1333/1941 | Drone Flight Log Forensics with BERT-based Entity Recognition
[NO] 1334/1941 | Integrating Fuzzy Logic Maximum Power Point Tracking (MPPT) Control with Thermoelectric Cooling to Improve Solar Panel Efficiency: A Fresh Perspective
[NO] 1335/1941 | Data-Driven Robust Predictive Control with Interval Matrix Uncertainty Propagation
[NO] 1336/1941 | A Testbed for Remote Wireless Sensing Utilizing Free Space Optical Link
[NO] 1337/1941 | Implicit Semantic-Aware Communication Based on Hypergraph Reasoning
[NO] 1338/1941 | Aligning Perception, Reasoning, Modeling and Interaction: A Survey on Physical AI_supp1-3703038.pdf
[NO] 1339/1941 | Augmenting LLM Code Translation with Compiler Analysis for C to Triton Kernel Generation
[NO] 1340/1941 | Origin Story: A Comprehensive Lifecycle Analysis of Same-Origin Policy Bugs
[YES] 1341/1941 | Correlation-Guided Fuzz Testing for Aviation GNSS Receiver
[NO] 1342/1941 | Machine Learning’s Impact on Advancing Gastrointestinal Diagnosis and Therapeutic Approaches
