[2026-07-17 10:48:02] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-16
正在获取论文...
[arXiv] 2026-07-16 | Immediate 3D Gaussian Splat Reconstruction of Unordered Input with Global Consistency
[NO] 896/1846 | Interval observer for linear discrete-time system: An L
                    <sub>1</sub>
                    -gain characterization approach
[NO] 897/1846 | A Bilingual Hindi–English Speech Emotion Dataset with Benchmark Evaluation
[NO] 898/1846 | Early Warning of Performance Degradation in Object Detection Models via Explainable AI
[NO] 899/1846 | Event-Triggered Decentralized Distillation over Multiagent Networks
[NO] 900/1846 | Decentralized Machine Learning Frameworks for Agile Team Collaboration in Digital Workspaces
[NO] 901/1846 | Adversarial Robustness in Deep Learning-based Network Intrusion Detection Systems: A Defense-Centric Systematic Review
[NO] 902/1846 | PV-Integrated Dynamic Voltage Restorer for Disturbance Compensation
[NO] 903/1846 | Sampled Event-Triggered Distributed Secondary Frequency Control for Islanded Microgrids under Communication Delays
[NO] 904/1846 | SVN-NDT: Extending Stein Variational Newton to Probabilistic LiDAR Registration for Surface Vehicle Localization
[NO] 905/1846 | Geometry-Informed Maritime Anomaly Detection Using Probabilistic Roadmaps
[NO] 906/1846 | Adaptive Droop Control For Balanced Power Sharing In Islanded Microgrids Using Battery and Flywheel Energy Storage Systems
[NO] 907/1846 | PEARL - Platform for Expert Annotation of Robotics Learning
[NO] 908/1846 | Low Power VLSI Design using Clock Gating Techniques
[NO] 909/1846 | LLM-Powered Real-Time Voice Agent for Task-Guided Practice in Serious Games for ASD
[NO] 910/1846 | See-through: Single-image Layer Decomposition for Anime Characters
[NO] 911/1846 | MoonSplat: Monocular Online Gaussian Splatting with Sim(3) Global Optimization
[NO] 912/1846 | Curvature Space Editing of Highly-Coiled Hair
[NO] 913/1846 | Dichoptic Foveation
[NO] 914/1846 | gCDT: A Highly Parallel GPU Algorithm for Large-Scale Constrained Delaunay Triangulation
[NO] 915/1846 | Robust In-Engine Texture Optimization from Inconsistent Generative Targets
[NO] 916/1846 | VFAvatar: Feed-Forward 3D Avatar Reconstruction from Casual Image Collections
[NO] 917/1846 | The Effects of Early Socio-Technical Decisions on UXDebt
[NO] 918/1846 | IRS-assisted UAV Secure Communication via Agentic AI
[NO] 919/1846 | Long-Sequence Lower Limb Action Recognition via Action-Specific Attention and Logic Correction for Daily Rehabilitation
[NO] 920/1846 | Data-Driven Output-Based Approach to the Output Regulation Problem of Unknown Linear Systems via Value Iteration
[NO] 921/1846 | Pursuit Strategies for Reach-Avoid Games with Multiple Goal Subregions via Cartesian Ovals
[NO] 922/1846 | 2026 Fourth International Conference on Secure Cyber Computing and Communications (ICSCCC)
[NO] 923/1846 | CVFL-Pro: A Collusion-Resistant Verification Federated Learning Framework with Adaptive Communication Optimization
[NO] 924/1846 | Joint Optimization of User Association and Resource Allocation for Load Balancing With Heterogeneous Fairness
[NO] 925/1846 | Get Published in the IEEE Open Journal of Power Electronics
[NO] 926/1846 | Miniaturized Transition-Free Filters With Wide Stopband Rejection Using Integrated Stepped Impedance Slot Rectangular SSPPs
[NO] 927/1846 | Analysis and Mitigation of Measurement Errors in High Flux Tests of Generator Stator Cores via Optimized Trace Winding Arrangement
[NO] 928/1846 | Message from the Program Chairs
[NO] 929/1846 | The Ultimate Source of Knowledge
[NO] 930/1846 | IEEE Design &amp; Test Publication Information
[NO] 931/1846 | Analysing a AIML Model to maximize a electric energy efficiency with crop yield improvement to advance agricultural activities
[NO] 932/1846 | Model-Based Detection of Anomalous Events in Submarine Cables Using Distributed Deformation Sensing and Kalman Filtering
[NO] 933/1846 | Explainable Multi-Class Mental Health Classification from Social Media Using DistilBERT and Knowledge Graphs
[NO] 934/1846 | An Explainable Auto ML Framework for Detecting MQTT CONNECT Flooding Attacks in Healthcare 5.0 IoMT Systems
[NO] 935/1846 | ICST Tool Competition 2026 – UAV Testing Track
[NO] 936/1846 | Design and Evaluation of an ML-Based Anomaly Detection System
[NO] 937/1846 | Performance evaluation of ResNet50-Based Deep Learning Approach for Dark Spot Disease Detection in Mango Leaves
[NO] 938/1846 | Detection of Adulterated Pork Meat Using YOLOv7-Based Deep Learning and Image Processing Through Color and Texture Analysis
[NO] 939/1846 | Identity-Consistent Face Restoration from Masked Inputs Using Diffusion Models
[NO] 940/1846 | An Efficient Satellite Image Deblurring Model Integrating Deep Learning and Walrus Optimization Algorithm
[NO] 941/1846 | Koopman-Based Multi-Step Prediction of Nonlinear Body-Velocity Dynamics for an Underwater Vehicle
[NO] 942/1846 | LLM-Powered Framework for Real-World Exploit Prediction
[NO] 943/1846 | Empowering Autism Care through Conversational AI Agents: Leveraging Large Language Models for Personalized Support
[NO] 944/1846 | The Computation of Congruential Closures over the Max-Plus Semiring
[NO] 945/1846 | GIS Based Identification of Optimal Solar Plant Locations in Odisha, India
[NO] 946/1846 | Secure Automotive Intrusion Detection Using Federated GNNs and Explainable AI
[NO] 947/1846 | Teleoperated Driving via a Private 5G Network: Demonstration with Remotely-Driven Robots
[NO] 948/1846 | Federated Learning–Enabled Zero-Trust SDN Framework for Secure IoT Network Traffic Analysis
[NO] 949/1846 | TSV: Training Set Verification - Detection of Unauthorized Data Additions to the Training Set of Machine Learning Models Using Out-of-Distribution Technique
[NO] 950/1846 | Canine Skin Disease Classification using Convolutional Neural Networks through Limited Multispectral Imaging
[NO] 951/1846 | Evaluating LLM-based Workflows for Switched-Mode Power Supply Design
[NO] 952/1846 | MANA-RTD: A Structured Process for Managing Requirements Technical Debt in Real Projects
[NO] 953/1846 | Synthetic Data Generation for Schema-Aware Query Interfaces: Benchmarking NL2GraphQL Systems
[NO] 954/1846 | Proceedings of the Ninth International Workshop on Exploiting Artificial Intelligence Techniques for Data Management
[NO] 955/1846 | Prox-E: Fine-Grained 3D Shape Editing via Primitive-Based Abstractions
[NO] 956/1846 | Object-Space Analysis of Local Contrast Sensitivity for Hierarchical Representations of 3D Gaussians
[NO] 957/1846 | NeuralSketch2Surf: Fast Neural Surfacing of Unoriented 3D Sketches
[NO] 958/1846 | MV-S2V: Multi-View Subject-Consistent Video Generation
[NO] 959/1846 | AGILE: Hand-object Interaction Reconstruction from Video via Agentic Generation
[NO] 960/1846 | OmniRoam: World Wandering via Long-Horizon Panoramic Video Generation
[NO] 961/1846 | UCM: Unified Modeling of Camera Control and Memory with Time-aware Positional Encoding Warping for World Models
[NO] 962/1846 | Differentially Privacy-Preserving Weighted Average Consensus via State-Related Dynamic Memory Event-Triggered Mechanism
[NO] 963/1846 | Analysis and design of multiphase interleaved CRM Buck converter with wide load range
[NO] 964/1846 | Robust Quantum Federated Learning Against Colluding and Non-colluding Byzantine Attacks
[NO] 965/1846 | TA-RNN-Medical-Hybrid: A Time-Aware and Interpretable Framework for Mortality Risk Prediction
[NO] 966/1846 | Maritime UAV MIMO Channel Prediction: A Propagation Environment-Constrained Dual-Stream Mamba Approach
[NO] 967/1846 | Pilot Allocation for OFDM Uplink ISAC under RF Imperfections: Analysis, Prototyping, and Tradeoffs
[NO] 968/1846 | A Segmented Metasurface Retroreflector for Ultra-Wideband and Wide-Angle Monostatic RCS Enhancement
[NO] 969/1846 | I2CACIS 2026 Copyright Page
[NO] 970/1846 | Keynotes
[NO] 971/1846 | Reassembled Sparsity Learning Approach for Downlink Massive MIMO-OFDM Channel Estimation
[NO] 972/1846 | Nerites Framework: An Open-Source ROS2 Gym Environment for Intelligent Underwater Robotics
[NO] 973/1846 | Pulse: AI - Based Heart Monitor with Risk Predictions and Smart Suggestions
[NO] 974/1846 | Modelling a consistent and open information model for control cabinets
[NO] 975/1846 | Ai Enabled echo meet-Video conferencing platform with live Transcription
[NO] 976/1846 | Sequential Data-Driven Design of a Complete Controller-Allocator Scheme for Strongly Input Redundant LPV Systems
[NO] 977/1846 | Real-World Reinforcement Learning for Energy-Efficient DL Power Management in Beyond 5G RAN
[NO] 978/1846 | GRANDSLAM: Linearly Scalable Model Synthesis
[NO] 979/1846 | A Comparative Study of Deep Learning Models for Multiclass Cotton Leaf Disease Classification Using Explainable AI
[NO] 980/1846 | Hot-Spot Temperature Analysis of Oil-immersed Transformer Based on Contact Thermal Resistance
[NO] 981/1846 | Enhancing the Performance of Kalman Filters via Monte Carlo Approaches and Riemannian-Manifold Covariance Estimation
[NO] 982/1846 | A Cloud-Based Recommender System for Cryptocurrency: A Latent-Structural Fusion Framework for Intelligent Wealth Management
[NO] 983/1846 | Differentially Private and Explainable Federated Learning for ICU Mortality Prediction
[NO] 984/1846 | Resource Allocation Optimization in O-RAN Using Prospect Theory and Reference Point Adaptation
[NO] 985/1846 | AushadhaPradata: IoT-Enabled Automated Over-the-Counter Medication Dispensing System
[NO] 986/1846 | Infinite-time Horizon Dirichlet Boundary Optimal Control for 1D Reaction-Advection-Diffusion PDEs
[NO] 987/1846 | Design and Optimization of a Wideband Cascode Low Noise Amplifier Using ATF-34143 GaAs pHEMT for Multistandard RF Front-End Receivers
[NO] 988/1846 | Research on Circuit Breaker Fault Diagnosis Method Based on Time-Frequency and Spatial Feature Fusion of Acoustic Arrays
[NO] 989/1846 | Physics-Informed Transformers for Non-Stationary Time Series: A Framework for GNSS Hydrogeodesy
[NO] 990/1846 | Multi-Criteria Decision Analysis for Offshore Platform Decommissioning: Development of a Descriptor for Sediment Mobilization
[NO] 991/1846 | HAGILApp: Development of An AI-Based Geographical Interactive Locator System Device for Intelligent Tracking of Professionals in Industry Manning
[NO] 992/1846 | Energy-Saving and Low-Carbon Technologies in the Yin-Chuo-to-Liao Water Diversion Project
[NO] 993/1846 | Multi-Criteria Conditional Handover in 5G NTN Mega-Constellations
[NO] 994/1846 | GraSF: Graph-based Similarity Filtering as a Preprocessing Step for SMT-based Verification of Cloud Access Policy Configuration
[NO] 995/1846 | Explainable Deep Learning Framework for Oral Cancer Detection Using Intraoral Images
[YES] 996/1846 | Constraint-Focused Benchmark of Combinatorial Testing Tools: A Practitioner’s View
[NO] 997/1846 | Online Deformation Estimation in Compliant Hyper-Redundant Robots via Lumped Parameter Modeling and Extended Kalman Filtering
[YES] 998/1846 | Combinatorial Test Generation Tool for REST API with Variable-Length Arrays
[NO] 999/1846 | xChain: Multi-Stage Traffic Analysis and Classification in O-RAN
[NO] 1000/1846 | Phase State Space Models: Parallel, Surrogate-Free Training of Spiking Networks
[NO] 1001/1846 | Secure and Efficient
                    <i>
                      L
                      <sup>p</sup>
                    </i>
                    -Norm Computation for Two-Party Learning Applications
[NO] 1002/1846 | IEEE Long Island Power Electronics Symposium
[NO] 1003/1846 | A Deformable Mode Stirrer for Reducing Measurement Uncertainty in Reverberation Chambers
[NO] 1004/1846 | NCFDNet: A Nuclear-Core Fusion-Inspired Energy-Adaptive Architecture with a Self-Evolving Multiscale Contextual Feature Design for High-Resolution Underwater Image Enhancement
[NO] 1005/1846 | Redundant MEMS gyroscope data fusion algorithm based on particle filtering
[NO] 1006/1846 | Hybrid Voltage/Current Control Method for Harmonics Mitigation in DC Microgrids Supplying Single-Phase AC Loads
[NO] 1007/1846 | Buried Subwavelength Gratings for Polarization Pinning of Bottom-Emitting GaAs VCSELs
[NO] 1008/1846 | The Decaying Missing-at-Random Framework: Model Doubly Robust Causal Inference with Partially Labeled Data_supp1-3713863.pdf
[NO] 1009/1846 | Distinguished Expert Panel
[NO] 1010/1846 | Privacy-Preserving Vertical Federated Learning via Adaptive Noise-Intensity Regulation for Embodied Intelligence_supp1-3710545.pdf
[NO] 1011/1846 | Adaptive Convolutional Interaction-guided Graph Attention Network for Hyperspectral Image Classification
[NO] 1012/1846 | Integrating Physical Information Constraints for Magnetotelluric Data-Driven Inversion
[NO] 1013/1846 | HARP-LAWN: Hierarchical Adaptive Reasoning and Planning for Low-Altitude Wireless Networks_supp1-3713806.pdf
[NO] 1014/1846 | DSPose: Decoupled Real-Time Pose Estimation from Semantic-RGB Radiance Rays
[NO] 1015/1846 | Addressing Recurring Gaps in Agile Requirements Engineering: A Scrum-Embedded Framework for Early Redirection and Inspectable Decision Traces
[NO] 1016/1846 | HashRuler: Lightweight Detection of Anomalous Hash Codes for Backdoor Defense
[YES] 1017/1846 | An Efficient Algorithm for Generating Minimal Unique-Cause MC/DC Test Cases for Singular Boolean Expressions
[NO] 1018/1846 | GeoQuery: Geometry-Query Diffusion for Sparse-View Reconstruction
[NO] 1019/1846 | Walking on Spheres and Talking to Neighbors: Variance Reduction for Laplace's Equation
[NO] 1020/1846 | Deep Motion Warping via Phase-Conditioned Diffusion Autoencoder
[NO] 1021/1846 | ArtiFixer: Enhancing and Extending 3D Reconstruction with Auto-Regressive Diffusion Models
[NO] 1022/1846 | Beyond the Code: The Value of Practicing and Evaluating Technical Debt Management
[NO] 1023/1846 | Efficient Context-Aware Corpus-Grounded Query and Prompt Suggestion constrained by Creative Knowledge Graph
[NO] 1024/1846 | Same Data, Different Schemas: Robustness of LLM-based Text-to-SQL
[NO] 1025/1846 | Streamlit Based Heart Disease Prediction Model
[NO] 1026/1846 | GenAI vs Traditional AI: A Comparative Framework Across Five Domains
[NO] 1027/1846 | Coupled-Lines Modeling and Design in (Bi)CMOS Technologies
[NO] 1028/1846 | Improving Pulse Compression Detection of Human Mouth-Click Signals Using Bio-Inspired Filter
[NO] 1029/1846 | Unveiling the Impact of Scheduling Strategies in Kubernetes with the KubeTwin Platform
[NO] 1030/1846 | Scalability, Stability, and Real-Time Feasibility of Hierarchical Reinforcement Learning for Large-Scale EV Charging Control
[NO] 1031/1846 | CAIR-MFMD: Context-Aware Image Relevance Verification for Multi-modal Financial Misinformation Detection and Explanation
[NO] 1032/1846 | Generalization of the Moreau condition for convergence to consensus
                    <sup>*</sup>
[NO] 1033/1846 | RAVEN: Mining Defensive Patterns in Ethereum via Semantic Transaction Revert Invariants Categories
[NO] 1034/1846 | Research on the Development of the Vanadium Redox Flow Battery Industry in Hubei Province : —— Systematic Analysis and Comprehensive Evaluation Based on the PESTLE Framework
[NO] 1035/1846 | Improving Automated Patch Correctness Assessment by Designing LLM-Based Oracles
[NO] 1036/1846 | A Comparison of Different GNN Architectures for Network Traffic Classification
[NO] 1037/1846 | An Intelligent Framework for Real-Time Code Collaboration: Unified Collaborative Editor
[NO] 1038/1846 | Hybrid Game-Theoretic and Reinforcement Learning for Collision Avoidance and Optimal Multi-Agent Aerial Coverage
[NO] 1039/1846 | High-Accuracy Plant Disease Detection Using a DenseResIncept Attention Fusion (DRIAF) Hybrid Deep Learning Model
[NO] 1040/1846 | Explainable Deep Learning (XAI-CNN) for Interpretable Colorectal Cancer Detection
[NO] 1041/1846 | A Lightweight Audio-Visual Framework for Deepfake Detection
[NO] 1042/1846 | Deep Learning–Enabled Smartphone Colorimetric Sensing for Intelligent Cortisol Detection in Healthcare Applications
[NO] 1043/1846 | CloudEmu: A Trace-Driven Cloud-Native Emulation Testbed for Vehicle Video Uplink Over Cellular Networks
[NO] 1044/1846 | Retraction Notice: A DT Framework based AI Robot For Facial Recognition using IoT
[NO] 1045/1846 | Transmission-Efficient Federated Learning via Chessboard Convolutional Kernel
[NO] 1046/1846 | Effects of Audio Visual Congruence and Incongruence on Stress and Immersion in Virtual Reality_supp1-3702115.pdf
[NO] 1047/1846 | A Robust Resistance-Like Feature for Health Estimation of Lithium-Ion Batteries Based on Impulse Response and Regularization
[NO] 1048/1846 | Beyond Time-Expanded Graphs: Novel Continuous-Time Graphs for SAGINs
[NO] 1049/1846 | Movable Antenna Enhanced UAV-to-UAV Communication with Full 3-D Coverage
[NO] 1050/1846 | Event Calendar
[NO] 1051/1846 | IEEE Annals of the History of Computing
[NO] 1052/1846 | Hierarchical Feature Integration Network for Bi-Temporal Remote Sensing Change Detection Under Complex Environmental Conditions
[NO] 1053/1846 | EESCAN: An EEG and Eye Movement Fusion Network Combining Intra-modal Self-attention and Inter-modal Bidirectional Interaction for Dual RSVP Classification Task_supp1-3713631.docx
[NO] 1054/1846 | A Novel SNN-Based Decision-Making Method for Coordination of UAV Formation Maintenance and Obstacle Avoidance
[NO] 1055/1846 | An Observation-Oriented Optimal Finite Difference Discretization of the Single Particle Model
[NO] 1056/1846 | Carbon-Responsive Consensus: A Climate-Aware Blockchain Protocol with Incentive-Compatible Validator Selection
[NO] 1057/1846 | FedSpam: Federated Learning for Privacy-Preserving Spam Detection Across Non-IID Data Distributions
[NO] 1058/1846 | Automated Black-Box Testing: A Comparative Study of LLM Agent Architectures and Prompt Engineering
[NO] 1059/1846 | Grid-connected Power Smoothing Strategy for Wind Power Based on Improved Model Predictive Control
[YES] 1060/1846 | RTE4SDC at the ICST 2026 Tool Competition —Self-Driving Car Testing Track
[NO] 1061/1846 | Hierarchical Contrastive Representation Alignment For Federated Human Activity Recognition
[NO] 1062/1846 | Stability Analysis of Load Frequency Control of a Single-area Power System with Communication and Actuator Delays
[NO] 1063/1846 | Breach-Tolerant Kubernetes Intrusion Detection System Using Trusted External Resource Telemetry
[NO] 1064/1846 | Global Stability Analysis of PI-controlled Grid-Following Inverters incorporating the time-varying nature of the PLL mechanism
[NO] 1065/1846 | Design and Deployment of a Flexible COTS-Based TSN Testbed
[NO] 1066/1846 | A Novel Framework for the Performance Analysis of FBMC-IM with IRS
[NO] 1067/1846 | Unified AI Framework for Predictive Pediatric Healthcare in Multilingual, Resource-Limited Settings
[NO] 1068/1846 | Prediction, Anomaly Detection and Calibration of O-RAN Power Consumption: An AI-Driven Approach Using Network KPIs
[NO] 1069/1846 | A Fragment-Based Multilingual Jailbreak Testing Framework for Large Language Models with Implications for Healthcare Deployment
[NO] 1070/1846 | Truthful Auction Mechanisms for Spatial Crowdsourcing: A Comparative Study of First Price Auction and VCG Mechanism
[NO] 1071/1846 | Multi-model Real-Time Physiological Data Analysis for Student Concentration Monitoring
[NO] 1072/1846 | Intelligence Where It Matters in Open RAN
[NO] 1073/1846 | AAAS Elects Qing-Chang Zhong as Fellow [Announcement]
[NO] 1074/1846 | Intelligent Priority-Aware Transport Protocol for Resilient Multi-Event Wireless Sensor Networks
[NO] 1075/1846 | NyaayaVaani: An AI-based Multilingual Legal Question-Answering LLM
[NO] 1076/1846 | Advanced monitoring system based on image processing technologies and real-time alerts
[NO] 1077/1846 | A Comprehensive Review of Air Quality Monitoring, Modeling, and Prediction Techniques
[NO] 1078/1846 | Do Language Models Prefer Vulnerable Code? A Probabilistic Study of Insecure Code Preference
[NO] 1079/1846 | A Multi-Perspective Evaluation of Static Mutant Selection Techniques
[NO] 1080/1846 | VeraRetouch: A Lightweight Fully Differentiable Framework for Multi-Task Reasoning Photo Retouching
[NO] 1081/1846 | EchoAvatar: Real-time Generative Avatar Animation from Audio Streams
[NO] 1082/1846 | BoxCtrl: 3D-Aware Visual Prompting for Geometric Image Editing
[NO] 1083/1846 | Diceplay: A Modular Canvas for Physical Image Composition
[NO] 1084/1846 | MeshFlow: Mesh Generation with Equivariant Flow Matching
[NO] 1085/1846 | Proceedings of the Workshop on Synthetic Data Generation and Management for Building AI Systems
[NO] 1086/1846 | Direction-of-Arrival Estimation via Spiking Locally Competitive Algorithm
[NO] 1087/1846 | CRISP: A JIT Compiled Neuromorphic Simulator
[NO] 1088/1846 | mpcGear: Multi-Point Conjugation Gear Mechanisms
[NO] 1089/1846 | CubePart: An Open-Vocabulary Part-Controllable 3D Generator
[NO] 1090/1846 | Atmospheric Haptics: Rendering Airflow and Temperature as Tactile Fields for Interactive Experiences in Virtual Reality
[NO] 1091/1846 | BFS: Back-to-Front Layered Image Synthesis via Knowledge Transfer
[NO] 1092/1846 | Gradient-based Approximation of Nonuniform Low-Discrepancy Samples
[NO] 1093/1846 | TopoCap: Learning Topology-Agnostic Motion Priors for Monocular Video-to-Animation
[NO] 1094/1846 | ADS: Random Sampling of Occupancy Functions using Adaptive Delaunay Scaffolding
[NO] 1095/1846 | MultiAct: Text-to-Motion Generation from Composite Text via Tailored Attention Guidance
[NO] 1096/1846 | 2D Gaussian Splatting for Bézier Spline Line Art Vectorization
[NO] 1097/1846 | Reality Check: How Avatar and Face Representation Affect the Perceptual Evaluation of Synthesized Gestures
[NO] 1098/1846 | DJM: Compact Base Meshes for Displacement Mapping using Triangle Jacobians
[NO] 1099/1846 | KnowGen: Modeling Synthetic Dataset Construction as Inference over Latent Acceptability
[NO] 1100/1846 | ICSCCC 2026 Cover Page
[NO] 1101/1846 | Optimal Load Type for Passive Magnetic Energy Harvesters Equipped with Saturation-Delaying Capacitor under High Primary Currents
[NO] 1102/1846 | Prompt-Guided Contrastive Network: Efficient Audio-Visual Segmentation via Prompt Learning and Contrastive Learning
[NO] 1103/1846 | Key Modal Impedance-Based s-Domain Modal Analysis and Stability Criterion for Hybrid GFM/GFL Renewable Energy Systems
[NO] 1104/1846 | Reverse and Adaptive T-coil Design for Wireline Receiver Input Matching
[NO] 1105/1846 | Artificial Intelligence-Enabled Automation for Enterprise Storage Reliability
[NO] 1106/1846 | Link the day and night: A deep learning framework to retrieve global nighttime AOD from VIIRS DNB_supp1-3713835.pdf
[NO] 1107/1846 | A Novel Communication-Assisted Short Circuit Fault Protection Scheme for Power Distribution Lines in Inverter-Based Isolated Microgrids
[NO] 1108/1846 | Broadband Characteristic Mode Tracking for Pixel Structures using Adaptive Hybrid Scoring Method
[NO] 1109/1846 | Multiresolution Density-Equalizing Transformation for Scatterplots
[NO] 1110/1846 | A Dynamic Aggregative Game-based Distributed Approach for Defensive Spacecraft Formations
[NO] 1111/1846 | Agentic AI-RAN Empowering Synergetic Sensing, Communication, Computing, and Control
[NO] 1112/1846 | Intelligent Dementia Risk Monitoring and Cognitive Support System for the Elderly Well-being
[NO] 1113/1846 | A Layered Secure and Post-Quantum Ready Communication Architecture for Microservice Platforms
[NO] 1114/1846 | Transformer State Prediction Based on Joint Temporal–Spectral Filtering
[NO] 1115/1846 | Route, Delay and Access Control for Truck Saturated Flow Utilizing Rest Areas
[NO] 1116/1846 | The Time Dependence of Reverse Recovery Charge (
                    <i>Q</i>
                    <sub>rr</sub>
                    ) in Advanced Power Applications
[YES] 1117/1846 | MT4DT: Metamorphic Testing for Digital Twins
[NO] 1118/1846 | Resilient Chaotic Cross-Layer Routing for Smart Grid IoT Networks
[NO] 1119/1846 | A Comprehensive Review of Attacks and Defense Mechanisms in Federated Learning for Autonomous Driving and VANETs
[NO] 1120/1846 | Observer-Based Active Fault-Tolerant Sliding Mode Control for Delayed PEM Fuel Cell Systems in LPV Form
[NO] 1121/1846 | Deep Learning based Task Scheduling and Prioritization in Cloud Environments
[NO] 1122/1846 | Control Structure for Nonlinear Plant Linearization
[NO] 1123/1846 | Simulation and Validation Study on Temperature Stratification Characteristics of The Heat Storage Water Tank Based on CyberSIM
[NO] 1124/1846 | Personalized Drug Side Effect Prediction Using Patient Medical History
[NO] 1125/1846 | Automatically Resolving Mismatched Invocations on Test Doubles in Test Suites
[NO] 1126/1846 | Fast autotuning without initial steady-state detection
[NO] 1127/1846 | Deep Transfer Learning-based Lung Disease Detection on Chest X-Ray Images
[NO] 1128/1846 | Formalizing Test Levels for Architectural Alignment and Overall Optimization
[YES] 1129/1846 | Generative AI Combinatorial Test Assistants
[NO] 1130/1846 | Verifying an Elevator Scheduling Control System
[NO] 1131/1846 | Towards Secure and Scalable Quantum Networks: A Hybrid BB84–E91 QKD Protocol
[NO] 1132/1846 | Greatest Common Right Divisors for Quaternion Polynomial Matrices: Computation, Extraction, and Certification*
[NO] 1133/1846 | A Lightweight CNN–Transformer Hybrid Model for Real-Time Image Classification on Edge Devices
[YES] 1134/1846 | Test Design and Review Argumentation in AI-Assisted Test Generation
[NO] 1135/1846 | Hierarchical Control of Grid-Forming Microgrid Considering Multi-Timescale Response
[NO] 1136/1846 | Performance Analysis of Machine Learning Techniques for Stress Detection using Biological Signals
[NO] 1137/1846 | Temporal Sparse Die-to-Die Communication in Heterogeneous Neuromorphic Systems
[NO] 1138/1846 | Neuromorphic Silicon Neuron Controller for Adaptive Deep Brain Stimulation in Parkinson’s Disease
[NO] 1139/1846 | Continuous-wave InAs/GaAs Quantum Dot Laser Grown on V-grooved Si(001) with Low Thermal Drift
[NO] 1140/1846 | National Energy Conservation Day Celebrations at VIT, Vellore in Association With IEEE PELS
[NO] 1141/1846 | Reinforcement Learning-Guided Model Predictive Control for Economic Velocity Optimization of Hybrid Electric Tracked Vehicles Considering Steering Characteristics
[NO] 1142/1846 | Table of Contents
[NO] 1143/1846 | On the Moon to Stay [Expert View]
[NO] 1144/1846 | The Power of Perseverance [Entrepreneur’s Viewpoint]
[NO] 1145/1846 | Zero-Knowledge Policy-Embedded Access Control with a Tokenized Secret-Sharing Oracle for Privacy-Preserving Consumer EHRs Sharing
[NO] 1146/1846 | From Quality to Utility: Correlating Synthetic Data Quality Metrics with Task Performance
[NO] 1147/1846 | A Wideband High-Efficiency Leaky-Wave Antenna with Backward Endfire to Forward Beam Scanning for Ku-to-Ka-Band mmWave Applications
[NO] 1148/1846 | Control of Power Flows and Voltage in a Multi-Source Power Distribution Electrical Network
[NO] 1149/1846 | An LCI Controller for Single-Phase Brushless Exciter Synchronous Motors with Extended Operating Range
[NO] 1150/1846 | A Beamforming Design for Integrated Sensing, Communication, and Computation
[NO] 1151/1846 | Degrees of Freedom and Spatial Sampling in Electromagnetic Fields
[NO] 1152/1846 | Message from the InSTA 2026 Chairs
[NO] 1153/1846 | A Comprehensive Survey on Multimodal Recommender Systems: Taxonomy, Evaluation, and Future Directions_supp1-3710585.pdf
[NO] 1154/1846 | The Data-Schema Bottleneck: Benchmarking 16 Deep Learning Architectures for Real-Time Starlink LEO Telemetry Management
[NO] 1155/1846 | TSMC: Time-varying 4D Scene Mesh Compression
[NO] 1156/1846 | SHARP-GS: Scalable High-fidelity Accelerated Rendering Pipeline for Ultra-high Resolution 3D Gaussian Splatting
[NO] 1157/1846 | MegaNorm: Local Patch Embeddings for Efficient and Robust Point Normal Orientation at Super-Large Scale
[NO] 1158/1846 | Identification of Alumina Transport Dynamics in Hall-Héroult Cells
[NO] 1159/1846 | A Chronotherapy-Aware Multimodal Deep Learning Framework for Lung Cancer Risk Prediction
[YES] 1160/1846 | Synthesizing Precise Protocol Specs from Natural Language for Effective Test Generation
[NO] 1161/1846 | Concurrent Learning Adaptive T-S Observer for Human Torque and Friction Estimation in Power-Assisted Wheelchairs
[NO] 1162/1846 | Adaptive Binary Artificial Bee Colony Algorithm with Extended Five-Operator Pool and Thompson Sampling for UFLP
[NO] 1163/1846 | Smart Wearable Defense System with Two-Way LoRa Communication for Health Monitoring and Emergency Response
[NO] 1164/1846 | Enhancing Perceptual Evaluation of Underwater Imagery via Deep Learning and Bio-Inspired Optimization
[NO] 1165/1846 | mutest-rs: Flexible, Efficient Mutation Analysis Tool for Rust Programs, using Extensive Static Analysis
[NO] 1166/1846 | Artificial Intelligence Based Recent Anaemia Detection and Classification Systems: A Review
[NO] 1167/1846 | Physics-Guided Hybrid Neural Networks Based on Minimal Gated Recurrent Units for Model Predictive Control
[NO] 1168/1846 | CodeQual-Agent: An Intelligent LLM-Agent Framework for Automated Software Quality Assessment with Explainable Predictions and Real-Time Analysis
[NO] 1169/1846 | FlexUP: CU-UP Disaggregation on Programmable Data Planes
[NO] 1170/1846 | GraphXDP: Programmable In-Kernel Packet Dispatching via Dynamic Network Function Graphs
[NO] 1171/1846 | Thermodynamic Analysis of a Combined Organic Rankine Cycle and Vapor Compression Refrigeration Cycle System Using the Same Refrigerants
[YES] 1172/1846 | Poster: Comparative Study of Human and Machine level prompts for LLM driven software testing
[NO] 1173/1846 | RANalyzer: Automated Continuous RAN Software Evaluation and Regression Analysis
[NO] 1174/1846 | A Comparative Study of Machine Learning and Deep Learning Models for Bug Triaging
[NO] 1175/1846 | SmartStrokeID: Intelligent Stroke Detection with Neural Imaging
