[2025-12-09 09:13:34] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-08
正在获取论文...
[arXiv] 2025-12-08 | A quantitative dynamical Zhang fundamental inequality and Bogomolov-type problems
[NO] 75/782 | Magnonics of time-varying media: Giant amplification via phase-transition-driven temporal interfaces
[NO] 76/782 | $σ$-Porosity of Certain Ideals
[NO] 77/782 | Bianchi Cosmologies in a Thurston-Based Theory of Gravity
[NO] 78/782 | Conservative adaptive-precision interatomic potentials
[NO] 79/782 | A winning approach to the intersections of twisted non-recurrent sets with fractals
[NO] 80/782 | Extreme Strain Controlled Correlated Metal-Insulator Transition in the Altermagnet CrSb
[NO] 81/782 | Spatial and Dynamical Relations between Spicules and Network Bright Points
[NO] 82/782 | Collisional passing alpha energy transport in nearly quasisymmetric stellarators
[NO] 83/782 | Brazilian Twin Photons 32nd anniversary
[NO] 84/782 | On Borel orbits of quadratic forms in characteristic 2
[NO] 85/782 | Neural Compress-and-Forward for the Primitive Diamond Relay Channel
[NO] 86/782 | Liver Fibrosis Quantification and Analysis: The LiQA Dataset and Baseline Method
[NO] 87/782 | A Mathematical Theory of Top-$k$ Sparse Attention via Total Variation Distance
[NO] 88/782 | Layer-Resolved Impurity States Reveal Competing Pairing Mechanisms in Trilayer Nickelate Superconductor La$_4$Ni$_3$O$_{10}$
[NO] 89/782 | Mesoscopic superfluid to superconductor transition
[NO] 90/782 | Quantum Diamond Microscopy for Non-Destructive Failure Analysis of an Integrated Fan-Out Package-on-Package iPhone Chip
[NO] 91/782 | Sharp values for all dynamical variables via Anti-Wick quantization
[NO] 92/782 | Well-posedness of the 3-D compressible Navier-Stokes equations with density-dependent viscosities in exterior domains with far-field vacuum
[NO] 93/782 | Comparative Analysis and Parametric Tuning of PPO, GRPO, and DAPO for LLM Reasoning Enhancement
[NO] 94/782 | Homological Methods in the Generalization of Drinfeld Modules
[NO] 95/782 | Gamow shell model predictions for six-proton unbound nucleus $^{20}$Si
[NO] 96/782 | Robust Variational Model Based Tailored UNet: Leveraging Edge Detector and Mean Curvature for Improved Image Segmentation
[NO] 97/782 | On-Demand Microwave Single-Photon Source Based on Tantalum Thin Film
[NO] 98/782 | Optimal Pulse Patterns through a Hybrid Optimal Control Perspective
[NO] 99/782 | Surprisingly-early bias in forecasts for unscheduled events
[NO] 100/782 | On the Integral Cohomology of Fano Varieties of Linear Subspaces
[NO] 101/782 | Weighted Contrastive Learning for Anomaly-Aware Time-Series Forecasting
[NO] 102/782 | Monotonicity of the period function for planar Hamiltonian vector fields: A Generalization of Chicone's Criterion
[NO] 103/782 | XMCQDPT2-Fidelity Transfer-Learning Potentials and a Wavepacket Oscillation Model with Power-Law Decay for Ultrafast Photodynamics
[NO] 104/782 | Precision Higgs Probe of Type-II Seesaw
[NO] 105/782 | Varietà di Jacobi parziali
[NO] 106/782 | From Orbit to Ground: Generative City Photogrammetry from Extreme Off-Nadir Satellite Images
[NO] 107/782 | Separation of Hoke and Schottky effects for improvement of mixed halide perovskite solar cell stability
[NO] 108/782 | Self-Error Correcting Method for Magnetic-Array-Type Current Sensors in Multi-Core Cable Applications
[NO] 109/782 | Exploring possible vector systems for faster training of neural networks with preconfigured latent spaces
[NO] 110/782 | ControlVP: Interactive Geometric Refinement of AI-Generated Images with Consistent Vanishing Points
[NO] 111/782 | Relationship between Poincaré Sections and Spectral Characteristics of Orbits of Globular Clusters in the Central Region of the Galaxy
[YES] 112/782 | How Do LLMs Fail In Agentic Scenarios? A Qualitative Analysis of Success and Failure Scenarios of Various LLMs in Agentic Simulations
[NO] 113/782 | Rice Price Dynamics during the 1945--1947 Famine in Post-War Taiwan: A Quantitative Reassessment
[NO] 114/782 | Atomic-scale probe of molecular magneto-electric coupling
[NO] 115/782 | The equation of Binet in classical and relativistic orbital mechanics
[NO] 116/782 | Estimates for Dirichlet Eigenvalues of the Schrodinger operator with the Kronig-Penney Model
[NO] 117/782 | Unified Video Editing with Temporal Reasoner
[NO] 118/782 | Parallel Algorithms for Combined Regularized Support Vector Machines: Application in Music Genre Classification
[NO] 119/782 | Understanding LLM Agent Behaviours via Game Theory: Strategy Recognition, Biases and Multi-Agent Dynamics
[NO] 120/782 | Optimized Machine Learning Methods for Studying the Thermodynamic Behavior of Complex Spin Systems
[NO] 121/782 | Delay as an energy regulator of the generation of deterministic chaos in hydrodynamic systems with limited excitation
[NO] 122/782 | Forget and Explain: Transparent Verification of GNN Unlearning
[NO] 123/782 | Scalable Formal Verification of Incremental Stability in Large-Scale Systems Using Graph Neural Networks
[NO] 124/782 | The influence of Parker spiral on the reflection-driven turbulence
[NO] 125/782 | A multivariate extension of Azadkia-Chatterjee's rank coefficient
[NO] 126/782 | On the number of $k$-full integers between three successive $k$th powers
[NO] 127/782 | Microseismic event classification with a lightweight Fourier Neural Operator model
[NO] 128/782 | A weighted Reilly type integral formula for differential forms and its applications
[NO] 129/782 | The emergence and diversification of dog morphology
[NO] 130/782 | Twisted holography from the B-model on a 7-fold
[NO] 131/782 | Otus Supercomputer
[NO] 132/782 | From sparse recovery to plug-and-play priors, understanding trade-offs for stable recovery with generalized projected gradient descent
[NO] 133/782 | Practical predictions for the effects of acceleration on decay
[NO] 134/782 | On the Impact of Graph Neural Networks in Recommender Systems: A Topological Perspective
[NO] 135/782 | Two-dimensional nonlinear Schrödinger equations with potential and dispersion given by arbitrary functions: Reductions and exact solutions
[NO] 136/782 | Shell-model calculation with density-dependent interaction for $pf$-shell nuclei
[NO] 137/782 | Non-Intrusive Data-Free Parametric Reduced Order Model for Geometrically Nonlinear Structures
[NO] 138/782 | Self-adjoint realization of the harmonic oscillator in polar coordinates and some consequences
[NO] 139/782 | Optical clocks with accuracy validated at the 19th digit
[NO] 140/782 | Lyapunov maximizing measures for balanced pairs of matrices
[NO] 141/782 | $\mathbb{C}\mathrm{P}^2$ Skyrmion with Fermion Backreaction
[NO] 142/782 | A Multi-Probe ISW Study of Dark Energy Models with Negative Energy Density: Galaxy Correlations, Lensing Bispectrum, and Planck ISW-Lensing Likelihood
[NO] 143/782 | Comparing quantum channels using Hermitian-preserving trace-preserving linear maps: A physically meaningful approach
[NO] 144/782 | Privacy Practices of Browser Agents
[NO] 145/782 | Boundary Criticality of Complex Conformal Field Theory: A Case Study in the Non-Hermitian 5-State Potts Model
[YES] 146/782 | Do Generalisation Results Generalise?
[NO] 147/782 | Density contrast in the scalar-tensor extension of non-metricity gravity
[NO] 148/782 | Floquet states on disclinations
[NO] 149/782 | A new scale of function spaces characterizing homogeneous Besov spaces
[NO] 150/782 | Asymptotic theory and statistical inference for the samples problems with heavy-tailed data using the functional empirical process
[NO] 151/782 | Finite-Sample Failures and Condition-Number Diagnostics in Double Machine Learning
[NO] 152/782 | Context-measure: Contextualizing Metric for Camouflage
[NO] 153/782 | SETUP: Sentence-level English-To-Uniform Meaning Representation Parser
[NO] 154/782 | Photodynamics and Temperature Dependence of Single Spin Defects in Hexagonal Boron Nitride
[NO] 155/782 | Soft Computing Tools To Predict Varied Weight Components, Material and Tribological Properties of Al2219-B4C-Gr
[NO] 156/782 | Easy-to-Implement Two-Way Effect Decomposition for Any Outcome Variable with Endogenous Mediator
[NO] 157/782 | Three-Octave Supercontinuum Generation in Thick Crystalline Aluminum Nitride Waveguides
[NO] 158/782 | Cost-Effective XL-MIMO Communication with Cylinder Directly-Connected Antenna Array
[NO] 159/782 | Coherent Field Emission Upon Ultrafast Laser Irradiation of the Tip Plasmon
[NO] 160/782 | Bound and Resonant States of Muonic Few-Body Coulomb Systems: Extended Stochastic Variational Approach
[NO] 161/782 | Towards probing velocity distributions in dense granular matter: Utilizing Fiber Bragg Gratings
[NO] 162/782 | SPHEREx Pre-Perihelion Mapping of $\mathrm{H_2O}$, $\mathrm{CO_2}$, and $\mathrm{CO}$ in Interstellar Object 3I/ATLAS
[NO] 163/782 | Model Predictive Control for Cooperative Docking Between Autonomous Surface Vehicles with Disturbance Rejection
[NO] 164/782 | On the Orbits of Similarity Classes of Tetrahedra Generated by the Longest-Edge Bisection Algorithm
[NO] 165/782 | Efficient Computation of a Continuous Topological Model of the Configuration Space of Tethered Mobile Robots
[NO] 166/782 | Estimation of the elasticity for CKLS model from high-frequency observations
[NO] 167/782 | Back-End System of BURSTT
[NO] 168/782 | Breaking ECDSA with Electromagnetic Side-Channel Attacks: Challenges and Practicality on Modern Smartphones
[YES] 169/782 | SIT-Graph: State Integrated Tool Graph for Multi-Turn Agents
[NO] 170/782 | Small EUV Brightenings in the Quiet Solar Atmosphere: New Insights from the Solar Orbiter Mission
[NO] 171/782 | Efficient ASR for Low-Resource Languages: Leveraging Cross-Lingual Unlabeled Data
[NO] 172/782 | RVLF: A Reinforcing Vision-Language Framework for Gloss-Free Sign Language Translation
[NO] 173/782 | Escaping the native space of Sobolev kernels by interpolation
[NO] 174/782 | Improved bounds and optimal constructions of pure quantum locally recoverable codes
[NO] 175/782 | Probing flavor-diagonal couplings of doubly-charged scalar at low and high energies
[NO] 176/782 | Short Brooms in Edge-chromatic Critical Graphs
[NO] 177/782 | Interplay between Escaping Cosmic Rays and Interstellar Medium: Driving of Galactic Winds and Shaping the Local Proton Spectrum
[NO] 178/782 | Unified Camera Positional Encoding for Controlled Video Generation
[NO] 179/782 | Counting voids and filaments: Betti Curves as a Powerful Probe for Cosmology
[NO] 180/782 | EP241217a: a likely Type II GRB with an achromatic bump at z = 4.59
[NO] 181/782 | Cross-platform Product Matching Based on Entity Alignment of Knowledge Graph with RAEA model
[NO] 182/782 | Clinical Interpretability of Deep Learning Segmentation Through Shapley-Derived Agreement and Uncertainty Metrics
[NO] 183/782 | Spatiotemporal Calibration and Ground Truth Estimation for High-Precision SLAM Benchmarking in Extended Reality
[NO] 184/782 | Heterogeneous back-end-of-line integration of thin-film lithium niobate on active silicon photonics for single-chip optical transceivers
[NO] 185/782 | HVQ-CGIC: Enabling Hyperprior Entropy Modeling for VQ-Based Controllable Generative Image Compression
[NO] 186/782 | Spin and Orbital Magnetism in UH2 Thin Films Studied by X-ray Magnetic Circular Dichroism
[NO] 187/782 | A versatile coherent Ising computing platform
[NO] 188/782 | ContextualSHAP : Enhancing SHAP Explanations Through Contextual Language Generation
[NO] 189/782 | Chiral, parity-doublet, effective-Lagrangian mean-field theories for nuclear and astrophysical phenomenology
[NO] 190/782 | DeepSVM: Learning Stochastic Volatility Models with Physics-Informed Deep Operator Networks
[NO] 191/782 | Asian option valuation under price impact
[NO] 192/782 | A Structured Review of Fixed and Multimodal Sensing Techniques for Bat Monitoring
[NO] 193/782 | FlowLPS: Langevin-Proximal Sampling for Flow-based Inverse Problem Solvers
[NO] 194/782 | Recent Results On The Modulated Cubic Nonlinear Schrödinger Equation On $\mathbb{T}^2$
[NO] 195/782 | A Newton-Okounkov Body Viewpoint on the SOS Conjecture
[NO] 196/782 | A manufacturable surface code architecture for spin qubits with fast transversal logic
[NO] 197/782 | Digital-Analog-Digital Quantum Supremacy
[NO] 198/782 | Human Agency and Creativity in AI-Assisted Learning Environments
[NO] 199/782 | FOAM: Blocked State Folding for Memory-Efficient LLM Training
[NO] 200/782 | COREA: Coarse-to-Fine 3D Representation Alignment Between Relightable 3D Gaussians and SDF via Bidirectional 3D-to-3D Supervision
[NO] 201/782 | Dynamics of multiplicative groups over fields and Folner-Kloosterman sums
[NO] 202/782 | Revisiting the theory of crystal polarization: The downside of employing the periodic boundary conditions
[NO] 203/782 | Surrogate-assisted airfoil optimization in rarefied gas flows
[NO] 204/782 | The Geometry of Persona: Disentangling Personality from Reasoning in Large Language Models
[NO] 205/782 | All You Need Are Random Visual Tokens? Demystifying Token Pruning in VLLMs
[NO] 206/782 | The index of $t\mathcal{C}_{3}^{-}$-free signed graphs
[YES] 207/782 | Property Testing of Computational Networks
[NO] 208/782 | R2MF-Net: A Recurrent Residual Multi-Path Fusion Network for Robust Multi-directional Spine X-ray Segmentation
[NO] 209/782 | A Simple Method to Enhance Pre-trained Language Models with Speech Tokens for Classification
[NO] 210/782 | Two-stage primary acceleration in filament initial eruption under a fan-spine magnetic configuration
[NO] 211/782 | Exponentially accelerated relaxation and quantum Mpemba effect in open quantum systems
[NO] 212/782 | On Conditional Independence Graph Learning From Multi-Attribute Gaussian Dependent Time Series
[NO] 213/782 | Static Dielectric Permittivity Profiles and Coarse-graining Approaches for Water in Graphene Slit Pores
[NO] 214/782 | Intersection problems for linear codes and polynomials over finite fields
[NO] 215/782 | MoCoRP: Modeling Consistent Relations between Persona and Response for Persona-based Dialogue
[NO] 216/782 | Most over-representation of phonological features in basic vocabulary disappears when controlling for spatial and phylogenetic effects
[NO] 217/782 | High-Dimensional Change Point Detection using Graph Spanning Ratio
[YES] 218/782 | LIME: Making LLM Data More Efficient with Linguistic Metadata Embeddings
[NO] 219/782 | SPAD: Seven-Source Token Probability Attribution with Syntactic Aggregation for Detecting Hallucinations in RAG
[NO] 220/782 | SJD++: Improved Speculative Jacobi Decoding for Training-free Acceleration of Discrete Auto-regressive Text-to-Image Generation
[NO] 221/782 | Enumeration of Finite Distance Monoids
[NO] 222/782 | Quasiparticle spectra of mixtures of dipolar and non-dipolar condensates at zero and finite temperatures
[NO] 223/782 | Interplay of Kekulé bond order and lattice instability in $\mathrm{C}_6\mathrm{Li}$
[NO] 224/782 | Single-step Diffusion-based Video Coding with Semantic-Temporal Guidance
[NO] 225/782 | First principle study of electronic, magnetic and thermoelectric properties of Co$_2$YPb (Y = Tc, Ti, Zr and Hf) full Heusler: Application to embedded automotive systems
[NO] 226/782 | A lower bound theorem for $d$-polytopes with at most $3d-1$ vertices
[NO] 227/782 | Persian-Phi: Efficient Cross-Lingual Adaptation of Compact LLMs via Curriculum Learning
[NO] 228/782 | Simple models for the trapping of charged particles and macromolecules by diffusiophoresis in salt gradients
[NO] 229/782 | Prediction and inference in complex networks: a brief review and perspectives
[NO] 230/782 | Mitigating Bias in Graph Hyperdimensional Computing
[NO] 231/782 | Single-Q and Double-Q magnetic orders: A Theoretical Analysis of Inelastic Neutron Scattering in a Centrosymmetric Structure
[NO] 232/782 | Efficient mapping and tracking the properties of micromechanical resonators using phase-lock loops with closely-spaced frequencies
[NO] 233/782 | OnePiece: The Great Route to Generative Recommendation -- A Case Study from Tencent Algorithm Competition
[NO] 234/782 | InterAgent: Physics-based Multi-agent Command Execution via Diffusion on Interaction Graphs
[NO] 235/782 | WaggleNet: A LoRa and MQTT-Based Monitoring System for Internal and External Beehive Conditions
[NO] 236/782 | Orbit recovery under the rigid motions group
[NO] 237/782 | Reconstructing Objects along Hand Interaction Timelines in Egocentric Video
[NO] 238/782 | LogicCBMs: Logic-Enhanced Concept-Based Learning
[NO] 239/782 | Nonparametric optimal density estimation for censored circular data
[NO] 240/782 | Intrinsic non-Markovian magnetisation dynamics
[NO] 241/782 | Recover-to-Forget: Gradient Reconstruction from LoRA for Efficient LLM Unlearning
[NO] 242/782 | Edge-Aware Graph Attention Model for Structural Optimization of High Entropy Carbides
[NO] 243/782 | Symmetries in Sorting
[NO] 244/782 | MICo-150K: A Comprehensive Dataset Advancing Multi-Image Composition
[NO] 245/782 | PrivORL: Differentially Private Synthetic Dataset for Offline Reinforcement Learning
[NO] 246/782 | Dark-pion dark matter beyond leading order: unitarized chiral dynamics
[NO] 247/782 | Generalized Referring Expression Segmentation on Aerial Photos
[NO] 248/782 | Relational Visual Similarity
[NO] 249/782 | UnityVideo: Unified Multi-Modal Multi-Task Learning for Enhancing World-Aware Video Generation
[NO] 250/782 | WorldReel: 4D Video Generation with Consistent Geometry and Motion Modeling
[YES] 251/782 | Understanding Privacy Risks in Code Models Through Training Dynamics: A Causal Approach
[NO] 252/782 | Multi-view Pyramid Transformer: Look Coarser to See Broader
[YES] 253/782 | Large Causal Models from Large Language Models
[NO] 254/782 | The Knizhnik--Zamolodchikov structure of lattice BFKL evolution and the twist-two anomalous dimension
[NO] 255/782 | VaR at Its Extremes: Impossibilities and Conditions for One-Sided Random Variables
[NO] 256/782 | Thermodynamic Phase Transitions and Quantum Entropy Corrections in the Simpson-Visser Regular Black Hole
[NO] 257/782 | Spatio-temporal equilibrium thermodynamics of guided optical waves at positive and negative temperatures
[NO] 258/782 | Loop Corrected Supercharges from Holomorphic Anomalies
[NO] 259/782 | Distribution-informed Online Conformal Prediction
[NO] 260/782 | Bethe equations for the critical three-state Potts spin chain with toroidal boun dary conditions
[NO] 261/782 | Modality-Aware Bias Mitigation and Invariance Learning for Unsupervised Visible-Infrared Person Re-Identification
[NO] 262/782 | UltrasODM: A Dual Stream Optical Flow Mamba Network for 3D Freehand Ultrasound Reconstruction
[NO] 263/782 | Unison: A Fully Automatic, Task-Universal, and Low-Cost Framework for Unified Understanding and Generation
[NO] 264/782 | A multimodal Bayesian Network for symptom-level depression and anxiety prediction from voice and speech data
[NO] 265/782 | Symmetric Vaccine Efficacy
[NO] 266/782 | Symmetric weak multicategories
[NO] 267/782 | On computing the (exact) Fréchet distance with a frog
[NO] 268/782 | Bimorph Lithium Niobate Piezoelectric Micromachined Ultrasonic Transducers
[NO] 269/782 | Stieltjes differential equations with bounded-variation derivators and application to thermal stress in solar panels
[NO] 270/782 | Index-theoretic route to the subgap Andreev bands and topological response in Josephson junctions
[NO] 271/782 | Constrained Dynamics on an Ellipse
[NO] 272/782 | Delay-Aware Diffusion Policy: Bridging the Observation-Execution Gap in Dynamic Tasks
[NO] 273/782 | Decidability of equations and first-order theory in Seifert 3-manifold groups
[NO] 274/782 | Multicomponent condensates: a flexible platform for soliton physics
[NO] 275/782 | Network of localized magnetic textures revealed using a saddle-point search framework
[NO] 276/782 | Optimization-Guided Diffusion for Interactive Scene Generation
[NO] 277/782 | Segmented Waveguide-Enabled Pinching-Antenna Systems (SWANs) for ISAC
[NO] 278/782 | Context-Adaptive Color Optimization for Web Accessibility: Balancing Perceptual Fidelity and Functional Requirements
[NO] 279/782 | Análisis de rendimiento y eficiencia energética en el cluster Raspberry Pi Cronos
[NO] 280/782 | Determining the Detectability of H2O with Photometric Observations using Bayesian Analysis for Remote Biosignature Identification on exoEarths (BARBIE)
[NO] 281/782 | Approximation Algorithms for the $b$-Matching and List-Restricted Variants of MaxQAP
[NO] 282/782 | Tensor Network Fluid Simulations in Structured Domains Using the Lattice Boltzmann Method
[NO] 283/782 | Mid-infrared intraband transitions in InAs colloidal quantum dots
[NO] 284/782 | Online Segment Any 3D Thing as Instance Tracking
[NO] 285/782 | Left regular bands with symmetry
[NO] 286/782 | Anomalous Wave-Packet Dynamics in One-Dimensional Non-Hermitian Lattices
[NO] 287/782 | Quantum geometrical effects in non-Hermitian systems
[YES] 288/782 | Improving the Throughput of Diffusion-based Large Language Models via a Training-Free Confidence-Aware Calibration
[NO] 289/782 | Skein-valued mirror curves for toric CY3 strips
[NO] 290/782 | Conserved quantities and integrability for massless spinning particles in general relativity
[NO] 291/782 | E-PCN: Jet Tagging with Explainable Particle Chebyshev Networks Using Kinematic Features
[NO] 292/782 | Copositivity, discriminants and nonseparable signed supports
[NO] 293/782 | Voxify3D: Pixel Art Meets Volumetric Rendering
[NO] 294/782 | Intralayer antiferromagnetism in two-dimensional van der Waals magnet Fe$_3$GeTe$_2$
[NO] 295/782 | The Adoption and Usage of AI Agents: Early Evidence from Perplexity
[NO] 296/782 | DESI Strong Lens Foundry V: A Sample of HST-Observed Strong Lenses Modeled with GIGA-Lens
[NO] 297/782 | Graph-Based Learning of Spectro-Topographical EEG Representations with Gradient Alignment for Brain-Computer Interfaces
[NO] 298/782 | Caustics in the spherically symmetric Einstein-dust system
[NO] 299/782 | Auditing Games for Sandbagging
[NO] 300/782 | Nonlinear Quantum Mechanics and Artificial Intelligence
[NO] 301/782 | OneStory: Coherent Multi-Shot Video Generation with Adaptive Memory
[NO] 302/782 | Collaborative Causal Sensemaking: Closing the Complementarity Gap in Human-AI Decision Support
[NO] 303/782 | LLM Use for Mental Health: Crowdsourcing Users' Sentiment-based Perspectives and Values from Social Discussions
[NO] 304/782 | The local homological structure of generalized splines
[NO] 305/782 | GatedFWA: Linear Flash Windowed Attention with Gated Associative Memory
[NO] 306/782 | Microquasar remnants as hidden PeVatrons
[NO] 307/782 | The heartbeat of stellar halos: Insights from the stellar halo mass-metallicity relation
[NO] 308/782 | Widefield pump-probe microscopy with coherent background subtraction by angle-compensated temporal shearing
[NO] 309/782 | GorillaWatch: An Automated System for In-the-Wild Gorilla Re-Identification and Population Monitoring
[NO] 310/782 | OptMap: Geometric Map Distillation via Submodular Maximization
[NO] 311/782 | Log-concave functions and transformations thereof
[NO] 312/782 | Toward Seamless Physical Human-Humanoid Interaction: Insights from Control, Intent, and Modeling with a Vision for What Comes Next
[NO] 313/782 | Normal closure of finite subgroups of $\mathrm{Aut}(F_n)$ and $\mathrm{Out}(F_n)$
[NO] 314/782 | Charge functions for high dimensional partitions
[NO] 315/782 | Augmented Neural Ordinary Differential Equations for Power System Identification
[NO] 316/782 | Physics-Informed Neural Networks for Source Inversion and Parameters Estimation in Atmospheric Dispersion
[NO] 317/782 | Enumeration of maps with the Dumitriu-Edelman model
[NO] 318/782 | A Performance Analyzer for a Public Cloud's ML-Augmented VM Allocator
[NO] 319/782 | Real-time collisions of fractional charges in a trapped-ion Jackiw-Rebbi field theory
[NO] 320/782 | HLTCOE Evaluation Team at TREC 2025: VQA Track
[NO] 321/782 | Bounded oscillation operators on BMO spaces
[NO] 322/782 | Index and nullity of minimal surface doublings, I
[NO] 323/782 | Multi-Generator Continual Learning for Robust Delay Prediction in 6G
[NO] 324/782 | Groupoid graded rings and their categories of graded modules
[NO] 325/782 | Bounds on inequality with incomplete data
[NO] 326/782 | In-Context and Few-Shots Learning for Forecasting Time Series Data based on Large Language Models
[NO] 327/782 | PVeRA: Probabilistic Vector-Based Random Matrix Adaptation
[NO] 328/782 | Automated Generation of Custom MedDRA Queries Using SafeTerm Medical Map
[NO] 329/782 | Mapping Still Matters: Coarse-Graining with Machine Learning Potentials
[NO] 330/782 | Prospects for measuring electroweak production of $Zγγ$ and 2 jets at the LHC
[NO] 331/782 | Observability of eccentricity in a population of merging compact binaries
[NO] 332/782 | When Large Language Models Do Not Work: Online Incivility Prediction through Graph Neural Networks
[NO] 333/782 | Equidistant dimension of Cartesian product graphs
[YES] 334/782 | Reliable agent engineering should integrate machine-compatible organizational principles
[NO] 335/782 | Entropy--Smooth Structures on Topological Manifolds
[NO] 336/782 | Systematic analysis of 3HDM symmetries
[NO] 337/782 | Robustness of flat band superconductivity against disorder in a two-dimensional Lieb lattice model
[NO] 338/782 | Energy-Aware Aggregation of Input Data for the Optimisation of Heat Supply of Municipal Districts
[NO] 339/782 | On the singular elliptic problem involving the variable order fractional Musielak $g_{x,y}$-Laplacian
[NO] 340/782 | Black Hole Scattering and Integrability: A Hyperboloidal Approach
[NO] 341/782 | Optimization for growth condition of ultrathin hexagonal boron nitride on dielectric substrates via LPCVD
[NO] 342/782 | Service Registration, Indexing, Discovery & Selection; An Architectural Survey Toward a GenAI-Driven Future
[NO] 343/782 | The shape-velocity alignment of satellites forged by tidal locking and dynamical friction
[YES] 344/782 | The Agent Capability Problem: Predicting Solvability Through Information-Theoretic Bounds
[NO] 345/782 | Long- and short-time behavior of hypocoercive evolution equations with higher index via modal decompositions
[NO] 346/782 | Chains of rotating boson stars with quartic or sextic self-interaction
[NO] 347/782 | Diverse stages of star formation in the IRAS 18162-2048 region. Emergence of UV Feedback
[NO] 348/782 | Determination of nuclear quadrupole moments of $^{25}$Mg, $^{87}$Sr, and $^{135,137}$Ba via configuration-interaction plus coupled-cluster approach
[NO] 349/782 | Generalised Bohr Hamiltonian for Gogny interactions
[NO] 350/782 | Microfluidic gratings for X-ray Phase Contrast Imaging
[NO] 351/782 | A Reconfigurable Circuit Strategy and Its Application in Low-Power Rectifier for Ambient Energy Harvesting
[NO] 352/782 | Critical Density-Wave Vestigial Phases of Commensurate Pair Density Wave
[NO] 353/782 | Understanding Individual Decision-Making in Multi-Agent Reinforcement Learning: A Dynamical Systems Approach
[NO] 354/782 | A note on proper asymptotic uniqueness for semifinite factors
[NO] 355/782 | See Once, Then Act: Vision-Language-Action Model with Task Learning from One-Shot Video Demonstrations
[NO] 356/782 | Dual-Stream Cross-Modal Representation Learning via Residual Semantic Decorrelation
[NO] 357/782 | Renewal Hawkes Processes: Expectations and Applications
[NO] 358/782 | Spin-Texture Spin-valve with a van der Waals Magnet
[NO] 359/782 | Universal Hitchin moduli spaces
[NO] 360/782 | Asymptotic evolution of bulk-viscous, spherically symmetric spacetimes
[NO] 361/782 | RRAEDy: Adaptive Latent Linearization of Nonlinear Dynamical Systems
[NO] 362/782 | Minimum Bayes Risk Decoding for Error Span Detection in Reference-Free Automatic Machine Translation Evaluation
[YES] 363/782 | VulnLLM-R: Specialized Reasoning LLM with Agent Scaffold for Vulnerability Detection
[NO] 364/782 | The Suicide Region: Option Games and the Race to Artificial General Intelligence
[NO] 365/782 | A foliated viewpoint on homotopy Brouwer theory
[NO] 366/782 | VP-AutoTest: A Virtual-Physical Fusion Autonomous Driving Testing Platform
[NO] 367/782 | MultiMotion: Multi Subject Video Motion Transfer via Video Diffusion Transformer
[NO] 368/782 | Materium: An Autoregressive Approach for Material Generation
[NO] 369/782 | Interior $C^{1,α}$ regularity of mixed local-nonlocal $(p,q)$-energy minimizers for $p\leq sq$
[NO] 370/782 | Enhancing Agentic RL with Progressive Reward Shaping and Value-based Sampling Policy Optimization
[NO] 371/782 | An Analysis of Decision Problems for Relational Pattern Languages under Various Constraints
[NO] 372/782 | RuleSet Generation Framework for Application Layer Integration in Quantum Internet
[NO] 373/782 | Living the Novel: A System for Generating Self-Training Timeline-Aware Conversational Agents from Novels
[NO] 374/782 | Absence of charged pion condensation in a magnetic field with parallel rotation
[NO] 375/782 | On the Role of the Canonical Transformation in the Single-Channel Kondo Model
[NO] 376/782 | Gait-Adaptive Perceptive Humanoid Locomotion with Real-Time Under-Base Terrain Reconstruction
[NO] 377/782 | From Show Programmes to Data: Designing a Workflow to Make Performing Arts Ephemera Accessible Through Language Models
[NO] 378/782 | Improving the Stability of Colloidal CsPbBr3 Nanocrystals with an Alkylphosphonium Bromide as Surface Ligand Pair
[NO] 379/782 | Non-Hermitian off-diagonal disordered optical lattices
[NO] 380/782 | Revisiting the Evolutionary Status of Massive Stars at the central parsec of the Milky Way
[NO] 381/782 | Bridging CORDEX and CMIP6: Machine Learning Downscaling for Wind and Solar Energy Droughts in Central Europe
[YES] 382/782 | Revolutionizing Mixed Precision Quantization: Towards Training-free Automatic Proxy Discovery via Large Language Models
[NO] 383/782 | Adaptive Tuning of Parameterized Traffic Controllers via Multi-Agent Reinforcement Learning
[NO] 384/782 | Determinations of angular stiffness in rotational optical tweezers
[NO] 385/782 | Impact of RIS Orientation on Throughput in UAV-Assisted Wireless Systems
[NO] 386/782 | Open qubit parameter identification with bounded pulses
[NO] 387/782 | Multiplet structure of chromium(III) dopants in wide band gap materials
[NO] 388/782 | A Tri-Band Shared-Aperture Base Station Antenna Array Covering 5G Mid-Band and 6G Centimetric Wave Band
[NO] 389/782 | Control and Reinforcement Learning through the Lens of Optimization: An Algorithmic Perspective
[NO] 390/782 | LUNE: Efficient LLM Unlearning via LoRA Fine-Tuning with Negative Examples
[NO] 391/782 | ESPADA: Execution Speedup via Semantics Aware Demonstration Data Downsampling for Imitation Learning
[NO] 392/782 | Alperin's weight conjecture, Galois automorphisms, alternating sums, and functorial equivalences
[YES] 393/782 | Challenges in Developing Secure Software -- Results of an Interview Study in the German Software Industry
[NO] 394/782 | Orbital dynamics and spin-precession around a circular chiral vorton
[NO] 395/782 | An Asynchronous Mixed-Signal Resonate-and-Fire Neuron
[NO] 396/782 | A Geometric Unification of Concept Learning with Concept Cones
