[2026-07-10 11:52:49] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-09
正在获取论文...
[arXiv] 2026-07-09 | Infinitely many sign-changing solutions for critical Hamiltonian systems with linear perturbation
[NO] 1323/1777 | An Amplifier-Integrated Antenna Sensor with a Simplified Architecture for Object Position Monitoring
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1324/1777 | A Vector Fitting-Based Equivalent Circuit Modeling Method for Multi-Port RF Components
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1325/1777 | Static Voltage Stability Limit Identification in Hybrid Grid-Forming and Grid-Following Wind Farms Considering Reactive Power Saturation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1326/1777 | A Reflective Curved Polarization-Twisting Metasurface Based on 3D Printing
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1327/1777 | Smooth Transfer and Collaborative Control Strategy for Cascaded Hybrid Flexible Interconnected Switches Based on Virtual Shadow Matching
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1328/1777 | Measurement and Signal Analysis of Electrostatic Discharge Radiation Fields of Aircraft During In-Cloud Flight
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1329/1777 | Research on Non-intrusive Load Monitoring Integrating KAN and Attention-augmented U-Net
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1330/1777 | Data-driven Short-term Reliability Evaluation Method for Power Systems Considering Wind Power and Demand Response Uncertainties
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1331/1777 | Architecture Design and Implementation of a Dual-Mode Heterogeneous Communication System for UAVs in Complex Electromagnetic Environments
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1332/1777 | Research on an LLC DC Adapter with Four-Leg Planar Matrix Transformer
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1333/1777 | Rapid Fault Isolation and Energy Dissipation Analysis for Surge-Arrester-Assisted Hybrid MMC
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1334/1777 | A Miniature Wireless Device for Closed-Loop Auditory Sleep Modulation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1335/1777 | Macromodeling of Electrically Long Structures Using a Delay-Aware Rational Szegő Kernel
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1336/1777 | Rapid Braking Control of Inertia Flywheel System Based on Converter Reactive Power Compensation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1337/1777 | Visualizing the Moon for Artemis II
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1338/1777 | A Dispatchable Reserve Assessment Method Considering Intra-Provincial Reserve and Inter-Provincial Mutual Assistance
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1339/1777 | A Two-Timescale Voltage Control Framework for Distribution Networks under Weather-Driven PV Variability
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1340/1777 | Charge-Injection Comparison of SIROF-Coated Utah Electrode Arrays Across Stimulation Polarities, Configurations, and Patterns
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1341/1777 | Quantitative Exploration of Sufficient Data Quantities for EEG Decomposition Using AMICA
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1342/1777 | Research on Artificial Intelligence + High-Efficiency Separation and Purification Devices and Integration of Skid-Mounted Electrolysis Systems
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1343/1777 | Sensorless Control of Aviation EMA Based on a Dual Adaptive Sliding Mode Observe
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1344/1777 | Security Risk Analysis of Power Grids with High Penetration Renewable Energy based on Improved Importance Sampling and Severity Function
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1345/1777 | Modeling High-Speed Serdes Links with Symbolic Regression
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1346/1777 | AdaptiveKV: Accelerating KV Cache Offloading with a Bandwidth-Adaptive Memory Allocation Mechanism
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1347/1777 | The Energy-Oriented Centre of Excellence
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1348/1777 | TURANDOT - TUning Risc-V to Automotive Needs &amp; Different Other Theme
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1349/1777 | Influence of Environmental Indicators Aggregation Methods for Eco-designing Integrated Circuits
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1350/1777 | Inductive–Abductive Unseen-Node Reasoning on Fuzzy Event Graphs Via LLM Calibration
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1351/1777 | An Integrated Early Warning and Decision Support Framework for Food Fraud Detection in Diary Supply Chains: The Case Study of PDO Feta Cheese_supp1-3703995.pdf
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1352/1777 | Governance in Practice: How Open Source Projects Define and Document Roles
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1353/1777 | Reliable Sequenced Based Protein-Protein Interaction Prediction Using Lempel Ziv Complexity and Optimized Deep Learning Model_supp1-3711498.pdf
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1354/1777 | Pretraining in Actor-Critic Reinforcement Learning for Locomotion
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1355/1777 | Task-Aware Joint Source-Channel Coding for Robust Vibrotactile Transmission
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1356/1777 | Arc Resistance Enhancement of Converter Transformer Tank Based on Honeycomb Structure
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1357/1777 | Acquisition of DC Withstand Characteristics and Insulation Design Parameters for XLPE Cables Using Electrode-Embedded Specimens
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1358/1777 | Additional Reviewers
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1359/1777 | Privacy-Preserving Coordination of Heterogeneous Electrolyzers: A Federated Reinforcement Learning Approach with Safety Guarantees
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1360/1777 | Enabling Remote Persistent Environmental Monitoring with Robotic Platforms using an Edge-to-Cloud IoT Architecture
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1361/1777 | DyTSwiG-Mamba: Layer Normalization-Free CNN-Mamba Speech Enhancement Network With Dual-Branch Phase Prediction
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1362/1777 | Multi-STAR-RIS-Assisted NOMA Networks: Optimal Design and Performance Analysis
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1363/1777 | Along-Track Dual-Satellite D-InSAR for Multi-Dimensional Deformation and Troposphere Joint Measurement: Configuration Optimization and Performance Analysis
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1364/1777 | The Finishing Touch: Thumbnail-Preserving Image Encryption Supporting Image Classification
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1365/1777 | Comparing the Performance of Off-Policy Deep Reinforcement Learning and Neuroevolution in Stealth Game Problems
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1366/1777 | UPForest: Enabling Random Forest Training on Real Processing-in-Memory Systems
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1367/1777 | MHcast: Metadata-hiding Multicast with Resilience against Malicious Clients and Servers
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1368/1777 | V-Band 2-D Multi-Beam Antenna Array Based on Butler Matrix
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1369/1777 | Performance Evaluation of Dynamic LDPC Base Graph Selection Under Rayleigh and Rician Fading
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1370/1777 | Feasibility of Upper Limb Motor Imagery BCI Control While Walking
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1371/1777 | A Two-Feature Quantitative EEG Index of Pediatric Epilepsy Severity: External Pre-Validation on CHB-MIT and Roadmap to Dravet Cohorts
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1372/1777 | Design of a Symmetric Beam-Splitter RIS for FR1 Band with Cross-Polarization Conversion
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1373/1777 | Space-Ground Coordinated TT&amp;C Heterogeneous Networks Access Resource Scheduling Technology
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1374/1777 | Spatial Distribution of Action Potentials in a Peripheral Nerve During Temporal Interference Stimulation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1375/1777 | Multi-timescale Optimal Scheduling of Hybrid EV Charging Stations with Γ-budget Robust Optimization
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1376/1777 | An Optimization Method for Emergency Resource Pre-deployment in Distribution System under Rainstorm Disaster
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1377/1777 | A Provably Stable Terminal Constraints Method for FDTD Analysis of Transmission Lines
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1378/1777 | Low Profile and Ultra-Wideband FUSE Array on Isosceles Triangular Lattice with Dual-Slant Polarization
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1379/1777 | On Building D-Stable Macromodels
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1380/1777 | Design of a Compact Dual-Band Four-Port MIMO Antenna for 5G Sub-6 GHz Terminals
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1381/1777 | Simplified Modeling of Apertures in Irregular Cavities
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1382/1777 | Integrating Spatial-Temporal Channel Reliability with AI for Robust High-Frequency Oscillation Detection in Intracranial EEG*
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1383/1777 | An Open-Source Solution for Prolonged Neural Streaming from Bidirectional Deep Brain Stimulation Devices
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1384/1777 | Beam Pattern Prediction of Radome-Enclosed High-Power Phased Array Antenna Based on Deep Learning Method
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1385/1777 | A Ka-Band In-Vehicle Antenna with Intelligent Beam Steering: Enabling Integrated Sensing-Computing-Communication for V2S Links
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1386/1777 | Primary Frequency Regulation Control Strategy for Air Conditioning Load Clusters Considering Distribution Network Voltage Security and User Comfort
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1387/1777 | Analysis of Electromagnetic Compatibility Test on Automotive System Basic Chip
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1388/1777 | Strategies for Multi-Device Injection and Retrieval in the Brain*
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1389/1777 | A Comparative Study of Microstrip Line Models Up to 500 GHz
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1390/1777 | Strength-Duration Profiles of Endovascular Cerebellar Neurostimulation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1391/1777 | Multiphysics Coupled Simulation of $\text{CO}_{2}$ Dissociation in Microwave Plasma
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1392/1777 | Multi-Stage Post-Disaster Restoration of Distribution Systems Coordinating Manual Inspection and Microgrid Formation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1393/1777 | Conductor Temperature Inversion Throughout the Entire De-icing Process of Power Distribution Lines
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1394/1777 | Study on the Time-Frequency Domain Response Characteristics of Narrowband Antennas to Ultra-Wideband Electromagnetic Pulses
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1395/1777 | Rapid and Energy-Efficient Computation of Selective Multipolar Stimulation Via Least Squares Projection
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1396/1777 | Accelerated Electromagnetic Simulation Using The Laguerre-FDTD Method and Machine Learning
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1397/1777 | Design of Low-Scattering Array Antenna Based on Antenna Mode Scattering Field Manipulation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1398/1777 | Brightness Temperature Analysis of Supercooled Clouds for Microwave Radiometer Detection
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1399/1777 | Not All Faults Are Equal: Transient-Fault Sensitivity Characterization of an Open-Source RISC-V Vector Cluster
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1400/1777 | On the Analysis of Radiation-Induced Faults in FPGA-Based Optical Communication for Space Applications
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1401/1777 | Edge-AI Passenger Counting for Urban Bus Operations: Real-Time Doorway Sensing
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1402/1777 | How We Got “Our” System of Units
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1403/1777 | Enhanced Vision-Language Models for Diverse Sensor Understanding: Cost-Efficient Optimization and Benchmarking
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1404/1777 | EPSIC 2026 Cover Page
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1405/1777 | A 236-nW LFSR-Based Asymmetric Clonable PUF Group With Peer-to-Peer Response Equivalence
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1406/1777 | Student Engagement Recognition from Facial Landmark Trajectories using Region-Aware Temporal Networks (RATE-Net)
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1407/1777 | Towards Language-Aware Pharmaceutical Informatics: End-to-End ATC Code Classification from Regulatory Documents
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1408/1777 | Understanding npm Developers’ Practices, Challenges, and Recommendations for Secure Package Development
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1409/1777 | Silent Night
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1410/1777 | The Reality of Hope
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1411/1777 | Hello Maggie!
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1412/1777 | EXIT
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1413/1777 | CrackNet-MR: Multi-Module Synergy for UAV-Based Mining Crack Segmentation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1414/1777 | Spectral Feature Extraction with Multispectral SiPM: Toward Partial Discharge Pattern Recognition in C
                    <sub>4</sub>
                    F
                    <sub>7</sub>
                    N Eco-Friendly Insulation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1415/1777 | Dual Attention Based Feature Integration Framework for Intelligent Fetal Ultrasound Anatomy Classification
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1416/1777 | A Compact High-Isolation Dual-Polarized Patch Antenna With Mirror-Symmetric Feeding for Ku-Band Phased Arrays
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1417/1777 | Share Your Thoughts: Send Comments to pem-eic@ieee.org {Letters to the Editor]
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1418/1777 | Junction Temperature Monitoring for SiC MOSFETs Based on Parasitic Inductance Voltage During Quasi-Turn-on Transient
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1419/1777 | PI-H2T: Enhancing Long-Tailed Visual Recognition with Permutation-Invariant and Head-to-Tail Feature Fusion
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1420/1777 | Asymptotic Properties of Random Monomial Ideals
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1421/1777 | Sensing-Assisted Beam Prediction for mmWave UAV Communications in 6G Networks
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1422/1777 | Identifying Neural Biomarkers of Risk-Taking from Intracranial EEG Recordings
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1423/1777 | Joint Energy and Version Age Optimization for Wireless Powered Federated Learning Network
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1424/1777 | A Feedback-Enhanced Multi-Modal Large Language Model Framework for Antenna 3D Parametric Modeling
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1425/1777 | Method for Collaborative Adaptive Support of Power Quality for Load-Side Converters Based on Multi-Objective Collaborative Optimization
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1426/1777 | Research on Short-Term Load Forecasting Based on Deep Learning
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1427/1777 | Low-Cost Open-Source Trigger Box for EEG Recordings
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1428/1777 | Interference Management for V2V ISAC–FMCW Coexistence via CAF Awareness
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1429/1777 | In-Vivo Assessment of Muscle Fatigue in Rats Using Sinusoidal Low Frequency Alternating Currents
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1430/1777 | Rolling Scheduling Strategy for Microgrids with Battery and Hydrogen Energy Storage Based on an Improved Sparrow Search Algorithm
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1431/1777 | High-Gamma Electrocorticography Activity Represents Perceived Vibration Intensity in Human Somatosensory Cortex
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1432/1777 | AI Optimized Energy Management Control for Liquid Hydrogen Powertrain of Low-Altitude Small Aircraft
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1433/1777 | A Framework to Analyze Cervical Spinal Cord Potentials in Sensor and Source Space
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1434/1777 | Design of a Shared-Aperture Wideband Antenna: Integration of Dual-Polarized Low-Frequency Base Station Antenna and High-Gain High-Frequency Antenna
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1435/1777 | Multiphysics Modeling of Microwave Vacuum Freeze-Drying of Blueberries Based on Saturation-Dependent Dielectric Properties
