[2026-07-28 11:18:30] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-27
正在获取论文...
[arXiv] 2026-07-27 | KAI: A Kinematic-Aware Interface for Data-Efficient Articulated Object Manipulation
[NO] 1413/1848 | Green Bin Packing
[NO] 1414/1848 | μ-VF: Enabling Virtualization of Embedded FPGAs
[NO] 1415/1848 | Bidirectional RO-ISAC Using Polarization Division Duplexing With a Polarization-Maintaining CCR
[NO] 1416/1848 | PICO-MAPF: Predictive Influence-based Coordinated Multi-Agent Path Finding for Large-Scale High-Density Environments
[NO] 1417/1848 | An Accelerated Training Framework for Physics-Informed Neural Networks: Applications in Ultrafast Ultrasound Blood Flow Imaging_supp1-3714831.pdf
[NO] 1418/1848 | Coordinated Beam Management and Resource Allocation in Multi-Beam LEO Satellite Networks
[NO] 1419/1848 | Large Language Model Empowered Recommendation Meets All-Domain Continual Pre-Training
[NO] 1420/1848 | Connect to ComSoc Membership with the IEEE App
[NO] 1421/1848 | Drift-Aware Compressed Sparse Fault Diagnosis and Self-Calibration forAntenna Arrays
[NO] 1422/1848 | DeckerPlus: Whole Program Attack Surface Reduction via Compiler Analysis  and Transformations
[NO] 1423/1848 | Haptic Interfaces for Accessible Audio Mixing_supp5-3716643.mp4
[NO] 1424/1848 | A Parameter-Free Current Error Mitigation Strategy for Enhancing MTPA Control of Ultra-Low Inductance PMSM in DC-Link Current Sensor Inverters
[NO] 1425/1848 | Multi-Stress Aging of Mineral and Renewable Oils in HV Transformers Part I: Experimental Analysis
[NO] 1426/1848 | Closed-Loop Wind Turbine Controllers for Active Wake Mixing Strategies
[NO] 1427/1848 | Automated Tailoring of the Doom Engine for Handheld Gaming Devices
[NO] 1428/1848 | CSD-GCN: Cross-Modal Self-Distillation Graph Convolutional Network for Alzheimer's Disease Diagnosis
[NO] 1429/1848 | Towards Harmless Verification of Web-Sourced Datasets Usage in Text-to-Image Diffusion Models Via Self-Activated Text Encoder
[NO] 1430/1848 | An Accelerated Training Framework for Physics-Informed Neural Networks: Applications in Ultrafast Ultrasound Blood Flow Imaging_supp2-3714831.mp4
[NO] 1431/1848 | On the Design of Mixture-of-Experts for Dynamic Gaussian Splatting_supp1-3712736.pdf
[NO] 1432/1848 | Predefined-Time Disturbance Observer-Based Control for Nonlinear Systems With Quantized Input
[NO] 1433/1848 | Integrated Fault-Tolerant Control for Nonlinear Switched Stochastic Systems with Multiple Heterogeneous Disturbances
[NO] 1434/1848 | MSOM-CNN: A Lightweight Hybrid SOM-Based CNN for Robust Point Cloud Classification
[NO] 1435/1848 | DPMambaIR: All-in-One Image Restoration Via Degradation-Aware Prompt State Space Model
[NO] 1436/1848 | Carrier-Depletion-Controlled 2×2 Optical Switch Using Weakly Coupled Shallow-Rib Strip Directional Couplers in Standard 0.22 × 0.50 µm a-Si:H Waveguides
[NO] 1437/1848 | Automated Sizing of Cascode Compensated Amplifiers via Adaptive Genetic Algorithms
[NO] 1438/1848 | Efficient Pose Estimation via SAM2 and an Assembled YOLO Pipeline
[NO] 1439/1848 | A Novel Hybrid Architecture for Deepfake Text Detection on Social Media
[NO] 1440/1848 | An LLM-Based Multi-Agent Workflow for Text-to-Image Visual Design in Intelligent Media
[NO] 1441/1848 | Cloud-Computing-Enabled Smart Water Conservancy Monitoring Platform and Real-Time Data Processing
[NO] 1442/1848 | Hybrid XGBoost–LSTM Model for State of Health and Remaining Useful Life Prediction of Lithium-Ion Batteries
[NO] 1443/1848 | Energy-Aware Adaptive Backend Selection for Parallel Sorting Through Predictive Modelling
[NO] 1444/1848 | TPF-PQ: Tail-SLO Predictive Failover with Post-Quantum Session Resumption for FinTech Messaging over 5G-MEC and LEO Backup
[NO] 1445/1848 | Research on Structure Optimization Method of Sigma-Pi Neural Network Based on Structural Entropy Regularization
[NO] 1446/1848 | TinyML Model for Anomalous Gait Recognition in Real Clinical Scenarios: A Study on Generalization
[NO] 1447/1848 | A Comprehensive Study of Satellite Network Performance During Severe or Extreme Geomagnetic Storms over 1.5 Years (May 2024 – Oct 2025)
[NO] 1448/1848 | MeshAgent: Enabling Reliable Network Management with Large Language Models
[NO] 1449/1848 | Residual-Noise-Aware Uterine Contraction Detection From Electrohysterography Using Bayesian Tensor Decomposition
[NO] 1450/1848 | A Systematic Quantitative Analysis of Machine and Deep Learning Architectures for Hyperspectral Mineral Mapping
[NO] 1451/1848 | Dual-Brain Collaborative Navigation: Integrating Motor Imagery BCI With Brain Function-Inspired Trajectory Synthesis for Assistive Robotics
[NO] 1452/1848 | Directivity and Efficiency of the THz and FIR Smith-Purcell Radiation Phased Array Antenna Made of Graphene Nanotubes
[NO] 1453/1848 | A Cascaded Hybrid-Order ESO-Based ADRC for Voltage Regulation in Wave Energy DC Integration
[NO] 1454/1848 | Pointwise Maximal Leakage of Markov Processes
[NO] 1455/1848 | High-Efficiency, Low-Phase-Noise Power Oscillator Based on Feedback Network Synthesis Technique
[NO] 1456/1848 | ICCBI 2026 Author Index
[NO] 1457/1848 | High-accuracy Current Prediction Modelling with Rotor Motion Compensation for Deadbeat Predictive Controlled PMSMs at Low Carrier Ratios
[NO] 1458/1848 | Equivalent Circuit Modeling of RF Degradation in TSVs for Millimeter-Wave Applications
[NO] 1459/1848 | A Bio-Inspired Spiking Attention Neuromorphic Accelerator for Low-Power Visual Prosthesis
[NO] 1460/1848 | Outperforming Multiserver SRPT at All Loads
[NO] 1461/1848 | Lumina-HT2: A Human-AI Teaming Framework for Lifelog Retrieval in VR
[NO] 1462/1848 | A Preliminary Study on AI-Based Three-Class Classification of Syphilis' RPR Test Reactions
[NO] 1463/1848 | An Offline-First Raspberry Pi-based IoT Health Monitoring System for Low-Connectivity Environments with a Real-Time Dashboard
[NO] 1464/1848 | Multi-Objective AI Optimization for Dynamic Resource Allocation in Sustainable Cloud Infrastructure
[NO] 1465/1848 | Anomaly Detection using Isolation Forest in IoT-Based Patient Health Monitoring Systems
[NO] 1466/1848 | Cloud-Enabled IoT based System for Real Time Manhole Monitoring and Alerting
[NO] 1467/1848 | LLM-Augmented Anomaly Explanation for Real-Time Banking Fraud Detection: A Hybrid Neuro-Symbolic Approach
[NO] 1468/1848 | Grounded Refusal in Dialogue Troubleshooting Agents via Constrained Reinforcement Learning
[NO] 1469/1848 | A Multi-Modal, Attention-Guided Framework for Fracture Detection and Healing Prediction
[NO] 1470/1848 | Automatic Decoding of Shift Cipher using Intelligent Attack Strategies
[NO] 1471/1848 | Energy-Efficiency Optimization for Power IoT Monitoring Devices Based on LSTM and Reinforcement Learning
[NO] 1472/1848 | A control method for mobile robots integrating deep learning and path optimization
[NO] 1473/1848 | A Multimodal Large Language Model Combining Coronary Angiography Videos with Diagnostic Text
[NO] 1474/1848 | A Comprehensive Study on Blockchain-Enabled Cryptographic Frameworks for Electronic Health Records
[NO] 1475/1848 | Efficient Offset Mesh Generation with Preserved Features and Boundaries
[NO] 1476/1848 | ScaleQsim: Highly Scalable Quantum Circuit Simulation Framework for Exascale HPC Systems
[YES] 1477/1848 | LPGSim: A Lightweight Parallel GPU Simulator Maximizing Speed with Trustworthy Simulation
[NO] 1478/1848 | Characterizing Performance–Energy Trade-offs of Large Language Models in Multi-Request Workflows
[NO] 1479/1848 | WISP: Waste- and Interference-Suppressed Distributed Speculative LLM Serving at the Edge via Dynamic Drafting and SLO-Aware Batching
[NO] 1480/1848 | PEMI: Transparent Performance Enhancements for QUIC
[NO] 1481/1848 | EADLT-MRA: Energy-Aware Dual-Layer Trust-Based Multi-Path Routing Algorithm for Industrial Wireless Sensor Networks
[NO] 1482/1848 | CICSE 2026 Author Information Page
[NO] 1483/1848 | Deployment-Aware Multi-Objective Optimization of Machine Learning Models for Predictive Congestion Control in Multi-Hop Vehicular Networks
[NO] 1484/1848 | SAAST: Artistic Style Transfer via Pre-trained Stable Diffusion with Step-aware Content and Style Learning
[NO] 1485/1848 | STG-Net: Shared Tensor Guidance Hyperspectral and Multispectral Remote Sensing Image Fusion Network under Locally Overlapping Condition
[NO] 1486/1848 | Physics-Informed Neural Networks for Decoupled Multiphysics Systems
[NO] 1487/1848 | Bio-Inspired Self-Triggered Recurrent Neural Network for Solving Distributed Optimization Control Problem of Multi-Agent Systems
[NO] 1488/1848 | Circulating Current Mitigation Discontinuous Pulse Width Modulation for Two Parallel Connected NPC Inverters
[NO] 1489/1848 | Design Study of Contact Terminals for a Small Low-Voltage Electrical Connector
[NO] 1490/1848 | Draft Only, Never Send: Hardening AI-Assisted Workflows in a University Research Lab
[NO] 1491/1848 | A Semantic-Aware Frequency-Hopping Framework for Delay-Intolerant Covert Communications
[NO] 1492/1848 | A Knowledge-Enhanced Dual-Timescale Framework for Reliability-Aware Soft Sensing of Crystal Quality in Czochralski Silicon Growth Process
[NO] 1493/1848 | Technique to Improve the Input Current THD in Single-Phase DCM Boost Rectifiers
[NO] 1494/1848 | Compact Model of Filament-Free Bulk RRAM
[NO] 1495/1848 | Automated Detection and Removal of Pacing Artifacts from ECG Signal: CRIC and Cleveland Clinic Cohorts_supp1-3716891.docx
[NO] 1496/1848 | Robust Beamforming Design for Self-Sustainable IRS-aided MIMO SWIPT Communication
[NO] 1497/1848 | Synthesis of Continuously Tunable Diplexers With Decoupling Network
[NO] 1498/1848 | Augmented Reality Inspection Assistant Design for Quality Operator Support in Industry 5.0
[NO] 1499/1848 | IoT-Enabled Soil Quality Monitoring and Pollution Detection: A Comparative Evaluation of Traditional and Smart Systems
[NO] 1500/1848 | Can We Grow Data? A Hybrid Pipeline for Synthetic Agricultural Data Generation
[NO] 1501/1848 | SentinelQuery: An Intelligent Dual-Layer Detection Framework for Boolean-based Blind Structured Query Language Injections in Artificial Intelligence Driven Threat Environments
[NO] 1502/1848 | High-Speed and Energy-efficient FIR Filter Architecture for IoT-based Wireless Communication Systems
[NO] 1503/1848 | A Hierarchical Bidirectional Attention Framework for Text-Image Cross-Modal Alignment in Chinese Scenarios
[NO] 1504/1848 | EyeSpy: Saliency-Guided Lifelog Retrieval Using Gaze
[YES] 1505/1848 | Search-Based Test Case Generation for Unfairness Detection in Multi-Layer Perceptron-Based Systems: A Genetic Algorithm Approach and Empirical Evaluation
[NO] 1506/1848 | Modulo-NPDM: A Modulo-Based Multicarrier Modulation Framework for PAPR Reduction
[NO] 1507/1848 | Author Index
[NO] 1508/1848 | Capacitive Lock-In Biosensor for Label-Free Detection of NT-proBNP
[NO] 1509/1848 | Investigation of Constant Power Output Capability on Reverse Salient Consequent Pole PM Machine for Electric Vehicles
[NO] 1510/1848 | Digital twin-based trajectory planning and control for dynamic obstacle avoidance of wheeled mobile robots
[NO] 1511/1848 | UAV Swarm Networking: An MARL-Based Cross-Layer Transmission Framework
[NO] 1512/1848 | LoASR-Bench: Evaluating Large Speech Language Models on Low-Resource Automatic Speech Recognition Across Language Families
[NO] 1513/1848 | LibTimer: Addressing Library Evolution in Pre-Routing Timing Prediction via Continuous Library Representation
[NO] 1514/1848 | Diffusion-Based Impedance Learning for Contact-Rich Manipulation Tasks
[NO] 1515/1848 | Distilling Multi-View Diffusion Models Into 3D Generators_supp2-3716753.mp4
[NO] 1516/1848 | Sensing-Enabled MIMO Noise Communication via Joint Localization and Bit Detection
[NO] 1517/1848 | 2026 10th International Young Engineers Forum on Electrical and Computer Engineering (YEF-ECE)
[NO] 1518/1848 | Label-free Anomaly Detection in Cardiovascular Signals with Persistence-informed Multi-instance Learning
[NO] 1519/1848 | A Rank-Ratio Bound for Pixel-Space Signal Fragility in Latent-Diffusion Autoencoders
[NO] 1520/1848 | Music Genre Classification Using Dual-Branch Feature Fusion of Mel-Spectrogram Embeddings and Acoustic Statistical Descriptors
[NO] 1521/1848 | Pruned-CAFM: A Lightweight UAV Remote Sensing Algorithm for Transmission-Line Foreign-Object Detection via Cross-Domain Transfer Learning, Cross-Layer Attention, and Dynamic Sparse Pruning
[NO] 1522/1848 | Research on Key Technologies for Power Grid Operation Process Modeling and Automated Execution Based on Low-Code Platforms
[NO] 1523/1848 | Aerial Infrared Small Target Detection via Dual-Decoder Gradient Feature Aggregation
[NO] 1524/1848 | On-Device Real-Time License Plate Identification for Surveillance Systems
[NO] 1525/1848 | Promptable Fire Segmentation: Unleashing SAM2’s Potential for Real-Time Mobile Deployment with Strategic Bounding Box Guidance
[NO] 1526/1848 | Explainable AI for Transparent Formulary Decision-Making Processes
[NO] 1527/1848 | Detection of Malicious QR Codes using a Multi-Domain Feature Fusion XGBoost and Deep Learning Approach
[NO] 1528/1848 | Intelligent Incident Prediction in Banking Cloud Operations: A Machine Learning Framework for Proactive SRE Response
[NO] 1529/1848 | Temporal Attention-Augmented Multiple Instance Learning Network (Ta-Mil)
[NO] 1530/1848 | Can Machine Learning Improve Suricata’s Detection?
[NO] 1531/1848 | Forecasting Depreciation and Residual Value of Electric vs ICE Vehicles: A Machine Learning-based Financial Modeling Approach
[NO] 1532/1848 | A Multi-modal Artificial Intelligence-Based Method for Campus Security Risk Prediction and Emergency Response Optimization
[NO] 1533/1848 | Development of Off-Grid Solar and Wind Hybrid Charging Station for Portable Electronic Devices
[NO] 1534/1848 | Explainable Lightweight Models for Mobile Chest X-Ray Screening
[NO] 1535/1848 | User-Traceable Watermarking in the Autoregressive Image Generation Pipeline
[NO] 1536/1848 | Proceedings of the 2026 5th International Conference on Networks, Communications and Information Technology
[NO] 1537/1848 | An Adaptive Resonance Suppression Strategy Based on Robust Reduced Order Observer for PMSM Drives Without Electrolytic Capacitors
[NO] 1538/1848 | Sensing-then-ISAC: A Distance-Constrained Safe Reinforcement Learning for UAV Secure Communications
[NO] 1539/1848 | Low-Power-Consumption Short-Cavity DFB Laser for 36-GHz Directly Modulated FMCW LiDAR With a PIC Coherent Receiver
[NO] 1540/1848 | Deadbeat Predictive Control for Harmonic Current Suppression in Permanent Magnet Synchronous Machines Based on Measurement-Informed Spatial Harmonic Model
[NO] 1541/1848 | Multi-Stress Aging of Renewable and Mineral Oils in HV Transformers Part II: FTIR and SEM-Based Post-Aging Characterization
[NO] 1542/1848 | Jointed AVO inversion method using seismic velocity and acceleration signals
[NO] 1543/1848 | Reflection-Driven Self-Optimization 6G Agentic AI RAN via Simulation-in-the-Loop Workflows
[NO] 1544/1848 | UniPASE: A Generative Model for Universal Speech Enhancement with High Fidelity and Low Hallucinations
[NO] 1545/1848 | DAGless: Automating end-to-end support for serverless DAG lifecycles with cost-efficient execution
[NO] 1546/1848 | Scalable Deployable 10-GHz Wireless Power Receiver Arrays for Energy Denied Environments
[NO] 1547/1848 | Improving the Reliability of Cable Broadband Networks via Proactive Network Maintenance
[NO] 1548/1848 | Bridging Semiconductor Technology and Deep Learning Models: From Architectures to Domain-Specific Challenges
[NO] 1549/1848 | Pretraining Body Part Representations for Text-Motion Retrieval
[NO] 1550/1848 | An AI-driven management and service optimization method for university laboratories
[NO] 1551/1848 | Behavioral-Centric AI: Enhancing Cognitive Efficiency in High-Stakes Obligation Management
[NO] 1552/1848 | Mask-Conditioned Diffusion for Deep-Fade-Aware Inpainting of Underwater Acoustic Spectrograms
[NO] 1553/1848 | Painting the Past: Interactive Lifelog Retrieval with Drawable Temporal Heatmaps
[NO] 1554/1848 | Comparison of ResNet and YOLO Models for Computer Vision–Based Grading of Chilean Apples for Agroexport
[NO] 1555/1848 | A Machine Learning Framework to Predict QC Lab OOS Events and Reduce Rework
[NO] 1556/1848 | AI-Driven Framework for Correlating 5G RAN QoS Metrics (QCI/CQI) with Billing Adjustments
[NO] 1557/1848 | FedSynFraud Federated Learning with GAN-Generated Synthetic Data for Cross-Institutional Fraud Detection
[NO] 1558/1848 | Design of an Improved YOLOv11s-Based UAV Inspection System for High-Voltage Transmission Lines
[NO] 1559/1848 | Multi-feature Fusion Matching Method Based on Low-Rank Constraint
[NO] 1560/1848 | Adaptive Test-Time Reasoning with Uncertainty-Guided Verification: Enhancing Intrinsic Reasoning Capabilities of Large Language Models
[NO] 1561/1848 | Construction of a platform for security asset mapping and abnormal behavior monitoring of massive IoT terminals
[NO] 1562/1848 | A Machine Learning-Based Method for Mechanical Material Property Prediction and Optimization Design
[NO] 1563/1848 | 2-67 GHz Time-Domain Measurement Setup for Non-Linear Microwave Device Characterization Using Wideband Modulations
[NO] 1564/1848 | Non-linear Dark Current Behavior in CMOS Image Sensor
[NO] 1565/1848 | On Secure EKF-enhanced UAV-ISAC Systems
[NO] 1566/1848 | Exploiting the Polymorphic Nature of Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    for High-Performance Sn δ-doped Power MOSFETs Via Multiple Single-Crystalline Layers Engineering
[NO] 1567/1848 | Sensor-Limited Critical-Bus Voltage Forecasting for Virtual Metering in DER-Rich Distribution Networks
[NO] 1568/1848 | An Improved Dual-Attention Transformer-LSTM for Small-Sample Prediction of Modal Frequency in Micro Hemispherical Resonator
[NO] 1569/1848 | Sensor Network Node Localization Algorithm Based on EDO and Node Intersection Degree
[NO] 1570/1848 | Front Cover
[NO] 1571/1848 | MTTZ: A Multi-Threading Framework for Parallel Processing in ARM TrustZone
[NO] 1572/1848 | Coordinated Optimization of Last Train Timetables in Urban Rail Transit Incorporating Dynamic Passenger Flow and Traction Energy Consumption_supp1-3716930.pdf
[NO] 1573/1848 | Spatial Associations between Shallow Cropland Soil Organic Carbon and the Agro-ecological Environment in the Plateau Lake Basin: A Dual-Perspective Assessment_supp1-3716895.pdf
[NO] 1574/1848 | Beyond AI Efficiency in Project Management: Toward a Human-Centered and Sociotechnical Perspective
[NO] 1575/1848 | REMIND: Retrieval-Augmented Reconstruction With Dual Memories for Modality-Missing Object Re-Identification
[NO] 1576/1848 | Agentic AI-Enabled Adaptive Power Control for Ambient Backscatter Communications
[NO] 1577/1848 | DisasterTD: Disaster Toponym Disambiguation Using Multimodal LLMs and Cross-View Geolocalization
[NO] 1578/1848 | A survey on drone remote ID architectures, with an emphasis on security
[NO] 1579/1848 | Human Demonstration-Intervention Fusion for Human-Machine Collaborative Decision-Making Path Planning
[NO] 1580/1848 | Solving Imbalanced Problems With Multilayer Ensemble Balanced Fuzzy Inference Broad Network
[NO] 1581/1848 | Medical-Checklist: Assessing the Comprehension of Medical Images by Multimodal Models
[NO] 1582/1848 | Uncertainty Quantification for Visual Object Pose Estimation: S-Lemma Ellipsoidal Bounds
[NO] 1583/1848 | Multiple Sides of 36 Coins: Measuring Peer-to-Peer Infrastructure Across Cryptocurrencies
[NO] 1584/1848 | Universal Adversarial Patch Attacks on SAR Object Detection
[NO] 1585/1848 | Analysis-by-Synthesis for Predictive Coding of Speech Signals
[NO] 1586/1848 | Inter-Laboratory Benchmarking of Continuous-Band 220 GHz S-Parameter Measurements of Millimeter-Wave GaN HEMTs
[NO] 1587/1848 | Converting a Traditional Bicycle to Electric: Development of a Motor Controller and a Battery Charger
[NO] 1588/1848 | Minimizing Phase Error in Dual-Polarization Synthetic-Aperture-Based Millimeter-Wave OTA Measurements
[NO] 1589/1848 | Uncertainty-Aware Cooperative Control and Active Inference-based Obstacle Avoidance for UAV Formations using a Variational Bayesian Multi-Sensor Fusion Engine
[NO] 1590/1848 | A New Multi-port SEPIC Converter with ANFIS-PI Based Grid-tie Converter
[NO] 1591/1848 | Accelerating the Digital Thread in Heavy Machinery using Power BI and NLP to Mitigate Bottlenecks in the Engineering Change Management (ECM) Lifecycle
[NO] 1592/1848 | A Deep Reinforcement Learning Framework for Efficient Complex Decision Making
[NO] 1593/1848 | Implementation and Analysis of Secure Boot Mechanisms on BeagleBone Black ARM Embedded Platform
[NO] 1594/1848 | A Multi-Task Transformer Approach for Automatic Detection and Normalization of Uzbek Dialectal Variants
[NO] 1595/1848 | Coral Reef Health Detection using ResNeSt Algorithm with Cross-Spatial Attention
[NO] 1596/1848 | Cryptoanalysis of Vigenère Cipher using Kasiski Examination and Frequency Analysis Techniques
[NO] 1597/1848 | Optimizing Multimodal Graph Queries with LifeGraph 6
[NO] 1598/1848 | Nash Equilibria in Uniform Price Auctions: Theory, Computation, and Market Insights
[NO] 1599/1848 | Heterogeneous Multi-agent Multi-armed Bandit on Stochastic Block Models
[NO] 1600/1848 | Analyzing Symbolic Properties for DRL Agents in Systems and Networking
[NO] 1601/1848 | Dynamic Evolution: Continuous Change Monitoring in Time-Series Remote Sensing Images
[NO] 1602/1848 | A PV hot-spot fault detection network based on bi-domain complementary distillation and multi-scale feature enhancement
[NO] 1603/1848 | Uncertainty-Aware Waveform Design for LPI Wideband Radar
[NO] 1604/1848 | Lunar-Intrusion Resilient Calibration Algorithm Developed for a Compact Atmospheric Microwave Sounder (CAMS) onboard TY-16 Small Commercial Satellite
[NO] 1605/1848 | RWKV-TS+: Adaptive Long-range Prompt for Multiple Time Series Tasks
[NO] 1606/1848 | Efficient 3-D Passive Source Localization Using AOA and TDOA Measurements in Passive Radar
[NO] 1607/1848 | Wide Temperature Range Performance of Cyanobiphenyl Modified Natural Ester: High Flash Point and Low Pour Point
[NO] 1608/1848 | Efficient Path Planning for Hyper-Redundant Manipulators Driven by Safe Guide Points in Unstructured Environments
[NO] 1609/1848 | Finite-Time Robust Control for Bowden Cable-Driven Exoskeletons With Time-Varying Cable Configurations_supp3-3713361.mp4
[NO] 1610/1848 | ICCBI 2026 TOC
[NO] 1611/1848 | A Self-Calibrated Open Resonator Method for Effective Surface Resistance Measurement
[NO] 1612/1848 | Masthead
[NO] 1613/1848 | Remote Sensing Retrieval of Chlorophyll-a Concentration in the North Sea Using a Residual-Compensated Stacking Ensemble Model
[NO] 1614/1848 | Natural transports-inspired differential semantic communications: Intelligent transceivers carry just differences as meanings
[NO] 1615/1848 | Resource-Aware Topology Management for ISAC-Enabled TDOA Localization in IoUT Networks
[NO] 1616/1848 | Why Is Repeated Padding Effective for Sequential Recommendation_supp1-3715453.pdf
[NO] 1617/1848 | Neurocomputing-Driven Enhancements for Next-Generation Brain–Computer Interfaces
[NO] 1618/1848 | A Scalable Data-Driven Paradigm for Stability Prediction and Robust Control of PDE-based Industrial Systems
[NO] 1619/1848 | Internet of Medical Things (IoMT)-Centric Threat Detection: Modeling Connected Medical Devices as Cyber Attack Surfaces
[NO] 1620/1848 | A Cross-Architectural Framework for Explainability Assessment in Machine Learning Models
[NO] 1621/1848 | Domain Large Model-Driven Full-Chain Tracking and Traceback for APT Attacks
[NO] 1622/1848 | Enhanced YOLOv11n for Small Object Detection in Complex UAV Scenes
[NO] 1623/1848 | Detecting Greenwashing in Corporate Sustainability Reports using Transformer-based Models: A Comparative Study
[NO] 1624/1848 | DINOBANK: Improving 3D Anomaly Detection via DINOv2-guided Feature Bank
[NO] 1625/1848 | A Scalable Lakehouse Architecture for AI-Driven Cybersecurity Intelligence
[NO] 1626/1848 | Cross-Domain Analysis of Robotic Operating System based Robotic Applications
[NO] 1627/1848 | Cloud Environment-Oriented Network Security Monitoring and Dynamic Defense Mechanisms
[NO] 1628/1848 | Wideband NPR Characterization of a Ka-Band Power Amplifier Using a Single “Multi-Notch” Stimulus
[NO] 1629/1848 | VitaChronicle 3.0: Enhancing Interactive Lifelog Search with OCR and Scene Text Recognition (STR)
[NO] 1630/1848 | Optimizing Storage Overhead of User Behavior Log for ML-embedded Mobile Apps
[NO] 1631/1848 | Efficiency-Reward Trade-Off in Queues with Dynamic Arrivals
[NO] 1632/1848 | TransCoder: A Transformer-Based Neural-Enhancement Framework for Channel Codes
[NO] 1633/1848 | Experimental-Based Model for Interturn PDIV Prediction Dependent on Temperature and Humidity_supp1-3711012.pdf
[NO] 1634/1848 | Motion Blur Information Guided Dual-Domain Fusion Network for High-Quality Image Deblurring_supp1-3712892.pdf
[NO] 1635/1848 | Wear-Stage-Aware Multi-Task Learning and Optimization with a Causal Transformer for Milling Tool Wear Prediction Using Multi-Sensor Data
[NO] 1636/1848 | Numerical Computation of Unshielded Multiwires In-Cell Parameters for Coupling Between FDTD and MTL Methods Using Multipolar Expansions
[NO] 1637/1848 | A Privacy-Preserving Security Framework for Multi-Party Data Fusion Computing Based on Homomorphic Encryption
[NO] 1638/1848 | Distributed Maneuvering Target Tracking via Transformer-Based IMM and Adaptive Information Consensus under Sensor Degradation
[NO] 1639/1848 | Physics-Guided Cascaded Neural Network for Input Impedance in Microstrip Antennas
[NO] 1640/1848 | Analyzing the Effect of Identity in Static Facial Expression Recognition
[NO] 1641/1848 | Implementation of Supervisory Machine Learning in Programmable Logic controllers Governed Industrial Systems
[NO] 1642/1848 | A Weakly-Supervised Deep Learning Method for SAR Image Change Detection Based on Consistency Regularization
[NO] 1643/1848 | Mirrored Oriented 4-Port MIMO Antenna for X-band Uplink-Downlink Satellite Communication System
[NO] 1644/1848 | ECFL-Net: Enhanced Feature Learning Network for Endometrial Cancer Subtype Classification using Histopathology Images
[NO] 1645/1848 | Deconstructing Cosmetic Value: A Data-Driven Analysis of Brand Premium vs. Product Performance in the Cosmetic Industry
[NO] 1646/1848 | An Asymmetry-Aware Multi-Sensor Synchronization and Data Fusion Algorithm for Distributed Immersive Japanese Translation Platforms
[NO] 1647/1848 | Recent Development on NTN Communication Toward 6G
[NO] 1648/1848 | Robust Vehicle Tracking in Adverse Tunnel Environments via Four Dimensions Association
[NO] 1649/1848 | Auction-Based Multi-Microgrid Coalition with Two-Dimensional Individual Rationality for Subsidized Electricity Markets, Part II: Performance Evaluation
[NO] 1650/1848 | Beyond Model Scale Limits: End-Edge-Cloud Federated Learning with Self-Rectified Knowledge Agglomeration_supp1-3716733.pdf
[NO] 1651/1848 | Experience-Informed Multiobjective Optimization for Fast Charging Design of Lithium-Ion Batteries_supp1-3716925.docx
[NO] 1652/1848 | Target-Constraint-Oriented Adversarial Attack for Neural Network-Based Soft Sensor
[NO] 1653/1848 | SAM-BoMu: Boundary-Aware Multi-Channel Fusion Network for Precise Polyp Segmentation
[NO] 1654/1848 | Advancements in UAV-based Integrated Sensing and Communication: A Comprehensive Survey
[NO] 1655/1848 | Automated Alpha Factor Discovery using Machine Learning, Deep Learning, and Explainable AI for Transparent Trading Strategies
[NO] 1656/1848 | Networked Functional Interval Observation With Output Compensation and Event-Triggered Updates
[NO] 1657/1848 | Reinforcement-Learning-Gated RTS Smoothing for Robust UWB-Based Train Trajectory Recovery Under Missing Measurements
[NO] 1658/1848 | Incentive Mechanism for Dynamic Workers With Non-Stationary Qualities in Spatial Crowdsourcing
[NO] 1659/1848 | Designing Robust Defense Agents for Multiple Grid-Connected Converter Systems: Leveraging Adversarial Deep Reinforcement Learning
[NO] 1660/1848 | Joint Optimization of Inference and Consensus for Blockchain-Enhanced Edge AIGC Services
[NO] 1661/1848 | Size-Aware Frequency Domain Fusion Vision Transformer for Cervical Cell Smear Classification
[NO] 1662/1848 | Jamming Coordination for Secure HAPS-Based Communication: A Joint Coverage and Secrecy Framework
[NO] 1663/1848 | Table of Contents
[NO] 1664/1848 | Nonreciprocal TE-Polarized Spoof Plasmonic Phase Shifter Based on Transverse Faraday Effect: Theory, Design, and Experiment
[NO] 1665/1848 | Pareto Ant Colony Algorithm based Task Offloading Optimization for Functional Safety Critical Applications in Fog Computing
[NO] 1666/1848 | Machine-Learning-Enhanced Process Mining for Anomaly Detection in Cyber-Physical Business Systems
[NO] 1667/1848 | Feature Clustering-Based Markov Blanket Learning Algorithm for Feature Selection
[NO] 1668/1848 | Dual-Stream Fusion of Static and Dynamic Features for Group Activity Recognition Based on VGG and I3D
[NO] 1669/1848 | MemoriEase 4.0: A Lifelog QA System Powered by Reasoning LLMs
[NO] 1670/1848 | TRANSFUZZY: A Hybrid Phonetic and Machine Learning Framework for Cross-Lingual Name Matching in Criminal Records
[NO] 1671/1848 | Enhanced SWAM Framework for Intelligent Volunteer-Task Assignment with Location and Urgency Awareness
[NO] 1672/1848 | Federated Learning for Dialysis Outcome Prediction Across Hospitals
