[2026-09-11 22:51:11] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-10
正在获取论文...
[arXiv] 2026-09-10 | Qubit-Qutrit Quantum Tomography of hadronic $Λφ$ and $ΛK^{\ast 0}$ systems
[NO] 884/2000 | A sharp lower bound for the nodal volume of harmonic functions
[NO] 885/2000 | Rainbow connecting $2$-colorings of super-Dirac graphs
[NO] 886/2000 | AoI-driven Anomaly Detection Framework for Communication Networks
[NO] 887/2000 | A Seifert Dichotomy for Z2-Harmonic One-Forms
[NO] 888/2000 | Wavering Oracles: Selective Updating and Correlated Failures in LLMs and Their Implications for Scientific Workflows
[NO] 889/2000 | Noncommutative commutant lifting, interpolation, and shift-invariant subspaces
[NO] 890/2000 | Non-stick vacuum wall collisions with a laser-coolable molecule
[NO] 891/2000 | Instabilities in self-consistent diagrammatic approaches and how to cure them
[NO] 892/2000 | From Queries to Narratives: Cultural Heritage Data Stories for Knowledge Graph Exploration and Quality Assessment
[NO] 893/2000 | Ecdysis: Efficient and Effective Training of Runtime Harnesses for LLM Agents
[NO] 894/2000 | Gromov-Wasserstein Barycenter Surrogates: Statistical Methodology, Distributional Limits and Applications
[NO] 895/2000 | A Near-Quartic Separation Between Certificate Complexity and Quantum Query Complexity
[NO] 896/2000 | SSEMG-Net: A Spectrogram-Based Mamba Network for Surface Electromyography Denoising
[NO] 897/2000 | Questioning your brilliance in physics: Differential shifts in fixed mindsets by grade and gender
[NO] 898/2000 | The atomic multiphase interstellar medium of galaxies in the COLIBRE simulations
[NO] 899/2000 | Sequential Extremal Principle: Refinements and Applications
[NO] 900/2000 | Silicon Solar Cell Design for >30% Efficiency via Singlet Fission
[NO] 901/2000 | GPU-CFR: 80x Faster Counterfactual Regret Minimization by Compiling the Game to Static Dataflow and CUDA Graph Replay
[NO] 902/2000 | General Quantification of Covariate and Concept Shifts
[NO] 903/2000 | Anomalous Dimensions, Matching, and Phenomenology of Dirac Fermionic Dark Matter Effective Interactions
[NO] 904/2000 | From Protocols to Evidence: Bounded Claims for AI in Service of the Common Good
[NO] 905/2000 | Nuha-Speech: Building General-Purpose Arabic Speech-LLMs
[NO] 906/2000 | ABRA: An algorithm which cannot converge to low-quality Nash equilibria
[NO] 907/2000 | Guided Super-Resolution of Digital Elevation Models with Diffusion-Based Image Generators
[NO] 908/2000 | CoRA-NAS: Coarse Ranking and Anchor-Residual Refinement for Neural Architecture Search
[NO] 909/2000 | From Specs to Apps: Verifying and Monitoring Models of Signal and WhatsApp
[NO] 910/2000 | On the Regularization Landscape for the Linear Recommendation Models
[NO] 911/2000 | UniMPA: A Unified Memory-Prediction-Action Model via Action-Grounded Transition Modeling
[NO] 912/2000 | Physics-Informed Drift Diagnosis for Laser-Plasma Accelerator Operations
[NO] 913/2000 | Epistemic orientation predicts legislative effectiveness among members of the US Congress
[NO] 914/2000 | The critical Schatten exponent for the Berger-Coburn endpoint problem
[NO] 915/2000 | BlueSTAR: Tiered Agentic Architecture for Autonomous Cyber Defense
[NO] 916/2000 | Target leakage, not model class, explains reported accuracy in survey-based cardiovascular screening: a leakage-tiered audit of glass-box and tabular foundation models
[NO] 917/2000 | An analysis of the relationship of input metrics
[NO] 918/2000 | Constrained Deep Inventory Management Using Forward-Backward SDEs
[NO] 919/2000 | Generalized Frobenius Partitions Modulo Powers of $2$
[NO] 920/2000 | Block entropy area based non-local fermionic mode optimization with gradient disentanglers
[NO] 921/2000 | Symplectic Surface Summing and Negative Spheres
[NO] 922/2000 | The uniform Turán density of the tetrahedron
[NO] 923/2000 | A closed signature formula for the Katz-Long-Moody Hermitian form
[NO] 924/2000 | Predicting Privacy Leakage from Weight Spectral Density
[NO] 925/2000 | Differentially Private EEG Feature Anonymization: A Privacy-Utility Case Study in Clinical Neurophysiology
[NO] 926/2000 | Circular Rearrangement Inequality and Optimal Cyclic Birth and Death Chains
[NO] 927/2000 | Device Engineering and Performance Optimization of Cu2NiGeS4 Thin-Film Solar Cells with In2S3/MoTe2 Charge-Selective Layers: A Computational Study
[NO] 928/2000 | Sparsity Regularized and Robust Mean Variance Portfolio Selection Under Ellipsoidal Uncertainty
[NO] 929/2000 | Utility-Level-Dependent Ambiguity
[NO] 930/2000 | Construction of Control Lyapunov-Barrier Functions from CLF-CBF Pairs
[NO] 931/2000 | From Good Starts to Optimal Inference: Generalized Latent Factor Models with Missingness and Implicit Regularization
[NO] 932/2000 | Hilbert-space selected switch of helical edges in an artificial quantum Hall insulator
[NO] 933/2000 | Spectral bipartiteness in generalized odd graphs of diameter three
[NO] 934/2000 | Reproducibility in the Age of Agentic AI: Context Engineering at the Timescale of a Codebase
[NO] 935/2000 | The Eloquence submission for Task 2 of the Interspeech 2026 MLC-SLM challenge
[NO] 936/2000 | Lifted surgery: Fast processing with QLDPC codes
[NO] 937/2000 | The Rigidity of the closed three dimensional regular Landsberg metrics
[NO] 938/2000 | MC-DeTra: Motion-Consistent Joint Object Detection and Socially-Aware Trajectory Forecasting in Bird's-Eye-View Images
[NO] 939/2000 | Generalization Analysis of Distributed Kernel-based Robust Gradient Descent Algorithms
[NO] 940/2000 | ACIM instability of piecewise expanding maps through the lens of metastability
[NO] 941/2000 | Geospatial Foundation Models Capture Health-Relevant Dimensions of Place Beyond Conventional Social Risk Indices
[NO] 942/2000 | Out-of-equilibrium relaxation dynamics of the superconducting order parameter in CsV$_3$Sb$_5$
[NO] 943/2000 | Bayesian Superiority in On/Off analysis
[NO] 944/2000 | COBRA-Skills: Contextual Bandit-Guided Evolution for Agent Skill Optimization
[NO] 945/2000 | On weak dominance of t-conorms over t-norms
[NO] 946/2000 | Rubric-Aligned Disentangled Evaluation of Human Simultaneous Interpreting
[NO] 947/2000 | Overview of the NLPCC 2026 Shared Task 11: Agent-Based Experiment Reproduction from Scientific Papers
[NO] 948/2000 | Scattering-robust Imaging of Azimuthal Features with Enhanced Resolution
[NO] 949/2000 | Low-Latency State Space Voice Activity Detection with Robust Onset Time Evaluation
[NO] 950/2000 | How AI Coders Discuss, Disagree, and Reach Consensus: Challenges and Opportunities for LLM-Based Qualitative Coding
[NO] 951/2000 | Nitrogen-Loud Quasars from the Dark Energy Spectroscopic Instrument. I. Sample Selection and Basic Properties
[NO] 952/2000 | Classification of fission modes in $^{236}$U using a six-dimensional Langevin approach
[NO] 953/2000 | SPURS: An Ultra-deep View Inside the Compact, Nitrogen-Enriched Nuclei of Little Red Dots
[NO] 954/2000 | Is the Linear Threshold Good Enough? A Scale-Free Parameter and Adequacy Test for Curvature-Induced Threshold Displacement
[NO] 955/2000 | Bargmann Invariants Are Insufficient for Complete Local-Unitary Orbit Discrimination
[NO] 956/2000 | A bi-Lipschitz characterization of strong minimum-attainment for Lipschitz maps
[NO] 957/2000 | SaltBench: A Referee-Gated Protocol for Measuring Method Effects in Machine-Checked Software Work
[NO] 958/2000 | Coherent Floquet quantum reservoirs for molecular property prediction
[NO] 959/2000 | Fork Where the Model Changes Its Mind: Belief-Shift Branching for Tree-Structured Reinforcement Learning
[NO] 960/2000 | Tensor Decomposition Based Mixed-Field Sensing for XL-MIMO AFDM Systems
[NO] 961/2000 | Recurrence and transience of random walks with drift $ρx^α/t^β$
[NO] 962/2000 | Meta-Learning for Classifier Selection in Image Datasets: A Feature-Driven Framework for Accuracy Prediction
[NO] 963/2000 | Bayesian Variable Selection for High-Dimensional Predictors with Missing Psychometric Outcomes
[NO] 964/2000 | Defining AI Agents: A Compendium of Criteria, Metrics, and Benchmarks
[NO] 965/2000 | Topological Necessities: Mechanism-Invariant Strategic Subgoals for Cross-Embodiment Goal-Conditioned Control
[NO] 966/2000 | Averaging principles for nonautonomous multiscale stochastic Burgers equations with reflection
[NO] 967/2000 | A model of grain growth in UN integrating molecular dynamics, phase-field modeling, and uncertainty quantification
[NO] 968/2000 | Phases in a class of associative memories via hidden neurons
[NO] 969/2000 | Quasi-Whittaker supermodules over Lie superalgebras
[NO] 970/2000 | Eclipse Properties and Superhump Evolution in the SU UMa-Type Dwarf Nova Z Cha
[NO] 971/2000 | Irrationality Measure Controls Long-Wavelength Charge Fluctuations in Quasiperiodic Systems
[NO] 972/2000 | Generalized Ridge Refitting for the Lasso and Prediction Improvement Bounds
[NO] 973/2000 | AUC Maximization from Biased Positive-unlabeled Data with Confidence
[NO] 974/2000 | Structurally Speaking: Motif-Oriented Graph Captioning through Bidirectional Graph-Text Translation
[NO] 975/2000 | Quasi-Monte Carlo Beyond Hardy-Krause II: $(1 + \varepsilon)n$ Samples Suffice
[NO] 976/2000 | Windowed Envelope Statistics for Time-Domain Significant Wave Height Estimation From HF Radar
[NO] 977/2000 | ObstaDiff: Generalizable Diffusion Policy Learning via Obstacle-aware Representations
[NO] 978/2000 | A Chip-scale Space-time Multiplexed Gaussian Boson Sampling Processor Beyond 10,000 Photons
[NO] 979/2000 | Analytic Construction of Rational Curves on Fano Manifolds
[NO] 980/2000 | Computational Trade-Offs Between Newton and Picard Solvers for Mean Field Game PDE Systems
[NO] 981/2000 | Correlative effects of induced magnetic field-buoyancy on reactive solute dispersion dynamics in couple-stress fluids
[NO] 982/2000 | Optimal Recursive Composition and Dyadic Phase Laws for Gradient Descent with Predetermined Stepsizes
[NO] 983/2000 | Collinear fragmentation of pseudoscalar quarkonia from NLO NRQCD
[NO] 984/2000 | On Identifying Sound Conditions for Frontrunning Resistance
[NO] 985/2000 | Evidence for plasmoid formation related to a hot UV burst in the solar atmosphere
[NO] 986/2000 | Antimony for broadband nanophotonics across the ultraviolet, visible and infrared
[NO] 987/2000 | 3D Euler-Angle Orientation Control for Two-Ray Fading Mitigation in Maritime Air-to-Sea Communications
[NO] 988/2000 | Cartesian PML truncation for the Helmholtz equation is exponentially accurate at high frequency
[NO] 989/2000 | Hierarchy of Rényi Coherent Information in Stabilizer Codes
[NO] 990/2000 | Chowla's non-vanishing conjecture over $\mathbb{F}_q(T)$
[NO] 991/2000 | Quantum models of interaction Hamiltonian and their paradoxes
[NO] 992/2000 | From Analytic Structure to Quantum Complexity: Walsh-Pauli Representations of Continuum Operators
[NO] 993/2000 | The generalised semi-Clifford conjecture is false
[NO] 994/2000 | Spike Estimation from Heteroscedastic Noise via Random Splitting
[NO] 995/2000 | Existence of the Core in Approval-Based Committee Elections
[NO] 996/2000 | Conjugator length in finitely generated groups
[NO] 997/2000 | Electrovacuum Black Hole Uniqueness
[NO] 998/2000 | Birth and Death of Entanglement in Hamiltonian-Driven Quantum Games under Decoherence
[NO] 999/2000 | Characterizing Bluesky Content Moderation Service: From Automation of Service to Landscape of Harms
[NO] 1000/2000 | Improving Faint Object Detection for Space Situational Awareness with Variational Autoencoders
[NO] 1001/2000 | Research on Intelligent Logistics Information Sensing Method Based on RFID Anti-interference Coding
[NO] 1002/2000 | Differentiated Prototype Guided Weakly Supervised Semantic Segmentation
[NO] 1003/2000 | DRCMDA: A Dual-View Drug Repositioning Framework with Cluster-Aware Structured Masked Reconstruction and Diffusion-Based Metapath-Graph Augmentation
[NO] 1004/2000 | A Systematic Review of Non-Invasive Methods for Utility-Side Harmonic Impedance Determination
[NO] 1005/2000 | Achieving a 155× Speedup in a LiDAR Data Processing Pipeline
[NO] 1006/2000 | Continual Deterministic Learning and Control of Unknown Nonlinear Systems With Knowledge Reuse
[NO] 1007/2000 | SP-VoxelDet: Channel-Efficient Fully Sparse 3D Object Detection Via Partial Convolution
[NO] 1008/2000 | Joint Hierarchical Image Encryption and Compression Based on Diffusion Models
[NO] 1009/2000 | A Power-Decoupled Three-Phase Current Source Inverter for Low-Voltage-Ride-Through of Wind Power Generators
[NO] 1010/2000 | Joint Trajectory and Fluid Antenna Design for Secure UAV-Enabled ISAC
[NO] 1011/2000 | Non-Stationary THz Channel Characterization for S2A Communications: A Trajectory-Aware Doppler Analysis
[NO] 1012/2000 | Ultra-Wideband 2-Bit Reconfigurable Phased Array Antenna with Improved Side Lobe Level
[NO] 1013/2000 | Adaptive Genetic Optimization of Sparse Arrays for Millimetre-Wave MIMO Radar
[NO] 1014/2000 | A Small-Sample Learning Method for Risk Management Evaluation of Power Grid Engineering Investment Execution
[NO] 1015/2000 | Millimeter-Wave Wideband Large-Spacing Wide-Angle Scanning Magnetoelectric Dipole Phased Array Antenna
[NO] 1016/2000 | Arabic Text Detection and Classification in News Video Based on Vision Transformer
[NO] 1017/2000 | Research on Staged Single-Image Deraining Algorithm
[NO] 1018/2000 | Design of a Ka-band Three-Way Power Combining Structure in Rectangular Waveguide
[NO] 1019/2000 | Experimental Study on Electromagnetic Susceptibility of ZigBee-Based Cabin Internet of Things Systems under Radiated Interference
[NO] 1020/2000 | Integrating Active Problem-Based Learning through Generative AI to Enhance Students’ Understanding of AI Ethics
[NO] 1021/2000 | Design of High-Efficiency and Boardband Concurrent Dual-Band Power Amplifier
[NO] 1022/2000 | The Study of Learning Outcomes using the Role-Play Method of Human Augmentation Simulation Learning System to Enhance Digital Content Creator
[NO] 1023/2000 | FDFD Solution for the Crosstalk of Multi-Conductor Transmission Lines
[NO] 1024/2000 | Parametric Optimization Design of Microwave Sensor Based on Interdigitated Spoof Plasmons
[NO] 1025/2000 | A Comparative Study of AI Models for EEG-Based Cognitive Confusion Detection
[NO] 1026/2000 | Machine Learning for Inflation Forecasting: Can High-Dimensional Macro Indicators Beat the Phillips Curve?
[NO] 1027/2000 | A Method for Design of Heterogeneous Arrays With Broadband Circular Polarization
[NO] 1028/2000 | A Five-Beam Fresnel Lens Antenna with High Gain for mmWave Wind Profile Radar
[NO] 1029/2000 | Social CRM for Stakeholder Engagement and Social Innovation in the Circular Economy
[NO] 1030/2000 | A Fast Update Method for Calibration Data of Phased Array Antennas
[NO] 1031/2000 | Design of C-band High-Efficiency Relativistic Klystron Oscillator with a Low-magnetic Field
[NO] 1032/2000 | MGF-PEFT: Multi-Granularity Feature Fusion for Efficient Large Language Model Tuning
[NO] 1033/2000 | Optically Transparent Millimeter-Wave Wideband Reflective Metasurface Antenna
[NO] 1034/2000 | A YOLO11 Object Detection Algorithm Based on ResNet18 Backbone Optimization for UAV Small Targets
[NO] 1035/2000 | High-Efficiency Bilateral Cosecant-Squared Beamforming Antenna Based on Substrate Integrated Coaxial Line
[NO] 1036/2000 | Bi-Level Routing and Sparse Spatial Attention based Multi-View BEV 3D Object Detection for Autonomous Driving
[NO] 1037/2000 | Multi-Scale Time-Frequency Collaborative Attention Network for Speech Emotion Recognition
[NO] 1038/2000 | Conformal Tapered Periodic Sheet for Edge Scattering Suppression
[NO] 1039/2000 | Two-Stage Delay-Doppler Estimation for OTFS Systems via Off-Grid Sparse Bayesian Learning
[NO] 1040/2000 | H-GRPO: An Asymmetric Hierarchical Group Relative Policy Optimization Framework for Constrained Multi-Objective Control
[NO] 1041/2000 | Cognitive Offloading in the Age of AI: Investigating the Influence of AI Dependence on Students' Critical Thinking Skills
[NO] 1042/2000 | A Simplified Design Method for 27-30 GHz GaN MMIC Load-Modulated Balanced Amplifier
[NO] 1043/2000 | An Improved Schiffman Phase Shifter Based on an L-Shaped Network
[NO] 1044/2000 | Delay-Consistent Cross-Traffic Generation for Extending Network Digital Twins to Unidentified Networks
[NO] 1045/2000 | The Future of Integrated Bidirectional Energy and Transport Systems [From the Editor]
[NO] 1046/2000 | 2026 7th International Conference on Big Data Analytics and Practices (IBDAP)
[NO] 1047/2000 | Distance-Guided Search in Program Synthesis with Imperfect LLM Solutions
[NO] 1048/2000 | SustainDiffusion: Optimising the Social and Environmental Sustainability of Stable Diffusion Models
[NO] 1049/2000 | Energy-Efficient Software Development: A Multi-dimensional Empirical Analysis of Stack Overflow
[NO] 1050/2000 | Demystifying the CVE Ecosystem: Community-Perceived Impacts and Problems
[NO] 1051/2000 | RealityCraft: Automated Synthesis of Extended Reality Device Interaction Scripts from Natural Language Instructions
[NO] 1052/2000 | From Code to Correctness: Closing the Last Mile of Code Generation with Hierarchical Debugging
[NO] 1053/2000 | Remediating Superfluous Re-Rendering in React Applications
[NO] 1054/2000 | An 80-Year Trajectory of Stuart A. Long - His Mentors, Colleagues, Students, Friends, and Family
[NO] 1055/2000 | Introduction to the Special Issue on “Blockchain Research and Applications for Innovative Networks and Services (BRAINS 2024)”
[NO] 1056/2000 | HATFI-Net: A Hybrid Attention Time-Frequency Interpolation Network for Channel Estimation
[NO] 1057/2000 | Performance Comparison of Planar, Cylindrical, and Spherical Fabry-PéRot Cavity Antennas for mmWave Applications
[NO] 1058/2000 | ADC-Free Compute-in-Memory for Error-Resilient and Energy-Efficient AI Accelerators
[NO] 1059/2000 | Distributed Safety-Aware Motion Planning for Dual-Arm Systems Via Gaussian Belief Propagation With Application to Catenary Dropper Assembly_supp1-3732969.mp4
[NO] 1060/2000 | Additively Manufactured Multilayer Fan-Out Interposer
[NO] 1061/2000 | An Improved YOLOv8 Object Detection Method With Dual Attention and Adaptive Weighting
[NO] 1062/2000 | Surface Integral Equation Simulation of Acoustic Metasurfaces with Willis Impedance Boundary Conditions
[NO] 1063/2000 | Orbital-Aware S-Band Payload-Data Downlink and Antenna Integration Assessment for USMSpace-1
[NO] 1064/2000 | Spatial-Only Representations for Multi-Channel Speaker Diarization
[NO] 1065/2000 | Localization of Distributed Phased Array Antennas in Partially Connected Networks Using Matrix Completion
[NO] 1066/2000 | Physics-Anchored Unsupervised Domain Adaptation for Radio Environment Mapping in Indoor Industrial Environments
[NO] 1067/2000 | Intrinsic Cylindrical Lensing: Turning Curvature Into Gain in Flexible Antipodal Vivaldi Antennas
[NO] 1068/2000 | Efficient Wideband Beamforming for Full-Duplex Fixed-Subarray Massive MIMO Systems
[NO] 1069/2000 | Deep Learning Surrogate Modeling of Body-Area Networks via Equivalent Electromagnetic Sources
[NO] 1070/2000 | A GNSS Record-and-Replay Channel Emulator Using an AMD $4 \times 2$ RFSoC
[NO] 1071/2000 | Spatiotemporal Prediction of Strong Earthquake Risk in the Sichuan-Yunnan Region Using a GAN-RNN Fusion Model
[NO] 1072/2000 | ISSET 2026 TOC
[NO] 1073/2000 | Table of Contents
[NO] 1074/2000 | HVDC-Enabled Smart Grid Architecture for Long-Distance Renewable Power Transfer and Wide-Area Grid Interconnection
[NO] 1075/2000 | Integrating Live Sensor Data and Machine Learning in Digital Twin Simulations
[NO] 1076/2000 | A 500-MHz BW Beamforming Chiplet Pair with Analog Approximate-DFT and Dual 10-Gb/s Links
[NO] 1077/2000 | A Study on the Prediction of Deformation in Steep Slopes Using an ARIMA-LSTM Hybrid Model with Residual Correction
[NO] 1078/2000 | Source-Free Few-Shot Soil Recognition via Vision-Language Token Recalibration
[NO] 1079/2000 | Compensation of Platform Magnetic Interference via Coil-Calibrated Physical Model and Attention Network
[NO] 1080/2000 | Multi-Bit Based RCS Reduction for Circularly Polarized Phased Array
[NO] 1081/2000 | Motion-Aware Kalman Filtering Based Adaptive Beam Tracking for Mmwave Communications in High-Speed Moving Scenarios
[NO] 1082/2000 | Design of a Circularly Polarized Crossed-Dipole Antenna with Polarization Agility
[NO] 1083/2000 | A Compact SDR Approach for RF Near-Field Wearable Vital Sign Sensing in Non-Contact Healthcare Applications
[NO] 1084/2000 | Experimental Verification of an X-band Data Downlink Phased Array Antenna Using Infrared Thermography
[NO] 1085/2000 | Transient Modeling of Electromagnetic Interactions with Homogeneous Penetrable Bodies of Revolution Based on Temporal-Domain Electric Field Integral Equations
[NO] 1086/2000 | Chirp Signal Controlled Reconfigurable Leaky Wave Antennas Array by Adding Varactors
[NO] 1087/2000 | The Effect of Oxygen Exchange Layer on the Switching Properties of Tantalum Oxide RRAMs for In-Memory Computing
[NO] 1088/2000 | Genetic Algorithm-Based Optimization of Sparse Phased Array Antennas for Direct-To-Vehicle Satellite Communication
[NO] 1089/2000 | Efficient Reconstruction of Homogeneous Penetrable Objects Based on Augmented Surface Integral Equations
[NO] 1090/2000 | Before the First Token: Characterizing Affective Modality Conflict through Pre-generation State Patterns
[NO] 1091/2000 | Impact of Feed Location on Reflector Integrated Wideband Metasurface Antenna
[NO] 1092/2000 | High-Gain Beamforming-Capable Bi-Directional D-Band Transmitarray for FMCW Radar via Integrated Packaging-Aware Multi-Channel AoP
[NO] 1093/2000 | A Time-domain Computing-in-memory with twin Bit-cell Array for Efficient Multi-bit Analog MAC Operation
[NO] 1094/2000 | Recent AI-Driven Design Advancements in EM Components and Systems of Smart EM Environments
[NO] 1095/2000 | Simple Frequency- and Pattern-Reconfigurable Liquid-Metal Antenna with Zero Static Power
[NO] 1096/2000 | 2026 International Conference on Unmanned System and Intelligent Technology (USIT)
[NO] 1097/2000 | Investigation of the Effects of Photovoltaic Panel Cooling Using Hydroelectric Power Plant Discharge Water on Energy Production and System Efficiency
[NO] 1098/2000 | Improved Active Power Tracking Scheme of Hybrid-Synchronization-Controlled Energy Storage Converters
[NO] 1099/2000 | Multi-Source Feature Integration for Short-Term Load Forecasting in Off-Grid Residential Microgrids Using Stacked LSTM Networks
[NO] 1100/2000 | Resilient Dynamic Event-Triggered Containment Control for Second-Order Nonlinear Multi-Agent Systems Under Hybrid Cyber-Attacks
[NO] 1101/2000 | Sstdr-Based Microwave Imaging for Inflammatory Veterinary Disease Detection: a Staged Path Toward Breast Cancer Screening
[NO] 1102/2000 | Deep Tactile Learning for Tumor Detection and Depth Classification in Robot-Assisted Surgery
[NO] 1103/2000 | A Synchronized Phase-Shifted Time-Multiplexed Uplink Wireless Power and Data Transfer System for Implantable Voltammetry
[NO] 1104/2000 | Terramechanics-Aware Adaptive Quadrupedal Locomotion Via Foot-Terrain Interaction Model_supp1-3732903.mp4
[NO] 1105/2000 | Compact Dual-Port Self-Duplexing Antenna for Head-Implantable Wireless Medical Devices
[NO] 1106/2000 | A Low-Complexity Joint Fractional Delay and Doppler Frequency Estimator for AFDM-Enabled Vehicular LEO-ICAN Systems
[NO] 1107/2000 | Gradient-Based PSLL Minimization for Uniformly Excited Sparse Linear Arrays
[NO] 1108/2000 | A Hardware-Efficient TinyML-Based Fault Detection Framework for Reliable AI Accelerators
[NO] 1109/2000 | Computing Without Learning: An Information-Theoretically Secure Multiparty Evaluation of Deterministic Pushdown Automata
[NO] 1110/2000 | Scaling LLMs Via Collaboration: Efficient LLM Inference Across Resource-Constrained Devices
[NO] 1111/2000 | Investigating OAM Scattered Fields Using a Scaled Terahertz Time-Domain Spectroscopy Radar System
[NO] 1112/2000 | A Practical ULF/VLF Transmitter Based on Earth's Magnetic Field Modulation
[NO] 1113/2000 | Json-SysML: A Bidirectional JSON-Based Representation for SysML Models Enabling LLM-Augmented Model-Based Systems Engineering
[NO] 1114/2000 | Not All Differences Matter: Variability Exploration of Domain Models via Agentic AI
[NO] 1115/2000 | A Language Model-Based Method for Malicious Threat Analysis in Industrial Control Networks
[NO] 1116/2000 | CMT-Net: Cross-Modal Multi-Task Learning for Automated Inspection of Integrated Circuits in Printed Circuit Boards
[NO] 1117/2000 | Physical Reservoir Computing with Electric Double Layer Transistors for Anomaly Detection using Power Analysis
[NO] 1118/2000 | Experimental Evaluation of Polarization-Graded AlGaN/GaN HEMTs With Electric Field Management and Improved Breakdown Performance
[NO] 1119/2000 | Characterization of Beam-Squint and Beam-Split Effects in RIS-assisted Multi-Frequency Networks
[NO] 1120/2000 | Adaptive Radar for Uncooperative Spectrum Sharing: GLRT Asymptotic Performance
[NO] 1121/2000 | A Physics-Guided Message Passing Neural Network for Mesh Smoothing in Moving Conductor Eddy Current Simulations
[NO] 1122/2000 | Prescribed-Time Tracking Control of Linear Motors with Guaranteed Performance under Uncertainties
[NO] 1123/2000 | Phase-Shifted DR Based HVDC Link Dedicated to Filter-Free Distant Offshore Wind Farms
[NO] 1124/2000 | AutoNet: A Two-Stage Router Configuration Recommendation Framework Integrating Structured Semantic Modeling and Constraint Solving
[NO] 1125/2000 | Efficient Electro-Thermal Co-Analysis of GaN HEMTs Based on Neural Network
[NO] 1126/2000 | Design and Implementation of System-Independent Data Encryption Software: Case Study of Exploration and Development Data Lake
[NO] 1127/2000 | A Wide Dynamic Range Efficiency-Enhanced Class-D Power Amplifier Using Hybrid Power Control Techniques for LPWAN Applications
[NO] 1128/2000 | Physics-Informed Generative Beamforming for Terahertz Holographic Metasurface Antennas
[NO] 1129/2000 | WVES: A Weighted Ensemble Framework for Student Mental Health Assessment
[NO] 1130/2000 | Design of Ultrawideband Dual-Polarized Base Station Antenna for 2/3/4/5G
[NO] 1131/2000 | A Highly Integrated Quantum Wide- field Microscope Based on NV Centers
[NO] 1132/2000 | An Accelerated MUSIC Algorithm for GTD Scattering Center Parameter Estimation
[NO] 1133/2000 | Long-Horizon Load Stability Testing and Degradation Forecasting for High-Concurrency Cloud Storage
[NO] 1134/2000 | A Voltage-Mode Schmitt Trigger Based on A Single VCII and Its Application to A Square/Triangular Wave Generator
[NO] 1135/2000 | A 2D Inverse Scattering Method for Metallic Targets Based on the Finite-Difference Frequency-Domain
[NO] 1136/2000 | Design of Ku-band Microwave Driver Amplifier for Microwave Photonic Radar Imaging
[NO] 1137/2000 | LFFN: A Locality-Aware Feed-Forward Network for Efficient Transformer Architectures
[NO] 1138/2000 | GS-YOLO: Lightweight Weed Detection via a Shared Convolutional Detection Head
[NO] 1139/2000 | Compact Broadband 2×2 MIMO Array Based on Multi-Mode Resonance for Wireless Communication Systems
[NO] 1140/2000 | A Resistorless Electronically Tunable Grounded Inductance Simulator Using Voltage Conveyor Transconductance Amplifiers
[NO] 1141/2000 | Texture Attribute-Based Classification of GPR Data Recorded Along Railway Tracks
[NO] 1142/2000 | Optimizing Structural MRI for Alzheimer's Diagnosis: A Preprocessing Approach Using FSL
[NO] 1143/2000 | Factors Influencing the Success of Instructional Management in the Metaverse: A Structural Equation Modeling Approach
[NO] 1144/2000 | Design of a Dual-Band Bandpass Filter Based on Spoof Surface Plasmon Polaritons
[NO] 1145/2000 | An ultra-wideband tightly coupled phased array antenna with low-profile and wide-angle scanning
[NO] 1146/2000 | A Miniaturized Atomic Clock with Low-Power Mode and Adjustable-Precision 1PPS Synchronization
[NO] 1147/2000 | An Ultra-Wideband LDMOS Power Amplifier Based on Filter Network Synthesis Technology
[NO] 1148/2000 | Tighter Security Proof for IBE from MP-LWE Assumption in the Random Oracle Model
[NO] 1149/2000 | VeriRAG-Agent: A Retrieval-Augmented Agent Framework with Dynamic Tool Calling for Smart Contract Auditing
[NO] 1150/2000 | A High Frequency-Selectivity Polarization Converter for X-Band Applications
[NO] 1151/2000 | Agentic AI and LLMs for Dynamic Content Generation: an Architectural and Communication Framework for Carbon Footprint Management
[NO] 1152/2000 | Multi-Objective Optimization Using LSTM and Genetic Algorithm with Multi-Agent Simulation: Application to Glacier Conservation Planning
[NO] 1153/2000 | A Simplified Multi-Port Calibration Method Based on 2-N Switch Matrix De-embedding Using a Single Thru Standard
[NO] 1154/2000 | Design of an STM32-Based Smoke Monitoring System Using Dual-Threshold Hysteresis Control
[NO] 1155/2000 | A Decoupling Structure Based on Reconfigurable Elements for Wideband Patch Antennas
[NO] 1156/2000 | Design of 3-Bit Reconfigurable Intelligent Surface with Wide-Angle Continuous Steering Beams
[NO] 1157/2000 | Compact Dual-Band Bandpass Filter With Adjustable Frequency Ratio Using Novel Folded Substrate-Integrated Waveguide Cavities
[NO] 1158/2000 | Single-Layer SIW Cavity-Backed Slot Antenna Array Using High-Order Mode
[NO] 1159/2000 | Human Respiration Sensing Using 24 GHz Coupled-Resonator Frequency-Scanning Antenna
[NO] 1160/2000 | A Low-Profile Shared-Aperture Antenna for High-Performance Base Station Applications
[NO] 1161/2000 | GPR Missing Data Reconstruction via Curvelet-Domain Optimization
[NO] 1162/2000 | Optimizing Loop Inductance via Strategic Decap Placement and Fast Assessment
[NO] 1163/2000 | Design of a Multimodal Intelligent Analysis and Generation System for University Brand Communication Videos
