[2026-08-11 10:01:27] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-10
正在获取论文...
[arXiv] 2026-08-10 | A pre-triangulated category which is not triangulated
[NO] 1030/1968 | A Data-Driven State-Derivative-Aware Neural Controlled Differential Equation Framework for Multi-Sensor Bearing Fault Diagnosis
[NO] 1031/1968 | A Method for Automatic Recommendation of AI Course Inquiry Templates on the Power Grid PC Platform Based on Multimodal Semantic Parsing
[NO] 1032/1968 | Real-Time Traffic Data Acquisition, Transmission, and Visualization Test System Based on Physical-Virtual Integration
[NO] 1033/1968 | An Alternating Iterative Optimization Method for Sparse Arrays in Distributed Arrays
[NO] 1034/1968 | Conditional Denoising Diffusion Probabilistic Models for Indoor Scene Generation: A Comparative Study on the Habitat Dataset
[NO] 1035/1968 | Research on vehicle safety early warning technology in intelligent transportation system
[NO] 1036/1968 | Scan-Specific Hash-Based Parallel MRI Reconstruction Network
[NO] 1037/1968 | Data Augmentation and Vision-Language Pre-trained Model Transfer for Data-Scarce Disaster Scene Image Classification
[NO] 1038/1968 | Methodology and Case Study of Energy Efficiency Retrofit Measurement and Verification (M&amp;V) for Data Centers Based on Standard Framework
[NO] 1039/1968 | Zero-Output Temperature Compensation Method for a MEMS Electric-Field Sensor Based on GA-LSSVM
[NO] 1040/1968 | A fault detection and location method for HVDC transmission lines based on distributed multi-pulse sources
[NO] 1041/1968 | Design and Implementation of a Cloud-Based Remote Monitoring and Prediction System for Greenhouse Environments
[NO] 1042/1968 | p-Type Sensing in Sulfur-Doped SnO
                    <sub>2</sub>
                    Quantum Dot Films for Sensitive and Selective NH
                    <sub>3</sub>
                    Detection at Room Temperature
[NO] 1043/1968 | From Trust to Lock-In: Human-Centered AI for Understanding Investment Fraud Narratives in Indian Digital Communities
[NO] 1044/1968 | An Adaptive Dead-Time Control Strategy for Soft-Switching Three-Phase Inverter Based on SiC MOSFET Turn-Off Transient Model
[NO] 1045/1968 | Lightweight Convolutional Neural Networks for Wheat Disease Detection and Classification: A Review and Comparative Study from Field to Storage
[NO] 1046/1968 | Non-Reciprocal RIS-Aided Self-Interference Cancellation in Full-Duplex Communications
[NO] 1047/1968 | Steering Committee
[NO] 1048/1968 | Event-Triggered Output Feedback Lyapunov-Based Distributed Model Predictive Control for Large-Scale Nonlinear Systems
[NO] 1049/1968 | Pathfinder: Efficient Snow Depth, Stratigraphy and Uncertainty Determination From Radar Measurements
[NO] 1050/1968 | Bidirectional Resonance Wireless Power Transfer Module for Portable Devices
[NO] 1051/1968 | AI-Assisted Radio-Frequency and mm-Wave Layout Using Electromagnetic Surrogates and Frequency-Adaptive Rules
[NO] 1052/1968 | Extending the Linear Modulation Range of a Nine-Level Inverter Drive Fed From a Quasi-Square Wave Inverter and a Switched Capacitor Sourced Inverter From the Other End as a Harmonic Filter
[NO] 1053/1968 | Derivative-Free Emergent Optimization via Local Rules and Cellular Automata
[NO] 1054/1968 | Single-Phase Power Electronics Transformer with Wide Input Range Voltage Regulation and High Power Density Capability
[NO] 1055/1968 | Vector-Space Projection and Unified Complex-Valued Acceleration for Scaling Matrix-Based Brain-Inspired Representations
[NO] 1056/1968 | Demo Abstract: An Energy-Efficient Crossbar-Free Oscillatory Neural Network Accelerator for Near-Sensor Edge AI
[NO] 1057/1968 | Low-Profile Circularly Polarized Dielectric Patch Antenna and Array for Millimeter-Wave Bands
[NO] 1058/1968 | Guest Editorial: T-ED Special Issue on Reliability of Advanced Nodes
[NO] 1059/1968 | IEEE Open Access Publishing
[NO] 1060/1968 | Three-Dimensional Surrogate Modeling and Extrapolation Based on Physics-Aware Machine Learning
[NO] 1061/1968 | DeepBSS++: A Hybrid Framework Integrating Transfer Learning, Spatiotemporal Transformers, and Graph Neural Networks for Blind Source Separation of Electroencephalogram Signals
[NO] 1062/1968 | EDRIC: Embracing 1D Autoencoder for Real-time Lossy LiDAR Reflectance Compression_supp1-3719469.pdf
[NO] 1063/1968 | Compact High Turns Ratio Superconducting Transformer: Comparison between Cu and REBCO winding materials
[NO] 1064/1968 | Slant-Precoded OTFS-Like Waveform for PAPR Reduction under Affine Doppler Drift
[NO] 1065/1968 | Quantitative synthetic aperture radar inversion
[NO] 1066/1968 | Steering AI Tutors Through System Prompts: A Crossover Study on Self-Regulated Learning and Cognitive Engagement Scaffolds in CS1
[NO] 1067/1968 | Recursion vs Iteration: Activity-Sensitive differences across Use–Modify–Create Tasks in CS1
[NO] 1068/1968 | TriPST-Net: Phase-Aware Lightweight Tri-Branch Spatio-Temporal Graph Neural Networks for Traffic Sequence Forecasting
[NO] 1069/1968 | Automated Heuristic Generation with Large Language Models for 3D UAV Inspection Routing
[NO] 1070/1968 | Skeleton-Based Action Recognition for Complex Dance Motion Using Graph Neural Networks
[NO] 1071/1968 | Alert: An Augmented Reality Intelligent Learning System for Environmental Robotics Education
[NO] 1072/1968 | Industrial Big Data-Oriented Missing-Aware Intelligent Fault Diagnosis Under Incomplete Vibration Signals
[NO] 1073/1968 | TGFS-YOLONet: Frequency–Spatial Dual-Enhancement Network for Tea Geometrid Detection in Complex Tea Plantation Backgrounds
[NO] 1074/1968 | TinyCAN-LLM: A Lightweight Language Model Framework for CAN Bus Intrusion Detection in Internet of Vehicles
[NO] 1075/1968 | YOLOv11s-ARC: A Lightweight Detector for Insulators and Anomalies on Transmission Lines
[NO] 1076/1968 | Distilling Domain Knowledge into Smaller LLMs using RAG-Assisted Fine-Tuning
[NO] 1077/1968 | MoneyQuest: A Gamified Life-Scale Personal Finance Platform with AI Driven Coaching and Embedded Tax Compliance
[NO] 1078/1968 | An Optimal Configuration Method of the Hybrid Energy Storage System for Zero-Carbon Power Systems Based on Improved Particle Swarm Optimization Algorithm
[NO] 1079/1968 | Intellectual Smart Hybrid AI System for Real-Time Threat Intelligence in the Internet
[NO] 1080/1968 | Data-Driven Collaborative Perception and Predictive Control for Humanoid Robot Swarms in Unstructured Environments
[NO] 1081/1968 | Design of an 80-Channel High-Precision Frequency Meter Based on FPGA Quadrature Phase Interpolation
[NO] 1082/1968 | Free Component Analysis-Based Non-Invasive Power Decomposition for Enhanced Grid Situation Awareness
[NO] 1083/1968 | A DSL-Based Agent Framework for Reliable LLM Arithmetic using Model Context Protocol
[NO] 1084/1968 | A Study on the Optimization of the XGBoost Model for Short-Term Traffic Flow Forecasting
[NO] 1085/1968 | A Knowledge Distillation Framework for Edge-Aware Optimization of Intelligent Data
[NO] 1086/1968 | DCE: Dual Clustering for Temporal Heterogeneity and Channel Correlation in Multivariate Time Series Forecasting
[NO] 1087/1968 | Towards Breathable Distributed Systems: An Architecture for Cross-Platform Task Migration
[NO] 1088/1968 | Knowledge Distillation and Improved ViT Based Disease Recognition of Apple Leaf
[NO] 1089/1968 | Adapting FlexLLMGen to Qwen3 Dense and Mixture-of-Experts Models
[NO] 1090/1968 | Self-Supervised Hybrid Vision Transformer with Adaptive Token Selection for Early Lung and Colon Cancer Detection
[NO] 1091/1968 | Federated Learning Computational Cost Analysis
[NO] 1092/1968 | A multi-modal missing bearing fault diagnosis method based on missing proxy and multi-constraint learning
[NO] 1093/1968 | Lifecycle Energy Reduction for Spatio Temporal GNNs via Sparse Aware Training and Continual Learning
[NO] 1094/1968 | Explainability-Driven Decision Gating for Risk-Controlled Algorithmic Trading
[NO] 1095/1968 | Gain Improvement of Antenna-Radome System Based on Phase Compensation Scheme Using Transmissive Metasurface
[NO] 1096/1968 | Research on Industrial Weld Defect Detection Based on EfficientNetB0 and Spatial Attention Mechanism
[NO] 1097/1968 | In-Vehicle OTA Systems: Update Schemes, and Recall Analysis Under Evolving E/E Architectures
[NO] 1098/1968 | Resource Allocation in Multi-Fog/Cloud Systems Using Reinforcement Learning
[NO] 1099/1968 | YOLOv8s with Deep-Stage Multi-Head Self-Attention and Bayesian Optimization for Caries Localization in Periapical Radiographs
[NO] 1100/1968 | Automated Image Restoration via Blind PnP-ADMM and Structural-Weighted Residual Refinement
[NO] 1101/1968 | Comparative Study on NBIS Reliability of Top-Gate a-IGZO TFTs with Different Gate Insulator Processes
[NO] 1102/1968 | Hierarchical Intent-Aware Shared Control for RCM-Constrained Surgical Robot Manipulation
[NO] 1103/1968 | Transmission Line Equipment Defect Detection Based on an Improved RT-DETR
[NO] 1104/1968 | Low-cost closed-loop speed control for a Coreless motor using MT6816 magnetic encoder
[NO] 1105/1968 | Data-Driven Visual Perception and Trajectory Planning for AprilTag-Based Precision Landing of eVTOL Aircraft
[NO] 1106/1968 | Adaptive Task Scheduling for Edge Large Language Models Based on Multi-Source Sensing Context
[NO] 1107/1968 | Research on Non-Interruption Ice Melting Method for Distribution Network Based on Heat-Resistant Conductors
[NO] 1108/1968 | Enhanced Dual-Compensation Tracking Differentiator for Linear Active Disturbance Rejection Control of PMSM Position Servo System
[NO] 1109/1968 | A Hybrid Deep Learning and Forensic Feature Analysis Framework for Automated Currency Authentication
[NO] 1110/1968 | A lightweight Vision Transformer with enhanced Background Suppression for GPR-Based Pavement Interlayer Distress classification
[NO] 1111/1968 | Rapidity and Stability Control Strategy of PMSM Based on a Novel B-ADRC
[NO] 1112/1968 | Stacking Ensemble Network Intrusion Detection Model Based on 1D-CNN and Attention Mechanism
[NO] 1113/1968 | Direct Position Determination Algorithm Based on Matrix Reconstruction for Decorrelation
[NO] 1114/1968 | Design and Implementation of a PD Controller on an STM32 Microcontroller for a Dual-Rotor Thrust-Balancing Platform
[NO] 1115/1968 | Energy Efficiency of SIMD-Vectorized Li-ion Battery Cluster Simulation on a Hybrid-Core CPU
[NO] 1116/1968 | Reusable Battery-Free Hand Warming Gloves Based on Exothermic Crystallisation
[NO] 1117/1968 | Multi-Terminal Secure Transmission Method for Due Diligence Data Based on the Present Block Cipher
[NO] 1118/1968 | Research on Initial Alignment of Maritime Ships Based on Active Disturbance Rejection Control Technology
[NO] 1119/1968 | Sparsity-and-Variance Driven Neural Network Algorithm for Large-scale Task Scheduling
[NO] 1120/1968 | Research on Planning Layout of Phase Modification Retrofit for Thermal Power Units and Power Grid Stability Improvement
[NO] 1121/1968 | The Impact of Introducing a Computer Science Course in Flemish Secondary Education on the Prior Programming Knowledge of Engineering Students
[NO] 1122/1968 | Fronthaul Compression and RIS Beamforming Design for Cloud-RAN: Active RIS vs. Passive RIS
[NO] 1123/1968 | Task-Oriented Intelligent Bundle Protocol in Large-Scale Heterogeneous Satellite Networks: A Large Language Model Approach
[NO] 1124/1968 | Message from the Program Chairs
[NO] 1125/1968 | Multinomial Logistic Regression for Interpretable Multiclass Decision Systems: A Systematic Review and Integrated Research Framework
[NO] 1126/1968 | AESS Engineering_Scholarship Recipients
[NO] 1127/1968 | IEEE Open Access Publishing
[NO] 1128/1968 | Development of an In-Situ Permanent Magnet Switching System for Ferrofluid Robot Locomotion and Deformation Control_supp2-3715362.mp4
[NO] 1129/1968 | On the Low-Frequency Limit of Widescreen Aperture Compact Range
[NO] 1130/1968 | A Novel Highly Selectivity Full-Frequency Protection Ultra-Wideband Polarization, Frequency, and Energy Selectivity Integrated Surface
[NO] 1131/1968 | Kernel Based Grid Search SVM in FO Integrated Medical Devices for Maintenance in Hospital
[NO] 1132/1968 | Blank Page
[NO] 1133/1968 | Characterizing Functions of Pseudo-$n$-Uninorms with Continuous Underlying Functions
[NO] 1134/1968 | Guest Editorial: Introducton to the 2025 EMBC Special Issue of the IEEE Transactions on Biomedical Engineering
[NO] 1135/1968 | Compressed Sensing via Sequential Majorization-Minimization and Collaborative Neurodynamic Optimization
[NO] 1136/1968 | Observer-Based Adaptive Estimation for Time Delay Hyperbolic PDE Systems With Application to Traffic Dynamics
[NO] 1137/1968 | Fuzzy C-Means Based Dropout Layer for Deep Neural Networks
[NO] 1138/1968 | From Pneumonia to Multi-Disease: Interpretable and Uncertainty-Aware Semi-Supervised Learning Strategies for Chest X-Ray Classification
[NO] 1139/1968 | ICBDSE 2026 Cover Page
[NO] 1140/1968 | EMG-based personalization of robotic ankle-foot orthosis assistance using Human-in-the-Loop optimization during squatting
[NO] 1141/1968 | CARE: A Calibration-Aware Framework for Cyberbullying Detection Under Distribution Shift
[NO] 1142/1968 | EITCE 2026 Author Information Page
[NO] 1143/1968 | The Use of Computational Thinking Skills, Difficulties, and Strategies of Introductory Programming Students Solving Bebras Tasks
[NO] 1144/1968 | Camera-RFID Fusion for Robust Asset Tracking in Forested Environments
[NO] 1145/1968 | A Current Source Rectifier-Based Modular Battery Charger Topology for Battery Swapping Systems
[NO] 1146/1968 | A Method-Centric and Structured Review of Artificial Intelligence Based Cuffless Blood Pressure Estimation Using ECG and PPG
[NO] 1147/1968 | Development of a Combined Introductory Course on Circuits and Electronics with a Problem-Based Laboratory
[NO] 1148/1968 | Frequency Security Constrained Grid-Forming Energy Storage Planning for Renewable Power Systems
[NO] 1149/1968 | EITCE 2026 Cover Page
[NO] 1150/1968 | New Construction of Flexible Binary 2D Sparse GCASs for Omnidirectional MIMO Systems
[NO] 1151/1968 | AI-Enabled Drone-Based Precision Pollination System for Palm Tree Orchards
[NO] 1152/1968 | Branching Deep Q-Network Enhanced Memetic Algorithm for Skilled-Worker Constrained Flexible Job Shop Scheduling Problem
[NO] 1153/1968 | Low-Profile Broadband Circularly Polarized Stacked Magneto-Electric Dipole Antenna and Its Array for Ka-Band Satellite Communications
[NO] 1154/1968 | Experimental Demonstration of Nonlinear Photoconductive Gain in N-Doped β-Ga₂O₃ Devices
[NO] 1155/1968 | Wideband Transmit Beamforming for Spatial SIC with Hardware Impairments in In-Band Full-Duplex Phased Array Systems
[NO] 1156/1968 | Hyperspectral Calibration Detection: A Novel Concept For Change Detection With Unsupervised Incremental Safe Pseudo-Labeling Implementation
[NO] 1157/1968 | Front Cover
[NO] 1158/1968 | COSMOS: Designing Energy-Efficient Context-Aware Multimodal Cognitive Systems
[NO] 1159/1968 | ICBDSE 2026 TOC
[NO] 1160/1968 | Cyberbullying Detection on Social Media: Benchmarking Multiple Models
[NO] 1161/1968 | Design of a Virtual Reality–Based Framework for ACT Delivery in Chronic Post-Stroke Pain
[NO] 1162/1968 | A TDOA-Based Joint Localization and Clock Bias Estimation Method for Acoustic Targets
[NO] 1163/1968 | Passive Multi-Target Multiple Hypothesis Tracking Based on Joint Bearing-Frequency-SNR Consistency
[NO] 1164/1968 | Research on Cascade Failure and Resilience Dynamic Evolution of Urban Power Grids under Complex Typhoon Disturbance Fields
[NO] 1165/1968 | Classification of Tex10-Deficient Spermatogenesis Using Deep Learning
[NO] 1166/1968 | Cognitive Surrender and Strategic Orthodoxy: Reimagining Leadership Formation for the Age of Algorithmic Agency
[NO] 1167/1968 | Conformal Prediction for Zero-Inflated Blood Demand: Uncertainty-Aware Forecasting in Sparse Veterinary Networks
[NO] 1168/1968 | Automated Aviation Knowledge Extraction and Decision Support Method for Flight Test Monitoring
[NO] 1169/1968 | Controlling Smart Environments with Mobile Augmented Reality and Recommender Systems
[NO] 1170/1968 | An Unsupervised Annotation Framework for Primitive States in Non-Intrusive Load Monitoring
[NO] 1171/1968 | Mapping Future Digital and Managerial Competencies: Aligning Emerging Technologies and HEI Curricula
[NO] 1172/1968 | Diagnosis and Analysis of Down Conductor Overheating in Ground Wire Ice-Melting Operation on UHV Transmission Lines
[NO] 1173/1968 | PRECEPT: Power-Efficient Field-of-View Prediction for VR Video Streaming
[NO] 1174/1968 | A Spiking Neural Network-Based Pixel-Level Visual Dynamic Navigation Localization Algorithm for High-Speed Aerial Vehicles
[NO] 1175/1968 | Design and Implementation of a Deep Learning-Based Adaptive Retrieval-Augmented Generation System for Unstructured Text Processing
[NO] 1176/1968 | PROSE: Probability-Driven Cluster Selection for Partition-Based Approximate Nearest Neighbor Search
[NO] 1177/1968 | Incorporating Reflection Mechanism into Multi-Modal Reasoning for MLLMs
[NO] 1178/1968 | A Co-driven Digital Twin Modelling Approach for Distribution Networks Based on AMI Measurement Data and Physical Models
[NO] 1179/1968 | Security Analysis and Optimization Strategies for Searchable Encryption in Cloud Environments
[NO] 1180/1968 | A Path-Frequency Unit Prediction Method for Microwave QR-Code Structures
[NO] 1181/1968 | Region-Aware QoS Prediction in UAV-Assisted Edge Computing Networks
[NO] 1182/1968 | Phase Difference Characteristics of Electrode-Pair Antenna and Magnetic Antenna under the Air--Seawater Critical Interface Condition
[NO] 1183/1968 | Dual-Branch Augmented Transformer Framework for Hyperspectral Image Classification
[NO] 1184/1968 | SOH Estimation for Lithium Metal Batteries Across Different Charging Rates Based on Transfer Learning and Channel Attention Mechanism
[NO] 1185/1968 | Transformer DGA Fault Diagnosis Method Based on Hybrid Feature Selection and IDOA-CatBoost
[NO] 1186/1968 | An underwater intelligent command and operation method based on improved deep reinforcement learning
[NO] 1187/1968 | RAG Enabled AI Based Healthcare Assistant for Cardiovascular Symptom Analysis and Recommendation
[NO] 1188/1968 | Vessel Classification in Maritime Security Using Fractional Factorial Design and ANOVA
[NO] 1189/1968 | A Current Mode Wireless Power Transfer with Deficit Energy Quantifier for Implanted Medical Devices
[NO] 1190/1968 | Table of Contents
[NO] 1191/1968 | ISAEECE 2026 Author Information Page
[NO] 1192/1968 | Author Index
[NO] 1193/1968 | HotBa: A Heterogeneous Mamba Accelerator with Δ-Guided Early Rejection for Speculative Decoding
[NO] 1194/1968 | Front Cover
[NO] 1195/1968 | Specific Emitter Identification via Active Learning
[NO] 1196/1968 | Toward Stronger 3D Human Action Representation Learning Via Efficient Spatiotemporal Decoupling
[NO] 1197/1968 | Game Theory-Based Adaptive Human-Machine Joint Learning for Online MI-BCI Decoding
[NO] 1198/1968 | Stability and Robustness of Tensor-Coupled Flow-Conservation Dynamical Systems on Hypergraphs
[NO] 1199/1968 | A Cost-Effective Rack-Level Balancing Architecture for Centralized Battery Energy Storage Systems Based on Voltage Compensation Control
[NO] 1200/1968 | LASAD-YOLO: Localization and Adaptive Spatial Attention Distillation for Dense Object Detection
[NO] 1201/1968 | Analysis of Intermediate State Ferroelectric Properties of 30% ScAlN, Impacts on Piezoelectric Performance, and Ferroelectric Dead Layer Effect in PMUT Devices
[NO] 1202/1968 | CMAF-DDI: A Knowledge-Enhanced Cross-Modal Fusion Method Leveraging Protein Representation for Multi-Class Drug-Drug Interactions
[NO] 1203/1968 | Development of an In-Situ Permanent Magnet Switching System for Ferrofluid Robot Locomotion and Deformation Control_supp3-3715362.mp4
[NO] 1204/1968 | Rock Type Identification from AVIRIS-NG Hyperspectral Data Using a Bidirectional Gated Attention Convolutional Transformer
[NO] 1205/1968 | The Impact of Generative AI-based Information Overload and AI Literacy on Individual Innovation Capability
[NO] 1206/1968 | BitFair: A 12nm Bit-Serial CNN Accelerator with Learnable Early Termination and Adaptive Bit Ordering for Ultra-Low-Power XR Vision
[NO] 1207/1968 | Program Committee
[NO] 1208/1968 | Energy-Constrained Resilient Multirobot Coverage Control
[NO] 1209/1968 | Toward Deployable Machine Learning-Based Personalization of Hearing Aid Fitting: A Survey
[NO] 1210/1968 | Hybrid-Active-Flux-Model-Based Sensorless Control for PMSM Using a Nonlinear Observer
[NO] 1211/1968 | Dual-Frequency Ultrasonic Phase Continuity Correction and Inter-Segment Jump Suppression for Real-Time ASAT
[NO] 1212/1968 | BHTE: A Stacked Hybrid Tree Ensemble for Robust Fraud Detection in Offline CBDC Systems
[NO] 1213/1968 | Institutional Decision Support System Framework for Higher Education Ecosystem Using Machine Learning Model
[NO] 1214/1968 | A Low-Power Chopper-Stabilized CCIA for Wearable EEG Acquisition
[NO] 1215/1968 | Range Super-Resolution for Dense Multiple Targets via Adaptive Pulse Compression
[NO] 1216/1968 | Switching Estimator Design for Continuous-Time LPV Systems With Actuator Faults
[NO] 1217/1968 | A deconvolution method for stabilizing magnetic field reconstruction under probe-induced blur
[NO] 1218/1968 | Intelligent Agricultural Insect Recognition System Based on the YOLOv8 and Classification Algorithm
[NO] 1219/1968 | Charb-SCNet for Robust Dual-Domain Self-Supervised Image Compressed Sensing
[NO] 1220/1968 | Methodological Evaluation of Field and Laboratory NIR Acquisition Geometry for Grapevine Leaf Spectral Analysis
[NO] 1221/1968 | Sigmoid-Gated Attention for Efficient Unsupervised Entity Resolution
[NO] 1222/1968 | A Comparative Study of Intrusion Detection Performance on CIC-IDS-2017 and BCCC-CIC-IDS-2017
[NO] 1223/1968 | Metal Surface Defect Recognition Based on Local Binary Patterns and Random Forests
[NO] 1224/1968 | Research on Enhanced State Estimation for UAVs Based on Residual Compensation Fusion and Edge Deployment
[NO] 1225/1968 | Designing and Evaluating Vision-Language Models for Painting Analysis
[NO] 1226/1968 | BRIDGE: A Bidirectional Reality and Informatics Data GatEway for Closing the Clinical Workflow Loop in XR
[NO] 1227/1968 | IteraPrompt: Unlocking the Reasoning Potential of Lightweight LLMs via Adaptive Hard Example Mining
[NO] 1228/1968 | A Cyber-Physical ROS2 Laboratory Platform for Robotics and Automation Education
[NO] 1229/1968 | Research on the FPGA-Based Digital Phase-Locked Loop
[NO] 1230/1968 | WAC-PVFormer: A Photovoltaic Operation Framework Based on Weather-Aware Contrastive Patch Transformer
[NO] 1231/1968 | Prompt Ensemble Meets Rotation-Weighted TTA: A Lightweight CLIP Framework for Remote Sensing Classification under Few-Shot Splits
[NO] 1232/1968 | Equipment MDM Solution and Application Based on TOGAF Architecture and SOA
[NO] 1233/1968 | Research on Behavioral Clustering and Guidance Strategies for High-Frequency Electric Vehicle Charging Users in Vehicle-to-Grid Interaction Scenarios
[NO] 1234/1968 | A Polynomial-Decay and Pinhole-Imaging Whale Optimization Algorithm for UAV Relay Communication Deployment
[NO] 1235/1968 | A Two-Layer BiLSTM distillation-based method for network intrusion detection
[NO] 1236/1968 | Coupled Synchronization Control of Complex-Real Heterogeneous Chaotic Systems
[NO] 1237/1968 | Comparative Hamiltonian Energy Modeling for Identifying Key Regulators in Protein-Protein Interaction Networks
[NO] 1238/1968 | Broadband Matching Method for Magnetostrictive Transducer Based on Seventh-Order π-Type Topology and HPSO-GA Optimization
[NO] 1239/1968 | "Both a Powerful Tool and also a Trash Fire": Investigating the Outlooks, Practices, Challenges, and Debates of Computing Education in the Digital Humanities
[NO] 1240/1968 | Adolescent Identity Expression through Transdisciplinary, Computational, Creative Writing
[NO] 1241/1968 | Signal Modulation Classification Based On Machine Learning Algorithms
[NO] 1242/1968 | The Impact of Decoder Skip-Connections on the Reconstruction of Extreme Precipitation in VQGAN-based Forecasting
[NO] 1243/1968 | Simulation Study on the Inter Phase Spacing Characteristics of the Bundled Conductor Galloping with Crescent Ice
[NO] 1244/1968 | Spatial Temporal Deep Learning Based Adaptive Modulation and Coding for Next Generation Wireless Networks
[NO] 1245/1968 | Adapting a Smartphone-Based Serious Game to Virtual Reality: Preliminary Outcomes and Effects on Player Experience
[NO] 1246/1968 | EMGCN: Prediction of Linear Interacting Peptides using Graph Neural Networks Enhanced by a Multi-Head Attention Mechanism
[NO] 1247/1968 | Smart Safety Helmet for Bike Riders Using IoT: Real-Time Monitoring, Accident Detection, and Automated Vehicle Control
[NO] 1248/1968 | No-Reference Image Quality Assessment via Multi-Scale Feature Extraction and Global Attention
[NO] 1249/1968 | Intelligent Traffic Monitoring and Management for Real-Time Vehicle Tracking in Smart Cities
[NO] 1250/1968 | Simulation of Interdigital Photoconductive Antennas for Terahertz Emission
[NO] 1251/1968 | Smart AI Temperature Control System with ESP32 and Alerts
[NO] 1252/1968 | RAG-based LLM Evaluation
[NO] 1253/1968 | MCSA-EGRU Cable Breakdown Discharge Waveform Recognition Algorithm Based on Heterogeneous Correlation-Aware Sequence Regularization
[NO] 1254/1968 | MCF: An Interpretable Multimodal Ensemble for Predicting Medical Crowdfunding Performance
[NO] 1255/1968 | Hierarchical adaptive control for real-time dynamic inference at the edge
[NO] 1256/1968 | Multi-Parameter Identification of Permanent Magnet Synchronous Motors Based on an Improved Harris Hawks Optimization-Simulated Annealing Algorithm
[NO] 1257/1968 | Scalable Model of Data Factor Transaction Rules Based on Smart Contracts
[NO] 1258/1968 | Big Data-Driven Anomaly Detection for Imbalanced Network Traffic Using a CNN-BiGRU Dynamic Weighting Model
[NO] 1259/1968 | INVITED: Cross-Layer Containment for Cloud-to-Edge Systems through Heterogeneous Virtualization and SLO-Aware Orchestration
[NO] 1260/1968 | Research on a Photovoltaic-Computing Power Joint Prediction Method Based on a Dual-Branch Transformer
[NO] 1261/1968 | Topology- and Physical-Aware Multi-Objective Scheduling for Microservice DAGs
[NO] 1262/1968 | A Robotic Wire-Driven Video Capsule Endoscopy Platform for Controlled Data Generation in Gastrointestinal Diagnostics
[NO] 1263/1968 | Security for Safety Collaboration Strategy in Industrial Control System
[NO] 1264/1968 | Cathbot-Pro: A Handheld Robotic Device for Vision-Guided Peripheral Intravenous Catheterization Using NIR Imaging
[NO] 1265/1968 | Hyperspectral Object Detection Via Spectral Prototype Mining and Spatial–Spectral Mamba Fusion
[NO] 1266/1968 | Efficient Beamforming and Sidelobe Suppression for Polyhedral-Faceted Hemispherical Conformal Arrays with Carrier-Level Pattern Reuse
[NO] 1267/1968 | Evolutionary Echo State Network Architecture Search for Time-series Prediction
[NO] 1268/1968 | Synchronous Distributed Training with Runtime-Adaptive Mechanisms in Hybrid Cloud Environments
[NO] 1269/1968 | Blank Page
[NO] 1270/1968 | SHF-MSA: A Hypergraph-Based Multimodal Sentiment Analysis Model
[NO] 1271/1968 | The History Column: Electronic Warfare in the Vietnam War
[NO] 1272/1968 | Drift-Robust Differential Processing for Improved Measurement Fidelity and Stability in Distributed Acoustic Sensing
[NO] 1273/1968 | MpGI: Multi-Perspective Generation and Integration for High-Quality Remote Sensing Image-Text Datasets
[NO] 1274/1968 | Optothermal effect in a phase transition liquid metal core microcavity
[NO] 1275/1968 | SpikON: A Dual-Parallel and Efficient Accelerator for Online Spiking Neural Networks Learning
[NO] 1276/1968 | Intelligent Mining and Reasoning for Shipbuilding Process Rules Based on LLM-KG
[NO] 1277/1968 | Geometry-Tailored Gated AlGaN/GaN Hall Sensor for Sensitivity Enhancement
[NO] 1278/1968 | ICARAI 2026 Authors Index
[NO] 1279/1968 | An automated algorithm for generating multi-decadal, spatiotemporally consistent annual maximum NDVI across China's coal bases
[NO] 1280/1968 | IEEE Photonics Technology Letters Information for Authors
[NO] 1281/1968 | Leveraging Power of Deep Learning for Fast and Efficient Elite Pixel Selection in Time Series SAR Interferometry
[NO] 1282/1968 | Benchmarking Parallel Programming Models for High-Throughput Security Telemetry Analytics: OpenMP, MPI, and CUDA
[NO] 1283/1968 | Data-Driven Parameter Correction for Municipal Solid Waste Incineration Whole Process Simulation Model Using Adaptive Genetic Algorithm
[NO] 1284/1968 | ICDSBS 2026 Breaker Page
[NO] 1285/1968 | Acoustic-Hyperspectral Multimodal Generation and Fusion for Cotton Drought Stress Detection Based on UAV Remote Sensing
[NO] 1286/1968 | Intelligent Reservoir Characterization Through a Progressive Tiered AI Approach
[NO] 1287/1968 | Legal Insight- Automated Extraction and Classification of Critical Legal Contract Clauses Using Legal BERT
[NO] 1288/1968 | PhishGuard: A Hybrid Deep Learning and Gradient Boosting Framework with Three-Tier Defense Architecture for Real-Time Phishing URL Detection
[NO] 1289/1968 | Concrete Vision: Leveraging CNNs for Structural Integrity Assessment
[NO] 1290/1968 | A Hybrid Algorithm-Based Selective Harmonic Elimination Pulse Width Modulation (SHE-PWM) Technique for Power Quality Improvement in a 7-Level Cascaded H-Bridge Inverter
[NO] 1291/1968 | Image Fusion based on Diffusion-Inspired Structure Perception and Cross-Modal Fusion Synergy
[NO] 1292/1968 | Deep Learning-Based Blind Recogniton of Encoding Parameters for Low-Density Parity-Check Codes on Candidate Sets
[NO] 1293/1968 | Grid-Augmented NeRF: Learning Structured Spatial Cues for Improved 3D Reconstruction in Intelligent Reality
