[2026-07-29 11:26:57] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-28
正在获取论文...
[arXiv] 2026-07-28 | CW-Ghost: Search-Free Granularity Selection for Helper-Thread Prefetching via Capacity Windows
[NO] 1339/1904 | Knowledge-Guided and Inspection-Data-Compensated Rapid Scene Reconstruction for Multi-Robot Maintenance of Overhead Contact Systems
[NO] 1340/1904 | Cross-Dataset Semantic Discovery for Network Intrusion Detection Systems
[NO] 1341/1904 | Reinforcement Learning-based Genetic Algorithm for Multi-Objective Hybrid Flow Shop Scheduling under Time-of-Use Energy Tariffs
[NO] 1342/1904 | Real-Time Forex Trading Platform with Moving Average Strategies and Automated Hedging
[NO] 1343/1904 | Towards Dynamic Context Modeling for Safety-Critical V2V Communication: A Conceptual Framework
[NO] 1344/1904 | An Asymmetric Observation Encoding Method for Unmanned Swarm Confrontation
[NO] 1345/1904 | PhishRL: An End-to-End Reinforcement Learning Pipeline for Automated Email Threat Triage
[NO] 1346/1904 | Comparative Study of AI Models for Natural Language to SQL Query Generation
[NO] 1347/1904 | A Multi-Modal Approach for Hydrogen Leakage Monitoring based on Thermal Vision
[YES] 1348/1904 | <scp>JSTestCraft</scp>
                    : Addressing Context Deficits in JavaScript Unit Test Generation via Agentic Multi-Level Contextual Analysis
[NO] 1349/1904 | Dynamic Information Sub-Selection for Adaptive Decision Support
[NO] 1350/1904 | Slide-Omics: An Interpretable Bi-Directional Attention Framework for Integrating Multi-Omics and Pathology in Cancer Survival Analysis
[NO] 1351/1904 | An Active Learning Framework for Data-Efficient, Human-in-the-Loop Enzyme Function Prediction
[NO] 1352/1904 | BASIS: An LLM-Empowered Benchmark and Agent System for Inferring Synthetic Lethality
[NO] 1353/1904 | Adversarially Robust Federated Learning for IoMT-based Physiological Condition Monitoring: A Benchmark Dataset and ML-Aided Aggregation Framework
[NO] 1354/1904 | Depth-Gated Cross-Omics Graph Fusion for Cancer Subtype Classification
[NO] 1355/1904 | Exploring the Evolutionary Landscape of AI-Generated Viral Sequences: a Case Study on HIV-1
[NO] 1356/1904 | Graph Signal Processing as an Experimental Approach to Radiomics Analysis
[NO] 1357/1904 | Table of Contents
[NO] 1358/1904 | Multidimensional Influences on College Students' Computational Thinking: An Empirical Study in Visual Programming Environments
[NO] 1359/1904 | Nonextraction in Action
[NO] 1360/1904 | CDAP-SAT: A 28-nm Scalable Clause-Driven Ising Annealing Processor for Boolean Satisfiability Problems
[NO] 1361/1904 | FedAvgIm: Federated Learning for Multi-Site Impedance Identification of Inverter-Based Resources
[NO] 1362/1904 | Nonrational Game-Theoretic Opinion Dynamics for Privacy-Preserving Distributed Consensus in Multiagent Systems
[NO] 1363/1904 | Local Frame-Enhanced Deep Reinforcement Learning for Multiagent Pursuit-Evasion Game
[NO] 1364/1904 | Shift-invariant spaces, bandlimited spaces and reproducing kernel spaces with shift-invariant kernels on undirected finite graphs
[NO] 1365/1904 | Two-Stage Beamforming Method Based on Equivalent Subarray Architecture
[NO] 1366/1904 | Changes to the Editorial Board
[NO] 1367/1904 | Table of Contents
[NO] 1368/1904 | Author response for "Performance Assessment of the Vertical Wind Profile from Doppler Lidar Using Accumulated Spectra"
[NO] 1369/1904 | Decision letter for "Performance Assessment of the Vertical Wind Profile from Doppler Lidar Using Accumulated Spectra"
[NO] 1370/1904 | Run-time Quantitative Operational Monitoring for BDI Agents
[NO] 1371/1904 | MetabOmics: Metabolism-Oriented Omics Data Integration
[NO] 1372/1904 | Multi-Objective Evolutionary Optimization for the Discovery of Structurally Diverse and Active Compounds
[NO] 1373/1904 | Numerical Computation of Unshielded Multiwires In-Cell Parameters for Coupling Between FDTD and MTL Methods Using Multipolar Expansions_supp1-3713195.csv
[NO] 1374/1904 | JPEG Compression Simulation Invertible Neural Network for Robust Image Steganography
[NO] 1375/1904 | Sparse Threats, Focused Defense: Criticality-Aware Robust Reinforcement Learning for Safe Autonomous Driving
[NO] 1376/1904 | An Adaptive Multi-Scale Manifold Embedding Preprocessing Framework for High-Dimensional Data Visualization_supp1-3704960.pdf
[NO] 1377/1904 | Reinforcement Learning-Enhanced Model-Free Adaptive Predictive Control With Residual-Neural Compensation for Heavy-Duty Gas Turbine Generation Systems
[NO] 1378/1904 | Bidirectional Hybrid-type Dual-Mode Isolated Resonant DC-DC Converter for Wide Voltage Range Application
[NO] 1379/1904 | Adaptive Robotic Source Seeking in Vortical Indoor Environments with Sparse Structural Guidance_supp1-3717087.mp4
[NO] 1380/1904 | Encrypted Yet Compromised: A Covert Channel in Homomorphic Encryption-based Federated Learning
[NO] 1381/1904 | An Efficient Feature Selection Method Using the Granular-Ball Divergence-Based Fuzzy Rough Hypergraph
[NO] 1382/1904 | Front Cover
[NO] 1383/1904 | Semantics in Actuation Systems: From Age of Actuation to Age of Actuated Information
[NO] 1384/1904 | Preface
[NO] 1385/1904 | CAIBDA 2026 Cover Page
[NO] 1386/1904 | AI-Augmented Security Analytics for Real-Time Threat Identification
[NO] 1387/1904 | Comparison Study of One-Stage and Two-Stage Instance Segmentation Methods in Different Application Scenarios
[NO] 1388/1904 | AQPSO-DL-BiLSTM-Based Online Perception of Injection Characteristics for Common-Rail System
[NO] 1389/1904 | Res-SE-ViT: Focal Loss-Optimized Hybrid Deep Network of Skin Lesion Analysis
[NO] 1390/1904 | A Fault-Tolerant AI-Enabled Four-Stage Framework for Undergraduate Research Involvement
[NO] 1391/1904 | Evolutionary Optimization of Negative Selection in Reduced Embedding Spaces for Fake News Detection
[NO] 1392/1904 | Llama Model Security: From OWASP Top 10 Benchmarking to Encoding-Based Attacks
[NO] 1393/1904 | Digital Algorithms and Culture Industry in the Digital Age
[NO] 1394/1904 | Study on Substation Siting Optimization Model for 220 kV and 110 kV Based on Intelligent Algorithms
[NO] 1395/1904 | Verifiable DSSE with Forward Privacy Over Attribute-Based Cloud Computing System
[NO] 1396/1904 | Enhancing Credit Card Fraud Detection Using Large Language Models with Transactional Context Understanding
[NO] 1397/1904 | Lamb wave-based TRHL-RAPID imaging algorithms for internal damage in steel plate structures
[NO] 1398/1904 | Toward Intent-Driven IoT Orchestration for Autonomous Smart Service Management
[NO] 1399/1904 | Optimizing Implantable Class-E Amplifiers Through Hybrid Bio-Inspired Algorithms
[NO] 1400/1904 | A Leader-Follower Consensus-Bundle-Based Task Allocation Algorithm for Heterogeneous AUV Swarms in MCM Missions
[NO] 1401/1904 | Energy-Elastic Proximal Policy Optimization for Autonomous Soft Tissue Cutting in Robotic Surgery
[NO] 1402/1904 | Information Processing and Intelligent Decision-Making Method for UAV-UGV Cooperative Navigation in Complex Search-and-Rescue Scenarios
[NO] 1403/1904 | Semantic-Guided Mamba-UNet Diffusion for Low-Light Image Enhancement
[NO] 1404/1904 | Hierarchical Spatiotemporal Feature Fusion for Robust Anomaly Detection in Distributed Acoustic Sensing with a VMD-WPD Heterogeneous Stacking Ensemble
[NO] 1405/1904 | Robust MIMO-OFDM Channel Estimation Under Interference via Score-Based Variational Inference
[NO] 1406/1904 | CrimeWatch: An Automated Surveillance System for Weapon and Violence Detection Using YOLO and CNN-LSTM
[NO] 1407/1904 | RGB-D Based Blueberry 3D Pose Estimation via Instance Segmentation and Structural Keypoint Constraints
[NO] 1408/1904 | A Generative AI Framework for Explainable Data Ops: Human-Readable Narratives for Automated Pipeline Decision Systems
[NO] 1409/1904 | Cross-Domain Prediction of Ultimate Strength in Corroded Reinforced Concrete Columns Using Domain Adaptation Techniques
[NO] 1410/1904 | Mechatronic Design of a Six-Wheeled Independent-Drive Traction Robot for Pipeline Internal Inspection
[NO] 1411/1904 | PE-iForest: A Perturbation-based Framework for Explainable Anomaly Detection
[NO] 1412/1904 | Investigating Teachers' Attitudes Toward Using Artificial Intelligence Applications to Support Differentiated Instruction
[NO] 1413/1904 | Single-cell RNA-seq Analysis of Human Liver Aging
[NO] 1414/1904 | A Foundation Model-Assisted Observability Framework for Multimodal Anomaly Detection
[NO] 1415/1904 | A Reversible Filter Group Based on CFA Images and Its Error Correction
[NO] 1416/1904 | Task Offloading for Multi-Unmanned Aerial Vehicle Edge Computing Based on Gated Recurrent Unit and Multi-Agent Deep Deterministic Policy Gradient
[NO] 1417/1904 | Research on AI perception of oil pollution state and life warning technology of hydraulic system
[NO] 1418/1904 | NeuroPC-KGNN: A Causality-Driven Graph Neural Network Framework for Early Diagnosis of Parkinson’s Disease
[NO] 1419/1904 | A Lightweight Attention-Driven Multi-Scale Feature Fusion Network for Ship Detection in UAV Aerial Imagery
[NO] 1420/1904 | Enhancing Exudate Segmentation in Fundus Images using CLAHE and ResNet U-Net Architecture
[NO] 1421/1904 | Fair Interaction via Application-Level Group Awareness in Routing
[NO] 1422/1904 | Federated Deep Learning for Real-Time IoT Anomaly Detection
[NO] 1423/1904 | Guaranteed Break Detection in Distributed Settlement Networks: Parametrization-Free Algorithmic Reconciliation via Rateless Coding Theory
[NO] 1424/1904 | An SGX-Based Donation System Built on Hyperledger Fabric with Authentication, Privacy-Preserving, and Auditability
[NO] 1425/1904 | Evaluating Front-end Web Energy Consumption: Quantifying the Role of Caching, Cookies, Scrolling Behavior, and Data Volume
[NO] 1426/1904 | Decision letter for "Performance Assessment of the Vertical Wind Profile from Doppler Lidar Using Accumulated Spectra"
[NO] 1427/1904 | EVBench: A Comprehensive Benchmark of Video Generative Models for E-commerce Scenarios
[NO] 1428/1904 | Plasma-Nanosecond Pulsed Electric Field Synergy Enhances Multiscale Reactive-Species Transport in Glioma Models
[NO] 1429/1904 | Table of Contents
[NO] 1430/1904 | An Investigation of Fault Signatures in Online Condition Monitoring Methods for Shaft Misalignment and Mass Unbalance Fault Diagnosis of PMSM Driven Systems
[NO] 1431/1904 | Grid Current Distortion Suppression of Single-Stage Dual-PV-Port DAB Microinverters via Synergetic Closed-Loop Control
[NO] 1432/1904 | QSMnet-INR: Single-Orientation Quantitative Susceptibility Mapping via Implicit Neural Representation in k-Space
[NO] 1433/1904 | SynCal-Mix: Anchor-Calibrated Synthetic Rare-Event Support for Federated IoT Sensing
[NO] 1434/1904 | The Weirdness of Agents
[NO] 1435/1904 | Masthead
[NO] 1436/1904 | SPG-OD: Spectral-Prior Guided Object Detection for Hyperspectral Remote Sensing Images
[NO] 1437/1904 | A Multi-Source Temporal Graph Object Detection Network for Rare-Event Blockchain Anomaly Localization
[NO] 1438/1904 | Evaluating the Effect of Artefact Representation on LLM-Based RESTful API Code Generation
[NO] 1439/1904 | Intelligent Control of Power Robot Pose and 3D Reconstruction Method of Images
[NO] 1440/1904 | A Lightweight Fire Smoke Detection Algorithm Integrating Progressive Downsampling and an Efficient Neck Network
[NO] 1441/1904 | Real-Time Pavement Defect Detection via Gated Multi-Scale Feature Fusion and Dynamic Activation
[NO] 1442/1904 | A Robust Adaptive ESKF for MEMS Attitude Estimation
[YES] 1443/1904 | Functional Verification of a 10G Ethernet MAC Using a UVM-Based VIP with Error Injection and Coverage Analysis
[NO] 1444/1904 | TinyAtt-YOLO: A Window-Hierarchical Collaborative Attention Framework for PCB Tiny Defect Detection
[NO] 1445/1904 | Multimodal Large Model-Driven Collaborative Optimization Method for Automotive R&amp;D and Manufacturing
[NO] 1446/1904 | QSen-FMoE: A Federated Mixture-of-Experts Framework for Quantum-Driven Next-Generation Wearable Sensing in Body Area Networks
[NO] 1447/1904 | Class-Guided Hierarchical Decoupling Sparse Autoencoders for Interpretable Fine-Grained CT Diagnosis
[NO] 1448/1904 | Scalable Data Mining Algorithms for Large-Scale Data Repositories
[NO] 1449/1904 | SLA-Oriented Performance Evaluation of Harmonic Data Governance Systems in 10 kV Distribution Transformer Areas under Edge Constraints
[NO] 1450/1904 | Enhancing Intrusion Detection Systems (IDS) Performance That Uses Feature Selection and Hybrid Classification
[NO] 1451/1904 | Hybrid Fuzzy-Q Learning Approach for Load Balancing in IoT Networks
[NO] 1452/1904 | A Unified DevOps Framework for Multi-Cloud Orchestration: Automating Cross-Platform Deployments Across Azure, Salesforce, and MuleSoft
[NO] 1453/1904 | Anomaly Detection in Large-Scale Distributed Systems Using Graph-Based Deep Learning
[NO] 1454/1904 | ARISE: Agentic Rubric-Guided Iterative Survey Engine for Automated Scholarly Paper Generation
[NO] 1455/1904 | A Case Study in Responsible AI-Assisted Video Solutions: Multi-Metric Behavioral Insights in a Public Market Setting
[NO] 1456/1904 | Improving Financial Cybersecurity Through Fraud Transaction with Deep Learning-Based Advanced Models
[NO] 1457/1904 | Cross-Modal Prediction from EEG to fNIRS with EEMD+HRF+PatchTST
[NO] 1458/1904 | Public Voices on Skincare: Sentiment Classification of Skintific Moisturizer Using Female Daily Scraped Reviews
[NO] 1459/1904 | Fault Diagnosis Method of Motor Bearing Based on Particle Swarm Algorithm Optimized Multi-Scale One-Dimensional Convolutional Neural Network
[NO] 1460/1904 | Coordinating Specialized AI Agents for Compliance-Preserving Migration of Monolithic Java Systems to Cloud-Native Architectures
[NO] 1461/1904 | A Policy-Aware Edge LLM-RAG Framework for Internet of Battlefield Things Mission Orchestration
[NO] 1462/1904 | Hybrid GAN-FNN Framework for Battery Capacity Prediction under Sparse Data
[NO] 1463/1904 | A One-Step Q-Learning Intrusion Detection Method Based on Gated Feature Attention and Category-Aware Replay
[NO] 1464/1904 | Learning and Neutralizing Structured Stochasticity in DNA Synthesis for Deterministic Entropy Conditioning
[NO] 1465/1904 | HarmoMed: An Agentic Framework for Auditable Multimodal Biomedical Data Harmonization
[NO] 1466/1904 | Inference of Disease-Associated Pathway Interaction Networks using Graph Neural Networks
[NO] 1467/1904 | Design of a Radar-Based System for Contactless OSAS Monitoring
[NO] 1468/1904 | UNIStainNet: Foundation-Model-Guided Virtual Staining of H&amp;E to IHC
[NO] 1469/1904 | MLIR Dialects for DAE-based Modeling Languages
[YES] 1470/1904 | <scp>ExplorIt</scp>
                    : Simulation-based Fuzzing for Autonomous Driving Systems via Multi-Agent Interaction Modeling
[NO] 1471/1904 | Intelligent Prompt Construction for Large Language Models in Knowledge-based Visual Question Answering
[NO] 1472/1904 | Privacy-Utility Trade-off in Data Publication: A Bilevel Optimization Framework with Curvature-Guided Perturbation
[NO] 1473/1904 | Space-Time Deep Joint Source-Channel Coding for Wireless Image Transmission with Imperfect CSI
[NO] 1474/1904 | Physics-Regularized Learning for Robust Sim-to-Real Tactile Friction Estimation_supp1-3717192.mp4
[NO] 1475/1904 | IEEE Electron Device Letters Publication Information
[NO] 1476/1904 | Taming Generation Quality and Latency for Text-to-Image Serving at the Edge
[NO] 1477/1904 | Common-Transmitter Multipath-Aware TDoA Localization for Acoustic Backscatter-Enabled IoUT Networks
[NO] 1478/1904 | Sustainable Smart Farm Networks: A Decision Theory-Guided Deep Reinforcement Learning Approach
[NO] 1479/1904 | A Scalable FPGA Architecture for Massively Parallel Timing Recovery via State-Space Loop Modeling and Parameter Design
[NO] 1480/1904 | Ultra-wideband Reconfigurable Reflectarray Antenna Using 1-Bit Polarization Converter Based on Liquid Metal
[YES] 1481/1904 | Routing-Aware In Situ Diagnosis of PDN- and Configuration-Induced Delay Signatures in SRAM-Based FPGAs
[NO] 1482/1904 | Simultaneous Sub-Pixel Retrieval of Lake Ice and Snow from MODIS: Resolving Spectral Ambiguity via a Physics-Informed Framework_supp1-3717447.docx
[NO] 1483/1904 | Market Equilibrium Effects of Storage Staircase Bidding: More Than Revenue at Stake
[NO] 1484/1904 | Attention-Driven Deep Generative Modeling of Temporal Networks
[NO] 1485/1904 | Channel Estimation Performance Analysis of Dual-Polarized Cell-Free Massive MIMO Systems with Ricean Fading
[NO] 1486/1904 | Mitigating Delay Impact of Bursty Cross Traffic in Combined Input and Output Queued Switches Using Virtual Input Queuing
[NO] 1487/1904 | An AI Based Real Time Automatic Coffee Berry Classification
[NO] 1488/1904 | A Predictive Closed-Loop Resource Allocation Framework for OFDM-ISAC
[NO] 1489/1904 | Multi-UAV Cooperative Flight Navigation Based on Deep Reinforcement Learning
[NO] 1490/1904 | TAP-FL: Trust-Aware and Privacy-Preserving Federated Learning under Adversarial and Heterogeneous Settings
[NO] 1491/1904 | MathTEC: A Multi-Agent Framework for Mathematical Text Error Correction
[NO] 1492/1904 | The Utilization of ChatGPT as a Component of a Digital Learning System and Its Impact on Students’ Learning Motivation
[NO] 1493/1904 | A Multimodal Serious Games Tool for Executive Function Screening in Primary School Children
[NO] 1494/1904 | Learning Complex Humanoid Skills from Unstructured Motion Streams
[NO] 1495/1904 | SDR-Based Wireless Health Monitoring with Emergency Data Prioritization
[NO] 1496/1904 | Cor-TMBL: A Multimodal Sentiment Analysis Model Integrating Correlation Contrastive Learning and Modality Binding Strategies
[NO] 1497/1904 | Energy-Efficient Multi-Satellite Cooperative Computation Offloading for Satellite Edge Computing
[NO] 1498/1904 | Deep Learning Based Multi-Object Detection for Smart Surveillance Applications
[YES] 1499/1904 | Applying Grover’s Algorithm to Synergy: Quantum Resource Estimates
[NO] 1500/1904 | Causal-Guided Transformer Diffusion for Multivariate Time-Series Imputation
[NO] 1501/1904 | Area of Responsibility Partitioning and Multi-Objective Task Allocation for Heterogeneous Reconnaissance UAV Swarms
[NO] 1502/1904 | Communication-Efficient Federated Learning for Binary Neural Networks Via HMM
[NO] 1503/1904 | A Hybrid TCAD–Verilog-A Methodology for High-Accuracy FinFET Based CMOS Inverter Design
[NO] 1504/1904 | Host-Driven Flowlet Balancing with Segment Routing Over IPv6
[YES] 1505/1904 | Framework-Adaptive Agentic Pipelines for API Knowledge Extraction and Test Generation
[NO] 1506/1904 | LLM-Driven Data Observability for Intelligent Anomaly Detection in Cloud Data Engineering Systems
[NO] 1507/1904 | Global-Local Collaborative Diffusion Network for High-Fidelity Text Image Inpainting
[NO] 1508/1904 | Frequency-Aware Transformer Fusion for Multispectral Pedestrian Detection
[NO] 1509/1904 | MDH-YOLO: A Hypergraph-Enhanced Vision Framework for Robust Weed Detection in Complex Agricultural Scenarios
[NO] 1510/1904 | A Framework for Accountable Collateralization in DeFi: Enabling Reliable and Auditable Use of Tokenized Gold and Bonds
[NO] 1511/1904 | Membership Inference in LLMs: A Survey
[NO] 1512/1904 | Explainable and Fair XGBoost Framework for Early ICU Mortality Prediction Using EHR Data
[NO] 1513/1904 | Optimizing Multicast for Mixture of Experts (MoE) Architectures
[NO] 1514/1904 | GEMR: Integrating GEMM Recognition and Library Replacement into the GCC Optimization Pipeline
[NO] 1515/1904 | Visual SLAM Algorithm Based on an Improved Object Detection Network in Dynamic Scenes
[NO] 1516/1904 | CLIP-Joint-Detect: End-to-End Joint Training of Object Detectors with Contrastive Vision-Language Supervision
[NO] 1517/1904 | Multi Agent Collaborative Reasoning and Role Division Optimization for Emotion Recognition under Complex Context Understanding
[NO] 1518/1904 | Single-Sensor Pipeline Leak Localization Method Based on Modal Acoustic Emission and ICEEMDAN-HT
[NO] 1519/1904 | Machine Learning Prediction of Light Intensity and Aeration Treatment for Microalgae-Based POME Remediation with Edge Inference Evaluation
[NO] 1520/1904 | CT-3DUNet-GAN: A Spatiotemporal-Integrated 3D U-Net with Adversarial Learning for Infrared Cloud Image Prediction
[NO] 1521/1904 | Dependency-Aware Parallel Function Calling for Large Language Models
[NO] 1522/1904 | A Continuous Charging Scheduling Method for Electric Vehicles Considering User Behavior Constraints
[NO] 1523/1904 | A Switchable-Carrier Waveform for Integrated Sensing and Communications
[NO] 1524/1904 | FALCON-C: Flow-Based Analysis and Labeling for Connected Vehicular Network Cybersecurity
[NO] 1525/1904 | Time-Reversal Cognitive Medical Imaging Framework for Disease Origin Localization and Evolution Modeling Using Self-Adaptive Perception Mechanisms
[NO] 1526/1904 | Assessing Subgroup Fairness in Clinical Missing Data Imputation: A Case Study Using MIMIC-IV
[NO] 1527/1904 | CAMINO: Context-Aware Mobility In Neighbourhoods and Outdoor Environments
[NO] 1528/1904 | Horizon-Aware Event-Driven Glucose Forecasting from Integrated CGM–Insulin Pump Data
[NO] 1529/1904 | Extracting Clinical Insights: LLM-Powered EHR Knowledge Graphs
[NO] 1530/1904 | PepEDiff: Out-of-Distribution Sampling Peptide Binder Design via Protein Embedding Diffusion
[NO] 1531/1904 | Generic and Easy Method to Update Static Text Indexes
[NO] 1532/1904 | ARES-SQL: Augmented Reinforcement Enhanced Semantic SQL for Small Language Models
[NO] 1533/1904 | A Graph-Based Identification Framework for Cross-Scale Coordination of Multi-Node Battery Energy Storage Systems
[NO] 1534/1904 | Benchmarking Ptp on Commodity Nics for Industrial Edge Ai Networks
[NO] 1535/1904 | DP-FedDLnet: Enhanced Privacy Data Protection for Federated Learning
[NO] 1536/1904 | Optimizing Prompt/Contextual Engineering Facilitation of Internal Computation Strategies for Enhanced AI Data Center Resiliency
[NO] 1537/1904 | Sentiment Classification of Social Media Hashtags Related to Global Conflicts Using Machine Learning
[NO] 1538/1904 | FOCAL: Focused Object-Centric Attention for Lifelog Retrieval
[NO] 1539/1904 | A Fairness-Aware Query-Adaptive Differential Privacy Mechanism for Collusion-Resistant Flexibility Data Sharing in IoT-Enabled Virtual Power Plants
[NO] 1540/1904 | Energy-Efficient and Secure Communications for UAV-RIS-Assisted Multi-User Multi-Eavesdropper Networks via Joint UAV Deployment, RIS Partitioning, Beamforming, and Phase Shift Design
[NO] 1541/1904 | SCURNet: Sub-band Collaborative Unfolding with Range-Nullspace Decomposition for Sparse-View CT Reconstruction
[NO] 1542/1904 | Wireless Wanderlust: The 2025 D2I Challenge on Channel Charting and Grant-free Random Access
[NO] 1543/1904 | Power Spectral Density of Sentinel-1 Interferometric Phase Reveals Kolmogorov Turbulence Regimes
[NO] 1544/1904 | A Millimeter Wave CP Filtering Magnetoelectric Dipole Antenna With SIGW Technology
[NO] 1545/1904 | A Semantic-Aware Multimodal Data Warehouse for Crowdsourcing and Contextualizing AI-Generated Educational Content in Fragile Contexts
[NO] 1546/1904 | Reconfigurable multi-order differential operator in the terahertz regime based on VO
                    <sub>2</sub>
                    metasurface
[NO] 1547/1904 | A Single-Stage Wireless Power Transmitter With Boosted and Regulated AC Output Voltage for D2D Wireless Fast Charging
[NO] 1548/1904 | Efficient Global Trajectory Planning for AGVs Based on Convex-Concave-Decomposition
[NO] 1549/1904 | BoostFormer-based Dual-view Awareness Feature Fusion Classification for Hyperspectral Images
[NO] 1550/1904 | Carpe Diem: Critical Learning Period-Aware Contract-Based Incentives for Federated Learning
[NO] 1551/1904 | Editorial—July 2026
[NO] 1552/1904 | Physics-Informed Tensor Velocity Reconstruction from 2D Velocity Estimates using Row-Column Probes_supp1-3717096.pdf
[NO] 1553/1904 | MRAI 2026 Author Information Page
[NO] 1554/1904 | Is There Evidence of Gender Bias in Iris Presentation Attack Detection Approaches?_supp1-3715085.pdf
[NO] 1555/1904 | Synthetic Germline VCF Generation for Rare Diseases: Case Study in NF1
[NO] 1556/1904 | DeepMetal: A Hierarchical Coarse-to-Fine Framework for Metal-Binding Site Prediction via Protein Language Models and SE(3)-Equivariant Graph Neural Networks
[NO] 1557/1904 | A Hybrid Framework Integrating REDCap and LLMs for the Optimization of Surgical Workflows and Evidence-Based Clinical Governance
[NO] 1558/1904 | Graph-Theoretical Analysis of HD-EEG Functional Connectivity in High-Frequency Episodic Migraine Patients Following Atogepant Treatment
[NO] 1559/1904 | The Role of Artificial Intelligence Applications in the Mediating Role Of Data-Driven Decision Making
[NO] 1560/1904 | Noise-tolerant Zhang Neural Networks Handling Time-varying Nonlinear Complementarity Problems
[NO] 1561/1904 | Study on Tunnel Deformation Prediction and Identification of Key Hazard-Inducing Factors by Integrating Explainable Machine Learning
[NO] 1562/1904 | The Role of AI Applications in Human Resource Practices Within the Metaverse
[NO] 1563/1904 | Air-Monitor: Zero-shot Visual Planning for Air-to-Ground Surveillance based on Multimodal LLMs
[NO] 1564/1904 | Edge-Assisted Federated Ensemble Learning with Adaptive Sample Reweighting for Robust Intrusion Detection in IoT-Enabled Smart Networks
[NO] 1565/1904 | Deep Knowledge Extraction for Complex Geosemantics: A Multi-Grained Framework for Nested and Discontinuous Entities
[NO] 1566/1904 | Defense Against Retrieval Injection Attacks in MCP-based LLM Agents
[NO] 1567/1904 | Impact of Walking Speed on Gait Biomechanics: Kinetics and Muscle Activation Analysis
[NO] 1568/1904 | Evaluation of TCP Congestion Control for Public High-Performance Wide-Area Networks
[NO] 1569/1904 | Simulation-Driven Autonomous Driving Using Hybrid LSTM Learning and Finite State Machine Control
[NO] 1570/1904 | A Cross-Lingual Representation Learning Alignment Algorithm Based on Wasserstein Distance
[NO] 1571/1904 | Predictive Model Development for Multi-Class Heart Disease Using Ensemble Stacking of XGBoost, LightGBM and CatBoost
[NO] 1572/1904 | Machine Learning Based Client-Side Detection Framework for Rogue Access Point and Evil Twin Attacks in Public Wi-Fi Networks
[NO] 1573/1904 | Research on Small Molecule Quantum Chemical Simulation Based on Quantum Computing Cloud Platform
[NO] 1574/1904 | Dual Architecture Fusion Vehicle Lidar 3D Target Detection
[NO] 1575/1904 | Executable Natural-Language Task Planning for UGV Patrol via Retrieval-Augmented Constraint-Guided Refinement
[NO] 1576/1904 | Fine-Grained Insider Threat Detection Based on BDI and Scenario-Aware DBLOF
[NO] 1577/1904 | Fast Acquisition Technique for BOC Signals Based on a Software-Defined Radio Platform
[NO] 1578/1904 | A Decoding Scheme for SBMA System Based on DNN Decoder
[NO] 1579/1904 | Augmented Dung Beetle Optimizer-Based SVM Against Byzantine Attack for Cooperative Spectrum Sensing in Cognitive Wireless Sensor Networks
[NO] 1580/1904 | Distributed Reinforcement Learning for Formation Task Planning in Communication-Constrained Environments
[NO] 1581/1904 | CFO-AV: Cross-Modal Adaptive Conflict-Aware Framework for Audio-Visual Deepfake Detection
[NO] 1582/1904 | Enhanced Artificial Intelligence (AI)-Based Risk Prediction Framework for Cardiovascular Health Monitoring
[NO] 1583/1904 | EMD-Net: An Efficient Multi-Scale Feature Fusion Lightweight Detection Network and its Application
[NO] 1584/1904 | IoT-Enabled Hybrid K-Means and Rule-Based Machine Learning Framework for Smart City E-Waste Sorting
[NO] 1585/1904 | Optimal Observation Window Length for Early-Stage Lithium-Ion Battery Cycle Life Prediction
[NO] 1586/1904 | KF-LSTM-Enhanced Time-Frequency Channel Estimation for OTFS Low-Earth-Orbit Satellite Communication Systems
[NO] 1587/1904 | Multi-Scale Spatiotemporal Graph State Coevolution for Traffic Flow Forecasting
[NO] 1588/1904 | Causal Reasoning for Elderly Daily Intent Recognition in AIoT Environments
[NO] 1589/1904 | A High-Efficiency DMA Architecture for Fine-Grained Data Transfers
[NO] 1590/1904 | Pathology Knowledge-Refined Multiple Instance Learning for Few-Shot WSI Classification
[NO] 1591/1904 | Mission-Critical Slice Resilience Under Massive IoT Overload: Priority-Only vs AppID Isolation with Tail-KPI and Attach Evidence
[NO] 1592/1904 | DD-TPR: Differential Delay-Aware Two-Phase Routing Model
[NO] 1593/1904 | A Lightweight Ledger-Based Validation Framework for Mitigating Version Number Attacks in RPL-Based IoT Networks
[NO] 1594/1904 | Optimizing Annotation Budgets in Transformer-Based Sentiment Analysis via Explanation-Guided Instance Selection
[NO] 1595/1904 | Mathematics Teachers’ Stances on AI Integration in Their Classroom
[NO] 1596/1904 | Adaptive Variable Universe Fuzzy PI Control for Synchronous Reluctance Motor Drives
[NO] 1597/1904 | Multi-AGV Path Planning and Conflict Resolution Strategy Based on Deep Reinforcement Learning
[NO] 1598/1904 | An Ingressive Gripper for Robotic Palm Harvesting
[NO] 1599/1904 | Rapid Polarization Imaging for Biological Tissue Using a Quad-Camera Polarization System with Scenario-Oriented Registration
[NO] 1600/1904 | Multiscale Modeling of Soft Magnetic Composites: Machine-Learning-Aided Static Magnetic Field Transmission Framework_supp1-3715492.docx
[NO] 1601/1904 | Recursive Constellation Design for Reliable Multi-RE Noncoherent Massive SIMO Systems
