[2026-06-10 12:22:12] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-09
正在获取论文...
[arXiv] 2026-06-09 | Dynamic inverse problems: Single-loop online algorithms
[NO] 825/1929 | The Thousand-Pulsar-Array programme on MeerKAT XIX: Single-pulse data analysis, nulling and pulse energy distributions
[NO] 826/1929 | Moonshine: An Autonomous Mathematical Research Agent Centered on Conjecture Generation
[NO] 827/1929 | Asymmetric Nonlinear Return Extrapolation and Optimal Portfolio Choice under Stochastic Volatility
[NO] 828/1929 | Pair creation amplitudes for a real scalar field coupled to a time-dependent surface in d+1 dimensions
[NO] 829/1929 | Magnetic Moment of Octet Baryons in Isospin Asymmetric Magnetized Strange Matter
[NO] 830/1929 | Dep-LLM: Training-Free Depression Diagnosis via Evidence-Guided Structured Multi-factor with Reliable LLM Reasoning
[NO] 831/1929 | Interplay between Aharonov-Bohm and Altshuler-Aronov-Spivak oscillations in phase-pure GaAs/InAs core/shell nanowires of different lengths
[NO] 832/1929 | Index perturbation of signed graphs
[NO] 833/1929 | Gravitational superfluorescence from superradiant axion clouds
[NO] 834/1929 | Two-Sample Homogeneity Test via Entropic Optimal Transport
[NO] 835/1929 | Toward Secure LLM Agents: Threat Surfaces, Attacks, Defenses, and Evaluation
[NO] 836/1929 | The Arbiter Agent: Continually Monitoring Multi-Agent Conversations to Detect Emergent Misalignment
[NO] 837/1929 | Spatial-Omni: Spatial Audio Understanding Integration in Multimodal LLMs via FOA Encoding
[NO] 838/1929 | DeNovoSWE: Scaling Long-Horizon Environments for Generating Entire Repositories from Scratch
[NO] 839/1929 | Long-time Asymptotics of a Full Camassa-Holm Soliton Gas
[NO] 840/1929 | Narrow-Line Seyfert 1 Galaxies in the Dark Energy Spectroscopic Instrument Data Release 1
[NO] 841/1929 | Information-Preserving Continuous Occupancy Mapping with Variance-Weighted Submap Joining
[NO] 842/1929 | Effective Angular Asymptotics and the Sharp $D^{-3}$ Horoconvex Gap Scale
[NO] 843/1929 | A Comprehensive Inference-Time Augmentation Framework in Physiological Signals: Application to PPG-Based AF Detection
[NO] 844/1929 | Harnessing the Collective Intelligence of AI Agents in the Wild for New Discoveries
[NO] 845/1929 | Average-Case and Smoothed Near-Optimality for Color-Code Decoding
[NO] 846/1929 | Efficient RWKV-based Representation Learning for 3D Point Clouds
[NO] 847/1929 | Validation-Stage Combinatorial Fusion Analysis for Imbalanced Credit-Card Fraud Detection
[NO] 848/1929 | Baroclinic wave dynamics in the Ekman-free rotating rectangular annulus with localized forced plume
[NO] 849/1929 | UMI-Bench 1.0: An Open and Reproducible Real-World Benchmark for Tabletop Robotic Manipulation with UMI Data
[NO] 850/1929 | FSS-Net: Frequency-Spatial Synergy Network with Wavelet Attention for Carotid Artery Ultrasound Segmentation
[NO] 851/1929 | Speech Meets ELF: Audio Conditional Continuous-Target Diffusion for Speech Recognition and Translation
[NO] 852/1929 | Near-Exponential Convergence Rates for kNN Classification based on Boltzmann Margin
[NO] 853/1929 | ReflectiChain: Epistemic Grounding in LLM-Driven World Models for Supply Chain Resilience
[NO] 854/1929 | The Ozsváth-Szabó tau-invariant of braided satellites
[NO] 855/1929 | Magnetic HIP-NN for spin dynamics in disordered itinerant magnets
[NO] 856/1929 | Global polarization of $Λ$, $Ξ^{-}$, and $Ω^{-}$ hyperons in Au+Au collisions at RHIC BES-II energies
[NO] 857/1929 | Constructive Versions of Ekeland's Variational Principle
[NO] 858/1929 | Privacy-Preserving Credit Risk Prediction with Alternative Data
[NO] 859/1929 | Tuning A Rotating Black Hole Spectrum with Dark Matter Halo: Quasibound States, Scalar Cloud, Black Hole Bomb and Superradiant Scattering
[NO] 860/1929 | Design and Implementation of a Real-time Multi-site Immersive Learning System Using Photon Fusion
[NO] 861/1929 | Isolation-aware Scheduling Framework for DNN-based End-to-End Autonomous Driving System on Tile-based Accelerators
[NO] 862/1929 | MARCH: Model-Assisted Reinforcement Learning for the Perceptive Control of Humanoids over Sparse Footholds
[NO] 863/1929 | When Metrics Disagree: A Meta-Analysis of Knowledge-Graph-Completion Model Benchmarking
[NO] 864/1929 | Locomotion analysis of a quadruped interacting with the lunar granular surface
[NO] 865/1929 | What Matters in Orchestrating Robot Policies: A Systematic Study of Hierarchical VLA Agents
[NO] 866/1929 | A Recrossing-Free Dividing Surface in Quantum Mechanics
[NO] 867/1929 | Predicting Current Outcomes From Historical Survey Data With Weighted Conformal Prediction
[NO] 868/1929 | Dynamic E-unification
[NO] 869/1929 | When to Align, When to Predict: A Phase Diagram for Multimodal Learning
[NO] 870/1929 | Boundary rectifiability and compactness of integral currents via $BV$ functions
[NO] 871/1929 | Data Journalist Agent: Transforming Data into Verifiable Multimodal Stories
[NO] 872/1929 | A general bound on $R(C_k,H)$
[NO] 873/1929 | Algorithmic and Minimax Complexities in Kernel Bandits
[NO] 874/1929 | MATCHA: A Mathematica package for matching UV models onto HEFT
[NO] 875/1929 | ReasonAlloc: Hierarchical Decoding-Time KV Cache Budget Allocation for Reasoning Models
[NO] 876/1929 | Revisiting "Cooler is Better": ITD-Aware Per-CPU Thermal Optimization for Sustainable Data Center Operation
[NO] 877/1929 | COGENT: Continuous Graph Emulators with Neural Ordinary Differential Equations for Long-Term Physical Forecasting
[NO] 878/1929 | A correlated refinement of the double double ramification cycle
[NO] 879/1929 | OpenPCC: Open and Confidential LLM Serving on Commodity TEEs
[NO] 880/1929 | Conformal Prediction for Dyadic Regression Under Complex Missingness
[NO] 881/1929 | Robust Regression of General ReLUs with Queries
[NO] 882/1929 | Roughness-robust surface altermagnetism in $PT$ antiferromagnets
[NO] 883/1929 | Inertial effects on the mechanical efficiency of a semi-passive oscillating hydrofoil energy harvester
[NO] 884/1929 | Data-Driven Dynamic Assortment in Online Platforms: Learning about Two Sides
[NO] 885/1929 | EM-Fall: Embodied mmWave Sensing for Day-and-Night Fall Detection on Humanoid Robots
[NO] 886/1929 | On the maximum and negative frustration indices of graphs
[NO] 887/1929 | PhantomBench: Benchmarking the Non-existential Threat of Language Models
[NO] 888/1929 | Limitations of Learning Tanh Neural Networks with Finite Precision
[NO] 889/1929 | The Ohio SETI Program -- The Last Decades
[NO] 890/1929 | MusE GAs FLOw and Wind (MEGAFLOW) XIV: Background-Galaxy Absorption Reveals Kiloparsec-Scale Structure in the Cool Circumgalactic Medium
[NO] 891/1929 | A History-Aware Visually Grounded Critic for Computer Use Agents
[NO] 892/1929 | Exploring the Design Space of Reward Backpropagation for Flow Matching
[NO] 893/1929 | Approaching the Limit of Intrinsic Crystalline Thermal Insulation
[NO] 894/1929 | Adjacent comparison bounds and extremal sets for Ruzsa numbers
[NO] 895/1929 | GRAFT: Gain-Recalibrated Adapters for Transformer-Based Neural Population Activity Modeling
[NO] 896/1929 | Endpoint Logarithms in the NLO Mueller-Navelet Jet Vertex: Threshold Matching and BLM/MOM Prescription Sensitivity
[NO] 897/1929 | The social consequences of AI delegation
[NO] 898/1929 | Attention Amnesia in Hybrid LLMs: When CoT Fine-Tuning Breaks Long-Range Recall, and How to Fix It
[NO] 899/1929 | Generalized Conformal Predictive Systems Under Distributional Shifts
[NO] 900/1929 | Generation of Diverse and Functional Robot Designs using Superquadrics Parametrisation and Quality-Diversity
[NO] 901/1929 | Data-Driven Runway and Taxiway Exits Prediction of Landing Aircraft: A Case Study at Hartsfield-Jackson Atlanta International Airport
[NO] 902/1929 | Empirical stratification for treatment effect heterogeneity with post-treatment variables
[NO] 903/1929 | Gaussian vs. Real Wavefunction of Nuclear Clusters and Hypernuclei
[NO] 904/1929 | Spectroscopic analysis of RGB stars in nine open clusters
[NO] 905/1929 | Ab initio study of magnetism in pristine and defective MnBi2Te4
[NO] 906/1929 | Adaptive identification of low-degree polynomials in quantum singular value transformation: application to nonlinear quantum properties estimation
[NO] 907/1929 | Nonreciprocal quantum rotation sensing via virtual-excitation enhancement in a spinning cavity
[NO] 908/1929 | Robust self-testing based on Gisin's arbitrary-input Bell inequality
[NO] 909/1929 | Field-Induced Up-Up-Down State and Frustrated Magnetism in a Non-Kramers Triangular Antiferromagnet
[NO] 910/1929 | Thermal Signatures of the Slater-Mott Crossover in the Hubbard Model: From Double Occupancy to Antiferromagnetic Correlation Length
[NO] 911/1929 | Learning Doubly Sparse Explicitly Conditioned Transforms
[NO] 912/1929 | Language-Driven Cost Optimization for Autonomous Driving
[NO] 913/1929 | Quasisymmetric rigidity of the Brownian sphere
[NO] 914/1929 | Inherent flux crosstalk and coupler-driven single-qubit gates in superconducting circuits
[NO] 915/1929 | A Functional Data Framework For Analyzing Shapes and Textures in Images
[NO] 916/1929 | Linearizability notions in equivariant birational geometry
[NO] 917/1929 | Continuous Time Identification of Linear Systems: Extended Version
[NO] 918/1929 | Mind the Gap: Can Frontier LLMs Pass a Standardized Office Proficiency Exam?
[NO] 919/1929 | Higher-winding phases in one-dimensional non-Hermitian topological superconductors
[NO] 920/1929 | Exponential mixing and enhanced dissipation on the unit sphere with Rossby-Haurwitz flows
[NO] 921/1929 | Uncovering Vulnerability of Vision-Language-Action Models under Joint-Level Physical Faults
[NO] 922/1929 | The minimum genus of Galois covers of curves
[NO] 923/1929 | Local density of states distribution and multifractal eigenvectors of weighted random networks via the cavity approach
[NO] 924/1929 | Bounding the Null Space: Interval-Based Uncertainty Quantification for Non-Identifiable Groundwater Models
[NO] 925/1929 | Supersymmetry of the static Reissner-Nordström black hole in Bertotti-Robinson ($\mathrm{AdS}_2 \times \mathbb{S}^2$)
[NO] 926/1929 | Sharp bounds on $k$-wise generalizations of oddtowns and eventowns
[NO] 927/1929 | MINDS survey of silicates in T Tauri disks: Correlation between dust and gas
[NO] 928/1929 | Weighing Timed Regular Languages: The Final Step (long version)
[NO] 929/1929 | Continuity of projected maps of heteroclinic networks in $\mathbb{R}^{4}$
[YES] 930/1929 | Zorya: Automated Concolic Execution of Single-Threaded Go Binaries
[NO] 931/1929 | Every Word You Read: An Analysis of First-party Tracking on Kobo e-readers
[NO] 932/1929 | Adaptive Multi-User Scheduling for Large Language Model Inference on HBM-Based Processing-in-Memory Accelerators
[NO] 933/1929 | Towards Superhuman Imitation Learning for Sequential Head-and-Neck Cancer Treatment Decisions
[NO] 934/1929 | Early-Stage Product Line Validation Using LLMs: A Study on Semi-Formal Blueprint Analysis
[NO] 935/1929 | Calibration of Personality-Based Recommender Systems: Balancing Relevance and Diversity
[NO] 936/1929 | Analyzing Coarse-to-fine Generation of Diffusion Models through Image Editing Perspectives
[NO] 937/1929 | Beyond Disambiguation: Mapping and Quantifying Multilingual Polysemy Complexity
[NO] 938/1929 | SNARGs for NP and Non-signaling PCPs, Revisited
[NO] 939/1929 | IEEE Copyright and Consent Form
[NO] 940/1929 | ICCAR 2026 Cover Page
[NO] 941/1929 | 2026 8th International Conference on Information Science, Electrical and Automation Engineering (ISEAE)
[NO] 942/1929 | 2026 17th Student Research Conference on Applied Computing (SRC)
[NO] 943/1929 | Design of a Novel Microwave Resonant-Cavity Plasma Reactor Based on a Circular Antenna Array
[NO] 944/1929 | DFT-s-OFDM with Chirping for Integrated Sensing and Communications in 6G and Beyond
[NO] 945/1929 | Why is Cooperative ISAC Needed for 6G?
[NO] 946/1929 | Octopus-Inspired Embodied Tactile Intelligence: A Universally Calibrated Miniature Vision-Based Suction Cup
[NO] 947/1929 | MNOT-Planner: Time-Optimal Trajectories for Nonholonomic Multivehicle Using Nonhomotopic Trajectories Guidance
[NO] 948/1929 | Supercontinuum-Assisted Self-Third-Harmonic Generation in Ta2O5 Waveguides Revealed by Phase Matching and Spatial-Mode Analysis
[NO] 949/1929 | ThermalCC: Robust Crowd Counting by Relying Solely on UAV Thermal Imaging
[NO] 950/1929 | A Closed Loop Model Predictive Control for Beamforming in RIS-aided Communications
[NO] 951/1929 | Student-Centered Instruction in Undergraduate Electromagnetics: A Three-Subject Experience Across Two Campuses_supp1-3701307.pdf
[NO] 952/1929 | Abnormal Voltage Compensation for Phase-shifted PWM-based Multi-sampled Cascaded H-bridge Converters in EV Fast Charging Stations
[NO] 953/1929 | Automated Denoising of Mammographic Microcalcifications Using Wavelet-Based Attention Deep Network for the Medical Internet of Things
[NO] 954/1929 | Heterogeneous Graph-Based Partner Recommendation for EU Framework Programmes
[NO] 955/1929 | Cooperative and Distributed Interference Mitigation for Private 5G IoT in CBRS GAA Tier
[NO] 956/1929 | Tactile Sensing for Wheeled Robot Navigation in Open Worlds: A Simple yet Robust Approach
[NO] 957/1929 | Passive Broadband Achromaticity in Fiber-Integrated Multifocal Metalens via Flat-Top Energy Window
[NO] 958/1929 | An Optimal Algorithm for Stochastic Vertex Cover
[NO] 959/1929 | Performance Analysis and Optimization of FAS-ARIS Communications for 6G: System Modeling and Analytical Insights
[NO] 960/1929 | Superquadratic Lower Bounds for Depth-2 Linear Threshold Circuits
[NO] 961/1929 | Reviving Thorup’s Shortcut Conjecture
[NO] 962/1929 | Provable Long-Range Benefits of Next-Token Prediction
[NO] 963/1929 | Improved Pseudorandom Codes from Permuted Puzzles
[NO] 964/1929 | Closure under Factorization from a Result of Furstenberg
[NO] 965/1929 | Determination of the Fifth Busy Beaver Value
[NO] 966/1929 | Blind Watermarking for Tabular Datasets in Machine Learning: A Primary Key Free Method
[NO] 967/1929 | Epidemic Event Extraction from News Media using Large Language Models
[NO] 968/1929 | Robust H
                    <sub>∞</sub>
                    Estimation for Nonlinear Complex Networks With Dynamic Links and Integral Measurements*
[NO] 969/1929 | Hybrid Renewable Energy Systems with Demand Response Integration
[NO] 970/1929 | AI-Enabled Cognitive Automata Framework for Self-Adaptive Orchestration in Hybrid Cloud–Edge IoMT Healthcare Systems
[NO] 971/1929 | Weather Pattern Analysis for Corn Yield Explainability
[NO] 972/1929 | A Comparative Study of Lightweight Python Web Frameworks for Undergraduate Beginners
[NO] 973/1929 | Locomotion Design and Experimental Validation of a 10-Ton-Class Firefighting Hexapod Robot
[NO] 974/1929 | Navigating the Future: AI in Shipping, Its Challenges and Legal Considerations
[NO] 975/1929 | Development of Attribute-Based Cryptographic Mechanism for Secure Medical Data Retention in Cloud Systems
[NO] 976/1929 | AI-Driven Cyber-Physical Systems for Obstacle Avoidance in Robotic Caregivers: A Comprehensive Framework for Enhanced Human-Robot Interaction
[NO] 977/1929 | A Gated Multi-Modal Fusion Framework Via Mixture of Experts for Environment-Aware UAV Detection
[NO] 978/1929 | Operational Scenario Generation for Microgrids using Generative Adversarial Networks and Improved Mean-Shift Clustering
[NO] 979/1929 | Leveraging Artificial Intelligence Model in Human Resources for Service Sector Organizations
[NO] 980/1929 | Federated Edge-AI and Digital Twin-Enabled IoT Framework for Real-Time Landslide Prediction and Multi-Modal Early Warning Systems in Arid and Mountainous Regions
[NO] 981/1929 | Deep Learning Framework for Overcrowding Detection and Stampede Mitigation
[NO] 982/1929 | Integration of AI and IoT in Transforming Customer Experience for Digital Marketing
[NO] 983/1929 | Real-Time Agricultural Environment Monitoring with ESP32 and Cloud Security
[NO] 984/1929 | IoT Integrated Dual-Side Water Pumping System For Sustainable Agriculture
[NO] 985/1929 | Intelligent Big Data Analytics Framework for Scalable and Real-Time Data Processing in Distributed Systems
[NO] 986/1929 | DualRateECGNet: Multi-Rate Latent State Estimation for Contactless ECG Reconstruction from mmWave Radar
[NO] 987/1929 | A Novel Approach to Active Directory Management using AI-Driven Identity and Access Management for Enhanced Enterprise Security
[NO] 988/1929 | Performance Evaluation of Floating Solar Power Projects in India Using Multi-Criteria Decisionmaking Techniques
[NO] 989/1929 | Dynamic Output Feedback RMPC for NCSs under Round-Robin Protocol subject to Hybrid Attacks
[NO] 990/1929 | Machine Learning for Air Quality Monitoring with Low-Cost Sensors: Evaluating Calibration Approaches Through Relative Expanded Uncertainty
[NO] 991/1929 | SDAF: An Anti-Forgetting Federated Learning Framework for Anomaly Traffic Detection
[NO] 992/1929 | Exploring University Students Behavioral Intentions Toward Generative AI
[NO] 993/1929 | Predicting Social Media Addiction Among University Students Via Stacking Ensemble Machine Learning Models: A Comparative Study
[NO] 994/1929 | Fusing Instance-Based and Density-Based Learning for Enhanced Accident Prediction
[NO] 995/1929 | A High-Risk Prediction Method for Coal Mine Fires Incorporating Path-Coupled Features
[NO] 996/1929 | Understanding Consumer Trade-Offs in the Adoption of IoT Services: Privacy Concerns vs. Perceived Benefits in the Indian Context
[NO] 997/1929 | Adaptive Resource Management and Security in Fog-Based IoT Healthcare Systems
[NO] 998/1929 | Artificial Intelligence for A Greener Planet: Tackling Climate Change with Technology
[NO] 999/1929 | Distillation-Driven Graph Recommendation by Unifying Local and Global Signals
[NO] 1000/1929 | Real-Time Fire Detection Using a Computer Vision-Based YOLOv11 Model on Raspberry Pi 5
[NO] 1001/1929 | Traffic Congestion Management Techniques
[NO] 1002/1929 | Improved ECC Algorithm Based on Dynamic Base Point and Dynamic Private Key and Its Application in Remote Capacity Verification Communication in Substations
[NO] 1003/1929 | Fault-Tolerant Trajectory Tracking for Quadrotor UAVs via Sliding Mode Control
[NO] 1004/1929 | Exploring the Human–AI Interface in Recruitment: A Qualitative Study of Chatbots in HRM
[NO] 1005/1929 | PROMISE-Net: A Progressive Contextual Multi-Scale Integrated Network for Accurate Lung Nodule Segmentation and Classification
[NO] 1006/1929 | Enhancing Collaborative Robotics through Large Language Model Integration: A Vision-Guided Approach Using ROS MCP Server
[NO] 1007/1929 | The Rise of Mobile-First Financial Ecosystems through Telecom and Fintech Integration
[NO] 1008/1929 | Design and Implementation of a Dual-Input Boost Converter with a State-Space MPPT Controller
[NO] 1009/1929 | Machine Learning–Based Access Quality Prediction and Trigger-Based Mitigation in Wi-Fi Networks
[NO] 1010/1929 | A Hierarchical Virtual Machine Scheduling Algorithm for Multi-Zone Heterogeneous Environments
[NO] 1011/1929 | Skin Lesion Classification for Melanoma Detection Using Pretrained CNN Architectures
[NO] 1012/1929 | Electromechanical Coupling Modeling of Piezoelectric-Electromagnetic Vibration Energy Harvesters Under Transmission Line Micro-Wind Vibration
[NO] 1013/1929 | 3A Novel EnvAdaptive-CFAR Radar Target Detection Method in Extreme Environments
[NO] 1014/1929 | Adasa: Cross-Domain Deepfake Detection Using Multi-Stream Multimodal Fusion
[NO] 1015/1929 | Initial Development of Fault Tolerant Agricultural Robotic System using ROS2
[NO] 1016/1929 | Nyaya Panchayats in India: A Study of Their Role, Effectiveness, and Future Prospects
[NO] 1017/1929 | A Bayesian Hyperparameter Optimization Approach for SVM Based Islanding Detection in Microgrids
[NO] 1018/1929 | Gen AI - Enhanced IIOT System for Automated Carbon Monitoring and Hazard Prediction
[NO] 1019/1929 | A Unified Big Data Analytics Framework using AutoML and Deep Learning for Real-time Business Intelligence
[NO] 1020/1929 | LoRa-based IoT System for Remote Phytosanitary Monitoring in Agriculture
[NO] 1021/1929 | Design and Simulation of Automated Dual Rotor Mechanism on Solar Powered Sugarcane Harvesting
[NO] 1022/1929 | Route Visualization and Smart Navigation Aid for Dense Urban Areas Using Google Maps and Street View Integration
[NO] 1023/1929 | Impact of Demographic Variables on Attitudes, Norms, and Behavioral Control in Health Product Buying
[NO] 1024/1929 | Deep Learning Framework (DLF) for Video Analysis for anomaly applying Techniques on Edge Devices, Leveraging Multimodal Fusion and Self-Supervised Machine Learning to Reduce Dependence on Datasets for Deduction in Chilli Crop Cultivation
[NO] 1025/1929 | A Data-Driven Artificial Intelligence and Business Analytics Model for Optimizing Fertilizer Use in Precision Agriculture
[NO] 1026/1929 | EduVault: A Blockchain-Based Framework for Secure Academic Credential Management and Verification
[NO] 1027/1929 | Task-Driven Semantic Compression for Underwater Robotic Vision: A Multi-Task Deep Learning Framework
[NO] 1028/1929 | A TVAE-Driven Data Augmentation and Explainable Ensemble Framework for Early Gallstone Disease Detection
[NO] 1029/1929 | A Subjective Logic-based method for runtime confidence updates in safety arguments
[NO] 1030/1929 | ShipNN: On-Device, Ship Identification from Underwater Noise
[NO] 1031/1929 | Referral Required: When AI Blocks Access to Human Doctors
[NO] 1032/1929 | TransExplain-LD: Emotion-Aware and Explainable Machine Translation with Adaptive Latent Depth
[NO] 1033/1929 | Sustaining Bε-Tree Efficiency on Single-Access-Port Racetrack Memory in Cyber-Physical System
[NO] 1034/1929 | Data Stream Processing Effectiveness in Heterogeneous Computing Environments
[NO] 1035/1929 | APIMatch-ATT&amp;CK: Automatically Mapping Android APIs to MITRE ATT&amp;CK Techniques
[NO] 1036/1929 | A Modular UAV-Based Framework for Apple Detection and Yield Extrapolation from 3D Point Clouds
[NO] 1037/1929 | DEG-Net: An Efficient Deep Neural Network for Railway Track Crack Segmentation
[NO] 1038/1929 | FENDT 2025 Commentary
[NO] 1039/1929 | Memory Reallocation with Polylogarithmic Overhead
[NO] 1040/1929 | A Unified Approach to Memory-Sample Tradeoffs for Detecting Planted Structures
[NO] 1041/1929 | Learning Read-Once Determinants and the Principal Minor Assignment Problem
[NO] 1042/1929 | Sublogarithmic Distributed Vertex Coloring with Optimal Number of Colors
[NO] 1043/1929 | Borsuk-Ulam and Replicable Learning of Large-Margin Halfspaces
[NO] 1044/1929 | Secretary, Prophet, and Stochastic Probing via Big-Decisions-First
[NO] 1045/1929 | Introducing IEEE Collabratec
[NO] 1046/1929 | Efficient Attention-Mamba Trajectory Prediction for Intelligent Vehicles Based on Self-Supervised Learning
[NO] 1047/1929 | Active Neutral Point Clamped Configured Topologies with Equal and Unequal Step Voltages: Topological Derivation and Performance Assessment
[NO] 1048/1929 | Multilevel Converter based PV-system with Low-voltage Global Maximum Power Point Tracking during Partial Shading
[NO] 1049/1929 | Vibration of Soft, Twisted Beams for Underactuated Quadrupedal Locomotion_supp1-3686693.mp4
[NO] 1050/1929 | Single-Stage Instance Segmentation Survey: A “1+2+3” Technical Framework
[NO] 1051/1929 | Performance Analysis on Hybrid NOMA under Varying Channel Conditions
[NO] 1052/1929 | BIFFNet: Bi-Branch Interaction and Frequency-Domain Feature-Enhanced Network for Remote Sensing Change Detection
[NO] 1053/1929 | A Location-Sensitive Gaussian Attention Transformer Method for Hyperspectral Target Detection
[NO] 1054/1929 | IEEE Copyright and Consent Form
[NO] 1055/1929 | Structure-Aware Diffusion Policy for Bimanual Cooperative Manipulation_supp1-3701562.mp4
[NO] 1056/1929 | PIVOT: A Framework for High-Fidelity Facade PV Layouts via Generative Seeding and Differentiable Optimization
[NO] 1057/1929 | Polarization-Stable Conformal FSS for ISM-Band (5.8 GHz) EMI Shielding in Conformal IoMT Devices
[NO] 1058/1929 | Beyond Artifacts: Enhancing Morphing Attack Detection with Beauty Latent Features
[NO] 1059/1929 | Control-Integrated Pipeline for Diseasome Analysis: A Case Study on Hypertension Comorbidities in U.S. Veterans_supp7-3698948.pdf
[NO] 1060/1929 | Keynote 1 - Think global, Act local: An alternative approach to social networking
[NO] 1061/1929 | IEEE Copyright and Consent Form
[NO] 1062/1929 | IEEE Copyright and Consent Form
[NO] 1063/1929 | IEEE Copyright and Consent Form
[NO] 1064/1929 | Co-deterioration Study of Nanoparticle-Modified Oil-Paper Insulation Systems Under Electric and Thermal Fields Based on Molecular Dynamics
[NO] 1065/1929 | Deadline-Driven Deterministic Wireless Communication for Time-Sensitive Industrial Cyber-Physical Systems
[NO] 1066/1929 | Learning to Detect Baked Goods with Limited Supervision
[NO] 1067/1929 | Spatio-Temporal Analysis of Traffic Accidents in Bahrain using Geographic Information System
[NO] 1068/1929 | Design of a Low-Noise Wideband Preamplifier Based on Multiple Discrete Current Sources
[NO] 1069/1929 | A Hybrid Monkey Spider Optimization Approach for Economic Load Dispatch with Renewable Energy
[NO] 1070/1929 | From Isolation to Integration: Road Infrastructure Development and Economic Growth of Eastern and North-Eastern States of India
[NO] 1071/1929 | AI-Powered Circular Economy: Towards More Sustainable and Efficient Industrial Operations
[NO] 1072/1929 | AI-Powered Smart Defect Detection System for Printed Circuit Boards
[NO] 1073/1929 | Optimizing End-to-End Communication Latency in UAV-Satellite Integrated Networks
[NO] 1074/1929 | The Convergence of AIML, Humanoid Robotics, and the Metaverse: A Framework for Next-Generation Consumer Engagement
[NO] 1075/1929 | Optimization of Material Allocation in a Dedicated Storage System Using a Linear Programming Model
[NO] 1076/1929 | Handwritten Morse Code Recognition Using Convolutional Neural Networks
[NO] 1077/1929 | Unveiling Factors Influencing University Students’ Intention to Adopt AI-Based Teaching Assistance
[NO] 1078/1929 | Smart Cloud and IoT Architectures for AI-Powered Personalization and Scientific Data Systems
[NO] 1079/1929 | How Low Can Medical Llms Go? an Empirical Study of Low-Bit Quantization
[NO] 1080/1929 | Blind Separation Algorithm for Convolutive Frequency-Hopping Signals Based on Dynamic Step-size IVA
[NO] 1081/1929 | Classic and Quantum Task-Based Intelligent Runtime for QIRs Running on Multiple QPUs
[NO] 1082/1929 | Large Language Model Driven Clinical Knowledge Graph Enhancing Medical Decision Accuracy
[NO] 1083/1929 | Improved CBBA for Multi-AUV Task Allocation Under Weak Acoustic Communication Using a Five-Regime Evaluation with 6-DOF Dynamics
[NO] 1084/1929 | Enhancing Cross-Border Financial Transactions with AI-Driven Blockchain Solutions - A Deep Neural Network Approach
[NO] 1085/1929 | DCS-Based Coal Feed Control for Variable-Load Power Units
[NO] 1086/1929 | A Data Driven Approach to Analyze Crime Data of Los Angeles
[NO] 1087/1929 | A Programmable CRISPR-Phage Strategy to Disable Antibiotic Resistance and Biofilm Formation in Pseudomonas aeruginosa
[NO] 1088/1929 | An enhanced Lightweight Key Synchronization scheme for Secure IoT Communication in smart cities
[NO] 1089/1929 | Study on the Detection and Tracking of Broken Pavement Using YOLO Based on Retinex Image Processing
[NO] 1090/1929 | Intelligent Human Detection for Efficient Disaster Response
[NO] 1091/1929 | STAMICS: Splat, Track and Map with Integrated Consistency and Semantics for Dense RGB-D SLAM
[NO] 1092/1929 | Benchmarking the Benchmarks for Quantum Code Generation with LLMs
[NO] 1093/1929 | Welding Robot Selection in Automotive Seat Frame Manufacturing: Pythagorean Fuzzy Analytic Hierarchy Process
[NO] 1094/1929 | Innovation in Educational Media: Development of Augmented Reality-Based Multimedia Flashcards for Introducing Yogyakarta's Local Culture
[NO] 1095/1929 | Design and Optimization of Rocker Arm of Diesel Engines by Using Finite Element Method
[NO] 1096/1929 | Depression Detection Using Social Media and Multimodal Data: Toward Explainable and Fair Deep Learning Advances
[NO] 1097/1929 | Lightweight and Explainable Phishing URL Detection Using Feature Selection and XGBoost
[NO] 1098/1929 | A Robust Incremental Deadbeat Predictive Current Control for SPMSM With Double-Weighted Compensation
[NO] 1099/1929 | Evaluating the Environmental and Occupational Impact of Work-From-Home Practices: A Sustainable Shift in Post-Pandemic Workforce Dynamic
[NO] 1100/1929 | Three-Vector MPCC-LADRC Cascade Control Strategy and Performance Analysis for Permanent Magnet Synchronous Motors
[NO] 1101/1929 | Model of a Linear NEMS Comb Drive Accelerator for MAC Operations
[NO] 1102/1929 | A Smart On-Site Verification System for 220-kV Voltage Transformers With Multi-Source Data Fusion and Credibility Assessment
[NO] 1103/1929 | Federated Learning and Differential Privacy Preserve for Precise Disease Prediction
[NO] 1104/1929 | Trajectory Optimization of AUV for Oil Spill Monitoring Based on ConvLSTM Environmental Prediction*
[NO] 1105/1929 | Enhancing Secondary Use of Health Data in Finland – Environments, Costs, and Potential EHDS Implementation Challenges
[NO] 1106/1929 | IoT Participants Clustering to Reduce Heterogeneity and Accelerate Federated Learning
[NO] 1107/1929 | Digital Twin-Based Motor Speed Ripple Control System with AI-Driven Virtual Sensing and Reinforcement Learning
[NO] 1108/1929 | A Multi-Agent LLM Framework for Design Space Exploration in Autonomous Driving Systems
[NO] 1109/1929 | Approximating Gains-from-Trade in Matching Markets
[NO] 1110/1929 | Control-Integrated Pipeline for Diseasome Analysis: A Case Study on Hypertension Comorbidities in U.S. Veterans_supp5-3698948.csv
