[2026-06-30 11:45:31] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-29
正在获取论文...
[arXiv] 2026-06-29 | Real-Time Underwater Image Enhancement via Frequency-Guided Dual-Path Attention
[NO] 879/1986 | ARKD: Adaptive Reinforcement Learning-Guided Bidirectional KL Divergence Distillation for Text Generation
[NO] 880/1986 | Mass-Varying Dark Matter Induced Scalarization and Scalar Clouds around Black Holes
[NO] 881/1986 | LEOSTP: A Spatio-Temporal Traffic Prediction Framework for LEO Satellite Networks
[NO] 882/1986 | Bricker to BRACE: A Bracket Exposure RAW Dataset and Restoration Model for Flicker-Banding
[NO] 883/1986 | Flow invariant Runge domains and global linearization of holomorphic vector fields
[NO] 884/1986 | Robust Trajectory Distillation: Hybrid Reweighting Meets Teacher-Inspired Targets
[NO] 885/1986 | Sensitivity, Informativeness, and Misspecification in GMM Estimation
[NO] 886/1986 | Data-Driven Modeling and Control for Tethered Space Systems with Koopman-Informed Graphs
[NO] 887/1986 | Continuous-Time Information Design for Hurricane Evacuation: Disclosure, Congestion, and Optimal Phasing under Model Uncertainty
[NO] 888/1986 | On modified anti-Gaussian rules for Jacobi weight functions
[NO] 889/1986 | The role of mass transfer efficiency in stability criteria: Implementation in SEVN and a test on blue stragglers and binary compact objects
[NO] 890/1986 | Rehearsed Multi-Agent Live Product Demonstrations with Real-Time Voice Question Answering
[NO] 891/1986 | PromptGNN-sim: Deep Fusion and Alignment of GNN and LLMs for Text-Attributed Graph Learning
[NO] 892/1986 | Streak detection in the VST/OmegaCAM archive using deep learning
[NO] 893/1986 | Quantum Lazy Sampling and Path Recording for Any Group
[NO] 894/1986 | Intermediate Text Representation Guided Text-to-Image Generation for Enhancing One-and-Only Alignment
[NO] 895/1986 | EMPATH: A Multilingual Auditor-Judge Benchmark for Safety Evaluation of Emotional-Support Chatbots
[NO] 896/1986 | Sparse Sensor Placement in Multi-Agent Reinforcement Learning Control of Rayleigh-Bénard Convection
[NO] 897/1986 | Boron-assisted stabilization of low-resistivity mixed-valence Cu-O thin films prepared by reactive magnetron sputtering
[NO] 898/1986 | Structured Solutions of Prime-Base Binomial Congruences
[NO] 899/1986 | Fast Adaptive Tensor Methods Under Local Smoothness
[NO] 900/1986 | Multiparameter Quantum Estimation and Degeneracy Structure in Three-Flavor Neutrino Oscillations
[NO] 901/1986 | From Accuracy to Visual Dependence: Auditing and Filtering Modality Collapse in Traffic VideoQA
[NO] 902/1986 | Efficient RGB-T Object Detection via Sparse Cross-Modality Fusion
[NO] 903/1986 | A Multi Center Breast FNAC Whole-Slide Cytology Dataset for AI-Assisted Patch-Wise Classification Using C1 to C5 Reporting Categories
[NO] 904/1986 | FBench: A Flexible Benchmark for CFG-Based What-If Exploration of HPC I/O Patterns
[NO] 905/1986 | On integers of the form \(p+F_{2^k}+F_q\)
[NO] 906/1986 | Spin-orbit coupling induced geometric squeezing in rotating Bose-Einstein condensates
[NO] 907/1986 | Stable complete coordinates for multisets of points via basic $r$-symmetric tropical polynomials
[NO] 908/1986 | Test of a partly instrumented highly compact and granular electromagnetic calorimeter in an electron beam of 1 to 6 GeV
[NO] 909/1986 | End-to-End Abstraction-Based Control with LLM-Enhanced NL-to-LTL Translation
[NO] 910/1986 | On the diffraction spectrum of the set of visible points in lattices and certain cut-and-project sets
[NO] 911/1986 | Hyper-Network Neural Functional Maps for Unsupervised Robust 3D Shape Matching
[NO] 912/1986 | The Impact of Non-Gaussian Line Spread Functions on Stellar Kinematic Recovery: Consequences for Dynamical Models
[NO] 913/1986 | Seismic full waveform inversion via a physics-guided Fourier representation neural network
[NO] 914/1986 | SciIR: A Large-scale Training Dataset and Benchmark for Scientific Image Reasoning Generation
[NO] 915/1986 | TacEvo: Self-Evolving Architecture Discovery for Robotic Tactile Perception via LLM-Driven Quality-Diversity Search
[NO] 916/1986 | SIR: Structured Image Representations for Explainable Robot Learning
[NO] 917/1986 | Binary Signal Recovery in Undersampling: Iterative SDP with Majority Voting and Successive Interference Cancellation
[NO] 918/1986 | Anomalous Duffing mechanics of a suspended carbon nanotube quantum dot at ultrastrong coupling
[NO] 919/1986 | Information Dynamics of Language Communication
[NO] 920/1986 | SAT-RTS: A systematic framework for tactical knowledge extraction and visualization-based analysis in real-time strategy games
[NO] 921/1986 | Surjective Stability of Dickson-Siegel-Eichler-Roy Elementary Orthogonal Group
[NO] 922/1986 | Strong Stellar Diffusion from Wave DM Cosmological Simulation and Potential Unified Origin for dSphs, UFGs, and UDGs
[NO] 923/1986 | Energy-Aware Scheduling for Serverless LLM Serving on Shared GPUs
[NO] 924/1986 | SN 2019vxm: A luminous and long-lived Type IIn supernova with early flash-ionisation features
[NO] 925/1986 | Baryon Light-Cone Distribution Amplitudes from Lattice QCD: Formalism, Renormalization, Extrapolation, and Matching
[NO] 926/1986 | A note on the maximal covering location problem with customer preference ordering
[NO] 927/1986 | MaDI-Bench: An End-to-End Data Integration Benchmark
[NO] 928/1986 | Traveling and Dispersive Shock Waves in a Two-Dimensional Fermi-Pasta-Ulam-Tsingou Lattice
[NO] 929/1986 | DRIFT: Difficulty Routing Self-DIstillation with Rhythm-Gated Exploration and Success BuFfer Training
[NO] 930/1986 | A note on the holographic consistency of DGKT-type vacua with $h^{2,1}=0$
[NO] 931/1986 | Size Effects in the Strong-Field Ionization and Dissociation Dynamics of (H$_2$O)$_n$ (n=1-4)
[NO] 932/1986 | Extrapolating from Regularised Solutions for Solving Ill-Conditioned Linear Systems in Machine Learning
[NO] 933/1986 | How do Execution Features Improve Statistical Fault Localization? An Empirical Study
[NO] 934/1986 | Authentication in Quantum Networks
[NO] 935/1986 | D-brane tension as central charge
[NO] 936/1986 | Tuning-Free Efficient Estimation for Multi-Source Data via Covariance-Aware Shrinkage
[NO] 937/1986 | Reweighting Framewise Attention in Video Transformers for Facial Expression Understanding
[NO] 938/1986 | A thermal representation for conformal ladder integrals
[NO] 939/1986 | Concept Catalyst: Exploring Scrutable Interfaces to Structure K-12 Teacher Interactions with Generative AI
[NO] 940/1986 | A proof of Seymour's second neighborhood conjecture for oriented graphs with minimum out-degree equal to 7
[NO] 941/1986 | Excitons in Large Disordered Boron-Nitride Layer using Linear-Scaling Bethe-Salpeter Simulations
[NO] 942/1986 | Semantic Noise Aided Secure Image Transmission over MIMO Fading Channels
[NO] 943/1986 | MeloDISinger: Melody-Aware & Duration-Preserving Singing Voice Editing with Audio Infilling
[NO] 944/1986 | Uncertainty-Aware Generation and Decision-Making Under Ambiguity
[NO] 945/1986 | The Fundamental Limits of Valid Transport Map Estimation
[NO] 946/1986 | Attractor States Emerge in Multi-Turn LLM Conversations
[NO] 947/1986 | Towards World Model-Empowered Integrated Sensing, Communication, and Decision for Complex Unmanned Systems
[NO] 948/1986 | EcoVideo: Entropy-Orchestrated Video Generation Paradigm in Cloud-Edge Dynamics
[NO] 949/1986 | SubEdge: A Subscriber-Centric Edge Computing Subsystem in 6G Networks for AI
[NO] 950/1986 | COSM: A Cooperative Scheduling Framework for Concurrent PIM and CPU Execution on Mobile Devices
[NO] 951/1986 | Wave-Driven Mixing Enhanced by Rotation in Red Giant Branch Stars
[NO] 952/1986 | Synthesizability and Mechanical Properties of High-Entropy Borides: First-Principles and Machine Learning Studies
[NO] 953/1986 | Role of Single Chemical Heterogeneities in Generating Anisotropic Tactile Sensitivity and Soft Sliding Friction Phenomena
[NO] 954/1986 | Universal distance modes from DESI BAO and Type Ia supernovae: what do cosmological rulers actually measure?
[NO] 955/1986 | The Illusion of Agentic Complexity in README.md Generation: Evaluating Single-Agent vs. Multi-Agent RAG Systems
[NO] 956/1986 | Nonequilibrium Andreev transport at the QGP-2SC interface
[NO] 957/1986 | High-Resolution Flood Mapping With Sentinel-1 and Sentinel-2 via Misalignment-Robust Cross-Sensor Learning and Generative Despeckling
[NO] 958/1986 | Muon learns balanced solutions in matrix factorization without slow saddle-to-saddle dynamics
[NO] 959/1986 | The Role of the Volume in Black Hole Thermodynamics
[NO] 960/1986 | Exterior Algebra and an Extension of the Feng-Sun-Xiang Theorem in $p$-groups
[NO] 961/1986 | Discovering Collaboration from Novelty: Random Network Distillation for Clustered Federated Learning
[NO] 962/1986 | McMg: A Learned Phase-Space Multi-channel Multigrid Preconditioner for Helmholtz Equation
[NO] 963/1986 | PS-MOT: Cultivating Instance Awareness from Point Seeds for Multi-Object Tracking
[NO] 964/1986 | FR-DETR: Frequency and Recurrent Feature Refinement for Robust Object Detection under Adverse Weather
[NO] 965/1986 | Non-parametric recovery of causal diffusion mechanisms from steady-state observations
[NO] 966/1986 | Cross-Resolution Semantic Transfer for Robust Text-to-Image Retrieval in Low-Resolution Surveillance
[NO] 967/1986 | Vision-Language-Action Models: Experimental Insights from a Real-World UR5 Platform
[NO] 968/1986 | The FIL Hypothesis: Inductive Biases Help with Kernel Engineering
[NO] 969/1986 | Robust and Efficient Monocular 3D Gaussian SLAM for Kilometer-Scale Outdoor Scenes
[NO] 970/1986 | Loop-level dipole currents and the renormalized hard celestial current algebra in QED
[NO] 971/1986 | CAN We Trust Your Results? A Cross-Dataset Study of Automotive IDS Evaluation
[NO] 972/1986 | OWMDrive: Causality-Aware End-to-End Autonomous Driving via 4D Occupancy World Model
[NO] 973/1986 | Berge tight cycles of all lengths in hypergraphs
[NO] 974/1986 | Quantum-enhanced Monte Carlo Tree Search framework for combinatorial optimization problems
[NO] 975/1986 | The entropy-degree theorem for Alexandrov spaces
[NO] 976/1986 | Quantum Computations on Fusion Blanket Molten Salts
[NO] 977/1986 | Pulses, waves, and cascades in collective migration dynamics
[NO] 978/1986 | MAS-Lab: A Specification-Driven Validation Framework for Reliable Multi-Agent Systems
[NO] 979/1986 | A Classifier-Agnostic Zero-Shot Adversarial Attack Detection via CLIP
[NO] 980/1986 | GLTCAM: Concept of Multi-color Millimeter and Submillimeter Camera for the Greenland Telescope
[NO] 981/1986 | Construction of Nuclear Covariant Energy Density Functional from A Physics-Guaranteed Neural Network Approach
[NO] 982/1986 | SIMAX: A Scalable and Interpretable Framework for Multi-Fidelity and Annotated Clinician-Patient Dialogue Simulation
[NO] 983/1986 | Compact deep learning pipeline for particle track reconstruction in the pCT detector system
[NO] 984/1986 | Lighting Up the CGM: Strong, Jet-Aligned $Hα$ Emission around Radio Galaxies
[NO] 985/1986 | GIGA-Lens 2.0: Strong-Lens Modeling on Multiple GPU Nodes
[NO] 986/1986 | The Conway knot has infinite concordance order
[NO] 987/1986 | CoCo-SCR: Covisibility-Centric Scene Coordinate Regression for Large-Scale UAV Visual Localization
[NO] 988/1986 | DACE-Net: Detail-Aware Calibrated Enhancement Network for Building Change Detection
[NO] 989/1986 | Recognition and Impact Evaluation of Dust UTXO Transaction Fee Behaviors on the Bitcoin Blockchain
[NO] 990/1986 | From Cradle to Cloud: A Life Cycle Review of AI's Environmental Footprint
[NO] 991/1986 | Design and Reliability Assessment of a Reconfigurable Tunneling Device for Ultra Low-Power Applications
[NO] 992/1986 | BioMutFed+: Mutation-Driven Federated Learning for IIoT
[NO] 993/1986 | LLM-Enhanced Accumulated Learning Prediction for Evolutionary Dynamic Multiobjective Optimization
[NO] 994/1986 | Water-KAN: Efficient Underwater Image Enhancement via Kolmogorov-Arnold Networks
[NO] 995/1986 | Optimizing Energy Performance Estimation in Residential Buildings With PCA Based Tree Ensembles
[NO] 996/1986 | C
                    <scp>ounter</scp>
                    F
                    <scp>ace</scp>
                    : A Synthetic Face Dataset for Fine-Grained Counterfactual Evaluation of Face Recognition Systems
[NO] 997/1986 | Index
[NO] 998/1986 | Proving Use Requirements of Interactive Systems with Remote Monitoring and Control Capabilities EICS024
[NO] 999/1986 | PACMCGIT V9N3, SIGGRAPH Art Papers, July 2026 Editorial 25e
[NO] 1000/1986 | Gorgon Loop: An Interactive Art Installation Revealing Algorithmic Judgment through Machine Vision and Generative Language 390
[NO] 1001/1986 | Light Architecture: Translating the AI Black Box into Immersive Experience 34
[NO] 1002/1986 | The Fragility of Moral Judgment in Large Language Models
[NO] 1003/1986 | Three Models of RLHF Annotation: Extension, Evidence, and Authority
[NO] 1004/1986 | When the Shield Became the Sword: Gendered Revenge Effects on Safety Platforms
[NO] 1005/1986 | Sustainable AI research? Researchers' perceptions of the environmental impact of AI and emissions-feedback tools
[NO] 1006/1986 | Taste for Privacy: How Context, Identity, and Lived-Experience Shape Information Sharing Preferences
[NO] 1007/1986 | Tradeoffs are Domain Dependent: Improving Accuracy and Fairness in Property Tax Assessments
[NO] 1008/1986 | A Neuro-Symbolic Framework for Legal Accountability in Public-Sector AI
[NO] 1009/1986 | Convolutional Neural Network Based Detection of Abnormal Business Behavior in Smart Grid Information System
[NO] 1010/1986 | Integrating Health Sensing into Cellular Networks: Human Sleep Monitoring Using 5G Signals
[NO] 1011/1986 | Model Complexity Must Match Data Regularity: Benchmarking LSTM, Attention, and Hybrid Models for Household Electricity Prediction
[NO] 1012/1986 | Classifying Student Course Evaluations with ChatGPT: Exploring LLMs for Educational Quality Assessment in Engineering Education
[NO] 1013/1986 | A Methodological Template for Explainable ML on Small Biomedical Datasets: Post-Split Augmentation and SHAP Analysis Applied to Parkinson's Gait
[NO] 1014/1986 | Project-Based Learning for Year 1 Students in the Context of Robotics and Artificial Intelligence: A Robotics Challenge
[NO] 1015/1986 | Evaluation of U.S. 5G Testbeds: Limitations, Trends, and Pathways to 6G
[NO] 1016/1986 | Feature-Index Disclosure in Encrypted Linear Screening
[NO] 1017/1986 | Deep-Tree: Integrating Deep Semantic Representation and Tree-based Ensembles for Cloud Resource Efficiency Prediction
[NO] 1018/1986 | Advancing STEM Education: Artificial Intelligence, Metaverse, and the Rise of Adaptive Learning Ecosystems
[NO] 1019/1986 | Toward Sustainable Development in Latin America: ESG, Innovation, and Engineering Education
[NO] 1020/1986 | Importance and Teaching of Simulation Skills at Electronics Engineering Students
[NO] 1021/1986 | WiLoc: Massive Measured Dataset of Wi-Fi Channel State Information with Application to Machine-Learning Based Localization
[NO] 1022/1986 | RESCUE: Opportunistic Online Scheduling of Model Retraining on Underutilized Edges
[NO] 1023/1986 | An Autonomous Navigation Framework Based on Dynamic Cognitive Maps and Large Language Models
[NO] 1024/1986 | LeJOT-AutoML: LLM-Driven Feature Engineering for Job Execution Time Prediction in Databricks Cost Optimization
[NO] 1025/1986 | The Impact of Project-Based Learning on First-Semester Software Engineering Students’ Sense of Community: A Mixed-Methods Study
[NO] 1026/1986 | EExApp: GNN-Based Reinforcement Learning for Radio Unit Energy Optimization in 5G O-RAN
[NO] 1027/1986 | PIR-DSN: A Decentralized Storage Network Supporting Private Information Retrieval
[NO] 1028/1986 | A Survey on Centrality in Satellite Networks
[NO] 1029/1986 | WIP: AI-Driven Support for Adaptive Learning in Computer Programming Education Based on Established Pedagogical Theories
[NO] 1030/1986 | Bridging Theory and Practice: Teaching Quantum Algorithms Through MATLAB
[NO] 1031/1986 | AI-Driven Autonomous Defense for Oil and Gas Critical Infrastructure: Reproducible Testbeds and Open Datasets for Cyber-Physical Resilience
[NO] 1032/1986 | FHECrafter: A Multi-Agent Framework for Automated Fully Homomorphic Encrypted Tensor Program Generation
[NO] 1033/1986 | Controlled Granularity Tuning for Log-Based Anomaly Detection in Converged HPC-Cloud Environments
[NO] 1034/1986 | Towards Education for All: Low-Cost Analog Communications Labs for the Global South
[NO] 1035/1986 | Comparative Study of Pose Estimation Techniques for Remote Range of Motion Monitoring in Healthcare
[NO] 1036/1986 | RSSIFilter: Selective RFID Tag Reading via RSSI Thresholding
[NO] 1037/1986 | C4-Symmetric Hooked-Arm Antenna with Multiband Scaling and Modal Reconfigurability
[NO] 1038/1986 | Three-Layer Defense Mechanism for Decentralized Federated Learning
[NO] 1039/1986 | Dual-Wavelength Q-Switched Fiber Laser Based on Cobalt Ditelluride Saturable Absorber
[NO] 1040/1986 | GLOW-TW: Full-Field Depth Estimation for Wide–Tele Heterogeneous Stereo
[NO] 1041/1986 | EEG-Conditioned Emotional Speech Synthesis with Grad-TTS
[NO] 1042/1986 | A Neuro-Symbolic Fusion Framework for Evaluating Knowledge Graph Support in Graph-RAG
[NO] 1043/1986 | MGOA-ReID: Multi-Granularity Occlusion-Aware Person Re-Identification with Self-Supervised Visibility Modeling
[NO] 1044/1986 | Communication Performance Evaluation in Complex Environments Based on Statistical Analysis and Multi-parameter Correlation
[NO] 1045/1986 | RadCloudSplat: Scatterer-Driven 3D Gaussian Splatting with Point-Cloud Priors for Radiomap Extrapolation
[NO] 1046/1986 | Acoustic RIS for Massive Spatial Multiplexing: Unleashing Degrees of Freedom and Capacity in Underwater Communications
[NO] 1047/1986 | Multi-Agent System for Orchestrating Retrieval and Multimodal Reasoning in Cloud Environments
[NO] 1048/1986 | Multi-Axis Evaluation of Adverse Drug Event Classification: Clinical Error Cost, Linguistic Failure Taxonomy, and Leakage-Corrected Benchmarks on ADE Corpus V2
[NO] 1049/1986 | Optimal exponents for the Schlick reflectance approximation
[NO] 1050/1986 | Infrastructure-Free Indoor Occupancy Estimation via Passive BLE Scanning EICS026
[NO] 1051/1986 | Context-Mediated Domain Adaptation in Multi-Agent Sensemaking Systems EICS003
[NO] 1052/1986 | <i>Making a Name for Myself</i>
                    : On Academic Naming Policies and their Impact
[NO] 1053/1986 | A Grid Fault Type Identification Method Based on Novel Features of LCL-type Inverter
[NO] 1054/1986 | A 90.9-dB SNDR Fourth-Order Fully Passive Bandpass Current-Integrating Noise-Shaping SAR Light-to-Digital Converter
[NO] 1055/1986 | A Graphene-Based Flexible Capacitive Respiratory Sensor With CMOS Readout Circuit
[NO] 1056/1986 | A Resilient and Optimization-Driven Approach to Enhancing Network Stability in Microgrid Distributed Control Under Denial-of-Service Attacks
[NO] 1057/1986 | When Even Experts Disagree: Human-in-the-Loop Evaluation of LLM-Generated Hypotheses for Learning Analytics
[NO] 1058/1986 | Physics-Informed RF Features for Bone Fracture Detection and Healing Classification: A Grouped Cross-Validation Study Using 2D-FDTD Simulation Across Five Anatomical Sites
[NO] 1059/1986 | Stacked Intelligent Metasurface for End-to-End OFDM System
[NO] 1060/1986 | Near-Field Beam Training for Cell-Free Networks Leveraging Distributed Angle Observations
[NO] 1061/1986 | Systemic Maturity – Measuring Intangibles through the SEM-ORB Methodology
[NO] 1062/1986 | From Templates to Agentic Reasoners: A Systematic Review of Automated Item Generation for Mathematics
[NO] 1063/1986 | HERO: Heterogeneous-agent rEinforcement learning-based Route Optimization for Green Transportation in IoVs
[NO] 1064/1986 | Reaction Kinetics and Gassing Tendency of Natural Ester FR3 Fluid under Thermal Stress
[NO] 1065/1986 | Iterative Optimization of Interface Conductivity on DC GIL Spacer Under Thermal Gradient
[NO] 1066/1986 | A Real-time Adaptive Path Planning Method for Robotic Full-coverage Polishing of Unknown-model Workpieces
[NO] 1067/1986 | MS-ResFormer: A Multi-Scale Residual Transformer Framework for TEM Denoising with Improved Late-Time Stability
[NO] 1068/1986 | Design Method of Quasi-Lumped Element Bandpass Filters Using Superconducting Coplanar Waveguide for Millimeter-Wave Multichroic Imaging
[NO] 1069/1986 | Meta-Learning for Predictive Modeling of Antimicrobial Resistance in Dynamic Healthcare Environments
[NO] 1070/1986 | Intensive Game Development Projects as a Learning Arena for AI Literacy and Critical Thinking
[NO] 1071/1986 | Magnetic Resonance Spectroscopy Deep Learning with Magnetic Resonance Background Generator Enables
                    <i>In Vivo</i>
                    Metabolite Quantification of Hepatic Encephalopathy
[NO] 1072/1986 | EAR-Net: Pursuing End-to-End Absolute Rotations from Multi-View Images
[NO] 1073/1986 | Expert Evaluation and the Limits of Human Feedback in Mental Health AI Safety Testing
[NO] 1074/1986 | AI-Driven Optimization of 5G Networks: Predicting Congestion and Faults Using ML Techniques
[NO] 1075/1986 | Generative AI in Engineering Education: Equity-Enhancing Tool or Digital Divide Deepener?
[NO] 1076/1986 | DEMO: Distributed Edge &amp; Split Learning for Energy-Aware Spatiotemporal Forecasting
[NO] 1077/1986 | Improving Angle-of-Arrival Bluetooth Indoor Positioning via Machine Learning Techniques
[NO] 1078/1986 | AI-Enhanced Curricula of Higher Education Institutions for Advancing Sustainable Development Goal 4: The IPEC Framework
[NO] 1079/1986 | Analyzing the Impact of Generative AI Assistants Use in Undergraduate Programming Courses
[NO] 1080/1986 | How Do Girls Use Generative AI?
[NO] 1081/1986 | GenAI-Driven Game and Viva Assessments for Software Engineering
[NO] 1082/1986 | Author-Guided, Hybrid LLM Dialogue Systems for Educational VR Simulations
[NO] 1083/1986 | Towards Asynchronous Client Collaboration in Personalized Federated Learning
[NO] 1084/1986 | mmWave-Aided Unified Speech Enhancement and Separation without Speaker Count Prior
[NO] 1085/1986 | Prompting Matters: Evaluating Strategies for LLM-based Vulnerability Detection
[NO] 1086/1986 | CrossModal-FatigueNet: A Cross-Modal Attention-Based Framework for Multimodal EEG-EOG Fatigue Detection
[NO] 1087/1986 | Curricular Innovation Through the Warfield Method Applied to Challenge-Based Learning
[NO] 1088/1986 | PicoTag: Enabling Generalized and Robust RF-Insensitive Sensing on COTS RFID Tags
[NO] 1089/1986 | A Multi-Model Framework for Conflict Detection in Sentiment Analysis of Software Engineering Texts
[NO] 1090/1986 | Behaviour Detection, Recognition and Reporting in a Formal Classroom
[NO] 1091/1986 | An Innovative Concept for Training Versatile Engineers in the Field of AI: A Perspective from the Russian Federation
[NO] 1092/1986 | Demo: Energy-Harvesting Multihop Sensor Networks With an Ultra-Low-Power Receiver-Initiated MAC
[NO] 1093/1986 | Autoencoder-Assisted Deep Spectral Learning for Hyperspectral Beverage Stain Classification
[NO] 1094/1986 | Prediction Uncertainty Guided Feature Modulation for Polyp Image Segmentation
[NO] 1095/1986 | A Cross-Modal Target Reconnaissance System Based on Visible and Near-Infrared Images
[NO] 1096/1986 | Critical Thinking and Prompt Engineering in the AI Era: From Understanding to Application in Higher Education
[NO] 1097/1986 | Learning by Doing: Experience with a Practical Course on Data-Driven Simulation and Digital Twins
[NO] 1098/1986 | Resilient Percentile-Driven Spectrum Sharing for NTN–TN Coexistence
[NO] 1099/1986 | Human-Computer Interaction Evaluation of Interaction-Zone-Based Digital Cabin Interfaces for Deep-Sea Manned Submersibles
[NO] 1100/1986 | Hyperion: Low-Latency Ultra-HD Video Analytics via Collaborative Vision Transformer Inference
[NO] 1101/1986 | Covert Multi-Hop LEO Routing Against Cyclic Feature Detectors via Controlled Delays
[NO] 1102/1986 | Artificial Intelligence Integration in Digital Twins Engineering: Workflow Patterns, Gaps, and Research Opportunities
[NO] 1103/1986 | Cultivating Critical Interrogators of AI: A Low-Code Python Pedagogy for non-IT Students
[NO] 1104/1986 | Cross-Domain RF Fingerprinting with FDA-based Representations and Few-Shot Learning
[NO] 1105/1986 | An Improved FT-Transformer Framework for MOOC Dropout Prediction Using Tabular Learning Analytics Data
[NO] 1106/1986 | AI-Enhanced Cybersecurity Education for Smart Microgrids Using a Cyber-Physical System Testbed with Digital Twin Features
[NO] 1107/1986 | A Network Security Condition Assessment Method for Smart Grid Based on Intelligent Optimization Algorithm
[NO] 1108/1986 | Conditional Denoising Diffusion Probabilistic Method for DC Microgrid Attack Detection
[NO] 1109/1986 | The Construction of Characteristic Quality Regulation Knowledge Graph for Agricultural Products
[NO] 1110/1986 | Reliability of Gaze Prediction for Stylized and Transformed Images
[NO] 1111/1986 | Infant Vision: Reconfiguring Perception in Mixed Reality 25
[NO] 1112/1986 | The Adaptation Threshold in Mixed Reality Theater: Cognitive Integration and Narrative Reality 27
[NO] 1113/1986 | Internal Deployment Gaps in AI Regulation
[NO] 1114/1986 | Technology Before, During, and After Incarceration: Current Product Landscape, Sociotechnical Concerns, and Legal Considerations in the U.S. Context
[NO] 1115/1986 | The Explainability Relay: Aligning Technical Standards with the AI Act's Right to Explanation
[NO] 1116/1986 | SlideMS-Net: Multi-Scale Context Fusion Network for Landslide Segmentation in Optical Remote Sensing Imagery
[NO] 1117/1986 | Defining the Problem, Setting the Standard? Platform Narratives and Interventions for Digital Well-Being
[NO] 1118/1986 | Authors Index
[NO] 1119/1986 | High-Order Anchor Graph Tensor Representation Learning for Enhanced Multi-View Clustering
[NO] 1120/1986 | Inter-LPCM: Learning-based Inter-Frame Predictive Coding for LiDAR Point Cloud Compression
[NO] 1121/1986 | TFT-GCN: A Time-Frequency Based Model for Time Series Anomaly Detection
[NO] 1122/1986 | Adaptive Dual-Loop Feedforward Control for Micro-Vibration Environment Realization in High-Precision Sensor Testing Systems
[NO] 1123/1986 | Dynamic Distributed Encrypted Data Sharing with Lightweight Integrity Checking via Blockchain Systems
[NO] 1124/1986 | Table of Contents
[NO] 1125/1986 | Waveform-Aware Joint Time and Frequency Synchronization for Pulse-Shaped ODDM with Symmetric Pilots
[NO] 1126/1986 | Context-Aware Multimodal Representation Learning for Spatio-Temporally Explicit Environmental Modelling
[NO] 1127/1986 | Periodic Anderson Acceleration for GPU-based Elastic Body Simulation 61
[NO] 1128/1986 | Designing a Museographic Experience: Cyber - surveillance through Art and Technology in Higher Education (STEAM Factory)
[NO] 1129/1986 | Adaptive Fair Fuzzy C-Means with Membership Correction for Binary Sensitive Attributes
[NO] 1130/1986 | BaS-NIDS: A Network Intrusion Detection System Integrating Flow Behavior and Payload Semantics
[NO] 1131/1986 | Knowledge Graph-Grounded Pipeline for Question Generation in Higher Education
[NO] 1132/1986 | A Multi-Agent Collaborative Reasoning Framework for Expert Question Answering in Equipment Operation and Maintenance
[NO] 1133/1986 | DS-Route: GNN-based Flow-Level Latency Prediction in Software-Defined LEO Satellite Networks
[NO] 1134/1986 | Intelligent PAckets: A Prototype Software Switch for Model-Driven Packet Processing
[NO] 1135/1986 | Training Path of Digital Transformation Experts Driven by a "Business-Technology" Dual Wheels under the 4A Architecture
[NO] 1136/1986 | Turning Language Model Training from Black Box into a Sandbox
[NO] 1137/1986 | End-to-End UAV Wind Disturbance Control via Strong Rank-Revealing QR Decomposition
[NO] 1138/1986 | Exploiting Spot Instances for Time-Critical Cloud Workloads Using Optimal Randomized Strategies
[NO] 1139/1986 | Availability-Aware Routing in Presence of Geographically Correlated Failures
[NO] 1140/1986 | Aggregate Local, Sync Global: A Hierarchical Approach to Efficient Geo-Distributed LLM Training
[NO] 1141/1986 | HierMoE: Accelerating MoE Training with Hierarchical Token Deduplication and Expert Swap
[NO] 1142/1986 | Limitations of Biological Risk Evaluation for Llms and Autonomous Science
[NO] 1143/1986 | ROE: Repair-Oriented Encoding for Erasure Codes with Localities
[NO] 1144/1986 | Investigating the Educational Effects of Mob Programming in High School: A Mixed-Methods Approach
[NO] 1145/1986 | NEST: A Node-Interactive Generative Emulation Framework for Synthetic Traffic Generation
[NO] 1146/1986 | Toward Sustainable and Green Engineering Education in the Arab Region: Current State of SDGs Integration in Higher Education Curriculum
[NO] 1147/1986 | Delay Performance Improvement via NAV-based TXOP Control for Device Groups
[NO] 1148/1986 | Research on Corn Disease and Pest Detection Based on YOLOv8n
[NO] 1149/1986 | Towards Separating Routing State Exploration from Protocol Semantics in Control Plane Verification
[NO] 1150/1986 | VeinPhantom: Electromagnetic Side-channel Eavesdropping on Palm Vein Information
[NO] 1151/1986 | QuIKS: Near-Zero Latency Key Supply with Adaptive Buffering for Resource-Efficient Quantum Key Distribution Networks
[NO] 1152/1986 | Confusions and Erasures of Error-Bounded Block Decoders with Finite Blocklength
[NO] 1153/1986 | Proximal Dual Multiplier Algorithm for Distributed Constraint-Coupled Optimization
[NO] 1154/1986 | Embedding Ethical Leadership in Cybersecurity Education: The Case of the Penetration Tester Role
[NO] 1155/1986 | Evaluating the Accessibility of the Admission Process in Engineering Institutes for Persons with Disabilities: A Lens on Digital Infrastructure and Institutional Support
[NO] 1156/1986 | SemCache: Semantic-Aware Cache Sharing for Efficient Multi-User LoRA-Adapted LLM Inference at the Edge
