[2026-04-23 10:22:15] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-04-22
正在获取论文...
[arXiv] 2026-04-22 | From Scene to Object: Text-Guided Dual-Gaze Prediction
[NO] 1011/1588 | A Synchronization Solution for Bi-static ISAC under NLOS with Rich Multipaths
[NO] 1012/1588 | Magnetically Actuated Composite Vocal Fold Phantom for CT/TA Muscle Mimicry
[NO] 1013/1588 | MIMO Extension of ATSC 3.0: System Design
[NO] 1014/1588 | A GPU-enabled multi-frame reconstruction for 3D electrical tomography using Tensor cores
[NO] 1015/1588 | An Adaptive Inverse-Free Robust DZNN for Solving Future Linear Equation and Inequality Systems With Manipulator Application
[NO] 1016/1588 | Language-Guided Adaptive Spatial-Frequency-Aware Network for Remote Sensing Change Detection
[NO] 1017/1588 | Egocentric Online Action Segmentation via Evidential Temporal Contextualization
[NO] 1018/1588 | Eight-Switch Nine-Level Common-ground Inverter with Four-fold Voltage Gain for PV Systems
[NO] 1019/1588 | ChatGPT as an Intelligent Scaffolding Tool in Project-Based Learning for Junior Secondary EFL Students
[NO] 1020/1588 | A Comparative Study of Translating Cultural Classics in the Age of Large Language Models: A Case Study of Shan Hai Jing
[NO] 1021/1588 | Generation of Adaptive Resources for Hierarchical Progressive Teaching Scenarios in Ideological and Political Resource Library via Generative AI
[NO] 1022/1588 | An Empirical Study on Policy Attitudes Toward Generative Artificial Intelligence in Teaching Assessment at Asian Universities Based on the Random Forest Algorithm
[NO] 1023/1588 | An Analysis of the Mediating Role of Narrative Teaching Based on Machine Learning—A Case Study of College Students' Learning Emotions Driving Learning Effects
[NO] 1024/1588 | Research on the Teaching Mode of Dynamically Constructing an Introduction to Foreign-Related Policing Case Library with Generative AI
[NO] 1025/1588 | Deep Semantic Representation Learning of Translator Subjectivity in Cross-Lingual Children's Narratives
[NO] 1026/1588 | A Compact Hybrid-Ring Circuit With Signal-Routing for Simultaneous 0° and 180° Phase-Difference Outputs
[NO] 1027/1588 | Studying Embodied Expression in Drumming for Virtual Systems
[NO] 1028/1588 | Human-Centric and Socio-Technical Design Support for Cyber-Physical Systems: A Systematic Investigation
[NO] 1029/1588 | Impact of Modular Non-Metallic Cryostats in the Performance of Superconducting AC Windings
[NO] 1030/1588 | Non-contact Respiratory Measurement of Wombats Using Millimeter-Wave Radar
[NO] 1031/1588 | Photocurable Polysiloxane-Based Microfluidic Chip for Convenient Sample Partitioning and Digital Nucleic Acid Assay_supp3-3682335.mp4
[NO] 1032/1588 | Relevance-Guided Audio Visual Fusion for Video Saliency Prediction
[NO] 1033/1588 | Mitigating Temporal Domain Disparities for Cross-Temporal Remote Sensing Semantic Change Detection Using Vector Parcel Data and Contrastive Learning
[NO] 1034/1588 | IEEE Standard for Local and Metropolitan Area Networks--Frame Replication and Elimination for Reliability Corrigendum 1: Technical and Editorial Corrections
[NO] 1035/1588 | Self-ensemble Learning Based on Energy Attention and Dual Branch Guidance for Hyperspectral Image Classification
[NO] 1036/1588 | Domain-Adapted SAM Meets Unsupervised Learning: A Novel Solution for Farmland Change Detection in High-Resolution Imagery
[NO] 1037/1588 | Uncertainty Quantification in Detection Transformers: Object-Level Calibration and Image-Level Reliability
[NO] 1038/1588 | Meetings Calendar
[NO] 1039/1588 | Active Cross-Task Knowledge Transfer Learning Framework for Semi-supervised Joint 3D Grounding and Captioning
[NO] 1040/1588 | Computing Node Failure Prediction Based on Continuous-Time Dynamic Graph
[NO] 1041/1588 | Age-of-Information Aware Mobility-Based Vehicular-Fog Formation Using Deep Reinforcement Learning
[NO] 1042/1588 | Consistency-Aware Local Path Planning for Maritime Autonomous Surface Ships Under Perception Uncertainty: A Field-Validated Framework_supp2-3677261.mp4
[NO] 1043/1588 | Consistency-Aware Local Path Planning for Maritime Autonomous Surface Ships Under Perception Uncertainty: A Field-Validated Framework_supp1-3677261.mp4
[NO] 1044/1588 | Decoupled Heuristic Multi-Vehicle Emergency Trajectory Planning for Sudden Obstacles
[NO] 1045/1588 | A Gradual-Steepness Recurrent Neural Network for Rust Removal Motion Planning of Multiple Mobile Manipulators on Curved Surfaces
[NO] 1046/1588 | Fusing Interval Type-2 Fuzzy Logic with Bidirectional RNNs for Uncertainty-Aware Time Series Forecasting
[NO] 1047/1588 | Surface Electric Field Distribution Characteristics of Stator Slots in High-Voltage Generators
[NO] 1048/1588 | Revisiting Linear Distinguishing Attacks on SNOW 2.0 Stream Cipher
[NO] 1049/1588 | Explainable Adaptive Path Reconfiguration for Obstacle Avoidance in UAV Networks Using Transformer-based Predictive Modeling and Bio-Inspired Optimization
[NO] 1050/1588 | Exploration of Blended Teaching Mode for the “Financial Statement Analysis” Course in Application-Oriented Undergraduate Universities
[NO] 1051/1588 | A Machine Learning-Based Study on Predicting University Students' Mental Health Status: An Analysis of Survey Data from 12 Institutions in Hubei Province
[NO] 1052/1588 | Enhancing Frontend Learning Efficiency by Building a Personalized Knowledge Graph with AI and Large Language Models
[NO] 1053/1588 | Research on terrain classification method of quadruped robot based on deep learning and SVM
[NO] 1054/1588 | Design and Teaching Application Research of a Python-Based Accounting Simulation Training System for Higher Education Institutions
[NO] 1055/1588 | Research on optimization of personalized legal course learning path for medical students based on recommendation algorithm
[NO] 1056/1588 | Robust Hybrid Beamforming for Wideband mmWave MIMO ISAC With Hardware Impairments
[NO] 1057/1588 | Optimization of LightGBM via Bayesian Optimization for Small Sample Educational Forecasting
[NO] 1058/1588 | SensualMap 2.0 Meets The Source
[NO] 1059/1588 | Mixed Method Audio-Video Analyses of Felt Togetherness in a Networked Music-Dance Performance
[NO] 1060/1588 | Designing Generative AI for Real-Time Multi-User Interaction in Co-Creative Dance
[NO] 1061/1588 | Automatic and perceptual assessment of motion coordination in dyadic dance
[NO] 1062/1588 | Design of a High-Contrast Cogging Torque Outer Rotor PM Machine with Continuous Adjustability for Integrated Robot Joint Drive
[NO] 1063/1588 | Performance Enhancement of Drowning Detection Using Synthetic Data
[NO] 1064/1588 | A Transformer-Enhanced Hybrid Physics-Informed Neural Network for Aircraft Aerodynamic Parameter Identification
[NO] 1065/1588 | Dual-Population Cooperative Algorithm Integrating an LLM and an Evolutionary Algorithm for AUV Path Planning in Three-Dimensional Marine Environments
[NO] 1066/1588 | Photocurable Polysiloxane-Based Microfluidic Chip for Convenient Sample Partitioning and Digital Nucleic Acid Assay_supp2-3682335.mp4
[NO] 1067/1588 | IEEE Electrical Insulation Magazine May/June 2026 Back Cover
[NO] 1068/1588 | A Novel DFT-Based Flexible RSMA Scheme for 6G Networks
[NO] 1069/1588 | A Dynamic Frequency Selection Module for Geometry-Aware Building Extraction in VHR Remote Sensing Image
[NO] 1070/1588 | A Multi-Axis Convolution Network for Small and High-Aspect-Ratio Object Detection in Remote Sensing
[NO] 1071/1588 | Receding Horizon Optimization for Network-Balanced Placement of Multiple Stratospheric Airships in Dynamic Environments
[NO] 1072/1588 | An Efficient Motion Parameters Estimation Method for Ground Maneuvering Targets in Wide-Swath MIMO-SAR
[NO] 1073/1588 | Digital Twin Framework for Interpretable Aero-Engine RUL Prediction via Multi-Branch LSTM and Unity Visualization
[NO] 1074/1588 | IEEE Transactions on Information Theory Information for Authors
[NO] 1075/1588 | Construction and Evaluation of Industry-Academia Integration Colleges in Equipment Manufacturing Using PCA, K-means Clustering, and Random Forest
[NO] 1076/1588 | An Approach of Chinese Braille Character Recognition Based on ResNet
[NO] 1077/1588 | Construction and Application of a Personalized Interactive Teaching Network Platform for Ideological and Political Courses
[NO] 1078/1588 | Enabling Basic Pathology Experiment Teaching with Artificial Intelligence -- Thoughts and Practices
[NO] 1079/1588 | Research on Establishing a Digital Conservation System for Architectural cultural heritage Using AI Agents on the “Coze” Platform
[NO] 1080/1588 | Comparative Analysis of Readability in Intermediate-Level Chinese Reading Texts Generated by Large Language Models
[NO] 1081/1588 | Research on Learning Behavior Prediction and Personalized Teaching in Smart Education Based on Big Data Analysis
[NO] 1082/1588 | The Formation Pathways of AI Anxiety from a Resource Conservation Theory Perspective: The Mediating Role of Self-Depletion and Machine Learning Validation
[NO] 1083/1588 | Generative AI Empowering Ideological and Political Education: Logical Mechanisms, Practical Challenges, and Implementation Approaches
[NO] 1084/1588 | News Classification and Sentiment Analysis Based on Natural Language Processing
[NO] 1085/1588 | Long-tail Relation Recognition in Knowledge Base Question Answering with Dual Learning
[NO] 1086/1588 | Research on the Digital-Intelligent Construction of Digital Communication Teaching Based on the EduCoder Platform
[NO] 1087/1588 | Slow Mood Aesthetic Resonance and Embodied Interaction: Design Principles for Art-Aided Rehabilitation
[NO] 1088/1588 | Deep Learning for Physical Load Estimation: Insights from ViLoad Video Dataset
[NO] 1089/1588 | MFAD: A Multimodal Feature Fusion-Enhanced Time Series Anomaly Detection Framework in Industrial Cyber-Physical Systems
[NO] 1090/1588 | A Selective Reprocessing Mechanism to Achieve End-to-End Data Consistency in Streaming Systems
[NO] 1091/1588 | Reciprocity-Based Sensing for Bistatic ISAC
[NO] 1092/1588 | Mask Work and Performance Techniques for VR Embodiment
[NO] 1093/1588 | Comprehensive Design and Experimental Validation of Modular Multilevel Converter Based on IGCT-IGBT-Parallel Hybrid Switch
[NO] 1094/1588 | Analysis of Active Damping Methods for Power-Synchronization Dynamics Considering Impacts of Different Inner Loops
[NO] 1095/1588 | 400-GHz Concurrent Transceiver Pixels for Short Range FMCW Radar Imaging
[NO] 1096/1588 | A Comparative Study on Reaction Times using Visual, Audio, and Haptic Stimuli with Direct, Encoded or Dynamic Deliveries
[NO] 1097/1588 | CONVFORMER-LITE: A Lightweight CNN-Transformer Hybrid for Haze/Non-Haze Classification on a Pan-Asian Sentinel-2 True Colour Haze Benchmark Dataset
[NO] 1098/1588 | Adaptive Fast Clearing Algorithm Based Peer-to-Peer Transaction for Microgrid-integrated Distribution Network Considering Uncertainty
[NO] 1099/1588 | IEEE Transactions on Smart Grid Publication Information
[NO] 1100/1588 | IEEE Electrical Insulation Magazine May/June 2026 Front Cover
[NO] 1101/1588 | Performance Limits of Hardware-Constrained THz Inter-Satellite MIMO-ISAC Systems
[NO] 1102/1588 | Conceptualization of Multipurpose Testing Facility for Advanced Fluid Dynamics Investigations in Tokamak Divertor Modules
[NO] 1103/1588 | SAFA: Sequential Recommendation with Adaptive Sparse Attention and Frequency-Aware Encoding
[NO] 1104/1588 | Energy-Efficient Federated Learning for IoT Networks With Massive MIMO-Enabled SWIPT
[NO] 1105/1588 | A Sensitive and Selective QCM Sensor Functionalized with Chitosan Biopolymer for the Detection of Linalool in Organic Sikkim Teas
[NO] 1106/1588 | Visual Environment Semantic Sensing Assisted OTFS Channel Estimation
[NO] 1107/1588 | Design and Control of an Electromechanical Human&amp;#x2013;Robotic Manipulator&amp;#x2019;s Interface for Upper-Limb Rehabilitation_supp1-3684722.mp4
[NO] 1108/1588 | Context-Aware Semantic Video Coding Using Pretrained Motion-Adaptive Models and Bidirectional Prediction
[NO] 1109/1588 | Offline-Learned Visual Encoder for Privileged-to-Real Bipedal Locomotion
[NO] 1110/1588 | Don't Let Me Be Misunderstood: Guiding Acting Practice through Negative Robot Behaviour and Contextual Intentions
[NO] 1111/1588 | Motion Capture for Ergonomic Assessment: Inertial vs. Computer Vision Based on YOLOv11
[NO] 1112/1588 | Psychological Effects in Human-Computer Interaction: A Study on Mechanisms and Predictions of AI Use's Impact on Emotional Stability
[NO] 1113/1588 | Research on the Application of a New Teaching Model in Mobile App Development Virtual Teaching and Research Office Based on “Project-Driven Knowledge Graph Teacher-Student Co-Creation”
[NO] 1114/1588 | Data analysis on the impact of AI-based applied undergraduate education models on students' innovation and logical thinking abilities
[NO] 1115/1588 | Towards adaptive optimal personalization control of robotic hip exoskeleton assistance for individuals with paretic stroke_supp1-3685273.pdf
[NO] 1116/1588 | Suitability of Hollow-Core Fibre for Data-and-Power-Over-Fibre Systems
[NO] 1117/1588 | Quantum-Assisted Multi-Output Gaussian Processes for Line Parameter Estimation in Power Systems
[NO] 1118/1588 | An Integrated Transmission Scheme for One-Time Pad Encryption and Secret Key Generation
[NO] 1119/1588 | Remote Sensing Semantic Change Detection with Multi-dimensional Spatiotemporal Scanning
[NO] 1120/1588 | Antiferroelectric-based Memcapacitor and Strategy for Non-destructive Read Operation by Endurance Recovery
[NO] 1121/1588 | Effect of DC Superimposed Opposite-polarity Lightning Impulse on Insulation Performance of XLPE Cables
[NO] 1122/1588 | Empowering Public English Writing Instruction in Vocational Colleges with Generative AI: Strategies and Risk Mitigation
[NO] 1123/1588 | Analysis of the Research Landscape in “Education and Teaching”: A Text Mining Study Based on the LDA Topic Model
[NO] 1124/1588 | Moderating Effect of AI Literacy on the Use of Generative AI Tools by Film and Television Students
[NO] 1125/1588 | Research on AI-enabled Industry-Education Integration Courses for Intelligent Manufacturing
[NO] 1126/1588 | Nanotechnology: From Materials Science to Insulation Design
[NO] 1127/1588 | KAITES: A Knowledge-Driven AI System for Teaching Effectiveness Evaluation
[NO] 1128/1588 | A Model for Assessing and Predicting Instructional Quality and Management in Vocational Colleges Based on Graph Neural Network
[NO] 1129/1588 | Assessment of English Learners' Vocabulary Cognitive Level Based on Deep Learning
[NO] 1130/1588 | Innovative Application of AI-Empowered PBL Teaching Method in Electrical and Electronic Technology Under the Background of Smart Education
[NO] 1131/1588 | Design and Application of a Multi-Dimensional Evaluation Model for Ideological and Political Courses Based on Sentiment Analysis
[NO] 1132/1588 | CiteSpace-Based Bibliometric Review of Educational Research Review from 2016 to 2025
[NO] 1133/1588 | Structural Connectivity Modeling with Graph Curvature Features for Brain Tumor Analysis
[NO] 1134/1588 | Spatial Downscaling of MODIS Land Surface Temperature Based on a Geographically Weighted Gradient Boosting Regression Model
[NO] 1135/1588 | Hey, Robot! Don't Cut in Line: Designing Queuing Behaviors of Delivery Robots with Multiple Stakeholders
[NO] 1136/1588 | Signal Processing Approach for LO Leakage Cancellation of IQ Modulators in a Wideband Stretch Processing SAR Sensor
[NO] 1137/1588 | Extraction of Equivalent Circuit Parameters for the Organic Photodetectors Based on Physical Model of Frequency-Dependent Capacitance–Conductance–Voltage Characteristics
[NO] 1138/1588 | HCSGRN: Hierarchical Cross-Attention and Structure-aware Graph Reasoning Network for Multimodal Sarcasm Detection
[NO] 1139/1588 | Camera-Photodiode Fusion Based Cooperative Localization Algorithm for Multi-User Visible Light Positioning
[NO] 1140/1588 | Collaborative Multimodal Learning over Integrated Aerial-Terrestrial Networks under Adversarial Attacks
[NO] 1141/1588 | Admittance-Based Aggregated Modeling of Distributed Energy Resources With Proportional-Resonant Control for Large-Signal Transient Analysis in Nodal-Based EMT Simulators
[NO] 1142/1588 | Joint Quality Assessment and Example-Guided Tone Mapping by Disentangling Picture Appearance from Content
[NO] 1143/1588 | TNT: Breaking the Privacy Barrier of Federated Learning via Targeted Neuron Stimulation
[NO] 1144/1588 | Choreographic and Improvisational Approaches To Interrogating Robotic Systems
[NO] 1145/1588 | A Study on the Relationship Between Learning Motivation and Learning Satisfaction from the Perspective of AI Usage Attitude and Behavior
[NO] 1146/1588 | SoniFootsteps: Movement-Triggered Footstep Sounds to Modulate Body-Weight Perception, Gait and Emotion
[NO] 1147/1588 | Sample entropy analysis of variability in sit-to-stand-to-sit movements of people with or without chronic pain
[NO] 1148/1588 | Digital Transformation-Driven Curriculum Planning and Practical Exploration of Electronic Information Majors under the Perspective of New Quality Productive Forces
[NO] 1149/1588 | A Study on Predicting and Analyzing Student Mathematics Course Grades Using a BP Neural Network
[NO] 1150/1588 | Practice and Research on Scientific and Technological Resources Serving College Students' Innovation and Entrepreneurship: A Collaborative Model Based on AI Resource Matching and Machine Learning-Driven Achievement Transformation Prediction
[NO] 1151/1588 | Evaluating the Impact of Tai Chi on Anxiety Reduction in Vocational College Students Using the K-Means++ Algorithm
[NO] 1152/1588 | A Study on the Performance of Foreign Language Vocabulary Teaching Resources Generated by Large Language Models
[NO] 1153/1588 | Research on Stepwise Progressive Practical Teaching Reform in Design Disciplines Based on the OBE Concept and Empowered by AIGC
[NO] 1154/1588 | Symptom-Aware Adaptation of CLIP for Few-Shot Medical Image Classification_supp1-3685174.pdf
[NO] 1155/1588 | NDVI Change-Guided Transformer-Mamba Hybrid Network for Spatiotemporal Fusion
[NO] 1156/1588 | IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems publication information
[NO] 1157/1588 | FedSKD: Aggregation-Free Model-Heterogeneous Federated Learning via Multidimensional Similarity Knowledge Distillation for Medical Image Classification
[NO] 1158/1588 | NOMA-ISAC Enhanced Secure Short-Packet Transmission in IoE Networks
[NO] 1159/1588 | Hi-MAC: An Intelligent MAC for Heterogeneous Wireless Network
[NO] 1160/1588 | FML-DGCN: Federated Multi-Label Learning Based on Dynamic Graph Convolutional Networks
[NO] 1161/1588 | Understanding of the Electrical Contact Performance Degradation of the Crimped Terminals under Thermal Cycling
[NO] 1162/1588 | Fully Adaptive CWT Framework for the Identification and Analysis of Sub-Synchronous Oscillations in Power Systems
[NO] 1163/1588 | Humanoid Robot Navigation in Shared Care Spaces: A Human-Aware Navigation Framework and Implementation
[NO] 1164/1588 | Battles as Interactive Ecologies: Designing with Embodied Roles in Hip-Hop Performance
[NO] 1165/1588 | Exploring Movement-Led Co-Design for Interactive Lighting in Performance
[NO] 1166/1588 | Research of Artificial Intelligence in Practical Teaching for the Health and Wellness Professions Cluster in Higher Vocational Education
[NO] 1167/1588 | Information System Based on Full Process Management of Vocational Training
[NO] 1168/1588 | Application and Efficiency Evaluation of Cloud-Based VR Collaboration Platforms in Art and Design Education
[NO] 1169/1588 | Causal Inferences and Representation of Causal Machine Learning Models
[NO] 1170/1588 | Using ChatGPT to Improve User Experience in English Online Translation: A Case Study
[NO] 1171/1588 | Based on SPSS 22.0 Statistical Software Analyzes the Influence Mechanism of College Postgraduate Perceived Social Support on Research Engagement
[NO] 1172/1588 | Generative AI–Driven Personalized Learning: Construction and Application of a New Teaching Model
[NO] 1173/1588 | Comparative Study on the Application and Algorithms of Big Data Analysis in Students' Learning of Financial Literacy
[NO] 1174/1588 | Corrigendum: Quantitative Measurement of Cyber Resilience: Modeling and Experimentation
[NO] 1175/1588 | Identity-Invariant Feature Learning for Face Recognition across The Temporal Domain
[NO] 1176/1588 | Modulated Model Predictive Control for Modular Multilevel Matrix Converter with Enhanced Steady-state Performance
[NO] 1177/1588 | Table of Contents
[NO] 1178/1588 | Vibrohaptic Design for Simulating High-Five Interactions at Virtual Talent Fan Meetings
[NO] 1179/1588 | IEEE Electrical Insulation Magazine May/June 2026 Table of Contents
[NO] 1180/1588 | Power Allocation Game Between Multiple Radar System and Jammer for Target Tracking
[NO] 1181/1588 | PGRA: Physics Guided Rotation Adaptive Attention for Few-Shot SAR Target Recognition
[NO] 1182/1588 | Towards Semantically Enhanced Representation Learning for Text-Based Person Retrieval
[NO] 1183/1588 | An AI-Enabled Federated Edge–Cloud Communication Framework for Dynamic Task Offloading and Network Anomaly Detection in IoT System
[NO] 1184/1588 | OBIA: A Distributed Multi-Authority Service Identity Authentication Scheme for Online Banking
[NO] 1185/1588 | Optimal DNN Layer Placement for Industrial IoT: A Novel Multi-Choice Multidimensional Knapsack Approach
[NO] 1186/1588 | LIBPipe: Efficient Load Imbalance Pipeline Model Parallelism for Large Models Training
[NO] 1187/1588 | Supra-Organism: Biophysical Sensing Toward Affective Somatic Integration
[NO] 1188/1588 | Tapxophone: Towards Engaging Finger Rehabilitation using Computer Vision and Music
[NO] 1189/1588 | British Sign Language in Embodied Music Interaction: An exploratory study of British Sign Language music interpretation
[NO] 1190/1588 | Reflective Embodiment through Avatar Abstraction: Insights from Movement Practitioners
[NO] 1191/1588 | Cross-Modal Retrieval-Augmented Generation for Craft Gestures Learning: Enabling Dialogue with Multimodal Pedagogical Contents
[NO] 1192/1588 | Adaptive and Explainable Test Case Prioritization in Continuous Integration: A Systematic Review of Reinforcement Learning, Learning-to-Rank, and Search-/Combinatorial-Based Methods
[NO] 1193/1588 | A Compact Dual-Polarized Frequency-Selective Metasurface Enabling Independent Functionalities With Reduced Backward-Scattering
[NO] 1194/1588 | Exploring the correlation between Northeast YangGe dance rhythm and dynamic features using machine learning algorithms
[NO] 1195/1588 | Immigration Background and Math Achievement: A Causal-Path Analysis with Multilevel SEM on PISA 2022
[NO] 1196/1588 | A Three-Stage Reinforcement Learning Pipeline for Autonomous Process Control in the Papermaking Industry
[NO] 1197/1588 | Structured Sparse mmWave 3-D SAR Imaging via Truncated-DCT and Toeplitz Matrix Methods
[NO] 1198/1588 | Multiresolution Wavelet Methods for Trend Removal in Electrochemical Noise Data from LiFePO
                    <sub>4</sub>
                    Batteries
[NO] 1199/1588 | Photocurable Polysiloxane-Based Microfluidic Chip for Convenient Sample Partitioning and Digital Nucleic Acid Assay_supp1-3682335.docx
[NO] 1200/1588 | A Battery-less RFID-Enabled Capacitive Pressure Sensor Integrated in Textile Fabrics
[NO] 1201/1588 | Federated Primitive-Preserving Audio Transformers for Non-Identifiable Infant Cry Classification
[NO] 1202/1588 | An analysis method for the 3-D open-circuit air-gap magnetic field of the slotted axial flux motor
[NO] 1203/1588 | Design and Control of an Electromechanical Human&amp;#x2013;Robotic Manipulator&amp;#x2019;s Interface for Upper-Limb Rehabilitation_supp2-3684722.mp4
[NO] 1204/1588 | RGB-D Perception-Enhanced 3D Gaussian Splatting SLAM: a Robust Framework for Mapping Underground Spaces
[NO] 1205/1588 | Robust Resource Allocation in RIS-Assisted Wireless Networks Integrating NOMA and Over-the-Air Federated Learning
[NO] 1206/1588 | Suppressing Interface Traps Density of Top-gate MoS
                    <sub>2</sub>
                    Transistor via H
                    <sub>2</sub>
                    O Presoak for HfO
                    <sub>2</sub>
[NO] 1207/1588 | Practical Experience with a Thermal Classification Test According to IEC 60034-18-31 for Type II Machine Insulation Systems
[NO] 1208/1588 | Two-Stage Distributionally Robust Optimization Framework for Secure Communications in Aerial-RIS Systems
[NO] 1209/1588 | The Recorded Performance as Virtual Event: Archival Vitality in Preljocaj's Swan Lake
[NO] 1210/1588 | Fantasies Obscurities and (Dis)Connections: Three Case Studies of Dance Artists' Creative Embodied and Political Engagement with AI
[NO] 1211/1588 | Research on the Path of Reconstructing the Computer Vocational Education System under the Background of Industry-Education Integration
[NO] 1212/1588 | Computer Algorithm-Driven English Translation Teaching Design in the Digital Context
[NO] 1213/1588 | Practical Research on the Application of the CDIO Model Optimized by AIGC Toolchain in the Integrated Training of Software Technology
[NO] 1214/1588 | Visualization Analysis of Teaching Reform in Advanced Mathematics Based on Knowledge Graphs
[NO] 1215/1588 | From Retrieval to Comprehension (R2C): A Collaborative Architecture for Campus Policy QA
[NO] 1216/1588 | Cultivation Model and Implementation Path of Intelligent Manufacturing Vocational Talents under Intelligence-Education Integration
[NO] 1217/1588 | Digital Empowerment of Foreign Language Education: A Dao–Fa–Shu–Qi Framework for Human–AI Collaborative Learning
[NO] 1218/1588 | Intelligent Live Streaming Teaching Device for Electrical Cabinet and Its Effectiveness
[NO] 1219/1588 | AI-POWERED CLASSROOM INTERACTION ANALYSIS USING AMOS STRUCTURAL EQUATION MODELING
[NO] 1220/1588 | SIAgent: Spatial Interaction Agent Via LLM-Powered Eye-Hand Motion Intent Understanding in VR
[NO] 1221/1588 | Synthesis with Guided Environments
[NO] 1222/1588 | A Cyber-Physical Systems Framework for Tracking Post Thermal-Runaway Temperature and Smoke Dynamics in Underground Mines
[NO] 1223/1588 | 2026 International Conference on ICT and Photonics (ICTP)
[YES] 1224/1588 | 2025 IEEE 34th Asian Test Symposium (ATS)
[NO] 1225/1588 | Photonic Crystal Fiber-based Optofluidic Platforms for Biomedical Diagnostics: A Comprehensive Review
[NO] 1226/1588 | Frequency Control in Electric Arc Furnace Steelworks Using Photovoltaic and Energy Storage Power Reserves
[NO] 1227/1588 | Sliding-Window Multi-Anchor Fusion for UAV Localization in Urban Canyons
[NO] 1228/1588 | Modeling and Analysis of a Fast Steering Mirror Based on the Transfer Matrix Method
[NO] 1229/1588 | TDfootNet: A Texture-driven Model for Barefoot Generation from On-site Shoeprints
[NO] 1230/1588 | A QoS-aware Hierarchical UAV-MEC Communication Network in Electric Vehicle Aggregation and Control
[NO] 1231/1588 | Multi-Priority Reactive Motion Control for Safe and Coordinated Dual-Arm Manipulation in Dynamic Environments
[NO] 1232/1588 | VoroClust: Scalable Clustering for Remote Sensing
[NO] 1233/1588 | Ultra-broadband polarization splitter-rotator based on a three-layer taper in a Si-SiN heterogeneous waveguide
[NO] 1234/1588 | A Holistic Review of Holographic MIMO for 6G: Hardware Design and Implementation Perspectives
[NO] 1235/1588 | Construction of Generalized Force-Deformation Theoretical Model: Towards Efficient Systematic Optimization of Fin-Ray Effect Grippers
[NO] 1236/1588 | Estimating Pianists' Hand and Finger Kinematics with Markerless Motion Capture
[NO] 1237/1588 | Construction of a University Student Management Agent Based on Large Language Models and Knowledge Graphs
[NO] 1238/1588 | Constructing Responsibility Awareness in the Age of AI: The Interplay between Artificial Intelligence Literacy and Deep Learning Approach among University Students
[NO] 1239/1588 | Cross-language communication architecture and practice of Guanxiang culture based on Transformer algorithm and digital platform
[NO] 1240/1588 | Personalized Adaptive Learning Framework for Preschoolers Using Explainable AI
[NO] 1241/1588 | A Personalized Adaptive Learning Path Algorithm for AI-Driven Oral Training: A Large-Scale Empirical Study
[NO] 1242/1588 | Prediction of Key Attitudes of College Freshmen Based on Artificial Intelligence
[NO] 1243/1588 | Application of Deep Learning-Driven Artwork Sentiment Analysis in Higher Art Education: Design of a Convolutional Neural Network (CNN)-Based Emotion Recognition and Feedback System
[NO] 1244/1588 | AI-Driven Layered-Decoupled Framework for Sustainable Development of Open Educational Resources in the Digital Intelligence Era
[NO] 1245/1588 | The Roles of AI Skills and AI Attitude in AI Technology Empowered Informal English Learning: Implications for L2 Enjoyment with Artificial Intelligence among Chinese EFL Students
[NO] 1246/1588 | Empowering Teaching Practice of Medicinal Chemistry Based on Knowledge-Problem-Answer Mind Map with Artificial Intelligence
[NO] 1247/1588 | Pre-trained Prior-assisted Dynamic Point Cloud Compression via Feature Prediction
[NO] 1248/1588 | Optical Design and Heat Dissipation Characteristics of Full-Planar Fiber Coupled Diode Laser
[NO] 1249/1588 | Ground-View Event Camera-Based Velocity Estimation Enabled by Spiking Neural Networks for Ground Robots
[NO] 1250/1588 | Fault Detection, Categorization and Localization of Series Faults in Radial Distribution Networks with DGs using DLANN based Method
[NO] 1251/1588 | Deep Sleep Scheduling for Satellite IoT via Simulation-Based Optimization
[NO] 1252/1588 | Analysis of the electrical performance of an original solar-powered, pedal-assisted quadricycle with physical energy expenditures evaluation
[NO] 1253/1588 | Single-Actuator Gripper Using an Antagonistic Cable-Driven Differential Mechanism for Adaptive Fixed-Position Grasping
[NO] 1254/1588 | Trip Detection Algorithms for Healthy and Amputee Individuals_supp2-3684663.pdf
[NO] 1255/1588 | Empirical Aeronautical Channel Models for Unmanned Aircraft Systems at 6.8 GHz
[NO] 1256/1588 | Multi-Source Semantic Communication and Denoising for Non-Terrestrial Networks: Fundamentals, Framework, and Challenges
[NO] 1257/1588 | IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems society information
[NO] 1258/1588 | Identification and Observation of Spatiotemporal Evolution Features of Coalfield Fire Areas Using Landsat Time Series Decomposition
[NO] 1259/1588 | An Integrated Inductor for Circulating Current Suppression in Two Parallel Interleaved VSCs
[NO] 1260/1588 | Segmentation-Guided Accelerating Diffusion Model for Cardiac CT Motion Artifact Reduction via Limited-Angle Imaging
[NO] 1261/1588 | Hybrid Magnetic Lenses Framing Camera and Its Spatiotemporal Resolution Characteristics
[NO] 1262/1588 | From Tool to Teammate: Balancing Task-Oriented and Social Talk During Human–Robot Collaboration
[NO] 1263/1588 | A Study on the Adoption Mechanism of AI-Supported Learning Based on TAM and Social Cognitive Theory
