[2026-09-14 23:33:16] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-13
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202609130000+TO+202609132359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-9-13 | AsymFlow: Enabling Long-Context LLM Serving via CPU-GPU Prefill-Decode Disaggregation
[NO] 424/839 | Power-on Downshift with Clutch Kissing Point Detection utilizing Ball-Ramp Dual Clutch Transmission Asymmetry
[NO] 425/839 | Learning Behavior-Consistent Control Parameters from Real-World Driving Data: An Adaptive Cruise Control Study
[NO] 426/839 | Sparse Autoencoder Generative Model in Noise Filtering
[NO] 427/839 | A Hierarchical Deep Learning Framework for Automated Rock and Stone Classification: Architecture, Deployment, and Evaluation
[NO] 428/839 | The Complexity Bottleneck: Experimental Evaluation of 3-Qubit and 5-Qubit Error Correction Codes in the NISQ Era
[NO] 429/839 | Transformer-Based Earthquake Magnitude Forecasting Through Spatiotemporal Feature Analysis in Urban Disaster Management Systems
[NO] 430/839 | Optimization Configuration of Power Sources in Desert-Gobi-Wasteland New Energy Base Supported by Gas-Fired Power
[NO] 431/839 | A Degradation-Aware Fusion Network for SAR–Optical Remote Sensing Images
[NO] 432/839 | When AI Answers Too Soon: The Displacement of Reflective Inquiry in Design
[NO] 433/839 | CityAI-Resilience: Privacy-Aware Multi-Objective Optimization for Sustainable Urban Management
[NO] 434/839 | Smart Moisture Detection in Buildings: A Conceptual IoT-Based Solution
[NO] 435/839 | Comparative Analysis of CNN and Transformer Models for Date Palm Classification Using Hyperspectral Data
[NO] 436/839 | LLM-empowered remanufacturing: A novel human-AI interaction under the lens of a scoping review
[NO] 437/839 | Adaptive exposure therapy for Social Anxiety Disorder: a preliminary validation in virtual reality
[NO] 438/839 | Accelerating Long-Tail Generation in Synchronous RLHF Training via Adaptive Tensor Parallelism
[NO] 439/839 | DyGMIS: Fast and Scalable Fully Dynamic MIS Maintenance on Large Evolving Graphs
[NO] 440/839 | Chapel for Parallel AND Distributed GPU Computing: A Case Study with Jaccard Similarity
[NO] 441/839 | PipeTree: Decision Tree Partitioning for Efficient Inference on Programmable Switches
[NO] 442/839 | DdlRT: A deterministic data layout for efficient redundancy transitioning in erasure-coded systems
[NO] 443/839 | ML-assisted Design Technology Co-Optimization Framework for Advanced Process Nodes: Analysis and Exploration of DTCO Parameters using PPA of Digital Blocks
[NO] 444/839 | Netkit: Specializing Linux Packet Delivery for Container Networks
[NO] 445/839 | Transient Stability Analysis and Enhanced Control Strategy of Grid-Following Converters Based on Simple Harmonic Motion Model
[NO] 446/839 | Data Driven Bilevel Pricing for EV Charging Stations in Coupled Transportation and Power Networks
[NO] 447/839 | Quantum-Resilient and Privacy-Preserving Offline Digital Payments: A Secure Element Architecture
[NO] 448/839 | Vulnerability Assessment and Weak Point Identification Methods for Distribution Networks under Extreme Freezing Weather Conditions
[NO] 449/839 | The Electro-hydrogen Coupled Integrated Energy System Participates in the Low-carbon Economic Scheduling of the Electricity Market
[NO] 450/839 | Energy-Efficient Model Predictive Control for Electric Inland Surface Vessels
[NO] 451/839 | Enhanced Multi-Scale Feature Extraction for Small Vehicle Detection from UAV Perspective
[NO] 452/839 | Volumetric Proxy-Risk Guided Sampling and Re-Ranking for Contact-Field Dexterous Grasp Candidates
[NO] 453/839 | Inference of Latent Task Models in Human–AI Collaboration Under Uncertainty
[NO] 454/839 | Deviation Correction of Photovoltaic Cable Quantity Estimation in Multi-Terrain Scenarios
[NO] 455/839 | Fast Stability-Domain Control for Three-Vehicle Cooperative Transport: High-COG Load Balancing and Connection-Force Suppression
[NO] 456/839 | Model Predictive Control and Deep Reinforcement Learning in the House
[NO] 457/839 | PB-EMD Method for Dynamic Load Energy Metering in New Power Systems
[NO] 458/839 | Study on Hierarchical Control Architecture and Its Implementation for Hydraulic Excavators
[NO] 459/839 | A Lightweight 2D-LiConvFormer for SPP Imagebased Bearing Fault Diagnosis
[NO] 460/839 | Decision-Aware Short-Term Load Forecasting for Power Retailers Under Asymmetric Imbalance Penalties
[NO] 461/839 | Adaptive Dwell-Time Switching for Mode Transitions in Hybrid Electric Vehicle Powertrains
[NO] 462/839 | Machine Learning Based Prediction of Sickle Cell Disease: A Comparative Evaluation of Clinical and Hematologic Features
[NO] 463/839 | Smart Wastewater Gas and Flood Detection System Using Artificial Neural Network
[NO] 464/839 | Numerical Simulation of Micro-Channel Flow and Heat Transfer in Supercritical LNG High-Pressure Vaporizer
[NO] 465/839 | Blockchain and its Integration with BIM in the Construction Industry: Opportunities, Challenges, and Implementation in Supply Chain Management
[NO] 466/839 | Human vs. Device Mediation in gamified selection: fairness perceptions and technology acceptance
[NO] 467/839 | MServerSim: A Modular Design based Simulation Technique for Modern AI Servers
[NO] 468/839 | MEDO: Adaptive Multi-Stream Data Offloading for Efficient Management of Disaggregated Memory Pool
[NO] 469/839 | From 2^N to N^2: Tree-Free Scalable Sparse Symmetric Tucker Decomposition
[NO] 470/839 | Identifying Broadly Effective Approaches for Users with Different Abilities
[NO] 471/839 | Sustainable Smart Healthcare with Advanced Data Analytics and Artificial Intelligence: A Review of the Singapore Model and a Roadmap to Oman
[NO] 472/839 | Intelligent Recipe Recommendation System for Personalized Cooking and Resource Optimization
[NO] 473/839 | Design and Development of an Automated Blood Sorting and Real-Time Monitoring System for Enhanced Blood Supply Chain Management
[NO] 474/839 | A Comparative Analysis of Explainable AI Methods for Vision Transformer-Based Thyroid Ultrasound Diagnosis
[NO] 475/839 | IEEE Transactions on Biometrics, Behavior, and Identity Science Information for Authors
[NO] 476/839 | Fault-Tolerant Trajectory Tracking Control for Corner-Module Electric Vehicle with Single-Wheel Failure
[NO] 477/839 | Analysis of a 220kV Optical Fiber Cable Breakage Fault Caused by Lightning
[NO] 478/839 | Scalable EM via Banded Covariance and Krylov Methods for High-Dimensional State Space Models
[NO] 479/839 | Shape-Adaptive Multi-Scale Feature Enhancement Network for Object Detection in Underwater Vehicle
[NO] 480/839 | Nonlinear Extended Two-State Observer-Based Elastic Prescribed Performance Control for Turntable Servo System With Time-Varying Parameters
[NO] 481/839 | IEEE Connect
[NO] 482/839 | Data Analytics for Customer Churn Prediction in Telecommunications: A Comparative Study of Ensemble Learning Approaches
[NO] 483/839 | An Operational Governance Framework for Ai-Based Smart Healthcare Systems in Smart City Contexts
[NO] 484/839 | Attention-Based Set Aggregation for Retrieving 3D Gaussian Splatting Models Using Appearance
[NO] 485/839 | Copyright Page
[NO] 486/839 | A Voltage Amplitude Regulation Based Current Limit Strategy for GFM Devices
[NO] 487/839 | Assessing the Build Accessibility of Open-Source Game Engines for Independent Game Development
[NO] 488/839 | Comparative Evaluation of Desktop and Immersive Virtual Reality for Tower-Crane Operation Using Objective Performance Logs: A Pilot Study
[NO] 489/839 | Quantifying the Code-Size Overhead of eBPF JIT Compilation
[NO] 490/839 | Hierarchical Shared Memory-Aware Optimization for TRSM on GPU Platforms
[NO] 491/839 | Reliable Smart City Monitoring Communications Using Cooperative UAV Relay Networks
[NO] 492/839 | Modeling and Analysis of Different Types of Fault Mechanisms in PMSM
[NO] 493/839 | ACF: Infrastructure for Debugging Long-Running Systems with Tracing and Unit Test Execution
[NO] 494/839 | hDAGs: A Directed Acyclic Graph Representation for Scheduling Tasks on Heterogeneous Hardware
[NO] 495/839 | A Reduced-Order Framework for Stochastic Mean-Field Incentive Stackelberg Games with Delays and Its Application to CACC Platoons
[NO] 496/839 | Privacy-Preserving IoT Authentication using Federated Gradient Boosting Intelligence
[NO] 497/839 | Unsupervised Structural Anomaly Detection in Fetal MRI Using Graph Convolutional Network Autoencoder
[NO] 498/839 | Meta-Learning Control Barrier Functions under Input Constraints
[NO] 499/839 | Forcasting Type 1 Diabetes Personalized Essential Parameters Using Neural Network
[NO] 500/839 | Median-Consensus-Based Deception-Tolerant Secondary Frequency Control for Distributed Generators
[NO] 501/839 | Kernel Design for Efficient Bayesian Optimization in an LPV Framework
[NO] 502/839 | Research on Vertical Optimization Design of Large-Scale Photovoltaic Power Stations Under Sandy, Gobi and Desert Terrain Conditions
[NO] 503/839 | Model-Based Assisted Domain-Randomized Reinforcement Learning for Robust Powertrain Vibration Control
[NO] 504/839 | Study on the Performance of Medium-Sized Double-Axis Tracking Solar Concentrating Fecal Water Heating System in Alpine Region
[NO] 505/839 | A Two Layer Reinforcement Learning Approach for V2G Scheduling under Dynamic Electricity Pricing
[NO] 506/839 | 2026 3rd International Conference on Intelligent Systems and Robotics (CISR)
[NO] 507/839 | A Reinforcement Learning Tuned Hybrid Type-3 Fuzzy Logic Controller for Exercise and Meal Aware Blood Glucose Regulation in Type 1 Diabetics for Artificial Pancreas
[NO] 508/839 | Recent Advancements on the Development of Sliding Mode Algorithms for Wave Energy Systems
[NO] 509/839 | Applying Ai to Improve Iot Communication in Smart Industry Environments
[NO] 510/839 | The CNN Model for Accurate Agro-Grain Classification on Edge Devices
[NO] 511/839 | Classifying Breast Cancer Ultrasound Images Using Artificial Intelligence Techniques
[NO] 512/839 | Disentangling Threads: Exploring the Potential of LLM-Supported Discussion Forum Analysis for Community Insight
[NO] 513/839 | Assessing the Cognitive and Operational Impacts of AI in Airspace Configuration for Flow Management Positions
[NO] 514/839 | NeuroPrefetcher: Storage-Aware Sparse LLM Inference via Delta Prefetching
[NO] 515/839 | Bit-Efficient Tensor Core Acceleration for High-Order Shallow-Water Dynamical Core
[NO] 516/839 | RODIS: Accelerating Sparse Matrix Multiplication on GPU via Row-Orchestration and Dynamic Instruction Scheduling
[NO] 517/839 | FaaSHive: Addressing Limited Visibility in Function-as-a-Service via Worker-driven Scheduling
[NO] 518/839 | Duet: Orchestrating Full-Duplex-Aware Proactive Demotion in CXL Tiered Memory
[NO] 519/839 | MX-KMeans: Accelerating K-Means Clustering through Microscaling Quantization
[NO] 520/839 | ReliefServe: Relieving GPU Pressure in Multi-Model Serving via Selective CPU Escape
[NO] 521/839 | Generative AI Makes Creative Output More Homogeneous
[NO] 522/839 | Lost Bytes At The Crossroads Between User-And Kernel-Level Memory Management
[NO] 523/839 | Front Cover
[NO] 524/839 | A Semantic Computer Vision Framework for Automated Sports Kinematics and Corrective Response
[NO] 525/839 | Advanced Deep Neural Network Framework for Scene Text Recognition
[NO] 526/839 | Re-Engineering and 3D Modeling of a Wireless Remote-Control Car: A CAD Approach
[NO] 527/839 | A Conceptual Framework of Integration of Data Science and Iot for Progressive Smart City
[NO] 528/839 | Explicit MPC for Parameter Dependent Linear Systems
[NO] 529/839 | 2026 International Conference on Smart Energy and Clean Energy Power Generation Technology (SECP)
[NO] 530/839 | Multi-class Hierarchical Early-Warning for the Safety of Public Electrical Facilities in High-Rise Buildings
[NO] 531/839 | ICGSP 2026 Cover Page
[NO] 532/839 | A Two-Stage Multi-Source Collaborative Strategy for Distribution Network Resilience Enhancement Considering Power-Transportation Coupling
[NO] 533/839 | Robust Subsystem-based Impedance Control of Flexible Manipulator
[NO] 534/839 | Sensorless External Force Estimation for Robotic Arms via a Confidence-Aware Soft-Switching Hybrid Filter
[NO] 535/839 | Virtual-Real Fusion Based IGBT Open-Circuit Fault Diagnosis for Photovoltaic Inverters
[NO] 536/839 | 2026 IEEE Conference on Control Technology and Applications (CCTA)
[NO] 537/839 | WSES 2026 Content Announcement Page
[NO] 538/839 | Circling Flight in Papilio Xuthus as an Embodied Intelligent System: Coordinated Wing Motion, Body Attitude, Vortex Dynamics, and Aerodynamic Forces
[NO] 539/839 | Multi-Time-Scale Reactive Power and Voltage Optimization for Distribution Networks Considering Multi-State Reactive Power Regulation of DGs
[NO] 540/839 | Decentralized Learning with Communication-Efficient Learned Gradient Sketches
[NO] 541/839 | Tensos: Fast and Accurate Federated GBDT Training via Tentative Feature Shrinking on Stragglers
[NO] 542/839 | Contraction Hierarchies for Parallel Sequence-to-Graph Alignment
[NO] 543/839 | “Stop talking to me like we’re friends.” Analysis of online discussions between users on the conversational style of ChatGPT
[NO] 544/839 | Towards Urban Air Mobility: Exploring how to support collaborative planning and communication in drone projects
[NO] 545/839 | Early Neural Responses to Robot, Human, and Doll Faces: N170 and EPN Evidence
[NO] 546/839 | From Psychological Need Satisfaction to AI Dependency: The Divergent Roles of Basic and AI-Specific Needs
[NO] 547/839 | TMSO: Task Merging Strategies Based Optimized Scheduling for Energy-Constrained Parallel Applications in Heterogeneous Distributed Systems
[NO] 548/839 | Low-Latency ANN Models for Lithium-Ion Battery Cell Health Detection in Multi-Cloud AI Pipelines
[NO] 549/839 | Wind and State Estimation on SE(3): Comparative Evaluation of EKF and UKF with Continuous and Discrete Quadrotor Models
[NO] 550/839 | Evaluation of Uncertainty in Data Center Power Usage Effectiveness Based on the Monte Carlo Method
[NO] 551/839 | Table of Contents
[NO] 552/839 | Balancing Clinical Safety and Operational Efficiency in AI-Assisted Wound Care Triage: A Simulation-Based Optimization Approach
[NO] 553/839 | Role of Gesture-Based Interaction Models for AR Glasses
[NO] 554/839 | Transitioning from Urban to Social Digital Twins Through AI and Social Media Analytics
[NO] 555/839 | A Hybrid Machine Learning Platform for Securing Edge Computing Environments: A Review
[NO] 556/839 | Comparitive Analysis of Transfer Function-Based PI Tuning for Mathematical Electric Vehicle Model
[NO] 557/839 | Knowledge-Supervised LLM Decision Making for Intelligent Driving Systems in Long-Tail Scenarios
[NO] 558/839 | FAITH-Manip: A Benchmark for Offline-to-Closed-Loop Evaluation of Imitation-Learning Robotic Manipulation Policies
[NO] 559/839 | Power Flow Calculations Based on Complementary Condition for Converter-Connected Power Systems with Mode Switching
[NO] 560/839 | Reactive Power Optimization in Distribution Networks Based on an Adaptive Fick's Law Algorithm
[NO] 561/839 | Structure-Aware and Learning-Based Branching for Mixed-Integer Model Predictive Control
[NO] 562/839 | Holomorphic-Embedded Affine Modeling for Interval Carbon Emission Flow Analysis in Power Systems
[NO] 563/839 | NCCLbpf: Verified, Composable Policy Execution for GPU Collective Communication
[NO] 564/839 | Kunai: Toward a Verifier-Safe Layered DSL for Nested Encapsulation Packet Filtering on eBPF
[NO] 565/839 | Unifying eBPF across Platforms: Formal Semantics, Conformance Testing, and Specifications
[NO] 566/839 | Communication Heterogeneity and Collective Consensus in Neural Cellular Automata
[NO] 567/839 | IHS-LM: Intra-batch Hybrid Scheduling and Layer Migration for VLM Pipeline Inference Acceleration on Edge Devices
[NO] 568/839 | GCL-Sampler: Discovering Kernel Similarity for Sampled GPU Simulation via Graph Contrastive Learning
[NO] 569/839 | MiTDM: Eliminating False Conflicts in Scalable MVCC in Disaggregated Memory
[NO] 570/839 | Secure and Trust-Aware Federated Digital Twin Framework for Next-Generation Healthcare Systems
[NO] 571/839 | Interpretable, Fair, and Robust Machine Learning for Diabetes Screening and Staging on Real-World Tabular Health Data
[NO] 572/839 | Blink and you miss it — VMM-OS Co-Design for Millisecond Boot of Isolated Serverless Applications
[NO] 573/839 | Towards Tractable Hardware Model Validation Against Real Hardware
[NO] 574/839 | Reduced-Order Modeling and Convex Model Predictive Control for Rocket Engine Thrust Regulation
[NO] 575/839 | Author Index
[NO] 576/839 | Sensors Magazine Masthead
[NO] 577/839 | Table of Contents
[NO] 578/839 | The IEEE Sensors Council Educational Activities Ecosystem [Educational Activities]
[NO] 579/839 | Vulnerability of Electrical Distribution Networks Against Cyber Attacks on Embedded PV Systems
[NO] 580/839 | The Thermodynamic Costs of Simple Linear Regression_supp1-3732971.pdf
[NO] 581/839 | Cross-Layer Performance Analysis of Single-GPU Large Language Model Inference
[NO] 582/839 | CrossServe: Cross-Layer Scheduling for SLO Optimization in Multi-Tenant LLM Serving
[NO] 583/839 | Offline Signal Reconstruction and Time-dependent Roofline analysis for Always-on Monitoring
[NO] 584/839 | A Deep Learning-Based Multi-Channel Convolutional Neural Network Framework for Automated and Early Detection of Thyroid Cancer Using Computed Tomography Imaging Data: An AI-Driven Approach for Enhanced Clinical Diagnosis and Precision Image Analysis
[NO] 585/839 | Low-Voltage Electrical Fault Identification Method Based on CNN-LSTM-CAM
[NO] 586/839 | AR Aspects-Based User Sentiment Analysis on Google Translate
[NO] 587/839 | Nonlinear Predictive Cost Adaptive Control of Pseudo-Linear Input-Output Models Using Polynomial, Fourier, and Cubic Spline Observables
[NO] 588/839 | Preface
[NO] 589/839 | Spatiotemporal Barrier and Gap-Guided APF for Deadlock-Resilient UAV Collision Avoidance
[NO] 590/839 | Method for State of Health Estimation of Retired Lead-Acid Batteries Based on Lasso Regression
[NO] 591/839 | In-Context System Identification for Nonlinear Dynamics Using Large Language Models
                    <sup>*</sup>
[NO] 592/839 | Bayesian Optimization-Based Tuning of Feedforward Controller for Feed Drives
[NO] 593/839 | H
                    <sub>2</sub>
                    Purity-Aware Model-free Predictive Control of High-Pressure Alkaline Electrolyzers
[NO] 594/839 | CNN-Enhanced and Bayesian-Optimized Support Vector Regression for Accurate Lithium-Ion Battery SOH Estimation
[NO] 595/839 | Resilience-Oriented Optimal Operation of Ice-Storage Air-Conditioning Systems Considering Phase Change
[NO] 596/839 | Distributed State Estimation for Active Distribution Grids With Integrated Battery Energy Storage
[NO] 597/839 | Pinning Isn't Enough: Gang-Scheduling Memory-Model Litmus Tests with sched_ext
[NO] 598/839 | An NLP-Based Framework for Sentiment and Emotion Analytics in Customer Service Systems
[NO] 599/839 | Social Robotics for Safer School Routes: An Exploratory Study With a Humanoid Robot and Children
[NO] 600/839 | Next Generation Self-Centering Seismic Isolation: A Review of SMA–LRB Hybrid Systems for Resilient Infrastructure
[NO] 601/839 | A Comprehensive Review of Advanced Driving Assistance Systems: Challenges, Technologies, and Future Directions
[NO] 602/839 | Numerical Simulation on Combustion and NOx Emission Characteristics of Large-Ratio Ammonia Co-Firing in a 660 MW Opposed-Firing Coal Boiler
[NO] 603/839 | RBF Network for CHB-MPC Prediction Correction: Accuracy Enhancement and Real-Time Constraint Analysis
[NO] 604/839 | Governing Global ASID/PCID Management for QoS Isolation in Shared-Kernel Mixed-Priority Systems
[NO] 605/839 | PG-Tune: Prediction-Guided Distributed Storage System Tuning without Repeated Online Benchmarking
[NO] 606/839 | High-Performance Star-M SVD for Big Data Compression
[NO] 607/839 | The Eyes Don’t Lie: Detecting Cognitive Load in VR Assembly Training using Built-in Pupillometry
[NO] 608/839 | Amorphous Halide Solid-State Electrolytes: Synthesis Strategies, Ion Transport Mechanisms, and Application Progress
[NO] 609/839 | Research on DC Bias Suppression Measures of Three-Phase Five-Column Transformer
[NO] 610/839 | Editorial for the TBIOM Special Issue on The Best Reviewed Papers From IJCB 2025
[NO] 611/839 | Exploring the Design Space of Isolation Mechanisms
[NO] 612/839 | Synergistic Effects of Cross-linking Network and α-Al
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Nanoparticles on Thermal Transport and Stability of XLPE: A Molecular Dynamics Simulation
[NO] 613/839 | Marine Navigation under Compromised Inertial and Magnetic Sensing
[NO] 614/839 | A maneuver-based parameter identification framework for inland vessels
[NO] 615/839 | Optimal Iterative Learning-Based Fault-Tolerant Control for Vehicle-Manipulator Systems with Actuator Failures
[NO] 616/839 | IEEE Transactions on Biometrics, Behavior, and Identity Science Publication Information
[NO] 617/839 | IEEE Power &amp; Energy Society Information
[NO] 618/839 | Deep Semantic Matching of Academic Courses Using BERT Based Embeddings with Siamese Network
[NO] 619/839 | Aggregated Configuration and Design of Industrial Alarm Systems Using Voting Mechanisms
[NO] 620/839 | Zero-Shot Affordance Exposure for Robotic Manipulation Via Object Repositioning
[NO] 621/839 | Robust Learning for Structural Vibration Mitigation under Excitation Uncertainty
[NO] 622/839 | A Novel MPPT Control Strategy for PV-Thermal Hybrid Systems
[NO] 623/839 | Implementing Dynamic Virtual Power Plants with Model Predictive Control
[NO] 624/839 | Physiological and Performance Evaluation of an Underwater Wearable Robotic Exoskeleton
[NO] 625/839 | QMScaler: A QoS-Constrained Resource-Efficient Microservice Autoscaling Framework for Edge Environments
[NO] 626/839 | BAG: Faster Matrix Multiplication on a Single GPU
[NO] 627/839 | Protocol-Aware Iot Intrusion Detection Using Random Forest and CorrAUC
[NO] 628/839 | Adaptive Healthcare Monitoring System Using Edge AI for Personalized Patient Care
[NO] 629/839 | Research on Distribution Network Operation and Maintenance Model Based on Load Data and Artificial Intelligence Algorithm
[NO] 630/839 | Data-Driven Real-Time Scheduling Method Based on Deep Reinforcement Learning for IIoT-Enabled Discrete Manufacturing Workshop
[NO] 631/839 | Economic Analysis and Harmonic Mitigation of Offshore wind Power via Low Frequency Transmission System Based on DRU-MMC
[NO] 632/839 | Point Cloud Registration in 3D Reconstruction: A Survey of Traditional Geometric Methods, Deep Learning, and System-Level Integration
[NO] 633/839 | Centralized control in mixed traffic: Energy efficiency and robustness under partial controllability
[NO] 634/839 | Stability Analysis of VSG Grid-Connected System Based on Equivalent RLC Circuit
[NO] 635/839 | Grid Intelligent Verification System Based on Digital Twin and Deep Learning
[NO] 636/839 | Reinforcement Learning-Based Youla Q-Parameter Tuning for Nanopositioning Flexible System
                    <sup>*</sup>
[NO] 637/839 | Assignment-Free Real-time Tracking Control for Large-Scale Multi-Agent Systems
[NO] 638/839 | Control-Aware Radio Resource Allocation for Wireless Estimation Using Lyapunov-Based Priority Scheduling
[NO] 639/839 | Research on Optimal Decision Model of Distribution Network Project Based on Marginal Investment Efficiency
[NO] 640/839 | Energy Efficient Cloud Computing using Hybrid LSTM and Deep Reinforcement Learning
[NO] 641/839 | Integrating Active Damping with Shaping-Filtered Reset Control for Piezo-Actuated Nanopositioning
[NO] 642/839 | Feasibility-Robust MPC for Self-Powered Control of Nonlinear Systems
[NO] 643/839 | Cooperative Multi-Horizon Model Predictive Control for Energy-Efficient Train Operation with Inter-Vehicle Energy Exchange
[YES] 644/839 | Formal Specification of Linux eBPF Instruction Set Architecture in Sail
[NO] 645/839 | Technology-Based Integrated Framework and Model for Sustainable Procurement and Logistics for the Oman Construction Industry
[NO] 646/839 | AI-Driven Management and Data Analytics Frameworks for Renewable Energy Integration in Oman's Smart Infrastructure Ecosystem
[NO] 647/839 | "AI will figure it out": System Compensation and Intent Deferral in Open-Ended Generative AI Interfaces
[NO] 648/839 | Clean or simplistic? Testing a lower granularity algorithmic explainer for users’ comprehension, trust, and preference
[NO] 649/839 | Algorithm--Hardware Co-Design of Spiking Transformers for In-Memory Neuromorphic Edge Vision
[NO] 650/839 | Large-Scale Quantum Circuit Simulation on HPC Cluster via Cache Blocking, Boosting, and Gate Fusion Optimization
[YES] 651/839 | A Software-Driven Hardware/Software Co-Design Framework for Efficient RISC-V Customization and Early-Stage Architectural Optimization
[NO] 652/839 | Elastic Pod CPU Auto-Scaler (EPCAS): An Open-Source Kubernetes Operator for Restart-Free Vertical CPU Scaling with Typed-Refusal Semantics
[NO] 653/839 | A Systematic Review of Urban Waste Management Strategies and Technologies: Toward Cleaner Cities in Oman Through Integrated Smart Solutions
[NO] 654/839 | Designing Growth Mindset-Inspired Feedback Messages Tailored to Learning Behaviors Using LLM and Persuasive Strategies
[NO] 655/839 | Multi-regional Electricity Price Joint Forecasting Based on the Hybrid DCC-GCN-LSTM Model
[NO] 656/839 | Supporting Sustainable Urban Design Using Contrastive Learning and Large Language Models
[NO] 657/839 | Remaining useful life prediction of rotors with aerodynamic anomalies via multi-scale attention enhancement and auxiliary supervision
[NO] 658/839 | Ontology Guided Crime Prediction Framework Using Feature-Cost Aware Random Forest
[NO] 659/839 | Typographic Space, Learned: A Transformer-CVAE for Designer-Grade Layouts
[NO] 660/839 | Efficient Machine Learning for Financial Systems: Algorithmic and Architectural Principles for Production Deployment
[NO] 661/839 | A Method for Detecting Electricity Theft Based on Multi-Feature Fusion of User Behavior
[NO] 662/839 | Blank Page
[NO] 663/839 | Lightweight AI Model for Rice Grain Classification in Resource-ConstrainedSystems
[NO] 664/839 | Fine-Grained Detection of Forceps Tips and Joints in Laparoscopic Videos for Surgical Skill Analysis
[NO] 665/839 | Fast Sampling-Based Motion Planning and Time Parametrization for Collaborative Workpiece Transport with Mobile Robots*
[NO] 666/839 | Reinforcement Learning Control and Path Planning for a Mobile Inverted Spherical Pendulum
[NO] 667/839 | Measuring and modelling nonstationary impedance in Li-ion batteries
[NO] 668/839 | Development Evolution of the Power Grid 'Industry-University-Research-Application' Model
[NO] 669/839 | Analysis and Suppression of Switching Overvoltage in Renewable Energy Flexible Low-Frequency Transmission Systems
[NO] 670/839 | Optimal Mobile Emergency Generator Allocation for Frequency Security During Microgrid Formation
[NO] 671/839 | Robust Deep Reinforcement Learning via Adversarial Data Augmentation for Robotic Control Under Observation Uncertainty
[NO] 672/839 | The Fear of AI is the Fear of Looking in the Mirror: Low Trait Honesty-Humility Predicts Individual Perceived Likelihood of Future Apocalyptic AI Scenarios Through Beliefs in a Competitive World
[NO] 673/839 | Proceedings of the 14th ACM Collective Intelligence Conference
[NO] 674/839 | Toward an Eye-Tracking Adaptive Interface for Interactive Evolutionary Computation
[NO] 675/839 | Modeling Learning Practices Informed by Mindset Theory for Adaptive Educational Systems
[NO] 676/839 | AccESM: Packed-Total Exact Inference for CPU ESM2 Embedding
[NO] 677/839 | CoPartAD: Cross-Image Consistent Part-Aware Few-Shot Anomaly Detection
[NO] 678/839 | WSES 2026 TOC
[NO] 679/839 | A Novel Intelligent External Fixator with Interference-Avoidance Capability for Femoral Deformity Correction
[NO] 680/839 | Nested Geometry and Buoyancy Control Co-Design for a Dual-Rotor Ocean Current Turbine
[NO] 681/839 | Multi-Objective Optimal Reconfiguration of New-Type Distribution Systems Based on Benders Decomposition and DistFlow
[NO] 682/839 | Research on Three-Level LLC Resonant Converters for High-Voltage Input and Low-Voltage Output
[NO] 683/839 | WOA-Optimized TCN-BiLSTM-SA for Short-Term Photovoltaic Power Forecasting
[NO] 684/839 | A High-Density Crowd Detection and Abnormal Gathering Early Warning Method Fusing Shallow Directional Convolution and Dynamic Upsampling
[NO] 685/839 | AI-Driven Business Intelligence and Data Analytics Framework for Smart Tourism in Oman
[NO] 686/839 | Graph-Layered Parallel Carbon Emission Flow Calculation for Large-Scale Power Systems
[NO] 687/839 | Breaking the Single-Entry Bottleneck: Dynamic Write Routing for Heterogeneous Key-Value Stores
[NO] 688/839 | S2PAR: Scalable Surface Code Ancilla Routing Card for Distributed Fault-Tolerant Quantum Computing
[NO] 689/839 | CARE-MoE: Correlation-Aware Expert Placement and Semantic Equivalence Routing for MoE LLM Inference on Edge Devices
[NO] 690/839 | A SYCLic Investigation of SYCL Ecosystems: UniSYCL for Heterogeneous Scaling
[NO] 691/839 | Cultural Orientation Shapes Moral Judgments of Autonomous Vehicle Dilemmas
[NO] 692/839 | Towards Intelligent Virtual Agents for Visual Monitoring of Assembly Tasks
[NO] 693/839 | Stochastic Finite-Adaptability Robust Optimization for Industrial Utility Systems Coupled With Green-Ammonia
[NO] 694/839 | Cybersecurity-4
                    <sup>th</sup>
                    Industry Revolution Integrated Framework for Sustainable Construction Environment
[NO] 695/839 | Economic Analysis of the Implementation of Fixed Time-of-Use Electricity Pricing and User-Side Energy Storage Projects
[NO] 696/839 | Fun Optimizations for eBPF Programs and How to Enable Them
[NO] 697/839 | Shadix: A Distributed Message Broker Leveraging Shared Disaggregated CXL Memory
[NO] 698/839 | Big Data Infrastructure, Security &amp; Integrity, Cloud Framework, Data Governance Cybersecurity, and Data Integrity Solutions
[NO] 699/839 | Deep Learning for Automated Solar Panel Inspection: Evaluating CNN Architectures for Dust Detection
[NO] 700/839 | Improvement of a Multi-Cooling Source-End Load Coupling Model for Data Center Thermal Field Regulation and Energy Consumption Optimization
[NO] 701/839 | Experimental Study on Single-Phase Controllable Impedance Module with Current-Oriented Control
