[2026-08-20 09:35:37] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-19
正在获取论文...
[arXiv] 2026-08-19 | Realizing Logical Diagonal Gates via Transversal Physical $Z$-Rotations in CSS Codes
[NO] 1032/1794 | Data-Driven Study on the Correlation between Meteorological Factors and the Distribution of Traditional Chinese Medicine Syndromes in Infectious Diseases
[NO] 1033/1794 | Classifynew: Evaluating News Classification via Simulated Editorial Collaboration
[NO] 1034/1794 | Three-Layer Pipeline Architecture for Precise Gong-Che Notation Recognition Based on YOLOv8 and Lightweight CNN
[NO] 1035/1794 | X-ray-based Quantitative Bone Composition Analysis as the Primary Outcome in Predicting [Ra]Ra Deposition_supp1-3724604.docx
[NO] 1036/1794 | GrAPL 2026 Keynote 1
[NO] 1037/1794 | Message from the HCW 2026 Steering Committee Chair
[NO] 1038/1794 | Autonomous Patient-Specific Geometry-Aware Planning and Control Framework for Robotic Transcatheter Tricuspid Valve Intervention
[NO] 1039/1794 | Editorial: Advanced Biophotonics in Emerging Biomedical Technologies and Devices
[NO] 1040/1794 | Blockchain-Based Anonymous and Accountable Data Redaction for the Industrial Internet of Things
[NO] 1041/1794 | Spatiotemporal variation of near-surface NO in Northeast Asia under extreme scenarios: A comparative analysis of China and South Korea for the pre-, co-, and post- COVID-19 pandemic_supp1-3724664.docx
[NO] 1042/1794 | Actionable Counterfactual Explanations Using Bayesian Networks and Path Planning with Applications to Environmental Quality Improvement
[NO] 1043/1794 | Insulation Challenges in Medium-Voltage High-Frequency Transformers for Solid-State Transformers: A Review of Mechanisms, Diagnostics, and Mitigation_supp1-3724552.docx
[NO] 1044/1794 | Robust High-Temperature Demodulation of Sapphire-Fiber MEMS Fabry-Pérot Pressure Sensors via Physics-Informed Multi-Domain Fusion_supp1-3725101.pdf
[NO] 1045/1794 | Equilibrium Strategies for Bilateral Link Network Formation With Multiple Heterogeneous Utilities_supp1-3719669.pdf
[NO] 1046/1794 | Edge-Only Universal Adversarial Attacks in Distributed Learning
[NO] 1047/1794 | 2026 Volunteer Service Awards
[NO] 1048/1794 | LadderMIL: Multiple-instance Learning with Coarse-to-Fine Self-Distillation
[NO] 1049/1794 | Design of a Low-Profile Wideband Reconfigurable Transmitarray Antenna with Dual-Circularly Polarized Bidirectional Radiation
[NO] 1050/1794 | A Low-Latency Reconstruction-Based Symbol Error Correction for PAM-4 DSP-Based Wireline Receivers
[NO] 1051/1794 | Masthead
[YES] 1052/1794 | SNIPTEST: Fuzzing Multi-Level Code Slices for Validating Vulnerabilities
[NO] 1053/1794 | A Traceable Vectorial Calibration for MEMS Accelerometers Using Industrial Robotic Manipulators
[NO] 1054/1794 | Computer-Aided Elucidation of Acetamiprid Adsorption by a Sodium-Alginate/Saccharomyces cerevisiae Composite Adsorbent and Its Protective Effects on Bumblebees
[NO] 1055/1794 | AI-Assisted Diagnosis of Skin Diseases Based on Deep Learning
[NO] 1056/1794 | Design and Optimization of “Zero-Burden” Supernumerary Robotic Limb with M-Shape Assistive Strategy
[NO] 1057/1794 | Modality Inflation: Energy Characterization and Optimization Opportunities for MLLM Inference
[NO] 1058/1794 | Structural Optimization of a Cable-Driven Manipulator for Efficient Stable Grasping
[NO] 1059/1794 | First Approach of Direct Ink Writing for a Sensorized Arterial Surrogate
[NO] 1060/1794 | High-Performance Hyperspectral Brain Tumor Analysis on Versal ACAP
[NO] 1061/1794 | An Electric Eel Optimization Framework for Power Loss Reduction and Voltage Stability Enhancement in Transmission Networks with FACTS
[NO] 1062/1794 | Integrated Energy and Cost Management in Electric Vehicle and Hydrogen Vehicle Parking Facilities
[NO] 1063/1794 | Toward Sequential Omnipolar Mapping: Effect of Inter-Beat Variability in a 2D Simulation Study
[NO] 1064/1794 | Heterogeneous Acceleration Framework for Unified Rendering of Hybrid NeRF-Mesh Representation
[NO] 1065/1794 | How Do You Feel About Dinner? Developing a VR Multi-User Scenario to Foster Perspective-Taking in Adolescents with Anorexia Nervosa and Their Parents
[NO] 1066/1794 | Ensemble Machine Learning Framework for ERP Financial Risk Detection and Classification in Enterprises
[NO] 1067/1794 | Portable PCU for Solar PV-BESS/ Grid Multiport EV Battery Charging
[NO] 1068/1794 | IEEE Recommended Practice for Human Factors Applications of Computerized Operating Procedure Systems (COPS) at Nuclear Power Generating Stations and Other Nuclear Facilities
[NO] 1069/1794 | Quantum-Optimized Ride-Pooling for Urban Mobility Using QUBO and Hybrid Quantum-Classical Algorithms
[NO] 1070/1794 | Preliminary Analysis of Aerosol Jet Printed Solid-Contact K
                    <sup>+</sup>
                    Sensors for Rapid Soil Extraction
[NO] 1071/1794 | Enabling low-latency virtualized audio in Xen using a vhost-user backend
[NO] 1072/1794 | Reliability and Safety-Driven Zero Trust Network Access Enforcement Using RADIUS and PostgreSQL: A MAC-Based Authentication Framework for Distributed Retail Environments
[NO] 1073/1794 | A Knowledge Graph–Driven Multimodal Framework for Drug&amp;ndash;Disease Association Prediction_supp1-3724872.docx
[NO] 1074/1794 | Improved Sliding Mode Velocity Controller for Dither-Injected PI Based DTC-SVM of LIM for Linear Induction Motor
[NO] 1075/1794 | Piloting Kenya’s First Master’s Program in Technical Communication: Digital Innovation, Intercultural Challenges, and Lessons for Higher Education in the Global South
[NO] 1076/1794 | 2026 IEEE Zooming Innovation in Consumer Technologies International Conference (ZINC)
[NO] 1077/1794 | Adaptive Hand-Eye Calibration for Robotic Chromatic Confocal Sensors Based on Intensity-Response Confidence Weighting
[YES] 1078/1794 | Deriving Symbolic AET Using Locality Identity Equation
[NO] 1079/1794 | Prediction of Cardiovascular Disease While Maintaining Data Privacy
[NO] 1080/1794 | Lightweight CNN Model for Leaf Disease Classification: A MobileNetV2 Approach with Enhanced Evaluation Metrics
[NO] 1081/1794 | Agentic AI-Based Threat Hunting in Autonomous Security Networks
[NO] 1082/1794 | Joint AoI and SWIPT-Aware Scheduling via Multi- Agent Deep Reinforcement Learning
[NO] 1083/1794 | Efficient Communication-Aware Distributed ∆-Stepping for Single-Source Shortest Paths
[NO] 1084/1794 | AI FoMO in SME Decision-Makers’ Reflections on AI Adoption: A Mixed-Method Approach
[NO] 1085/1794 | Blockchain-Based Document Verification and Authentication System Using AI
[NO] 1086/1794 | Study of Hybrid Deep Learning Architectures and Optimization Strategies in CT/MRI for Accurate Liver and Tumor Segmentation
[NO] 1087/1794 | A Modular Low-Power Environmental Monitoring Node with RAK3172 LoRaWAN Core, Dual-Path Logging and Low-Cost Sensors
[NO] 1088/1794 | A Patent Landscape of Vision-Based Vigilance Monitoring for Heavy Vehicles and Rail: Taxonomy, Trends, and Validation Gaps for Occupational Safety
[NO] 1089/1794 | A Trustless Peer-to-Peer Model for Privacy-Enhanced Financial Transfers
[NO] 1090/1794 | Preliminary Assessment of Printed Strain Gauges for Instrumented Bioreactors
[NO] 1091/1794 | Intelligent PID Gain Adaptation Using Reinforcement Learning for D-Q Axis Grid-Forming Inverter Control
[NO] 1092/1794 | AI-Powered Automatic Quiz Generator with Explanations and Summarization for Educational Content
[NO] 1093/1794 | Econauts: A Gamification- and Microlearning-based (mobile) Approach to Foster Action Competence within the Circular Economy Transition
[NO] 1094/1794 | Unified Analytical Framework for Emergency RIS-UAV Networks Under Practical Impairments
[NO] 1095/1794 | Facial Affect Analysis for Service-Oriented Systems: Advances, Challenges, and Future Visions
[NO] 1096/1794 | Privacy-Enhanced Autism Screening Through Federated Learning with Deep CNN Feature Extractors
[NO] 1097/1794 | Surface-Matched Millimeter-Wave 3-D Sparse Imaging Based on the ADMM Framework
[NO] 1098/1794 | Human-Machine Coupling Modeling and End-Effector Stability Control of Wearable Weapon Arm
[NO] 1099/1794 | AI-Driven Protection Scheme for High-Voltage Series-Compensated Dual-Circuit Transmission Lines
[NO] 1100/1794 | Impact of Capital Structure on Firm Profitability: Evidence from Emerging Markets
[NO] 1101/1794 | Multi-GPU Memory Coherence for BLAS Matrices
[NO] 1102/1794 | Quantitative Characterization of Host-Initiated CUDA Memory Allocators: Performance, Fragmentation, and Concurrency Trade-offs
[NO] 1103/1794 | Cryptographically Computable Self-Learning Activation Functions for Privacy-Preserving Logistic Regression with Homomorphic Encryption
[NO] 1104/1794 | Attention-Augmented 3D CNN Ensemble for Schizophrenia Detection Using Resting-State fMRI
[NO] 1105/1794 | Predict Fuel Efficiency Using TabNet
[NO] 1106/1794 | Performance Enhancement of Vehicle-to-Vehicle Energy Transfer Using ANN-Based Converter Control
[NO] 1107/1794 | Carbon-switch: Intelligent Model for Sustainable AI Inference
[NO] 1108/1794 | Exploration of 24-hour ECG signal quality index using ensemble tree classifier with set of nonlinear features
[NO] 1109/1794 | Front Cover
[NO] 1110/1794 | ZINC 2026 Copyright page
[NO] 1111/1794 | ASC-MDFE: The Joint of Adaptive Semantic Calibration and Multi-scale Difference Feature Extrantion in Change Detection
[NO] 1112/1794 | Design of AI-assisted Game Plot Generation and Player Decision Simulation System
[NO] 1113/1794 | Research on a Real-Time Micro-Course Digital Human Generation System Integrating GPT-SoVITS and HeyGem - With a Focus on Lightweight Implementation of AIGC Technology in Educational Scenarios
[NO] 1114/1794 | SemGG: Semantic-Guided 3D Gaussian Head Synthesis
[NO] 1115/1794 | Homography Alignment and Multi-angle Attention Joint Prompt Learning for Non-aligned RGBT Tracking
[NO] 1116/1794 | Model and Application of Intelligent Decision Support System for Optimal Allocation of Resources in Smart Library
[NO] 1117/1794 | Early Identification Model for Obsessive-Compulsive Disorder Based on Natural Language Processing and Affective Computing
[NO] 1118/1794 | VentGuard: A Machine Learning-Based Real-Time Anomaly Detection and Early Warning System for Mechanical Ventilator Monitoring
[NO] 1119/1794 | Complete mitochondrial genome sequencing and characterization of the medicinal plant Lepidium apetalum
[NO] 1120/1794 | An optimized non-contact, precise heart rate detection algorithm for a 60GHz millimeter-wave radar that integrates 1D-Unet
[NO] 1121/1794 | Computer Society Information
[NO] 1122/1794 | Learning a YOLO-based Bridge Pier Surface Defect Detector via Single Image Diffusion Generation
[NO] 1123/1794 | A Multi-Scale Representation Learning Approach for Network Traffic Anomaly Detection--Multi-Scale Traffic Anomaly Detection
[NO] 1124/1794 | Revisiting Bottleneck Design in RetinexFormer via Multi-Scale Feature Fusion
[NO] 1125/1794 | Development of a Machine Learning-Driven Evaluation System for Exercise Rehabilitation Guidance Competence in Higher Vocational Nursing Students
[NO] 1126/1794 | SSANet: A Spatial-Structure-Aware Network for Cell-Cell Interaction Inference in Spatial Transcriptomics
[NO] 1127/1794 | To Ban or not to Ban: Managing the Livestreaming Service with AIGC Technology
[NO] 1128/1794 | Author Index
[NO] 1129/1794 | A Physical-Informed Super-Resolution Method for Electric Camera Inspired by Active Electric Sense
[NO] 1130/1794 | Remote Awareness of Seafloor Images Collected by AUVs Over Low-Bandwidth Communication Links
[NO] 1131/1794 | Distributed Variational Bayesian Filter for Systems With Heavy-Tailed Elliptical Noises_supp1-3724991.pdf
[NO] 1132/1794 | Parameter-Efficient Retriever-Reader for Trustworthy Table-Text Question Answering Toward Agentic Edge Intelligence
[NO] 1133/1794 | Toward Robust Photoplethysmography-Enabled Acute Mountain Sickness Risk Monitoring With Wearable Electronics
[NO] 1134/1794 | GCN-CNN-Based Bidirectional Heterogeneous Feature Interaction Network for Hyperspectral Image Change Detection
[NO] 1135/1794 | A Lightweight Quantum-Assisted Fair Exchange Protocol for Resource-Constrained Edge IoT
[NO] 1136/1794 | Computing Edge
[NO] 1137/1794 | Stay Connected
[NO] 1138/1794 | Incentives and Evidence in Learned Service Orchestration
[NO] 1139/1794 | Non-Isolated Multiport Converters: A Review on Topology Analysis, Control and Application for Hybrid Energy Systems
[NO] 1140/1794 | Deep Learning-Based Wheat Yield Prediction Using Bidirectional LSTM and Agro-Climatic Time-Series Data in Rajasthan
[NO] 1141/1794 | AI-Based Timeline Tracking of Employee Activities in Smart Workspace
[NO] 1142/1794 | Synergistic Effect of CuO/Ag
                    <sub>2</sub>
                    O Hybrid Structures for Rapid and Selective Near–Room Temperature Hydrogen Sensing
[NO] 1143/1794 | Safeguarding Truth: Fake News Detection Using Machine Learning
[NO] 1144/1794 | Feasibility of a Crossbar High-Density Eddy Current Sensor Array for Structural Health Monitoring Using Inductance to Digital Converters
[NO] 1145/1794 | Accelerating ICA-Based Spectral Power Analysis of Sleep EEG Signals Using Cluster Computing
[NO] 1146/1794 | BrAInXplore: Automated 3D Delineation and Structural Analysis of Brain MRI Data
[NO] 1147/1794 | MedBuddy: AI-Based Healthcare Chatbot Disease Detection System
[NO] 1148/1794 | Ensemble Machine Learning Models for Financial Default Prediction
[NO] 1149/1794 | AI-Driven Tree Canopy Detection for Precision Agriculture Using UAV-Acquired RGB Images
[NO] 1150/1794 | Human-Human-in-the-Loop Optimization of Ankle Exoskeleton Assistance Based on a Real-Time Balance Evaluation Index: A Pilot Feasibility Study
[NO] 1151/1794 | A Multi-Agent Framework for Task Planning and Execution in Robotic Perception and Manipulation
[NO] 1152/1794 | Data Preprocessing for Indoor Air Quality Monitoring Sensor for Enhancing Intelligent Control and Automation
[NO] 1153/1794 | Facilitating Informed Privacy Decisions in Smart Homes: Design Principles for Contextualized Data Permission Justifications
[NO] 1154/1794 | AI-Enhanced Soil Health Prediction Using Machine Learning and Real-Time Weather Analytics
[NO] 1155/1794 | Scenefake Audio Detection Using Amalgmation of Hybrid Linear Cepstral Features and CNN
[NO] 1156/1794 | Metrology meets cybersecurity: a measurement-oriented perspective on ADC vulnerability evaluation
[NO] 1157/1794 | A Hybrid Grey Wolf – Differential Evolution Algorithm for MPPT of PV Systems Using ZETA Converter
[NO] 1158/1794 | From Algorithm to RTL: A Comparative Study of Compiler-Driven and LLM-Driven FPGA Design Flows
[NO] 1159/1794 | From Context-Aware Collaborative IoT to Digital Twins: Architectural Foundations and Research Roadmap for Distributed Intelligent Systems and Systems of Systems
[NO] 1160/1794 | Battery-Free Wireless Electrochemical pH Sensor for Intraoral Monitoring_supp1-3724375.pdf
[NO] 1161/1794 | IEEE Standard for Shared Analytics Across Secured and Unsecured Networks
[NO] 1162/1794 | Three-Dimensional Seepage Field Simulation of Groundwater in the Dam Site Area During the Operation Period of a Hydropower Station
[NO] 1163/1794 | Research on the Synergistic Mechanism of Data Asset Confirmation and Accounting Treatment under Blockchain Technology
[NO] 1164/1794 | Diffusion-Based Multimodal Image and Video Generation Methods
[NO] 1165/1794 | Research on Front-End Circuit Power Consumption Hotspot Prediction Method Based on GNN
[NO] 1166/1794 | Research on LLM-Based Code Audit Agent Framework Integrating FV-RAG and Program Analysis for Vulnerability Detection
[NO] 1167/1794 | MAD-STF: A Dual-Branch Framework for Multivariate Time Series Forecasting under Complex Missingness
[NO] 1168/1794 | Prediction of Stress-Reduction Perception of Campus Environmental Music Soundscapes Using Logistic Regression
[NO] 1169/1794 | SSA-HAN: Sleep-Stage-Aware Hierarchical Attention Network for Patient-Level Sleep Apnea Severity Assessment
[NO] 1170/1794 | Global, Regional, and National Burden of Mental Disorders in Individuals Aged 50-74 Years, 1990-2021: A Systematic Analysis and Future Projections
[NO] 1171/1794 | MTransSegNet: Precise Lung Cancer CT Image Segmentation via Multi-module Transformer Architecture
[NO] 1172/1794 | Improved YOLOv10 for Accurate Lymphocyte Detection in Blood Smear Images
[NO] 1173/1794 | A Novel Multi-Year Crop Mapping Framework Based on Temporal Model Transfer and Automated Sample Purification_supp1-3725009.docx
[NO] 1174/1794 | FeLiteNet: Accurate and Compact Steel Surface Defect Segmentation for Industrial IoT Inspection
[NO] 1175/1794 | Application of the Morse theory-based Persistent homology method in protein analysis
[NO] 1176/1794 | Constraint-based UCB-RAR Method and Application in Clinical Trials
[NO] 1177/1794 | Effect of Different Concentrations of NaCl Solution on the Sensitivity of DNA Aptamer to Cd2+
[NO] 1178/1794 | On Determinizability of Tropical Weighted Automata
[NO] 1179/1794 | <i>GenTREC</i>
                    : The First Test Collection Generated by Large Language Models for Evaluating Information Retrieval Systems
[NO] 1180/1794 | Title Page i
[NO] 1181/1794 | Compact Two-Port Implantable Antenna for SWIPT With Wideband WPT and High-Isolation Dual-Band Biotelemetry
[NO] 1182/1794 | Copyright Page
[NO] 1183/1794 | 2026 IEEE International Conference on Engineering, Technology &amp; Management (ICETM)
[NO] 1184/1794 | Crossing Obstacles during Walking through Self-adaptive Volitional Control of a Powered Knee Prosthesis_supp1-3724857.mp4
[NO] 1185/1794 | Coalition Formation for Multi-service Resource Management and Task Offloading in Edge Computing
[NO] 1186/1794 | Design and Analysis of a Compact Hybrid Substrate and Graphene-Based Wideband High Gain Terahertz Antenna
[NO] 1187/1794 | Unified Model Compression Framework for Hyperspectral Image Super-Resolution
[NO] 1188/1794 | Computer Society CFP
[NO] 1189/1794 | Augur: Thwarting Traffic Correlation Attacks with Predictive, Real-time Perturbations
[NO] 1190/1794 | Generalizable and Slim Affordance Reasoning for Task-oriented Manipulation_supp1-3722040.pdf
[NO] 1191/1794 | A Hybrid Intrusion Detection System for Electric Vehicle Charging Infrastructure
[NO] 1192/1794 | Continuous Monitoring of Changes in Dielectric Properties of Rat Brain After Global Ischemia
[NO] 1193/1794 | Introduction to HIPS 2026
[NO] 1194/1794 | AI-Based Meeting Summarizer: Speech-to-Text and Key Insight Extraction System
[NO] 1195/1794 | Enhancing Network Intrusion Detection System Using a Honeypot-Based Intrusion Logger
[NO] 1196/1794 | Three-Phase HERIC Topology for Transformerless Solar Inverter with Reduced Common Mode Voltage
[NO] 1197/1794 | Altered Muscle Recruitment and Inter-Limb Symmetry in Shoulder Function After Rotator Cuff Repair: An sEMG-Based Study
[NO] 1198/1794 | Energy-Aware Task Scheduling for Heterogeneous Cloud Systems Using Adaptive Dominance-Guided Grey Wolf Optimization
[NO] 1199/1794 | Torque Ripple Minimization Using Hybrid Cuk Converter - Inverter Fed BLDC Motor
[NO] 1200/1794 | Renewable Energy Potential of Panicum Virgatum: Combustion Performance of Syngas for Bioenergy Applications
[NO] 1201/1794 | Edge-Native Data-Aware Runtime Systems for Distributed AI: Bridging HPC and Edge Workloads
[NO] 1202/1794 | Characterization of Water-Activated Porous Elastomers Processed by Fused Deposition Modeling for Soft Strain Sensors Manufacturing
[NO] 1203/1794 | Improved PCB Defect Detection Algorithm Based on YOLOv12 with Global–Local Feature Enhancement
[NO] 1204/1794 | Particle Swarm Optimization Based Closed Loop Solution of Inverse Kinematics
[NO] 1205/1794 | Comparing Head-Mounted and Handheld Augmented Reality Instructions for Manual Assembly Tasks Under Increasing Spatial Task Complexity
[NO] 1206/1794 | Statistical and Perception-Based Analysis of Features Across Phishing Vectors: A Comparative Study of Website and SMS
[NO] 1207/1794 | Entropy-Driven Swarm Passage Control for UAVs in Constrained Environments
[NO] 1208/1794 | Steam Temperature Control of HTGR Based on Active Disturbance Rejection Control
[NO] 1209/1794 | Quantum Federated Learning for Privacy-Preserving Energy Consumption Prediction in Electric Vehicles
[NO] 1210/1794 | A study on Impedance Behavior of 3D-Printed Electrodes for Physiological Signal Acquisition
[NO] 1211/1794 | Development and Evaluation of an NLP Model for Mental Health Condition Detection from Social Media Text
[NO] 1212/1794 | A Road-Rage Emotion Detection Framework for Intelligent Cockpits Based on Multimodal Fusion
[NO] 1213/1794 | Cost-Effective Bench Testing for Lower-Limb Powered Exoskeleton
[NO] 1214/1794 | An Improved CTO-Based Interleaved Luo Converter for PV Frameworks
[NO] 1215/1794 | Machine Learning Optimized 4 Port High Gain, Highly Isolated Antena
[NO] 1216/1794 | Performance of Vision-Language Models in Blast Severity Analysis
[NO] 1217/1794 | Hybrid Ensemble Learning Model with Explainable Anomaly Detection for Insider Threat Analysis
[NO] 1218/1794 | A Multi-Granularity Cognitive Diagnosis Method Via Differentiated Cross-Granularity Transfer
[NO] 1219/1794 | Advanced Predictive Models for Health Insurance Risk Assessment: Integrating Machine Learning Approaches
[NO] 1220/1794 | A Constraint-Handling Capability Selection Method for Quantum-Inspired Annealers
[NO] 1221/1794 | Research on the Classification-based Demand Prediction of Oil-gas Separator Parts
[NO] 1222/1794 | A Predictive Diagnostic Method for Ultrasonic Flowmeters Based on the XGBOOST Model
[NO] 1223/1794 | Introduction to PDCO 2026
[NO] 1224/1794 | Chain-of-Evidence Multimodal Reasoning for Few-shot Temporal Action Localization
[NO] 1225/1794 | IT Professional Call for Articles
[NO] 1226/1794 | Scalable Stochastic Circuit Synthesis via Optimized Solution Space Exploration and Constrained Functional Transforms_supp1-3724920.pdf
[NO] 1227/1794 | Women in Circuits Networking Bingo at CICC 2026 [Women in Circuits Corner]
[NO] 1228/1794 | FairDeploy: Mitigating Deployment Based Disparities in Secure and Lightweight AI for Smart Speakers
[NO] 1229/1794 | Eigenvalue- and Gradient-Aware Optimization for Small-Signal Stability via the Adjoint Method
[NO] 1230/1794 | A ZnO:Li (LZO) Thin-Film MEMS Piezoelectric Accelerometer Employing Sub-Resonance Mechanical Amplification for Low-Frequency Vibration Monitoring
[NO] 1231/1794 | Deep Learning for Scalp-Level Nonlinear Source Separation in Electroencephalogram: A Comparative Evaluation of Spatiotemporal Architectures_supp1-3724828.docx
[NO] 1232/1794 | Distributed Online Push-Sum Dual Averaging for Composite Optimization With Communication Delays
[NO] 1233/1794 | Beyond Psychophysics: A Physiological Marker of Proprioceptive Function After Stroke_supp1-3724589.xlsx
[NO] 1234/1794 | A Hybrid Cascaded Multilevel Soft Open Point with Integrated AC and DC Fault Control Capability in Active Distribution Networks
[NO] 1235/1794 | Lightweight Deep Learning-Based Plant Leaf Disease Assisted Diagnosis System
[NO] 1236/1794 | PE5Class: A DNA Sequence Classifier Based on Frequency Chaos Game Representation and Capsule Network
[NO] 1237/1794 | Machine Learning-Driven Prediction and Analysis of Mammal Biodiversity Spatiotemporal Dynamics under Urban Expansion
[NO] 1238/1794 | Application and Optimization of Visual YOLO Model for Early Detection of Kidney Disease
[NO] 1239/1794 | MxP4S 2026 Invited Speaker 3
[NO] 1240/1794 | Weakly-supervised Learning with Partial Multi-Labels by Leveraging Dual Label Correlation Perspectives
[NO] 1241/1794 | Sequential-Access-Aware Cell-Split-Mapped and Column-Selective MLC STT-MRAM for an Area and Energy-Efficient Viterbi Decoder Design
[NO] 1242/1794 | Application of Obtainable Biological Agent Characteristics in Efficacy Stratification of Oral Anti-Obesity Drugs
[NO] 1243/1794 | A LASSO-Regularized Logistic Regression-Assisted Network Pharmacology and Experimental Study of Jiawei Cangfu Daotan Pills in PCOS-IR via the AGE-RAGE Signaling Pathway
[NO] 1244/1794 | Unsupervised Analysis of Public Street Lighting Energy Consumption Using Self-Organizing Maps
[NO] 1245/1794 | Evaluating the Cerebras Wafer Scale Engine 3 Against the NVIDIA H100 GPU for LLM Training and Inference
[NO] 1246/1794 | Prototype Development and Experimental Validation of Origami-Inspired Gripper Mechanism
[NO] 1247/1794 | Common Ground Transformer Less Seven Level Switched Capacitor Multilevel Grid Connected Inverter with Improved THD and Smaller Sized Switched Capacitors
[NO] 1248/1794 | SkinFuse-VFL: A Vertical Federated Multi-Modal Fusion Framework for Privacy-Preserving Skin Multi-Class Cancer Classification
[NO] 1249/1794 | Digital Twin–Based Trajectory Planning for Truss Robot
[NO] 1250/1794 | Performance Analysis of Augmentation-Driven Transformer Fault Diagnosis Using Small-Scale DGA Data
[NO] 1251/1794 | Robotic Strategy Adaptation Via Monte Carlo Regret Minimization in Uncertain Multi-Agent Environments
[NO] 1252/1794 | Pressure Array Integrated Lightweight CNN System for Human Sitting Posture Recognition on Embedded MCU
[NO] 1253/1794 | Design of a Master-Slave UAV Control System Using Backstepping Control and Stability
[NO] 1254/1794 | Preliminary Study on Aerosol Jet Printed Temperature Sensors for Smart Pipes
[NO] 1255/1794 | Neural Network-Based Indoor Positioning Using BLE Received Signal Strength: A Data-Driven Alternative to Geometric Triangulation for Industrial Safety Applications
[NO] 1256/1794 | New Semiconductor Design Programs With Japan’s Open Source Ecosystem [Society News]
[NO] 1257/1794 | Intersectional Fairness Auditing in Clinical Cancer Risk Classifiers: Quantifying and Correcting Gender-Age Bias Through Subgroup-Aware Ensemble Learning
[NO] 1258/1794 | Dynamic Hyperparameter Optimization Under Non- Stationary Data Environments
[NO] 1259/1794 | Evaluating LLM Coding Agents on SZ-Family Lossy Compression Across Architectures
[NO] 1260/1794 | A Multidimensional Taxonomy of Hardware Security Threats and Countermeasures for Resource-Constrained IoT Embedded Devices
[NO] 1261/1794 | Bi-LSTM Autoencoder Based Anomaly Detection for FDIA in Relay Measurements
[NO] 1262/1794 | LoRa-Based Telemetering Node for Current and Voltage Monitoring of Street Lighting Poles
[NO] 1263/1794 | Deep Learning-Based Multi-Class Classification of Phonocardiogram Signals
[NO] 1264/1794 | Efficient Estimation of Nyquist Diagrams for Smart Health Monitoring of Electric Vehicle Batteries Using Sparse EIS Measurements
[NO] 1265/1794 | Enhanced Blockchain Framework for Secure and Scalable Peer-to-Peer Energy Trading
[NO] 1266/1794 | Valve Position Control of Pneumatic Control Valves Based on Smith Predictor Compensation and a Fuzzy Neural Network
[NO] 1267/1794 | Lung Cancer Detection from Non-Invasive Screening Using a Biosensor Framework Integrated with Machine Learning and Federated Learning Techniques
[NO] 1268/1794 | Trajectory Tracking and Asynchronous Switching Control for a Trimodal Spherical Robot
[NO] 1269/1794 | Research on Automatic Modeling of Grid Business Data and Dynamic Task Scheduling Technology Based on Multimodal Pre-trained Large Models
[NO] 1270/1794 | Seismic Comprehensive Prediction Technology for Efficient Oil and Gas Reservoir Development
[NO] 1271/1794 | Research on Scenario-Based Intelligent Operation and Maintenance Agents for Communication Networks Based on Large Models
[NO] 1272/1794 | A Deep Learning Framework for Well Logging Curve Reconstruction via Wavelet Decomposition and ConvFFN-BiLSTM Modeling
[NO] 1273/1794 | VLM4FD: A Multimodal Vision-Language Model for Cross-Condition Bearing Fault Diagnosis
[NO] 1274/1794 | Benchmarking Moroccan Darija Arabizi Transliteration: Performance, Confusions, and OOV Challenges
[NO] 1275/1794 | Proceedings of the 2026 2nd International Conference on Artificial Intelligence and Computational Intelligence
[NO] 1276/1794 | Association of healthy lifestyle with cognitive function among Chinese older adults: a cross-sectional study
[NO] 1277/1794 | Research on Online Health Information-Seeking Behavior and Influencing Factors of College Students in Guangdong from the Perspective of Scientific and Technological Resource Sharing--An Empirical Study Based on BERT Semantic Encoding, LSTM Temporal Modeling and XGBoost-SHAP Interpretable Analysis
[NO] 1278/1794 | scAPF: A Single-Cell Multimodal Integration Approach via Self-Attention Variational Autoencoder
[NO] 1279/1794 | Path-Induced Regularized Graph Contrastive Learning for Drug-Target Interaction Prediction
[NO] 1280/1794 | Research on Transformer-Based Peptide Sequence Generation and Controllable Design
[NO] 1281/1794 | Playing It Safe: Risk-Aware Recommendation Systems for Smart Spaces
[NO] 1282/1794 | The Unfairness of Multifactorial Bias in Recommendation
[NO] 1283/1794 | Research on Clinical Data Mining and Intelligent Auxiliary Diagnosis System for Traditional Chinese Medicine
[NO] 1284/1794 | Algebraic Connectivity Reveals Modulated High-Order Functional Networks in Alzheimer's Disease
[NO] 1285/1794 | Index Author
[NO] 1286/1794 | PULSE: A Unified Multi-Task Architecture for Cardiac Segmentation, Diagnosis, and Few-Shot Cross-Modality Clinical Adaptation
[NO] 1287/1794 | Recycling of Hybrid Remanufacturing Systems Considering Take-back Regulations and Green Product Design
[NO] 1288/1794 | IEEE SOSE 2026 Committees
[NO] 1289/1794 | LLM-Agent-Inspired Hierarchical Adaptive Framework with Dynamic Mode Switching for Dual-Arm Strawberry Harvesting
[NO] 1290/1794 | Temporal Recurrence Matrix Representation for Anomaly Detection in Industrial Network Traffic
[NO] 1291/1794 | Modelling Interdependent Drivers of Robust AI Deployment: An Analysis Using MCDM Integrated Framework
[NO] 1292/1794 | Research on Real-Time Detection of Electric Bicycle Helmets Based on YOLOv8 Under Complex Road Conditions
