[2026-07-16 11:01:24] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-15
正在获取论文...
[arXiv] 2026-07-15 | Do Agent Optimizers Compound? A Continual-Learning Evaluation on Terminal-Bench 2.0
[NO] 777/1751 | Sleep-Inspired Replay-Driven Online Temporal Learning with Memristive Neuromorphic Hardware for Edge Systems
[NO] 778/1751 | Open-source asynchronous periphery for mixed-signal neuromorphic chips
[NO] 779/1751 | Age of Information Minimization for Buffer-Aided Uplink Systems via Movable Antennas
[NO] 780/1751 | Cramér–Rao Lower Bound for Barycenter Estimation of an Extended Target in the Near Field
[NO] 781/1751 | Enhancing Parkinsons Disease Diagnosis Using ConvNeXt and Hand-Drawn Image Biomarkers
[NO] 782/1751 | Geometric Cross-Layer NOMA-IRSA Random Access Scheme for GEO HTS Networks
[NO] 783/1751 | Multi-Sensor Based Automatic Food Authenticity Detection System
[NO] 784/1751 | Index Packet Error Correction in Digital Semantic Communications Through Vector-Quantized Diffusion Models
[NO] 785/1751 | Modeling and Scheduling of Hospital Robot Fleets Using Switching-max-plus Algebra
[NO] 786/1751 | From Domain Model to High-Mix Low-Volume Production Line Schedules
[NO] 787/1751 | Efficient and Interpretable Tabular Learning Via Visual Transformation
[NO] 788/1751 | D-Band Variable-Gain Balanced Power Amplifier with 36% FBW, 18.2 dBm PSAT and Reconfigurable Adaptive Bias in 22-nm FD-SOI
[NO] 789/1751 | SAGE: Student-Focused Adaptive Guidance Engine for Intelligent Tutoring with Regulated Learning
[NO] 790/1751 | A $10-\mathrm{W} 7-\text{GHz}$ Gan-on-Si Doherty Power Amplifier with Hybrid MMIC-Module Integration for 6G Base-Station Applications
[NO] 791/1751 | A Virtual Reality-Based Interior Design Framework Built on Cloud for Scalable and Immersive Experiences
[NO] 792/1751 | An Intelligent Traffic Estimation Approach to 6G Networks for Industry Applications based on Time-Frequency Features
[NO] 793/1751 | Data-driven diagnosis of failures in max-plus linear systems: a consistency-based approach
[NO] 794/1751 | A 2–18 GHz Integrated 4-Channel Transmit/Receive Beamformer in 65-nm CMOS
[NO] 795/1751 | Transciphering of Lightweight Symmetric Ciphertexts for Privacy-Preserving Generative AI Inference in Telecom Systems
[NO] 796/1751 | 0.5-to-52 GHz High Power Nonuniform Distributed Amplifier in 60 nm GaN/Si Process
[NO] 797/1751 | CAPTAIMN: A Real-Time LLM and RAG Based Decision Support System for Navigational Safety and COLREGs Compliance
[NO] 798/1751 | Model Predictive Control (MPC) Based Multi-Output DC to DC Converter for Electric Vehicle Applications
[NO] 799/1751 | Low-Complexity Near-Field Localization in Multipath Environment by ELAA Partitioning in Presence of Mutual Coupling
[NO] 800/1751 | Emulation Digital Twin Framework: Case Study on NGAP Attacks in 5G Control Plane
[NO] 801/1751 | Secure Beamforming for Pinching-Antenna Systems
[NO] 802/1751 | Transmit Beampattern Design for Continuous Aperture Array (CAPA)-aided Sensing Systems
[NO] 803/1751 | Packaging and Antenna Design for a 46 -Element Dual-Surface Mmwave Active STAR-RIS Built with CMOS RFICs
[NO] 804/1751 | ClimaStyle: A Climate-Aware Visual Try-On with Prompt-Based Segmentation
[NO] 805/1751 | Factor Graph Optimization Based Data Fusion for Accurate 3-D Positioning Using UWB and IMU
[NO] 806/1751 | Architectural Enhancements for Efficient Sensing Data Utilization in 6G ISAC
[NO] 807/1751 | Evaluation of GenLLM–based Air Traffic Complexity Assessment
[NO] 808/1751 | Distributed Pilot Framework for OTFS: Achieving Interference Whitening and PAPR Reduction
[NO] 809/1751 | A Single-Stage Feedback-Feedforward D-Band LNA in SiGe BiCMOS
[NO] 810/1751 | Design Method of Broad Flat-Top Fan-Beam Complementary Antenna for Radar Applications
[NO] 811/1751 | Equivalent Circuit Models for Waveguide-Fed, Resonant, Metamaterial Elements
[NO] 812/1751 | Towards Inclusive Retrieval-Augmented Generation: Challenges and Opportunities for Cognitively Impaired Users
[NO] 813/1751 | Reasoning-Grounded Intent Injection for Generative Recommendation
[NO] 814/1751 | LLM-based Semantic and ID Representations for Sequential Recommendation
[NO] 815/1751 | DCGL: Dual-Channel Graph Learning with Large Language Models for Knowledge-Aware Recommendation
[NO] 816/1751 | Privacy Preserving Information Retrieval: Defining Privacy Research Pillars for a Future Research Agenda
[NO] 817/1751 | RoTE: Coarse-to-Fine Multi-Level Rotary Time Embedding for Sequential Recommendation
[NO] 818/1751 | Chunk-Wise Quantization for Graph Collaborative Filtering
[NO] 819/1751 | Inductive Subgraphs as Shortcuts: Causal Disentanglement for Heterophilic Graph Learning
[NO] 820/1751 | ADaFuSE: Adaptive Diffusion-generated Image and Text Fusion for Interactive Text-to-Image Retrieval
[NO] 821/1751 | CARD: Non-Uniform Quantization of Visual Semantic Unit for Generative Recommendation
[NO] 822/1751 | Exploring and Improving Cross- and Multi-Domain Personalized Question Answering via a Dual Retrieval Augmentation Approach
[NO] 823/1751 | SECRET: SEarch query Classification with label RETrieval
[NO] 824/1751 | Intelligent Fractional Graph Signal Framework for Multi-Grade Brain Tumor Classification in IoT-Healthcare
[NO] 825/1751 | Confidence-Aware Hard-Soft Fused Tree Search for MIMO Detection_supp1-3713356.pdf
[NO] 826/1751 | The Multivariate Inverse Gamma Distribution and its Application to Wireless Communication Systems
[NO] 827/1751 | A 300-GHz 2-D Scalable 4 × 4 Phased-Array Receiver With Half-Wavelength Element Spacing in 65-nm CMOS
[NO] 828/1751 | Retraction Notice: Colorization of Black &amp; White Videos &amp; Photographs
[NO] 829/1751 | LWL-RT-DETR: A Lightweight Collaborative Model for Wildlife Detection
[NO] 830/1751 | A Contemporary Ontology-Based Approach to Geotechnical Knowledge Formalization and Regulatory Compliance_supp2-3713229.xlsx
[NO] 831/1751 | Intelligent Hydrocarbon Flame Detection Method Based on ECANet Attention Mechanism and Multi-modal Decision Fusion
[NO] 832/1751 | Domain-Adaptive Self-Supervised Contrastive Hashing for Scalable Chest Radiograph Retrieval
[NO] 833/1751 | Ghost ReSTIR: Volumetric Resampling with Ghost Vertices in Null-Scattering Space
[NO] 834/1751 | Improving Ad-hoc Search Effectiveness for Conversational Information Retrieval via Model Merging
[NO] 835/1751 | Can QPP Choose the Right Query variant? Evaluating Query Variant Selection for RAG Pipelines
[NO] 836/1751 | Load-sensitive Selective Pruning in Dense Retrieval
[NO] 837/1751 | Beyond Static Diffusion: Explicitly Modeling Temporal Patterns in Sequential Recommendation
[NO] 838/1751 | Attention Grounded Enhancement for Visual Document Retrieval
[NO] 839/1751 | A Sensitivity-Aware Test Collection for Search Among Personal Information
[NO] 840/1751 | From Top-1 to Top-K: A Reproducibility Study and Benchmarking of Counterfactual Explanations for Recommender Systems
[NO] 841/1751 | From Single- to Cross-Document: Benchmarking Multi-Granularity Event Analysis of Large Language Models
[NO] 842/1751 | Uncertainty Quantification for Retrieval-Augmented Reasoning
[NO] 843/1751 | Retraction Notice: Sports Event Data Acquisition Method Based on Wireless Sensor Technology and BP Neural Networks
[NO] 844/1751 | Copyright Page
[NO] 845/1751 | WS27: International Workshop on Sustainable and Sustainability-Enabling 6G
[NO] 846/1751 | Retraction Notice: Neural Network to detect Cervical Cancer early using Pap smears Images
[NO] 847/1751 | Confused Deputy Attack Against Model Context Protocol
[NO] 848/1751 | Retraction Notice: Content Based Offline Fake News Detection using Classification Technique
[NO] 849/1751 | Retraction Notice: Land Use and Land Cover Classification Using Recurrent Neural Networks with Shared Layered Architecture
[NO] 850/1751 | Potential risk mining of battery systems for electric vehicles: Multi-level screening and statistical analysis of safety features_supp1-3713031.docx
[NO] 851/1751 | First Plan Then Evaluate: Multi-Target Planning With Post-Planning Success Evaluation Improves Learning-Based Grasping Pipelines
[NO] 852/1751 | Real-Time Blowing-Snow Visibility Detection and Variable Message Sign Coordination for Highway Operations
[NO] 853/1751 | Constructive Safety-Critical Control of Nonlinear Cascaded Systems with Multiple Constraints and Perturbations
[NO] 854/1751 | Retraction Notice: FPGA Implementation of FBMC Transceiver for 5G Technologies
[NO] 855/1751 | Rigidity-Based Multi-UAV Trajectory Optimization for Rapid Cooperative Emergency Target Localization_supp1-3713188.pdf
[NO] 856/1751 | A robust virtual sensor-based Iterative Learning Control under presence of multiple sensor faults
[NO] 857/1751 | Having the Heart in the Right Place: Exploring Visual Heartbeat Cues in Virtual Avatar Design_supp1-3712953.pdf
[NO] 858/1751 | Deep Imbalanced Multi-Target Regression: 3D Point Cloud Voxel Content Estimation in Simulated Forests
[NO] 859/1751 | PermuteV: A Performant Side-Channel-Resistant RISC-V Core Securing Edge AI Inference
[NO] 860/1751 | Gradient-Based Service Placement for Capacity-Constrained Edge Computing in DTNs
[NO] 861/1751 | IoT Based Driver Drowsiness and Monitoring System for Enhanced Road Safety
[NO] 862/1751 | ZKTrustLLM: IPFS-Anchored Zero-Knowledge Accountability for Secure 5G/O-RAN Edge Multicast
[NO] 863/1751 | Flood Detection and Mapping: A Comprehensive Survey of SAR and Deep Learning Approaches
[NO] 864/1751 | Hybrid Blockchain and AI Based Continuous Authentication Framework for Secure Internet of Vehicles
[NO] 865/1751 | AirBreath Sensing: Toward Robust and Spectrum-Efficient Over-the-Air Distributed Sensing
[NO] 866/1751 | Optimized AI - Driven Autonomous Delivery Robot for Smart Cities
[NO] 867/1751 | Double Balanced Parametric and Resistive Millimeter-Wave Mixers with more than 100 GHz RF-Bandwidth
[NO] 868/1751 | Lighting and Visibility in Table Tennis. Methods for Improvement of Playing Quality
[NO] 869/1751 | Low-Cost Wearable System for Personalized Assistance in Gait Training
[NO] 870/1751 | Adaptive Strategies for Transparent Risk Mitigation in Stock Markets
[NO] 871/1751 | On Extremely Low-Complexity Detection for OTFS via Interference Cancellation
[NO] 872/1751 | Machine Learning-Based Prediction of Heart Attack Risk: A Data-Driven Approach
[NO] 873/1751 | Random Access with Delayed Feedback: Stability, Delay, and Age of Information
[NO] 874/1751 | Automatic Synthesis of Greenhouse Supervisory Climate Control with Integrated Crop Growth Models
[NO] 875/1751 | Planar Ferrite Isolator Combining Edge-Guided Mode and Gyro-Resonance Absorption
[NO] 876/1751 | Bistatic Passive Tracking via CSI Power
[NO] 877/1751 | Load Balancing MPTCP Traffic in Reactive SDN with Multi-Agent Reinforcement Learning
[NO] 878/1751 | Latency-Centric RAN Orchestration with World Model for Satellite-Assisted Mobile Edge Computing
[NO] 879/1751 | A 15.5-46.0 GHz Broadband Power Amplifier with 19.0-22.0 dBm P
                    <sub>sat</sub>
                    and 30.0% Peak PAE
                    <sub>max</sub>
                    in 28-nm Bulk CMOS
[NO] 880/1751 | MTL-Based Framework for Sentiment Analysis, Toxicity Detection, and Bias Identification in Threads App
[NO] 881/1751 | A Novel Compact 200 MHz GaN DC/DC Converter Module for Highly-Efficient PoL Supply
[NO] 882/1751 | Composite Index Modulation for Pinching Antenna Systems
[NO] 883/1751 | A Broadband G-Band Frequency Doubler in $130-\text{nm} \text{SiGe} \text{Technology}$
[NO] 884/1751 | Wideband Bandpass Filter Cell Using a Hybrid BAW-Assisted Topology
[NO] 885/1751 | Detecting Image Splicing Forgery Using a CNN with LIME-Based Explainability
[NO] 886/1751 | From Uncertainty to Insight: Exploring Circuit-Level Privacy Preservation for Healthcare Applications
[NO] 887/1751 | Lending a Hand: Cooperative Active–Passive Uplink Offloading for Low-Power MEC Networks
[NO] 888/1751 | Physical Human-Robot Interaction: A Review From the Guide Robot Perspective
[NO] 889/1751 | Blind-Scan Angle Estimation for Surface-Mounted Antenna Arrays Using a Quasi-Analytical Approach
[NO] 890/1751 | Waveform Design for DCO-OFDM with Null-space Sensing Signal in Optical Wireless ISAC
[NO] 891/1751 | Cloud File Optimizer
[NO] 892/1751 | A Hybrid Electromagnetic Induction and Machine Learning Framework for Digital Transformation
[NO] 893/1751 | Implementation of discrete event systems controllers and supervisors via Statecharts
[NO] 894/1751 | A Hybrid QWOA Optimized PAFPN-SE Framework for Multiclass Structural Defect Segmentation
[NO] 895/1751 | A Compact 4-Bit PCM-Based Hybrid Phase Shifter in $0.18-\mu \mathrm{m}$ SiGe BiCMOS for 28 GHz Phased Arrays
[NO] 896/1751 | State of Charge Estimation in Li-Ion Batteries Using Data-Driven Techniques for EVs
[NO] 897/1751 | A $1-\mathrm{V}, 19.2-\text{mW}, 308-\text{GHz}$ Push–Push Balanced Colpitts Oscillator in $70-\text{nm}$ GaAs pHEMT Technology
[NO] 898/1751 | Hybrid DRL and QUBO-based Optimization Framework for High-Performance Computing
[NO] 899/1751 | A 16 – 50 GHz Cryogenic LNA MMIC with 11.2 K Average Noise Temperature for Radio Astronomy
[NO] 900/1751 | A Ultrawideband Phase-Invariant VGA with Core-Matching Network Co-Design Achieving $&lt;1.38^{\circ}$ RMS Phase Error
[NO] 901/1751 | Smart Object Detection with Audible Navigation for the Visually Impaired
[NO] 902/1751 | Design and Simulation of Security Algorithm (ECC) Using Verilog for IoT Applications
[NO] 903/1751 | Under Water Object Detection Using Deep Learning
[NO] 904/1751 | Sleep Disorders Prediction Using Machine Learning and Deep Learning
[NO] 905/1751 | Influence of Stray Light on Photometric Measurements – a Case Study
[NO] 906/1751 | Intelligent LED Lighting System with Variable Spectral Characteristics for Controlled Indoor Climate Environments
[NO] 907/1751 | Hybrid CNN-BiLSTM Deep Learning Algorithm Based Power Consumption Prediction for Accuracy
[NO] 908/1751 | Fully-Activated GSSK with LFM Waveform for Integrated Sensing and Communication
[NO] 909/1751 | UCB-VG: Virtual-Grid-Based Decentralized Learning for Link Management in LEO Networks
[NO] 910/1751 | A 10-15 GHz BiCMOS Power Amplifier for 6G NR FR3 Band with 27.3 dBm $\mathrm{P}_{\text {SAT }}$ and 33% PAE
[NO] 911/1751 | Intelligent Greenhouse With Control Of Microclimate And Artificial Lighting Parameters
[NO] 912/1751 | Transient Polarimetry
[NO] 913/1751 | Extending Thread Display with XY Blower Actuation for Controllable Passive Aerial Imaging
[NO] 914/1751 | Clustering Attentional Types in Conditional Automated Driving for Adaptive Take-Over Request Design
[NO] 915/1751 | Unfolding Myth in Motion: A Multi-Screen Installation
[NO] 916/1751 | Improving Convergence of Fourier Optical Shading for Nanostructural Diffraction
[NO] 917/1751 | Deep Learning Framework Testing via Heuristic Guidance Based on Multiple Model Measurements
[NO] 918/1751 | Exploring Attention States and Narrative Engagement in an Interactive VR Experience
[NO] 919/1751 | Temporal-Weighted Transfer Network for Knowledge Graph Extrapolation
[NO] 920/1751 | ZIPBid: Hierarchical Zero-shot Incremental Spend Planning for Auto-bidding
[NO] 921/1751 | FACE: A Fine-Grained Reference-Free Evaluator for Conversational Information Access
[NO] 922/1751 | FedMosaic: Federated Retrieval-Augmented Generation via Parametric Adapters
[NO] 923/1751 | Differentiable Semantic ID for Generative Recommendation
[NO] 924/1751 | Deletion Isn't Enough: Auditing RAG for Selective Forgetting
[NO] 925/1751 | GeoSearch: Augmenting Worldwide Geolocalization with Web-Scale Reverse Image Search and Image Matching
[NO] 926/1751 | A Multi-Granularity Game-Theoretic Approach to Weakly Supervised Temporal Article Grounding
[NO] 927/1751 | A Taxonomy and Catalog of SERP Elements Across Web Search Engines
[NO] 928/1751 | MMRM: A Multiplex Multimodal Representation Model for Product Ranking in E-commerce Search
[NO] 929/1751 | Latent Retrieval Augmented Generation
[NO] 930/1751 | Retraction Notice: Setup of Digital Health Care Mechanism for the Smart IPD Booking
[NO] 931/1751 | Retraction Notice: Anomaly Detection in Cardiac Related Datasets
[NO] 932/1751 | Retraction Notice: Exploratory Application of Deep Learning in Pharmaceutical Drug Discovery
[NO] 933/1751 | Retraction Notice: Music Genre Recognition Using Short Time Fourier Tranform And CNN
[NO] 934/1751 | Retraction Notice: Optimized Construction Project Management Using Ai And Machine Learning
[NO] 935/1751 | Retraction Notice: Block Chain Based Identity Authentication System for a Wireless Sensor Networks
[NO] 936/1751 | Retraction Notice: Comparative Analysis for Prediction and Classification of Mental Health Issues and Challenges Using Hybrid Learning Techniques
[NO] 937/1751 | Retraction Notice: Design and Implementation of Block Chain with Cybersecurity Scheme for Fog Based Internet of Things
[NO] 938/1751 | Retraction Notice: Identification of Plant Species by Embedded Technology Using MatLab
[NO] 939/1751 | Geometry-Consistent Sim-to-Real Transfer for Visuo-Tactile Sensing via TacyGAN
[NO] 940/1751 | Learning What to Solve: Efficient Feature Acquisition with Classifier Dependencies_supp1-3712713.pdf
[NO] 941/1751 | Difficulties in Developing a Global Standard for Liquid-Filled Power Transformers: Generating Global Standards
[NO] 942/1751 | MonoGlass3D: Monocular 3-D Glass Detection With Plane Regression and Adaptive Feature Fusion
[NO] 943/1751 | DC-Based Superposition Signaling for Low-Power IoT Receivers
[NO] 944/1751 | 2026 IEEE MTT-S Radio Frequency Technology and Techniques Symposium (IMS RFTT)
[NO] 945/1751 | Investigation on the Transient Electro-Thermal Characteristics and Overcurrent Capability of Multichip Parallel SiC MOSFET Modules under Pulsed High Current Excitation
[NO] 946/1751 | ARISE-GNN: Graph Neural Representation Learning for Discovering Potential Rising-Star Candidates in Scholarly Collaboration Networks
[NO] 947/1751 | A Contemporary Ontology-Based Approach to Geotechnical Knowledge Formalization and Regulatory Compliance_supp1-3713229.docx
[NO] 948/1751 | A 480-530 GHz Balanced Frequency Quadrupler Based on Schottky Varactor Diodes Integrated on a Micromachined Silicon Membrane
[NO] 949/1751 | An Enhanced AI-Powered Cybersecurity Framework for Secure Data Transmission in IoT Networks using Federated Learning and Blockchain Integration
[NO] 950/1751 | Service-Oriented Dynamic Computing Resource Allocation in Software-Defined B5G/6G Systems
[NO] 951/1751 | Forecasting and Interpreting Inflation Trends: A Machine Learning Framework for Consumer Price Index Analysis
[NO] 952/1751 | Stuck Fault Diagnosis Method in Probabilistic Discrete Event Systems
[NO] 953/1751 | Statistical Modeling of Tamil Vowel Usage for Human-AI Collaborative Language Education: A Comparative Study of LDA and Regularized Logistic Regression
[NO] 954/1751 | Application of Network Monitoring Protocols to Evaluate the Availability and Operability of Connectivity Equipment
[NO] 955/1751 | Artificial Intelligence-Based Exam Proctoring Device Using Transformers
[NO] 956/1751 | Doppler-Resilient LEO Satellite OFDM Transmission with Affine Frequency Domain Pilot
[NO] 957/1751 | Energy-Efficient Federated Learning in Cooperative Communication within Factory Subnetworks
[NO] 958/1751 | SustainFlow: AI-Driven Behavioral Evolution for Sustainability
[NO] 959/1751 | DustIQ: Smart Micro Nodes with AI Insights
[NO] 960/1751 | Nifty Movement Prediction Using Comprehensive Data Model Based on Nifty Option Chain Data
[NO] 961/1751 | A Calibration-Free 55-to-70 dBc H1 Rejection, 13.8 % Efficiency, 102-to-120 GHz CMOS Frequency Tripler using Phase-Alignment Technique for Harmonic Recombination
[NO] 962/1751 | Methodology for Vibration Analysis Produced by Heavy Machinery and its Effect on the Human Body
[NO] 963/1751 | Towards Responsible Ai in Safety-Critical Human-Machine Systems: a Literature-Based Governance Framework
[NO] 964/1751 | System Level Analysis for Monostatic V2X ISAC
[NO] 965/1751 | Compact D-Band Differential Single-Inductor Power Divider with 0.0059 mm
                    <sup>2</sup>
                    Silicon Area and 0.35-dB Minimum Insertion Loss
[NO] 966/1751 | A 6.2-GHz Reference-Feedthrough-Suppressed Type-I Sampling PLL with a Bottom-Plate-Sampling PD Scoring 18.2 fs
                    <sub>rms</sub>
                    Jitter, –258.7-dB FoM and –80.6dBc Reference Spur
[NO] 967/1751 | Enhancing User Fairness in Pinching-Antenna Systems-Enabled Multi-User Communications
[NO] 968/1751 | Automated Image Splicing Detection and Localization Using Mask R-CNN
[NO] 969/1751 | Digital Twin-Enabled Proactive Resource Management for Connected Robotics
[NO] 970/1751 | Beamforming Design for Pinching-Antenna-Based Integrated Sensing and Communications
[NO] 971/1751 | A 4-Channel Self-Synchronizing Receiver Array Without LO Distribution with Angle-of-Arrival Estimation
[NO] 972/1751 | A 286-GHz CMOS Amplifier Achieving 56-GHz BW
                    <sub>3dB</sub>
                    via $f_{\max}$-Boosting and Gain-Staggering
[NO] 973/1751 | Latency Minimization in AirComp-Assisted Split Federated Learning with Layer-Wise Aggregation
[NO] 974/1751 | From Waves to Graphs: A Ray-Tracing-Inspired Neural Radio Propagation Model
[NO] 975/1751 | Switch-DFT: Adaptive Waveform and MIMO Switching for Energy-Efficient Base Stations
[NO] 976/1751 | QoS-Aware Multi-Rate SWIPT for Reliable and Sustainable Industrial IoT Communication
[NO] 977/1751 | Latency-Aware Task-Oriented Multi-Drone Communication for Small Object Detection
[NO] 978/1751 | Sensing Performance Analysis for Meta-Backscatter Systems: How Much Information Can It Deliver?
[NO] 979/1751 | Design and Simulation of a Reconfigurable Fault-Tolerant Multi-Valued Logic ALU with Power Management
[NO] 980/1751 | GAN-LSTM Model for Recommendation and Prediction in Fashion Apparel
[NO] 981/1751 | Optimal Renewable DG Placement for Loss Reduction and Sustainable Distribution System Development
[NO] 982/1751 | AI-Based Plant Disease Detection and Recommendation Using Sparse Dual-Level Graph Contextual Convolutional Attention Neural Network with Mountaineering Team-Based Optimization
[NO] 983/1751 | Retraction Notice: A Systematic BPCLSTM Algorithm for Concept Drift Detection Incorporated Sentiment Mining
[NO] 984/1751 | Generalized Orthogonal Approximate Message-Passing for Sublinear Sparsity
[NO] 985/1751 | On the Characterization and Limits of 4D Radar for Aided Inertial Navigation_supp1-3690584.m4v
[NO] 986/1751 | ComSoc Technical and Emerging Technologies Committees
[NO] 987/1751 | Proceedings of the IEEE: Stay Informed. Become Inspired.
[NO] 988/1751 | Retraction Notice: A Comparative Analysis of Machine Learning and Deep Learning Algorithms for Image Classification
[NO] 989/1751 | Retraction Notice: Smart Energy Management in Buildings with Machine Learning Techniques
[NO] 990/1751 | Retraction Notice: Machine Learning For Fault Detection And Diagnosis In Mechanical Systems
[NO] 991/1751 | Table of Contents
[NO] 992/1751 | Table of Content
[NO] 993/1751 | Retraction Notice: Application of Smart Collaborative 5G Networking For Enhancement of Vehicular Communication
[NO] 994/1751 | Table of Contents
[NO] 995/1751 | Retraction Notice: Enhancing Network Security in IoT Using Machine Learning- Based Anomaly Detection
[NO] 996/1751 | Retraction Notice: Induction Motor Speed Variations and Control Using–Learning Algorithms
[NO] 997/1751 | GeoFusion: Geometric Consensus Learning and Anchored Feature Fusion for Multi-View Depth Estimation
[NO] 998/1751 | Adaptive Predefined-Time Stabilization: An Integrated Approach
[NO] 999/1751 | Performance Analysis of FD C-NOMA With Intelligent TS and Battery Management in Non-Linear Energy Harvesting Networks
[NO] 1000/1751 | Evolution of Ensemble Learning in Software Defect Prediction: A Systematic Literature Review
[NO] 1001/1751 | An Optimization Framework for Spiking Neuron Models: Parameter Estimation, Network Validation, and Pattern Separation_supp1-3713432.mp4
[NO] 1002/1751 | A Framework for Enablement of Augmented Reality in Railway Maintenance
[NO] 1003/1751 | A Novel Post-Quantum Cryptography-Based Authentication and Secret Key Establishment Protocol for Smart Grid
[NO] 1004/1751 | Agentic Spatio-Temporal Grounding via Collaborative Reasoning
[NO] 1005/1751 | Cognitive Style Shapes Search Behaviours: An fNIRS Study of Exploratory Search
[NO] 1006/1751 | Cross-Domain Preference Transfer for Promoting Engagement with Built-in Chatbots
[NO] 1007/1751 | When Search Is Not Enough: Ranking Content for Query-Less Browse Surfaces
[NO] 1008/1751 | The Powerless Noise: How Experimental Settings Shape the Reported Power of Noise
[NO] 1009/1751 | GenRec: A Preference-Oriented Generative Framework for Large-Scale Recommendation
[NO] 1010/1751 | Exploration-and-Thinking: Agentic Reasoning over Knowledge Graphs via an LLM-RL Synergized Framework
[NO] 1011/1751 | R&amp;F-Inventory: A Large-Scale Dataset for Monotonic Inventory Estimation in Reach and Frequency Advertising
[NO] 1012/1751 | CT
                    <sub>
                      <i>CL</i>
                    </sub>
                    : A Cross-Language Benchmark for Matching Patients to Clinical Trials
[NO] 1013/1751 | From Unstructured to Structured: LLM-Guided Attribute Graphs for Entity Search and Ranking
[NO] 1014/1751 | Temporal User-Agnostic Ranking: Detecting Preference Evolution while Preserving Ethical Principles
[NO] 1015/1751 | Decision-Theoretic Stopping Rules for Document Screening
[NO] 1016/1751 | SkillForge: Forging Domain-Specific, Self-Evolving Agent Skills in Cloud Technical Support
[NO] 1017/1751 | The Wikidata Query Logs Dataset
[NO] 1018/1751 | How Trendyol Enables Trustworthy A/B Testing at E-Commerce Scale Through Integrated Statistical Methodologies
[NO] 1019/1751 | Flexible Coupler Antenna Enhanced Wireless Communication: Modeling and Coupler Position Optimization
[NO] 1020/1751 | Automated Classification of Alzheimer's Disease Based on Structural MRI Using Vision Transformer
[NO] 1021/1751 | Phase State Space Models: Parallel, Surrogate-Free Training of Spiking Networks
[NO] 1022/1751 | Performance and Efficiency Analysis of Lightweight Encryption Algorithms on Low-Power Embedded Systems
[NO] 1023/1751 | Analysis of Frequency Selective Surface for 5G IRS
[NO] 1024/1751 | Unlocking High-Fidelity Analog Joint Source-Channel Coding on Standard Digital Transceivers
[NO] 1025/1751 | Learning-Based Joint Communication and Control Design for Wireless Networked Control Systems
[NO] 1026/1751 | Adaptive DTN Routing Using Spiking Neural Networks for Services over NTNs
[NO] 1027/1751 | Spectral and Energy Efficiency Trade-off: A Pinching Antenna Perspective
[NO] 1028/1751 | A 76-81 GHz FMCW MIMO Coded Transceiver for Automotive Radar
[NO] 1029/1751 | IoT-Based Relay Protection in Decentralized Power Systems: Necessity, Challenges, and Benefits
[NO] 1030/1751 | A Revolutionary Next Generation Video Conferencing Application
[NO] 1031/1751 | Effect of Varying Turbulence Intensity on Biodynamic Feedthrough During Pointing
[NO] 1032/1751 | Multi-User Semantic and Data Communications with Adaptive Source-Channel Coding
[NO] 1033/1751 | NeedSign: Empowering Communication for Patients with Stroke, Paralysis, and Neuromuscular Disorders Through Finger Movements
[NO] 1034/1751 | Coordination of Physical AI in a Wireless-Connected Smart Factory
[NO] 1035/1751 | Deep Learning-Based Waveform Learning for Superimposed Pilot Systems
[NO] 1036/1751 | WiRD-Gest: Gesture Recognition In The Real World Using Range-Doppler Wi-Fi Sensing on COTS Hardware
[NO] 1037/1751 | Tomato Diseases Identifcation Using Convolution Neural Network
[NO] 1038/1751 | An Experimental Evaluation of Resilience and Scalability in Hybrid Quantum AI Architectures
[NO] 1039/1751 | Load-Modulated Hexagonal-Coupler-Based Power Amplifier (LMHA) for Extended Power-Back-Off Range
[NO] 1040/1751 | Dust-Induced Light Loss (DILL): An IoT System for Monitoring PV Panel Dust
[NO] 1041/1751 | Toward a Humanoid Conductor: Beat-Pattern Gesture Synthesis and Evaluation on the unitree G1
[NO] 1042/1751 | Enhancing Heart Disease Risk Prediction Through Robust Statistical Validation and Interpretability
[NO] 1043/1751 | A Lightweight Post-Quantum Secure Knapsack Cryptosystem Using Tree Parity Machine Synchronization
[NO] 1044/1751 | AI-Driven Multi-Modal Adaptive Handover Control Optimization for O-RAN
[NO] 1045/1751 | Over-the-Air Synchronization of Large-Scale Cooperative ISAC Networks
[NO] 1046/1751 | Towards Intelligent Resource Orchestration in 5G Networks: A Multi-Layer Optimization Approach
[NO] 1047/1751 | BitFlipScope: Scalable Fault Localization and Recovery for Bit-Flip Corruptions in LLMs
[NO] 1048/1751 | Ergodic Rate Analysis of Two-State Pinching-Antenna Systems
[NO] 1049/1751 | Adaptive Document Rectification and Illumination Normalization via Hybrid Cascade Detection
[NO] 1050/1751 | Compact Tune-Free Dual-Band Filter Using Metal Insert
[NO] 1051/1751 | Joint AMC and Power Control for HARQ-Enabled Uplink SCMA in LEO Satellite Communications
[NO] 1052/1751 | On Selecting Chatbots Utilized by Small and Medium-Sized Enterprises: Evaluation of a New Taxonomy-Based Selection Metric for Generative AI Based on a Think-Aloud Study with Decision-Makers
[NO] 1053/1751 | Hetero-Net: An Energy-Efficient Resource Allocation and 3D Placement in Heterogeneous LoRa Networks via Multi-Agent Optimization
[NO] 1054/1751 | Virtual Voice Assistance for Partially Dumb People Using Audio Processing with Deep Learning
