[2026-05-07 11:10:01] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-06
正在获取论文...
[arXiv] 2026-05-06 | Emergence of Localized Surface Plasmons in Unpatterned Hyperdoped Polycrystalline Silicon
[NO] 1409/1845 | Early-Stage Weed Detection in Sorghum Using Instance Segmentation for Precision Agriculture
[NO] 1410/1845 | 10
                    <sup>3</sup>
                    × Improvement in Read Disturbance by Inserting Oxide Barrier Layer for 40nm RRAM Chip
[NO] 1411/1845 | Sleep Stages Detection from Multimodal Polysomnographic Sleep Recordings
[NO] 1412/1845 | Attention-Guided Blood Cell Analysis: A Swin Transformer Framework for Automated Hematologic Cancer Detection
[NO] 1413/1845 | Performance Enhancement of Bilayer Threshold Switching Memristors by Modulating Conductive Filament Formation
[NO] 1414/1845 | A Transformer-Based Framework for Multi-Agent Trajectory Prediction with Region-Aware Representation and Temporal Encoding
[NO] 1415/1845 | Simulation and measurement framework for bridging QE and PDP in UV–VIS FSI SPADs
[NO] 1416/1845 | Quantum Computing Applications to Enhance Cryptographic Techniques for Cybersecurity Decision Systems
[NO] 1417/1845 | Exploring Efficient Circuits and Systems for Acceleration of TinyML Applications
[NO] 1418/1845 | NOVA-Tab: A Neural Orthogonal Variational Additive Network for Medical Tabular Data with Explainable AI Validation Against Clinical Decisions
[NO] 1419/1845 | Scalable IoT and Machine Learning Framework for Irrigation Monitoring in Large-Area Rice Farming
[NO] 1420/1845 | Design and Development of Bio-Degradable IoT Systems for Sustainable Green Energy Monitoring and Management
[NO] 1421/1845 | Whale-Optimized LSTM Models for Crop Growth: Decision Support in Energy-Efficient Agriculture
[NO] 1422/1845 | Comparative Analysis of Core and IO N-FinFET Devices Degradation under Hot Carrier Injection
[NO] 1423/1845 | Fine-Tuning BERT with Low Resources: A Multiclass Approach to Bangla News Text Classification
[NO] 1424/1845 | Research on the Construction and Application of a Cloud Computing-Based Management Accounting Forecasting Model
[NO] 1425/1845 | Systematic Governance of Safety Risks in Intelligent Connected Vehicles: An Analytical Framework Based on a Multi-Dimensional Complex System Model
[NO] 1426/1845 | Identifying Key Interaction Elements in Digital Cultural Heritage Guides Using XGBoost and SHAP: A Kano-Based Case Study
[NO] 1427/1845 | Conference Program
[NO] 1428/1845 | 3D measurement of precision parts in complex environments based on line structured light and deep learning_supp1-3688689.docx
[NO] 1429/1845 | A Novel Soft-Switching High-Gain DC–DC Converter With Zero Input Current Ripple
[NO] 1430/1845 | CLIP-Driven Dual-level Semantic Alignment Networks for Visible-Infrared Person Re-Identification
[NO] 1431/1845 | IEEE Foundation
[NO] 1432/1845 | Proceedings
[NO] 1433/1845 | On OFDM Ranging Performance Degradation in Multipath Scenarios: Bias and Misspecified Cramér-Rao Bounds
[NO] 1434/1845 | Evaluating User Preferences for Gender and Embodiment Scope in Human-Agent Interaction Systems
[NO] 1435/1845 | A Practical and Controllable P-type Doping Method for 2D Semiconductors
[NO] 1436/1845 | Integrating Global and Local Explainability in Machine Learning and Deep Learning for Drought Forecasting of Bangladesh
[NO] 1437/1845 | Blockchain enabled Building Information Modelling (BIM) in support of the transition from construction to Facilities Management
[NO] 1438/1845 | NexTrip: A Semi-Public Blockchain Architecture for Privacy-Preserving Ride-Sharing with RAFT Consensus and IPFS-Enabled Data Storage
[NO] 1439/1845 | Computer-Aided Instruction for K-12 Teachers
[NO] 1440/1845 | Semi–Gaussian Pulse Shaper Design for Nuclear Electronics
[NO] 1441/1845 | A Reconfigurable Strong Physically Unclonable Function Enabled by Probabilistic Switching in Dual-mode Memristor
[NO] 1442/1845 | Decision-Oriented Optimization of IoT Performance with Edge AI for Accuracy and Energy Efficiency
[NO] 1443/1845 | Explainable Deep Learning for Lung Disease Detection: A Comparative Study Using Grad-CAM
[NO] 1444/1845 | FET Integrated Polymer MEMS Sensors with Suspended Gate Architecture
[NO] 1445/1845 | A CNN-Transformer Ensemble Framework with Explainable AI for Brain Tumor Identification in MRI
[NO] 1446/1845 | A Systematic Evaluation Framework for Business Process Reengineering Tools in Local Government: A Literature-Based Analysis
[NO] 1447/1845 | Skin Cancer Classification: Explainable Deep Learning Framework Using Cbam-Integrated Densenet
[NO] 1448/1845 | Performance-Maximizing Trajectory and Resource Optimization for an Energy Harvesting Intelligent Reflecting Surface-Aided UAV Relay
[NO] 1449/1845 | ORAMA: A Stereo Depth-Aware Architecture for Real-Time Exercise Coaching and Functional Mobility Assessment
[NO] 1450/1845 | A Comparative Study of Custom CNNs, Attention Modules, and Machine Learning Classifiers for Satellite Image Classification
[NO] 1451/1845 | Energy Harvesting in Grid-Connected Residential PV Systems Under Partial Shading Through Advanced MPPT Techniques
[NO] 1452/1845 | Lightweight Kalman Filtering for Battery Pack SOC Estimation: A Bar-Delta Approach
[NO] 1453/1845 | Contact Engineering in Novel Gr/h-BAs Heterostructure: For Semiconductor Devices
[NO] 1454/1845 | Monolithically 3D-Stacked CFETs Based on WSe
                    <sub>2</sub>
                    /MoS
                    <sub>2</sub>
                    Heterostructures: High-Gain Inverters and Logic Gates
[NO] 1455/1845 | The Silence of the Comments: Patterns and Pitfalls in Smart Contract Code Documentation
[NO] 1456/1845 | Miniaturized Perovskite/a-IGZO Phototransistors with 10 μm Channels for Visible Light Detection and Imaging
[NO] 1457/1845 | Creative Self-Efficacy as a Mediator Between Work Engagement and Creativity: Evidence from Petrochemical Industry
[NO] 1458/1845 | ML-Driven Clustering with Multi-Metric Cluster Head Selection for Prolonged Lifetime of WSNs
[NO] 1459/1845 | A Label-Efficient Boundary-Aware Framework for SEM Segmentation of Metal Halide Perovskites
[NO] 1460/1845 | High-Quality PVD-WS
                    <sub>2</sub>
                    Thin Films via H
                    <sub>2</sub>
                    S Annealing Enabling Suppression of S-S Bonds
[NO] 1461/1845 | Morphological Change Detection for Scanning Electron Microscope Images of Lung Cell Surfaces
[NO] 1462/1845 | Continuous Delivery Platform Development in the Cloud-Native Era
[NO] 1463/1845 | Comparative CFD Study of HTF Connection Configurations for Optimized Energy Management in Latent Thermal Storage of CSP Systems
[NO] 1464/1845 | Ethical and Legal Decision-Making Frameworks for Data Governance in Smart Cities: Towards a Digital Sovereignty Model
[NO] 1465/1845 | Experimental Characterization on Magnetically Tuned Resonance of YIG-Loaded Planar Antenna
[NO] 1466/1845 | A Deep Learning Approach for Balancing Accuracy and Efficiency in Handwritten Mathematical Symbol Recognition
[NO] 1467/1845 | MPC-Based AGC and Tie-Line Control for Power Systems in the Presence of Renewable Energy Sources
[NO] 1468/1845 | Schizophrenia Detection from EEG Signals: A Lobe-Centric Approach
[NO] 1469/1845 | Direct Deposition of High-k van der Waals Dielectric for Top-Gated MoS
                    <sub>2</sub>
                    FETs Enabling Reconfigurable Logic and 2T0C DRAM toward BEOL-Compatible 3D Integration
[NO] 1470/1845 | Unifying Adult and Pediatric Domains: Multi-Dataset Deep Learning for Fracture Classification, Detection, and Segmentation
[NO] 1471/1845 | Hybrid Ensemble Approach for Film Revenue Forecasting with Sentiment Features
[NO] 1472/1845 | Bridging the Trust Gap: An Explainable AI (XAI) Framework for Integrated Maintenance and Energy Optimization in Industrial Compressed Air Systems
[NO] 1473/1845 | Deep Learning Based Frequency Selective Fading Channel Estimation Using SRCNN and DnCNN
[NO] 1474/1845 | IoT-Integrated Pharmaceutical Packaging: Bridging Safeguarding Quality &amp; Patient Safety
[NO] 1475/1845 | Deep Learning-Based Classification of Mango Diseases Using InceptionResNetV2: A Robust Approach for Agricultural Diagnostics
[NO] 1476/1845 | Resilient Load Frequency Control Against DoS Attacks Using Hybrid LSTM-PID Defense Scheme
[NO] 1477/1845 | Simple Controller Designs for Bio-Medical Applications
[NO] 1478/1845 | Hybrid ML/DL Framework for Arthritis Risk and Severity Prediction
[NO] 1479/1845 | Hybrid Open-Switch Fault Diagnosis in 3-Phase T-Type Inverter
[NO] 1480/1845 | Performance Evaluation of an Erlang Loss System with Server Failures and a Single Repair Facility
[NO] 1481/1845 | Real-Time Performance Prediction Using Tiny Machine Learning in Advanced Catalytic Systems
[NO] 1482/1845 | Voting-Based Feature Selection on Hybrid Feature Representations for Bangla Sentiment Analysis
[NO] 1483/1845 | Safety-Critical IoMT Security: A Lightweight, Cost-Aware Approach at the Network Edge
[NO] 1484/1845 | Dual Band Polarization Insensitive Metamaterialbased Em Absorber for 5G EMI Shielding
[NO] 1485/1845 | Federated Contrastive Learning for Privacy-Preserving ECG Arrhythmia Classification
[NO] 1486/1845 | Exploring Compute-in-Memory Architecture with Various Peripheral Circuits and Neural Networks
[NO] 1487/1845 | Integrating Country Clustering with Hybrid Graph-Spectral Forecasting of Agri-Food $\text{CO}_{2}$ Emissions: A Bangladesh Case Study
[NO] 1488/1845 | Exploring Gemini AI’s Text-to-Image Capabilities for Adaptive Learning in Education
[NO] 1489/1845 | Predicting Wildfire Burn Severity from Pre-Fire SAR Signatures: A Deep Learning Approach
[NO] 1490/1845 | A novel, multistep neural network approach to improve anomaly detection in online operational status
[NO] 1491/1845 | Deep Reinforcement Learning and the IID Assumption
[NO] 1492/1845 | Design and Testing of Internet of Things-Based Monitoring System for a Boiler Prototype
[NO] 1493/1845 | EquiTea: An IoT–Machine Learning–Blockchain Integrated System for Transparent Wage Payments in the Tea Industry of Bangladesh
[NO] 1494/1845 | The Formulation of Rice Straw Nanocellulose-Based Bioplastic Combined with PVA Using the Taguchi
[NO] 1495/1845 | Adaptive Density-aware Spectral-Fuzzy Clustering: A Robust Hybrid Framework for High-Dimensional and Non-Convex Data
[NO] 1496/1845 | Fine-Tuning and Semantic Prompt Enrichment for LLM-Based Smart Contract Vulnerability Detection
[NO] 1497/1845 | The Role of Community Adaptive Capacity and Policy Flexibility in Rice-Based Food Security: A Systematic Review
[NO] 1498/1845 | 3D Simulations for Fin Geometry Effects on the Linearity and On-Resistance of AlGaN/GaN Multi-Channel Fin-HEMTs
[NO] 1499/1845 | A SPICE-Compatible Compact Model for Ferroelectric-Gated GaN-HEMTs
[NO] 1500/1845 | EndoVision: A Hybrid Deep Learning Framework for Endoscopic Image Classification
[NO] 1501/1845 | Conferences: What's in Scope for Interactive Health?
[NO] 1502/1845 | A Knowledge to Design Pipeline for Guochao Patchwork Apparel Customization with AIGC and 3D Simulation
[NO] 1503/1845 | Comprehensive Benefit Evaluation Framework for Forest Tending Management Based on AHP-Entropy Weight Method
[NO] 1504/1845 | Climate Risk Awareness and Corporate Debt Financing Costs: Evidence from Chinese A-Share Listed Firms
[NO] 1505/1845 | A Hybrid AI Framework for Traffic Flow Prediction: Integrating Factor Propagation and Dynamic Regulation
[NO] 1506/1845 | Enumeration Theory through the Lens of Database Challenges
[NO] 1507/1845 | FoodOralSense: A Computer Vision-based Food Oral Processing Behavior Analysis System
[NO] 1508/1845 | WordBond: An AI-Powered Interactive Tool to Facilitate Shared Reading Between Visually Impaired Parents and Sighted Children
[NO] 1509/1845 | Organizing Committee
[NO] 1510/1845 | Copyright Page
[NO] 1511/1845 | Keynote 5
[NO] 1512/1845 | IEEE Connect
[NO] 1513/1845 | A Novel S-FLOD-CD-FDTD Method for Simulating Stochastic Media
[NO] 1514/1845 | A Deformation-Aware Structure-Integrated Registration Method for Floating Macroalgae Images from Multi-Source Satellite Sensors
[NO] 1515/1845 | Plug-and-Play Architecture for Non-Identical Dual-Parallel PMSMs: A Hybrid Learning Control Approach
[NO] 1516/1845 | Eco-Friendly and Explainable Hybrid Machine Learning Models for Sustainable Crop and Fertilizer Recommendation System_supp1-3688560.pdf
[NO] 1517/1845 | Frequency Compounding Cross Spectral Matrix Fitting for Passive Cavitation Imaging
[NO] 1518/1845 | PLUM: A Prompt-Guided Lightweight Unified Model for Enhancement of Multidegraded Underwater Image
[NO] 1519/1845 | Decoupled Modeling and Direct Power Distribution Control of Multisource Inverter Via Double Synchronous Coordinate Frame
[NO] 1520/1845 | Front Cover
[NO] 1521/1845 | Software-Hardware Co-Optimized High-Throughput CNN Acceleration Architecture for on-board Remote Sensing Based on Distribution Difference-Aware Mixed-Precision Quantization
[NO] 1522/1845 | Sensorless Controlled PM Flux Linkage Estimation of Direct-Drive DTP-SPMSGs Under Variable Speed Control
[NO] 1523/1845 | Improved Finite Control Set Model-Free Predictive Current Control of PMSM Based on Optimized Scaling Factors
[NO] 1524/1845 | GUAN·ZIZAI·WEILAI: Real-time Drawing Interactive Design and Visualization Design Attempt Based on Touch Designer
[NO] 1525/1845 | A Multi-Dataset and Manual Annotation-Driven Framework for Accurate Blood Cell Detection with YOLO and GELAN-E Architectures
[NO] 1526/1845 | Enhancing Ferroelectric Performance of Al
                    <sub>0.7</sub>
                    Sc
                    <sub>0.3</sub>
                    N Capacitors through Substrate Engineering
[NO] 1527/1845 | Sinhala Speech Recognition System for Speech-Based Autism Intervention in Children Using the NAO Robot
[NO] 1528/1845 | Explainable Predictions of Preterm Birth: A LIME-Supported Ensemble Framework
[NO] 1529/1845 | Multi-Threaded Recast-Based A* Pathfinding for Scalable Navigation in Dynamic Game Environments
[NO] 1530/1845 | Heterogeneous Bit- and Channel-Aware Mapping Framework for Area-Efficient and Robust RRAM-based CIM
[NO] 1531/1845 | An Efficient Distributed Framework for Top-k Dominating Query Over Uncertain Databases
[NO] 1532/1845 | BnSFD: YOLOv12-Based Detection of Bangladeshi Street Foods for Cultural Heritage
[NO] 1533/1845 | AI-Powered Protection of Energy and Flexibility Scheduling in Interconnected Local Energy Networks Across Automation Cyber-Physical System
[NO] 1534/1845 | Deep Learning-Based Classification of Sugarcane Leaf Diseases Using ResNet101 for Agricultural Sustainability
[NO] 1535/1845 | From Impulse to Introspection: Two-Round Peer-Aware Architectures for Large Language Model Trading Agents
[NO] 1536/1845 | MobileNetV4-Conv-M for Mushroom Safety: Leakage-Free Augmentation and High-Accuracy Edible-vs-Poisonous Classification
[NO] 1537/1845 | Adaptive Modality Gating: Explainable, Confidence-Guided Fusion for Source-Only Zero-Shot Deepfake Detection
[NO] 1538/1845 | A Feedback-Driven Machine Learning Framework for Teaching Mode Decision Support in Higher Education Using Module Characteristics
[NO] 1539/1845 | Sentiment Analysis in Bangla E-Commerce Reviews: An Aspect Based Approach
[NO] 1540/1845 | Advances in Developing Metal Structures Suppressing Global Flying Crosstalk in CMOS
[NO] 1541/1845 | Digital Financial Literacy and Fintech Adoption in Saudi Arabia: A Decision-Aid Perspective
[NO] 1542/1845 | Real-Time Plant Disease Detection in Smart Agriculture Using a YOLO11-Based Deep Learning Model
[NO] 1543/1845 | A Blockchain-Based Framework for Secure and Efficient KYC Using Hyperledger Fabric and IPFS
[NO] 1544/1845 | Real-Time Earthquake Magnitude Classification from Initial P-Waves: Models, Dataset, and Comparative Analysis for South Asia
[NO] 1545/1845 | An AI-Driven Approach for User-Personalized Interior Color Matching Using Room Complexity and Visual Context
[NO] 1546/1845 | Predictive Modeling of LED Luminaire Degradation Using Artificial Neural Networks and Environmental Input
[NO] 1547/1845 | Model Persistence in Distributed Environments: Change-Based Encoding on Blockchain
[NO] 1548/1845 | Dual-Branch Attentional Multi-Fusion Network with Uncertainty Quantification and Explainable AI for Skin Cancer Classification
[NO] 1549/1845 | A Generative Bangla Question Answering System Using Large Language Model for University Admission Related Frequently Asked Questions
[NO] 1550/1845 | Decision-Aided Inventory Management in Retail Using Advanced Machine Learning Techniques
[NO] 1551/1845 | Leveraging CNN-ViT Hybrid Model For Enhanced AI Generated Image Detection
[NO] 1552/1845 | Artificial Neural Network-Based Assessment of Flood Control and Public Safety in the Philippines
[NO] 1553/1845 | Adaptive Deep Sequential Networks Empowered by Multi-Model Feature Selection for Effective Phishing URL Identification
[NO] 1554/1845 | Assessing the Suitability of Using Federated Learning in Edge Computing for Providing Real Time Services
[NO] 1555/1845 | Blockchain-Enabled Decentralized Vehicle Management System for Secure and Transparent Transactions Using Hyperledger Fabric
[NO] 1556/1845 | Efficient Deep Learning Models for Marine Fish Classification Using Transfer Learning and Knowledge Distillation
[NO] 1557/1845 | A Feature-Driven Approach to Diabetic Retinopathy Grading with SMOTE-Based Class Balancing
[NO] 1558/1845 | Persistent Human Feedback, LLMs, and Static Analyzers for Secure Code Generation and Vulnerability Detection
[NO] 1559/1845 | Room-temperature, Broadband, and Integrable Graphene Terahertz Detectors enabling Wireless Communications for 6G
[NO] 1560/1845 | Angle-Dependent Conductivity in MoS
                    <sub>2</sub>
                    Field-Effect Transistors with Bi Contacts
[NO] 1561/1845 | Short-Circuit Power Prediction in 20kV Distribution Feeders Using Physics-Guided Gradient Boosting Regression
[NO] 1562/1845 | On the Understanding of Aging-Induced Band Tail States Under Cryogenic Temperatures
[NO] 1563/1845 | QOLE: A Browser-Native Quantum Circuit Simulator Based on Decision Diagrams
[NO] 1564/1845 | An Improved Hybrid 3D U-Net and ResNet101 Framework for Brain Tumor Segmentation and Classification from MRI Scans
[NO] 1565/1845 | TrueNorth: PERMA+4 and Conversational Agentic RAG to Optimize Long-Term STEM Engagement
[NO] 1566/1845 | Practical Analysis of Various Types of Inrush Current and Implications for Protective Relay Functionality
[NO] 1567/1845 | Beyond Artifacts: Semantic Deepfake Detection and Digital Provenance Tracking with Multimodal Large Language Models
[NO] 1568/1845 | An Adaptive Image Enhancement Method through Automated CLAHE with Real-ESRGAN
[NO] 1569/1845 | Degradation Evaluation of SiC MOSFETs in HTRB test with Various Gate Biases
[NO] 1570/1845 | Machine Learning-Assisted Optimization of $\text{Rb}_{2} \text{LiGaI}_{6}$-Based Perovskite Solar Cells: Insights from SCAPS-1D Simulation
[NO] 1571/1845 | TTS-Based Data Augmentation for Low-Resource Malay Vowel Recognition Through Multi-Stage Sample Selection
[NO] 1572/1845 | Application of EfficientNetB7 for Accurate Classification of Black Gram Leaf Diseases Using Deep Learning Techniques
[NO] 1573/1845 | A Hybrid IRLS-Adaptive LASSO Algorithm for Logistic Regression in Classification
[NO] 1574/1845 | Critical Node Identification Using Random Forest Based Weight Learning for Multi-Criteria Decision Making
[NO] 1575/1845 | Deep Learning-Driven Leaf Disease Classification in Indoor Plants with YOLOv11: Stable Diffusion Augmentation Approach
[NO] 1576/1845 | EcoDetect: Lightweight Real-Time Recyclable Waste Detection Using YOLOv11n Trained on LLM-Guided Synthetic Data
[NO] 1577/1845 | An Efficient 3D U-Net with Squeeze-and-Excitation Module for Lung Nodule Segmentation from CT Scans
[NO] 1578/1845 | Characterization of Ionospheric Scintillation Across South Asia Using Multi-Constellation GNSS Observations
[NO] 1579/1845 | The Effect of Financial Development on Iraq's Economic Growth
[NO] 1580/1845 | Under-FET Buried PN Junction T-Sensor for Thermal Management in 22nm FDSOI
[NO] 1581/1845 | Hybrid Relay-Reflecting Intelligent Surface-Assisted Covert Communication for Satellite-Terrestrial Networks
[NO] 1582/1845 | First Design Proposal of Capacitor-less DRAM Array with Feedback-enhanced Self-refresh and Crosstalk Suppression
[NO] 1583/1845 | Towards Smart Healthcare: Custom Transfer Learning Approach to Detect Offline Handwritten Medicine Names in Real-Time
[NO] 1584/1845 | BRIGHTER MM+: A Multimodal and EmojiEnriched Emotion Recognition Framework for LowResource Languages
[NO] 1585/1845 | Al Coated High Birefringence Low Loss Hollow Core Polarization Maintaining Fiber in THz Regime
[NO] 1586/1845 | A Comparative Study of Machine Learning and Deep Learning Models for Predicting Diabetic Retinopathy Severity in Retinal Fundus Image Datasets
[NO] 1587/1845 | Statistical Analysis of Metal Grain Granularities Induced Variability in 4T Complementary FET SRAM Cell
[NO] 1588/1845 | Comparative Degradation Analysis of 1200 V SiC MOSFETs with Different Gate Structures under Drain Avalanche Stress
[NO] 1589/1845 | TrainTicketTrace: A Multi-Fault Distributed Dataset for Microservice Fault Detection and Localization
[NO] 1590/1845 | Machine-Learning-Based Path Loss Prediction and Data-Leakage-Avoidance Modeling for UAV Links
[NO] 1591/1845 | Development of a Cost-Effective Multi-Parameter Patient Simulator for Enhanced Medical Education
[NO] 1592/1845 | Energy Consumption of Web Frontend Frameworks: An Empirical Comparison of Angular and React
[NO] 1593/1845 | Hierarchical Evolutionary Multi-Agent Collaboration for Task Offloading Optimization in Computing Power Networks
[NO] 1594/1845 | Improving Doppler-based velocity determination in urban environments through random forest-based NLOS signal detection
[NO] 1595/1845 | Big-Data-Integrated Credit Evaluation System and Financial Support Mechanism for China' s New Energy Industry
[NO] 1596/1845 | IEEE Antennas and Wireless Propagation Letters Publication Information
[NO] 1597/1845 | Distributed Reactive Power Control with Adaptive Volt/VAr in Active Distribution Systems
[NO] 1598/1845 | Inverse Design of Topological Waveguide-Cavity Coupling and Rainbow-Trapping via Deep Learning
[NO] 1599/1845 | Topology-Dependent Open-Circuit Voltage in a Toroidal Vector-Potential Transformer: Simulation and Experiment
[NO] 1600/1845 | SMAB-SR: A Sleeping Multi-Armed Bandit Framework for Secure Routing in Space-Air-Ground Integrated Networks_supp1-3690449.pdf
[NO] 1601/1845 | A Self-Feeding-Priority SECE for Piezoelectric Energy Harvesting From Diverse Kinetic Energy
[NO] 1602/1845 | Noise-Resilient Visual Speech Recognition for Intention Decoding in Human-Robot Collaboration
[NO] 1603/1845 | Improving the Localization of the Magnetic Field-based SLAM Through a Novel PINN-UKF Framework
[NO] 1604/1845 | Fault Transmission Modeling and Non-Bypass Fault Tolerance Control of Cascaded H-bridge Modular Multi-Level Converter Fiber Optic Communication System
[NO] 1605/1845 | Parameter Design of DC Voltage Loop and PLL for Grid-Connected Inverter to Achieve Robust Stability Over Full Current Range Under Weak Grid
[NO] 1606/1845 | Keynote 2
[NO] 1607/1845 | IoT-Based Ensemble Machine Learning Approach for Adaptive Crop and Fertilizer Recommendation Systems
[NO] 1608/1845 | An Affordable and Power-Constrained Underwater Modem for AUV Swarm in ISR Applications
[NO] 1609/1845 | Cross-Lingual Misogyny Detection in Memes Using Unified Text-Image Model for Malayalam-to-Bengali Transfer
[NO] 1610/1845 | USegNet: High-Confidence Skin Lesion Segmentation via Intersected U-Net and SegNet Outputs for Enhanced Melanoma Diagnosis
[NO] 1611/1845 | Transfer Learning for Histopathological Image Classification of Lung and Colon Cancer with a Lightweight CNN Model
[NO] 1612/1845 | Complementary Training of Neural Networks Using Self-Selective Memristor for Pattern Recognition
[NO] 1613/1845 | An Interpretable Hybrid Deep Learning Framework for Accurate Diabetic Retinopathy Detection Using Grad-CAM
[NO] 1614/1845 | A Lightweight and Explainable DenseNet-121 Framework for Grape Leaf Disease Classification
[NO] 1615/1845 | Machine Learning Framework for Portfolio Optimization of S&amp;P 500 Companies Using PCA and K-Means Clustering
[NO] 1616/1845 | PaRSAN-G: An Interpretable Pathway-based Sparse Attention Network with Gating for Multi-omics Breast Cancer Subtype Classification
[NO] 1617/1845 | Improving Fault Detection in Hybrid Microgrids Through AI-Based Algorithms
[NO] 1618/1845 | A Novel Bengali Spam Comment Dataset With Transformer-Based Classification for Social Media Content Moderation
[NO] 1619/1845 | A Dual Stage Deep Learning System for Automated Freshness Classification of Fruits
[NO] 1620/1845 | Working it Out on the Remix: Improving Genre Labeling in the Million Song Dataset
[NO] 1621/1845 | Impact of Artificial Intelligence Applications on Customers’ Value Co-Creation: Telecommunication Sector
[NO] 1622/1845 | In-Plane Anisotropy and Mode Selection in Thin-Film Lithium Niobate for Versatile Filters
[NO] 1623/1845 | Network Intrusion Detection Using Semi-Supervised Learning for Unlabeled Big Data Through Oversampling
[NO] 1624/1845 | A New Classification of Data Sources in Pharmacovigilance for Machine Learning
[NO] 1625/1845 | Comprehensive Utilization of Fly Ash, Microsilica and Mineralized Wastewater in The production of Building Materials
[NO] 1626/1845 | Cross-Dataset Evaluation of Lightweight One-Class Anomaly Detectors for IoT Networks
[NO] 1627/1845 | A Novel Method for Planar Electron Tubes via Cathode Electron Density Modulation
[NO] 1628/1845 | Smart Waste Heat Recovery in Bahrain’s Transport Sector: Pathways to Sustainable Energy Efficiency and Emission Reduction
[NO] 1629/1845 | Human Fall Detection Through Velocity-Driven Temporal Deep Learning
[NO] 1630/1845 | Empowering Innovation in Engineering Projects: A Meta-Analysis of Delegation, Participation, and Incentives in Shaping Employee Innovative Work Behavior
[NO] 1631/1845 | Decision Support through Feature-Aware Ensemble Clustering: A Multi-Algorithm Fusion Framework for Complex Data Analysis
[NO] 1632/1845 | Design and Analysis of a High-Gain MIMO Array Antenna for Ku-Band Applications
[NO] 1633/1845 | Face Recognition Approach Using ArcFace Embeddings and Traditional Machine Learning
[NO] 1634/1845 | Hybrid Memristor-Based Logic Gates (HMBLG) for Energy-Efficient and High-Speed Digital Circuits with Practical Implementation NOT and OR
[NO] 1635/1845 | A Physics-Space Explainable AI Framework for Speed-Aware Motor Torque Estimation
[NO] 1636/1845 | Traffic Prediction Using Intelligent Transportation Systems with Big Data and Diffusion Models
[NO] 1637/1845 | Relatively Robust Timing of Medical Tests Under Ambiguous Prevalence Dynamics
[NO] 1638/1845 | XAI-Enhanced Stacking Ensemble Framework for Interpretable Water Potability Classification in Bangladesh
[NO] 1639/1845 | Evaluation of a Hybrid Cylindrical Dielectric Resonator Antenna for X and Ku Band Applications
[NO] 1640/1845 | Impact of Measurement Distance on Antenna Pattern Results Using a Simplified Extrapolation Technique Under Measurement Uncertainty
[NO] 1641/1845 | PhishNet: An Attention-Based Deep Learning Model for Website Security
[NO] 1642/1845 | AI-driven Stock Price Forecasting in Technology Stocks with Model-Based Feature Selection for a Quantum-Inspired GAN
[NO] 1643/1845 | Sparse Representation-Based Denoising Using Guided Filters for Robust Image Processing Decisions
[NO] 1644/1845 | Hybrid Xce-DenseNet121 Model for Diagnosis of Acute Lymphoblastic Leukemia Integrated with XAI
[NO] 1645/1845 | Comparative Analysis of Linear and Closed-Loop Supply Chain Models for Sustainability and Economic Efficiency
[NO] 1646/1845 | BanglaBERT-BiLSTM: A Novel Hybrid Architecture for Multiclass Mental Health Classification in Bengali Social Media Text
[NO] 1647/1845 | Multi-Parameter Estimation of Lightning Surge Characteristics Using Legendre Transform-Based Feature Extraction and ANFIS Framework
[NO] 1648/1845 | Service-Level Implications of Site-Specific Urban Pathloss and Delay Spread in 5G Networks
[NO] 1649/1845 | Development of A Web Application to Detect COVID-19-Related Fake News on X
[NO] 1650/1845 | MSF-RGBNet: A Lightweight Multi-Stage Fusion Architecture for Deepfake Image Detection
[NO] 1651/1845 | Self-Organizing Map Feature Selection Method for Diagnosing Early-Stage Parkinson’s Disease Patients
[NO] 1652/1845 | Comparative Analysis of Machine Learning and Deep Learning Models for Linkedin Popularity Classification
[NO] 1653/1845 | A Novel Hybrid Quantum-Classical Machine Learning Paradigm for Improved Pattern Detection in Medical and Biological Data
[NO] 1654/1845 | CNN-LSTM Based Probabilistic Models: Enhanced Financial Fraud Risk Decisions in Engineering
[NO] 1655/1845 | Bias and Gate-Resistance Dependent Self-Sustained Oscillations in p-GaN Schottky HEMTs under Short Circuit
[NO] 1656/1845 | A Comprehensive Analysis of Multiclass Dermatology Image Recognition Using Deep and Classical Machine Learning
[NO] 1657/1845 | Efficient Data Erasure in Deep Learning via Sparsity and Stability Mechanisms
[NO] 1658/1845 | BPSO-IDS: Scalarized Multi-Objective Feature Selection for Intrusion Detection
[NO] 1659/1845 | AI-Integrated Clinical Decision Support Framework for Emergency Triage
[NO] 1660/1845 | Pixel Size Analysis for Enhanced Image Resolution to Support Diagnostic Decisions in Digital Microscopy
[NO] 1661/1845 | Influence of COTS Power Diodes packaging on their resilience against gamma radiation
[NO] 1662/1845 | Data-Efficient Image Transformers for Skin Lesion Classification
[NO] 1663/1845 | Fair Personalization under Signal Loss: A Customer Equity Framework for Responsible Retail Media Networks
[NO] 1664/1845 | Rice Leaf Disease Classification: A Comparative Evaluation of CNNs and Vision Transformers
[NO] 1665/1845 | A Literature Review about Federated Learning in Recommendation Systems
[NO] 1666/1845 | Uncertainty-Aware Visual Sequence Models for Depression Severity Assessment
