[2026-08-18 09:34:34] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-17
正在获取论文...
[arXiv] 2026-08-17 | Graph Neural Assisted Actor-Critic for Latency-Efficient Edge Vision System
[NO] 1137/1915 | A Spatial-Frequency Enhanced U-Net With Residual Gated Fusion for Hyperspectral Image Denoising
[NO] 1138/1915 | R-T-OLSR: A Hybrid Routing Protocol for UAV Emergency Networks with Routing Repair Mechanism
[NO] 1139/1915 | Performance Evaluation of Bird Sound Classification Models in Realistic Acoustic Environments
[NO] 1140/1915 | Predictive Analysis of Soil Nutrient Levels Using Machine Learning Algorithms for Sustainable Agriculture
[NO] 1141/1915 | An Explainable Multi-Modal AI Framework for Automated Crime Scene Analysis and Forensic Reporting
[NO] 1142/1915 | Deepfakes and identity theft in the age of AI
[NO] 1143/1915 | EnclavePatch: Automated Vulnerability Patching for SGX Applications
[NO] 1144/1915 | A Context-Based Keyframe Extraction Method for Action Videos
[NO] 1145/1915 | Improving Next-Best View Discrete Network with Continuous Coverage Gains for Object Reconstruction
[NO] 1146/1915 | A Novel Adaptive Dual Phase Hybrid Time Switching-Power Splitting Protocol for IoT Networks
[NO] 1147/1915 | Comparative Study of Fault Detection and Classification in EHV Transmission Line using Support Vector Machine and Random Forest
[NO] 1148/1915 | The Design of Internet of Things Control Box for Smart Greenhouses in Cold Regions
[NO] 1149/1915 | SKC2PSA-SimLite: A Lightweight Tail Semantic Enhancement for YOLOv11n in Shore-Based Water-Surface Floating Object Detection
[NO] 1150/1915 | Mass Sensor equipped with Electrochemical cell for Metal Ions Analysis through Unsupervised Learning Algorithm
[NO] 1151/1915 | ECG Signal Processing: From Conventional Methods to AI-Driven Approaches
[NO] 1152/1915 | Geometric Characterization of Dynamic Control Errors in Five-Axis Machine Tools via Mini S-Shaped RTCP Test
[NO] 1153/1915 | Temporal Drift in Enterprise Truth Systems: Detecting and Correcting Financial Semantics Decay Across Master Data, Billing, and Analytics Layers
[NO] 1154/1915 | Enhancing Motor Imagery Performance with Real-time Augmented Reality Feedback
[NO] 1155/1915 | A Hybrid Transformer Network with Pyramid Attention and Content-Aware Upsampling for Breast Lesion Segmentation
[NO] 1156/1915 | A Semantic-Consistent Privacy Middleware for MCP-Driven Penetration Testing
[NO] 1157/1915 | Development of Large Language Model for Intelligent Root Cause Failure Analysis in Induced Draft Fan Systems
[NO] 1158/1915 | Adaptive AI Malware: The Rise of Self-Evolving Threats That Learn to Evade Defenses
[NO] 1159/1915 | Path Planning and Control Strategy of Offshore Photovoltaic Cleaning Robot
[NO] 1160/1915 | A Lightweight Upper Limb Intention Recognition Method Based on sEMG-IMU Fusion and PCA
[NO] 1161/1915 | Enhanced Nonlinear Energy Harvesting and Energy Storage-Aware Beamforming Optimization for RIS-Assisted Communications
[NO] 1162/1915 | ST-BrailleNet: An Attention-Guided Spatiotemporal Network for Dynamic Tactile Braille Recognition
[NO] 1163/1915 | Design and Implementation of a PID-Based Automated Fan–Mist Control System for Thermal Comfort in Open-Space Restaurants
[NO] 1164/1915 | Toward a Digital Twin Framework for Environmental Surveillance
[NO] 1165/1915 | Kinematic Modeling and Performance Analysis of a Parallel Waist Rehabilitation Mechanism
[NO] 1166/1915 | Reliability Aware Gaussian Splatting for Dynamic Sensor Platform SLAM
[NO] 1167/1915 | Spatially Adaptive Expert Routing and Multi-Scale Semantic Alignment for Cross-View Geo-Localization
[NO] 1168/1915 | Efficient Autonomous Target Search for AUV in Unknown Environments Based on a Hierarchical Planning Architecture
[NO] 1169/1915 | A Reinforcement Learning Framework for Shear Wave Velocity Map Reconstruction in Ultrasound Elastography
[NO] 1170/1915 | A Joint Feature Space Based Visualization Platform for Amplitude Estimation Results of Mixed Signal
[NO] 1171/1915 | LoCalMem: Type-Directed Adaptive Serialization for Location- and Content-Addressable Memory
[NO] 1172/1915 | The Carrier Pigeon Internet Protocol: An Algorithmic (and Lighthearted) Perspective
[NO] 1173/1915 | From robots.txt to ai.txt: Mapping the Evolution of Web Permissions in the Age of AI
[NO] 1174/1915 | Editorial Message
[NO] 1175/1915 | An Absorptive/Transmissive Frequency Selective Surface With Scattering Compensation-Enabled Broadband RCS Reduction for Ultra-Wideband Electromagnetic Shielding
[NO] 1176/1915 | Enhancement of magnetic properties in (Sm, Dy, Gd, Er)(Co, Fe, Cu, Zr)z magnets by prolonging the drying time of ball-milled powders
[NO] 1177/1915 | Compact GaAs-Based Bandpass Filter Using Symmetric Multi-Stub Resonator
[NO] 1178/1915 | Adversarial Purification by Consistency-aware Latent Space Optimization on Data Manifolds_supp1-3720823.pdf
[NO] 1179/1915 | Lightweight Low-Rank Spatio-Temporal Fusion for mmWave Radar-Based Aquatic Human Activity Recognition
[NO] 1180/1915 | Character Transformation Artifact: Perception, Prediction, and Representative Application in Image Quality Assessment
[NO] 1181/1915 | Table of Contents
[NO] 1182/1915 | Deadline-Aware SRPT Scheduling for Paxos Consensus
[NO] 1183/1915 | Lightweight Mamba-Based Frequency Decomposition-Reconstruction Network for V-D-T Salient Object Detection
[NO] 1184/1915 | Toward Harmless Ownership Verification for Automatic Speech Recognition via Synthetic Lexical Domains
[NO] 1185/1915 | Terahertz Imaging for Everyone: Uncooled CMOS Direct Detectors for Scalable Sensing
[NO] 1186/1915 | Cover Page
[NO] 1187/1915 | Information-Driven Performance Analysis of Autonomous Underwater Vehicle Navigation Aided by Diverse Measurements
[NO] 1188/1915 | A DWC-Based Parallel Wi-Fi Simulation Method for Large-Scale UAV Networking
[NO] 1189/1915 | Identification of Schizophrenia Biomarkers in EEG Spectrograms via XAI
[NO] 1190/1915 | Robust Unified Anomaly Detection Via Spatially Gated Semantic Priors
[NO] 1191/1915 | Near-Field Covert Communication with Rotatable Antennas Using DSAC
[NO] 1192/1915 | Performance Analysis of Near-Field Wireless Network Enhanced by Active IRS with Discrete Phase Shifters
[NO] 1193/1915 | AS-GAN and Mff-Fanet: A Synergistic Framework for Data-Augmented Ancient Script Recognition
[NO] 1194/1915 | Multi-Domain Transcription-Free Acoustic Analysis of Nyishi Speech
[NO] 1195/1915 | Time Series Prediction with Multi-Scale Convolutional Attention Mechanisms
[NO] 1196/1915 | Conversational Emotion Recognition Based on Pre- Extracted Features, Attention-Based Temporal Pooling and Contrastive Learning
[NO] 1197/1915 | Design and Validation of a Hybrid PLA-TPU Tendon-Driven Finger Exoskeleton for Rehabilitation Applications
[NO] 1198/1915 | Proactive Cyber Threat Intelligence and Detection in Penetration Testing Using Machine Learning Techniques
[NO] 1199/1915 | A Static-Base Astronomical-Inertial Integrated Navigation Algorithm in the Earth Frame
[NO] 1200/1915 | Structural Design of an Assistive Training Mechanism for Ankle Rehabilitation
[NO] 1201/1915 | Multi-Beam Forward-Looking Sonar Target Detection Based on RHDWT-YOLOv11
[NO] 1202/1915 | A Wearable IMU System for Real-Time Skiing Posture Monitoring and Motion Feedback
[NO] 1203/1915 | Linear Stability Analysis of an INDI Pitch-Rate Controller Under Model Mismatch for a Tilt-Rotor VTOL UAV
[NO] 1204/1915 | Reconfigurable Intelligent Surfaces for 3GPP n78 Band: Design, Fabrication, and Testing
[NO] 1205/1915 | Toward Minimal-Sensor Spatiotemporal Gait Analysis: A Dual-FSR Insole Design and Validation
[NO] 1206/1915 | Design and Analysis of Multi-Source FusionSystem for Helicopter Obstacle Detection and Identification
[NO] 1207/1915 | BC-SEL: A Bounded-Cost Successive Elimination Algorithm for Quantum Networks
[NO] 1208/1915 | Automated Channel Testing System for Process Control Systems on Offshore Platforms-Design, Implementation, and Performance Evaluation
[NO] 1209/1915 | Design and Analysis of a Bio-Inspired Manta Ray Pectoral-Fin Flapping Mechanism
[NO] 1210/1915 | Scenario-Aware Model Selection for Fraud Detection Via Cost-Sensitive Contextual Bandits
[NO] 1211/1915 | Development of a Method of protection against cyber attacks on the payment system
[NO] 1212/1915 | A Baseline Simulation Framework for DDoS Detection in IoMT Networks: Design and Critical Analysis
[NO] 1213/1915 | DPFE-Net: Dual-Pathway Feature Extraction with Class-Balanced Focal Loss for Alzheimer's Disease Staging on Brain MRI
[NO] 1214/1915 | Intelligent Medical Image Privacy-Preserving Framework Using Federated Learning
[NO] 1215/1915 | Evaluating Password Security Habits and Cybersecurity Awareness Among Students of Astana IT University: A Quantitative Case Study
[NO] 1216/1915 | Neural Texture 4D Gaussian Splatting: Enhancing Expressive Dynamic Scene Rendering
[NO] 1217/1915 | Modeling and Simulation of a Fixed-Body AUV-Integrated Hydraulic PTO Wave-Energy Harvester With Generator Load Matching
[NO] 1218/1915 | Mission-Level Battery State-of-Charge Prediction for Uncertainty-Aware Task Feasibility Assessment of Wheeled Mobile Robot
[NO] 1219/1915 | Human-Machine Collaborative Adaptive Labeling for Concrete Cracks in Zero-Shot Scenarios
[NO] 1220/1915 | Digital Twin Full-Process Visualization and Assurance System for Aerial Bombs
[NO] 1221/1915 | Chaos-Enhanced Microwave Photonic Link for Secure High-Speed Communications
[NO] 1222/1915 | Research on Trans-medium Strategies for Quadrotor Aerial-underwater Vehicles Based on immersion ratio and Active Attitude Adjustment
[NO] 1223/1915 | A Behavior Tree-Based Autonomous Operation Strategy Model for Assembly Robots
[NO] 1224/1915 | SOHI: A Dataset Of Offline Handwritten Assamese Signatures
[NO] 1225/1915 | A Dynamic Magnetic Haptic Sensor and Its Evaluation Under Varying Surface Patterns and Stroking Velocities
[NO] 1226/1915 | Development of a Private LTE/5G Experimental Platform for Attack Simulation and Security Hardening with Open-Source Solutions
[NO] 1227/1915 | Noise-Aware Lightweight 1D CNN for Robust Inter-Patient ECG Beat Classification Under Controlled Noise Stress
[NO] 1228/1915 | A Dual-Network-Based Deep Neural Network for Permanent Magnet Magnetic Field Prediction
[NO] 1229/1915 | Long-term Social Engineering in Corporate Environments: Dedicated Risk Assessment Tool
[NO] 1230/1915 | Research on Object Servo Grasping for Robotic Arms Based on IBVS-SAC
[NO] 1231/1915 | Piecewise Constant Curvature-Based Kinematics of a Tendon-Driven Continuum Robot with a Thermoplastic Polyurethane Backbone
[NO] 1232/1915 | Robust Fuzzy-Based Navigation and Path Planning for Autonomous Search Unmanned Surface Vehicles in Dynamic Environments
[NO] 1233/1915 | CAIP-Pentest: A Causal and Interpretable Agent Framework for Autonomous Web Vulnerability Exploration
[NO] 1234/1915 | FFT-Based Frequency-Domain Guided Anomaly Transformer: An Improved Method for Multivariate Time Series Anomaly Detection
[NO] 1235/1915 | A Trajectory-Mapping-Based Evaluation Method for Quadruped Robot Knee Transmission Schemes
[NO] 1236/1915 | RLMD-Based Deep Learning Framework for Automated Rotor Electrical Unbalance Detection and Severity Classification in DFIG Wind Turbines
[NO] 1237/1915 | EVA-NAS: Energy Variance Aware Neural Architecture Search for Resource Constrained Embedded Systems
[NO] 1238/1915 | Table of Contents
[NO] 1239/1915 | A Two-Stage Framework for Efficient Wavelength Interrogation of Overlapping Spectra in FBG Sensing Networks
[NO] 1240/1915 | PSTTS: A Plug-and-Play Token Selector for Efficient Event-Based Spatio-Temporal Representation Modeling
[NO] 1241/1915 | Gesture Recognition Using Tapered Double C-Shaped Polymer Optical Fiber for Multi-Scenario Human-Computer Interaction_supp3-3724049.mp4
[NO] 1242/1915 | A Two-level Attention Deep Network for Hard Landing Risk Localization and Attribution Analysis
[NO] 1243/1915 | Rapid Continuously-Scanning Substrate Integrated Leaky Slow-Wave Antenna Loaded With Compact Wide-Angle Lens
[NO] 1244/1915 | Domain Generalized State of Health Estimation without Target Domain Data Based on Feature Disentanglement_supp1-3723920.docx
[NO] 1245/1915 | Physics-Based Data-Driven Modeling of a PEM Electrolyzer Stack for Hydrogen Production
[NO] 1246/1915 | Cyber–Physical Security Challenges in Hybrid Energy Storage for Renewable–EV Microgrids
[NO] 1247/1915 | An Improved YOLOv8n-Based Method for UAV Small Object Detection
[NO] 1248/1915 | Signal Scrambling-Aided ODMA for Pilot-Free Unsourced Random Access Over Fading Channel
[NO] 1249/1915 | Design and Implementation of an IoT-Enabled Smart Rotary Vial Filling and Capping System with Real-Time Monitoring and Control
[NO] 1250/1915 | Fault-Predictive and Load-Aware Ultra-Multi-Hop Chain Network for Mine Communication
[NO] 1251/1915 | From Local Convolution to Global Attention: An Architectural Comparison for Medical Image Segmentation
[NO] 1252/1915 | AI-Enabled Voice Cloning and Spoofing Risks in Speaker Verification Systems: A Comparative Analysis of Empirical Evidence
[NO] 1253/1915 | An Integrated Machine Learning and Agent-Based Modelling Pipeline for Socio-Environmental Forecasting
[NO] 1254/1915 | A Systematic Review of Load Forecasting and Energy Management Studies in Electrical Power Systems
[NO] 1255/1915 | COLREG Compliant Collision Avoidance Using CBFs and Distributed Cooperative NMPC
[NO] 1256/1915 | Real-Time GUI and UDP Communication Framework for Dual Capacitive Smart Insole Gait Acquisition
[NO] 1257/1915 | Identity and Access Management for Agentic AI: A Zero-Trust Security Framework
[NO] 1258/1915 | Resource-Aware Asymmetric Event-Triggered Resilient Cooperative Control for Heterogeneous Multi-Agent Systems
[NO] 1259/1915 | FPGA Implementation of CNN for Digit Recognition
[NO] 1260/1915 | Federated Learning-Based Paddy Leaf Disease Classification Using the Flower Framework
[NO] 1261/1915 | A Dual-Path Heterogeneous Graph Neural Network Framework for Identity Linkage and Anomaly Detection in Enterprise Systems
[NO] 1262/1915 | Design and Implementation of a Handheld Multi-Joint Surgical Instrument based on U-joint Transmission
[NO] 1263/1915 | A Resource-aware Adaptive Threshold Algorithm for Cooperative Spectrum Sensing in Coal Mine Communication
[NO] 1264/1915 | TESA-LLM: A Temporal Knowledge Graph Reasoning Method Integrating Symbolic Alignment and LLM Generation
[NO] 1265/1915 | Evaluation of Ride Comfort Decoupled Modal PID-Based Skyhook Control Design Model for Active Suspension of Railway Vehicles Under Payload and Track Irregularities
[NO] 1266/1915 | Development of an Infrared Point Source Rotating Target Simulator and Its Associated Algorithm
[NO] 1267/1915 | Enhancing the Resilience of Organizational Information Systems through an Adaptive and Self-Recovering SDN-Based DDoS Protection Framework
[NO] 1268/1915 | JFSNet: Frequency-Constrained Joint Multi-Modality Image Fusion and Super-Resolution
[NO] 1269/1915 | A Hybrid Simulated Annealing Approach for the Sustainable Cold Chain Vehicle Routing Problem
[NO] 1270/1915 | Uncertainty-Weighted Optimisation for Model-Based Reinforcement Learning
[NO] 1271/1915 | Design and optimize a highly efficient novel inorganic ZrS
                    <sub>2</sub>
                    eco-friendly perovskite solar cell
[NO] 1272/1915 | Feasibility Analysis of Deep Learning Models for CHD Screening Using Synthetic Supervision
[NO] 1273/1915 | Chippenwolf: Fully Programmatic and Open-source Mixed-mode System-on-Chip Implementation Framework
[NO] 1274/1915 | Features of intelligent cryptographic protection for IoT devices
[NO] 1275/1915 | Internal Impedance Prediction for Triboelectric Nanogenerators Using Artificial Neural Networks
[NO] 1276/1915 | Integrated Sliding Mode Backstepping and IEID Compensation for a Servo-Driven Shipborne Stewart Platform Under Wave and External-Load Disturbances
[NO] 1277/1915 | Scenario-Based Decision Support for Renewable Energy and Green Transportation in Moroccan Environmental Impact Assessment: A Screening Framework for Construction-Phase Logistics and Temporary Power in Electrical Substation Projects
[NO] 1278/1915 | Construction and Evaluation of a Quantitative Index System for Command and Control Capabilities of Radar Personnel Based on the Analytic Hierarchy Process
[NO] 1279/1915 | Integration and Estimation Method for High-Speed Target with Unknown Entry and Departure Time
[NO] 1280/1915 | Hybrid Spiking Neural Networks for Wind Turbine Fault Detection
[NO] 1281/1915 | Development of a New Method for a VPN Configuration Platform for Corporate Networks
[NO] 1282/1915 | Adaptive Safety Control of Underactuated Ships Under Hybrid Cyber Attacks
[NO] 1283/1915 | Coordinated Operation of Data Center Aggregations in Modern Distribution Networks
[NO] 1284/1915 | Gated Multi-Backbone Early Fusion of CNN and Swin Transformer for Cattle Disease Classification
[NO] 1285/1915 | Detecting IC Reuse via Reflow-Exposure Fingerprints in Pre-Stressed Ring Oscillators
[NO] 1286/1915 | Reliability Analysis of Optical Fiber Communication for FPGA Clusters in Space
[NO] 1287/1915 | LyRA-FL: A Scheduler for Federated Fine-Tuning of Foundation Models in Wireless Networks
[NO] 1288/1915 | Human Trajectory Generation in High-Density Spaces via a Dual Knowledge-Driven Diffusion Model
[NO] 1289/1915 | Multi-granularity spatial-frequency cross-modal correlation paradigm for pan-sharpening
[NO] 1290/1915 | Learning An Asymmetric Union-of-Experts Model for Diverse Rainy Conditions Image Restoration
[NO] 1291/1915 | A Low-Profile Structure-Shared Mode-Composite Antenna for Large-Frequency-Ratio Dual-Band Omnidirectional Coverage
[NO] 1292/1915 | Distributed Optimal Aggregative Coordination in Open Multi-Agent Systems
[NO] 1293/1915 | Spherical Geometry-Aware Transformer with Cross-Latitude Attention for Global Ionospheric Total Electron Content Prediction
[NO] 1294/1915 | Intelligent 6G Networks: From Connected Things to Connected Cognition—An Agentic-Native Framework
[NO] 1295/1915 | MsLW: A Unified Multi-step Watermarking Framework for Latent Diffusion Models
[NO] 1296/1915 | Modeling Psychomotor Retardation for Automated Depression Detection From Facial Videos Using Causal Filtering and Prototypical Decoupling
[NO] 1297/1915 | Spatial Self-Phase Modulation In Yb-Fiber Laser Pumped High-Power Deep-Infrared Femtosecond Optical Parametric Oscillator Based on CdSiP
                    <sub>2</sub>
[NO] 1298/1915 | Selective Disambiguation and Ranking-Aware Distillation for Partial Multi-Label Learning
[YES] 1299/1915 | QuickChecking Convergence of Rewriting Systems (Functional Pearl)
[YES] 1300/1915 | Programmable Property-Based Testing
[NO] 1301/1915 | Grading of Arecanuts using Ensemble Learning Techniques
[NO] 1302/1915 | The Epistemic Collapse Problem in Multi-Agent Financial LLMs: Towards Diversity-Preserving Consensus
[NO] 1303/1915 | Sparse Identification of Nonlinear Dynamics for Digital Twin Applications in Solar Photovoltaic Systems
[NO] 1304/1915 | Design and Implementation of an Embedded Vision-Based Liner Board Detection System for Blind Areas in the Tobacco Bale Unpacking Process
[NO] 1305/1915 | A Magnetic Sensing-Based Master-Side System for Vascular Interventional Surgical Robots
[NO] 1306/1915 | Mechanism Analysis and Improvement of Harmonic Current Extraction for Multiple Virtual Winding Systems Under Non-Stationary Conditions
[NO] 1307/1915 | Optimizing Industrial Software Cost Prediction Using Feature Standardization Techniques
[NO] 1308/1915 | Explainable Crowd Counting: Transfer Learning Approaches with Grad-CAM Insights
[NO] 1309/1915 | Generative Design of Analog Circuits Under Limited Data via cVAE Manifold Modeling
[NO] 1310/1915 | Federated Learning for Privacy-Preserving Fatigue Detection from Wearable IMU Data
[NO] 1311/1915 | Design, Synthesis, and Chemiresistive Evaluation of Polyvinylpyrrolidone Stabilized Zinc Oxide Nanoparticle-Based Alcohol Sensors
[NO] 1312/1915 | AI-Augmented Career Advising in Universities: Digital Ethics and Security concerns
[NO] 1313/1915 | Research on Continued Adoption Behavior of AIGC-Enabled Interactive Digital Imaging Systems: A Dual-Track Model Based on Value Perception and Algorithmic Resistance
[NO] 1314/1915 | An Empirical Study of a Vision Foundation Model for Remote Sensing Wind Turbine Detection
[NO] 1315/1915 | FXD-3D: Geometry- and Texture-Preserving Image- to-3D for Fengxiang Dyeing
[NO] 1316/1915 | Trajectory Prediction considering Behaviours using Learning-based and Model-based Approaches
[NO] 1317/1915 | A Study on AI-Empowered Digital Games Driving the Integrated Development of Culture and Tourism
[NO] 1318/1915 | Ultrafast CMOS-Based On-Chip Islanding Detection for Photovoltaic Microinverters Using Timing-Based Analysis
[NO] 1319/1915 | Earth-Loop Oscillation Error Suppression Technology Based on Multi-Threaded Computation
[NO] 1320/1915 | Transformer-Based Channel Tracking for OTFS in Vehicular Environments
[NO] 1321/1915 | A Centralized PPO Agent-based Particle Swarm Optimization for Multi-UAV Source-Seeking
[NO] 1322/1915 | Zero-Order Feedback Control of State Wiener-type Multiplicative Noisy Delayed Systems
[NO] 1323/1915 | An Improved Multi-agent Combat Strategy Algorithm for Large-scale Swarms Based on Deep Deterministic Policy Gradient
[NO] 1324/1915 | Eigen-Surrogate Optimal Weighting for Fast Covariance Intersection in Multi-sensor Fusion
[NO] 1325/1915 | A Study on Multi-Step Influenza Forecasting Using a TCN-XGBoost-Prophet Ensemble Model
[NO] 1326/1915 | Hysteresis-Compensated Clamping Force Estimation and Fixed-Time Contact Point Detection for Electromechanical Brakes
[NO] 1327/1915 | An Approximate Solution to Coefficient-Optimal-Control Problems with Unbounded Nonlinearity
[NO] 1328/1915 | Design and Achievement of the Intelligent Warehousing through Multiple Mobile Robots
[NO] 1329/1915 | Comparative Modeling of a Solar Thermal System: Physics-Based and Data-Driven Approaches
[NO] 1330/1915 | Hydrodynamic Analysis of Coaxial Counter-Rotating Hybrid Aerial Underwater Vehicle in Underwater Cruising
[NO] 1331/1915 | Prompt Injection Through Operational Data Feeds: A Structural Governance Gap in OT-Connected Agentic AI Systems
[NO] 1332/1915 | Etiology-Stratified Spatial Immune Topology Learning in Hepatocellular Carcinoma via Hierarchical Graph Attention Networks on 37-Plex CODEX Proteomics
[NO] 1333/1915 | Efficient End-to-End Training of LIF Spiking Neural Networks via ArcTan Surrogate Gradients and Direct Coding
[NO] 1334/1915 | Audio Spectrogram Transformer for Speech Emotion Recognition on Indian Languages
[NO] 1335/1915 | An Infrared Small Target Detection Method for Remote Sensing Images Based on Improved RT-DETR
[NO] 1336/1915 | Domain-Invariant RUL Prediction for Turbofan Engines via Power-Law Target Engineering and Adversarial Learning
[NO] 1337/1915 | MAC-Mono: A Metrics-Aware Covariance Framework for Monocular Visual Odometry in UAV-Based Forest Fire Monitoring
[NO] 1338/1915 | Pareto Optimization of Accuracy and Smoothness in Neuromechanical Intention Prediction via a Joint Loss Function
[NO] 1339/1915 | Temperature field analysis of high power density permanent magnet motor
[NO] 1340/1915 | Visible-to-Infrared Ship Image Generation via Improved Pix2Pix for Unmanned Surface Vehicles Perception
[NO] 1341/1915 | Hardware-Efficient Neural Architecture Search for Wireless Signal Classification on Edge Devices
[NO] 1342/1915 | Hybrid Multi-Feature Fusion with Advanced Augmentation Techniques for Arabic Speech Emotion Recognition
[NO] 1343/1915 | Resource-Aware Energy Optimization for Embedded Wireless Sensor Networks
[NO] 1344/1915 | Fine-Tuning a Bilingual Large Language Model for Personalised Maternal Health Risk Assessment in Low-Resource Settings: A Kiswahili-English Framework for Kenya
[NO] 1345/1915 | Hybrid Hypergraph and HOG-Gated Network for Hyperspectral Image Classification
[NO] 1346/1915 | Detecting and Mitigating DAO Induction-based Energy Depletion Attack in IoT Networks
[NO] 1347/1915 | S
                    <sup>2</sup>
                    DCS
                    <sup>2</sup>
                    : A Semi-Supervised Framework for Plant Disease Classification Using Spatial–Spectral Consistency and EMA-Based Teacher Guidance
[NO] 1348/1915 | UWB Positioning Environment Setup for Mobile Robots with Anchor Height Alignment and Coordinate Determination
[NO] 1349/1915 | LLM Generated Turkish Email Dataset and Phishing Detection Benchmark
[NO] 1350/1915 | Improved Photovoltaic Panel Defect Detection Algorithm Based on YOLOv11
[NO] 1351/1915 | Delays, Staff Shortages, and Saturated Skies: What Global Air Traffic Management Capacity Crises Mean for Southeast Asia Airspace Planning
[NO] 1352/1915 | Explainable Ensemble Intrusion Detection Framework for Transparent Cybersecurity in IoT Networks
[NO] 1353/1915 | TRITON: Trans-media Robust Iterative Trajectory Optimization and Navigation
[NO] 1354/1915 | XFedRec: a Robust, Adaptive, and Explainable Federated Recommendation Framework
[NO] 1355/1915 | SDC-Net: Syntax-Semantic Decoupling for Aspect-Based NVH Sentiment Analysis
[NO] 1356/1915 | Foreword
[NO] 1357/1915 | 2026 6th International Conference on Computer Communication and Artificial Intelligence (CCAI)
[NO] 1358/1915 | GCON 2026 Breaker Page
[NO] 1359/1915 | An AI-Assisted Closed-Loop Thermal State Observer for Real-Time Junction Temperature Estimation and Prediction of SiC Power Modules in Electric Vehicles
[NO] 1360/1915 | Lightweight Wi-Fi–Based Few-Shot Learning for Personalized Recognition of Simulated Parkinson’s Disease–Relevant Motor Activities
[NO] 1361/1915 | A LOSO-NTD-Based Analytical Framework with Less Setting-Dependence Reveals Attentional Modulation of Gamma-Band Auditory Steady-State Response
[NO] 1362/1915 | Author Index
[NO] 1363/1915 | A GaN-Based Cryogenic Power Converter Operational at 4 Kelvin
[NO] 1364/1915 | Predicting Probabilistic Links Using Node Embedding and Graph Neural Network Approach
[NO] 1365/1915 | Low-Profile Dual-ISM-Band Implantable Antenna for Deep Gastrointestinal Capsule Endoscopy
[NO] 1366/1915 | Inter-Trial Coherence as a Marker of Cognitive Status: EEG Phase Synchronization Deficits in Alzheimer's Disease During Auditory Gamma Entrainment
[NO] 1367/1915 | Towards Efficient Verifiable Core Subgraph Search in Blockchain Databases
[NO] 1368/1915 | Distributed Stochastic Optimization of Strategic Contracting and Spot Bidding in Sequential Electricity Markets
[NO] 1369/1915 | Scalable Stochastic Circuit Synthesis via Optimized Solution Space Exploration and Constrained Functional Transforms
[NO] 1370/1915 | RemoteAgent: Bridging Vague Human Intents and Earth Observation with RL-based Agentic MLLMs
[NO] 1371/1915 | Reports From AP-S Committees &amp; Activities [AP-S Committees &amp; Activities]
[NO] 1372/1915 | Let It Be Optimized: Building Multi-stage Evaluators with Let-Insertion and Optimizations in Small Pieces (Functional Pearl)
[NO] 1373/1915 | Compositional Neural-Cyber-Physical System Verification in the Interactive Theorem Prover of Your Choice
[NO] 1374/1915 | Robust Hybrid Image Steganography with Reed-Solomon Error Correction for JPEG-Resilient Covert Communication on Messaging Platforms
[NO] 1375/1915 | Enhanced Liver Tumor Segmentation Using 3D U-Net and Swin UNETR
[NO] 1376/1915 | Path Tracking Method for Amphibious Robots in Shallow Water Environments
[NO] 1377/1915 | Adaptive Cyber Deception with Honeypots for Active Defense: A Stackelberg POSG Model with Deep Reinforcement Learning
[NO] 1378/1915 | NUR: 3D Geometric Priors for Rethinking 2D Annotation in Multimodal Detection
[NO] 1379/1915 | Explainable Machine Learning for Parkinson’s Disease Detection from Speech Signals: A Comparative Evaluation of Classical Models
[NO] 1380/1915 | IMUSIC-Based Adaptive Beamforming for Multipath Mitigation in UAV Communications
[NO] 1381/1915 | A Semi-Supervised Medical Image Segmentation Framework Based on Masked Image Modeling and Sequential SAM Feature Fusion
[NO] 1382/1915 | A Degradation-Onset-Aware Multi-Scale Time-Frequency Network for Bearing Remaining Useful Life Prediction
[NO] 1383/1915 | Farmer’s Assistant: An Integrated Machine Learning-Based Decision Support System For Agriculture
[NO] 1384/1915 | Learning Betweenness Centrality–Based important nodes with Cross-Graph Generalization using Graph Neural Networks
[NO] 1385/1915 | Public Space Quality Research Across Income Contexts: An NLP-Based Evidence Diagnosis Framework (1955–2026)
[NO] 1386/1915 | Use of Advanced Methods for Operating Room Optimization: Artificial Intelligence, Simulation, and Operations Research
[NO] 1387/1915 | Integration of Integrative Restoration GAN (IRGAN) and YOLOv8 for Escalating Oil Palm Tree Detection in UAV Imagery: A Task-Driven Super Resolution Approach
[NO] 1388/1915 | FCS-MPC Strategy for Ducted Propellers in Trans-Media Transition
[NO] 1389/1915 | Dynamic Impedance Control of a 6 DOF Robot Arm
[NO] 1390/1915 | Surgical-AGPSAM2 for Auto-Generated Prompts in Surgical Instrument Segmentation
[NO] 1391/1915 | Energy-Efficient Transmission Scheduling for Dual-Connectivity IoT Networks: Terrestrial vs Non-Terrestrial Network Trade-offs
[NO] 1392/1915 | Quantitative Detection of Overhead Contact System Insulator Damage Defects Based on YOLOv8-OVC
[NO] 1393/1915 | Toward Robust Device-Free Heart Rate Monitoring Based on Decomposition of mmWave Signals
[NO] 1394/1915 | FPGA-Based Streaming Implementation of SZx Compression Algorithm
[NO] 1395/1915 | The Role of Online Anonymity in Cyberbullying Behavior on Social Media Platforms
[NO] 1396/1915 | Intelligent Tracking Control of Bionic Legs Under Output Constraints and Disturbances
