[2026-04-11 09:42:18] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-04-10
正在获取论文...
[IEEE] 2026-4-10 | Bandwidth-Efficient Robust Threshold ECDSA in Three Rounds_supp1-3682606.pdf
[NO] 109/692 | Research on the Improvement Theory of Canonical Correlation Analysis and Its Application
[NO] 110/692 | Performance Evaluation of Single-User Massive MIMO with Hybrid Precoding in Rayleigh Fading and Millimeter Wave Channels
[NO] 111/692 | Type-Safe Monotonic Object Evolution
[NO] 112/692 | A Tale of 1001 LoC: Potential Runtime Error-Guided Specification Synthesis for Verifying Large-Scale Programs
[YES] 113/692 | Efficient Directed Hybrid Fuzzing via Target-Centric Seed Selection and Generation
[NO] 114/692 | MQLSTM-Based Daily Operation for Microgrid with Renewable Uncertainty and Multi-Objective
[NO] 115/692 | IEEE CS CFP
[NO] 116/692 | Progressive Compression of ResNet: An 8.33× Reduction with 90.5% Accuracy Retention for Edge Deployment
[YES] 117/692 | A Function-level Fault Injection and Machine Learning Framework for Reliability Analysis
[NO] 118/692 | DF-DiffVSR: Deformable Field-Driven Diffusion Model for Inter-Slice Continuity Enhancement in Medical Volume Super-Resolution
[NO] 119/692 | Lesion Learning Network with Relation Aware Transformer for Diabetic Retinopathy Grading
[NO] 120/692 | Measurement of Saturation Characteristic of Transformer Using an Improved AC and DC Voltage Superposition Method
[NO] 121/692 | Local Duality for Sparse Support Vector Machines
[NO] 122/692 | The Centrality Fallacy and ACM
[NO] 123/692 | Secure Containers: A DevSecOps-Based Approach for Comprehensive Docker Image Vulnerability Assessment
[NO] 124/692 | Model-Based Simulation of Eddy Current Effects and Correction Methods in MRI Gradient Systems
[NO] 125/692 | Study on Smoke Backflow Characteristics in High-Altitude Tunnels Based on Numerical Simulation
[YES] 126/692 | A Reliability Modeling Method Based on Logical Verification Generative Adversarial Networks
[NO] 127/692 | noDice: Inference for Discrete Probabilistic Programs with Nondeterminism and Conditioning
[NO] 128/692 | Mixtris: Mechanised Higher-Order Separation Logic for Mixed Choice Multiparty Message Passing
[NO] 129/692 | Frashokereti: Non-aborting Optimistically Replicated Objects
[YES] 130/692 | Efficient Incremental GR(1) Synthesis via Monotonic Fixed-Point Reuse
[NO] 131/692 | Evidential Prior Guided Neural Collapse for Open World Object Detection
[NO] 132/692 | LLM-Driven Stationarity-Aware Expert Demonstrations for Multi-Agent Reinforcement Learning in Mobile Systems
[NO] 133/692 | The Ph.D. Student Sponsorship Initiative at IMS2026
[NO] 134/692 | Sapphire MEMS Fiber-optic Sensor with a Ceramic-housing Package for High-temperature Vibration
[NO] 135/692 | Variational Bayesian Joint Tracking and RCS Estimation for Fluctuating Targets in Radar Systems
[NO] 136/692 | HandMLP: A GAT-Enhanced MLP Network for Robust 3-D Hand Pose Estimation
[NO] 137/692 | EZ-Therm: Effective Zero-shot Thermal Depth Completion by Adapting Diffusion Priors
[NO] 138/692 | 2025 IEEE 5th International Conference on Applied Mathematics, Modeling and Computer Simulation (AMMCS)
[NO] 139/692 | Penetration-free Solid-Fluid Interaction on Shells and Rods_supp1-3674041.mp4
[NO] 140/692 | Scalable and Generalizable Correspondence Pruning Via Geometry-Consistent Pre-Training
[NO] 141/692 | A Multiband 4th-Order RF Transmitter Featuring an N-Path-Filter Modulator With a Switched
                    <i>g</i>
                    <sub>m</sub>
                    –C Network
[NO] 142/692 | IMS2026 Student Design Competitions
[NO] 143/692 | Bridging the Hard Tech Gap at the IEEE Entrepreneurship Hard Tech Venture Summit
[NO] 144/692 | A High-Precision and Easy to Encode Precise Solution Scheme for Calculating Attitude Angles
[NO] 145/692 | Implementing DevSecOps: A Systematic Literature Review on Integrating Security into DevOps
[NO] 146/692 | Analysis and Study of Line Spectrum Features Affected by Underwater Target Motion
[NO] 147/692 | Transformer-Based Dual Contrastive Learning for Multi-View Clustering
[NO] 148/692 | Stability Analysis of Tailrace Open Channel Slope in a Pumped Storage Power Station
[NO] 149/692 | RFIC/RFSA/RFTT Industry Paper Competitions
[NO] 150/692 | Beer: Interactive Alarm Resolution in Bayesian Program Analysis via Exploration-Exploitation
[NO] 151/692 | Sound and Complete Invariant-Based Heap Encodings
[NO] 152/692 | RoboBunting: Building Social, Affective Expressiveness through Bilateral Force Exchange
[NO] 153/692 | A Traffic Data Imputation Method Based on Spatial-temporal Synchronous Graph Recovery Neural Network
[NO] 154/692 | Non-Enzymatic Uric Acid Sensing via MoS-Enhanced Paper-Based Electrochemical Sensor Using Neural Network Regression Framework_supp1-3680435.pdf
[NO] 155/692 | 3D-IRMM-Net: An Interpretable Radiologist-Mimicking 3D Multimodal Network for Lesion Detection in ABUS with LLM-Based Guidance and Uncertainty Quantification
[NO] 156/692 | Synchronization Dynamics of MEMS Oscillators With Sub-Harmonic Injection Locking (SHIL) for Emulating Artificial Ising Spins
[NO] 157/692 | The IMS2026 Interactive Forum
[NO] 158/692 | MP3: Let’s Revolutionize RF—Join Us in Boston!
[NO] 159/692 | The Electronic Grip Gauge (EGG): Automated Assessment of Sensorimotor Hand Function Using an Instrumented Fragile Object
[NO] 160/692 | An Adaptive RRT* Algorithm for Narrow Passage Path Planning
[NO] 161/692 | Interference Module Noise Suppression Model for Interferometric Distributed Optical Fiber Sensing
[NO] 162/692 | Unleash Your Potential
[YES] 163/692 | Taming the Hydra: Targeted Control-Flow Transformations for Dynamic Symbolic Execution
[NO] 164/692 | A Continuous-Time Zoom Sensor Readout Frontend With Fast Tracking and Floating-Gm-CCO Integrator
[NO] 165/692 | PACGBI: A CI/CD Pipeline for LLM-assisted Code Generation of Web Front End
[NO] 166/692 | Machine Learning-Based Skin Lesion Classification with Feature Importance Analysis using SVM for Dermoscopy Images in the Philippines
[NO] 167/692 | Table of Contents
[NO] 168/692 | Natural Jacobian Matrix Formulation for Homogeneous Performance Indices in Parallel Mechanisms_supp1-3676057.docx
[NO] 169/692 | Model Predictive Control of a Single-Stage SPV under Weak Grid Conditions
[NO] 170/692 | A Two-Stage Fault Detection and Early Warning Framework for Intelligent Laboratory Measurement Systems
[NO] 171/692 | Blank Page
[NO] 172/692 | Design and Verification of a Modular Four-Degree-of-Freedom Error Measurement System
[NO] 173/692 | W-Band Dual-Polarized 2 × 2 Metasurface Antenna-in-Package Array Based on Through-Glass Via Technology
[NO] 174/692 | Multi-UAV Collaborative ISCPT: Joint 3D Deployment and Power Control of UAVs
[NO] 175/692 | Joint Link Adaptation and Device Scheduling Approach for URLLC Industrial IoT Network: A DRL-Based Method With Bayesian Optimization
[NO] 176/692 | ESQA: Event Sequences Question Answering
[NO] 177/692 | Degradation, Lifetime, and Failure Modes of Metal Oxide Varistors in Low-Voltage DC Circuit Breaker Applications
[NO] 178/692 | SCOOP: Scalable On-Chain-Off-Chain Storage in Blockchain-Based Decentralized Identity for Cyber-Physical-Social Systems
[NO] 179/692 | Learning Symmetric Invariants from Symmetric Samples
[NO] 180/692 | Generative Artificial Intelligence for Social Impact
[NO] 181/692 | A Multi-Keyword Boolean Search Scheme for Medical Data Based on Blockchain Indexing
[NO] 182/692 | Analyzing the 2024 U.S. Presidential Elections: BERT-based Sentiment Classification of Spoken Content in Video Data
[NO] 183/692 | A Systematic Literature Review on the Application of Scrum in Application Development
[NO] 184/692 | A Probabilistic Least Squares Estimation For NHPP-based Software Reliability Models with Time-domain Data
[NO] 185/692 | Traceability and Detect Forgery Platform of Digitally Important Educational Documents for Grade 6 Secondary Schools Case Study of the Northeastern Region, Thailand
[NO] 186/692 | Optimal Partitioning of Square Computational Domains for Parallel Computing on Hybrid Servers with Heterogeneous Processors and Heterogeneous Communicating Links_supp1-3682580.pdf
[NO] 187/692 | Center-of-Mass and Attitude Control of an Orbital Manipulator: A Novel Control Strategy_supp1-3682621.mp4
[NO] 188/692 | Controlling the reactive power in multiple active bridge converters to increase efficiency
[NO] 189/692 | IEEE CS 2026 Awards
[NO] 190/692 | LCMTrack: Low Rank Gated Adaptation and Cross Modal Attention Fusion for Multi-Scale Spatio-Temporal RGB-T Tracking
[NO] 191/692 | The RFIC2026 Symposium
[NO] 192/692 | ASVspoof 5: Evaluation of Spoofing, Deepfake, and Adversarial Attack Detection Using Crowdsourced Speech
[NO] 193/692 | IMS2026 Industry Workshops
[NO] 194/692 | Mining Exception Rules from Eclipse and NetBeans Defect Dataset
[NO] 195/692 | IMS: Where the World Meets Microwaves [President’s Column]
[NO] 196/692 | IEEE Standard for Edge Subsystem of Digital Retina Systems
[NO] 197/692 | Specy: Learning Specifications for Distributed Systems from Event Traces
[NO] 198/692 | Debugging Debugging Information using Dynamic Call Trees
[NO] 199/692 | Quadruplet Augmentation With Attribute and Structure Invariance for Online Continual Learning
[NO] 200/692 | QubitCache: Quantum-Inspired Probabilistic Attention Preservation for KV-Cache Compression
[NO] 201/692 | LLM-Guided Classification and Extension of the MISP Taxonomy for Dark Web Q&amp;A Forums
[NO] 202/692 | Experimental and Ray-Tracing-Based Comparison of Virtual-Array and Mechanically Scanned Directional Channel Sounding in Indoor Millimeter-Wave Channels
[NO] 203/692 | Ordered Statistics Decoding Based on Codeword Neighborhood Structure Learning
[NO] 204/692 | ARC Flash Anaysis for Electrification Projects How Far Upstream and Downstream Should be Re-Evaluated a Refinery Case Study
[NO] 205/692 | Descriptor:
                    <i>Forward-Looking Multibeam - Marine Litter Detection and Tracking Dataset (FLM-MLDT)</i>
[NO] 206/692 | AMMCS 2025 Table of Content
[NO] 207/692 | Generative Principal Component Regression via Variational Inference
[NO] 208/692 | 3D Passive Positioning with Individual Resonant Beam Base Station
[NO] 209/692 | Failure-Threshold Determination of Full-Ceramic Ball Bearings Under Highly Fluctuating Health Indicators at Multiple Time Scales
[NO] 210/692 | Intelligent Systems Reviewer List 2025
[NO] 211/692 | IMS2026 RF Systems Dialogue on ISAC
[NO] 212/692 | Bisociative Pivoting as a Method for Moderating User Response to Text Similarity in Next-item News Recommendation
[NO] 213/692 | Masthead
[NO] 214/692 | G²VLO: Accurate and Generic 2D Gaussian based Visual-LiDAR Odometry
[NO] 215/692 | Addressing Data Scarcity in Substation Inspection: A CycleGAN - Based Approach for Synthetic Defect Generation
[NO] 216/692 | A Study on the Development Factors of New Energy Vehicles in China based on Factor Analysis and Multiple Regression Modeling
[NO] 217/692 | Pavlov’s Dog and Large Language Models: The Double-Edged Power of Context Conditioning
[NO] 218/692 | Floating-Point Usage on GitHub: A Large-Scale Study of Statically Typed Languages
[NO] 219/692 | XGBoost-Based Real-Time Intrusion Detection With Blockchain Logging for Secure EV Charging
[NO] 220/692 | PISAStego: Privacy-Preserving Instance-Specific Self-Supervised Autoencoder Steganography for Elevated Security in Industrial IoT Systems
[NO] 221/692 | Computing Edge
[NO] 222/692 | Duplexing CMOS Millimeter-Wave Retrodirective Array for Automatic Beam Tracking Without Phase Shifter
[YES] 223/692 | VeriEQ: Finding Verilog Simulators and Synthesizers Bugs with Equivalence Circuit Transformation
[NO] 224/692 | Introduction to the Special Issue on Large Language Models, Conversational Systems, and Generative AI in Health - Part 2
[NO] 225/692 | A 16-Channel Front-End ASIC with Adaptive Capacitive Level-Shifting PGA and 16-bit 1MS/s Hybrid SAR ADC for Cryogenic Infrared Imagers
[NO] 226/692 | A Module-Based Method for Identifying Safety-Related Faults in Large-scale Systems Using FTA
[NO] 227/692 | Safe and Adaptive Multi-Target Encirclement with Socially Aware Multi-Robot Control_supp1-3682584.mp4
[NO] 228/692 | 2025 IEEE Scientific Visualization Contest Winner: A Comprehensive Visual Exploration Tool for Multivariate Multi-Objective Optimization of Aluminum Alloy Compositions
[NO] 229/692 | Adaptive denoising algorithm with considering terrestrial slopes for single-photon LiDAR point cloud data processing
[NO] 230/692 | Improving Odometry-Aided Position and Orientation Systems Through Bilateral Endpoints Constraint
[NO] 231/692 | Embodied Spatial Simulation: Enabling Embodied Interaction with Human Motion Simulation in Extended Reality_supp1-3679897.mp4
[NO] 232/692 | Planning of Large-scale Wind-Supplied Hydrogen Energy Storage System to Support Zero Energy Buildings in Urban Distribution System
[NO] 233/692 | Journal of Lightwave Technology Publication Information
[NO] 234/692 | Anisotropy and the magnetocaloric effect in
                    <i>RB</i>
                    <sub>2</sub>
                    (
                    <i>R</i>
                    =
                    <i>Dy, Ho</i>
                    )
[NO] 235/692 | Cubic-Quartic Optical Solitons in Birefringent Fibers with Non-Local Law Nonlinearity
[NO] 236/692 | Delay-Dependent Stability of Discrete-Time Memristive Neural Networks via Extended Reciprocally Convex Inequality
[NO] 237/692 | Secure Reversible Image Obscuration for Content Protection
[NO] 238/692 | Application of Residual Autocorrelation Hybrid Models in Slope Deformation Prediction
[NO] 239/692 | Mechanised Semantics of Multi-stage Programming
[NO] 240/692 | Lawyer: Modular Obligations-Based Liveness Reasoning in Higher-Order Impredicative Concurrent Separation Logic
[NO] 241/692 | Determining the Unreachable: Constraint-Guided Reachability Analysis for Dependency Vulnerabilities
[NO] 242/692 | Enhancement of Large Language Models Driving Knowledge for Practical Autonomous Driving Decision Making
[NO] 243/692 | A Robust Real-Time Quantum Sensing System Based on an Ensemble of Nitrogen-Vacancy Centers in Diamond
[NO] 244/692 | Bandwidth enhancement based on intensity-cross-combination principle for phase-shifting Φ-OTDR system
[NO] 245/692 | Proactive Threat Hunting and Anomaly Detection for Networked Consumer Maritime Electronics Using a Variational Bayesian Adaptive IMM
[NO] 246/692 | Marine Ship Detection Algorithm Based on Adaptive Feature Extraction and Multi-Scale Feature Weighted Selection Fusion
[NO] 247/692 | PersuHSG: Adaptive Persuasion Strategy Planning for Dialogue Agents Based on Hierarchical Strategy Graph
[NO] 248/692 | Project Everest: Perspectives from Developing Industrial-Grade High-Assurance Software
[NO] 249/692 | SART: Sign-Absolute Reformulation Theory for Binary Variable Reduction in Neural Network Verification
[NO] 250/692 | Human–Machine Shared Steering in Driving via Integration of Driver Fatigue in a Fuzzy Logic-Based System
[NO] 251/692 | Confidence-Weighted Prior-Guided RPCA for Hyperspectral Anomaly Detection
[NO] 252/692 | Application of Manual Brake Release Pump in Explosion-Proof Vehicles
[NO] 253/692 | Simulating QR Code Scanner Phishing Attacks: Investigating Vulnerabilities in QR Scanning and Reading Mechanisms Leading to Cookie and Data Exposure in Organization Environment
[NO] 254/692 | Multipath Parameter Estimation Using GNSS Receiver Doppler Measurements
[NO] 255/692 | Wavelet-enhanced graph attention framework for multidimensional feature extraction of loom data
[NO] 256/692 | Design of a Passive Finger-Tip Changer for Modular Robotic Manipulation_supp1-3682528.mp4
[NO] 257/692 | Evaluation of Language Model Architectures for Scholarly Applications
[NO] 258/692 | Design and Optimization of a Grating-Structured Triboelectric Nanogenerator-based Self-Powered Flexible Pressure Sensor
[NO] 259/692 | Analytical Design and Decision Tree-Based Excitation Strategies for Low-Profile IPT Systems Insensitive to Angular Misalignment
[NO] 260/692 | Transient DC Arc-Flash Incident Energy Calculations for DC Distribution Systems
[NO] 261/692 | Interval Stabilization for Switched Stochastic Positive Systems: A State-Dependent Switching Scheme with Convergence Rate Constraint
[NO] 262/692 | Spacing-Compensated Measurement of the Acoustoelectric Interaction Constant for Quantitative Current-Density Imaging in Saline and Brain Tissue_supp1-3682610.pdf
[NO] 263/692 | Localizing Type Errors for Syntactic Sugar by Lifting
[NO] 264/692 | Design of an Intelligent Multi-dimensional Price Comparison and Recommendation System Targeting Big Data-Based Price Discrimination
[NO] 265/692 | The Impact of Hotel Service Robots on Customer Satisfaction: An Empirical Study Based on the Technology Acceptance Model
[NO] 266/692 | Mixed Choice in Asynchronous Multiparty Session Types
[NO] 267/692 | Pervasive Computing
[NO] 268/692 | Sidelobe Suppression in 4-D Antenna Arrays Using Grouped Modulation for Low Probability of Intercept Systems
[NO] 269/692 | Make Waves With Young Professionals and Women in Microwaves During IMS2026
[NO] 270/692 | 2026 Spring/Summer ARFTG Microwave Measurement Conference
[NO] 271/692 | Flexible DC-Traction Power-Supply Systems: Series-Parallel Connected Normally-On SiC JFET-based Medium-Voltage Solid-State Circuit Breaker
[NO] 272/692 | Blank Page
[NO] 273/692 | Circle-Tracker: Geometry-Constrained Stereo Multi-Object Tracking Under Severe Occlusion and Nonlinear Motion
[NO] 274/692 | AI@70: Celebrating Innovations and Shaping the Future
[NO] 275/692 | UAVs Formation Control Based on Azimuth-only Passive Positioning
[NO] 276/692 | The Risk Analysis of Chinese Credit System Based on Complex Network
[NO] 277/692 | Paper Embedding and Application of MDATA Model in Network Security Knowledge Hierarchy
[NO] 278/692 | The Impact of Competitive Information on Disease Transmission on Time-Varying Multiple Networks
[NO] 279/692 | A Thermally-Aware, Uncertainty-Driven Kalman Filtering Framework for Li-ion Battery Capacity Measurement
[NO] 280/692 | CMLE: A Collaborative LoRA-Enhanced Expert Framework for Multimodal Fake News Detection
[NO] 281/692 | A Multimodal Remote Sensing Image Registration Framework with Dual-Stream Multiscale Attention and Adaptive Deformation Refinement
[NO] 282/692 | IEEE Standard for Speech Recognition and Interaction System for Smart Home--Engineering Specifications for a Listening Room
[NO] 283/692 | IEEE Standard for the Performance Evaluation of Software for Smart Television Sets
[NO] 284/692 | Smartphone-Enabled Electrochemiluminescence Platform for Non-Invasive Detection of Salivary Biomarkers in Chronic Periodontal Disease
[NO] 285/692 | MRAM-Based Analog Computing-In-Memory Macro with Reconfigurable In-Memory Reference ADC
[NO] 286/692 | Physics-Guided Machine Learning for Accurate Series and Shunt Resistance Estimation in Photovoltaic Modules
[NO] 287/692 | RWW 2027 Call for Papers PAWR
[NO] 288/692 | Self-Decoupling And Wide Beamwidth Millimeter-Wave Patch Antenna And Its Application In Wide-Angle Scanning Array
[NO] 289/692 | Reference-Based Super-Resolution with Geometry-Aware Transfer
[NO] 290/692 | Dynamically-Optimized BLDCM Commutation Method Based on Rotor Magnetic Potential Real-Time Space-Symmetry Regulation
[NO] 291/692 | Cutting-Edge Bioanalytical Transducers for Mycotoxin Surveillance: A Review
[NO] 292/692 | Map-aided ISAC Beam Design via Active Sensing
[NO] 293/692 | IEEE Trans Privacy
[NO] 294/692 | Unlock the Benefits
[NO] 295/692 | Emerging Tech Ad
[NO] 296/692 | IEEE Dataport
[NO] 297/692 | Sentiment Analysis Based on Super Learning Multimodal Transformer
[NO] 298/692 | MEMS Microbreaker With Electrostatically Actuated Closure and Tunable Electrothermal Reset
[NO] 299/692 | Deep Sentiment Analysis on Online Learning Tweets Using CNN, LSTM
[NO] 300/692 | Top 10 Most Influential Papers in Artificial Intelligence Since 2000
[NO] 301/692 | Graph-Augmented Large Language Model Agents: Current Progress and Future Prospects
[NO] 302/692 | WiFo-CF: Wireless Foundation Model for CSI Feedback
[NO] 303/692 | Environmental Big Data Quality Prediction Based on ARIMA-XGBoost Coupling Model
[NO] 304/692 | Genetic Algorithm based Layout Optimization of an Electrical Component Manufacturing Enterprise Workshop
[NO] 305/692 | Translation of Research Paper on Multi-level Facial Expression Recognition Based on Deep Convolutional Neural Networks
[NO] 306/692 | RF-SP: Location Algorithm for Networked Passive IoT
[NO] 307/692 | Numerical Simulation Analysis on Chute Structure of Belt Conveyor
[NO] 308/692 | Automatic Propagation of Profile Information through the Optimization Pipeline
[NO] 309/692 | The Influence of Practical Factors on the Cross-Correlation and Brightness Temperature Image in 2-D MAS
[NO] 310/692 | High-Precision Close-to-Analog Programming of PCM Cells as Devices for AiMC Edge-AI
[NO] 311/692 | Journal of Lightwave Technology Information for Authors
[NO] 312/692 | Power-Interruption-Independent Multi-Turn Steering Angle Sensor Based on Dual Magnetic Sensors and Gear Ratio Differentiation
[NO] 313/692 | Wavelet Spectral–Spatial Mamba Network for Hyperspectral Image Classification
[NO] 314/692 | Mode Discerning Control Generation for Switched Systems with Unknown Exogenous Inputs
[NO] 315/692 | AI-Enabled UAV Networks for 6G: A Paradigm Shift
[NO] 316/692 | Geo: A Query Rewrite Framework for Graph Pattern Mining
[NO] 317/692 | Mechanism Investigation and Optimization of Flow-Induced Vibration in a Nuclear Deaerator Pressure Sustaining Valve Using Multiphysics Simulation
[NO] 318/692 | Design and Implementation of Land-Air-Multiunmanned Cooperative Search Simulation System Based on Gazebo
[NO] 319/692 | Research on Five-layer Evaluation Strategy of Subjective Questions Based on Manual and AI
[NO] 320/692 | Mechanism and Threshold Effect of Transport Infrastructure Empowering Common Prosperity—Based on the SGMM Model
[NO] 321/692 | Research on the Application of LDPC Decoding Algorithm Based on Neural Network
[NO] 322/692 | GaN-on-Si photonics platform for heterogenous blue lasers: A perspective and feasibility study
[NO] 323/692 | On the Performance of Lossless Reciprocal MiLAC Architectures in Multi-User Networks
[NO] 324/692 | Deep Reinforcement Learning-Based Active Sensing on a Bicycle for Vehicle Tracking
[NO] 325/692 | A Novel Multi-IMU Fusion Positioning Method Using an Adaptive Federated Kalman Filter
[NO] 326/692 | Boot Camps at IMS2026 in Boston, MA USA
[NO] 327/692 | Cooperative control of multi-electromagnet for hybrid levitation system using adaptive super-twisting sliding mode control with adjacent cross-coupling strategy
[NO] 328/692 | Centralized Power Management System for Microgrids Using WAMS-Driven Dynamic Load Shedding and Restoration
[NO] 329/692 | MetaSpace: Metamorphic Testing for Spatial Cognition in Embodied Agents
[NO] 330/692 | A Knowledge-Graph Translation Layer for Mission-Aware Multi-Agent Path Planning in Spatiotemporal Dynamics
[NO] 331/692 | Research on Intelligent Recognition Electrocardiogram
[NO] 332/692 | The Application of BP ANN Optimized GA in CPW Model and Inverse Model
[NO] 333/692 | Cubic-Quartic Optical Solitons in Birefringent Fibers with Non-Local Law Nonlinearity
[NO] 334/692 | STEM Outreach and Inclusive Engagement at IMS2026
[NO] 335/692 | Code Clone Refactoring in C# with Lambda Expressions
[NO] 336/692 | Architecting A Behavior-Driven Test Automation Framework for CI/CD Environments
[NO] 337/692 | A Secured Cloud Integration Network Design and Fault Tolerant for file and Application Sharing in a Medium Size Business Environment
[NO] 338/692 | Static Factorisation of Probabilistic Programs with User-Labelled Sample Statements and While Loops
[NO] 339/692 | Understanding and Finding JIT Compiler Performance Bugs
[NO] 340/692 | CLower: Detecting Compiler Pessimization Bugs through Redundant Memory Accesses
[NO] 341/692 | Block Tests
[NO] 342/692 | Context-Free Language Reachability via Efficient Relation Chaining
[NO] 343/692 | New England Roots, Global Future: Revolutionizing IEEE Outreach
[NO] 344/692 | Cross-Modal Feature Distillation via Sample-Aware Adaptive Masking
[NO] 345/692 | Parameters Estimation of Coherently Distributed Source for Devices Location Based on Dual Deep Neural Network
[NO] 346/692 | Eccentric Load Disturbance Rejection Method for AC Motor Drives Based on Model and Angle-Domain RBF Neural Network Torque Compensation
[NO] 347/692 | Multiphase LLC Resonant Converter with Interleaving, Natural Current-Sharing, and Phase-Shedding
[NO] 348/692 | A Novel Single-Stage DC/DC/AC Three-Port Converter with High Efficiency Modulation
[NO] 349/692 | Gait-Synced Translation Gain for Naturalistic VR Motion_supp1-3679906.pdf
[NO] 350/692 | Event-Based Referred Vibrotactile Feedback for Bare-Hand XR Interaction
[NO] 351/692 | IEEE Computer Society Information
[NO] 352/692 | Nonlinear Numerical Simulation and Experiment on Fixed Folding Process of Aluminum Foil Paper
[NO] 353/692 | Research on Visual SLAM Algorithm Based on Deep Learning
[NO] 354/692 | Sliding Scale? [Microwave Surfing]
[NO] 355/692 | Discrete Element Analysis of Bolter Miner Cutting Performance: A Comparative Study of Pick and Drum Cutting
[NO] 356/692 | Research on Real-Time Image Enhancement Using Generative Adversarial Networks (GAN)
[NO] 357/692 | Research on the Technical Framework of Legal Compliance Review of Major Decision-Making based on Large Language Model
[NO] 358/692 | Authentic Teaching and Assessment: Simulation of an Off-Shoring Project with Geographically Distributed Teams
[NO] 359/692 | ContextualSHAP : Enhancing SHAP Explanations Through Contextual Language Generation
[NO] 360/692 | DeCo: A Core Calculus for Incremental Functional Programming with Generic Data Types
[NO] 361/692 | A Pen-Shaped Visual-Tactile Sensor System for Braille Recognition With Multimodal Fusion and LLM-Enhanced Feedback
[NO] 362/692 | SFS: Spatially-Aware Separability-Driven Feature Selection in Fuzzy Decision Systems_supp1-3679684.pdf
[NO] 363/692 | High-Sensitivity Thickness Measurement of Transparent Optical Thin Films via EEMD–Based Fresnel Phase Diffraction
[NO] 364/692 | Low-Frequency Noise Performance of Microstrip-Coupled Lumped-Element Aluminum KIDs Using Hydrogenated Amorphous Silicon Parallel-Plate Capacitors for NEW-MUSIC
[NO] 365/692 | Discrete Interval Car-Following Model and Stability Analysis for Autonomous Vehicles
[NO] 366/692 | Research on Forecasting AC Power Output of Photovoltaic Systems Based on a Lightweight Hybrid Transformer-GRU Model
[NO] 367/692 | Coupled-Layer Diffusion for Kinodynamic Trajectory Generation_supp1-3682615.mp4
[NO] 368/692 | IMS2026 Program Preview
[NO] 369/692 | High-Gain Wide-Angle Scanning Array Using Slot-Based Patch Antenna for Ku-Band
[NO] 370/692 | Transient Synchronization Stability Analysis of Parallel-Connected Grid-Forming Converters and Grid-Following Stations
[NO] 371/692 | PDH-Net: A Parallel Dual-branch Hybrid Network for Camera-based Blood Oxygen Saturation Measurement
[NO] 372/692 | A Standards-Simulation-Evaluation Framework (SSEF) for System-level Modeling and Parameter Optimization of Hydraulic Tensioning Systems
[YES] 373/692 | (Dis)Proving Spectre Security with Speculation-Passing Style
[YES] 374/692 | Peeling Off the Cocoon: Unveiling Suppressed Golden Seeds for Mutational Greybox Fuzzing
[NO] 375/692 | IEEE Fellows - Class of 2026 [Society Briefs]
[YES] 376/692 | Mutation-Guided Unit Test Generation with a Large Language Model
[NO] 377/692 | A Probabilistic Optimization Framework for Terrestrial and UAV-borne Laser Scanning Forest Point Cloud Registration
[NO] 378/692 | A Hybrid Framework for Dynamic Inertia Estimation of Power Grid Considering Virtual Inertia Support From Wind Farms
[NO] 379/692 | Decoupling Global and Local Alignments: Dual-Stream Collaborative Regularization for Single-Source Cross-Condition Fault Diagnosis
[NO] 380/692 | Physics-Infused Dual-Path Transformer for Single Image Dehazing
[NO] 381/692 | The Calculation Method of Damage Probability for Two-Dimensional Trajectory Correction Projectile to Fire Against Sea Target
[NO] 382/692 | Multi Parameter Collaborative Optimization Simulation Analysis of Needle Type Heating Module for Heated Smoking Appliances
[NO] 383/692 | The Application of Artificial Intelligence in the Model Design of Vocal Recognition System
[NO] 384/692 | Study on the Prediction of Staircase Wear Based on Simulated Annealing Algorithm
[NO] 385/692 | A Domain-Specific Modeling Environment Configuration Scheme based on Meta-Modeling Technology and its Implementation
[NO] 386/692 | Development of Truck Crane Virtual Simulation Experimental Platform Based on Unity3D
[NO] 387/692 | Wind Farm and Solar Farm Volatility Optimization Model
[NO] 388/692 | A Decade of the Most Engaging Event at IMS: The John Bandler Memorial 3MT Competition Turns 10
[NO] 389/692 | Simulation of Magnetic Saturation Characteristics of Pulse Transformer Based on Inverse Jiles–Atherton Model
[NO] 390/692 | Novel Decentralized Load Shedding Algorithm for Preserving Voltage Stability in Smart Grids
[NO] 391/692 | Robust Beamforming Under Beam Split and Angular Uncertainty in Terahertz Communications
[NO] 392/692 | Microservice Orchestration with Database for Delay-Sensitive Applications in Cloud-Edge Networks via Deep Reinforcement Learning
[NO] 393/692 | Social Network Large-Scale Group Decision-Making Based on Feature Selection and Pseudo-Trust Behavior
[NO] 394/692 | The MicroApps Seminars: 50+ High-Impact Sessions Driving the Future of RF and Microwave Technology
[NO] 395/692 | Adaptive Logarithmic Terminal Sliding-Mode Control With Deep Reinforcement Learning
[NO] 396/692 | DGAE: Dynamic Graph Convolutional Network for Multi-Slice Spatial Transcriptomics Alignment and Enhancement_supp1-3682296.docx
[NO] 397/692 | Taylor Weighted Least Squares Phasor Estimation of Electrical Waveforms Affected by Harmonics and Interharmonics
[NO] 398/692 | KG-CMI: Knowledge Graph Enhanced Cross-Mamba Interaction for Medical Visual Question Answering
[NO] 399/692 | Scrum for Safety-Critical Software Development
