[2026-07-15 10:51:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-14
正在获取论文...
[arXiv] 2026-07-14 | Virtual Chromoendscopy with Tunable Visibility Enhancement
[NO] 1167/1810 | QLIMB: End-to-End Whole-Body Control for Quadruped Loco-Manipulation and Balance on Complex Terrains_supp1-3712638.mp4
[NO] 1168/1810 | An advection-equation-based topography-dependent first-arrival adjoint tomography: methodology and application
[NO] 1169/1810 | A Hybrid Interpretable Reinforcement Learning Framework for Robust Pitch Control of Large-Scale Wind Turbines
[NO] 1170/1810 | Stability Analysis and Parameters Optimization of the Voltage Control Loop in Virtual Synchronous Generators
[NO] 1171/1810 | Table of Contents
[NO] 1172/1810 | Transformer-Based Sparse CSI Estimation for Non-Stationary Channels
[NO] 1173/1810 | Backward- and Forward-Looking Portfolio Risk Measures: An Xgboost-Based Volatility Forecasting Approach
[NO] 1174/1810 | Suppression Strategy of Torque Ripple for Permanent Magnet Synchronous Motors Based on Artificial Intelligence Algorithms
[NO] 1175/1810 | AI-Driven Load Forecasting and Demand Response for Hybrid Solar Microgrids in Urban Nigeria
[NO] 1176/1810 | Smart Water Systems and Sustainable Urban Drainage Design (SUDS)
[NO] 1177/1810 | Bayesian Comparative Techno-Economic Evaluation of Hybrid and PWM Inverters for Solar-Based Microgrid Systems: A Review
[NO] 1178/1810 | Federated Transformer-Driven Network Slicing for Satellite D2V in Urban Environments
[NO] 1179/1810 | A Metropolitan Analysis of Power Line Telecommunication
[NO] 1180/1810 | A Novel SNR-Adaptive Fusion Scheme Based on Feature-wise Linear Modulation in Few-Shot AMC
[NO] 1181/1810 | Optimizing Receiver Field-of-View for OISLs in LEO Constellations
[NO] 1182/1810 | Interactive Rigging of Art-directed and Stylized Plants
[NO] 1183/1810 | Stage Presence: Design and Testing of a Virtual Rehearsal Room Toolset
[NO] 1184/1810 | Practical Methods for Kinky-Coily Hair in Animation Production
[NO] 1185/1810 | A Comprehensive Taxonomy of Temporal Dimensions in Natural Language Queries
[NO] 1186/1810 | Laser-Induced Gettering Enables Substrate-Free 4H-SiC Radiation Detectors_supp1-3709637.docx
[NO] 1187/1810 | LLM-Enhanced MARL for Multi-hop UAV Networking: An Edge-Cloud Protocol Aware Framework
[NO] 1188/1810 | EmoSense: Emotion Recognition for Mobile Computing via Multimodal Headband
[NO] 1189/1810 | Condition Monitoring in Resolvers via Bowley’s Skewness Analysis
[NO] 1190/1810 | Topology-Independent Learning Error of the Weighted Mean under Label Poisoning Attacks in Heterogeneous Decentralized Learning_supp1-3712234.pdf
[NO] 1191/1810 | End-to-End Learning with EM-Aware Differentiable-Ready Discrete-Phase RIS for MIMO-OFDM via Ray Tracing
[NO] 1192/1810 | Towards Better Robustness: Pose-Free 3D Gaussian Splatting for Long and Unconstrained Video Sequences
[NO] 1193/1810 | Efficient Spatio-Temporal Processing for Multichannel Radar Forward-Looking Imaging
[NO] 1194/1810 | Accurate PMU Frequency and ROCOF Tracking via IpQPFT: A Novel Interpolated QPFT Framework
[NO] 1195/1810 | CLAIP-Emo: Parameter-Efficient Adaptation of Language-Supervised Models for In-the-Wild Audiovisual Emotion Recognition
[NO] 1196/1810 | Towards Universal Quantum Tamper Detection
[NO] 1197/1810 | Distributed Topological Data Analysis of Tetrahedral Meshes with Apache Spark
[NO] 1198/1810 | Robust Cubature Kalman Filter Based on Variational Bayesian and Sage-Husa Estimator for UWB/INS Tightly Coupled Integration
[NO] 1199/1810 | Latent4D: Extreme Compression of 4D Gaussian Splatting via Variational Autoencoders
[NO] 1200/1810 | Additional Reviewers
[NO] 1201/1810 | ICEEE 2026 Cover Page
[NO] 1202/1810 | Design and Integrated Electromagnetic and Circuit Simulation of a Resonant Wireless Power Transfer System for Unmanned Aerial Vehicles
[NO] 1203/1810 | Personalizing Mathematics Education for K-12 Students in Nigeria
[NO] 1204/1810 | Criteria-Based Evaluation of Pedestrian Navigation Systems
[NO] 1205/1810 | Real-Time Inference for Distributed Multimodal Systems under Communication Delay Uncertainty
[NO] 1206/1810 | Predefined-Time Estimation and Fixed-Time Control for Permanent Magnet Flux Linkage Variation Compensation in Permanent Magnet Synchronous Motor
[NO] 1207/1810 | Protocol Data Unit Set-based QoS-aware Downlink Scheduling for Extended Reality Applications in 6G
[NO] 1208/1810 | Cross-Domain Incremental Modulation Recognition with Virtual-Class Contrastive Learning
[NO] 1209/1810 | CRB-Rate Bound and Bound-Achieving Inputs for ISAC Systems With Amplitude Constraints
[NO] 1210/1810 | AI-Based Software Verification and Validation System for Software Vendors
[NO] 1211/1810 | Large Language Model Assisted Beam Training for Pinching Antenna System (PASS)
[NO] 1212/1810 | SME-ERP-X: An Integrated AI/ML-Tamper-Evident Audit Ledger-Digital Twin ERP Architecture with Financial Feasibility Analysis for SMEs
[NO] 1213/1810 | Learning-Based Geometric Leader–Follower Control for Cooperative Rigid-Payload Transport with Aerial Manipulators
[NO] 1214/1810 | Coding-Enforced Resilient and Secure Aggregation for Hierarchical Federated Learning
[NO] 1215/1810 | Equitable Multi-Task Learning for AI-RANs
[NO] 1216/1810 | Design and Analysis of Radial Flux Permanent Magnet Generators with Dual-Wound Stator for Aviation Applications
[NO] 1217/1810 | Hybrid Wireless Network Architectures for Resilient Communication in Seismic Zones
[NO] 1218/1810 | A Ferrite Magnet Assisted Synchronous Reluctance Motor Design for Secondary Axle Traction Motor Application
[NO] 1219/1810 | Data-Driven Power Consumption Models for Wi-Fi Access Points
[NO] 1220/1810 | Low Noise Nanoscale Vortex Sensor Sensitive to Out-of-Plane Fields
[NO] 1221/1810 | Quantum Optimal Control Algorithms for Enhanced Coherence in Nanoelectronics Communications
[NO] 1222/1810 | Initial Study of VR Haptic Simulation for Hammer Toe Correction
[NO] 1223/1810 | An Empirical Comparison of Manual and Automatic Geometry Optimization for Mobile Rendering
[NO] 1224/1810 | Zr/Nb-Doped Cobalt Iron Boron Alloys for High Power Applications in Extreme Environments
[NO] 1225/1810 | The Asymptotic Vector Witsenhausen Counterexample: When Optimal Transport Meets the Hypersphere
[YES] 1226/1810 | Beyond Clustering: A Hybrid Framework for Target Generation in Sparse IPv6 Networks
[NO] 1227/1810 | HMS-RWKV: A Hybrid Multi-Scale Model with Spatial-Temporal Adaptive Fusion for Efficient WiFi Sensing
[NO] 1228/1810 | Energy-Efficient Design for Robust UAV Wireless Networks Using Dual-Timescale Statistical Uncertainty Learning
[NO] 1229/1810 | Improvement on Tunnel Magnetoresistance and Magnetic Properties of CoFeB/MgO/CoFeB on Textured Seed Layer
[NO] 1230/1810 | An Automatic Optimal Structure Generation Technique for Synchronous Reluctance Motors
[NO] 1231/1810 | Cross-Regional Load Balance in Large-Scale UAV-Assisted Vehicular Fog Computing
[NO] 1232/1810 | Performance Analysis of Data-Aided Sensing in Cellular ISAC Systems
[NO] 1233/1810 | On-Device AI/ML Codebook Self-Learning for Enhanced Beamforming of Network-Controlled Repeaters
[NO] 1234/1810 | Comparative Study of Dual-Flux-Reversal Permanent Magnet Machines With and Without Tooth-Tips
[NO] 1235/1810 | A Comparative Analysis of Greedy Sparse Signal Recovery Algorithms for Direction Finding in Electronic Support Measurement Systems
[NO] 1236/1810 | Learnable Constellation Mapping and Attention-based Channel Adaptation for Digital Semantic Communication System
[NO] 1237/1810 | Analytical Rotor Magnetic Field Modeling of Surface-Mounted PM Motors Considering Magnet Shaping and Manufacturing Tolerances
[NO] 1238/1810 | Collaborative Hierarchical Decision-making Framework for Multi-AUV Search and Hunt
[NO] 1239/1810 | Ordered Outage and Capacity Metrics for LEO Satellite Mega-Constellations
[NO] 1240/1810 | ARTA: Adaptive Redundancy-aware Telemetry node Activation in 6G Edge
[NO] 1241/1810 | Game-Theoretic Security Orchestration for Cross-RIC Policy Conflicts in O-RAN
[NO] 1242/1810 | InKubeator: Pre-warming In-Memory KV Caches from Disk for Elastic LLM Serving
[NO] 1243/1810 | A POF–PDMS Matrix Wearable for Multi-Angle Joint Tracking in eHealth Systems
[NO] 1244/1810 | GR-Gaussian: Graph-Based Radiative Gaussian Splatting for Sparse-View Tomographic Reconstruction
[NO] 1245/1810 | Estimating Streaming Services Computational Reliability in Extreme Edge Computing
[NO] 1246/1810 | LLM-Assisted PDDL Modeling for Reliable Network Configuration Synthesis
[NO] 1247/1810 | Load Frequency Control of Single-Area Power Systems by Hybrid Optimization
[NO] 1248/1810 | Dual-Offset Chirp-Based Random Access Preamble Design and Detection for AFDM-Enabled LEO Satellite Communication Systems
[NO] 1249/1810 | Analysis and Performance Comparison Between Asymmetric Half-Bridge and Three-Phase Four-Leg Converters for Switched Reluctance Drives
[NO] 1250/1810 | Blind Channel Estimation Based Positioning Enhancement for ACO-OFDM Integrated Visible Light Communication and Positioning
[NO] 1251/1810 | Contrastive Deep Reinforcement Learning for Resource Management in Coexisting Satellite and Terrestrial Networks
[NO] 1252/1810 | Conservative Cost-Aware SAC-Lagrangian for Safe UAV Autonomous Navigation
[NO] 1253/1810 | From Magnetic Incremental Permeability to Magnetic Rotational Permeability in Non-Destructive Testing and Evaluation
[NO] 1254/1810 | ForeQast: Structuring Forward Looking Delay Guarantees in QUIC
[NO] 1255/1810 | Physics-Informed Neural Networks for Wireless CSI Feedback
[NO] 1256/1810 | Burst Aware Forecasting of User Traffic Demand in LEO Satellite Networks
[NO] 1257/1810 | Near-Field IRS Deployment for Channel Decorrelation in Sparse MIMO
[NO] 1258/1810 | Recent Developments on the Beamline for Advanced Dichroism Experiments (BLADE)
[NO] 1259/1810 | A Wide-Regulation-Range Hybrid Switched-Capacitor Converter for 48V Automotive Power Systems
[NO] 1260/1810 | An Interpretable Safety Dial for Risk-Aware Shortest-Path Routing on Urban Road Networks
[NO] 1261/1810 | Hardy-Regularized Deep Neural Networks for Stable Function Approximation
[NO] 1262/1810 | Performance Analysis of RIS-Aided MISO URLLC Systems with Channel Aging and EMI
[NO] 1263/1810 | Probabilistic Attainable Moment Sets for Uncertainty-Aware Design Optimization
[NO] 1264/1810 | Outlier-Resistant Fusion for Multi-static Positioning using 5G NR Signals
[NO] 1265/1810 | Design and Experiment of a Pneumatic Impact Precision Shooting and Sowing Device for Soybeans in Hilly and Mountainous Areas
[NO] 1266/1810 | Contextual Bandits and Reconfigurable Intelligent Surfaces for Predictive LTM Handover Decisions
[NO] 1267/1810 | Distributed Uplink Anti-Jamming in LEO Mega-Constellations via Game-Theoretic Beamforming
[NO] 1268/1810 | Closed-loop Uplink Radio Resource Management in CF-O-RAN Empowered 5G Aerial Corridor
[NO] 1269/1810 | Hybrid Transformer-based Learning For Enhancing Malware Detection in Cloud-Based Services
[NO] 1270/1810 | Deep Vision-Based Genomic Sequence Classification via CNN-ViT Hybrid Models
[NO] 1271/1810 | Development of a 1D/3D Simulation Workflow for Electric Drive Unit Thermal Behaviour
[NO] 1272/1810 | Intelligent Road Sign Monitoring and Classification System on Embedded Edge Devices with TPU Acceleration
[NO] 1273/1810 | Joint Resource Allocation and Active/Passive Beamforming Optimizations Over Integrated Sensing and Symbiotic Radio Networks Using RIS-MIMO
[NO] 1274/1810 | Energy Efficiency Optimization of STAR-RIS Assisted MIMO-NOMA Networks
[NO] 1275/1810 | An Augmented GNSS-DAS Architecture for Continuous and Robust Positioning
[NO] 1276/1810 | Concept of an Intelligent Monitoring System Based on Artificial Intelligence for Identifying Schoolchildren's Aptitudes for Sports
[NO] 1277/1810 | Enhancing In-Network Distributed Traffic Analysis Models with Implicit Topology Embedding
[NO] 1278/1810 | Probabilistic end-to-end quality of service in networks of quantum repeaters
[NO] 1279/1810 | Adaptive Byzantine-Robust Aggregation for Privacy-Preserving Federated Learning in IoT Environments: An Empirical Evaluation
[NO] 1280/1810 | Weighted Sum-Rate Maximization for RIS-UAV-assisted Space-Air-Ground Integrated Network with RSMA
[NO] 1281/1810 | Analytical Review of Linear Reluctance Motors
[NO] 1282/1810 | Non-Reciprocal Reconfigurable Intelligent Surface Assisted Covert Communications
[NO] 1283/1810 | Development of a Hybrid Analytical Model to Assess the Impact of Central Bank Digital Currencies
[NO] 1284/1810 | A Physical Layer Security Method Based on Multi-AAV Collaborative Beamforming
[NO] 1285/1810 | On the Impact of In-Waveguide Attenuation on Pinching-Antenna Systems
[NO] 1286/1810 | Stability-Aware Task Offloading for UAV-Assisted Vehicular Edge Computing via Lyapunov-Guided Attention-Based Deep Reinforcement Learning
[NO] 1287/1810 | Mixed Mode Current Control of Rare Earth Free Biaxial Excitation Synchronous Machines
[NO] 1288/1810 | Spatially-Adaptive Conformal Graph Transformer for Indoor Localization in Wi-Fi Driven Networks
[NO] 1289/1810 | A Sequential Integer Divider with Three-Bit Quotient Generation Per Iteration
[NO] 1290/1810 | Effects of Integration of Accounting Crime Investigation Courses in Forensic Science Undergraduate Curricula, for National Development in Developing Countries
[NO] 1291/1810 | CheerleadAR: Pretraining Support for Cheerleading Stunts using Augmented Reality
[NO] 1292/1810 | Tessera: Participation as Cultural Reconstruction Through Confidence-Aware Temporal Rendering
[NO] 1293/1810 | BlendAnything: A Blender Plugin for Cross-Topology Motion Blending
[NO] 1294/1810 | Path Guiding in Disney's “Zootopia 2”
[NO] 1295/1810 | Disney’s “Zootopia 2” Crowds: Bringing the Desert Festival to Life
[NO] 1296/1810 | Simulating Superpowers: From Flailing to Flying in a Controller-Free CAVE
[NO] 1297/1810 | A Unified Wireless Charger, On-Board Charger, and Auxiliary Power Module for Electric Vehicle Charging Systems
[NO] 1298/1810 | Field Trials of Reconfigurable Intelligent Surfaces for Coverage Enhancement in Urban Transportation Infrastructures
[NO] 1299/1810 | AI-Based Decision Making Tools for Enhancing Ethical Leadership and Stakeholder Engagement: Evidence From ESG Workforce and Social Metrics
[NO] 1300/1810 | Development of a Hybrid Deep Learning Model for Detection and Stable Tracking of Multiple Objects in Dense Occlusion
[NO] 1301/1810 | Quantitative Laser-Free Magnetic Force Microscopy Using a Vortex Calibration Sample
[NO] 1302/1810 | Numerology-Aware Quantum Teleportation Scheduling Considering Data-Qubit Fidelity Decay
[NO] 1303/1810 | Byzantine Resilient Federated Multi-Task Representation Learning
[NO] 1304/1810 | Magnetic Pattern Classification Based on Three-Dimensional Field Sensing and Convolutional Neural Networks
[NO] 1305/1810 | Performance Analysis of Cooperative Service Caching in Integrated Ground-Air-Space Networks
[NO] 1306/1810 | Geometric Look-Angle Shaping Strategy for Enclosed Inspection
[NO] 1307/1810 | Identifying Magsplit Cogging Torque through Frequency Analysis
[NO] 1308/1810 | Contextualising CS1 Programming Education in Africa: A Pan-African Experience
[NO] 1309/1810 | <i>Rank-ICL:</i>
                    Ranking-based In-context Learning for Search Result Explanation
[NO] 1310/1810 | Learning Topology-Aware Representations via Test-Time Adaptation for Anomaly Segmentation_supp1-3710196.pdf
[NO] 1311/1810 | Behavioral Uncertainty-Aware Attention Allocation via VLMs for Interactive Autonomous Driving
[NO] 1312/1810 | Distributed Quadratic-Shape Formation Control_supp1-3702186.mp4
[NO] 1313/1810 | A Collaborative Mechanism for Edge-Offloading and Intelligent Intrusion Detection Services
[NO] 1314/1810 | High-Efficiency Cladding-Pumped Weakly Coupled Four-Core EDFA with Optimized Pump Localization via Deeply Center-Depressed Cladding
[NO] 1315/1810 | ICC 2026 - IEEE International Conference on Communications
[NO] 1316/1810 | Thriving Through Turmoil: Mastering Crisis Adaptation in Supply Chains_supp1-3712114.pdf
[NO] 1317/1810 | Bias-Tunable Two-Terminal Optoelectronic Device for Integrated Photodetection and Synaptic Functionality
[NO] 1318/1810 | MSFCR: MultiScale Fusion Method With Color Retention for Reference-Free Low-Light Enhancement in Underground Environments_supp1-3706700.docx
[NO] 1319/1810 | Structure-Aware Statistical Fusion for Acoustic Localization of Partial Discharge in Oil-Immersed Transformers under Structure-Induced Non-Line-of-Sight Conditions
[NO] 1320/1810 | gPooling: An Elastic GPU Resource Management Framework for On-Demand Virtualization in Shared Accelerator Clusters
[NO] 1321/1810 | Wideband Dual-Beam RIS for SNR Enhancement: Design and Experimental Demonstration
[NO] 1322/1810 | On True State-of-Charge and Its Impact on Electrode-Level Parameter Identification in Li-ion Batteries
[NO] 1323/1810 | Age-Aware Edge-Blind Federated Learning via Over-the-Air Aggregation
[NO] 1324/1810 | Optimized energy management and energy replenishment in electric agriculture
[NO] 1325/1810 | Multi-Agentic AI for Conflict-Aware rApp Policy Orchestration in Open RAN
[NO] 1326/1810 | Characterizing ISCI in Multi-carrier ISAC Systems over Doubly Dispersive Channel: Joint Sensing and Communication Performance Analysis
[NO] 1327/1810 | Energy Harvesting and Reflection Control in Self-Sustainable RIS: A Dynamic Activation Design
[NO] 1328/1810 | Quantifying the Privacy-Utility Trade-off in Human-Centred Ethical IoT
[NO] 1329/1810 | Delay-Guaranteed Multi-Satellite Communication System
[NO] 1330/1810 | Acoustic Attacks against MEMS Gyroscope on UAVs
[NO] 1331/1810 | A Topology-Aware Spatiotemporal Handover Framework for Continuous Multi-UAV Tracking
[NO] 1332/1810 | Smart Technologies and Solid Waste Management Strategies for Sustainable Cities: A Concise Review
[NO] 1333/1810 | Safe Ergodic Exploration for Fixed-Wing UAVs
[NO] 1334/1810 | Robust Optimization and Learning-Based Hide-and-Seek for Resilient Network Design
[NO] 1335/1810 | Deep Learning-Based Joint Uplink-Downlink Channel Estimation for Upper Mid-Band Massive MIMO Systems
[NO] 1336/1810 | Bandwidth-Efficient Semantic Communication with Training-free Feature Channel Importance Evaluation
[NO] 1337/1810 | A Fully Homomorphic Encryption Library Over Integers with Homomorphic Division
[NO] 1338/1810 | PHY-aware TCP BBR in Wi-Fi Networks
[NO] 1339/1810 | An Intelligent Approach to Building a Scalable Geospatial Data Platform with Continuous Delivery and Dynamic Scaling
[NO] 1340/1810 | Low-Overhead Phase-Based Ranging for Sub-GHz Wireless Systems Using Fractional-N PLL
[NO] 1341/1810 | Obstacle Detection for Fixed-Wing UAVs Using a Digital Twin and Deep Learning
[NO] 1342/1810 | Influence of Interparticle Electrical Insulators on the Magnetic Permeability of NiFeMo-Based Soft Magnetic Composites
[NO] 1343/1810 | Game-Theoretic Over-the-Air Computation for Socially Coupled Crowdsensing Systems
[NO] 1344/1810 | Federated Power Plant Controls for Outage Resiliency in Distribution Grids with EVs
[NO] 1345/1810 | Rotation of Uniaxial Magnetic Anisotropy Induced by Interface Roughness in Polycrystalline Co/Ru/Co Multilayers
[NO] 1346/1810 | Unimodal and Multimodal MRI-Based Cognitive Impairment Detection: Cross-Cohort Transfer and Calibration Analysis on OASIS and ADNI
[NO] 1347/1810 | Machine-Learning-Based Fault Classification of PMSM-drive Current Sensors
[NO] 1348/1810 | Wireless and Optical Cooperative Control for virtualized CU live migration with Near RT RIC
[NO] 1349/1810 | Analyzing the Impact of Adversarial Attacks on C-V2X-Enabled Road Safety: An Age of Information Perspective
[NO] 1350/1810 | Renewable Energy Integration in Urban Environmental System
[NO] 1351/1810 | Bayesian Network-based Casual Structure Learning for Root Cause Analysis of IoT Network Anomalies
[NO] 1352/1810 | Investigation of Magnetic-Domain Dynamics for Integrated Spintronic-Photonic Devices
[NO] 1353/1810 | Adaptive Video Streaming in Heterogeneous Wireless Networks with Mixture of Experts
[NO] 1354/1810 | Multi-Tiered Shuffling with User Stratification for QoS-Stable DDoS Defense in Online Services
[NO] 1355/1810 | Multi-Modal Generative Learning Aided Task Scheduling for Satellite Networks
[NO] 1356/1810 | Towards Objective Dysgraphia Detection: A Multi-Branch Deep Learning Approach for Online Handwriting Analysis
[NO] 1357/1810 | Intelligent Model for Protecting the Components of the Information Infrastructure of a Higher Education Institution Based on Modern Cybersecurity Approaches
[NO] 1358/1810 | ACE-HVD: A Multi-Agent Collaboration Approach for Interpretable Hate Video Detection
[NO] 1359/1810 | EdgeEvoFilter: Energy-Quality-Aware Reconfigurable Approximate Gaussian Filtering for Edge AI
[NO] 1360/1810 | Movable Antenna Position Optimization for Energy Efficient Secure Communications
[NO] 1361/1810 | Physical Magnetization Analysis of Silicon Steel Sheet Under Biaxial Mechanical Stress
[NO] 1362/1810 | SDN-Blockchain Based Security Routing for UAV Communication via Reinforcement Learning
[NO] 1363/1810 | Fast Prediction of Air-Gap Magnetic Flux Density and Electromagnetic Torque in Surface-Mounted Permanent Magnet Synchronous Motors
[NO] 1364/1810 | Joint Compression and Resource Allocation for Semantic Communication Based Image Transmission
[NO] 1365/1810 | Physics-Informed Wireless Imaging with Implicit Neural Representation in RIS-Aided ISAC System
[NO] 1366/1810 | Ambiguity Elimination via Successive Estimation in ISAC Systems with Reference Signals
[NO] 1367/1810 | Optimizing the Sensitivity of Fiber Optic Sensors to Measure Deformations in Composite Materials
[NO] 1368/1810 | Low Frequency Li-Ion Battery Impedance Measurements Using Broadband Excitations With Optimized Current Profiles
[NO] 1369/1810 | Sequence-Aware Voltage Control of an MMC–TAB PV–ESS STATCOM Using PSO-Tuned MPRC
[NO] 1370/1810 | Comparative Analysis of Machine Learning Models for Cyber Risk Management to Enhance the Sustainability and Security of Digital Transformation
[NO] 1371/1810 | Digital Hysteretic Burst Mode Light Load Control With Phase Shedding For Input-Series Output-Parallel Dual Active Bridge Converter
[NO] 1372/1810 | Non-Cooperative Interference Cancellation with Auxiliary Antennas: Analysis and Experiments
[NO] 1373/1810 | Joint Trajectory Optimization and Resource Allocation for Multi-UAV-Enabled Integrated Sensing, Communication and Computation Systems
[NO] 1374/1810 | Enhancing Heatmap Generation for WiFi-Based Human Pose Estimation via Trajectory-Guided Joint-Aware Temporal Weighting
[NO] 1375/1810 | Simulation of Distributed Quantum Computing based on Teleportation
[NO] 1376/1810 | Persistent Simultaneous Localization and Mapping (SLAM)
[NO] 1377/1810 | Comparing Machine Learning and Deep Learning for Intrusion Detection in MQTT-Based Campus IoT Networks
[NO] 1378/1810 | Investigation of Post-Demagnetization Back-EMF in Modular Multi-Three-Phase Permanent Magnet Synchronous Machines
[NO] 1379/1810 | Enhancing Lung Nodule Malignancy Prediction Through Multi-Architecture Ensemble Learning
[NO] 1380/1810 | AI-Driven Slice-Aware Digital Twin Virtualization in O-RAN for IoV with eMBB and URLLC Traffic
[NO] 1381/1810 | Four-Phase Wireless Power Transfer Systems
[NO] 1382/1810 | Soft Actor Critic-Based Adaptive Routing for QoS-Driven Post-Disaster Networks
[NO] 1383/1810 | A Novel Open- and Short-Circuit Fault-Tolerant SRM Drive: Development of a Redundant H-Bridge-Based MMC and a New VF-FCS-MPC
[NO] 1384/1810 | Multi Layered RBD Simulation
[NO] 1385/1810 | OnomatoBridge: Onomatopoeia Translation and Rendering Pipeline in Manga
[NO] 1386/1810 | Exposure-Based Reinforcement Learning to Rank
[NO] 1387/1810 | Prior-Data Fitted Networks as Tabular Foundation Models for Ranking in Low-Data Settings
[NO] 1388/1810 | DeepResearchGym: A Free, Transparent, and Reproducible Sandbox for Deep Research
[NO] 1389/1810 | Breathing Life into Illustrations - Building a look for Stylized Compositing
[NO] 1390/1810 | A Comprehensive Analysis of DOMREP-II with Respect to SCA-NFA
[NO] 1391/1810 | Boosting ZNS SSD Write Performance with Zora
[NO] 1392/1810 | FaceCaption-15M: Benchmarking and Enhancing Facial Vision-Language Models
[NO] 1393/1810 | Neural-NPV Control: Learning Parameter-Dependent Controllers and Lyapunov Functions
[NO] 1394/1810 | The Evolution of Cybersecurity
[NO] 1395/1810 | Differentiating tree crops and planted forests patterns in China using flowering phenology from satellite time series
[NO] 1396/1810 | α
                    <sup>3</sup>
                    -Bench: A Unified Benchmark of Safety, Robustness, and Efficiency for LLM-Based UAV Agents over 6G Networks
[NO] 1397/1810 | Cyber Deception for Mission Surveillance via Hypergame-Theoretic Deep Reinforcement Learning_supp2-3699507.jpg
[NO] 1398/1810 | Adaptive Shared Autonomy with Haptic Feedback for Multi-DoF Robot Swarm Control_supp1-3712459.mp4
[NO] 1399/1810 | Demonstration of General Bandwidth Synthesis Method With Three-Subband X-band Airborne Stepped-Frequency SAR Data
[NO] 1400/1810 | CT-Based Vertebroplasty Trajectory Planning via Deep Learning-Based Anatomical Landmark Localization
[YES] 1401/1810 | Self-Evolving AI Agents with Dual Memory for Automated Software Testing and Bug Localization
[NO] 1402/1810 | Mitigation of instability in the DC heavy rail system using auxiliary circuit with dominant-pole relocation based on eigenvalue analysis
[NO] 1403/1810 | A Dynamic Cluster Formation System of Bio-Nanomachines: Emergent System Phases and Parallel Target Exploration
[NO] 1404/1810 | Design of Coupled Underwater Acoustic Array for Deep Sub-wavelength DOA Sensing_supp1-3710219.docx
[NO] 1405/1810 | BIPPO: Budget-Aware Independent PPO for Energy-Efficient Federated Learning Services
[NO] 1406/1810 | Validation of Evapotranspiration Interpolation Using the New Landsat Provisional Actual Evapotranspiration Product and Directional Coupling Analysis in Irrigated and Rainfed Agricultural Systems_supp1-3712411.pdf
[NO] 1407/1810 | Table of Contents
[NO] 1408/1810 | IEEE Transactions on Components, Packaging and Manufacturing Technology Information for Authors
[NO] 1409/1810 | Discontinuous PWM with Intermediate-Level Clamping for Improved Switching Efficiency and Operational Reliability in Cascaded H-Bridge Converters
[NO] 1410/1810 | A 3-D Connectivity CMOS Ising Machine With 12-Way Toroidal Hexagonal Close-Packed Supply-and-Bulk Injection Locking Oscillators for Combinatorial Optimization
[NO] 1411/1810 | Series Inductor-Coupled Transformer (SICT) for Area-Efficient Matching Networks in mmWave CMOS RF ICs
[NO] 1412/1810 | Research on multi-parameter self-tuning of digital low-level RF system based on reinforcement learning
[NO] 1413/1810 | Enhanced Optomechanical Oscillation via Self-Injection Feedback
[NO] 1414/1810 | Bimanual Functional Grasp Synthesis With Human Contact Imitation and Interhand Coordination_supp1-3704686.mp4
[NO] 1415/1810 | ϕ-LOCK: Deterministic Control of Quantum Measurement Probabilities via Ry-CNOT Architecture
[NO] 1416/1810 | USRP-based mmWave SDR Testbed for UAV-to-UAV Experiments
[NO] 1417/1810 | Learning When to Learn: Distortion-Aware GNN Precoding for Multi-Carrier Large Antenna Systems with Adaptive Precoder Selection
[NO] 1418/1810 | Error-Aware Super-Resolution Channel Estimation for RIS-Aided Multi-User mmWave Systems
[NO] 1419/1810 | Effect of Praseodymium Addition on Magnetostriction of Fe-Al Alloys
[NO] 1420/1810 | Design and Implementation of Robust State of Charge Estimation Approaches with Extreme Learning Machine
[NO] 1421/1810 | Intelligent Recovery Monitoring for Lower Limb Therapy
[NO] 1422/1810 | Enhanced Disturbance Rejection with Noise Immunity in a Current Controlled Alternating Current Machine with Use of Current Observer
[NO] 1423/1810 | JIMI: A Hierarchical Partition-Refinement MIQP Framework for Jitter Minimization in PONs
[NO] 1424/1810 | Communication-Efficient Over-the-Air Federated Fine-Tuning with Heterogeneous LoRA
[NO] 1425/1810 | CPU-Optimized Real-Time Object Detection and Pose Estimation for UAVs
[NO] 1426/1810 | Development of an Intelligent Software Platform for Forecasting Market Trends and Stock Prices Based on the Analysis of Big Financial Data and News Feeds
[NO] 1427/1810 | An Integrated Testbed for Mission-Level Autonomy Evaluation in Evolving Disaster Scenarios with Fixed-Wing Swarms
[NO] 1428/1810 | Collaborative Multistatic Integrated Sensing and Communications-Part II: Autofocus via Message Passing in Tanner Graphs
[NO] 1429/1810 | Accelerating Traction Motor Optimization Design with AI Surrogate Models
[NO] 1430/1810 | Simulation Driven Investigation of Air Gap Reduction of PMSM under High Speed Centrifugal Loading: Effects on EM Performance &amp; NVH
[NO] 1431/1810 | Movable Antenna-Enabled Region-Oriented Wireless Sensing
[NO] 1432/1810 | Phase-Based Bit Commitment Protocol
[NO] 1433/1810 | Accessing the operando impedance data of a Li-ion battery during realistic mission profile
[NO] 1434/1810 | Advancing Wireless Differentially Private Distributed Learning for 6G Applications: A Digital Transmission Design and Analysis
[NO] 1435/1810 | Integrated Simulation and Optimization for Electric Bus Depot Microgrid with Realistic Route Dynamics
