[2026-07-30 11:08:47] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-29
正在获取论文...
[arXiv] 2026-07-29 | ClockRoPE: Random Fourier Rotations for Temporal Routine Modeling
[NO] 1440/1854 | Pretraining on Call Graphs: When Binary Analysis Tasks Profit From Context
[NO] 1441/1854 | A Hybrid Framework Integrating REDCap and LLMs for the Optimization of Surgical Workflows and Evidence-Based Clinical Governance
[NO] 1442/1854 | Graph-Theoretical Analysis of HD-EEG Functional Connectivity in High-Frequency Episodic Migraine Patients Following Atogepant Treatment
[NO] 1443/1854 | DeepMetal: A Hierarchical Coarse-to-Fine Framework for Metal-Binding Site Prediction via Protein Language Models and SE(3)-Equivariant Graph Neural Networks
[NO] 1444/1854 | Synthetic Germline VCF Generation for Rare Diseases: Case Study in NF1
[NO] 1445/1854 | UAV Detection in Strong Micro-Doppler Clutter Using Denoising Autoencoders and Convolutional Neural Networks
[NO] 1446/1854 | A W-Band +7dBm Output Power Direct Digital RF Transmitter Using Manchester-Encoded 1-bit BPDSM and Frequency Tripler
[NO] 1447/1854 | EmoSense: Human Emotional Detection using Advanced Sentiment Analysis Techniques
[NO] 1448/1854 | GAN-Based Radar Phase-Coded Waveform Design
[NO] 1449/1854 | Smart Integration of Antenatal and Postnatal Maternal Healthcare Services in Hospital Management System
[NO] 1450/1854 | Scaling Real-Time Traffic Analytics on Edge-Cloud Fabrics for City-Scale Camera Networks
[NO] 1451/1854 | Potential of Patch Antennas as MRI Scanner Bore-Integrated Transmit Arrays for 7T Head Imaging
[NO] 1452/1854 | Optimized Control Strategy for Flyback Converters Employing Hill-Climbing Algorithm
[NO] 1453/1854 | Saliva Sensed IoT Tracking Blood Sugar Level Real Time and Heart Rate Monitoring
[NO] 1454/1854 | Privacy Preserving Machine Learning Workflow: from Anonymization to Personalized Differential Privacy Budgets in Federated Learning
[NO] 1455/1854 | Artificial Intelligence Techniques for Stroke Diagnosis: A State-of-the-Art Review
[NO] 1456/1854 | Optimization Design of Adaptive Building Shading Facade System for a High-Rise in Shantou City
[NO] 1457/1854 | Research on Optimization and Performance Testing of Key Technologies in Distributed Computing
[NO] 1458/1854 | Scalable Threat Assessment Machine Learning Framework for CI/CD DevSecOps Pipelines
[NO] 1459/1854 | Emotion Recognition System to Assess Student Engagement in Online Classes
[NO] 1460/1854 | Open-Source Federated Learning Platform Adapted for DICOM Medical Image Processing: Application to Breast Cancer Detection
[NO] 1461/1854 | Self-Optimizing Edge Intelligence for Autonomous Healthcare Networks Using Federated Learning
[NO] 1462/1854 | Collaborative Uncertainty Estimation for Low-Resource Historical Handwritten Text Recognition using Democratic Revision Consensus
[NO] 1463/1854 | Spectral GNE for Robust Configuration Optimization in Adversarial Risk Detection
[NO] 1464/1854 | XAI Meets AutoML: A Transparent Approach to Early Cardiovascular Disease Diagnosis
[NO] 1465/1854 | Edge-Intelligent State-of-Health Estimation for Lithium-Ion Batteries using Lightweight CNN–LSTM Models
[NO] 1466/1854 | A Unified Framework for Human–AI Collaboration in Security Operations Centers with Trusted Autonomy
[NO] 1467/1854 | CoSleep: Cognitive Security-Oriented Sleep Monitoring Framework
[NO] 1468/1854 | A Multi-View Fusion Framework Integrating Graph Representations and Pre-trained Models for Drug-Target Mechanisms of Action Prediction
[NO] 1469/1854 | Integrating Clinical Drivers and PET Radiomic Features: Application for Lung Cancer Survival Prediction
[NO] 1470/1854 | When Medical LLMs Eat Their Own Output: The Effects of Recursive Self-Training on German Medical Text
[NO] 1471/1854 | iMotifPredictor: i-motif prediction by multi-data integration
[NO] 1472/1854 | Endometriosis Screening Using Machine Learning And Microbiome Analysis
[NO] 1473/1854 | Generative genome modeling for simulation
[NO] 1474/1854 | SupportAI: A Multimodal AI Platform for Clinical Decision Support
[NO] 1475/1854 | Use and Misuse of AI in the Peer-Review Process: Threats, Limitations, and Remedies
[YES] 1476/1854 | Ensemble Fuzzing with Dynamic Resource Scheduling and Multidimensional Seed Evaluation
[NO] 1477/1854 | Asymmetric Power Distribution Analysis of Delta-MMC RPC
[NO] 1478/1854 | Unsupervised 3D Reconstruction Method for Multi-view Stereo with Frequency-Domain Reprojection
[NO] 1479/1854 | Committees
[NO] 1480/1854 | ICBASE 2026 Author Information Page
[NO] 1481/1854 | Preface
[NO] 1482/1854 | FlySpider: Hierarchical Robust Control for a Quadrupedal Bicopter Hybrid Air-Ground Robot
[NO] 1483/1854 | Terahertz Receiver Modules Enabled by 3D-Printed Antennas and Packaging
[NO] 1484/1854 | TinyMem: Condensing Multimodal Memory for Long-Form Video Action Detection
[NO] 1485/1854 | Table of Contents
[NO] 1486/1854 | From Ambiguous Language to Verifiable Plans: Integrating Formal Synthesis and Dynamic Affordance Reasoning
[NO] 1487/1854 | On the Consistency and Performance of the Iterative Bayesian Update
[NO] 1488/1854 | Neuro-Symbolic Semantic Knowledge Base with Importance-Weighted Reasoning and Incremental Update for Semantic Communication
[NO] 1489/1854 | Design and Verification of Optical Axis Thermal Stability for Sub-Arcsecond High-Precision Star Trackers
[NO] 1490/1854 | RISCing it All: Accelerating Binary Translation Using Software-Only Validated Flag Speculation
[NO] 1491/1854 | Cross-View Collaborative Dual-Camera System for High-Fidelity Imaging of Operational Wind Turbine Blades_supp1-3713335.mp4
[NO] 1492/1854 | A Knowledge-Data Fusion Framework for Response-Driven Transient Stability Emergency Control in Renewable Energy Power Systems
[NO] 1493/1854 | Distributed Differential Privacy Consensus of Multi-Agent Systems With Jointly Connected Topology
[NO] 1494/1854 | Research on Federated Learning Models with Non-IID Data Based on Privacy Protection
[NO] 1495/1854 | Temporal Quality Aggregation for VQA: Benchmark and Psychology-Inspired Model
[NO] 1496/1854 | Predicting Buying Latent Variables Using Facial Emotions Recognition Tracking During Buying Process
[NO] 1497/1854 | Understanding Game Development Roles and Related Skill Competences
[NO] 1498/1854 | The Perfect Date Night: Evaluating Dialogue Systems for Game Development
[NO] 1499/1854 | Water Cut Prediction of Oil Wells in High Water-Cut Period Using DBO-ModernTCN-Attention
[NO] 1500/1854 | A Performance-Aware Client Selection Method for Federated Learning in Extreme Non-IID Setting
[NO] 1501/1854 | Cross-Domain Data Exchange in Urban Governance: A Semantic Knowledge Graph-Driven Survey
[NO] 1502/1854 | Context-Aware Document Slicing and Vectorized Retrieval Optimization for Programming in Power Grid Scenarios
[NO] 1503/1854 | Robust Driver Drowsiness Detection via CNN–SVM Ensemble Learning
[NO] 1504/1854 | Design and Implementation of an IoT-Enabled Smart Diabetic Foot Monitoring System with Automated Thermal Regulation
[NO] 1505/1854 | A Joint Optimizing and Predicting Pandemic Hospital Resource Congestion using Adaptive Hybrid Intelligence Framework
[NO] 1506/1854 | Research on Automotive Software License Compliance Based on MCP
[NO] 1507/1854 | Abstractions, Architecture and Implementation of a Modular IoT Edge Testbed
[NO] 1508/1854 | Multi-Disability Assistive App using AI &amp; AR
[NO] 1509/1854 | Neuromorphic Digital Twin based VLSI Framework for Adaptive and Self Healing Hardware Systems
[NO] 1510/1854 | MS-CLIP-AD: Multi-Scale CLIP-Guided Anomaly Detection with Chain-of-Thought LLM Reasoning for Interpretable Industrial Inspection
[NO] 1511/1854 | Attention-Based Decomposition Framework for Joint Task Offloading and Resource Allocation in Multi-Task Multi-Server MEC
[NO] 1512/1854 | Optically Controlled Reconfigurable Holographic Metasurfaces for Electronic Beam Steering
[NO] 1513/1854 | MERIT: A Multi-Signal Repair Framework for Code Translation with Large Language Models
[NO] 1514/1854 | MedDreamBooth: Structure-Guided Chest X-Ray Generation with Fine-Tuned Stable Diffusion
[NO] 1515/1854 | LTR-ICD: A Ranking-Aware Framework for Automatic ICD Coding
[NO] 1516/1854 | EvoMod: Evolutionary Optimization of Modular Prompts for Biomedical Relation Extraction
[NO] 1517/1854 | Interactive Visual Analytics for Generating and Exploring LLM-Predicted Protein-Protein Interactions
[NO] 1518/1854 | Beyond Binning: Resolution-Preserving MS1 Pretraining for Clinical Proteomics Classification
[NO] 1519/1854 | Towards Computational ASD Prediction via Lung Airway Geometry using Vision Language Models and and Attention for Interpretability
[NO] 1520/1854 | copyright_notice
[NO] 1521/1854 | On the Performance of Low-complexity Decoders of LDPC Codes
[NO] 1522/1854 | Quantum Compression for Distributed Entanglement
[NO] 1523/1854 | Proceedings
[NO] 1524/1854 | FLICS 2026 Cover Page
[NO] 1525/1854 | Static Compliance Analysis and Control for Tendon-Pneumatic Hybrid-Driven Soft Actuators_supp3-3713568.mp4
[NO] 1526/1854 | Direct Inversion of Brittleness Index from the Quadratic PP-Wave Reflection Equation Using the pCN-MCMC-
                    <i>Lp</i>
                    SC Method
[NO] 1527/1854 | Privacy Budgeting for Spatio-Temporal Trajectories
[NO] 1528/1854 | A Crystal-Less 2.4-GHz BLE Transmitter Using an AI-Designed Hybrid-Mode Power-VCO via Designer-Inspired Reinforcement Learning
[NO] 1529/1854 | Bio-Behaviorally Inspired Artificial Mimosa for Ambient Haptic Sensing and Interaction
[NO] 1530/1854 | Channel-Adaptive Robust Resource Allocation for Highly Reliable IRS-Assisted V2X Communications
[NO] 1531/1854 | Physics- and Causal-Aware Elastic Weight Consolidation for Industrial Continual Diagnosis Scenarios
[NO] 1532/1854 | PatternSight: A Perceptual Grouping Effectiveness Assessment Approach for Elements in Charts_supp2-3717934.pdf
[NO] 1533/1854 | PatternSight: A Perceptual Grouping Effectiveness Assessment Approach for Elements in Charts_supp1-3717934.pdf
[NO] 1534/1854 | Laplacian Network Optimization via Information Functions
[NO] 1535/1854 | Studying Quality Improvements Recommended via Manual and Automated Code Review
[NO] 1536/1854 | Developing a Virtual Reality Serious Game to Preserve the Hunting Culture of the Puyuma Tribe
[NO] 1537/1854 | PRBFN-FAS: Fluid Antenna System Enabled by Pixel-based Reconfigurable Beamforming Networks
[NO] 1538/1854 | Predictscale: Proactive Autoscaling Via Workload Forecasting for Edge Microservices Application
[NO] 1539/1854 | Corrections to “A New Algorithm for Small Target Detection From the Perspective of Unmanned Aerial Vehicles”
[NO] 1540/1854 | Mamba Based Digital Predistortion for Wideband Doherty Power Amplifiers
[NO] 1541/1854 | Detection of Passive Nonlinear RF Tag Micro-motion Using Communication Signals of Opportunity
[NO] 1542/1854 | Baseline-based Anomaly Detection of Elevator Vibrations using Geophone Signals and Machine Learning Techniques
[NO] 1543/1854 | Cross-Modal Interaction for Multi-Dimensional AI-Generated Image Quality Assessment
[NO] 1544/1854 | An Implementation of EfficientNetV2-M with Hybrid Attention for Plant Health Monitoring in a Secured Edge Computing Platform
[NO] 1545/1854 | Deep Reinforcement Learning-based Portfolio Optimization using Proximal Policy Optimization
[NO] 1546/1854 | A Hybrid Compression-Aware Ensemble Model for No-Reference Video Quality Assessment
[NO] 1547/1854 | An LLM-Augmented Predictive Auto-Scaling Framework for Latency-Sensitive Microservice Backends
[NO] 1548/1854 | A Comprehensive Survey on Quantum Machine Learning Approaches for Fake News Detection and Digital Trust Evaluation
[NO] 1549/1854 | Smart Tap Identification for Parkinson’s Disease
[NO] 1550/1854 | GAPA-3DGS: Dual-Branch Gaussian-Adaptive Perceptual Assessment for 3D Gaussian Splatting
[NO] 1551/1854 | Impact of Post-Training and Quantization-Aware Training in Federated Learning*
[NO] 1552/1854 | Powering Sustainable Artificial Intelligence-Driven Data Centers: The Untapped Potential of Small Modular Reactors
[NO] 1553/1854 | Real-Time Chronic Disease Monitoring and Intervention using Feedback-based Reinforcement Learning
[NO] 1554/1854 | Edge-Intelligent Wearable Respiratory Monitoring using Hypergraph Learning and Neuromorphic Signal Processing
[NO] 1555/1854 | Quantum Enhanced Hybrid Transformer Modeling for Computational Protein Mutation Detection
[NO] 1556/1854 | Design and Validation of a Blockchain E-Voting Prototype
[NO] 1557/1854 | Advanced Hybrid ViT-ConvNeXt Framework for Robust Multi-Part Plant Disease Detection with Entropy-Driven Feature Selection
[NO] 1558/1854 | A Low-Power Pipelined IEEE 754 Floating-Point Datapath for Energy-Efficient Neural Network Acceleration
[NO] 1559/1854 | CABIS: Decentralized Intelligence Securing IoT Startups with Blockchain &amp; ML
[NO] 1560/1854 | Assessing Visual Defect Saliency on 3D Meshes through Gaze-Based Metrics
[NO] 1561/1854 | A Novel Dual Function Receiver–Backscatterer at mm-Wave Using an ADC Front End
[NO] 1562/1854 | A Time Series Causal Analysis of Engagement Factors in Live Streaming Using Continuous-Time Structural Equation Modeling
[NO] 1563/1854 | Complicit by Design: Convergence and Alienation in Interactive Fourth Wall Breaks
[NO] 1564/1854 | Universal Battery Life Estimation using Kalman Filter and Coulomb Counting
[NO] 1565/1854 | CB-ARNet: A Network Intrusion Detection Method Based on CNN-BiLSTM-Attention Residual Structure
[NO] 1566/1854 | AttF-GNN: An Attention-Based Multi-omics Graph Neural Network with Modality Learning for Disease Subtyping
[NO] 1567/1854 | HiC-SuperNet: Multi-Scale Attention-Based Deep Learning for High-Resolution Chromatin Contact Map Enhancement
[NO] 1568/1854 | DegradoMap: Multi-Modal Protein Representations Enable Pre-Synthesis Prediction of PROTAC Degradability
[NO] 1569/1854 | Identifying Modifiable Risk Factors for One-Year Mortality After Hip Fracture Using Explainable Machine Learning
[NO] 1570/1854 | Trusted Polytopic Action Sets for Fast Planning in Underactuated Systems
[NO] 1571/1854 | Translating Deep Multi-Omic Latent Spaces into LLM-Synthesized Mechanistic Hypotheses
[NO] 1572/1854 | Towards Secured 6G Quantum Communications using AI Agents: An Integrated Framework for Intelligent, Quantum-Safe Next-Generation Networks
[NO] 1573/1854 | Cognitive Security Framework for APIs in Cloud-Native Microservices
[NO] 1574/1854 | Directional Feature Regularization for UAV-based Soybean Disease Classification
[NO] 1575/1854 | Towards the Development of QoE Generative Models
[NO] 1576/1854 | Real-Time, Over-the-Air Modulation Recognition using a 320 MS/s Spiking Neural Network on FPGA
[NO] 1577/1854 | How Close Is Too Close? Exploring the Impact of Avatar Proximity on User Experience in Collaborative Augmented and Virtual Reality
[NO] 1578/1854 | Lifetime-Aware Zone Allocation for ZNS SSDS
[NO] 1579/1854 | Edge Assisted Deep Learning Architecture for Reliable Real-Time Processing in 5G Vehicular IoT Networks
[NO] 1580/1854 | How Culture Shapes AI Perception: Comparative Insights from X and Weibo
[NO] 1581/1854 | Time-domain Terahertz Imaging with a Plasmonic Photoconductive Terahertz Source Array
[NO] 1582/1854 | Skin Disease Detection using a Hybrid CNN and Vision Transformer Model
[NO] 1583/1854 | Design of Spectral Mask Attention-based Residual Transformer with GRU for Soil Moisture and Vegetation Index Prediction using Remote Sensing Images
[NO] 1584/1854 | Enhanced VM-UNet for Skin Lesion Segmentation: A Reproducible Study with CBAM and ASPP
[NO] 1585/1854 | From Trilemma to Triumph: Powering California’s Data Center Boom
[NO] 1586/1854 | A Sustainable Multimodal Emotion Recognition Model using Deep Learning for Mental Health Assessment
[NO] 1587/1854 | AI IoT Enabled Multi-Sensor Smart Bus Door Safety System for Accident Prevention
[NO] 1588/1854 | Echo Confidence: A Closed-Loop Metric for Residual Echo Monitoring and Dynamic Echo Control
[NO] 1589/1854 | Quantum Data Statistics: An Operator-Theoretic Framework for Structured Uncertainty
[NO] 1590/1854 | FedLNS: Crowdfunding Success Prediction in E-Commerce with Reduced LLM Utilization
[NO] 1591/1854 | A Calibration-free FMCW Synthesizer for Automotive Radar with Fast Frequency Modulation and Reset Ability
[NO] 1592/1854 | A Federated Learning-Enabled Edge-Fog-Cloud Framework for Real-time Water Monitoring in Smart Agriculture and Livestock Farming
[NO] 1593/1854 | Blockchain-Driven Fine-Grained Access Control Mechanisms for Secure Financial Data Sharing: A Survey
[NO] 1594/1854 | Prompt Engineering Strategies for Automated Software Requirements Classification
[NO] 1595/1854 | Copyright Page
[NO] 1596/1854 | ICBASE 2026 Cover Page
[NO] 1597/1854 | Attack Path Planning Using Proximal Policy Optimization Reinforcement Learning Bi-directional Ant Colony Optimization (PPO-BACO) Algorithm and Cyber Threat Knowledge Graph in Air Traffic Management System
[NO] 1598/1854 | Calibrating Volume-Delay Functions in Large-Scale Urban Networks: A Population-Based Evolutionary Approach
[NO] 1599/1854 | Sharp informational inequalities involving Kullback–Leibler and Rényi divergences and a family of scaling-invariant relative Fisher measures
[NO] 1600/1854 | A Tunable Nonlinear Metasurface for Wideband Mid-Infrared Upconversion
[NO] 1601/1854 | Coverage-Aware Task Offloading and Resource Allocation Using Dueling DQN and TD3 in Vehicular Edge Computing
[NO] 1602/1854 | A Highly Modular LLC-based Interphase Solid-State Transformer Architecture for Smart-Grid Applications
[NO] 1603/1854 | Bioinspired Microgrid Management: An Approach Based on the Brain’s Sensorimotor Gating
[NO] 1604/1854 | Near-Field Position and Orientation Tracking With Hybrid ELAA Architecture
[NO] 1605/1854 | Power System Frequency Regulation via Multiple Energy Storage Resources Considering Building Climate Zone Diversity
[NO] 1606/1854 | Predefined-Time Optimal Resource Allocation for Constrained Distributed Systems Security with Disturbance Rejection
[NO] 1607/1854 | SWiST DeepNet: Spectral–Temporal Deep Network for Detecting Resonance-Based Attacks on MEMS Inertial Sensors
[NO] 1608/1854 | Localized depth estimation of potential fields by CWT scalogram analysis_supp1-3717698.docx
[NO] 1609/1854 | Technical Perspective:
                    <i>egg</i>
                    : ‘Ridiculously’ Fast and Extensible Equality Saturation
[NO] 1610/1854 | A Survey on Metaheuristics Applied to Resource Allocation in B5G/6G Heterogeneous Networks
[NO] 1611/1854 | AI- Powered Dynamic Music Composition System using LSTM and Transformers
[NO] 1612/1854 | International High-Quality Talent Competence Assessment Technology Based on Big Data Mining and Cognitive Models
[NO] 1613/1854 | Embedding-Based Federated Learning with Runtime Governance for Iron Deficiency Prediction
[NO] 1614/1854 | Executable Control Matters More Than Model Intelligence in LLM-Assisted Software Sustaining Engineering
[NO] 1615/1854 | Behavior Ranking Systems in Online Multiplayer Video Games: An Analysis &amp; Design Space
[NO] 1616/1854 | Odd Diamond: How Deadlines Shape Game Design
[NO] 1617/1854 | Extending STRIVE to World of Tanks: A Cross-Game Validation of a Socio-behavioral Player Taxonomy
[NO] 1618/1854 | Designing Serious Games on Contemporary Music: A Case Study on Poème Électronique
[NO] 1619/1854 | Impact of Frametime Spikes on Performance and Quality of Experience in Platformer Games
[NO] 1620/1854 | AI-Supported and Socially-Augmented Gamification to Overcome Behavioral Barriers in Sustainable Cooking
[NO] 1621/1854 | BeatWeights: A VR Dumbbell Exergame on Music, Rhythm, and Motivation in Strength Training
[NO] 1622/1854 | Real-Time Multi-Modal Assistive System for Navigation, Face Recognition, and Text Reading
[NO] 1623/1854 | Towards 6G-Enabled Smart Campuses: An AI-Native Multi-Task Learning Framework for Data Governance and Collaboration Optimization
[NO] 1624/1854 | Integrating Molecular Dynamics and Structure Analysis to Reveal Context-Dependent Effects of Disease-Associated TSHR Variants
[NO] 1625/1854 | AE-AEPD: Repurposing Adversarial Evasion for Cross-Omics Linkage Defense
[NO] 1626/1854 | Scalability and Saturation in Swarm Learning: A KPI-Driven Analysis on Real-World Clinical Data
[NO] 1627/1854 | Industrial Replication of COLOR: Locator Repair in Continuous Integration and Failure Patterns under UI/DOM Evolution
[NO] 1628/1854 | Improved Bug Localization with AI Agents Leveraging Hypothesis and Dynamic Cognition
[NO] 1629/1854 | A Physics-Informed Generative Framework for Joint Estimation of Biomechanical Parameters and Interaction Forces from Laparoscopic Depth Maps
[NO] 1630/1854 | An Interactive Web Application for Exploring Age-Dependent Gene Switching Across Human Tissues
[NO] 1631/1854 | C2|Q⟩: A Robust Framework for Bridging Classical and Quantum Software Development — RCR Report
[NO] 1632/1854 | Message from the General Chairs: CCGrid 2026
[NO] 1633/1854 | Autonomous Energy-Aware Cell Scheduling for 6TiSCH-based Industrial IoT
[NO] 1634/1854 | Self-powered Programmable Wireless Transducer Integrated with Solar Cell for Dynamic Beam Manipulation
[NO] 1635/1854 | Title_page
[NO] 1636/1854 | <i>QuantPUF</i>
                    : A Quantum-Resistant Scheme for Low-Powered IoT Devices in 6G Edge Networks
[NO] 1637/1854 | Table of Content
[NO] 1638/1854 | KANFlow: Efficient Shallow-KAN Flow Matching for Wearable PPG-to-ECG Reconstruction
[NO] 1639/1854 | Hourglass Pattern Recognition Algorithms in Vortex Polarimetry: A Review with Quantitative Evaluation
[NO] 1640/1854 | BPPR: A Framework for Content Navigation in Multi-Contrast Body CT Images using Deep Regression Models
[NO] 1641/1854 | Distributed Precoding for Cell-free Massive MIMO in O-RAN: A Multi-agent Deep Reinforcement Learning Framework
[NO] 1642/1854 | AWEMixer: Adaptive Wavelet-Enhanced Mixer Network for Long-Term Time Series Forecasting
[NO] 1643/1854 | Expectation-Based Sensing Representation for Random-Data Radar-Centric ISAC Waveforms
[NO] 1644/1854 | ICCMC 2026 Author Index
[NO] 1645/1854 | A Design of Energy Efficient Compact Rotary-to-Linear Transmission for Cable-Driven Robotic Systems
[NO] 1646/1854 | Efficient Design Optimization of Asymmetric V-shaped IPMSM with Hybrid Permanent Magnets
[NO] 1647/1854 | PatternSight: A Perceptual Grouping Effectiveness Assessment Approach for Elements in Charts_supp3-3717934.xlsx
[NO] 1648/1854 | Multi-Sensor Time–Frequency Contrastive Network for Cross-Domain Fault Diagnosis under Limited Labeled Data
[NO] 1649/1854 | A Two-Round Threshold Key Update for Updatable Oblivious Key Management in Cloud Storage
[NO] 1650/1854 | CODIC: Distributed Image Compression with Distortion-Perception Co-Optimization
[NO] 1651/1854 | Intelligent Sensor Anomaly Detection and Measurement Signal Reconstruction Based on Association Structure and Spatiotemporal Modeling
[NO] 1652/1854 | Subcritical Shift of Brain Dynamics in Patients with Chronic Stroke: Evidence from Resting-State EEG_supp1-3717295.docx
[NO] 1653/1854 | FACANet: A Feature Adaptive Complementary Alignment Network for Multi-Source Domain-Adaptive Remote Sensing Segmentation
[NO] 1654/1854 | Social Navigation as Gameplay: A Hybrid Social Physics Engine for Deduction Games
[NO] 1655/1854 | The Pacing Diagram: A Step Toward a Shared Player Experience Language for Game Design
[NO] 1656/1854 | Wideband FR3 MIMO Antenna Array for NextG Wireless Links
[NO] 1657/1854 | Measuring Bias Sensitivity Across Multiple Domains Commonly Used in Legal Applications Generated by LLMs Through Parameter Variation
[NO] 1658/1854 | Scale-Agnostic Image Quality Assessment via Magnitude-Aware Ranking
[NO] 1659/1854 | Scalable RAN-Sharing Moran Architecture Via LEO Satellites: A Comparative Study Against Traditional Backhaul in Rural Zones of Peru
[NO] 1660/1854 | Research on English Educational Text Segmentation Based on N-Gram Language Models
[NO] 1661/1854 | Naturalistic Typographic Attacks on VLM-Based Image Quality Assessment
[NO] 1662/1854 | Empirical Analysis of GPU Frequency Behavior Under ML Workloads
[NO] 1663/1854 | Estimating SSIM from MSE for DCT-Based Compressed Images via Modeling Local Error Statistics
[NO] 1664/1854 | Quantum-Inspired Swarm Intelligence for Optimizing Resource Allocation and Security Analytics in Software-Defined Communication Networks
[NO] 1665/1854 | ATT-BiLSTM-XGBoost: A Hybrid Deep Learning Model for EEG-Based Classification of Alzheimer's Disease and Frontotemporal Dementia
[NO] 1666/1854 | Exploring ChatGPT Through Bloom’s Taxonomy: A Systematic Literature Review
[NO] 1667/1854 | Semantic Code Search with Fusion Graph Representation
[NO] 1668/1854 | Optimal Session Configuration for the Licklider Transmission Protocol in Deep-Space Communication Networks
[NO] 1669/1854 | Cost-Efficient Computation Offloading in Multi-Layer Heterogeneous Satellite Networks
[NO] 1670/1854 | Where Do You Look When We Talk? Visual Attention and Social Presence in Quasi-Holographic Telepresence
[NO] 1671/1854 | Spatial Over-the-Air Post-Distortion Cancellation with an Embedded Distortion-Correcting Transmitter Antenna for Linearizing Phased-Array Transmitters
[NO] 1672/1854 | A Survey of Feature Metric Methods for Software Defect Prediction
[NO] 1673/1854 | Research on Evidence-Relation Constraint Methods for Hallucinations in Sentiment Analysis
[NO] 1674/1854 | Research on the construction method of algorithmic resource ecological system based on niche theory
[NO] 1675/1854 | Evaluation and Comparison of Statistical Models for Estimating Large-Scale MOS from Small Subjective Subsets
[NO] 1676/1854 | A New Backscattering Dual-Polarized Rectenna for Wireless Power Transfer and IoT Applications
[NO] 1677/1854 | Smart Crop Health Monitoring using YOLO-based Leaf Disease Classification and Pesticide Advisory System using Deep Learning
[NO] 1678/1854 | Design and Implementation of an Intelligent Business Intelligence Question-Answering System Based on Large Language Models
[NO] 1679/1854 | AI-Based Trusted Governance and Value Allocation Mechanism for Data Elements under the Data Trust Model
[NO] 1680/1854 | Federated AI-Driven Resource Optimization in Multi-Cloud Environments
[NO] 1681/1854 | Analysis of MySQL Index Failure and Performance Optimization Strategies in High-Concurrency Scenarios
[NO] 1682/1854 | ML-Powered Handwriting Analysis for Early Detection of Alzheimer’s Disease
[NO] 1683/1854 | The Effect of Robot Pet Design on Young Adults’ Emotional Well-Being
[NO] 1684/1854 | Research on Industrial Control System Abnormal Detection Technology Based on Power Grid Condition Fusion
[NO] 1685/1854 | Trigger-Outcome Analysis with Adjusted Risk-Difference Envelopes for Substance Use Disorder at a Community Scale
[NO] 1686/1854 | Feasibility of Risk-Calibrated Early-Termination for Molecular Dynamics Screening of Antifungal Resistance-Mediating ABC Transporter Pockets
[NO] 1687/1854 | SkillNet: Open-Style Skill Acquisition and Adaptive Inference for Robust Biomedical Deep Learning
[NO] 1688/1854 | CLIP-AML: Contrastive Learning Framework for AML treatment response prediction
[NO] 1689/1854 | Feasible radiomics workflow for the zebrafish model: a preliminary study
[NO] 1690/1854 | Out-of-Distribution Detection in Medical Imaging Benchmarks using Concentration-Free Density Estimation
[NO] 1691/1854 | Assessing Utility-Leakage Trade-offs in Coreset Selection for Chest X-Ray Embeddings
[NO] 1692/1854 | Can We Spot Energy Regressions Using Developers’ Tests? An Industrial Replication
[NO] 1693/1854 | A Comparative Study of Dual-Monitor and Augmented-Reality Interfaces for Digital-Twin-Based Debugging
[NO] 1694/1854 | Evaluating the Impact of Post-Training Quantization on Large Language Models for Code Generation
[NO] 1695/1854 | Constant Modulus Frequency- and Phase-shift Keying Waveforms for ISAC
[NO] 1696/1854 | 2026 IEEE 10th International Conference on Fog and Edge Computing (ICFEC)
[NO] 1697/1854 | IMS RFSA 2026 Breaker Page
[NO] 1698/1854 | 2026 7th International Conference on Big Data &amp; Artificial Intelligence &amp; Software Engineering (ICBASE)
[NO] 1699/1854 | Blank Page
[NO] 1700/1854 | Structured Characterization Methodology for Time Transfer in Packet-Switched Networks: A PTP-Unaware Case Study
[NO] 1701/1854 | A Square-Wave-Fed Bipolar Hybrid Cockcroft–Walton Voltage Multiplier for Aerospace Ionic Propulsion Power Supplies
[NO] 1702/1854 | Multiple UAVs for Joint Charging, Data Collection and Data Dissemination in Wireless Powered Sensor Networks
[NO] 1703/1854 | A handheld instrument for intraoperative measurement of corneal stroma dissection force in femtosecond laser refractive surgery_supp1-3716465.docx
[NO] 1704/1854 | Internal-Model-Based Formation Tracking for Multiagent Systems With a Nonautonomous Leader: Theory and Experiment
[NO] 1705/1854 | From the Editor-in-Chief: Special Issue on Sustainable AI: Empowering a Greener Future [Editor’s Voice]
[NO] 1706/1854 | 2025 14th International Conference on Networks, Communication and Computing (ICNCC)
[NO] 1707/1854 | Author Index
[NO] 1708/1854 | Pressure-less silver sintering on pure copper: impact of thermal cycling on microstructure and mechanical strength
[NO] 1709/1854 | A Cross-View Geo-Localization Method Based on Frequency-Spatial Feature Enhancement and Dynamic Margin Constraint
[NO] 1710/1854 | Single-Round Robust Secret-Shared Shuffling With Application to Deployable Shuffled Differential Privacy
[NO] 1711/1854 | Music Genre Classification Using Dual-Branch Feature Fusion of Mel-Spectrogram Embeddings and Acoustic Statistical Descriptors_supp2-3717427.docx
[NO] 1712/1854 | Music Genre Classification Using Dual-Branch Feature Fusion of Mel-Spectrogram Embeddings and Acoustic Statistical Descriptors_supp5-3717427.docx
